premise;question;choice1;choice2;label
Umphathi wemali wavula umshini wokukhokha. ;cause;Ikhasimende laphenya esikhwameni salo semali. ;Ikhasimende lamnika imali. ;1
Umculi wasemgwaqweni wadonsa isixuku. ;effect;Abantu babemnika imali. ;Wayixosha leyo mibuthano. ;0
Umfana omncane wakhala kumzanyana wakhe. ;cause;Wayekhumbula abazali bakhe. ;Kwakuyisikhathi sokudla okulula. ;0
Imishini yokubona izinto ezisezingeni eliphezulu ye-radar yomshayeli yabona isiphepho. ;effect;Umshayeli waso wahamba wayohlala kude nesiphepho. ;Umshayeli wendiza wadlula kulesi siphepho. ;0
Isihlahla salahla amaqabunga aso. ;effect;Amaqabunga aphenduka imibala. ;Amaqabunga ayeqoqana phansi. ;1
Umfana wayenesimo sengqondo esibi. ;effect;Wanquma ukudlala ikhadi nodadewabo. ;Wanquma ukwenza udadewabo ihlaya. ;1
Ingane yakhononda ngokuthi yayidinga ukuya endlini yangasese. ;effect;Uyise wamnika isiphuzo esinomsoco. ;Uyise wamisa imoto esiteshini segesi. ;1
Ingane yayihlanza ukudla kwezinhlanzi ethangini. ;effect;Izinhlanzi zavele zaphuma ethangini. ;Izinhlanzi zabhukuda zaya ekudleni. ;1
Imibono yalo wesifazane yezombangazwe yashintsha. ;effect;Washintsha iqembu lakhe. ;Wahlanganyela embhikishweni. ;0
Isinki yasendlini yokugezela yayixhunyiwe. ;effect;Ngavula ompompi. ;Ngagcwalisa umuthi wokuhlanza amanzi. ;1
Abagibeli behla esitimeleni. ;cause;Isitimela safika esiteshini. ;Isitimela sahlaba ikhwelo. ;0
Lendoda yacindezela phansi esikhwameni esimanzi semvilophu. ;effect;Wabeka isitembu emvilophini. ;Wavala imvilophu. ;1
Abangane balahlekelwa ukuxhumana. ;cause;Babekujabulela ukuba ndawonye. ;Bathuthela emadolobheni ahlukene. ;1
Umgcini-zimali wasebenzisa kabi imali yenkampani. ;effect;Waxoshwa esikhundleni sakhe. ;Waya ekhefini lokubeletha. ;0
Ngabheka iwashi. ;cause;Ngezwa iwashi liqhubeka. ;Ngangifuna ukuhlola isikhathi. ;1
Isandla sami saqala ukuvaleka. ;cause;Ngabhala indaba ngesandla. ;Mina nomkami sabambana ngezandla. ;0
Isibopho saqina. ;cause;Ngasifaka esinye isibambo. ;Ngajika isikulufa. ;1
Lo mbhangqwana wasayina isivumelwano sokuqasha ifulethi. ;effect;Lo mbhangqwana wathuthela kulelo fulethi. ;Idolobha lalahla leli fulethi. ;0
Lona wesifazane wahlala ngaphandle kuvulandi. ;cause;Wayefuna ukubuka ukushona kwelanga. ;Wayecabanga ukuthi ubona umbani. ;0
Le ndoda yayigqoke ibhantshi lokuphepha emanzini. ;cause;Wayengakwazi ukubhukuda. ;Amanzi ayengashoni kakhulu. ;0
Lona wesifazane wenza iphutha ekubhaleni umbhalo. ;effect;Wasula leyo ncwadi. ;Washaya inkinobho yokulondoloza. ;1
Le ntombazane yaqhosha kubangane bayo. ;cause;Wathola amamaki amabi. ;Wanqoba emncintiswaneni. ;1
Utshani babudaka. ;cause;Lalinetha ubusuku bonke. ;Yayigcwele ukhula. ;0
Owesifazane walala. ;cause;Wahlala ubusuku ehhotela. ;Wakhohlwa ukusetha iwashi lakhe elivusa amadlingozi. ;1
Le ndoda yafaka ukhilimu wokugwema ukushiswa yilanga. ;cause;Wahlala emthunzini. ;Waya olwandle. ;1
Abacwaningi baqinisekisa ukuthi kuyiqiniso. ;effect;Abacwaningi bayikhipha imibono yabo. ;Abantu bamukela le nkolelo. ;1
Abalandeli emdlalweni babememeza. ;cause;Umdlalo waqhubeka isikhathi esengeziwe. ;Unompempe wenza isinqumo esibi. ;1
Ngafaka inhlanganisela yami esakhiweni sokukhiya. ;effect;Ngavala isivalo. ;Isikhiya savuleka. ;1
Isixuku sashuba. ;effect;Ubaba wanika indodana yakhe imali. ;Ubaba wabamba indodana yakhe ngesandla. ;1
Iqhwa lalivimba indlela yokungena endlini. ;effect;Ngahlanganisa iqhwa laba ibhola leqhwa. ;Ngasusa iqhwa. ;1
Abashayeli bama-kayak babedonsa izintambo zabo. ;effect;Ikhayakhe lafika ogwini. ;Ikhayakhe laphonswa amagagasi. ;0
Le ntombazane yalahlekelwa ukulawula ibhayisikili layo. ;effect;Wayeka ukulawula imoto. ;Washayisa uthango. ;1
Ngavula umshini wokuphehla umoya. ;effect;Amanzi agcobhoza isikhumba sami. ;Ngazizwa umoya opholile udlula phezu kwami. ;1
Abashushuluzi babuyela ogwini. ;cause;Zazimanzi. ;Babona ushaka. ;1
Ngadonsa ipulaki lokukhupha amanzi kubhavu. ;effect;Amanzi aphuma kubhavu. ;Amanzi agcwala phansi. ;0
Indoda yazizwa inecala ngokukhohlisa umkayo. ;effect;Wamsola ngokuthi akathembekanga. ;Wavuma ukuthi wayengathembekile kuye. ;1
Uyinki osesithombeni ususiwe. ;cause;Ngalinda ukuba uyinki wome. ;Ngachitha amanzi ephepheni. ;1
Ingane yavuka imemeza. ;cause;Wayebone iphupho elibi. ;Wageza umbhede. ;0
Umfana wafaka izinyawo zakhe etafuleni. ;effect;Uyise wahlala phansi etafuleni. ;Uyise wamshumayeza. ;1
Umngane wami waphendukela kimi. ;cause;Ngamemeza igama lakhe. ;Ngazishaya izandla. ;0
Uhulumeni wawucindezela izakhamuzi zawo. ;effect;Izakhamuzi zaqala ukuvukela. ;Izakhamuzi zabhalisela ukuvota. ;0
Umfana wayelahlekile ehlathini. ;effect;Wakha itende. ;Wamemeza ecela usizo. ;1
Lona wesifazane waya phesheya. ;cause;Wayefuna ukufunda ukudweba. ;Wayefuna ukufunda ngamanye amasiko. ;1
Le ndoda yayinomona ngomuntu eyayisebenza naye. ;cause;Omunye ayesebenza naye wathola isikhundla esiphakeme. ;Umuntu asebenza naye wasebenza isikhathi eside. ;0
Le ndoda yabona abantu abavela kwamanye amazwe. ;cause;Wayenomqondo othile. ;Wayehlale ecabanga. ;0
Izinwele zalo muntu zaba nsundu. ;cause;Wafaka umuthi wokuhlanza kuwo. ;Wafaka i-shampoo kuwo. ;0
Lo mculi wenza umsebenzi omusha. ;cause;Wagxeka umsebenzi wakhe wangaphambili. ;Wafikelwa umoya. ;1
Indodana yathutha ekhaya. ;cause;Wakhishwa ebuthweni lezempi. ;Wayezoya ekolishi. ;1
Izincwadi zawa eshalofini. ;cause;Amashalofu ayembozwe uthuli. ;Ukuzamazama komhlaba kwazamazamisa ishalofu lezincwadi. ;1
Ugesi wasekhaya wanqamuka. ;effect;Ngakhanyisa isibani. ;Ngibeka kabusha isivimbeli. ;1
Sahamba nge-roller coaster. ;cause;Kwakubonakala kusabisa. ;Kwakubonakala kumnandi. ;1
Isikhwama sama-popcorn saqala ukuqhuma. ;cause;Ngagcwalisa isikhwama ngebhotela. ;Ngayifudumeza emshinini we-microwave. ;1
Isihlahla sawela phezu kwentambo kagesi. ;effect;Ugesi wacima endaweni eseduze. ;Isimo sezulu sabikezela imimoya enamandla. ;0
Isikhulumi senza amazwi angafanele neze ezombangazwe. ;effect;Wayebangela izilaleli ukuba zikhathazeke. ;Wayethukuthelisa izilaleli. ;1
Ngazigwaza ngensimbi. ;effect;Ngathinteka kakhulu. ;Kwavela ithonsi legazi emunweni wami. ;1
Izinhlanzi zazindiza phezu kwethangi. ;cause;Yayizimele. ;Yayingaphili. ;1
Le ndoda yayizwakala inomsindo. ;cause;Wayegula. ;Wayeka ukubhema. ;0
Iminyango ye-elevator yavuleka. ;cause;I-elevator yafika esitezi esibekiwe. ;I-elevator yabambeka phakathi kwezakhiwo ezimbili. ;0
Le ntombazane yaqhuma yaphuma endlini. ;cause;Waqamba amanga kubazali bakhe. ;Abazali bakhe bamjezisa. ;1
Indlu yangasese yagcwala amanzi. ;cause;Indlu yangasese yagcwala. ;Isifudumezi samanzi saphuka. ;0
Le nja yahlala eduze komnikazi wayo. ;cause;Umnikazi wabeka ikhola emdlwaneni. ;Umnikazi wayibophela inja. ;1
Le ndoda yabamba ukubonakaliswa kwayo. ;cause;Wema ngaphansi kwesihlahla esikhulu. ;Wayemi phezu kwechibi elinokuthula. ;1
Ngaphuthelwa ucingo lwentombi yami. ;effect;Ngabuye ngamshayela ucingo. ;Ngahlangana naye esidlweni sakusihlwa. ;0
Umkhaya wasesha indawo. ;cause;Inja yabo yabaleka ekhaya. ;Kwakulahleke ubucwebe obuyigugu ekhaya labo. ;0
Ngabona umoya engiwuphefumulayo lapho ngiphefumula. ;cause;Kwakubanda. ;Isifuba sami sasicindezelekile. ;0
Izisebenzi zakha inyunyana. ;cause;Babefuna izimo zokusebenza ezingcono. ;Umqashi wabo wakhuphula amaholo abo. ;0
Ngibhake i-apple pie. ;effect;Ikhishi laligcwele iphunga lokubola. ;Ikhishi lagcwala iphunga elimnandi. ;1
Lona wesifazane wayelwela ukuhamba. ;cause;Wayegqoka izitebhisi eziphakeme. ;Wakhumula izicathulo zakhe. ;0
Kwaphuma umusi emcengezini wamanzi. ;cause;Amanzi abila. ;Ngavala imbiza. ;0
Zonke izimbadada zami zazisendlini yokuwasha. ;effect;Ngangigqoke izimbadada. ;Ngangigqoke amabhuzu. ;0
Le mpikiswano yesazi sezombangazwe yabhekwa njengengenangqondo. ;effect;Walahlekelwa ukwesekwa abavoti. ;Wayesolwa ngokukhwabanisa. ;0
Wonke umuntu wayemelene nokuthembisana umshado kwalo mbhangqwana. ;effect;Laba bashadikazi bakhulelwa. ;Laba bashadikazi babaleka. ;1
Lesi sakhiwo sanikezelwa kuleso sikhulu. ;cause;Lesi sikhulu sasifuna ukuba isakhiwo sidilizwe. ;Lesi sikhulu sanikela ngemali ukuze kwakhiwe. ;1
Umdayisi waso wasola le ntombazane ngokweba. ;cause;Umthengisi wabona intombazane ifaka izimpahla esikhwameni sayo. ;Umthengisi wasiza le ntombazane ukuba ithole isikhwama esithandayo. ;0
Leli zwe lamemezela impi endaweni engumakhelwane. ;effect;Amasosha ayethunyelwa empini. ;Amasosha aphinde ahlangana nemikhaya yawo. ;0
Inkantolo yasisekela leso sinqumo esiphikisayo. ;effect;Kwaqubuka isiyaluyalu phambi kwenkantolo. ;Umbhangqwana othile washintshana ngezifungo phambi kwenkantolo. ;0
Le ntombazane yezwa iphunga lokuthile okwakusha. ;cause;Wakhipha amakhekhe ebhodweni. ;Washiya amakhukhi kuhhavini. ;1
Imvula yayina kakhulu. ;effect;Isiphepho saba sibi nakakhulu. ;Ngagijimela ngaphakathi. ;1
Lesi sakhiwo sasikhishiwe. ;cause;Ilifti alizange lisebenze. ;I-alamu yomlilo yaqala ukusebenza. ;1
Uyise wayecasulwa ukuluthwa utshwala kwendodana yakhe. ;effect;Ubaba wathengela indodana yakhe ubhiya. ;Ubaba wayegxosha indodana yakhe endlini. ;1
Ummeli wakhuphukela ehhovisi lakhe. ;cause;Unobhala waya ekhaya ngalolo suku. ;Isithuthuthu sasingasebenzi. ;1
Le ndoda yacasukela umngane wayo. ;cause;Umngane wakhe wamphazamisa. ;Umngane wakhe wamthengela ukudla kwasemini. ;0
Le ntombazane yanikeza umbheki imali yayo. ;effect;Umphathi-mali wanika intombazane imali yayo esele. ;Umphathi-mali wakhohlwa ukunika intombazane irisidi. ;0
Lona wesifazane wabekwa esihlalweni sabakhubazekile. ;cause;Wayekhubazekile engozini. ;Wangena esibhedlela ehamba ngesihlalo. ;0
Izakhamuzi zazibeka ifulege likazwelonke ngaphandle kwemizi yazo. ;cause;Izwe laligubha ukuzimela kwalo. ;Izwe lalibhekene nobunzima bezomnotho. ;0
Leli qembu lalahlekelwa umqhudelwano. ;effect;Badumaza abalandeli babo. ;Zazikhuthaza abalandeli bazo. ;0
Umngane wami wathi kunokudla okumbophele emazinyweni. ;effect;Ngazizwa nginamahloni. ;Ngazizwa ngiziqhenya. ;0
Le nsizwa yahluleka esivivinyweni sayo semfundo yezomlando. ;cause;Wayelalelisisa esifundweni. ;Wakhohlwa ukufunda. ;1
Isakhiwo esisedolobheni sabhidlika. ;cause;Kwazamazama umhlaba edolobheni. ;Izinga lobugebengu edolobheni landa. ;0
Intombazane yalo muntu yahlukana naye. ;effect;Wamncenga ukuba ambuyisele. ;Wamethula kubazali bakhe. ;0
Izingane zombili zazama kanyekanye ukubuyisa ibhola. ;effect;Ibhola laqhuma. ;Amakhanda abo ashayisana. ;1
I-raccoon yaphanga imfucumfucu. ;cause;Kwakunekhadibhodi emgqonyeni kadoti. ;Isivalo sasingaphandle kukadoti. ;1
Umfana walolonga ipensela. ;cause;Kwakubiza kancane. ;Kwakungathandeki. ;1
Umphathi-mali wenqaba ukubuyisela imali yalengubo kowesifazane. ;cause;Wayilahla irisidi lakhe. ;Ingubo yayingahambisani nami. ;0
Isikhumba sami sasilinyazwe kakhulu. ;effect;Lwalulama ngokushesha. ;Kwashiya ibala. ;1
Abagibeli babembuka ngendlela exakile. ;cause;Wayegqolozele phansi. ;Wayekhuluma yedwa. ;1
Ingane yashiya imvuthuluka phansi. ;effect;Izintuthwane zagcwala emakhekhezini. ;Ingane yafaka isinkwa endaweni yaso. ;0
Lona wesifazane wanika udadewabo ithawula. ;cause;Udadewabo walona wesifazane wavala izandla. ;Udadewabo walowo wesifazane waqala ukukhala. ;1
Le ndoda yathatha i-mint. ;cause;Izindebe zakhe zaziklebhukile. ;Wayekhathazeke ngokuphefumula kabi. ;1
Lo mbhangqwana washiya kusenesikhathi waya embukisweni. ;cause;Babelindele ukuba kube nomgwaqo omkhulu eduze kwendawo yeshashalazi. ;Banemiyalo yokuya enkundleni yemidlalo. ;0
Lona wesifazane wahlala ekhaya engekho emsebenzini. ;effect;Umphathi wakhe wamncoma. ;Umuntu ayesebenza naye wamvikela. ;1
Le ndoda yasayina isicelo sezisebenzi. ;cause;Wasekela inhloso yabo. ;Wababeka icala ngokuthi bayizithutha. ;0
Inhliziyo yomdlali yayishaya ngamandla ngaphambi kokuba adlale. ;cause;Wayethukile. ;Wayewazi ngekhanda amazwi akhe. ;0
Ngangidukile. ;effect;Ngabala imali yami. ;Ngavula ibalazwe. ;1
Izithelo ezivuthiwe zahlala elangeni. ;effect;Yayidliwe. ;Yaqala ukuqina. ;1
Imoto yaphuka. ;cause;Ngavula i-ignition. ;Injini yashisa kakhulu. ;1
Le ndoda yalimala emhlane. ;effect;Waya kudokotela wezifo zengqondo. ;Wahlala embhedeni izinsuku eziningana. ;1
Ngaqala umlilo esithandweni somlilo. ;cause;Ngangingasenamahlathi. ;Kwakubanda endlini. ;1
Lona wesifazane wayeka ukugijima. ;cause;Unesifo sokuquleka ohlangothini. ;Wathola umoya wesibili. ;0
Ngangqongqoza emnyango kamakhelwane wami. ;effect;Umakhelwane wami wangimemela endlini. ;Umakhelwane wami waphuma endlini yakhe. ;0
Lona wesifazane wabubula ngenxa yokukhungatheka. ;cause;Umyeni wakhe wayengaziqondi kahle izinto ezazimkhathaza. ;Umyeni wakhe wamanga. ;0
Uthisha wancoma umfundi. ;cause;Umfundi wawuphendula kahle umbuzo. ;Lo mfundi wanqikaza ukuphendula umbuzo. ;0
Owesifazane waphelelwa amaqanda. ;effect;Waya epulazini. ;Waya esitolo. ;1
Ngahlangana nomngane wami wakudala. ;effect;Ngambonisa imfihlo. ;Ngambingelela. ;1
Lona wesifazane wakugwema ukungena echibini. ;cause;Yabamba inhlanzi. ;Yayibukeka ingcolile. ;1
Lo mfundi wafika ekilasini emanzi. ;cause;Isambulela sakhe sasiphukile. ;Ibhayisikili lakhe lalibiwe. ;0
Isikhombi esikhompyutheni sashintsha. ;cause;Umsebenzisi wachofoza igundane. ;Umsebenzisi wasusa igundane. ;1
Umshayeli wathatha indlela eyisicaba. ;cause;Kube nengozi emgwaqweni omkhulu. ;Walandela iloli elalimphambi kwakhe. ;0
Ngaphonsa ilineni elimanzi entanjeni yangaphandle. ;effect;Indwangu yelineni yasha. ;Indwangu yelineni igcwele amabala. ;0
Lona wesifazane wagqoka izibuko zakhe zelanga. ;cause;Ukukhanya kwelanga kwakukhanya. ;Wabiza itekisi. ;0
Le ndoda yayibheke esibhakabhakeni ebusuku. ;cause;Wayefisa sengathi ngabe kuyinyanga kaJuni. ;Wayecabanga ukuthi lihle. ;1
Ngazizwa ngikhathele. ;effect;Ngaya embhedeni ekuseni. ;Ngahlala ngilale ubusuku bonke. ;0
Le ndoda yaya kumgundi. ;cause;Wayekhula izinwele. ;Izinwele zakhe zaziba zinde. ;1
Umfana wadlala amaqhinga amabi kumfundi ayefunda naye. ;cause;Umfana wamukela umfundi omusha. ;Umfana wayengamthandi umfundi ayefunda naye. ;1
Ngangilangazelela ingilazi yobisi. ;cause;Ngangidla amakhekhe. ;Ngangibhaka isinkwa. ;0
Yaqala ukuna. ;effect;Umshayeli wavula izibani. ;Umshayeli wahlehlisa imoto. ;0
Indawo yokupaka yalesi sakhiwo yayingenamuntu. ;effect;Ngapaka ngaphesheya komgwaqo. ;Ngapaka eduze komnyango. ;1
Umbhali wehluleka ukufaka umbhalo ngaphambi kwesikhathi. ;cause;Wayenesifo sokungaboni kahle. ;Wenza ukuhlela. ;0
Umngane wami wangikhiyela ucingo. ;cause;Ngacela ukukhuluma nomqondisi. ;Nginikeze inombolo yami yokuhlonza. ;0
Umoya wavuthela ngefasitela elivulekile. ;effect;Kwakhala insimbi yomnyango. ;Amakhethini agubha. ;1
Ugesi wasekhaya wanqamuka. ;cause;Ngikhiphe ugesi. ;Ngaphelelwa isiqinisi. ;1
Umgijimi we-weightlifting wabhonga. ;cause;Wenza izivivinyo esibukweni. ;Waphakamisa ibha phezu kwekhanda lakhe. ;1
Umfundi wazama ukwenza izibalo engqondweni yakhe. ;effect;Wakhipha umshini wokubala. ;Wayedidekile. ;1
Ingane yalala. ;cause;Ubaba washintsha u-diaper wengane. ;Ubaba wayigingqa ngobumnene ingane. ;1
Le ntombazane yaphonsa ibhaluni lamanzi kulo mfana. ;effect;Umfana unokuphazamiseka kwengqondo. ;Umfana wagcwala amanzi. ;1
Umthwebuli wezithombe wakhohlwa ukusebenzisa i-flash ekhamera. ;effect;Izithombe zavele zafiphala. ;Wonke umuntu kulezi zithombe wenqaba ukumamatheka. ;0
Ngasenqaba isimemo sokuya ephathini yosuku lokuzalwa. ;cause;Nganginesizungu. ;Ngangingaphandle kwedolobha. ;1
Ngangivivinya umzimba. ;cause;Ngazizwa nginamandla. ;Ngangesaba. ;0
Ngacindezela isiponji esimanzi. ;effect;Lalithatha amanzi. ;Amanzi agelezela ngaphandle. ;1
Laba bantu ababesekhefini bathatha isikebhe esiya endaweni yokuvakasha. ;cause;Indawo yokungcebeleka yayigcwele. ;Le ndawo yokungcebeleka yayisesiqhingini. ;1
Le ntombazanyana yathola umdwebo. ;cause;Wayesaba izinaliti. ;Wayefuna ukuvukela. ;1
Imoto engajwayelekile ipakiwe ngaphandle kwendlu yami. ;effect;Ngaqala ukuba nokungabaza. ;Ngabiza amaphoyisa. ;0
Lesi sigebengu sazinikela. ;cause;Ubufakazi bamfaka icala. ;Kwakungekho bufakazi obumelene naye. ;0
Le ndoda enesisindo esikhulu yanquma ukwehlisa isisindo. ;effect;Wayeka ukudla amaswidi. ;Wayegwema i-caffeine. ;0
Le ntombazane yanyathela eqhweni. ;effect;Wakhukhuleka. ;Wayethuthumela. ;0
Lona wesifazane wayenezindandatho ngaphansi kwamehlo akhe. ;cause;Wahlala ubusuku bonke. ;Wayibeka indodana yakhe embhedeni. ;0
I-lava yayihamba ivela entabeni-mlilo. ;cause;Le ntaba-mlilo yaqhuma. ;Le ntaba-mlilo yayingaphumi. ;0
Lona wesifazane wagqoka izicathulo zakhe. ;cause;Wayesazi wonke umuntu owayengalapho. ;Wayefuna ukushiya iphathi. ;1
Ngakhokhela umlindi wendawo yokukhokhela. ;effect;Wangivumela ukuba ngidlule endaweni yokukhokhisa. ;Wangibamba lapho kukhokhelwa khona. ;0
Isikhulu esiphezulu sabhidlika. ;cause;Wadayisa isitoko sakhe senkampani. ;Waphaza umcebo wakhe. ;1
Le ndoda yaya kudokotela. ;cause;Udokotela wayesekhefini. ;Le ndoda yayingazizwa kahle. ;1
Ngashiya igumbi lami lokulala ngefasitela. ;cause;Indlu yayishisa. ;Indlu yayingenamuntu. ;0
Iminwe yomfana yaqala ukuqina. ;cause;Wathatha ishawa ende. ;Wafafaza izandla zakhe ngensipho. ;0
Ngikhiphela ubisi ngaphandle. ;cause;Ubisi lwalunambitheka lubabayo. ;Umlomo wami wawomile. ;0
Ngalibala ibhasi. ;effect;Ngangiphuthume emsebenzini. ;Ngangiphuze ukufika emsebenzini. ;1
Iloli laphambana nemoto. ;effect;Iloli laqala ukusheshisa. ;Imoto yaphahlazeka. ;1
Leli qembu lalenza umncintiswano waba ngcono. ;effect;Baye banqoba. ;Bayeka. ;0
Ibhodlela likasawoti lahlaba ikhwelo. ;cause;Ngaliphendulela ibhodlela. ;Ngasusa isigqoko. ;1
Umfana wavalwa endlini. ;effect;Wakhasa wangena ngefasitela elivulekile. ;Wakhwela ophahleni. ;0
Kwakhala insimbi yomnyango. ;effect;Isivakashi sabetha emnyango. ;Lona wesifazane wabuka emnyango ngesikhiya. ;1
Le ndoda yafaka amabala esithweni sayo. ;effect;Ulihlanze ngendlela eyomile. ;Wayilengisa ekhabetheni lakhe. ;0
Le ntombazane yacindezela ishubhu likaphayi wamazinyo. ;effect;Umuthi wokuxubha waqhuma waphuma esithubeni. ;Le ntombazane yakhipha umuthi wokuxubha amazinyo. ;0
