premise;question;choice1;choice2;label
Чоловік надягнув сонцезахисний крем. ;cause;Він сидів у тіні. ;Він пішов на пляж. ;1
Дослідники довели теорію. ;effect;Дослідники відкинули теорію. ;Люди прийняли цю теорію. ;1
Фанати на матчі вивалили. ;cause;Гра пішла в продовження. ;Рефер зробив поганий вибір. ;1
Я ввів свою кодировку на замку. ;effect;Я закрив замок. ;Закриття відкрилося. ;1
Натовп посилювався. ;effect;Батько дав синові трохи грошей. ;Батько схопив сина за руку. ;1
Сніг перекривав під'їзний шлях. ;effect;Я зібрав сніг у снігову кулю. ;Я звідти вибрав сніг. ;1
Каякисти прокатували весла. ;effect;Каяк досяг берега. ;Каяк впав у хвилю. ;0
Дівчина втратила контроль над своїм велосипедом. ;effect;Вона відпустила руль. ;Вона врізалася в паркан. ;1
Я включив вентилятор. ;effect;Вода покропила мою шкіру. ;Я відчула, як проходить над мною прохолодне повітря. ;1
Серфери повернулися на пляж. ;cause;Вони були промоклі. ;Вони бачили акулу. ;1
Я витягнув витяжку з ванни. ;effect;Вода витікала з ванни. ;Вода розплющилася на підлогу. ;0
Чоловік відчував себе винним за те, що зрадив свою дружину. ;effect;Він звинуватив її у зраді. ;Він зізнався їй у своїй невірності. ;1
Малюнок на плакаті розмазаний. ;cause;Я чекав, поки чорнило не висахне. ;Я розлив воду на плакат. ;1
Дитина прокинулася кричачи. ;cause;Йому приснився кошмар. ;Він намочив ліжко. ;0
Хлопчик поклав ноги на стіл. ;effect;Його батько сів за стіл. ;Його батько читав йому лекції. ;1
Мій друг повернув голову в моєму напрямку. ;cause;Я вигукнула його ім'я. ;Я махав руками. ;0
Уряд пригноблював своїх громадян. ;effect;Громадяни підняли повстання. ;Громадяни зареєструвалися на виборах. ;0
Хлопчик заблукав у лісі. ;effect;Він встановив намёт. ;Він кричав про допомогу. ;1
Ця жінка подорожувала за кордон. ;cause;Вона хотіла навчитися малювати. ;Вона хотіла дізнатися про інші культури. ;1
Цей чоловік був заздрий на свого колегу. ;cause;Його колегу підвищили. ;Його колега працював допізна. ;0
Чоловік бачив інопланетян. ;cause;Він мав галюцинації. ;Він медитував. ;0
Волосся чоловіка побледнело. ;cause;Він додав в нього білка. ;Він вклав у нього шампунь. ;0
Художник створив нову роботу. ;cause;Вона критикувала її попередню роботу. ;Вона відчула натхнення. ;1
Син переїхав з дому. ;cause;Його звільнили з армії. ;Він збирався в коледж. ;1
Книги впали з книжкової полиці. ;cause;Повільники були покриті пилом. ;Землетрус похитував книжкову полицю. ;1
У моєму будинку відключили електрику. ;effect;Я запалив світло. ;Я перезавантажив виключач. ;1
Ми їхали на гірських горах. ;cause;Це виглядало страшно. ;Це виглядало весело. ;1
Пакет з попкорнами почав розриватися. ;cause;Я вилив масло в мішок. ;Я нагріла його в мікрохвильовій печі. ;1
Дерево впало на лінію електропередач. ;effect;У сусідстві випало електрика. ;У прогнозі передбачалося сильний вітер. ;0
Голоссець зробив політично некоректні коментарі. ;effect;Він нудьгував глядачам. ;Він образив публіку. ;1
Я вколола себе булавкою. ;effect;З обличчя мене витікала кропля поту. ;На моєму пальці сформувалася крапля крові. ;1
Риба плавала на поверхні акваріуму. ;cause;Він був голодний. ;Він був мертвий. ;1
Голос чоловіка звучав хриплим. ;cause;Він був застуджений. ;Він кинув курити. ;0
Двері ліфта відкрилися. ;cause;Ліфт прибув на призначений поверх. ;Ліфт застряг між поверхами. ;0
Підліток вибрався з дому. ;cause;Він збрехав своїм батькам. ;Батьки наказали йому їхати. ;1
Ванна залита. ;cause;Туалет переповнений. ;Водонагреватель зламався. ;0
Щеняк залишився біля свого господаря. ;cause;Власниця прикріпила щеняка на ошейник. ;Власниця тримала щеня на поводку. ;1
Чоловік уловив його відображення. ;cause;Він стояв під величезними деревами. ;Він стояв над спокійним озером. ;1
Я пропустив телефонний дзвінок своєї дівчини. ;effect;Я передзвонила їй. ;Я зустріла її на вечері. ;0
Сім'я обшукала сусідів. ;cause;Їхня собака втекла з дому. ;З їхнього дому зникли дорогі прикраси. ;0
Я бачив своє дихання, коли видихнув. ;cause;Погода була холодна. ;У мене була тискна грудь. ;0
Працівники сформували профспілку. ;cause;Вони хотіли поліпшити умови роботи. ;Їхній роботодавець підняв їхню зарплату. ;0
Я приготувала яблучний пірог. ;effect;Пах гниіння наповнив кухню. ;Теплий аромат наповнив кухню. ;1
Жінка з усіх сил намагалася ходити. ;cause;Вона носила високі каблуки. ;Вона зняла взуття. ;0
Від горщика з водою піднявся пар. ;cause;Вода кип'є. ;Я прикрив горщик. ;0
Усі мої шкарпетки були в пральні. ;effect;Я носив сандалі. ;Я носив чоботи. ;0
Аргумент політика вважався абсурдним. ;effect;Він втратив підтримку виборців. ;Його звинувачували у корупції. ;0
Всі не схвалювали заручини пари. ;effect;Пара завагітніла. ;Пара втекла. ;1
Будівлю присвятили мільйонеру. ;cause;Мільйонер хотів, щоб будівлю знесли. ;Мільйонер видав кошти на її будівництво. ;1
Продавець звинуватив дівчину у крадіжці. ;cause;Продавець побачив, як дівчина кладе товар у свою сумочку. ;Продавець допоміг дівчині знайти любій сумочку. ;0
Країна оголосила війну сусідній території. ;effect;Солдати були відправлені на бій. ;Солдати були з'єднані зі своїми сім'ями. ;0
Суд підтримав суперечливе рішення. ;effect;Перед будівлею суду почався бунт. ;Пара обмінялася обітницею перед будівлею суду. ;0
Дівчина відчула запах чогось горячого. ;cause;Вона виняла печиво з банки. ;Вона залишила печиво в духовці. ;1
Дощ лив з великою сильною дощою. ;effect;Шторм посилився. ;Я втік, щоб увійти. ;1
Будівлю евакуювали. ;cause;Ліфт перестав працювати. ;Пожежна сигналізація загорілася. ;1
Батько зненавидів алкоголізм свого сина. ;effect;Батько купив сину пиво. ;Батько вигнав сина з дому. ;1
Адвокат піднявся по сходах до свого кабінету. ;cause;Секретарка пішла додому. ;Ліфт був непрацюючий. ;1
Чоловік роздратував свого друга. ;cause;Його друг перервав його. ;Його друг купив йому обід. ;0
Дівчина дала свої гроші касієру. ;effect;Касіонер дав дівчині її зміну. ;Касіар забула дати дівчині квитанцію. ;0
Жінку посадили в інвалідний стілець. ;cause;Вона була паралізована в результаті аварії. ;Вона потрапила до лікарні на носилках. ;0
Громадяни вивішували національні прапори біля своїх будинків. ;cause;Країна відзначала свою незалежність. ;Країна стикалася з економічними труднощами. ;0
Команда програла турнір. ;effect;Вони розчарували своїх шанувальників. ;Вони надихали своїх шанувальників. ;0
Мій друг зазначив, що в мене в зубах застрягла їжа. ;effect;Мені було соромно. ;Я почувався гордим. ;0
Хлопчик провалив іспит з історії. ;cause;Він уважно слухав у класі. ;Він забув вчитися. ;1
Будівля в центрі міста обвалилася. ;cause;У місті стався землетрус. ;Рівень злочинності у місті збільшився. ;0
Його дівчина з ним розлучилася. ;effect;Він благав її прийняти його назад. ;Вона познайомила його з батьками. ;0
Обидві діти одночасно протягнули руку, щоб витягнути м'яч. ;effect;М'яч відвернувся. ;Їхні голови зіткнулися. ;1
Ракун розграбував сміттєвий бак. ;cause;У смітнику був картон. ;Покриття було знято з сміттєвого контейнера. ;1
Хлопчик наточив олівець. ;cause;Це було дешево. ;Це було нудно. ;1
Касіар відмовив жінці в поверненні сукні. ;cause;Вона втратила квитанцію. ;Одяг не підходив. ;0
Подраз на моєї шкірі був глибоким. ;effect;Вона швидко загоїлася. ;Це залишило шрам. ;1
Пасажири в потязі дивно дивилися на чоловіка. ;cause;Він дивився на землю. ;Він говорив сам з собою. ;1
Дитина залишила трохи на підлозі. ;effect;Мурахи послизли до крохмалів. ;Дитина відклала хліб. ;0
Жінка дала сестрі хустку. ;cause;Сестра жінки склала руки. ;Сестра жінки почала плакати. ;1
Чоловік взяв м'ятну. ;cause;Його губи були розщеплені. ;Він турбувався про неприємний запах з рота. ;1
Пара пішла на шоу раніше. ;cause;Вони передбачали рух навколо театру. ;У них є вказівка до театру. ;0
Жінка залишилася вдома, не працюючи. ;effect;Її начальник похвалив її. ;Її колега прикривав її. ;1
Чоловік підписав петицію активістів. ;cause;Він підтримував їхню справу. ;Він засудив їх як божевільних. ;0
Серце актора трепетало перед його виступом. ;cause;У нього була страх сцені. ;Він запам'ятав свої репліки. ;0
Я був загублений. ;effect;Я перерахував свої гроші. ;Я розгорнула карту. ;1
Зрілі плоди затягувалися на сонці. ;effect;Його з'їли. ;Він зморщився. ;1
Машина зламалася. ;cause;Я включив запалення. ;Двигун перегрівся. ;1
Чоловік пошкодив спину. ;effect;Він пішов до психіатра. ;Він кілька днів лежав у ліжку. ;1
Я запалив вогонь у каміні. ;cause;У мене закінчилася дрова. ;У будинку було холодно. ;1
Жінка перестала бігати. ;cause;У неї спазм в боці. ;Вона отримала друге подих. ;0
Я постукав у двері сусіда. ;effect;Мій сусід запросив мене. ;Мій сусід виїхав з дому. ;0
Жінка з розчаруванням вздохнула. ;cause;Її чоловік неправильно зрозумів її занепокоєння. ;Її чоловік поцілував її на прощальний поцілунок. ;0
Вчитель похвалив учня. ;cause;Студент правильно відповів на питання. ;Студент вагався відповісти на питання. ;0
У жінки закінчилися яйця. ;effect;Вона пішла на ферму. ;Вона пішла в супермаркет. ;1
Я зустрів старого друга. ;effect;Я розкрила йому секрет. ;Я обійняв його. ;1
Жінка не захотіла впасти в озеро. ;cause;Вона зловила рибу. ;Він виглядав зараженим. ;1
Учень прийшов на заняття мокрий. ;cause;Його парасолька була розбита. ;Його велосипед вкрали. ;0
Курсор на екрані комп'ютера змістився. ;cause;Користувач натиснув мишкою. ;Користувач перемістив мишу. ;1
Водій зробив обхід. ;cause;На головному шосе сталася аварія. ;Вона пішла за вантажівкою перед собою. ;0
Я повісила мокрою білизну на въже. ;effect;Ленто сушилося. ;Полотна забарвлені. ;0
Жінка надягла свої окуляри. ;cause;Сонце було яскраве. ;Вона викликала таксі. ;0
Чоловік дивився на нічне небо. ;cause;Він хотів, щоб було літо. ;Він думав, що це було красиво. ;1
Я відчував себе виснаженим. ;effect;Я пішов рано спати. ;Я не спала всю ніч. ;0
Чоловік пішов до перукаря. ;cause;Він рос волосся. ;Його волосся стало довгим. ;1
Хлопчик зводив злі трюки зі своїм новим однокласником. ;cause;Хлопчик привітав нового однокласника. ;Хлопчику не подобався новий однокласник. ;1
Я жадібно побажав склянки молока. ;cause;Я їла печиво. ;Я пекла хліб. ;0
Почався дощ. ;effect;Водій увімкнув фары. ;Водій перевернув машину на зворотний ход. ;0
Паркінг будівлі був порожній. ;effect;Я припаркувався на протилежному боці вулиці. ;Я припаркувався біля входу. ;1
Автор пропустив крайній термін для подання проекту. ;cause;У неї була блокада письменника. ;Вона редагувала проект. ;0
Партнера відключили. ;cause;Я попросила поговорити з керівником. ;Я надав свій ідентифікаційний номер. ;0
Вітер продував через відкрите вікно. ;effect;Дверний дзвінок задзвонив. ;Завіса тремтіла. ;1
У моєму будинку відключили електрику. ;cause;Я вимкнула лампу. ;Я розбив запобіжник. ;1
Підйомник занурив. ;cause;Він згинув м'язи в дзеркалі. ;Він підняв планку над головою. ;1
Учень намагався зробити розрахунки у своїй голові. ;effect;Він витягнув калькулятор. ;Він збентежився. ;1
Дитина заснула. ;cause;Батько змінив дитині пелюшку. ;Батько м'яко розхитав дитину. ;1
Дівчина кинула водою балон у хлопчика. ;effect;Хлопчик отримав шок. ;Хлопчик промок. ;1
Фотограф забув використовувати блискавицю на фотоапараті. ;effect;Фотографії виявилися розмитими. ;Усі на фотографіях відмовлялися посміхатися. ;0
Я відмовився від запрошення на вечірку. ;cause;Я був самотній. ;Я був за містом. ;1
Я займався спортом. ;cause;Я відчував себе енергійним. ;Я боялася. ;0
Я вицілив вологою губку. ;effect;Він засвоював воду. ;З нього витікала вода. ;1
Відпочивачі вирушили на паром до курорту. ;cause;Курорт був завантажений. ;Курорт був на острові. ;1
У підлітка була татуіровка. ;cause;Вона боялася ігл. ;Вона хотіла бунтувати. ;1
Незнайома машина стояла біля мого будинку. ;effect;Я став підозрілим. ;Я подзвонив в поліцію. ;0
Злочинець здався. ;cause;Докази прив'язують його. ;Проти нього не було ніяких доказів. ;0
Цякий чоловік вирішив схуднути. ;effect;Він відмовився від солодощів. ;Він уникав кофеїну. ;0
Дівчина ступила на лід. ;effect;Вона послізнула. ;Вона тремтіла. ;0
У жінки були кільця під очима. ;cause;Вона не спала всю ніч. ;Вона поклала сина спати. ;0
Лава текла з вулкана. ;cause;Вулкан вивергнувся. ;Вулкан був неактивним. ;0
Жінка одягла взуття. ;cause;Вона знала всіх на вечірці. ;Вона хотіла піти з вечірки. ;1
Я заплатив службовцеві на платній станції. ;effect;Вона дозволила мені пройти через митний пункт. ;Вона затримала мене на митному пункті. ;0
Керівник банкрутував. ;cause;Він продав акції своєї компанії. ;Він розтратив своє багатство. ;1
Чоловік пішов до лікаря. ;cause;Доктор був у відпустці. ;Чоловіку стало погано. ;1
Я вийшов з спальні через вікно. ;cause;Будинок горів. ;Будинок був порожній. ;0
Пальці хлопчика стали обрізаними. ;cause;Він довго прийняв душ. ;Він обмотив руки милом. ;0
Я виплюнула молоко. ;cause;Молоко було кислим на смак. ;У мене було сухо в роті. ;0
Я пропустив автобус. ;effect;Я рано пішов на роботу. ;Я запізнився на роботу. ;1
Вантажівка зіткнулася з машиною. ;effect;Вантажівка прискорилася. ;Машина була зруйнована. ;1
Команда підставила конкурс на свою користь. ;effect;Вони виграли. ;Вони випали з школи. ;0
Бутылка содової сипнула. ;cause;Я перевернула пляшку. ;Я зкрутив капелюх. ;1
Хлопчика зачинили з дому. ;effect;Він заліз через відкрите вікно. ;Він піднявся на дах. ;0
Дверний дзвінок задзвонив. ;effect;Відвідувач постукав у двері. ;Жінка заглянула через ключі в двері. ;1
Чоловік забарвляв свій костюм. ;effect;Він його витривав. ;Він повісив її у своєму шафі. ;0
Дівчина вицілила трубку з зубною пастою. ;effect;Зубна паста виплеснулася з трубки. ;Дівчина виплюнула зубну пасту. ;0
Цивільні жертви війни зросли. ;effect;Пацифісти організували протест. ;Пацифісти провели парад. ;0
Дівчина вирвала стрічку з волосся. ;cause;Вона завязала стрічку. ;Стівка виглядала дитячою. ;1
Чоловіку зробили пластичну операцію. ;effect;Він постарів. ;Він виглядав молодше. ;1
З яйця вирвалося дитинча. ;cause;Яйце вилупилося. ;Я розбив яйце. ;0
В'язень голодував. ;effect;Він помер. ;Він втік. ;0
Чоловік втратив рівновагу на сходах. ;effect;Він піднявся по сходах. ;Він впав з лесвіці. ;1
Дитина порипала. ;cause;Він випив глоток соди. ;Він відкрив банку содової. ;0
Холодний струм проник через вікно. ;effect;Я розслабився. ;Я тремтіла. ;1
Студент отримав стипендію для навчання в коледжі. ;cause;Її однокласники поважали її. ;Вона мала хороші оцінки. ;1
Дівчина з хлопця сміялася. ;cause;Вона жила поруч з ним. ;Вона закохалася в нього. ;1
Голодний бродяга вкрав їжу. ;cause;Він викликав жалю. ;У нього не було грошей. ;1
Я подзвонив своєму другу, щоб поспілкуватися. ;cause;Я хотів бути на самоті. ;Я почувався самотнім. ;1
Чоловік простягнув мені руку. ;effect;Я потиснув йому руку. ;Я його пошлепав. ;0
Я загнувся. ;cause;В повітрі з'явилися феєрверки. ;Фрісбі піднявся до моєї голови. ;1
Дівчина гризла нігті. ;cause;Вона хвилювалася. ;Вона була здивована. ;0
Я перевернула сторінку календаря. ;cause;Я позначила зустріч у календарі. ;Це був початок нового місяця. ;1
Чоловік виявив, що його дружина має роман. ;effect;Він звільнив свого адвоката. ;Він подав на розлучення. ;1
Дівчина впала гумовий м'яч. ;effect;М'яч відскочив. ;М'яч світив. ;0
Дівчина помилилася на іспиті. ;effect;Вона здогадалася відповідь. ;Вона стерла свою відповідь. ;1
Гравця знешкодив свого опонента. ;effect;Його опонент перехопив пас. ;Його опонент впав на землю. ;1
Я зібрав помідори з виноградної лози. ;cause;Вони були зрілі. ;Я їх поливав. ;0
Чоловік хотів бути романтичним. ;effect;Він зустрівся зі своєю колишньою дівчиною на обід. ;Він купив своїй дівчині шоколадки. ;1
Річка ртуті в термометрі зросла. ;cause;Я впав термометр. ;Погода стала теплішою. ;1
Через місто пройшло торнадо. ;effect;Дах будівлі суду підірвав. ;Шлях став небезпечно замерзлим. ;0
Студент отримав репетиторство. ;effect;Його оцінки покращилися. ;Він обманював на іспиті. ;0
Я почувався комфортно. ;cause;Я впав на коліна на землю. ;Я загорнувся в ковдру. ;1
Я полирував камінь. ;effect;Він став лизким. ;Він став блискучим. ;1
Я додав цукор до кави. ;effect;Кава сильно пахла. ;Кава була солодкою. ;1
Чоловік перемішував папери. ;effect;Він порізався папером. ;Він розтрощив папери. ;0
Я вдарив курок молотом. ;effect;Клин занурився у дерево. ;Гвоздь заржавився. ;0
Риба вкусила лінію. ;effect;Рибак затягнув рибу. ;Рибак перекидає сітку. ;0
Підлітка сором'язливо ходила до школи. ;cause;У неї є вугрів. ;Вона зняла брекети. ;0
Я здивувався. ;cause;Я отримав гарні новини. ;Я втратив терпіння. ;0
Я витер руки рушником. ;cause;Порушник був мокрий. ;Мої руки були мокрими. ;1
Чоловік втратив рівновагу на стільці. ;cause;Столик під ним коливався. ;Він розлив фарбу на стілець. ;0
Команди винні один в одного. ;cause;Вони програли свою гру. ;Тренер скасував тренування. ;0
Я попросила прощення. ;cause;Я шкодував про свою помилку. ;Я досяг своєї мети. ;0
Жінці стало нудно зі своїм хлопцем. ;cause;Він задавав їй питання про себе. ;Він постійно говорив про себе. ;1
Дівчина проблякнула посмішкою. ;effect;Її щоки почервоніли. ;Її ямки з'явилися. ;1
Вражеский корабель вибухнув. ;cause;Він проїхав над шахтою. ;Він заплив у гавань. ;0
Чоловік проколов ногу. ;cause;Він занурився в лужу. ;Він наступив на розбите скло. ;1
Детективи обшукали місце злочину на предмет відбитків пальців. ;effect;Вони виявили особу вбивці. ;Вони знайшли зброю на місці злочину. ;0
На шосе було багато трафіку. ;effect;Я зробив завой. ;Я попросила вас підвезти. ;0
Економіка країни занепала. ;effect;Багато людей захворіли. ;Багато людей були безробітні. ;1
Охороня на переході свисткала на дітей. ;cause;Вони збиралися впасти в протилежний транспорт. ;Вона впізнала їх з сусідства. ;0
Я перевернув очі на свого друга. ;cause;Він сказав мені правду. ;Він зробив саркастичну зауваження. ;1
У машини закінчився бензин. ;effect;Водій застряг на дорозі. ;Водій підняв автостоп. ;0
Жінка почала родити. ;effect;Дитина народилася. ;У жінки була ранішна нудота. ;0
Шапка чоловіка злетіла. ;cause;Він зняв капелюх. ;На вулиці було вітряно. ;1
Дівчина відвідала день народження однокласниці. ;cause;Вона отримала запрошення. ;Вона купила подарунок. ;0
Чоловік відчував гарячу температуру на лобі. ;effect;Його мати взяла температуру. ;Його мати взяла його до парку. ;0
Чоловік розпрісував себе одеколоном. ;cause;Він хотів справити враження на свою дівчину. ;Він поклав гель у волосся. ;0
У будинку відключили електрику. ;effect;Я шукав ліхтарик. ;Я взяв лопату. ;0
Сім'я переїхала в більший будинок. ;cause;Син закінчив середню школу. ;Мати народила близнюків. ;1
Марафончик тримав повільний темп. ;cause;Вона хотіла заощадити свою енергію. ;Вона бачила мету. ;0
Хлопчик кинув автомат. ;cause;Машина виплюнула гроші. ;Пакет чипсів застряг. ;1
Собака мого друга померла. ;effect;Я перевернув на нього очі. ;Я обійняв його. ;1
Кредитна карта бізнесмена була відхилена. ;effect;Він виписав борговий лист. ;Він заплатив готівкою. ;1
Чоловік проклятий. ;cause;Він підстриг нігті. ;Він забився в палець. ;1
Чоловік пишався своїм братом. ;cause;Його брат посварився з батьками. ;Його брата прийняли до юридичної школи. ;1
Дівчинка хотіла дізнатися про сонячну систему. ;effect;Вона пішла до бібліотеки. ;Вона подивилася на зірки. ;0
Постер приклейений до стіни. ;cause;Я розмістив плакат над дверима. ;Я наклейував на задню частину плаката. ;1
Клієнт схвалив плани архітектора для будівлі. ;effect;Архітектор побудував будівлю. ;Архітектор змінив плани. ;0
Чоловік впав зі ложки. ;cause;Його рука тряслася. ;Він облиз ложку. ;0
Генеральний директор компанії подав у відставку. ;effect;Рада директорів розпустила компанію. ;Рада директорів знайшла його заміну. ;1
Я запізнився на лекцію. ;effect;Я сів у задній ряд. ;Я підійшов до подиуму. ;0
Чоловіка випустили з в'язниці. ;cause;Його сім'я заплатила заклад. ;Він напав на свого колегу. ;0
Сім'я втратила всі свої речі. ;cause;Вони продали свій будинок. ;Їхній будинок загорівся. ;1
Я наступив на алюмінієву банку. ;effect;Консерва була перероблена. ;Консерва була розбита. ;1
