premise;question;choice1;choice2;label
Cirkusový umělec žongloval, zatímco jezdil na jednom kole. ;effect;Diváci v úžasu křičeli. ;Akrobat se houpal z trapezu. ;0
Ztratil jsem trpělivost. ;cause;Můj přítel mě nechal čekat. ;Můj přítel dorazil včas. ;0
Válečící země chtěly mír. ;effect;Vytvořili jaderné zbraně. ;Vyjednali dohodu. ;1
Ten muž si vzal prášky na spaní. ;effect;Začal se mu zdřímnout. ;Měl horečku. ;0
Ta žena narazila do pohovky. ;effect;Nohy pohovky se uvolnily. ;Zranil si koleno. ;1
Chlapec stiskl balónek. ;effect;Balónek praskl. ;Balónek odletěl. ;0
Cestovníci, kteří se ubytovali v hotelovém pokoji. ;effect;Vybalili si kufry. ;Šli na letiště. ;0
Kousla jsem do broskyni. ;effect;Broskvička je pohmožděná. ;Vylil se džus. ;1
Moje ruce se mi přilepily. ;cause;Snědl jsem koblihu. ;Měl jsem sladký zub. ;0
Zatlačil jsem dveře. ;effect;Dveře se otevřely. ;Dveře zamčené. ;0
Aktivisté bojkotovali výrobky. ;cause;Výrobky byly testovány na zajištění kvality. ;Výrobky byly vyráběny prostřednictvím dětské práce. ;1
Vrtal jsem díru do zdi. ;effect;Z díry se vyplazila myš. ;Z díry vyletěl prach. ;1
Ta žena záviděla své sestře. ;cause;Její sestra byla šťastná. ;Její sestra se rozvedla. ;0
Rozlila jsem si na košili víno. ;effect;Nasadil jsem si zástěru. ;Změnil jsem si košili. ;1
Pokladna otevřela pokladnu. ;cause;Zákazník si prohledal peněženku. ;Zákazník jí podal peníze. ;1
Uliční hudebník přilákal dav. ;effect;Lidé mu dávali drobné. ;On odpustil dav. ;0
Chlapec plakal své chůvě. ;cause;Chyběli mu jeho rodiče. ;Byl čas na svačinu. ;0
Radar pilota zaznamenal bouři. ;effect;Pilot se od bouře vzdálil. ;Pilot letěl přes bouři. ;0
Strom shodil listy. ;effect;Listy se změnily barvami. ;Listy se nahromadily na zemi. ;1
Chlapec byl v zlověstné náladě. ;effect;Rozhodl se hrát s sestrou hru s kartami. ;Rozhodl se, že si udělá ze své sestry legraci. ;1
Dítě si stěžovalo, že musí na záchod. ;effect;Jeho otec mu dal napít limonádu. ;Jeho otec zastavil auto na benzínce. ;1
Dítě posypalo do nádrže rybí krmivo. ;effect;Ryby vyskočily z nádrže. ;Ryby plavaly k jídlu. ;1
Změnila se její politická názory. ;effect;Změnila svou stranickou příslušnost. ;Zapojil se do protestu. ;0
V koupelně byl umývadlo ucpané. ;effect;Zapnul jsem kohoutek. ;Nalil jsem do něj čistič kanalizace. ;1
Cestující vystoupili z vlaku. ;cause;Vlak dorazil na stanici. ;Vlak zazvonil. ;0
Muž stiskl na vlhkou klapku obálky. ;effect;Dal na obálku razítko. ;Zavřel obálku. ;1
Přátelé ztratili kontakt. ;cause;Užili si vzájemnou společnost. ;Přestěhovali se do různých měst. ;1
Účetní špatně spravoval finanční prostředky společnosti. ;effect;Byla vyhozená ze své pozice. ;Byla na mateřské dovolené. ;0
Podíval jsem se na hodiny. ;cause;Slyšel jsem, jak tikají hodiny. ;Chtěl jsem zkontrolovat čas. ;1
Mám křeče v ruce. ;cause;Tu esej jsem napsal ručně. ;S manželkou jsme se držely za ruce. ;0
Záska se přitáhla. ;cause;Vyměnil jsem šroub. ;Otočil jsem klíč. ;1
Pár podepsal nájemní smlouvu na byt. ;effect;Pár se přestěhoval do bytu. ;Město to byt odsoudilo. ;0
Žena seděla venku na verandě. ;cause;Chtěla sledovat západ slunce. ;Myslela si, že vidí blesk. ;0
Ten muž měl na sobě záchrannou vestu ve vodě. ;cause;Neuměl plavat. ;Voda byla mělká. ;0
Ta žena udělala chybu v textaři. ;effect;Vymazala ten dokument. ;Zmáčkla backspace. ;1
Ta dívka se před svými přáteli chlubila. ;cause;Dostala špatnou známku. ;Vyhrála soutěž. ;1
Trávník byl blátivý. ;cause;Pršelo přes noc. ;Bylo plné plevele. ;0
Ta žena se vyspala. ;cause;Zůstala přes noc v hotelu. ;Zapomněla si nastavit budík. ;1
Ten muž si nasadil krém na opalování. ;cause;Seděl ve stínu. ;Šel na pláž. ;1
Výzkumníci tuto teorii dokázali. ;effect;Výzkumníci teorii odvolal. ;Jednotlivci teorii přijali. ;1
Fanoušci na zápase bušili. ;cause;Hra šla do prodloužení. ;Rozhodčí udělal špatné rozhodnutí. ;1
Zadala jsem kombinaci na zámek. ;effect;Zavřel jsem zámek. ;Zámek se otevřel. ;1
Dav se zesílil. ;effect;Otec dal synovi nějaké peníze. ;Otec popadl syna za ruku. ;1
Sníh zablokoval příjezdovou cestu. ;effect;Shromáždil jsem sníh do sněhové koule. ;Odstranila jsem sněh. ;1
Kajkáři veslovali vesly. ;effect;Kajak dosáhl břehu. ;Kajak narazil do vlny. ;0
Ta dívka ztratila kontrolu nad svým motocyklem. ;effect;Nechala řídičku. ;Narazila do plotu. ;1
Zapnul jsem větrák. ;effect;Na kůži mi posypal vodu. ;Cítil jsem, jak mě přepadá chladný vzduch. ;1
Surfaři se vrátili na pláž. ;cause;Byli úplně mokří. ;Viděli žraloka. ;1
Vytáhl jsem zádrž ve vaně. ;effect;Voda vyšla z vany. ;Voda se rozstříkala na podlahu. ;0
Manžel se cítil provinile, že svou ženu podvádí. ;effect;Obvinil ji z nevěry. ;Přiznal se jí. ;1
Inkoust na plakátu se rozmazal. ;cause;Čekal jsem, až se inkoust vyschne. ;Na plakát jsem vylila vodu. ;1
Dítě se probudilo a křičelo. ;cause;Měl noční můru. ;Močil se do postele. ;0
Chlapec položil nohy na stůl. ;effect;Jeho otec se posadil ke stolu. ;Jeho otec mu kázal. ;1
Můj přítel otočil hlavu směrem ke mně. ;cause;Křičel jsem jeho jméno. ;Mával jsem rukama. ;0
Vláda utlačovala své občany. ;effect;Občané se vzbouřili. ;Občané se zaregistrovali k hlasování. ;0
Chlapec se ztratil v lese. ;effect;Postavil si stan. ;Křičel o pomoc. ;1
Ta žena cestovala do zahraničí. ;cause;Chtěla se naučit kreslit. ;Chtěla se dozvědět o jiných kulturách. ;1
Ten muž žárlil na svého kolegu. ;cause;Jeho spolupracovník dostal povýšení. ;Jeho spolupracovník pracoval dlouho. ;0
Ten muž byl svědkem mimozemšťanů. ;cause;Měl halucinace. ;Meditoval. ;0
Mužovi se zčernily vlasy. ;cause;Dal do ní bělidlo. ;Dal do ní šampon. ;0
Umělec vytvořil nové dílo. ;cause;Kritizovala její předchozí práci. ;Cítila záchvat inspirace. ;1
Syn se odstěhoval z domova. ;cause;Byl propuštěn z armády. ;Chystal se na vysokou. ;1
Knihy spadly z knihovny. ;cause;Police byly pokryté prachem. ;Zemětřesení otřáslo knihovnou. ;1
V mém domě se vypne elektřina. ;effect;Zapnul jsem světlo. ;Zresetuju vypínač. ;1
Jeli jsme na horské dráze. ;cause;Vypadalo to děsivě. ;Vypadalo to zábavně. ;1
Polštářek popcornu začal praskat. ;cause;Nalil jsem do pytle máslo. ;Ohřála jsem to v mikrovlnce. ;1
Strom spadl na vedení. ;effect;V sousedství vypadla elektřina. ;Předpověď předpovídala silný vítr. ;0
Mluvčí udělal politicky nekorektní poznámky. ;effect;Nudil publikum. ;Urazil publikum. ;1
Píchl jsem se špendlíkem. ;effect;Z tváře mi kapalo trochu potu. ;Na mém prstu se vytvořila kapka krve. ;1
Ryby plavaly na povrchu nádrže. ;cause;Bylo to hladové. ;Bylo to mrtvé. ;1
Mužův hlas zněl ztuhlý. ;cause;Měl rýmu. ;Přestal kouřit. ;0
Dveře výtahu se otevřely. ;cause;Výtah dorazil na určené patro. ;Výtah se zasekl mezi dvěma podlažími. ;0
Ten teenager se propašoval z domu. ;cause;Lhal rodičům. ;Jeho rodiče ho dostali na uzdě. ;1
Koupelna byla zaplavená. ;cause;Koupelna se přetéká. ;Rozbil se ohřívač vody. ;0
Štěně zůstalo u svého majitele. ;cause;Majitel si na štěně dal límec. ;Majitel držel štěně na vodítku. ;1
Ten muž zachytil jeho odraz. ;cause;Stál pod rozlehlým stromem. ;Stál nad klidným jezerem. ;1
Zmeškal jsem telefonát své přítelkyně. ;effect;Zavolal jsem jí zpátky. ;Potkal jsem ji na večeři. ;0
Rodina prohledala okolí. ;cause;Jejich pes utekl z domova. ;Z jejich domu zmizely drahé šperky. ;0
Viděl jsem svůj dech, když jsem vydechoval. ;cause;Bylo chladno. ;Cítil jsem, jak se mi tlačí hrudník. ;0
Zaměstnanci založili odbor. ;cause;Chtěli lepší pracovní podmínky. ;Jejich zaměstnavatel jim zvýšil mzdu. ;0
Upekla jsem jablečný koláč. ;effect;Kuchyň zapálila hnilobou. ;V kuchyni se rozlévala horká vůně. ;1
Ta žena se snažila chodit. ;cause;Nosila vysoké podpatky. ;Sundela si boty. ;0
Z hrnce s vodou vystupovala pára. ;cause;Voda se vařila. ;Já jsem to zakryl. ;0
Všechny moje ponožky byly v prádelně. ;effect;Nosil jsem sandály. ;Měl jsem boty. ;0
Argument tohoto politika byl považován za absurdní. ;effect;Ztratil podporu voličů. ;Byl obviněn z korupce. ;0
Všichni nesouhlasili s jejich zasnoubením. ;effect;Pár otěhotněl. ;Pár utekl. ;1
Budova byla věnována milionáři. ;cause;Milionář chtěl, aby budovu strhli. ;Milionář přispěl finančními prostředky na jeho výstavbu. ;1
Prodejce obvinil dívku z krádeže. ;cause;Prodejce viděl, jak si dívka strčila zboží do kabelky. ;Prodejce pomohl té dívce najít kabelku, která se jí líbila. ;0
Země vyhlásila válku sousednímu území. ;effect;Vojáci byli vysláni do boje. ;Vojáci byli znovu spojeni se svými rodinami. ;0
Soud potvrdil kontroverzní rozhodnutí. ;effect;Před soudní budovou vypukla vzpoura. ;Pár si před soudní budovou vyměnil sliby. ;0
Ta holka cítila něco hořícího. ;cause;Vzala sušenky z sklenice. ;Nechala sušenky v troubě. ;1
Pršelo jako z kapky. ;effect;Bouře se zhoršila. ;Běžel jsem dovnitř. ;1
Budova byla evakuována. ;cause;Výtah přestal fungovat. ;Zvonil požární poplach. ;1
Otec se zlobil na syna, protože byl alkoholik. ;effect;Otec koupil synovi pivo. ;Otec vykopl syna z domu. ;1
Právnička šla po schodech do kanceláře. ;cause;Ta sekretářka šla na den domů. ;Výtah byl mimo provoz. ;1
Muž se naštval na svého přítele. ;cause;Přítel ho přerušil. ;Jeho přítel mu koupil oběd. ;0
Dívka dala své peníze pokladně. ;effect;Pokladní dal té dívce drobné. ;Pokladník zapomněl dát dívce stvrzenku. ;0
Žena byla posádka na vozíku. ;cause;Byla paralyzována při nehodě. ;Vstoupila do nemocnice na nosítkách. ;0
Občané pověsili státní vlajku před svými domy. ;cause;Země slavila svou nezávislost. ;Země čelila ekonomickým potížím. ;0
Tým prohrál turnaj. ;effect;Zklamali své fanoušky. ;Inspirovali své fanoušky. ;0
Můj přítel mi řekl, že mám jídlo v zubech. ;effect;Styděl jsem se. ;Cítil jsem se hrdý. ;0
Chlapec ztroskotil na zkoušce z historie. ;cause;V hodině dával pozor. ;Zapomněl se učit. ;1
Budova v centru se zhroutila. ;cause;Město zasáhlo zemětřesení. ;Míra zločinnosti ve městě vzrostla. ;0
Jeho přítelkyně se s ním rozešla. ;effect;Prosil ji, aby ho vzala zpátky. ;Představila ho svým rodičům. ;0
Obě děti se současně snažily získat míč. ;effect;Míč se odvážil. ;Jejich hlavy se srazil. ;1
Ten mýval prohledal popelnici. ;cause;V popelnici byla lepenka. ;- Klidně. ;1
Chlapec naostřil tužku. ;cause;Bylo to levné. ;Bylo to nudné. ;1
Pokladní odmítla vrátit peníze za šaty. ;cause;Ztratila svůj účet. ;Šaty mi neseděly. ;0
Škrábnutí na kůži bylo hluboké. ;effect;Rychle se to uzdravilo. ;Nechala jsem po sobě jizvu. ;1
Muž se v tom vlaku podivně díval na cestující. ;cause;Díval se na zem. ;Mluvil sám se sebou. ;1
Dítě nechalo drobky na podlaze. ;effect;Mravenci se plazili po drobcích. ;Dítě odložilo chléb. ;0
Ta žena dala své sestře kapesník. ;cause;Sestra té ženy se zamkla. ;Ženin sestra začala plakat. ;1
Ten muž vzal mincovnu. ;cause;Měl roztrhané rty. ;Bál se špatného dechu. ;1
Pár odešel brzy na představení. ;cause;Předpokládali, že kolem divadla bude provoz. ;Mají návod, jak se dostat do divadla. ;0
Ta žena zůstala doma z práce. ;effect;Její šéf ji chválil. ;Její spolupracovník ji kryl. ;1
Ten muž podepsal petici aktivistů. ;cause;Podporoval jejich věc. ;Prohlásil je za šílence. ;0
Hráčovo srdce před jeho vystoupením třáslo. ;cause;Měl strach ze scény. ;Zapamatoval si jeho texty. ;0
Byl jsem ztracený. ;effect;Spočítal jsem si peníze. ;Rozložila jsem mapu. ;1
Zralé ovoce zůstalo na slunci. ;effect;Bylo to snědené. ;Zkrátila se. ;1
Auto se rozbilo. ;cause;Zapnul jsem to. ;Motor se přehřál. ;1
Ten muž si zranil záda. ;effect;Šel za psychiatrem. ;Několik dní ležel v posteli. ;1
Zapálil jsem oheň v krbu. ;cause;Došel mi dřevo. ;V domě byla zima. ;1
Ta žena přestala běhat. ;cause;Má křeče v boku. ;Dostala druhý dech. ;0
Zaklepal jsem na dveře sousedů. ;effect;Soused mě pozval dovnitř. ;Moje sousedka opustila dům. ;0
Žena se zklamaně vzdychla. ;cause;Její manžel nepochopil její obavy. ;Její manžel ji políbil na rozloučenou. ;0
Učitel studentku pochválil. ;cause;Student správně odpověděl na otázku. ;Student váhal odpovědět na otázku. ;0
Ženě došly vajíčka. ;effect;Šla na farmu. ;Šla do supermarketu. ;1
Potkal jsem starého přítele. ;effect;Odhalil jsem mu tajemství. ;Objala jsem ho. ;1
Žena se vyhýbala tomu, aby šla do jezera. ;cause;Chytila rybu. ;Vypadalo to kontaminované. ;1
Student přišel do třídy mokrý. ;cause;Měl rozbitý deštník. ;Ukradli mu kolo. ;0
Kurzor na obrazovce počítače se pohnul. ;cause;Uživatel klikl myší. ;Uživatel posunul myš. ;1
Řidič se vybral na objížďku. ;cause;Na hlavní silnici se stala nehoda. ;Šla za náklaďákem před sebou. ;0
Věsila jsem mokrou prádlo na prádlovou šňůru. ;effect;Plocha vyschla. ;- Zápalová prádlo. ;0
Ta žena si nasadila brýle. ;cause;Sluneční světlo bylo jasné. ;Zavolala si taxík. ;0
Muž se díval na noční oblohu. ;cause;Přál si, aby bylo léto. ;Myslel si, že je to krásné. ;1
Cítil jsem se vyčerpaný. ;effect;Šla jsem brzo spát. ;Zůstal jsem vzhůru celou noc. ;0
Ten muž šel k holičovi. ;cause;Nechával si narůst vlasy. ;Jeho vlasy se mu začaly prodlužovat. ;1
Chlapec si zahrál s novým spolužákem. ;cause;Chlapec přivítal svého nového spolužáka. ;Chlapec neměl rád svého nového spolužáka. ;1
Chtěla jsem sklenici mléka. ;cause;Jedl jsem sušenky. ;Pečila jsem chléb. ;0
Začalo pršet. ;effect;Řidič zapnul světla. ;Řidič otočil auto zpět. ;0
Parkoviště budovy bylo prázdné. ;effect;Zaparkoval jsem naproti. ;Zaparkoval jsem u vchodu. ;1
Písařka zmeškala termín na předložení návrhu. ;cause;Měla spisovatelský blok. ;Ona to upravovala. ;0
Ten spolupracovník mi zavěsil. ;cause;Chtěl jsem mluvit s nadřízeným. ;Dal jsem jim své identifikační číslo. ;0
Větr foukal otevřeným oknem. ;effect;Zvonil zvonek. ;Záclony se třásly. ;1
V mém domě se vypne elektřina. ;cause;Vypnul jsem lampu. ;Zničil jsem pojistku. ;1
Zvedávač váh zařval. ;cause;Změkčil svá svaly před zrcadlem. ;Zvedl tyč nad hlavu. ;1
Student se to snažil spočítat v hlavě. ;effect;Vytáhl kalkulačku. ;Zmátl se. ;1
Dítě usnulo. ;cause;Otec změnil dítěti plínku. ;Otec dítě jemně kýval. ;1
Dívka hodila balónek na chlapce. ;effect;Ten kluk měl otřes mozku. ;Chlapec se namočil. ;1
Fotograf zapomněl použít blesk na fotoaparátu. ;effect;Fotky se ukázaly jako rozmazané. ;Na fotkách se nikdo nechtěl usmívat. ;0
Odmítl jsem pozvání na narozeninovou oslavu. ;cause;Byla jsem osamělá. ;Byl jsem mimo město. ;1
Cvičil jsem. ;cause;Cítil jsem se energický. ;- Bála jsem se. ;0
Stlačil jsem vlhkou houbu. ;effect;Vyplavilo to vodu. ;Vodu z ní vytéká. ;1
Dovolenáři se plavili trajektem do letoviska. ;cause;- Hotel byl obsazen. ;Ten resort byl na ostrově. ;1
Ten teenager má tetování. ;cause;Měla strach z jehel. ;Chtěla se vzbouřit. ;1
Neznámé auto zaparkované před mým domem. ;effect;Začala jsem mít podezření. ;Zavolal jsem policii. ;0
Ten zločinec se sám vzdal. ;cause;Důkazy ho do toho zapletly. ;Nebyly proti němu žádné důkazy. ;0
Tvrdohlavý muž se rozhodl zhubnout. ;effect;Přestal jíst sladkosti. ;Vyhýbal se kofeinu. ;0
Ta holka šla na led. ;effect;Uklouzla. ;Trhlo jí. ;0
Ta žena měla pod očima kruhy. ;cause;Zůstala vzhůru celou noc. ;Uložila syna do postele. ;0
Lava tekla z sopky. ;cause;Vulkan vybuchl. ;Sopečná horna byla v nečinnosti. ;0
Ta žena si oblékla boty. ;cause;Zná všechny na té párty. ;Chtěla odejít z večírku. ;1
Zaplatil jsem tomu stážistovi. ;effect;Nechala mě projít mýtnou. ;Zdržela mě u mýtného. ;0
Ředitel zbankrotoval. ;cause;Prodal akcie své společnosti. ;Roztrhal své jmění. ;1
Ten muž šel k doktorovi. ;cause;Doktor byl na dovolené. ;Ten muž se cítil špatně. ;1
Vystoupil jsem z ložnice oknem. ;cause;Dům hořel. ;Dům byl prázdný. ;0
Chlapec měl prsty jako ořechy. ;cause;Měl dlouhou sprchu. ;Opláchl si ruce mýdlem. ;0
Plivnu mléko. ;cause;Mléko bylo kyselé. ;Měla jsem suché ústa. ;0
Zmeškal jsem autobus. ;effect;Přišel jsem brzy do práce. ;Přišel jsem pozdě do práce. ;1
Nákladní vůz se srazil s autem. ;effect;Ten náklaďák zrychlil. ;Auto se rozbilo. ;1
Tým zmanipuloval soutěž ve svůj prospěch. ;effect;Vyhráli. ;Vykašlávali se. ;0
Láhev s limonádou se zašeptala. ;cause;Otočil jsem láhev. ;Odkroutil jsem čepici. ;1
Chlapec byl zamčený mimo svůj dům. ;effect;Vlezl dovnitř otevřeným oknem. ;Vylezl na střechu. ;0
Zvonil zvonek. ;effect;Návštěvník zaklepal na dveře. ;Žena se dívala skrz klíčovou dírku v dveřích. ;1
Ten muž si namazal oblek. ;effect;Nechal to vyčistit. ;Pověsil ho ve skříni. ;0
Dívka stiskla tu trubku zubní pasty. ;effect;Zubní pasta se vylévala z trubice. ;Ta holka vyplivla zubní pastu. ;0
Počet civilistů, kteří zemřeli ve válce, prudce stoupl. ;effect;Pacifisté uspořádali protest. ;Pacifisté uspořádali přehlídku. ;0
Dívka si vytáhla stuhu z vlasů. ;cause;Ona svázala stuhu. ;Ta stuha vypadala jako dítě. ;1
Ten muž podstoupil plastickou operaci. ;effect;Zestárl. ;Vypadal mladší. ;1
Z vajíčka se vynořilo kuřecí mládě. ;cause;Vejce se vylíhlo. ;Rozbil jsem vejce. ;0
Vězeň hladověl. ;effect;- Zemřel. ;Utekl. ;0
Ten muž ztratil rovnováhu na žebříku. ;effect;Vylezl po žebříku. ;Spadl z žebříku. ;1
Dítě se vykrklo. ;cause;Vzal si šálek limonády. ;Otevřel plechovku s limonádou. ;0
V okně se vléval studený proud. ;effect;Uvolnil jsem se. ;Trhly mě rysy. ;1
Student dostal stipendium na vysokou školu. ;cause;Její spolužáci si ji vážili. ;Měla dobré známky. ;1
Dívka si dělala srandu z chlapce. ;cause;Bydlela vedle něj. ;Byla do něj zamilovaná. ;1
Hladový tulák ukradl jídlo. ;cause;Podněcoval k lítosti. ;Neměl peníze. ;1
Volal jsem kamarádovi, abychom si popovídali. ;cause;Chtěl jsem soukromí. ;Cítil jsem se osamělý. ;1
Ten muž mi podal ruku. ;effect;Potřásl jsem mu rukou. ;Udeřil jsem ho. ;0
Já se schoval. ;cause;Vzduch se rozjel ohňostrojem. ;Frisbee se mi vrhlo k hlavě. ;1
Ta holka si kousla nehty. ;cause;Měla strach. ;Byla překvapená. ;0
Otočil jsem stránku v kalendáři. ;cause;Zarezervoval jsem si schůzku. ;Byl to začátek nového měsíce. ;1
Manžel zjistil, že jeho žena má poměr. ;effect;Vyhodil svého právníka. ;Podala žádost o rozvod. ;1
Ta holka upustila gumovou kouli. ;effect;Míč odskákal. ;Míč svítil. ;0
Ta dívka udělala chybu na zkoušce. ;effect;Odpověď už tušila. ;Vymazala svou odpověď. ;1
Hráč se dotkl svého soupeře. ;effect;Jeho soupeř chytil přihrávku. ;Jeho soupeř se srazil na zem. ;1
Sbírala jsem rajčata z révy. ;cause;Byly zralé. ;Zalejval jsem je. ;0
Ten muž chtěl být romantický. ;effect;Na oběd se setkal se svou bývalou přítelkyní. ;Koupil své přítelkyni čokoládu. ;1
Rtuť v teploměru stoupla. ;cause;Upustil jsem teploměr. ;Počasí se oteplilo. ;1
Tornádo prošlo městem. ;effect;Střecha soudní budovy vyletěla do vzduchu. ;Dálnice se stala nebezpečně zamrzlou. ;0
Student dostal doučování. ;effect;Jeho známky se zlepšily. ;Podváděl na zkoušce. ;0
Cítil jsem se dobře. ;cause;Klekl jsem na zem. ;Zabal jsem se do přikrývky. ;1
Vyleštěl jsem ten kámen. ;effect;Začalo to klouzat. ;Stalo se to lesklým. ;1
Přidal jsem do kávy cukr. ;effect;Káva silně voněla. ;Káva byla sladká. ;1
Ten muž procházel noviny. ;effect;Zranil se papírem. ;Roztrhal papíry. ;0
Uhodil jsem kladivem do hřebíku. ;effect;Hřebík se ponořil do dřeva. ;Hřebík se zhroutil. ;0
Ryba se do ní přihradila. ;effect;Rybář přitáhl rybu. ;Rybář přehodí lano. ;0
Mladík se styděl chodit do školy. ;cause;Má pupínek. ;Sundeli jí rovnátka. ;0
Můj výraz se rozjasnil. ;cause;Dostal jsem dobré zprávy. ;Ztratil jsem trpělivost. ;0
Utřel jsem si ruce ručníkem. ;cause;Ručník byl mokrý. ;Moje ruce byly mokré. ;1
Ten muž ztratil rovnováhu na stolici. ;cause;Stolička se pod ním chvěla. ;Rozlil barvu na stoličku. ;0
Spolubojovníci se navzájem obviňovali. ;cause;Prohráli hru. ;Jejich trenér zrušil trénink. ;0
Prosil jsem o odpuštění. ;cause;Lituji své chyby. ;Dosáhl jsem svého cíle. ;0
Žena se s tím svým přítelem začíná nudit. ;cause;Zeptal se jí na její osobní život. ;Neustále mluvil o sobě. ;1
Dívka se usmála. ;effect;Zčervenaly jí tváře. ;Ukázaly se jí doupě. ;1
Nepřátelská loď vybuchla. ;cause;Projel nad důl. ;Vplul do přístavu. ;0
Ten muž si probodl nohu. ;cause;Šel do louže. ;Šlápl na rozbité sklo. ;1
Detektivové prohledali místo činu kvůli otiskům prstů. ;effect;Zjistili identitu vraha. ;Našli zbraň na místě činu. ;0
Na dálnici bylo hodně provozu. ;effect;- Zvedl jsem se. ;Požádala jsem o odvoz. ;0
Ekonomika země upadla. ;effect;Mnoho lidí onemocnělo. ;Mnoho lidí bylo nezaměstnaných. ;1
Stráž na přejezdu na děti zapískal. ;cause;Chtěli se dostat do protichodného provozu. ;Poznal je z jejího sousedství. ;0
Otáčil jsem očima na svého přítele. ;cause;Řekl mi pravdu. ;Udělal sarkastickou poznámku. ;1
Došel mi benzín. ;effect;Řidič uvízl na silnici. ;Řidič vyzvedl stopaře. ;0
Žena začala rodit. ;effect;Dítě bylo na světě. ;Ta žena měla ranní nevolnost. ;0
Ten chlapík měl klobouk, který odfoukl. ;cause;Sundej si klobouk. ;Venku foukal vítr. ;1
Ta dívka se zúčastnila narozeninové oslavy své spolužáky. ;cause;Dostala pozvánku. ;Koupila dárek. ;0
Chlapec měl horké čelo. ;effect;Jeho matka mu měřila teplotu. ;Jeho matka ho vzala do parku. ;0
Ten muž se postříkal kolínskou. ;cause;Chtěl udělat dojem na svou partnerku. ;Dal si do vlasů gel. ;0
V domě je vypnutá elektřina. ;effect;Hledal jsem baterku. ;Vzal jsem lopatu. ;0
