premise;question;choice1;choice2;label
Жената се бори да ходи. ;cause;Носеше високи токчета. ;Свали си обувките. ;0
От кофата с вода се издигаше пара. ;cause;Водата се вряза. ;Аз покрих гърнето. ;0
Всички чорапи бяха в пералнята. ;effect;Носех сандали. ;Носех ботуши. ;0
Аргументът на политикът беше считан за абсурден. ;effect;Той загуби подкрепата на избирателите. ;Обвинен е в корупция. ;0
Всички не одобряват годежа на двойката. ;effect;Двойката забременя. ;Двойката избяга. ;1
Сградата е посветена на милионера. ;cause;Милионерът искаше сградата да бъде съборена. ;Милионерът е подал средствата за построяването му. ;1
Продавачът обвини момичето в кражба. ;cause;Продавачът е видял момичето да слага стоки в чантата си. ;Продавачът помогна на момичето да намери любимата си чанта. ;0
Страната обяви война на съседната територия. ;effect;Войниците бяха изпратени да се бият. ;Войниците се събраха със семействата си. ;0
Съдът потвърди спорното решение. ;effect;Преди съда се разбунтуваха бунтове. ;Една двойка си размени клетви пред съда. ;0
Момичето усети миризмата на нещо, което гори. ;cause;Тя извади бисквитките от буркана. ;Оставила е бисквитките в фурната. ;1
Дъждът валеше като вълни. ;effect;Бурята се влоши. ;Бързах да вляза вътре. ;1
Сградата е евакуирана. ;cause;Асансьорът спря да работи. ;Пожарната аларма се включи. ;1
Бащата се ядосвал на алкохолизма на сина си. ;effect;Бащата купил на сина си бира. ;Бащата изрита сина си от къщата. ;1
Адвокатът се качи по стълбите до офиса си. ;cause;Секретарката си отиде у дома за деня. ;Асансьорът не работеше. ;1
Мъжът се ядоса на приятеля си. ;cause;Приятелят му го прекъсна. ;Приятелят му му купи обяд. ;0
Момичето даде парите си на касиера. ;effect;Касиерът даде на момичето рестото. ;Касиерът забрави да даде на момичето разписка. ;0
Жената беше поставена в инвалидна количка. ;cause;Тя беше парализирана при инцидент. ;Влязла е в болницата на носилка. ;0
Гражданите развяваха националното знаме пред домовете си. ;cause;Страната празнуваше своята независимост. ;Страната се сблъскваше с икономически трудности. ;0
Екипът загуби турнира. ;effect;Разочароваха феновете си. ;Те вдъхновяват феновете си. ;0
Приятелят ми ми каза, че имам храна, заклещена в зъбите ми. ;effect;Чувствах се засрамена. ;Чувствах се горд. ;0
Момчето се провали на изпита по история. ;cause;Той внимаваше в час. ;Забрави да учи. ;1
Сградата в центъра се срути. ;cause;Земетресение удари града. ;Нивото на престъпността в града се е увеличило. ;0
Приятелката му е скъсала с него. ;effect;Той я умоляваше да го приеме обратно. ;Тя го представи на родителите си. ;0
Двете деца едновременно се наведоха надолу, за да си вземат топката. ;effect;Топката се отвърта. ;Главите им се сблъскаха. ;1
Ракуните са претърсили кофата за боклук. ;cause;Имаше картон в кофата за боклук. ;- Не. - Не. - Не. ;1
Момчето наточи молива. ;cause;Беше евтино. ;Беше скучно. ;1
Касиерът отказал на жената да й върне парите за роклята. ;cause;Тя си е загубила разписката. ;Роклята не ми пасваше. ;0
Сърцето ми беше силно надраскано. ;effect;Лекува се бързо. ;Оставил е белег. ;1
Мъжът получи странни погледи от пътниците в влака. ;cause;Гледаше към земята. ;Говорил е сам със себе си. ;1
Детето е оставило трохи на пода. ;effect;Мравките се пълзят по трохите. ;Детето скри хляба. ;0
Жената подала на сестра си кърпичка. ;cause;Сестрата на жената сгъна ръцете си. ;Сестрата на жената започнала да плаче. ;1
Човекът взе една монета. ;cause;Устните му бяха настръхнали. ;Притесняваше се от лош дъх. ;1
Двойката си тръгна рано за шоуто. ;cause;Те са предвидили трафика около театъра. ;Те имат указания за театъра. ;0
Жената остана вкъщи от работа. ;effect;Шефът й я похвали. ;Колегата й я прикри. ;1
Човекът подписа петицията на активистите. ;cause;Подкрепяше каузата им. ;Той ги обяви за луди. ;0
Сърцето на актьора трептеше пред представлението му. ;cause;Имал е страх от сцената. ;Той запомняше репликите си. ;0
Бях изгубен. ;effect;Преброих си парите. ;Разгънах карта. ;1
Зрелите плодове се задържаха на слънце. ;effect;Беше изяден. ;Сърбеше се. ;1
Колата се счупи. ;cause;Аз включих запалването. ;Двигателят прегря. ;1
Човекът си е наранил гърба. ;effect;Отиде при психиатър. ;Той остана в леглото няколко дни. ;1
Запалих огън в камината. ;cause;Нямах дърва за огън. ;Беше студено в къщата. ;1
Жената спря да тича. ;cause;Има схващане в рамото. ;Тя получи втори дъх. ;0
Почуках на вратата на съседа си. ;effect;Съседката ми ме покани да вляза. ;Съседката ми напусна къщата си. ;0
Жената въздиша от разочарование. ;cause;Съпругът й не разбрал притесненията й. ;Съпругът й я целуна с целувка за сбогом. ;0
Учителят похвали ученика. ;cause;Студентът отговори правилно на въпроса. ;Студентът се поколеба да отговори на въпроса. ;0
Жената е изчерпала яйцата си. ;effect;Отиде в фермата. ;Отиде в супермаркета. ;1
Срещнах стар приятел. ;effect;Разкрих му една тайна. ;Прегърнах го. ;1
Жената избягва да влезе в езерото. ;cause;Хвана риба. ;Изглеждаше замърсен. ;1
Ученикът пристигна в клас мокър. ;cause;Часовникът му беше счупен. ;Откраднаха му колелото. ;0
Курсорът на компютъра се премести. ;cause;Потребителят е щракнал с мишката. ;Потребителят е преместил мишката. ;1
Шофьорът е взел заобиколен път. ;cause;На главния път се случи инцидент. ;Тя последва камиона пред нея. ;0
Повиснах мокрото бельо на въжето за бельо. ;effect;Линото изсъхна. ;Бельото е петно. ;0
Жената си сложи очилата. ;cause;Слънчевата светлина беше ярка. ;Тя повика такси. ;0
Мъжът се взираше в нощното небе. ;cause;Искаше му се да беше лято. ;Той мислеше, че е красиво. ;1
Чувствах се изтощена. ;effect;Отидох рано да си легна. ;Не съм спал цяла нощ. ;0
Мъжът отиде при бръснаря. ;cause;Порастваше му косата. ;Косата му се удължаваше. ;1
Момчето изиграло лоши номера на новия си съученик. ;cause;Момчето приветства новото си съучениче. ;Момчето не харесваше новия си съученик. ;1
Исках чаша мляко. ;cause;Ядох бисквити. ;Печех хляб. ;0
Започна да вали. ;effect;Шофьорът е включил фаровете. ;Шофьорът е обърнал колата назад. ;0
Паркинга на сградата беше празен. ;effect;Паркирах отсреща. ;Паркирах близо до входа. ;1
Писателят пропусна крайния срок за представяне на черновата. ;cause;Имаше писателска блокада. ;Тя е редактирала черновата. ;0
Партньорът ми затвори. ;cause;Помолих да говоря с началник. ;Дадох си идентификационния номер. ;0
Вятърът пронизваше през отворения прозорец. ;effect;Звънят на вратата. ;Завесите трепереха. ;1
В къщата ми спряха тока. ;cause;Изключих лампата. ;Изпуснах един фитил. ;1
Теглото вдигачът изръмжа. ;cause;Той се раздвижи пред огледалото. ;Той вдигна пръта над главата си. ;1
Ученикът се опитал да направи изчисленията в главата си. ;effect;Извади калкулатор. ;Объркал се е. ;1
Бебето заспа. ;cause;Бащата е сменил пелените на бебето. ;Бащата нежно разклащаше бебето. ;1
Момичето хвърли балона с вода по момчето. ;effect;Момчето получи сътресение. ;Момчето се намокри. ;1
Фотографът е забравил да използва светкавицата на камерата. ;effect;Снимките се оказаха размазани. ;Всички на снимките отказват да се усмихнат. ;0
Отказах поканата за рождения ден. ;cause;Бях самотен. ;Бях извън града. ;1
Аз тренирах. ;cause;Чувствах се енергичен. ;Бях изплашена. ;0
Изстисках влажната гъба. ;effect;Всмука вода. ;Водата се е просмукала от него. ;1
Пътуващите взеха ферибот за курорта. ;cause;Курортът беше зает. ;Курортът е на остров. ;1
Тийнейджърът си е направил татуировка. ;cause;Страхуваше се от игли. ;Тя искаше да се бунтува. ;1
Непозната кола, паркирана пред къщата ми. ;effect;Започнах да се съмнявам. ;Обадих се на полицията. ;0
Престъпникът се е предал. ;cause;Доказателствата го свързват. ;Нямаше доказателства срещу него. ;0
Огромният мъж реши да отслабне. ;effect;Той спря сладките. ;Избягваше кофеина. ;0
Момичето стъпи на леда. ;effect;Тя се изплъзна. ;Тя трепереше. ;0
Жената имаше пръстени под очите си. ;cause;Тя не спи цяла нощ. ;Тя сложи сина си да спи. ;0
Лавата течеше от вулкана. ;cause;Вулканът изригна. ;Вулканът е бил в бездействие. ;0
Жената си обляко обувките. ;cause;Тя познаваше всички на партито. ;Искаше да напусне партито. ;1
Платих на стюардесата. ;effect;Тя ми позволи да мина през митата. ;Тя ме задържа на пътната такса. ;0
Изпълнителният директор фалира. ;cause;Продал е акциите си. ;Той разпиля състоянието си. ;1
Човекът отиде при доктора. ;cause;Докторът беше в отпуск. ;Човекът се почувства зле. ;1
Излязох през прозореца. ;cause;Къщата беше в пламъци. ;Къщата беше празна. ;0
Пръстите на момчето станаха подрязани. ;cause;Взе дълъг душ. ;Изпрал си е ръцете със сапун. ;0
Изплювам млякото. ;cause;Млякото беше кисело. ;Устата ми беше суха. ;0
Изпуснах автобуса. ;effect;Бях по-рано на работа. ;Закъснях за работа. ;1
Камионът се сблъска с колата. ;effect;Камионът се ускори. ;Колата е разбита. ;1
Екипът е нагласил състезанието в своя полза. ;effect;Те спечелиха. ;Те са се отказали. ;0
Бутилката за газирана вода изсвири. ;cause;Превърнах бутилката. ;Свалих капачката. ;1
Момчето беше заключено извън къщата си. ;effect;Той се промъкна през отворен прозорец. ;Той се изкачи на покрива. ;0
Звънят на вратата. ;effect;Посетителят почука на вратата. ;Жената се вгледа през ключалката на вратата. ;1
Мъжът си е оцапал костюма. ;effect;Той го е почистил. ;Той го е закачил в гардероба си. ;0
Момичето изстиска тръбата с пастата за зъби. ;effect;Пастата за зъби изплю от тръбата. ;Момичето изплю зъболекарската паста. ;0
Цивилните смъртни случаи от войната се увеличиха. ;effect;Пацифистите организираха протест. ;Пацифистите проведоха парад. ;0
Момичето си извади панделката от косата. ;cause;Тя завърза лентата. ;Лентата изглеждаше бебешка. ;1
Човекът е направил пластична операция. ;effect;Той остаря. ;Изглеждаше по-млад. ;1
От яйцето се появило пиле. ;cause;Яйцето се е излюпило. ;Аз счупих яйцето. ;0
Затворникът гладуваше. ;effect;Той умря. ;Той избяга. ;0
Човекът загуби равновесието си на стълбата. ;effect;Той се изкачи по стълбата. ;Паднал е от стълбата. ;1
Детето изригна. ;cause;Той взе глътка сода. ;Отворил е кутията с газираната вода. ;0
Студен поток влезе през прозореца. ;effect;Отпуснах се. ;Треперях. ;1
Студентът получи стипендия за колеж. ;cause;Съучениците й я уважаваха. ;Имаше добри оценки. ;1
Момичето се подиграваше на момчето. ;cause;Живееше до него. ;Тя беше влюбена в него. ;1
Гладният скитник открадна храна. ;cause;Той подбуждаше към съжаление. ;Той нямаше пари. ;1
Обадих се на приятелката си. ;cause;Исках да съм насаме. ;Чувствах се самотен. ;1
Мъжът ми простря ръка. ;effect;Сръчих му ръката. ;Аз го ударих. ;0
Аз се прикрих. ;cause;Фейерверките се вдигнаха във въздуха. ;Фризбито се насочи към главата ми. ;1
Момичето си хапе ноктите. ;cause;Тя се притесняваше. ;Тя беше изненадана. ;0
Обърнах страницата в календара. ;cause;Отбелязах среща в календара. ;Беше началото на нов месец. ;1
Съпругът е открил, че жена му има връзка. ;effect;Уволнил е адвоката си. ;Подал е молба за развод. ;1
Момичето изпусна гумената топка. ;effect;Топката отскочи. ;Топката свети. ;0
Момичето направи грешка на изпита си. ;effect;Тя позна отговора. ;Изтри отговорът си. ;1
Играчът е сблъскал противника си. ;effect;Противничката му хвана подаването. ;Противничката му падна на земята. ;1
Аз събрах домати от лозата. ;cause;Бяха зряли. ;Аз ги поливах. ;0
Мъжът искаше да се държи романтично. ;effect;Срещна се с бившата си приятелка на обяд. ;Купил е шоколади на приятелката си. ;1
Меркурийът в термометъра се е повишил. ;cause;Изпуснах термометъра. ;Времето стана по-топло. ;1
Торнадо премина през града. ;effect;Покривът на съдебната зала се срути. ;Автомагистралата стана опасно ледена. ;0
Студентът получи репетиторство. ;effect;Оценките му се подобриха. ;Той изневери на изпита. ;0
Чувствах се удобно. ;cause;Клекнах на земята. ;Завих се в одеяло. ;1
Аз полирах камъка. ;effect;Стана хлъзгаво. ;Стана блестящо. ;1
Добавих захар в кафето. ;effect;Кафето миришеше силно. ;Кафето беше сладко. ;1
Човекът разбърка вестниците. ;effect;Нарани се с хартия. ;Той натроши вестниците. ;0
Ударих нокътя с чук. ;effect;Кръгът е забит в дървото. ;Нокътът е ръждясал. ;0
Рибата хапе въжето. ;effect;Рибарят прибрал рибата. ;Рибарят превърта въжето. ;0
Тийнейджърът се срамуваше да ходи на училище. ;cause;Тя има пъпчинка. ;Свалила е брекетите. ;0
Изразът на лицето ми се осветли. ;cause;Получих добри новини. ;Изгубих търпението си. ;0
Избърсах си ръцете с кърпа. ;cause;Кърпата беше мокра. ;Ръцете ми бяха мокри. ;1
Човекът загуби равновесието си на стола. ;cause;Столът се разклати под него. ;Разля боя по стола. ;0
Съотборниците си обвиниха един друг. ;cause;Изгубиха играта си. ;Треньорът им отмени тренировката. ;0
Помолих за прошка. ;cause;Съжалявах за грешката си. ;Достигнах целта си. ;0
Жената се отегчи от гаджето си. ;cause;Той я попита за себе си. ;Той говореше безпрестанно за себе си. ;1
Момичето се усмихна. ;effect;Лицата й бяха зачервени. ;Появиха се дупки. ;1
Вражеският кораб се взриви. ;cause;Мина над мината. ;Той отплава към пристанището. ;0
Мъжът си прободе крака. ;cause;Влязъл е в локва. ;Настъпил е счупено стъкло. ;1
Детективите са търсили отпечатъци на местопрестъплението. ;effect;Открили са самоличността на убиеца. ;Намерили са оръжието на местопрестъплението. ;0
Имаше много трафик на магистралата. ;effect;Направих заобиколка. ;Помолих за превоз. ;0
Икономиката на страната се влоши. ;effect;Много хора се разболяха. ;Много хора бяха безработни. ;1
Стражата на границата свири на децата. ;cause;Тъкмо щяха да се изправят срещу движението. ;Тя ги разпозна от квартала. ;0
Превъртах очи към приятеля си. ;cause;Той ми каза истината. ;Той направи саркастична забележка. ;1
Колата остана без бензин. ;effect;Шофьорът е бил заклещен на пътя. ;Шофьорът е взел стоп. ;0
Жената започна да ражда. ;effect;Бебето е родено. ;Жената имаше сутрешно гадене. ;0
Шапката му се изплъзна. ;cause;Свалил е шапката. ;Навън имаше вятър. ;1
Момичето присъства на рождения ден на съученика си. ;cause;Тя получи покана. ;Купила е подарък. ;0
Челото на момчето се почувства горещо. ;effect;Майка му му взела температура. ;Майка му го заведе в парка. ;0
Мъжът се пръска с одеколон. ;cause;Искаше да впечатли гаджето си. ;Сложи си гел в косата. ;0
Електричеството в къщата спря. ;effect;Търсих фенерче. ;Взех лопата. ;0
Семейството се премести в по-голяма къща. ;cause;Синът завърши гимназия. ;Майката родила близнаци. ;1
Маратонът продължаваше бавно. ;cause;Искаше да си спести енергията. ;Тя видя финалната линия. ;0
Момчето рита автомата. ;cause;Машината изплюваше смяна. ;Чантата с чипса беше заклещена. ;1
Кучето на приятеля ми умря. ;effect;Превъртах очи към него. ;Прегърнах го. ;1
Кредитната карта на бизнесмена е била отхвърлена. ;effect;Написал е дългово писмо. ;Платил е в брой. ;1
Човекът е прокълнат. ;cause;Той си подстрига ноктите. ;Той си удари пръста. ;1
Човекът се гордееше с брат си. ;cause;Брат му се скара с родителите им. ;Брат му е приет в юридическото училище. ;1
Момичето искаше да научи за Слънчевата система. ;effect;Отиде в библиотеката. ;Тя погледна звездите. ;0
Плакатът се заклещи на стената. ;cause;Поставих плаката над вратата. ;Сложих лента на гърба на плаката. ;1
Клиентът одобрил архитектурните планове за сградата. ;effect;Архитектът е построил сградата. ;Архитектът е променил плановете. ;0
Човекът изпусна лъжицата си. ;cause;Ръката му се тресеше. ;Той облиза лъжицата. ;0
Изпълнителният директор на компанията подаде оставка. ;effect;Бордът на директорите разпусна компанията. ;Бордът на директорите намери заместник. ;1
Закъснях за лекцията. ;effect;Седнах на задния ред. ;Приближих се до подиума. ;0
Човекът беше освободен от затвора. ;cause;Семейството му плати гаранцията. ;Нападнал е друг затворник. ;0
Семейството загуби всичко, което притежаваше. ;cause;Продадоха къщата си. ;Къщата им се запали. ;1
Настъпих алуминиевата кутия. ;effect;Консерва е рециклирана. ;Кутията се счупи. ;1
Момичето се присъедини към дебатния отбор. ;effect;Научила се е да използва компютър. ;Научила се е да общува. ;1
Настроението ми се подобри. ;cause;Слушах музика. ;Изпрах чиниите. ;0
Благотворителността си постави за цел да събере пари. ;effect;Хранили са бездомните. ;Те са провели търг. ;1
Въртележката се спусна по стръмния връх. ;effect;Пътниците се хихикаха. ;Пътниците крещяха. ;1
Бях ядосан. ;effect;Проверих пощенската кутия, когато излязох от къщата. ;Затворих вратата, когато излязох от къщата. ;1
Мъжът искаше да види изгрева. ;effect;Той пътува на север. ;Стана рано. ;1
Сгънах хартията. ;effect;Рециклирах хартията. ;Хартията се сгъсти. ;1
