premise;question;choice1;choice2;label
Ho bestemte seg for å stille som presidentkandidat. ;effect;Ho henta ein leiar for valkampanjen. ;Ho vitna i retten. ;0
Mannen venta kaldt vær på reisa si. ;effect;Han hadde pakka varme klede i kofferta si. ;Han reiste med ein stor koffert. ;0
Studenten visste svaret på spørsmålet. ;effect;Han reiste handa. ;Han tok eit dumt stykke. ;0
Auga til mannen rennte. ;cause;Støvet kom i augo hans. ;Han la ein skyggeskje over augo. ;0
Spelaren vann fem kampar på rad. ;effect;Motstandaren hennar skuldde ho for å fuska. ;Motstandaren hennar synte synd på ho. ;0
Læraren rive opp eksamen til studenten. ;cause;Han fekk med seg studenten som fuska. ;Svarene til studenten var feil. ;0
Eg stansa for å slutte å snakka. ;cause;Eg mista røysta mi. ;Eg vart utan andedrag. ;1
Den frosne maten tynnte. ;cause;Eg sette han i mikrobølgeovnen. ;Eg dekka det med plastfolie. ;0
Ansatte late som han var sjuk. ;cause;Han hadde magekramper. ;Han ville ha ein dag fri. ;1
Jenta landa i bassenget. ;cause;Ho sprang på bassengdekk. ;Ho hoppa frå springbretta. ;1
Bileta til kinoen var utsolde. ;cause;Det var første dagen på festivalen for filmen. ;Filmen fekk dårleg omsyn. ;0
Mannen mista vekt. ;effect;Folk isolerte han. ;Folk gav han komplimentar. ;1
Henderne til jenta vart blære. ;cause;Ho skriv opp eit brev. ;Ho klatrer opp på ei tau. ;1
Cirkusartisten jonglerte medan han ri ein einhjulesykkel. ;effect;Publiken jubla i undring. ;Akrobaten sving frå ein trapez. ;0
Eg mista tålmodigheten min. ;cause;Venen min lét meg venta. ;Venen min kom til rette tid. ;0
Dei stridande landa ville ha fred. ;effect;Dei utvikla kjernefysiske våpen. ;Dei forhandla ut ein pakt. ;1
Mannen tok sovemedisin. ;effect;Han vart døsig. ;Han hadde feber. ;0
Kvinna treffa sofaen. ;effect;Benet på sofaen slapp av. ;Ho fekk blåmerke på kneet. ;1
Drengen klemte ballongen. ;effect;Ballongen sprakk. ;Ballongen flaug bort. ;0
Dei reisande checkte inn på hotellrommet sitt. ;effect;Dei pakka ut koffertane sine. ;Dei gjekk til flyplassen. ;0
Eg beit i fersken. ;effect;Persiken er blåskadd. ;Juice spilde ut. ;1
Henderne mine vart klebrige. ;cause;Eg åt ein donut. ;Eg hadde ein søt tann. ;0
Eg trekte på døra. ;effect;Døren opna seg. ;Døra låst. ;0
Aktivistar boikotta produktene. ;cause;Produkta vart testa for kvalitetssikring. ;Produkta blei laga gjennom barnarbeid. ;1
Eg borra eit hull i veggen. ;effect;Ei mus kravla ut av hålet. ;Støv sprang ut av holet. ;1
Kvinna følgde seg misunneleg på søsteren sin. ;cause;Sysken hennar var glad. ;Sysken hennar skilde seg. ;0
Eg spilde vin på skjorta mi. ;effect;Eg tok på meg eit forklæde. ;Eg bytte skjorte. ;1
Kassereren opna kassaapparatet. ;cause;Kunden leita i lommeboka si. ;Kunden gjev henne pengane. ;1
Gatamusikaren trekte til seg ei mengd folk. ;effect;Folk gav han skifte. ;Han sende folkemengda bort. ;0
Den vesle guten gret til barnevaktaren sin. ;cause;Han savna foreldra sine. ;Det var lunsjtid. ;0
Radarane til piloten oppdaga eit storm. ;effect;Pilotane navigerte bort frå stormen. ;Pilotane flaug gjennom stormen. ;0
Treet kasta blada sine. ;effect;Blada vart farga. ;Blada samla seg på jorda. ;1
Drengen var i eit skumle humør. ;effect;Han bestemte seg for å spela eit kortspel med syster si. ;Han bestemte seg for å gjera ei praktisk vits med syster si. ;1
Barnet klaget at han måtte gå på toalettet. ;effect;Far hans gav han ein brus å drikka. ;Far hans stoppa bilen ved ein bensinstasjon. ;1
Barnet sprutte fiskmat i akvariet. ;effect;Fisken hoppa ut av akvariet. ;Fisken svømde mot maten. ;1
Den politiske oppfatninga til kvinna endra seg. ;effect;Ho bytte parti. ;Ho var med på ei protest. ;0
Vasken i badet var tilstoppa. ;effect;Eg opna kranen. ;Eg helte avløpsrensar i det. ;1
Passasjerane gjekk av toget. ;cause;Toget kom til stasjonen. ;Toget blåste på fløyten. ;0
Mannen trykkte ned på den fuktige klappen på konvolutten. ;effect;Han sette eit stempel på konvolutten. ;Han stengde konvolutten. ;1
Vennane vart ikkje i kontakt. ;cause;Dei likte å vera saman. ;Dei flytta til ulike byar. ;1
Revisoren forvalta ikkje selskapets pengar. ;effect;Ho vart kasta frå stillinga si. ;Ho gjekk på barnekor. ;0
Eg såg på klokken. ;cause;Eg høyrde klokken tikka. ;Eg ville sjekka tida. ;1
Han hadde ein kramper i handa. ;cause;Eg skreiv essayet for hand. ;Kona mi og eg heldt hand. ;0
Boltane trekkte seg saman. ;cause;Eg bytte ut bolten. ;Eg vridde vridssnøglen. ;1
Paret signerte ei leigekontrakt for ei leilighet. ;effect;Paret flytta inn i leiligheten. ;Byen fordømde leiligheten. ;0
Kvinna sat utanfor på veranda. ;cause;Ho ville sjå solnedgangen. ;Ho trudde ho såg lyn. ;0
Mannen hadde på seg ein livvest i vatnet. ;cause;Han kunne ikkje symja. ;Vatnet var grunnt. ;0
Ho gjorde ein skrivfeil i tekstprosessoren. ;effect;Ho slette dokumentet. ;Ho trykkte på bakrom-knappen. ;1
Jenta skryta for venene sine. ;cause;Ho fekk ein dårleg karakter. ;Ho vann ein konkurranse. ;1
Gresset var mudderig. ;cause;Det regna over natta. ;Det var fullt av ugras. ;0
Ho sovna over. ;cause;Ho overnatt på eit hotell. ;Ho gløymde å stilla vekkerklokka. ;1
Mannen sette på solkrem. ;cause;Han sat i skuggen. ;Han gjekk til stranden. ;1
Forskarane beviste teorien. ;effect;Forskarane trekte tilbake teorien. ;Individar aksepterte teorien. ;1
Fansen på kampen booed. ;cause;Matchen gjekk inn i overtid. ;Domaren tok ei dårleg avgjørelse. ;1
Eg gav deg ei kombinasjon på låsen. ;effect;Eg stengde låsa. ;Låsen sprang opp. ;1
Folkemengda vart sterkare. ;effect;Far gav sonen nokre pengar. ;Far tok sonen sin i handa. ;1
Sneen hadde stengt oppføringsveggen. ;effect;Eg samla snøen til ein snøball. ;Eg skotta snøen ut av vegen. ;1
Kajakkarane padla på rora sine. ;effect;Kayaken nådde kysten. ;Kajakken trefte ei bølgje. ;0
Jenta mista kontrollen over sykkelen. ;effect;Ho lét handvalet gå. ;Ho krasja inn i eit gjerde. ;1
Eg sette på ventilatoren. ;effect;Vatn sprutast på huden min. ;Eg følde kjøleg luft gå over meg. ;1
Surfarane vende tilbake til stranda. ;cause;Dei var våte. ;Dei såg ein hai. ;1
Eg trekte avløpsstoppen i badekaret. ;effect;Vatnet gjekk ut av karet. ;Vatnet spottar på golvet. ;0
Mannen følgde seg skuldig for å ha vore utro mot kona si. ;effect;Han skulda henne for utroskap. ;Han vedkjende henne utroskapen sin. ;1
Blekk på plakatet blei smurt. ;cause;Eg venta på at blekk skulle tørka. ;Eg spilde vatn på plakatet. ;1
Barnet vakna og skreik. ;cause;Han hadde eit mareritt. ;Han våta sengen. ;0
Drengen la føtene sine opp på bordet. ;effect;Far hans sette seg ved bordet. ;Far hans gav han forelesning. ;1
Venen min snudde hovudet mot meg. ;cause;Eg ropa namnet hans. ;Eg sveiv med armane. ;0
Regjeringa undertrykte borna sine. ;effect;Borgarane gjorde opprør. ;Borgarane registrerte seg for å stemme. ;0
Drengen var fortapt i skogen. ;effect;Han sette opp eit telt. ;Han skreik etter hjelp. ;1
Kvinnan reiste utanlands. ;cause;Ho ville læra å teikna. ;Ho ville læra om andre kulturar. ;1
Mannen var misunneleg på kollegaen sin. ;cause;Ein av kollegane hans fekk ein framstiging. ;Kollega hans arbeidde seint. ;0
Mannen var vitne til romvesener. ;cause;Han hadde hallucinasjonar. ;Han var i meditasjon. ;0
Mannen fekk blonda hår. ;cause;Han putta blekemiddel i det. ;Han putta sjampo i det. ;0
Kunstnaren skapte nytt arbeid. ;cause;Ho kritiserte det fyrre arbeidet hennar. ;Ho følde eit slag av inspirasjon. ;1
Sonen flytta bort frå heimen. ;cause;Han vart utleidd frå militæret. ;Han skulle på college. ;1
Bøker fall ut av bokhylla. ;cause;Reglar var dekt av støv. ;Ein jordskjelv riste bokhylla. ;1
Strømmen i huset mitt gjekk av. ;effect;Eg tendra eit lys. ;Eg byttar avbrytaren. ;1
Vi gjekk på berg- og dalbane. ;cause;Det såg skumle ut. ;Det såg moro ut. ;1
Posa med popcorn byrja å knappa. ;cause;Eg helte smør i veska. ;Eg varmde det opp i mikrobølgeovnen. ;1
Eit tre fall på kraftledinga. ;effect;Strømmen i kvartalet gjekk ut. ;Prognosen spådde sterke vindar. ;0
Talaren gjorde politisk ukorrecte kommentarar. ;effect;Han kjede publikum. ;Han fornærma publikum. ;1
Eg prikk meg sjølv med pinna. ;effect;Det dryppa eit svettkrølle frå andletet mitt. ;Ein bloddråpe danna seg på fingeren min. ;1
Fisken svevde på overflata i tanken. ;cause;Det var svoltande. ;Det var dødt. ;1
Røysta til mannen høyrde hæs. ;cause;Han var forkjøla. ;Han slutta å røyke. ;0
Dørene til heisen opna seg. ;cause;Elevatoren kom til den utpekte etasjen. ;Heisaren vart fast mellom etasjar. ;0
Tenåringen snikka ut av huset. ;cause;Han løy for foreldra sine. ;Foreldra hans gav han husarrest. ;1
Badet vart overflutta. ;cause;Toalettet hadde overfloom. ;Vassoppvarmaren gjekk i stykker. ;0
Hunden vart verande nær eiaren sin. ;cause;Eigaren la ein krage på valpen. ;Eigaren heldt valpen på leie. ;1
Mannen fanga speglinga si. ;cause;Han stod under det store treet. ;Han stod over den rolege sjøen. ;1
Eg mista telefonsamtalen til kjæresten min. ;effect;Eg ringde henne tilbake. ;Eg møtte henne til middag. ;0
Familjen leita i kvarteret. ;cause;Hunden deira rømde heimefrå. ;Dyr smykker var borte frå heimen deira. ;0
Eg såg andinga mi når eg anda ut. ;cause;Det var kaldt vær. ;Eg følde stramt i bringa. ;0
Ansatte danna ein fagforening. ;cause;Dei ville ha betre arbeidsvilkår. ;Arbeidsforeldra deira auka løna deira. ;0
Eg bake ei eplepaie. ;effect;Ein rotande lukt fylte kjøkkenet. ;Ein varm aroma fylte kjøkkenet. ;1
Kvinna streva med å gå. ;cause;Ho hadde på seg høge hælar. ;Ho tok av skoene sine. ;0
Dampen steig opp av vatnet. ;cause;Vatnet kokte. ;Eg dekkje potten. ;0
Alle sokkene mine var i vaskeriet. ;effect;Eg hadde på meg sandaler. ;Eg hadde på meg støvlar. ;0
Argumentet til politikaren blei rekna som absurd. ;effect;Han mista støtta frå veljarane. ;Han vart skulda for korrupsjon. ;0
Alle var motsetjende til forlovinga til paret. ;effect;Paret blei gravide. ;Paret gjekk bort. ;1
Bygningen var dedikert til millionaren. ;cause;Miljonæren ville at bygningen skulle rivast ned. ;Miljonæren gav pengar til å byggja det. ;1
Søljaren klandra jenta for å ha stule. ;cause;Salgskonsulenten såg jenta leggja merchandise i vesken hennar. ;Salgskonsulenten hjelpte jenta med å finna vesken ho likte. ;0
Landet erklærte krig mot det nabolege territoriet. ;effect;Soldatar vart sende ut for å strida. ;Soldatar blei samla med familiane sine. ;0
Retten stadfeste den kontroversielle avgjerda. ;effect;Det braut ut eit opprør framfor rettsbygningen. ;Eit par gav seg i lovnadsbrev framfor domstolen. ;0
Jenta lukta noko brennande. ;cause;Ho tok kjeksene ut av kruka. ;Ho lét smørkjøkken i ovnen. ;1
Det regna som ein tømmerskel. ;effect;Orkan vart verre. ;Eg skyndte meg inn. ;1
Bygningen vart evakuert. ;cause;Elevatoren slutta å fungere. ;Brannlarmen gjekk av. ;1
Faren vart sint på sonen sin som var alkoholist. ;effect;Faren kjøpte sonen ein øl. ;Far sparka sonen sin ut av huset. ;1
Advokaten gjekk opp trappen til kontoret sitt. ;cause;Sekretæren gjekk heim for dagen. ;Heisaren var ubrukbar. ;1
Mannen vart irritert på venen sin. ;cause;Venen hans avbrot han. ;Venen hans kjøpte han lunsj. ;0
Jenta gav pengane sine til kassa. ;effect;Kassereren gav jenta vekslinga. ;Kassereren gløymde å gje jenta ein kvittering. ;0
Kvinna vart sett i ein rullestol. ;cause;Ho blei lam i ein ulykke. ;Ho kom inn på sjukehusa i ei bar. ;0
Borgarar hengde opp nasjonalflagget utanfor heimane sine. ;cause;Landet feira sjølvstende. ;Landet hadde økonomiske vanskeligheter. ;0
Teamet tapte turneringa. ;effect;Dei skuffa fansen sin. ;Dei inspirerte tilhengjarane sine. ;0
Venen min sa at eg hadde mat fast i tennene mine. ;effect;Eg følgde meg flau. ;Eg følde meg stolt. ;0
Drengen faelte på historia. ;cause;Han var oppteken i klassen. ;Han gløymde å studera. ;1
Bygningen i sentrum kollapset. ;cause;Ein jordskjelv ramma byen. ;Kriminalitet i byen auka. ;0
Kjærasten hans gjorde slutt med han. ;effect;Han bad henne ta han med seg. ;Ho introduserte han for foreldra sine. ;0
Dei to borna greip saman ned for å ta ballen. ;effect;Bollen rulla bort. ;Hovudene deira gjekk saman. ;1
Rakunen ransa søppelkassa. ;cause;Det var papp i søppelkåpen. ;Lokket var av søppelkåpen. ;1
Drengen skarpa blyanten. ;cause;Det var billeg. ;Det var kjedeleg. ;1
Kassereren nekta kvinna å få tilbake pengane for kjolen. ;cause;Ho mista kvittinga si. ;Kledninga passa ikkje. ;0
Skrape i huden min var djup. ;effect;Det heile seg fort. ;Det etterlét eit arr. ;1
Mannen fekk merkelege blikk frå passasjerar på toget. ;cause;Han stirra på jorda. ;Han snakka med seg sjølv. ;1
Barnet lét krumper på golvet. ;effect;Myrene kravla til smulkane. ;Barnet la bort brødet. ;0
Kvinnan gav systera si eit vev. ;cause;Sysken til kvinna foldte hendene. ;Sysken til kvinna byrja å gråta. ;1
Mannen tok ein mint. ;cause;Låpene hans var sprekke. ;Han var uroleg for vond andedryk. ;1
Paret gjekk tidleg for å sjå showet. ;cause;Dei forventade trafikken rundt teateret. ;Dei har teikna vegen til teateret. ;0
Kvinna vart verande heime frå arbeidet. ;effect;Sjefen hennar roste ho. ;Ein kollega dekt henne. ;1
Mannen signerte ein oppfordring til aktivistane. ;cause;Han støtta deira sak. ;Han fordømde dei som gale. ;0
Hjartet til skodespelaren flattra før framføringa si. ;cause;Han hadde sceneskrekk. ;Han lærte replikane sine ut av tankene. ;0
Eg var fortapt. ;effect;Eg telde pengane mine. ;Eg opna eit kart. ;1
Dei mogne fruktane blei liggjande i sola. ;effect;Det vart et. ;Han krympa opp. ;1
Bilen gjekk i stykker. ;cause;Eg starta på. ;Motoren overopphetast. ;1
Mannen skadde ryggen sin. ;effect;Han gjekk til ein psykiater. ;Han vart liggjande i senga i fleire dagar. ;1
Eg starta ein brann i peisen. ;cause;Eg hadde ikkje lenger ved. ;Det var kaldt i huset. ;1
Ho slutta å jogga. ;cause;Ho har ein kramper i sida. ;Ho fekk ein ny impuls. ;0
Eg banka på døra til naboen min. ;effect;Naboen min inviterte meg inn. ;Naboen min gjekk ut av huset sitt. ;0
Kvinna sukka av frustrasjon. ;cause;Mannen hennar misforstod bekymringane hennar. ;Mannen hennar kyssa henne farvel. ;0
Læraren roste studenten. ;cause;Studenten svara spørsmålet rett. ;Studenten nøydde å svara på spørsmålet. ;0
Kvinnan fekk ikkje meir egg. ;effect;Ho gjekk til busetnaden. ;Ho gjekk til supermarkedet. ;1
Eg møtte ein gamal ven. ;effect;Eg avsløra ei hemmelighet for han. ;Eg gav han eit klem. ;1
Ho heldt seg frå å gå i sjøen. ;cause;Ho fanga ein fisk. ;Det såg forurenset ut. ;1
Studenten kom til klassen våt og våt. ;cause;Paraplyet hans var brote. ;Bykken hans vart stjålet. ;0
Kursoren på dataskjermen flytta seg. ;cause;Brukaren klikka på musen. ;Brukaren flytta musen. ;1
Sjåføren tok ein omveg. ;cause;Det har vore ein ulykke på hovudvegen. ;Ho følgde vognen framfor seg. ;0
Eg hengde det våte lakenet på vasklinjen ute. ;effect;Linnen har tørka. ;Linet er flekka. ;0
Ho la på seg solbrilla. ;cause;Solskjellet var sterkt. ;Ho kalla på ein taxi. ;0
Mannen stirra på nattehimmelen. ;cause;Han ønskte at det var sommar. ;Han synte det var vakkert. ;1
Eg følde meg utmattet. ;effect;Eg gjekk tidleg til sengs. ;Eg vart oppe heile natta. ;0
Mannen gjekk til frisøren. ;cause;Han hadde ikkje hatt hår. ;Håret hans var blitt langt. ;1
Drengen spelte meint knep med den nye klasskamraten sin. ;cause;Drengen tok imot den nye klasskammaren. ;Drengen likte ikkje den nye klasskammaren. ;1
Eg hadde lyst på eit glas mjølk. ;cause;Eg åt kake. ;Eg bake brød. ;0
Det byrja å regna. ;effect;Sjåføren tømde på forlykta. ;Sjåføren skifta bilen bakover. ;0
Parkeringsplassen i bygningen var tom. ;effect;Eg parkerte tvers over gata. ;Eg parkerte nær inngangen. ;1
Skribenten mista fristen for å senda inn utkastet. ;cause;Ho hadde skriveblokke. ;Ho redigerte utkastet. ;0
Partneren min la på. ;cause;Eg bad om å få snakke med ein leiar. ;Eg gav dei identifikasjonsnummeret mitt. ;0
Vinden blåste gjennom det opne vinduet. ;effect;Dørklokken ringde. ;Gardina skjelva. ;1
Strømmen i huset mitt gjekk av. ;cause;Eg trekte ut lampen. ;Eg sprang ei sikring. ;1
Vektløftaren grunt. ;cause;Han bøygde musklane sine i speilet. ;Han lyfte baren over hovudet sitt. ;1
Studenten prøvde å rekna i hovudet. ;effect;Han tok ut ein kalkulator. ;Han vart forvirra. ;1
Barnet sovna. ;cause;Faren bytte bleie til barnet. ;Faren rokka spedfølet forsiktig. ;1
Jenta kasta vassballongen på guten. ;effect;Drengen har fått eit hjerneryst. ;Drengen vart våt. ;1
Fotografen gløymde å bruka blinkeren på kameraet. ;effect;Fotografiane vart uskarpe. ;Alle på bilda avviste å leika. ;0
Eg avslo invitasjonen til bursdagsfest. ;cause;Eg var einsom. ;Eg var utanfor byen. ;1
Eg trena. ;cause;Eg følde meg energisk. ;Eg var redd. ;0
Eg pressa den fuktige svampen. ;effect;Det hadde teke opp vatn. ;Vatnet gjekk ut av den. ;1
Dei ferjeborna tok ein ferje til feriestaden. ;cause;Resorten var utbookd. ;Resorten låg på ei øy. ;1
Tenåringen fekk ein tatovering. ;cause;Ho var redd for nålar. ;Ho ville opprør. ;1
Ein ukjend bil som var parkert utanfor huset mitt. ;effect;Eg vart mistenksom. ;Eg ringde politiet. ;0
Brottsmannen gav seg sjølv over. ;cause;Bevisane implicerte han. ;Det var ikkje noko bevis mot han. ;0
Den tunge mannen bestemte seg for å gå ned i vekt. ;effect;Han skort ut søtsaker. ;Han heldt seg frå koffein. ;0
Jenta trakk på isen. ;effect;Ho glytt. ;Ho skjelva. ;0
Kvinna hadde ringar under augo. ;cause;Ho vart ståande oppe heile natta. ;Ho la sonen til sengs. ;0
Lava rennte ut frå vulkanen. ;cause;Vulkanen gjekk i utbrot. ;Vulkanen var i dvale. ;0
Ho tok på seg sko. ;cause;Ho kjende alle på fest. ;Ho ville gå ut av festen. ;1
Eg betala tollboaten. ;effect;Ho lét meg gå gjennom tollbooa. ;Ho heldt meg på ved tolla. ;0
Den utøvande gjekk konkurs. ;cause;Han selde aksjene sine i selskapet. ;Han sløste bort formuen sin. ;1
Mannen gjekk til legen. ;cause;Legen var på permission. ;Mannen følde seg sjuk. ;1
Eg gjekk ut av soverommet mitt gjennom vindauga. ;cause;Husa var på brann. ;Husa var tom. ;0
Fingrarne til guten vart prune. ;cause;Han tok ein lang dusj. ;Han skumma hendene med såpe. ;0
Eg spytt ut mjølka. ;cause;Mjølka smaka sur. ;Munnane mine var tørre. ;0
Eg mista bussen. ;effect;Eg var tidleg på jobb. ;Eg var sein til jobb. ;1
Lastbilen kolliderte med bilen. ;effect;Trucken auka hastigheten. ;Bilen vart knust. ;1
Laget rigga kampen i si favør. ;effect;Dei vann. ;Dei gjekk ut av skolen. ;0
Sodavoksflaska sivrar. ;cause;Eg snudde flaska. ;Eg skru av lokket. ;1
Drengen var låst ute av huset sitt. ;effect;Han kravla inn gjennom eit opent vindu. ;Han klatrer opp på taket. ;0
Dørklokken ringde. ;effect;Besøkaren banka på døren. ;Kvinna peika gjennom lågehullet i døra. ;1
Mannen flekka drakten sin. ;effect;Han har det i vaskeria. ;Han hengde det i skapet sitt. ;0
Jenta klemte ut tannkremrøret. ;effect;Tannkremet sprut ut av røret. ;Jenta spytt ut tannkreman. ;0
Dødsfall blant sivile i krigen auka. ;effect;Pacifistar sette opp ei protest. ;Pacifistar heldt ein parade. ;0
Jenta trekte båndet ut av håret sitt. ;cause;Ho knytte båndet. ;Binda såg babyaktig ut. ;1
Han hadde plastikk kirurgi. ;effect;Han blei eldre. ;Han såg yngre ut. ;1
Det kom eit kyllingeteig ut av egget. ;cause;Egget klekka. ;Eg sprakk egget. ;0
Fangen svelte. ;effect;Han døydde. ;Han flykta. ;0
Mannen mista balansen sin på stiga. ;effect;Han klatrer opp på stigen. ;Han fall ned frå stigen. ;1
Barnet røk. ;cause;Han tok ein slurk med brus. ;Han opna soda-kannen. ;0
Det kom eit kaldt luftstreik gjennom vindaugen. ;effect;Eg slapp av. ;Eg skjelva. ;1
Studenten fekk eit stipend til å gå på høgskole. ;cause;Klassekameratane hennar respekterte ho. ;Ho hadde gode karakterar. ;1
Jenta gjorde narr av guten. ;cause;Ho budde ved sida av han. ;Ho hadde eit krass på han. ;1
Den sultne vagabunden stal mat. ;cause;Han oppfordrar til medkjensle. ;Han hadde ikkje pengar. ;1
Eg ringde venen min for å prate. ;cause;Eg ville ha privatliv. ;Eg følde meg einsam. ;1
Mannen heldt ut handa til meg. ;effect;Eg gav han handa. ;Eg slo han. ;0
Eg bukka. ;cause;Fyrverkeriet vart sett opp i lufta. ;Frisbeeen flaug mot hovudet mitt. ;1
Jenta bitte på neglene sine. ;cause;Ho var uroleg. ;Ho vart overraska. ;0
Eg snudde sida på kalenderen. ;cause;Eg teikna ei avtale på kalenderen. ;Det var byrjinga på ein ny månad. ;1
Mannen oppdaga at kona hans hadde ei affære. ;effect;Han sparka advokaten sin. ;Han søkte om skilsmisse. ;1
Jenta fall av gummiballen. ;effect;Bollen hoppa. ;Bollen glødde. ;0
Jenta gjorde ein feil på eksamen. ;effect;Ho giska på svaret. ;Ho slette svaret sitt. ;1
Spelaren tok opp motstandaren sin. ;effect;Motstandaren hans fekk passet. ;Motstandaren hans gjekk på gulvet. ;1
Eg plukka tomatane frå vinranken. ;cause;Dei var mogne. ;Eg vande dei. ;0
Mannen ville opptre romantisk. ;effect;Han møtte eks-kjæresten sin til lunsj. ;Han gav kjæresten sin sjokolade. ;1
Kvicksilveret i termometeret gjekk opp. ;cause;Eg fall av termometeret. ;Veðret vart varmare. ;1
Ein tornado kom gjennom byen. ;effect;Taket på rettsbygningen gjekk av. ;Motorvegen vart farleg iskjel. ;0
Studenten fekk rettleiing. ;effect;Notane hans gjekk opp. ;Han fuska på eksamen. ;0
Eg følde meg komfortabel. ;cause;Eg knela ned på jorda. ;Eg sveipte meg i eit teppe. ;1
Eg polerte steinen. ;effect;Det vart glitt. ;Det vart skinande. ;1
Eg la sukker i kaffen. ;effect;Kava lukta sterkt. ;Kava smaka søtt. ;1
Mannen smugla gjennom papirane. ;effect;Han har ein papirsnitt. ;Han rivde papirane i bitar. ;0
Eg slo på nagelen med hammaren. ;effect;Nagelen sank inn i treet. ;Nagelen blei rustne. ;0
Fisken bit i linjen. ;effect;Fiskaren sleit fisken inn. ;Fiskaren omkastar linjen. ;0
Tenåringen var flau for å gå på skulen. ;cause;Ho har fått ein finn. ;Ho tok av seg tannar. ;0
Andletet mitt lyste opp. ;cause;Eg fekk gode nyheter. ;Eg mista tålmodigheten min. ;0
Eg tørka hendene med eit handkjøtt. ;cause;Handkjøttet handkjøttet var våt. ;Henderne mine var våte. ;1
Mannen mista balansen sin på stolen. ;cause;Stolen vakla under han. ;Han spilde maling på stolen. ;0
Teammedlemane gav kvarandre skulda. ;cause;Dei mista spelet. ;Treneren deira avlyste. ;0
Eg bad om tilgjeving. ;cause;Eg angra på feilen min. ;Eg nådde målet mitt. ;0
Kvinna vart kjedeleg med daten sin. ;cause;Han spurde henne om seg sjølv. ;Han snakka utan opphald om seg sjølv. ;1
Jenta glemte eit smil. ;effect;Blikane hennar vart raudne. ;Dei hadde dimple. ;1
Fiendskipet sprengde opp. ;cause;Han gjekk forbi gruva. ;Han segla inn i hamna. ;0
Mannen punkterte foten sin. ;cause;Han gjekk inn i ei pølse. ;Han trilla på glasskjær. ;1
Detektiva støvla brottsplassen etter fingeravtrykk. ;effect;Dei fann ut kven som var mordaren. ;Dei fann våpenet på brottsplassen. ;0
Det var mykje trafikk på motorvegen. ;effect;Eg tok ein omveg. ;Eg bad om å få ein tur. ;0
Økonomien i landet gjekk ned. ;effect;Mange vart sjuke. ;Mange var arbeidsledige. ;1
Vakthavaren på grensekrysset blåste på visselpipa til borna. ;cause;Dei var i ferd med å gå inn i motkjørande trafikk. ;Ho kjende dei att frå kvarteret. ;0
Eg rulla augo på venen min. ;cause;Han fortalde meg sanninga. ;Han gjorde ei sarkastisk bemerkning. ;1
Bilikken vart tom for bensin. ;effect;Sjåføren var sitjande på vegen. ;Sjåføren tok opp ein hitchhiker. ;0
Kvinna byrja å føda. ;effect;Barnet vart fødd. ;Kvinna hadde morgengry. ;0
Hatta til mannen vart blåst bort. ;cause;Han tok av seg hatten. ;Det var vind ute. ;1
Jenta var med på bursdagsfestet til ein klasskamrat. ;cause;Ho fekk ei invitasjon. ;Ho kjøpte ei gåve. ;0
