premise;question;choice1;choice2;label
Ich bohrte ein Loch in die Wand. ;effect;Eine Maus kroch aus dem Loch. ;Staub blies aus dem Loch. ;1
Die Frau fühlte sich neidisch auf ihre Schwester. ;cause;Ihre Schwester war glücklich. ;Ihre Schwester hat sich scheiden lassen. ;0
Ich habe Wein auf mein Hemd verschüttet. ;effect;Ich habe eine Schürze angezogen. ;Ich habe mein Hemd gewechselt. ;1
Die Kassiererin öffnete die Registrierkasse. ;cause;Der Kunde durchsuchte seine Brieftasche. ;Der Kunde gab ihr Geld. ;1
Der Straßenmusiker zog eine Menge an. ;effect;Die Leute gaben ihm Kleingeld. ;Er schickte die Menge weg. ;0
Der kleine Junge weinte zu seinem Babysitter. ;cause;Er vermisste seine Eltern. ;Es war Snackzeit. ;0
Das Radar des Piloten hat einen Sturm entdeckt. ;effect;Der Pilot navigierte weg vom Sturm. ;Der Pilot flog durch den Sturm. ;0
Der Baum verliert seine Blätter. ;effect;Die Blätter wurden farbig. ;Die Blätter sammelten sich auf dem Boden. ;1
Der Junge war in einer schelmischen Stimmung. ;effect;Er entschied sich, mit seiner Schwester ein Kartenspiel zu spielen. ;Er hat beschlossen, eine Art Scherz mit seiner Schwester zu spielen. ;1
Das Kind beschwerte sich, dass es auf die Toilette gehen musste. ;effect;Sein Vater gab ihm eine Limonade zu trinken. ;Sein Vater hielt das Auto an einer Tankstelle. ;1
Das Kind streute Fischfutter in den Tank. ;effect;Der Fisch sprang aus dem Tank. ;Der Fisch schwammte auf das Futter zu. ;1
Die politischen Ansichten der Frau änderten sich. ;effect;Sie wechselte ihre Parteizugehörigkeit. ;Sie beteiligte sich an einem Protest. ;0
Das Waschbecken im Badezimmer war verstopft. ;effect;Ich habe den Wasserhahn aufgedreht. ;Ich habe Abflussreiniger hineingegossen. ;1
Die Passagiere stiegen aus dem Zug. ;cause;Der Zug kam am Bahnhof an. ;Der Zug pfiff. ;0
Der Mann drückte auf die feuchte Klappe des Umschlags. ;effect;Er hat einen Stempel auf den Umschlag gelegt. ;Er hat den Umschlag verschlossen. ;1
Die Freunde verloren den Kontakt. ;cause;Sie genossen die Gesellschaft des anderen. ;Sie zogen in verschiedene Städte. ;1
Der Buchhalter verwaltete die Gelder der Firma falsch. ;effect;Sie wurde von ihrer Position gefeuert. ;Sie ist in Mutterschaftsurlaub. ;0
Ich schaute auf die Uhr. ;cause;Ich hörte die Uhr ticken. ;Ich wollte die Uhrzeit überprüfen. ;1
Meine Hand ist verkrampft. ;cause;Ich schrieb den Aufsatz von Hand. ;Meine Frau und ich hielten uns an den Händen. ;0
Der Schraubenschraubenschraubenschraubenschraubenschraub. ;cause;Ich habe den Schraubenschraubersatz ersetzt. ;Ich habe den Schraubenschlüssel gedreht. ;1
Das Paar unterschrieb einen Mietvertrag für eine Wohnung. ;effect;Das Paar zog in die Wohnung. ;Die Stadt hat die Wohnung verurteilt. ;0
Die Frau saß draußen auf der Veranda. ;cause;Sie wollte den Sonnenuntergang sehen. ;Sie dachte, sie hätte einen Blitz gesehen. ;0
Der Mann trug eine Schwimmweste im Wasser. ;cause;Er konnte nicht schwimmen. ;Das Wasser war flach. ;0
Die Frau hat einen Schreibfehler im Textverarbeiter gemacht. ;effect;Sie hat das Dokument gelöscht. ;Sie hat den Backspace-Taste gedrückt. ;1
Das Mädchen prahlte vor ihren Freunden. ;cause;Sie hat eine schlechte Note bekommen. ;Sie hat einen Wettbewerb gewonnen. ;1
Der Rasen war schlammig. ;cause;Es hat über Nacht geschüttet. ;Es war voller Unkraut. ;0
Die Frau ist eingeschlafen. ;cause;Sie übernachtete in einem Hotel. ;Sie hat vergessen, ihren Wecker einzustellen. ;1
Der Mann hat sich Sonnencreme angezogen. ;cause;Er saß im Schatten. ;Er ist zum Strand gegangen. ;1
Die Forscher bewiesen die Theorie. ;effect;Die Forscher widerriefen die Theorie. ;Die Einzelnen nahmen die Theorie an. ;1
Die Fans beim Spiel haben gebuht. ;cause;Das Spiel ging in die Verlängerung. ;Der Schiedsrichter hat einen falschen Schlag gemacht. ;1
Ich habe meine Kombination eingegeben. ;effect;Ich schloss das Schloss. ;Das Schloss ist aufgegangen. ;1
Die Menge wurde noch stärker. ;effect;Der Vater reichte seinem Sohn etwas Geld. ;Der Vater ergriff die Hand seines Sohnes. ;1
Der Schnee blockierte die Auffahrt. ;effect;Ich habe den Schnee zu einem Schneeball zusammengefasst. ;Ich schaufelte den Schnee aus dem Weg. ;1
Die Kajakfahrer paddelten mit ihren Rüdern. ;effect;Das Kajak erreichte das Ufer. ;Das Kajak traf eine Welle. ;0
Das Mädchen verlor die Kontrolle über ihr Fahrrad. ;effect;Sie hat den Lenker losgelassen. ;Sie ist gegen einen Zaun gefahren. ;1
Ich habe den Lüfter angeschaltet. ;effect;Wasser auf meine Haut gesprengt. ;Ich spürte kühle Luft über mir. ;1
Die Surfer kehrten zum Strand zurück. ;cause;Sie waren durchnässt. ;Sie sahen einen Hai. ;1
Ich habe den Abfluss in der Badewanne ausgeschaltet. ;effect;Das Wasser ist aus der Wanne gefallen. ;Das Wasser spritzte auf den Boden. ;0
Der Mann fühlte sich schuldig, weil er seine Frau betrogen hatte. ;effect;Er beschuldigte sie der Untreue. ;Er gestand ihr seine Untreue. ;1
Die Tinte auf dem Plakat ist verschmiert. ;cause;Ich wartete, bis die Tinte trocken war. ;Ich habe Wasser auf das Poster verschüttet. ;1
Das Kind wachte schreiend auf. ;cause;Er hatte einen Albtraum. ;Er hat das Bett benetzt. ;0
Der Junge legte seine Füße auf den Tisch. ;effect;Sein Vater setzte sich an den Tisch. ;Sein Vater hat ihm Vorträge gehalten. ;1
Mein Freund drehte seinen Kopf in meine Richtung. ;cause;Ich rief seinen Namen. ;Ich winkte mit den Armen. ;0
Die Regierung unterdrückte ihre Bürger. ;effect;Die Bürger machten einen Aufstand. ;Die Bürger haben sich zur Wahl registriert. ;0
Der Junge war im Wald verloren. ;effect;Er hat ein Zelt aufgeschlagen. ;Er schrie um Hilfe. ;1
Die Frau reiste ins Ausland. ;cause;Sie wollte malen lernen. ;Sie wollte andere Kulturen kennenlernen. ;1
Der Mann war eifersüchtig auf seinen Kollegen. ;cause;Sein Kollege wurde befördert. ;Sein Kollege arbeitete bis spät. ;0
Der Mann hat Aliens gesehen. ;cause;Er hatte Halluzinationen. ;Er meditierte. ;0
Das Haar des Mannes wurde blond. ;cause;Er hat Bleichmittel hineingetan. ;Er hat Shampoo hineingetan. ;0
Der Künstler schuf neue Werke. ;cause;Sie kritisierte ihre frühere Arbeit. ;Sie fühlte einen Anschlag der Inspiration. ;1
Der Sohn zog von zu Hause weg. ;cause;Er wurde aus dem Militär entlassen. ;Er wollte aufs College. ;1
Bücher fielen aus dem Bücherregal. ;cause;Die Regale waren mit Staub bedeckt. ;Ein Erdbeben erschütterte das Bücherregal. ;1
Der Strom in meinem Haus ist ausgegangen. ;effect;Ich habe ein Licht angezündet. ;Ich habe den Schaltkreis zurückgesetzt. ;1
Wir fuhren mit der Achterbahn. ;cause;Es sah beängstigend aus. ;Es sah lustig aus. ;1
Die Tasche Popcorn begann zu platzen. ;cause;Ich habe Butter in die Tasche gegossen. ;Ich habe es in der Mikrowelle erhitzt. ;1
Ein Baum fiel auf die Stromleitung. ;effect;Der Strom in der Nachbarschaft ging aus. ;Die Wettervorhersage sagte starke Winde voraus. ;0
Der Redner machte politisch inkorrekte Kommentare. ;effect;Er langweilte das Publikum. ;Er hat das Publikum beleidigt. ;1
Ich habe mich mit der Nadel gestochen. ;effect;Ein Schweißkorn tropfte von meinem Gesicht. ;Ein Tropfen Blut bildete sich an meinem Finger. ;1
Der Fisch schwebte auf der Oberfläche des Tanks. ;cause;Es war hungrig. ;Es war tot. ;1
Die Stimme des Mannes klang heiser. ;cause;Er hatte eine Erkältung. ;Er hat mit dem Rauchen aufgehört. ;0
Die Türen des Aufzugs öffneten sich. ;cause;Der Aufzug kam in der vorgesehenen Etage an. ;Der Aufzug steckte zwischen den Etagen fest. ;0
Der Teenager schlich sich aus dem Haus. ;cause;Er hat seine Eltern angelogen. ;Seine Eltern gaben ihm Hausarrest. ;1
Das Badezimmer ist überflutet. ;cause;Die Toilette ist überflutet. ;Der Warmwasserbereiter ist kaputt. ;0
Der Welpe blieb bei seinem Besitzer. ;cause;Der Besitzer hat dem Welpen ein Halsband angelegt. ;Der Besitzer hielt den Welpen an der Leine. ;1
Der Mann hat sein Spiegelbild erfasst. ;cause;Er stand unter dem ausgedehnten Baum. ;Er stand über dem ruhigen See. ;1
Ich habe den Anruf meiner Freundin verpasst. ;effect;Ich rief sie zurück. ;Ich traf sie zum Abendessen. ;0
Die Familie durchsuchte die Nachbarschaft. ;cause;Ihr Hund ist von zu Hause weggelaufen. ;Teure Schmuckstücke fehlten aus ihrem Haus. ;0
Ich sah meinen Atem, als ich ausatmete. ;cause;Das Wetter war kühl. ;Meine Brust fühlte sich angespannt an. ;0
Die Angestellten gründeten eine Gewerkschaft. ;cause;Sie wollten bessere Arbeitsbedingungen. ;Ihr Arbeitgeber erhöhte ihre Löhne. ;0
Ich habe einen Apfelkuchen gebacken. ;effect;Ein fauler Geruch erfüllte die Küche. ;Ein warmer Duft erfüllte die Küche. ;1
Die Frau kämpfte, um zu gehen. ;cause;Sie trug High Heels. ;Sie zog ihre Schuhe aus. ;0
Dampf stieg aus dem Wassertopf. ;cause;Das Wasser kochte. ;Ich habe den Topf abgedeckt. ;0
Alle meine Socken waren in der Wäscherei. ;effect;Ich trug Sandalen. ;Ich trug Stiefel. ;0
Das Argument des Politikers wurde als absurd angesehen. ;effect;Er verlor die Unterstützung der Wähler. ;Er wurde der Korruption beschuldigt. ;0
Alle waren gegen die Verlobung des Paares. ;effect;Das Paar wurde schwanger. ;Das Paar ist weggelaufen. ;1
Das Gebäude war dem Millionär gewidmet. ;cause;Der Millionär wollte, dass das Gebäude abgerissen wird. ;Der Millionär hat die Mittel zum Bau beigesteuert. ;1
Der Verkaufsmitarbeiter beschuldigte das Mädchen des Diebstahls. ;cause;Der Vertriebsmitarbeiter sah das Mädchen, wie sie Waren in ihre Handtasche steckte. ;Der Vertriebspartner half dem Mädchen, die Tasche zu finden, die ihr gefiel. ;0
Das Land erklärte dem Nachbargebiet den Krieg. ;effect;Soldaten wurden zum Kampf geschickt. ;Soldaten wurden mit ihren Familien vereint. ;0
Das Gericht bestätigte das umstrittene Urteil. ;effect;Vor dem Gerichtsgebäude brach ein Aufruhr los. ;Ein Paar hat vor dem Gerichtsgebäude gelobt. ;0
Das Mädchen hat etwas Brennendes gerochen. ;cause;Sie nahm die Kekse aus dem Glas. ;Sie hat die Kekse im Ofen liegen lassen. ;1
Es regnete wie aus Eimern. ;effect;Der Sturm wurde schlimmer. ;Ich stürzte mich in den Raum. ;1
Das Gebäude wurde evakuiert. ;cause;Der Aufzug hat aufgehört zu funktionieren. ;Der Feueralarm ging los. ;1
Der Vater war verärgert über den Alkoholismus seines Sohnes. ;effect;Der Vater kaufte seinem Sohn ein Bier. ;Der Vater warf seinen Sohn aus dem Haus. ;1
Die Anwältin ging die Treppe hinauf in ihr Büro. ;cause;Die Sekretärin ist heute nach Hause gegangen. ;Der Aufzug war defekt. ;1
Der Mann wurde von seinem Freund genervt. ;cause;Sein Freund unterbrach ihn. ;Sein Freund hat ihm ein Mittagessen eingeboten. ;0
Das Mädchen reichte dem Kassierer ihr Geld. ;effect;Der Kassierer gab dem Mädchen das Wechselgeld. ;Der Kassierer vergaß, dem Mädchen eine Quittung zu geben. ;0
Die Frau wurde in einen Rollstuhl gesetzt. ;cause;Sie wurde bei einem Unfall gelähmt. ;Sie kam im Krankenhaus auf einer Bahre. ;0
Die Bürger hängten die Nationalflagge vor ihren Häusern auf. ;cause;Das Land feierte seine Unabhängigkeit. ;Das Land stand wirtschaftlichen Schwierigkeiten gegenüber. ;0
Das Team verlor das Turnier. ;effect;Sie enttäuschten ihre Fans. ;Sie inspirierten ihre Fans. ;0
Mein Freund wies darauf hin, dass mir Essen in den Zähnen stecken blieb. ;effect;Ich fühlte mich beschämt. ;Ich war stolz. ;0
Der Junge fiel bei seiner Geschichtsprüfung durch. ;cause;Er hat im Unterricht aufmerksam gehandelt. ;Er hat vergessen zu lernen. ;1
Das Gebäude in der Innenstadt ist eingestürzt. ;cause;Ein Erdbeben traf die Stadt. ;Die Kriminalitätsrate in der Stadt stieg. ;0
Die Freundin des Mannes hat mit ihm Schluss gemacht. ;effect;Er flehte sie an, ihn zurückzunehmen. ;Sie stellte ihn ihren Eltern vor. ;0
Die beiden Kinder griffen gleichzeitig nach unten, um den Ball zu holen. ;effect;Der Ball rollte weg. ;Ihre Köpfe kollidierten. ;1
Der Waschbär durchsuchte den Mülleimer. ;cause;Im Mülleimer war Karton. ;Der Deckel war vom Mülltonnen ab. ;1
Der Junge schärfte den Bleistift. ;cause;Es war billig. ;Es war langweilig. ;1
Der Kassierer verweigerte der Frau eine Rückerstattung für das Kleid. ;cause;Sie hat ihre Quittung verloren. ;Das Kleid passte nicht. ;0
Der Kratzer in meiner Haut war tief. ;effect;Es hat sich schnell geheilt. ;Es hat eine Narbe hinterlassen. ;1
Der Mann erhielt seltsame Blicke von Passagieren im Zug. ;cause;Er starrte auf den Boden. ;Er hat mit sich selbst gesprochen. ;1
Das Kind hat Krümel auf dem Boden liegen lassen. ;effect;Ameisen kroch bis zu den Krümeln. ;Das Kind legte das Brot weg. ;0
Die Frau reichte ihrer Schwester ein Taschentuch. ;cause;Die Schwester der Frau schloß die Hände zusammen. ;Die Schwester der Frau begann zu weinen. ;1
Der Mann hat eine Münze genommen. ;cause;Seine Lippen waren gerissen. ;Er machte sich Sorgen um Mundgeruch. ;1
Das Paar ging früh zur Show. ;cause;Sie haben den Verkehr um das Theater vorausgesehen. ;Sie haben die Wegbeschreibung zum Theater. ;0
Die Frau blieb von der Arbeit weg. ;effect;Ihr Chef lobte sie. ;Ihre Kollegin hat sie gedeckt. ;1
Der Mann unterschrieb die Petition der Aktivisten. ;cause;Er unterstützte ihre Sache. ;Er hat sie als verrückt bezeichnet. ;0
Das Herz des Schauspielers flatterte vor seiner Aufführung. ;cause;Er hatte Bühnenangst. ;Er hat sich seine Zeilen auswendig gelernt. ;0
Ich war verloren. ;effect;Ich habe mein Geld gezählt. ;Ich habe eine Karte ausgebreitet. ;1
Die reifen Früchte blieben in der Sonne. ;effect;Es wurde gefressen. ;Es ist verschrumpelt. ;1
Das Auto ist kaputt. ;cause;Ich habe die Zündung gedreht. ;Der Motor ist überhitzt. ;1
Der Mann hat sich den Rücken verletzt. ;effect;Er war bei einem Psychiater. ;Er blieb mehrere Tage im Bett. ;1
Ich habe ein Feuer im Kamin angezündet. ;cause;Ich hatte kein Feuerholz mehr. ;Es war kalt im Haus. ;1
Die Frau hörte auf zu joggen. ;cause;Sie hat einen Krampf in der Seite. ;Sie hat einen zweiten Atemzug bekommen. ;0
Ich klopfte an die Tür meines Nachbarn. ;effect;Mein Nachbar lud mich ein. ;Meine Nachbarin hat ihr Haus verlassen. ;0
Die Frau seufzte vor Frustration. ;cause;Ihr Mann hatte ihre Sorgen missverstanden. ;Ihr Mann gab ihr einen Abschiedskuss. ;0
Der Lehrer lobte den Schüler. ;cause;Der Student beantwortete die Frage richtig. ;Der Student zögerte, die Frage zu beantworten. ;0
Der Frau sind die Eier ausgegangen. ;effect;Sie ist auf die Farm gegangen. ;Sie ist in den Supermarkt gegangen. ;1
Ich traf einen alten Freund. ;effect;Ich habe ihm ein Geheimnis verraten. ;Ich habe ihn umarmt. ;1
Die Frau vermied es, in den See zu gehen. ;cause;Sie hat einen Fisch gefangen. ;Es sah kontaminiert aus. ;1
Der Schüler kam nass in den Unterricht. ;cause;Sein Regenschirm war zerbrochen. ;Sein Fahrrad wurde gestohlen. ;0
Der Cursor auf dem Computerbildschirm bewegte sich. ;cause;Der Benutzer klickte mit der Maus. ;Der Benutzer hat die Maus verschoben. ;1
Der Fahrer hat einen Umweg genommen. ;cause;Auf der Hauptstraße ereignete sich ein Unfall. ;Sie folgte dem LKW vor ihr. ;0
Ich habe die nasse Wäsche an die Wäscheleine gehängt. ;effect;Das Leinen ist getrocknet. ;Das Bettzeug ist befleckt. ;0
Die Frau zog ihre Brille auf. ;cause;Das Sonnenlicht war hell. ;Sie hat ein Taxi gerufen. ;0
Der Mann starrte den Nachthimmel an. ;cause;Er wünschte, es wäre Sommer. ;Er fand es wunderschön. ;1
Ich fühlte mich erschöpft. ;effect;Ich bin früh ins Bett gegangen. ;Ich war die ganze Nacht wach. ;0
Der Mann ging zum Friseur. ;cause;Er hat sich die Haare wachsen lassen. ;Seine Haare wurden lang. ;1
Der Junge spielte böse Tricks mit seinem neuen Klassenkameraden. ;cause;Der Junge hieß den neuen Klassenkameraden willkommen. ;Der Junge mochte den neuen Klassenkameraden nicht. ;1
Ich hatte Lust auf ein Glas Milch. ;cause;Ich aß Kekse. ;Ich habe Brot gebacken. ;0
Es begann zu regnen. ;effect;Der Fahrer schaltete die Scheinwerfer ein. ;Der Fahrer fuhr den Wagen rückwärts. ;0
Der Parkplatz des Gebäudes war leer. ;effect;Ich habe auf der anderen Straßenseite geparkt. ;Ich habe in der Nähe des Eingangs geparkt. ;1
Die Autorin hat die Frist für die Vorlage des Entwurfs verpasst. ;cause;Sie hatte eine Schreibblockade. ;Sie hat den Entwurf bearbeitet. ;0
Der Partner hat aufgelegt. ;cause;Ich wollte mit einem Vorgesetzten sprechen. ;Ich habe meine Identifikationsnummer angegeben. ;0
Der Wind blies durch das offene Fenster. ;effect;Die Tür klingelte. ;Die Vorhänge zitterten. ;1
Der Strom in meinem Haus ist ausgegangen. ;cause;Ich habe die Lampe aus dem Stecker gezogen. ;Ich hab eine Sicherung aufgeblasen. ;1
Der Gewichtheber knurrte. ;cause;Er beugte seine Muskeln vor dem Spiegel. ;Er hob die Latte über seinen Kopf. ;1
Der Schüler versuchte, die Rechnung im Kopf zu machen. ;effect;Er hat einen Rechner herausgeholt. ;Er ist durcheinander. ;1
Das Baby ist eingeschlafen. ;cause;Der Vater wechselte dem Baby die Windel. ;Der Vater schüttelte das Baby sanft. ;1
Das Mädchen warf den Wasserballon auf den Jungen. ;effect;Der Junge hat eine Gehirnerschütterung. ;Der Junge ist durchnässt. ;1
Der Fotograf hat vergessen, den Blitz der Kamera zu benutzen. ;effect;Die Fotos waren verschwommen. ;Alle auf den Fotos weigerten sich zu lächeln. ;0
Ich lehnte die Einladung zur Geburtstagsfeier ab. ;cause;Ich war einsam. ;Ich war nicht in der Stadt. ;1
Ich habe trainiert. ;cause;Ich fühlte mich energisch. ;Ich hatte Angst. ;0
Ich drückte den feuchten Schwamm. ;effect;Es hat Wasser aufgenommen. ;Wasser ist aus ihm herausgekommen. ;1
Die Urlauber fuhren mit der Fähre zum Ferienort. ;cause;Das Resort war ausgebucht. ;Das Resort war auf einer Insel. ;1
Der Teenager hat ein Tattoo. ;cause;Sie hatte Angst vor Nadeln. ;Sie wollte rebellieren. ;1
Ein unbekanntes Auto, das vor meinem Haus geparkt hat. ;effect;Ich wurde misstrauisch. ;Ich habe die Polizei gerufen. ;0
Der Verbrecher hat sich selbst ergeben. ;cause;Die Beweise haben ihn verwickelt. ;Es gab keine Beweise gegen ihn. ;0
Der übergewichtige Mann beschloss, abzunehmen. ;effect;Er hat die Süßigkeiten ausgeschnitten. ;Er vermied Koffein. ;0
Das Mädchen trat aufs Eis. ;effect;Sie ist ausgerutscht. ;Sie zitterte. ;0
Die Frau hatte Ringe unter den Augen. ;cause;Sie war die ganze Nacht wach. ;Sie brachte ihren Sohn ins Bett. ;0
Lava floss vom Vulkan. ;cause;Der Vulkan brach aus. ;Der Vulkan war schlafend. ;0
Die Frau zog ihre Schuhe an. ;cause;Sie kannte alle auf der Party. ;Sie wollte die Party verlassen. ;1
Ich habe den Mautsteuerführer bezahlt. ;effect;Sie hat mich durch die Mautstelle lassen. ;Sie hielt mich an der Mautstelle auf. ;0
Der Geschäftsführer ging bankrott. ;cause;Er hat seine Aktien verkauft. ;Er hat sein Vermögen verschwendet. ;1
Der Mann ging zum Arzt. ;cause;Der Arzt war im Urlaub. ;Der Mann fühlte sich krank. ;1
Ich verließ mein Schlafzimmer durch das Fenster. ;cause;Das Haus stand in Flammen. ;Das Haus war leer. ;0
Die Finger des Jungen wurden schmal. ;cause;Er hat lange geduscht. ;Er schäumte sich die Hände mit Seife. ;0
Ich habe die Milch ausgespuckt. ;cause;Die Milch schmeckte sauer. ;Mein Mund war trocken. ;0
Ich habe den Bus verpasst. ;effect;Ich war früh zur Arbeit. ;Ich war zu spät zur Arbeit. ;1
Der Lastwagen kollidierte mit dem Auto. ;effect;Der Truck hat beschleunigt. ;Das Auto ist zertrümmert. ;1
Das Team hat den Wettbewerb zu ihren Gunsten manipuliert. ;effect;Sie haben gewonnen. ;Sie haben abgebrochen. ;0
Die Soda-Flasche zischte. ;cause;Ich habe die Flasche umgedreht. ;Ich hab die Kappe abgedreht. ;1
Der Junge wurde aus seinem Haus ausgeschlossen. ;effect;Er ist durch ein offenes Fenster eingeschlichen. ;Er kletterte aufs Dach. ;0
Die Tür klingelte. ;effect;Der Besucher klopfte an die Tür. ;Die Frau schaute durch das Schlüsselloch in der Tür. ;1
Der Mann hat seinen Anzug befleckt. ;effect;Er hat es in der Reinigung. ;Er hat es in seinem Schrank aufgehängt. ;0
Das Mädchen drückte die Tube mit Zahnpasta aus. ;effect;Die Zahnpasta spritzte aus dem Rohr. ;Das Mädchen spuckte die Zahnpasta aus. ;0
Die Zahl der zivilen Todesopfer stieg. ;effect;Pazifisten organisierten einen Protest. ;Pazifisten hielten eine Parade ab. ;0
Das Mädchen zog sich das Band aus den Haaren. ;cause;Sie hat das Band gebunden. ;Das Band sah kindisch aus. ;1
Der Mann hat sich plastisch operiert. ;effect;Er ist gealtert. ;Er sah jünger aus. ;1
