premise;question;choice1;choice2;label
ຕົ້ນໄມ້ໄດ້ຖິ້ມໃບໄມ້. ;effect;ໃບໄມ້ປ່ຽນສີ ;ໃບໄມ້ທີ່ເກັບໄວ້ຢູ່ເທິງດິນ. ;1
ເດັກຊາຍໄດ້ຢູ່ໃນອາລົມ mischievous. ;effect;ລາວຕັດສິນໃຈທີ່ຈະຫຼິ້ນບັດກັບເອື້ອຍຂອງລາວ. ;ລາວຕັດສິນໃຈທີ່ຈະຫຼິ້ນການຕະຫລົກທີ່ເປັນການປະຕິບັດກັບເອື້ອຍຂອງລາວ. ;1
ເດັກໄດ້ຈົ່ມວ່າລາວຕ້ອງໄປຫ້ອງນ້ໍາ. ;effect;ພໍ່ຂອງເພິ່ນໄດ້ໃຫ້ເຂົາດື່ມນ້ໍາໂຊດາ. ;ພໍ່ຂອງລາວໄດ້ຢຸດລົດຢູ່ສະຖານີນໍ້າມັນ. ;1
ເດັກໄດ້ປອກອາຫານປາໃສ່ຖັງ. ;effect;ປາໄດ້ໂດດອອກຈາກຖັງ. ;ປາໄດ້ລອຍໄປຫາອາຫານ. ;1
ຄວາມເຫັນທາງດ້ານການເມືອງຂອງແມ່ຍິງໄດ້ປ່ຽນແປງ. ;effect;ນາງໄດ້ປ່ຽນພັກຂອງນາງ. ;ນາງໄດ້ເຂົ້າຮ່ວມໃນການປະທ້ວງ. ;0
ນ້ໍາຈືດໃນຫ້ອງນ້ໍາຖືກປິດ. ;effect;ຂ້ອຍເປີດທໍ່ນ້ໍາ. ;ຂ້ອຍຖອກນ້ໍາສະອາດລົງໄປ ;1
ຜູ້ໂດຍສານໄດ້ລົງຈາກລົດໄຟ. ;cause;ລົດໄຟໄດ້ມາຮອດສະຖານີ. ;ລົດໄຟໄດ້ຮ້ອງໄຫ້. ;0
ຜູ້ຊາຍກົດລົງກ່ຽວກັບ flap ຊຸ່ມຂອງຈົດຫມາຍສະບັບ. ;effect;ລາວໄດ້ໃສ່ປ້າຍໃສ່ຈົດຫມາຍ. ;ລາວປິດແວວ່ນຈົດຫມາຍໄວ້. ;1
ຫມູ່ເພື່ອນໄດ້ຂາດການຕິດຕໍ່. ;cause;ພວກເຂົາມີຄວາມສຸກໃນບໍລິສັດຂອງກັນແລະກັນ. ;ພວກເຂົາໄດ້ຍ້າຍໄປເມືອງຕ່າງກັນ. ;1
ຜູ້ບັນຊີໄດ້ໃຊ້ເງິນຂອງບໍລິສັດຢ່າງຜິດພາດ. ;effect;ນາງຖືກໄລ່ອອກຈາກຕໍາແຫນ່ງ. ;ນາງໄດ້ອອກພັກການເກີດລູກ. ;0
ຂ້ອຍເບິ່ງໂມງ. ;cause;ຂ້ອຍໄດ້ຍິນໂມງໄດ໋. ;ຂ້ອຍຢາກເບິ່ງເວລາ. ;1
ມືຂ້ອຍຖືກບີບ. ;cause;ຂ້ອຍຂຽນບົດຂຽນດ້ວຍມື. ;ຂ້ອຍແລະເມຍຈັບມືກັນ. ;0
ກະບອກໄດ້ແຫນ້ນຂຶ້ນ. ;cause;ຂ້ອຍປ່ຽນກະບະແລ້ວ ;ຂ້ອຍໄດ້ຫັນກະແຈ. ;1
ຄູ່ຜົວເມຍໄດ້ເຊັນສັນຍາເຊົ່າອາພາດເມັນ. ;effect;ຄູ່ຜົວເມຍໄດ້ຍ້າຍເຂົ້າໄປອາພາດເມັນ. ;ເມືອງໄດ້ປະນາມອາພາດເມັນ. ;0
ແມ່ຍິງນັ່ງຢູ່ຂ້າງນອກໃນ veranda ໄດ້. ;cause;ນາງຢາກເບິ່ງດວງຕາເວັນຕົກ. ;ນາງຄິດວ່າເຫັນກະແສໄຟ. ;0
ຜູ້ຊາຍຄົນນັ້ນໃສ່ເສື້ອກູ້ຊີບໃນນ້ໍາ. ;cause;ລາວບໍ່ໄດ້ລອຍນໍ້າ. ;ນ້ໍາບໍ່ເລິກ. ;0
ແມ່ຍິງຄົນນັ້ນໄດ້ເຮັດຜິດການພິມໃນເຄື່ອງປະມວນຜົນຂໍ້ຄວາມ. ;effect;ນາງໄດ້ລຶບເອກະສານນັ້ນ. ;ນາງໄດ້ກົດປຸ່ມ backspace. ;1
ສາວລາວໄດ້ພາກັນອວດອ້າງຕໍ່ຫມູ່ເພື່ອນຂອງນາງ. ;cause;ນາງໄດ້ຮັບຄະແນນບໍ່ດີ. ;ນາງໄດ້ຊະນະການແຂ່ງຂັນ. ;1
ສວນຫຍ້າມີດິນປຸ້ງ. ;cause;ມັນຝົນຕົກຢ່າງຫນັກໃນຕອນກາງຄືນ. ;ມັນເຕັມໄປດ້ວຍຫຍ້າ. ;0
ແມ່ຍິງຄົນນັ້ນນອນຫລັບໄປ. ;cause;ນາງໄດ້ພັກໃນໂຮງແຮມ. ;ນາງລືມຕັ້ງໂມງເຕືອນ. ;1
ຜູ້ຊາຍໃສ່ຄີມກັນແດດ. ;cause;ລາວນັ່ງຢູ່ບ່ອນເງົາ. ;ລາວໄປຫາດຊາຍ. ;1
ພວກນັກຄົ້ນຄວ້າໄດ້ພິສູດທິດສະດີດັ່ງກ່າວ. ;effect;ພວກນັກຄົ້ນຄວ້າໄດ້ຖອນທິດສະດີນັ້ນ. ;ສ່ວນບຸກຄົນໄດ້ຍອມຮັບທິດສະດີດັ່ງກ່າວ. ;1
ພວກແຟນບານທີ່ເກມໄດ້ຮ້ອງໄຫ້. ;cause;ເກມໄດ້ເຂົ້າສູ່ເວລາເສີມ. ;ຜູ້ຕັດສິນຕັດສິນຕັດສິນບໍ່ດີ. ;1
ຂ້ອຍໃສ່ລະຫັດເຂົ້າໃນລັອກ ;effect;ຂ້ອຍປິດລັອກ. ;ປິດລັອກຖືກເປີດ. ;1
ຝູງຊົນເພີ່ມທະວີຂຶ້ນ. ;effect;ພໍ່ໄດ້ມອບເງິນໃຫ້ລູກຊາຍ. ;ພໍ່ຈັບມືລູກຊາຍ ;1
ຫິມະໄດ້ປິດທາງຂີ່ລົດ. ;effect;ຂ້ອຍໄດ້ເກັບຫິມະມາເປັນກ້ອນຫິມະ. ;ຂ້ອຍໄດ້ເອົາຫິມະອອກໄປ. ;1
ພວກນັກເຮືອປັ່ນປ່າໄດ້ປັ່ນເຮືອປັ່ນປ່າຂອງພວກເຂົາ. ;effect;ເຮືອໄຄ໊ອກໄດ້ໄປເຖິງຝັ່ງ. ;ເຮືອໄຄ໊ອກໄດ້ຕໍາກັບຄື້ນຟອງ. ;0
ເດັກຍິງຄົນນັ້ນໄດ້ສູນເສຍການຄວບຄຸມລົດຈັກຂອງນາງ. ;effect;ນາງປ່ອຍລົດໄປ. ;ນາງໄດ້ຕໍາເຂົ້າໄປໃນຮົ້ວ. ;1
ຂ້ອຍເປີດພັດລົມ. ;effect;ນ້ໍາປົນໃສ່ຜິວຫນັງຂອງຂ້າພະເຈົ້າ. ;ຂ້ອຍຮູ້ສຶກວ່າອາກາດເຢັນຜ່ານໄປເທິງຂ້ອຍ. ;1
ພວກນັກ Surf ກັບຄືນໄປຫາດຊາຍ. ;cause;ພວກເຂົາຖືກຊຸ່ມ. ;ພວກເຂົາໄດ້ເຫັນປາຊ້າງ. ;1
ຂ້ອຍດຶງປັອກນ້ໍາອອກໃນຖ້ວຍອາບນ້ໍາ. ;effect;ນໍ້າໄຫລອອກຈາກຖ້ວຍ. ;ນ້ໍາໄຫລລົງມາເທິງພື້ນ. ;0
ຜົວຮູ້ສຶກຜິດໃຈ ຍ້ອນການຫຼອກລວງເມຍ ;effect;ລາວກ່າວຫານາງວ່າຜິດລໍາບາກ. ;ລາວໄດ້ສາລະພາບຄວາມຜິດຂອງລາວກັບນາງ. ;1
ເຄື່ອງສີດໃສ່ປ້າຍຖືກແຊ່. ;cause;ຂ້ອຍໄດ້ລໍຖ້າໃຫ້ເຄື່ອງພິມແຫ້ງ. ;ຂ້ອຍໄດ້ປົດນ້ໍາໃສ່ປ້າຍ. ;1
ເດັກຕື່ນຂຶ້ນມາຮ້ອງໄຫ້. ;cause;ລາວໄດ້ຝັນຮ້າຍ. ;ລາວໄດ້ປຽກຕຽງ. ;0
ເດັກຊາຍໄດ້ເອົາຕີນຂຶ້ນເທິງໂຕະ. ;effect;ພໍ່ຂອງເພິ່ນໄດ້ນັ່ງຢູ່ໂຕະ. ;ພໍ່ຂອງລາວໄດ້ສອນລາວ. ;1
ເພື່ອນຂອງຂ້ອຍຫັນຫົວໄປຫາຂ້ອຍ. ;cause;ຂ້ອຍຮ້ອງຊື່ລາວ. ;ຂ້ອຍສັ່ນແຂນ ;0
ລັດຖະບານກົດຂີ່ພົນລະເມືອງຂອງຕົນ ;effect;ປະຊາຊົນກໍ່ການກະບົດ. ;ປະຊາຊົນໄດ້ລົງທະບຽນລົງຄະແນນສຽງ. ;0
ເດັກຊາຍຄົນນັ້ນໄດ້ຫາຍໄປໃນປ່າ. ;effect;ລາວໄດ້ຕັ້ງເຕັນ. ;ລາວຮ້ອງຂໍຄວາມຊ່ວຍເຫຼືອ. ;1
ແມ່ຍິງຄົນນັ້ນໄດ້ເດີນທາງໄປຕ່າງປະເທດ. ;cause;ນາງຢາກຮຽນແຕ້ມຮູບ. ;ນາງຢາກຮຽນຮູ້ກ່ຽວກັບວັດທະນະທໍາອື່ນໆ. ;1
ຜູ້ຊາຍຄົນນັ້ນເປັນຕາອົກເຫັນໃຈກັບເພື່ອນຮ່ວມງານຂອງລາວ. ;cause;ເພື່ອນຮ່ວມງານຂອງລາວ ໄດ້ຮັບການເລື່ອນຊັ້ນ. ;ເພື່ອນຮ່ວມງານຂອງລາວເຮັດວຽກຊົ່ວຄາວ. ;0
ຜູ້ຊາຍໄດ້ເຫັນຄົນຕ່າງດາວ. ;cause;ລາວກໍາລັງມີອາການຈິດໃຈຜິດ. ;ລາວກໍາລັງສະມາທິ ;0
ຜົມຂອງຜູ້ຊາຍນັ້ນ ກາຍເປັນສີບົວ. ;cause;ລາວເອົານ້ໍາຂາວໃສ່ມັນ. ;ລາວເອົາຊາມໂບໃສ່ມັນ. ;0
ນັກສິລະປິນໄດ້ສ້າງຜົນງານໃຫມ່. ;cause;ນາງໄດ້ຕໍາຫນິຕິຕຽນວຽກງານກ່ອນຫນ້ານີ້ຂອງນາງ. ;ນາງຮູ້ສຶກວ່າການສະທ້ອນຂອງແຮງບັນດານໃຈ. ;1
ລູກ ຊາຍ ໄດ້ ຍ້າຍ ອອກ ຈາກ ບ້ານ. ;cause;ລາວຖືກປ່ອຍອອກຈາກກອງທັບ. ;ລາວກໍາລັງຈະໄປຮຽນຢູ່ມະຫາວິທະຍາໄລ. ;1
ປຶ້ມຕ່າງໆຕົກຈາກຕູ້ປຶ້ມ. ;cause;ບັນດາຕູ້ມີຝຸ່ນປົກຫຸ້ມຢູ່. ;ແຜ່ນດິນໄຫວໄດ້ສັ່ນສະເທືອນຕູ້ປື້ມ. ;1
ໄຟຟ້າໃນເຮືອນຂ້ອຍຖືກຕັດອອກ. ;effect;ຂ້ອຍເປີດໄຟ. ;ຂ້ອຍໄດ້ຕັ້ງຄ່າເຄື່ອງຕັດໄຟຟ້າຄືນໃຫມ່. ;1
ພວກເຮົາໄດ້ຂີ່ລົດໄຟ roller coaster. ;cause;ມັນເບິ່ງຫນ້າຢ້ານ. ;ມັນເບິ່ງຄືວ່າມ່ວນ. ;1
ຖົງຂອງເຂົ້າຈີ່ປຸ໋ກເລີ່ມແຕກ. ;cause;ຂ້ອຍຖອກແປ້ງໃສ່ຖົງ. ;ຂ້ອຍເຮັດມັນຮ້ອນໃນໄມໂຄເວຟ. ;1
ຕົ້ນໄມ້ຕົກໃສ່ສາຍໄຟຟ້າ. ;effect;ໄຟຟ້າໃນຄຸ້ມບ້ານໄດ້ຫມົດ. ;ການຄາດຄະເນອາກາດໄດ້ຄາດຄະເນລົມແຮງ. ;0
ຜູ້ກ່າວຄໍາປາໄສໄດ້ກ່າວຄໍາເຫັນທີ່ຜິດພາດທາງດ້ານການເມືອງ. ;effect;ລາວເຮັດໃຫ້ຜູ້ຊົມອິດເມື່ອຍ. ;ລາວໄດ້ທໍາຮ້າຍຜູ້ຊົມ. ;1
ຂ້ອຍໄດ້ປືນຕົວເອງດ້ວຍປ້າຍ. ;effect;ນໍ້າຫອມໄຫລລົງຈາກຫນ້າຂ້ອຍ. ;ເລືອດໄຫຼລົງມາໃສ່ນິ້ວມືຂອງຂ້ອຍ. ;1
ປາລອຍຢູ່ເທິງພື້ນຂອງຖັງ. ;cause;ມັນອຶດຢາກ. ;ມັນຕາຍແລ້ວ. ;1
ສຽງຂອງຜູ້ຊາຍໄດ້ສຽງ hoarse. ;cause;ລາວເປັນພະຍາດໄຂ້ຫວັດ. ;ລາວຢຸດສູບຢາແລ້ວ. ;0
ປະຕູເລັບໄດ້ເປີດຂຶ້ນ. ;cause;ລີຟອດໄດ້ໄປຮອດຊັ້ນທີ່ຖືກກໍານົດໄວ້. ;ລີຟອດຖືກຕິດຢູ່ລະຫວ່າງຊັ້ນ. ;0
ໄວລຸ້ນໄດ້ລີ້ອອກຈາກເຮືອນ. ;cause;ລາວຕົວະພໍ່ແມ່ລາວ. ;ພໍ່ແມ່ຂອງເພິ່ນໄດ້ສັ່ງໃຫ້ເຂົາຢູ່ເຮືອນ. ;1
ຫ້ອງນ້ໍາຖືກນໍ້າຖ້ວມ. ;cause;ຫ້ອງນໍ້າໄຫລອອກໄປ. ;ເຄື່ອງເຮັດຄວາມຮ້ອນນ້ໍາແຕກ. ;0
ຫມານ້ອຍຢູ່ໃກ້ເຈົ້າຂອງ ;cause;ເຈົ້າຂອງຫມາໄດ້ໃສ່ຄໍຫມາ. ;ເຈົ້າຂອງຫມາໄດ້ຈັບຫມານ້ອຍໄວ້. ;1
ຜູ້ຊາຍໄດ້ຈັບພາບສະທ້ອນຂອງລາວ. ;cause;ລາວຢືນຢູ່ໃຕ້ຕົ້ນໄມ້ທີ່ກວ້າງໃຫຍ່. ;ລາວຢືນຢູ່ເທິງທະເລສາບທີ່ງຽບສະຫງົບ. ;1
ຂ້ອຍພາດການໂທຫາຂອງແຟນຂອງຂ້ອຍ. ;effect;ຂ້ອຍໂທຫານາງຄືນ. ;ຂ້ອຍໄດ້ພົບກັບນາງໃນເວລາກິນເຂົ້າແລງ. ;0
ຄອບຄົວໄດ້ຄົ້ນຫາໃນຄຸ້ມບ້ານ. ;cause;ຫມາ ຂອງ ເຂົາ ເຈົ້າ ໄດ້ ຫນີ ຈາກ ບ້ານ. ;ເຄື່ອງປະດັບທີ່ແພງຫາຍໄປຈາກເຮືອນຂອງພວກເຂົາ. ;0
ຂ້ອຍເຫັນລົມຫາຍໃຈຂອງຂ້ອຍເມື່ອຂ້ອຍຫາຍໃຈອອກ. ;cause;ສະພາບອາກາດເຢັນ. ;ຂາຂອງຂ້າພະເຈົ້າຮູ້ສຶກແຫນ້ນແຟ້ນ. ;0
