premise;question;choice1;choice2;label
Die man het slaapmedikasie geneem. ;effect;Hy het lomerig geword. ;Hy het koors gehad. ;0
Die vrou het teen die bank gestamp. ;effect;Die been van die bank het los geword. ;Sy het haar knie gebreek. ;1
Die seun het die ballon vasgepers. ;effect;Die ballon het gebars. ;Die ballon het weggevlieg. ;0
Hulle het in hulle hotelkamer ingetrek. ;effect;Hulle het hulle koffers uitgepak. ;Hulle het na die lughawe gegaan. ;0
Ek het in die perske gebyt. ;effect;Die perske is gebreek. ;Sap uitgestort. ;1
My hande het klewerig geword. ;cause;Ek het 'n donut geëet. ;Ek het 'n soetgees gehad. ;0
Ek het die deur gedruk. ;effect;Die deur het oopgegaan. ;Die deur is gesluit. ;0
Aktiviste het die produkte geboikot. ;cause;Die produkte is getoets vir gehalteversekering. ;Die produkte is deur kinderarbeid vervaardig. ;1
Ek het 'n gat in die muur geboor. ;effect;'n Muis het uit die gat gekruip. ;Stof het uit die gat geblaas. ;1
Die vrou was afgunstig op haar suster. ;cause;Haar suster was gelukkig. ;Haar suster het geskei. ;0
Ek het wyn op my hemp gemors. ;effect;Ek het 'n voorskoot aangetrek. ;Ek het my hemp verander. ;1
Die kassier het die kasregister oopgemaak. ;cause;Die kliënt het sy beursie deursoek. ;Die klant het haar geld gegee. ;1
Die straatmusiekant het' n skare aangetrek. ;effect;Mense het hom geld gegee. ;Hy het die skare weggestuur. ;0
Die seuntjie het na sy oppasser toe gehuil. ;cause;Hy het sy ouers gemis. ;Dit was snack tyd. ;0
Die vlieënier se radar het 'n storm opgemerk. ;effect;Die vlieënier het van die storm af weggeseil. ;Die vlieënier het deur die storm gevlieg. ;0
Die boom het sy blare laat val. ;effect;Die blare het kleure aangeneem. ;Die blare het op die grond opgehoop. ;1
Die seun was in 'n kwaadwillige bui. ;effect;Hy het besluit om 'n kaartspel met sy suster te speel. ;Hy het besluit om 'n grap met sy suster te maak. ;1
Die kind het gekla dat hy badkamer toe moes gaan. ;effect;Sy pa het hom 'n koeldrank gegee om te drink. ;Sy pa het die motor by 'n vulstasie gestop. ;1
Die kind het visvoer in die tenk gestort. ;effect;Die vis het uit die tenk gespring. ;Die vis het na die kos toe geswem. ;1
Die vrou se politieke beskouings het verander. ;effect;Sy het haar party se lidmaatskap verander. ;Sy het 'n protes aangevoer. ;0
Die badkamer wasbak was verstop. ;effect;Ek het die kraan oopgemaak. ;Ek het dreinreiniger daarin gegooi. ;1
Die passasiers het van die trein afgeklim. ;cause;Die trein het by die stasie aangekom. ;Die trein het sy fluitjie geblaas. ;0
Die man druk op die klam flap van die koevert. ;effect;Hy het 'n seël op die koevert gesit. ;Hy het die koevert toegemaak. ;1
Die vriende het nie meer kontak gehad nie. ;cause;Hulle het mekaar se geselskap geniet. ;Hulle het na verskillende stede getrek. ;1
Die rekenmeester het die maatskappy se fondse verkeerd bestuur. ;effect;Sy is van haar posisie ontslaan. ;Sy het met kraamverlof gegaan. ;0
Ek het na die horlosie gekyk. ;cause;Ek het die klok hoor tik. ;Ek wou die tyd kyk. ;1
My hand het krampe gekry. ;cause;Ek het die opstel met die hand geskryf. ;Ek en my vrou het hande aan hande gehou. ;0
Die bout het gespan. ;cause;Ek het die bout vervang. ;Ek het die sleutel gedraai. ;1
Die egpaar het 'n huurkontrak vir 'n woonstel geteken. ;effect;Die egpaar het in die woonstel ingetrek. ;Die stad het die woonstel verbied. ;0
Die vrou het buite op die stoep gesit. ;cause;Sy wou die sonsondergang sien. ;Sy het gedink sy het 'n weerlig gesien. ;0
Die man het 'n reddingsbaadjie in die water gedra. ;cause;Hy kon nie swem nie. ;Die water was vlak. ;0
Die vrou het 'n tikfout in die woordverwerker gemaak. ;effect;Sy het die dokument uitgevee. ;Sy druk die agterste sleutel. ;1
Die meisie het met haar vriende gespog. ;cause;Sy het 'n slegte graad gekry. ;Sy het 'n wedstryd gewen. ;1
Die grasperk was modderig. ;cause;Dit het oornag gegooi. ;Dit was vol onkruid. ;0
Die vrou het oorgeslaap. ;cause;Sy het die nag in 'n hotel oorgebly. ;Sy het vergeet om haar wekker in te stel. ;1
Die man het sonbrandmiddel aangetrek. ;cause;Hy het in die skaduwee gesit. ;Hy het na die strand gegaan. ;1
Die navorsers het die teorie bewys. ;effect;Die navorsers het die teorie teruggetrek. ;Individue het die teorie aanvaar. ;1
Die ondersteuners by die wedstryd het gejuig. ;cause;Die wedstryd het in verlenging begin. ;Die skeidsregter het 'n slegte besluit geneem. ;1
Ek het my kombinasie op die slot ingevoer. ;effect;Ek het die slot gesluit. ;Die slot het oopgeslaan. ;1
Die skare het al hoe meer saamgestem. ;effect;Die vader het vir sy seun geld gegee. ;Die vader het sy seun se hand gegryp. ;1
Die sneeu het die oprit geblokkeer. ;effect;Ek het die sneeu in 'n sneeubal versamel. ;Ek het die sneeu uit die pad geskuif. ;1
Die kajakryers het hulle roeiers gery. ;effect;Die kajak het die strand bereik. ;Die kajak het 'n golf getref. ;0
Die meisie het beheer oor haar fiets verloor. ;effect;Sy het die stuur losgelaat. ;Sy het in 'n heining gekraak. ;1
Ek het die fan aan. ;effect;Water het op my vel gesprinkel. ;Ek het gevoel hoe koel lug oor my kom. ;1
Die branderplankryers het na die strand teruggekeer. ;cause;Hulle was nat. ;Hulle het 'n haai gesien. ;1
Ek het die afvoerprop in die bad gehaal. ;effect;Die water het uit die bad gestort. ;Die water het op die vloer gespat. ;0
Die man het skuldig gevoel omdat hy sy vrou bedrieg het. ;effect;Hy het haar van ontrouheid beskuldig. ;Hy het sy ontrouheid aan haar bely. ;1
Die ink op die plakkaat is gesmeer. ;cause;Ek het gewag totdat die ink droog is. ;Ek het water op die plakkaat gemors. ;1
Die kind het skree wakker geword. ;cause;Hy het 'n nagmerrie gehad. ;Hy het in die bed gepynig. ;0
Die seun het sy voete op die tafel gesit. ;effect;Sy pa het by die tafel gaan sit. ;Sy pa het hom 'n les geleer. ;1
My vriend het sy kop in my rigting gedraai. ;cause;Ek het sy naam uitgeroep. ;Ek het met my arms gewaai. ;0
Die regering het sy burgers onderdruk. ;effect;Die burgers het in opstand gekom. ;Die burgers het geregistreer om te stem. ;0
Die seun was in die bos verdwaal. ;effect;Hy het 'n tent opgeslaan. ;Hy het om hulp geskree. ;1
Die vrou het oorsee gereis. ;cause;Sy wou leer hoe om te teken. ;Sy wou van ander kulture leer. ;1
Die man was jaloers op sy werksmaat. ;cause;Sy werksmaat het 'n bevordering gekry. ;Sy werksmaat het laat gewerk. ;0
Die man het buitelanders gesien. ;cause;Hy het hallusinasies gehad. ;Hy het gemediteer. ;0
Die man se hare het blou geword. ;cause;Hy het bleikmiddel daarin gesit. ;Hy het sjampoe daarin gesit. ;0
Die kunstenaar het nuwe werk geskep. ;cause;Sy het haar vorige werk gekritiseer. ;Sy het 'n beroerte van inspirasie. ;1
Die seun het van die huis af weggetrek. ;cause;Hy is uit die weermag ontslaan. ;Hy was op pad universiteit toe. ;1
Boeke het uit die boekrak geval. ;cause;Die rakke was met stof bedek. ;'n Aardbewing het die boekrak geskud. ;1
Die elektrisiteit in my huis het af. ;effect;Ek het 'n lig aangesteek. ;Ek het die stroomafbreker teruggesit. ;1
Ons het op die berg- en berghelling gery. ;cause;Dit het eng gelyk. ;Dit het lekker gelyk. ;1
Die sak popcorn het begin pop. ;cause;Ek het botter in die sak gegooi. ;Ek het dit in die mikrogolfoond verhit. ;1
'n Boom het op die kraglyn geval. ;effect;Die elektrisiteit in die buurt het uitgegaan. ;Die voorspelling het sterk winde voorspel. ;0
Die spreker het polities onkorrekte opmerkings gemaak. ;effect;Hy het die gehoor verveeld. ;Hy het die gehoor beledig. ;1
Ek het myself met die speld gesteek. ;effect;'n Sweetdruppel het van my gesig af gestort. ;'n Druppel bloed het op my vinger gevorm. ;1
Die vis het op die oppervlak van die tenk geswem. ;cause;Dit was honger. ;Dit was dood. ;1
Die man se stem het hees geklink. ;cause;Hy het verkoue gehad. ;Hy het ophou rook. ;0
Die hysbakdeure het oopgegaan. ;cause;Die hysbak het by die aangewese vloer aangekom. ;Die hysbak het tussen die verdiepings vasgeval. ;0
Die tiener het uit die huis gesluip. ;cause;Hy het vir sy ouers gelieg. ;Sy ouers het hom huis toe gestuur. ;1
Die badkamer is oorstroom. ;cause;Die toilet het oorstroom. ;Die waterverwarmer het gebreek. ;0
Die hondjie het naby sy eienaar gebly. ;cause;Die eienaar het 'n kraag aan die hondjie gesit. ;Die eienaar het die hondjie aan 'n leiband gehou. ;1
Die man het sy weerspieëling gesien. ;cause;Hy het onder die uitgestrekte boom gestaan. ;Hy het oor die rustige meer gestaan. ;1
Ek het my vriendin se telefoonoproep gemis. ;effect;Ek het haar terug gebel. ;Ek het haar vir aandete ontmoet. ;0
Die gesin het die omgewing deursoek. ;cause;Hulle hond het van die huis af weggehardloop. ;Duur juweliersware het uit hulle huis verdwyn. ;0
Ek het my asem gesien toe ek uitasem. ;cause;Die weer was koud. ;My bors het styf gevoel. ;0
Die werknemers het 'n vakbond gevorm. ;cause;Hulle wou beter werksomstandighede hê. ;Hulle werkgewer het hulle salarisse verhoog. ;0
Ek het 'n appeltert gebak. ;effect;'n Rotgeur het die kombuis gevul. ;'n Warm aroma het die kombuis gevul. ;1
Die vrou het gesukkel om te loop. ;cause;Sy het hoë hakke gedra. ;Sy het haar skoene uitgetrek. ;0
Stoom het uit die pot water opgekom. ;cause;Die water het gekook. ;Ek het die pot bedek. ;0
Al my sokkies was in die wasgoedwinkel. ;effect;Ek het sandale gedra. ;Ek het stewels gedra. ;0
Die politikus se argument is as absurd beskou. ;effect;Hy het die steun van kiesers verloor. ;Hy is van korrupsie beskuldig. ;0
Almal het die paartjie se verlowing afgekeur. ;effect;Die egpaar het swanger geword. ;Die egpaar het weggeloop. ;1
Die gebou is aan die miljoenêr gewy. ;cause;Die miljoenêr wou hê dat die gebou afgebreek moet word. ;Die miljoenêr het die fondse bygedra om dit te bou. ;1
Die verkoopsgenoot het die meisie daarvan beskuldig dat sy gesteel het. ;cause;Die verkoopspersoon het gesien hoe die meisie goedere in haar beursie sit. ;Die verkoopspersoon het die meisie gehelp om die beursie te vind waarvan sy gehou het. ;0
Die land het die oorlog teen die naburige gebied verklaar. ;effect;Soldate is uitgestuur om te veg. ;Soldate is met hulle gesinne herenig. ;0
Die hof het die omstrede uitspraak gehandhaaf. ;effect;'n Onluste het voor die hofsaal uitgebreek. ;'n Paartjie het voor die hof geloftes afgelê. ;0
Die meisie het iets wat brand, geruik. ;cause;Sy het die koekies uit die pot gehaal. ;Sy het die koekies in die oond gelos. ;1
Dit het soos 'n stortreën begin reën. ;effect;Die storm het vererger. ;Ek het haastig ingegaan. ;1
Die gebou is ontruim. ;cause;Die hysbak het opgehou werk. ;Die brandalarm het afgetrek. ;1
Die vader het sy seun se alkoholisme gehaat. ;effect;Die pa het vir sy seun 'n bier gekoop. ;Die vader het sy seun uit die huis gegooi. ;1
Die prokureur het die trappe na haar kantoor opgegaan. ;cause;Die sekretaresse het vir die dag huis toe gegaan. ;Die hysbak was nie in werking nie. ;1
Die man het sy vriend geïrriteer. ;cause;Sy vriend het hom onderbreek. ;Sy vriend het vir hom middagete gekoop. ;0
Die meisie het haar geld aan die kassier gegee. ;effect;Die kassier het die meisie haar wisselgeld gegee. ;Die kassier het vergeet om die meisie 'n kwitansiekoers te gee. ;0
Die vrou is in 'n rolstoel gesit. ;cause;Sy is verlam ná 'n ongeluk. ;Sy het in 'n draagbaar die hospitaal ingekom. ;0
Burgers het die nasionale vlag buite hulle huise opgehang. ;cause;Die land het sy onafhanklikheid herdenk. ;Die land het ekonomiese probleme ondervind. ;0
Die span het die toernooi verloor. ;effect;Hulle het hulle aanhangers teleurgestel. ;Hulle het hulle aanhangers geïnspireer. ;0
My vriend het daarop gewys dat ek kos tussen my tande gehad het. ;effect;Ek het skaam gevoel. ;Ek was trots. ;0
Die seun het nie sy geskiedeniseksamen geslaag nie. ;cause;Hy het aandag gegee in die klas. ;Hy het vergeet om te studeer. ;1
Die gebou in die middestad het ineengestort. ;cause;'n Aardbewing het die stad getref. ;Misdaadsyfers in die stad het toegeneem. ;0
Die man se vriendin het met hom gebreek. ;effect;Hy het haar gesmeek om hom terug te neem. ;Sy het hom aan haar ouers voorgestel. ;0
Die twee kinders het gelyktydig die bal probeer haal. ;effect;Die bal het weggerol. ;Hulle koppe het mekaar geklop. ;1
Die wasbeer het die vullisbak deursoek. ;cause;Daar was karton in die asblik. ;Die deksel was van die asblik af. ;1
Die seun het die potlood geslyp. ;cause;Dit was goedkoop. ;Dit was saai. ;1
Die kassier het die vrou geweier om die geld terug te betaal vir die rok. ;cause;Sy het haar kwitansies verloor. ;Die rok het nie pas nie. ;0
Die skrape op my vel was diep. ;effect;Dit het vinnig genees. ;Dit het 'n litteken agtergelaat. ;1
Die man het vreemde blikke van passasiers in die trein ontvang. ;cause;Hy het na die grond gekyk. ;Hy het met homself gepraat. ;1
Die kind het kruimels op die vloer gelaat. ;effect;Miere het na die kruimels gekruip. ;Die kind het die brood weggegooi. ;0
Die vrou het haar suster 'n sakdoek gegee. ;cause;Die vrou se suster het haar hande saamgevou. ;Die vrou se suster het begin huil. ;1
Die man het 'n muntstuk geneem. ;cause;Sy lippe was geskeur. ;Hy was bekommerd oor slegte asem. ;1
Die egpaar het vroeg vertrek vir die vertoning. ;cause;Hulle het die verkeer rondom die teater verwag. ;Hulle het die pad na die teater. ;0
Die vrou het nie by die werk gebly nie. ;effect;Haar baas het haar geprys. ;Haar werksmaat het haar gedek. ;1
Die man het die aktiviste se petisie onderteken. ;cause;Hy het hulle saak ondersteun. ;Hy het hulle as kranksinnig bestempel. ;0
Die akteur se hart het gevlieg voor sy optrede. ;cause;Hy het verhoogvrees gehad. ;Hy het sy woorde uit sy kop geleer. ;0
Ek was verlore. ;effect;Ek het my kontant getel. ;Ek het 'n kaart uitgerol. ;1
Die ryp vrugte het in die son gebly. ;effect;Dit is geëet. ;Dit het versmoor. ;1
Die motor het gebreek. ;cause;Ek het die ontsteking aangeskakel. ;Die enjin het oorverhit. ;1
Die man het sy rug seergemaak. ;effect;Hy het 'n psigiater gaan sien. ;Hy het 'n paar dae lank in die bed gebly. ;1
Ek het 'n vuur in die kaggel aangesteek. ;cause;Ek het nie meer hout gehad nie. ;Dit was koud in die huis. ;1
Die vrou het opgehou hardloop. ;cause;Sy het 'n kramp in haar sy gekry. ;Sy het 'n tweede asem gekry. ;0
Ek het aan my buurman se deur geklop. ;effect;My buurman het my ingenooi. ;My buurvrou het haar huis verlaat. ;0
Die vrou het van frustrasie gesug. ;cause;Haar man het haar bekommernisse verkeerd verstaan. ;Haar man het haar met 'n afskeidskus gegroet. ;0
Die onderwyser het die student geprys. ;cause;Die student het die vraag korrek beantwoord. ;Die student het gehuiwer om die vraag te beantwoord. ;0
Die vrou het geen eiers meer gehad nie. ;effect;Sy het na die plaas gegaan. ;Sy het na die supermark gegaan. ;1
Ek het 'n ou vriend ontmoet. ;effect;Ek het 'n geheim aan hom bekend gemaak. ;Ek het hom 'n drukkie gegee. ;1
Die vrou het geweier om in die meer te gaan. ;cause;Sy het 'n vis gevang. ;Dit het besmet gelyk. ;1
Die student het nat na die klas aangekom. ;cause;Sy sambreel was stukkend. ;Sy fiets is gesteel. ;0
Die wyser op die rekenaarskerm het beweeg. ;cause;Die gebruiker het op die muis geklik. ;Die gebruiker het die muis verskuif. ;1
Die bestuurder het 'n ompad geneem. ;cause;Daar was 'n ongeluk op die hoofweg. ;Sy het die vragmotor voor haar gevolg. ;0
Ek het die nat linne op die buitenshuise waslyn gehang. ;effect;Die linne het droog geword. ;Die linne vlek. ;0
Die vrou het haar sonbril aangetrek. ;cause;Die sonlig was helder. ;Sy het 'n taxi geroep. ;0
Die man het na die naghemel gekyk. ;cause;Hy wens dit was somer. ;Hy het gedink dit is pragtig. ;1
Ek was uitgeput. ;effect;Ek het vroeg gaan slaap. ;Ek het die hele nag wakker gebly. ;0
Die man het na die kapper gegaan. ;cause;Hy het sy hare laat groei. ;Sy hare het lank geword. ;1
Die seun het sy nuwe klasmaat op die verkeerde manier uitgebuit. ;cause;Die seun het die nuwe klasmaat verwelkom. ;Die seun het nie van die nuwe klasmaat gehou nie. ;1
Ek het 'n glas melk gesoek. ;cause;Ek het koekies geëet. ;Ek het brood gebak. ;0
Dit het begin reën. ;effect;Die bestuurder het die hoofligte aangesteek. ;Die bestuurder het die motor in die agterste rigting geskuif. ;0
Die parkeerterrein van die gebou was leeg. ;effect;Ek het oorkant die straat geparkeer. ;Ek het naby die ingang geparkeer. ;1
Die skrywer het haar sperdatum vir die voorlegging van die konsep gemis. ;cause;Sy het 'n skrywersblok gehad. ;Sy het die konsep geredigeer. ;0
Die medewerker het opgehang. ;cause;Ek het gevra om met 'n toesighouer te praat. ;Ek het my identifikasie nommer gegee. ;0
Die wind het deur die oop venster geblaas. ;effect;Die deurbel het geklink. ;Die gordyne het geskud. ;1
Die elektrisiteit in my huis het af. ;cause;Ek het die lamp uitgekap. ;Ek het 'n lont geblaas. ;1
Die gewigopteller het gegrom. ;cause;Hy het sy spiere in die spieël gebreek. ;Hy het die balk oor sy kop opgelig. ;1
Die student het die berekeninge in sy kop probeer doen. ;effect;Hy het 'n sakrekenaar uitgetrek. ;Hy het verward geraak. ;1
Die baba het aan die slaap geraak. ;cause;Die pa het die baba se luier verander. ;Die vader het die baba saggies geskud. ;1
Die meisie het die waterballon na die seun gegooi. ;effect;Die seun het 'n skok gekry. ;Die seun het nat geword. ;1
Die fotograaf het vergeet om die flits op die kamera te gebruik. ;effect;Die foto's het vaag geblyk. ;Almal op die foto's het geweier om te glimlag. ;0
Ek het die uitnodiging na die verjaardagpartytjie afgekeur. ;cause;Ek was eensaam. ;Ek was nie in die stad nie. ;1
Ek het oefeninge gedoen. ;cause;Ek het energiek gevoel. ;Ek was bang. ;0
Ek het die nat spons uitgedruk. ;effect;Dit het water opgeneem. ;Water het daaruit uitgelek. ;1
Die vakansiegangers het' n veerboot na die oord geneem. ;cause;Die oord was vol. ;Die oord was op 'n eiland. ;1
Die tiener het 'n tatoeëermerk gekry. ;cause;Sy was bang vir naalde. ;Sy wou in opstand kom. ;1
'n Onbekende motor wat voor my huis geparkeer is. ;effect;Ek het agterdogtig geword. ;Ek het die polisie gebel. ;0
Die misdadiger het homself oorgegee. ;cause;Die bewyse het hom in die saak betrek. ;Daar was geen bewyse teen hom nie. ;0
Die swaargewig man het besluit om gewig te verloor. ;effect;Hy het van die lekkers ontslae geraak. ;Hy het kafeïen vermy. ;0
Die meisie het op die ys getrap. ;effect;Sy het glip. ;Sy het getrek. ;0
Die vrou het ringetjies onder haar oë gehad. ;cause;Sy het die hele nag wakker gebly. ;Sy het haar seun bed toe gesit. ;0
Lava het uit die vulkaan gevloei. ;cause;Die vulkaan het uitgebars. ;Die vulkaan was slapend. ;0
Die vrou het haar skoene aangetrek. ;cause;Sy het almal op die partytjie geken. ;Sy wou die partytjie verlaat. ;1
Ek het die tolhuis bediende betaal. ;effect;Sy het my deur die tolhokkie laat gaan. ;Sy het my by die tolhuis laat wag. ;0
Die uitvoerende hoof het bankrot geraak. ;cause;Hy het sy maatskappy-aandeel verkoop. ;Hy het sy fortuin vermors. ;1
Die man het na die dokter toe gegaan. ;cause;Die dokter was op verlof. ;Die man het siek gevoel. ;1
Ek het my slaapkamer deur die venster verlaat. ;cause;Die huis het gebrand. ;Die huis was leeg. ;0
Die seun se vingers het afgekap. ;cause;Hy het lank gedoucheer. ;Hy het sy hande met seep gespuit. ;0
Ek spuit die melk uit. ;cause;Die melk het suur gesmaak. ;My mond was droog. ;0
Ek het die bus gemis. ;effect;Ek was vroeg by die werk. ;Ek was laat vir werk. ;1
Die vragmotor het met die motor gebots. ;effect;Die vragmotor het versnel. ;Die motor is gebreek. ;1
Die span het die wedstryd in hulle guns gemanipuleer. ;effect;Hulle het gewen. ;Hulle het uitgetree. ;0
Die soda bottel het gesis. ;cause;Ek het die bottel omgedraai. ;Ek het die pet afgedraai. ;1
Die seun is uit sy huis toegesluit. ;effect;Hy het deur 'n oop venster ingekruip. ;Hy het op die dak geklim. ;0
Die deurbel het geklink. ;effect;Die besoeker het op die deur geklop. ;Die vrou het deur die sleutelgat in die deur gekyk. ;1
Die man het sy pak gevlek. ;effect;Hy het dit in die stomerij laat skoonmaak. ;Hy het dit in sy kas opgehang. ;0
Die meisie het die buis tandpasta uitgedruk. ;effect;Die tandpasta het uit die buis gespuit. ;Die meisie het die tandepasta uitgespuit. ;0
Die aantal burgerlike sterftes weens die oorlog het toegeneem. ;effect;Pasifiste het 'n protes gehou. ;Pasifiste het 'n optog gehou. ;0
Die meisie het die lint uit haar hare geruk. ;cause;Sy het die lint vasgemaak. ;Die lint het kinderig gelyk. ;1
Die man het plastiese chirurgie ondergaan. ;effect;Hy het oud geword. ;Hy het jonger gelyk. ;1
Uit die eier het 'n jong hoender gekom. ;cause;Die eier het uitgebroei. ;Ek het die eier gebreek. ;0
Die gevangene het honger gesterf. ;effect;Hy is dood. ;Hy het gevlug. ;0
Die man het sy balans op die leer verloor. ;effect;Hy het op die leer geklim. ;Hy het van die leer af geval. ;1
Die kind het geborsel. ;cause;Hy het 'n sluk soda gedrink. ;Hy het die soda blik oopgemaak. ;0
'n Koue stroom het deur die venster ingekom. ;effect;Ek het ontspan. ;Ek het geskrik. ;1
Die student het 'n beurs ontvang om universiteit toe te gaan. ;cause;Haar klasmaats het haar gerespekteer. ;Sy het goeie grade gekry. ;1
Die meisie het die seun uitgelag. ;cause;Sy het langs hom gewoon. ;Sy was verlief op hom. ;1
Die honger swerwer het kos gesteel. ;cause;Hy het mense tot jammerte aangetrek. ;Hy het nie geld gehad nie. ;1
Ek het my vriend gebel om te gesels. ;cause;Ek wou privaatheid hê. ;Ek het eensaam gevoel. ;1
Die man het sy hand na my uitgestrek. ;effect;Ek het sy hand geskud. ;Ek het hom geslaan. ;0
Ek het weggekruip. ;cause;Die vuurwerke het in die lug opgeblaas. ;Die frisbee het na my kop toe gevlieg. ;1
Die meisie het haar naels gebyt. ;cause;Sy was bekommerd. ;Sy was verbaas. ;0
Ek het die bladsy op die kalender omgedraai. ;cause;Ek het 'n afspraak op die kalender gemerk. ;Dit was die begin van 'n nuwe maand. ;1
Die man het uitgevind dat sy vrou' n verhouding met' n ander man het. ;effect;Hy het sy prokureur afgedank. ;Hy het vir egskeiding aansoek gedoen. ;1
Die meisie het die rubberbal laat val. ;effect;Die bal het gespring. ;Die bal het gloei. ;0
Die meisie het 'n fout gemaak by haar eksamen. ;effect;Sy het die antwoord raai. ;Sy het haar antwoord uitgewis. ;1
Die speler het sy teenstander aangepak. ;effect;Sy teenstander het die pas gevang. ;Sy teenstander het op die grond geval. ;1
Ek het die tamaties van die wingerdstokke gepluk. ;cause;Hulle was ryp. ;Ek het hulle natgemaak. ;0
Die man wou romanties optree. ;effect;Hy het sy eks-vriendin vir middagete ontmoet. ;Hy het vir sy vriendin sjokolade gekoop. ;1
Die kwik in die termometer het gestyg. ;cause;Ek het die termometer laat val. ;Die weer het warmer geword. ;1
'n Tornado het deur die dorp gekom. ;effect;Die dak van die hofgebou het afgegaan. ;Die snelweg het gevaarlik ys geword. ;0
