premise;question;choice1;choice2;label
El edificio estaba dedicado al millonario. ;cause;El millonario quería que derribaron el edificio. ;El millonario aportó los fondos para construirlo. ;1
El socio de ventas acusó a la chica de robar. ;cause;El vendedor vio a la chica poner mercancía en su bolso. ;El vendedor ayudó a la chica a encontrar el bolso que le gustaba. ;0
El país declaró la guerra al territorio vecino. ;effect;Los soldados fueron enviados a luchar. ;Los soldados se reunieron con sus familias. ;0
El tribunal confirmó el controvertido fallo. ;effect;Se desató un motín frente al juzgado. ;Una pareja intercambió votos frente al juzgado. ;0
La chica olió algo quemado. ;cause;Ella sacó las galletas del frasco. ;Dejó las galletas en el horno. ;1
La lluvia estaba cayendo a picadas. ;effect;La tormenta empeoró. ;Corrí para entrar. ;1
El edificio fue evacuado. ;cause;El ascensor dejó de funcionar. ;La alarma de incendio se ha disparado. ;1
El padre se resentía del alcoholismo de su hijo. ;effect;El padre le compró una cerveza a su hijo. ;El padre echó a su hijo de la casa. ;1
La abogada subió las escaleras a su oficina. ;cause;La secretaria se fue a casa por el día. ;El ascensor estaba fuera de servicio. ;1
El hombre se molestó con su amigo. ;cause;Su amigo lo interrumpió. ;Su amigo le compró el almuerzo. ;0
La chica le dio su dinero al cajero. ;effect;El cajero le dio al cambio a la chica. ;El cajero se olvidó de darle a la chica un recibo. ;0
La mujer fue puesta en una silla de ruedas. ;cause;Ella quedó paralizada en un accidente. ;Entró en el hospital en una camilla. ;0
Los ciudadanos colgaron la bandera nacional fuera de sus casas. ;cause;El país estaba conmemorando su independencia. ;El país estaba enfrentando dificultades económicas. ;0
El equipo perdió el torneo. ;effect;Ellos decepcionaron a sus fans. ;Ellos inspiraron a sus fans. ;0
Mi amigo me dijo que tenía comida atrapada entre los dientes. ;effect;Me sentí avergonzado. ;Me sentí orgulloso. ;0
El chico no aprobó su examen de historia. ;cause;Él prestó atención en clase. ;Se olvidó de estudiar. ;1
El edificio del centro se derrumbó. ;cause;Un terremoto azotó la ciudad. ;El índice de delincuencia en la ciudad aumentó. ;0
La novia del hombre rompió con él. ;effect;Él le rogó que lo aceptara de vuelta. ;Ella lo presentó a sus padres. ;0
Los dos niños simultáneamente se acercaron para recuperar la pelota. ;effect;La pelota se ha ido. ;Sus cabezas chocaron. ;1
El mapache saqueó el cubo de la basura. ;cause;Había cartón en el cubo de basura. ;La tapa estaba fuera del bote de basura. ;1
El niño afiló el lápiz. ;cause;Fue barato. ;Fue aburrido. ;1
El cajero le negó a la mujer el reembolso del vestido. ;cause;Perdió su recibo. ;El vestido no me quedaba. ;0
El rasguño en mi piel era profundo. ;effect;Se curó rápidamente. ;Dejó una cicatriz. ;1
El hombre recibió extrañas miradas de los pasajeros en el tren. ;cause;Estaba mirando fijamente al suelo. ;Estaba hablando solo. ;1
El niño dejó migas en el suelo. ;effect;Las hormigas se arrastraron hasta las migajas. ;El niño guardó el pan. ;0
La mujer le dio a su hermana un pañuelo. ;cause;La hermana de la mujer cruzó las manos. ;La hermana de la mujer comenzó a llorar. ;1
El hombre tomó una menta. ;cause;Sus labios estaban agrietados. ;Estaba preocupado por el mal aliento. ;1
La pareja se fue temprano para el espectáculo. ;cause;Anticiparon el tráfico alrededor del teatro. ;Tienen direcciones para el teatro. ;0
La mujer se quedó en casa sin trabajar. ;effect;Su jefe la elogió. ;Su compañero de trabajo la cubrió. ;1
El hombre firmó la petición de los activistas. ;cause;Él apoyó su causa. ;Los denunció como locos. ;0
El corazón del actor estaba aleteando antes de su actuación. ;cause;Tenía miedo escénico. ;Él memorizó sus líneas. ;0
Estaba perdido. ;effect;He contado mi dinero. ;He desplegado un mapa. ;1
La fruta madura se quedó en el sol. ;effect;Fue comido. ;Se encogió. ;1
El coche se averió. ;cause;He puesto el motor. ;El motor se sobrecalentó. ;1
El hombre se lastimó la espalda. ;effect;Fue a ver a un psiquiatra. ;Se quedó en cama durante varios días. ;1
Yo prendí fuego en la chimenea. ;cause;Me quedé sin leña. ;Hacía frío en la casa. ;1
La mujer dejó de correr. ;cause;Tiene un calambre en el costado. ;Ella tiene un segundo aliento. ;0
Toqué la puerta de mi vecino. ;effect;Mi vecino me invitó a entrar. ;Mi vecina dejó su casa. ;0
La mujer suspiró de frustración. ;cause;Su esposo malinterpretó sus preocupaciones. ;Su marido la besó para despedirse. ;0
El maestro elogió al estudiante. ;cause;El estudiante respondió correctamente a la pregunta. ;El estudiante dudó en responder la pregunta. ;0
La mujer se quedó sin huevos. ;effect;Se fue a la granja. ;Ella fue al supermercado. ;1
Me encontré con un viejo amigo. ;effect;Le revelé un secreto. ;Le di un abrazo. ;1
La mujer evitó ir al lago. ;cause;Ella atrapó un pez. ;Se veía contaminado. ;1
El estudiante llegó a clase empapado. ;cause;Su paraguas estaba roto. ;Le robaron su bicicleta. ;0
El cursor en la pantalla de la computadora se movió. ;cause;El usuario hizo clic con el ratón. ;El usuario movió el ratón. ;1
El conductor tomó un desvío. ;cause;Se produjo un accidente en la carretera principal. ;Siguió al camión que tenía delante. ;0
Colgué la ropa húmeda en el cordón de la ropa al aire libre. ;effect;La ropa se secó. ;La ropa está manchada. ;0
La mujer se puso las gafas. ;cause;La luz del sol era brillante. ;Ella llamó a un taxi. ;0
El hombre miró fijamente el cielo nocturno. ;cause;Deseaba que fuera verano. ;Él pensó que era hermoso. ;1
Me sentía agotado. ;effect;Me fui a la cama temprano. ;Me quedé despierto toda la noche. ;0
El hombre fue al barbero. ;cause;Se le estaba creciendo el pelo. ;Su cabello se estaba haciendo largo. ;1
El chico le hizo trucos a su nuevo compañero de clase. ;cause;El niño dio la bienvenida al nuevo compañero de clase. ;Al niño no le gustaba el nuevo compañero de clase. ;1
Me apetecía un vaso de leche. ;cause;Estaba comiendo galletas. ;Estaba haciendo pan. ;0
Comenzó a llover. ;effect;El conductor encendió los faros. ;El conductor cambió el coche a marcha atrás. ;0
El estacionamiento del edificio estaba vacío. ;effect;Me estacioné al otro lado de la calle. ;Me estacioné cerca de la entrada. ;1
La escritora no cumplió con el plazo para la presentación del borrador. ;cause;Tenía bloqueo de escritores. ;Ella editó el borrador. ;0
El socio me colgó el teléfono. ;cause;He pedido hablar con un supervisor. ;Le proporcioné mi número de identificación. ;0
El viento soplaba a través de la ventana abierta. ;effect;Sonó el timbre. ;Las cortinas se estremecieron. ;1
La electricidad en mi casa se cortó. ;cause;He desconectado la lámpara. ;Se me ha volado una mecha. ;1
El levantador de pesas gruñó. ;cause;Él flexionó sus músculos en el espejo. ;Levantó la barra sobre su cabeza. ;1
El estudiante trató de hacer las cuentas en su cabeza. ;effect;Sacó una calculadora. ;Se confundió. ;1
El bebé se quedó dormido. ;cause;El padre le cambió el pañal al bebé. ;El padre meció suavemente al bebé. ;1
La chica le tiró el globo de agua al chico. ;effect;El chico tiene una conmoción cerebral. ;El chico se empapó. ;1
El fotógrafo se olvidó de usar el flash de la cámara. ;effect;Las fotos resultaron borrosas. ;Todos en las fotos se negaron a sonreír. ;0
He rechazado la invitación a la fiesta de cumpleaños. ;cause;Estaba solo. ;Estaba fuera de la ciudad. ;1
He hecho ejercicio. ;cause;Me sentí con energía. ;Yo estaba asustado. ;0
Apreté la esponja húmeda. ;effect;Se empapó de agua. ;Se filtró agua. ;1
Los vacacionistas tomaron un ferry hasta el resort. ;cause;El resort estaba reservado. ;El complejo estaba en una isla. ;1
El adolescente tiene un tatuaje. ;cause;Tenía miedo de las agujas. ;Ella quería rebelarse. ;1
Un coche desconocido estacionado fuera de mi casa. ;effect;Me volví sospechoso. ;He llamado a la policía. ;0
El criminal se entregó a sí mismo. ;cause;Las pruebas lo implicaron. ;No había pruebas en su contra. ;0
El hombre grueso decidió bajar de peso. ;effect;Se cortó los dulces. ;Él evitaba la cafeína. ;0
La chica pisó el hielo. ;effect;Se deslizó. ;Ella tembló. ;0
La mujer tenía anillos debajo de los ojos. ;cause;Se quedó despierta toda la noche. ;Ella puso a su hijo a la cama. ;0
La lava fluía desde el volcán. ;cause;El volcán entró en erupción. ;El volcán estaba inactivo. ;0
La mujer se puso los zapatos. ;cause;Ella conocía a todos en la fiesta. ;Quería dejar la fiesta. ;1
Le pagué al empleado de la cabina de peaje. ;effect;Me dejó pasar por la cabina de peaje. ;Me detuvo en la cabina de peaje. ;0
El ejecutivo se declaró en bancarrota. ;cause;Vendió sus acciones de la compañía. ;Él desperdició su fortuna. ;1
El hombre fue al médico. ;cause;El doctor estaba de licencia. ;El hombre se sentía enfermo. ;1
Salí de mi habitación por la ventana. ;cause;La casa estaba en llamas. ;La casa estaba vacía. ;0
Los dedos del niño se volvieron muy cortados. ;cause;Se tomó una larga ducha. ;Se espumó las manos con jabón. ;0
Yo escupo la leche. ;cause;La leche tenía un sabor agrio. ;Mi boca estaba seca. ;0
Me perdí el autobús. ;effect;Fui temprano al trabajo. ;Llegaba tarde al trabajo. ;1
El camión chocó con el coche. ;effect;El camión aceleró. ;El coche se ha destrozado. ;1
El equipo amañó el concurso a su favor. ;effect;Ellos ganaron. ;Se han retirado. ;0
La botella de soda hizo un silbido. ;cause;Me di vuelta la botella. ;Me he torcido la tapa. ;1
El niño estaba encerrado fuera de su casa. ;effect;Entró por una ventana abierta. ;Él subió al techo. ;0
Sonó el timbre. ;effect;El visitante golpeó la puerta. ;La mujer miró por el ojo de la cerradura de la puerta. ;1
El hombre manchó su traje. ;effect;Lo tiene en la tintorería. ;Lo colgó en su armario. ;0
La chica apretó el tubo de pasta de dientes. ;effect;La pasta de dientes salió del tubo. ;La chica escupió la pasta de dientes. ;0
Las muertes de civiles por la guerra aumentaron. ;effect;Los pacifistas organizaron una protesta. ;Los pacifistas hicieron un desfile. ;0
La chica se arrancó la cinta del pelo. ;cause;Ella ató la cinta. ;La cinta parecía infantil. ;1
El hombre se hizo una cirugía plástica. ;effect;Él envejeció. ;Parecía más joven. ;1
Un pollito salió del huevo. ;cause;El huevo eclosiona. ;Yo rompí el huevo. ;0
El prisionero murió de hambre. ;effect;- Él murió. ;Se escapó. ;0
El hombre perdió el equilibrio en la escalera. ;effect;Él subió por la escalera. ;Se cayó de la escalera. ;1
El niño eructó. ;cause;Se tomó un sorbo de soda. ;Abrió la lata de refresco. ;0
Un corriente de aire frío entró por la ventana. ;effect;Me relajé. ;Me estremecí. ;1
El estudiante recibió una beca para ir a la universidad. ;cause;Sus compañeros de clase la respetaban. ;Ella tenía buenas notas. ;1
La chica se burló del chico. ;cause;Ella vivía al lado de él. ;Ella estaba enamorada de él. ;1
El vagabundo hambriento robó comida. ;cause;Él incitó a la compasión. ;No tenía dinero. ;1
Llamé a mi amigo para hablar. ;cause;Quería privacidad. ;Me sentía solo. ;1
El hombre me extendió la mano. ;effect;Le estreché la mano. ;Yo le di una bofetada. ;0
Me he agachado. ;cause;Los fuegos artificiales se lanzaron en el aire. ;El frisbee se elevó hacia mi cabeza. ;1
La chica se mordió las uñas. ;cause;Estaba preocupada. ;Ella estaba sorprendida. ;0
He cambiado la página del calendario. ;cause;Marqué una cita en el calendario. ;Era el comienzo de un nuevo mes. ;1
El marido descubrió que su esposa tenía una aventura. ;effect;Él despidió a su abogado. ;Él solicitó el divorcio. ;1
La chica dejó caer la pelota de goma. ;effect;La pelota rebotó. ;La pelota brillaba. ;0
La chica cometió un error en su examen. ;effect;Ella adivinó la respuesta. ;Ella borró su respuesta. ;1
El jugador atacó a su oponente. ;effect;Su oponente atrapó el pase. ;Su oponente cayó al suelo. ;1
Recogí los tomates de la vid. ;cause;Estaban maduros. ;Yo las regé. ;0
El hombre quería actuar romántico. ;effect;Se reunió con su ex novia para almorzar. ;Le compró chocolates a su novia. ;1
El mercurio en el termómetro subió. ;cause;Se me cayó el termómetro. ;El tiempo se calentó. ;1
Un tornado atravesó la ciudad. ;effect;El techo del juzgado se voló. ;La carretera se convirtió en peligrosamente helada. ;0
El estudiante recibió tutoría. ;effect;Sus notas mejoraron. ;Él hizo trampa en el examen. ;0
Me sentía cómodo. ;cause;Me arrodillé en el suelo. ;Me envolví en una manta. ;1
Yo pulido la piedra. ;effect;Se volvió resbaladizo. ;Se volvió brillante. ;1
Le agregué azúcar al café. ;effect;El café olía fuerte. ;El café tenía un sabor dulce. ;1
El hombre revisó los papeles. ;effect;Se cortó con un papel. ;Él destrozó los papeles. ;0
Golpeé el clavo con el martillo. ;effect;El clavo se hundió en la madera. ;El clavo se oxidó. ;0
El pez mordió la línea. ;effect;El pescador atrapó el pez. ;El pescador vuelve a echar la cuerda. ;0
El adolescente estaba avergonzado de ir a la escuela. ;cause;Tiene una espinilla. ;Se quitó el aparato. ;0
Mi expresión facial se iluminó. ;cause;He recibido buenas noticias. ;He perdido la paciencia. ;0
Me limpié las manos con una toalla. ;cause;La toalla estaba mojada. ;Mis manos estaban mojadas. ;1
El hombre perdió el equilibrio en el taburete. ;cause;El taburete se tambaleó debajo de él. ;Derramó pintura en el taburete. ;0
Los compañeros de equipo se culparon entre sí. ;cause;Perdieron su juego. ;Su entrenador canceló la práctica. ;0
Le pedí perdón. ;cause;Me arrepiento de mi error. ;He logrado mi objetivo. ;0
La mujer se aburrió de su cita. ;cause;Le hizo preguntas sobre ella misma. ;Hablaba sin parar de sí mismo. ;1
La chica sonrió. ;effect;Sus mejillas se enrojecieron. ;Se le vieron los hoyuelos. ;1
La nave enemiga explotó. ;cause;Pasó por encima de la mina. ;Se dirigió al puerto. ;0
El hombre se perforó el pie. ;cause;Se metió en un charco. ;Él pisó vidrios rotos. ;1
Los detectives buscaron huellas digitales en la escena del crimen. ;effect;Descubrieron la identidad del asesino. ;Encontraron el arma en la escena del crimen. ;0
Había mucho tráfico en la carretera. ;effect;Tomé un desvío. ;Le pedí que me llevara. ;0
La economía de la nación se deterioró. ;effect;Mucha gente se enfermó. ;Muchas personas se enfrentaban al desempleo. ;1
El guardia de cruce hizo sonar su silbato a los niños. ;cause;Estaban a punto de entrar en el tráfico que venía de enfrente. ;Los reconoció de su vecindario. ;0
Yo le hice rodar los ojos a mi amigo. ;cause;Me dijo la verdad. ;Él hizo un comentario sarcástico. ;1
El coche se quedó sin gasolina. ;effect;El conductor quedó varado en la carretera. ;El conductor recogió a un autostopista. ;0
La mujer entró en trabajo de parto. ;effect;El bebé nació. ;La mujer tenía náuseas matutinas. ;0
El sombrero del hombre se fue volando. ;cause;Se quitó el sombrero. ;Hacía mucho viento afuera. ;1
La niña asistió a la fiesta de cumpleaños de su compañera de clase. ;cause;Ella recibió una invitación. ;Ella compró un regalo. ;0
La frente del niño se sentía caliente. ;effect;Su madre le tomó la temperatura. ;Su madre lo llevó al parque. ;0
El hombre se roció con colonia. ;cause;Quería impresionar a su cita. ;Se puso gel en el pelo. ;0
La electricidad en la casa se cortó. ;effect;Busqué una linterna. ;Tomé una pala. ;0
La familia se mudó a una casa más grande. ;cause;El hijo se graduó de la escuela secundaria. ;La madre dio a luz a gemelos. ;1
El corredor de maratón siguió a un ritmo lento. ;cause;Quería conservar su energía. ;Ella vio la línea de meta. ;0
El chico pateó la máquina expendedora. ;cause;La máquina escupió el cambio. ;La bolsa de papas fritas estaba atascada. ;1
El perro de mi amigo murió. ;effect;Le hice girar los ojos. ;Le di un abrazo. ;1
La tarjeta de crédito del hombre de negocios fue rechazada. ;effect;Él escribió una deuda. ;Él pagó en efectivo. ;1
El hombre maldecido. ;cause;Se cortó las uñas. ;Se golpeó el dedo del pie. ;1
