premise;question;choice1;choice2;label
သင်္ဘောသားကို စောင့်ကြည့်ခဲ့တယ်။ ;cause;ရောဂါကူးစက်ခံရတယ်။ ;ရောဂါက ပျောက်သွားတယ်။ ;0
ကောင်မလေးက ကုဒ်ကို အလွတ်ကျက်ခဲ့တယ်။ ;cause;သူမဘာသာ ပြန်ရွတ်ပါတယ်။ ;ဒါကို ရေးချဖို့ သူမမေ့သွားတယ်လေ။ ;0
ဖန်ခွက်ထဲကို ရေထည့်လိုက်တယ်။ ;effect;အဲဒီရေက ကျွန်မ ရေငတ်နေတာကို ပျောက်သွားစေခဲ့တယ်။ ;ဖန်ခွက်က ပြည့်သွားတယ်။ ;1
သူ့မိတ်ဆွေပြောပြီးသွားတဲ့အခါ လူက တိတ်ဆိတ်နေတယ်။ ;cause;သူ့မိတ်ဆွေကို ထောက်ခံမှုပေးဖို့ သူတောင်းဆိုခဲ့တယ်။ ;သူ့မိတ်ဆွေရဲ့ စကားလုံးတွေကို သူတွေးနေခဲ့တယ်။ ;1
မတော်တဆဖြစ်မှု ကိုယ်ရဲ့ အပြစ်ပါ။ ;effect;အပြစ်ရှိသလို ခံစားရတယ်။ ;ကျွန်တော် တရားစွဲလိုက်တယ်။ ;0
ကွင်းဆက်ဟာ ပြိုကျသွားတယ်။ ;cause;ကွင်းဆက်ဟာ ကားတာယာနဲ့ပတ်နေတယ်။ ;ကွင်းဆက်မှာ ကျိုးနေတဲ့ လိုင်းတစ်ခုရှိတယ်။ ;1
သူတို့နှစ်ယောက်ဟာ အပေးအယူလုပ်ဖို့ ဆုံးဖြတ်လိုက်တယ်။ ;cause;ငြင်းခုံတာက သူတို့ကို ပင်ပန်းစေတယ်။ ;ပြဿနာကို ဆွေးနွေးဖို့ ရှောင်ရှားတယ်။ ;0
အဲဒီအမျိုးသမီးဟာ အစိုးရအဖွဲ့ထဲ ဝင်ပြိုင်ရန် ဆုံးဖြတ်ခဲ့တယ်။ ;effect;သူမဟာ မဲဆွယ်ရေး မန်နေဂျာတစ်ဦးကို ငှားရမ်းခဲ့တယ်။ ;သူမက တရားရုံးမှာ သက်သေထွက်တယ်။ ;0
ဒီလူက ခရီးစဉ်မှာ အေးစက်တဲ့ ရာသီဥတုကို ကြိုမြင်ခဲ့တယ်။ ;effect;အဝတ်တွေကို အိတ်ထဲထည့်ထားတယ်။ ;ခရီးဆောင်အိတ်အကြီးကြီးနဲ့ သူ ခရီးထွက်တယ်။ ;0
ကျောင်းသားက မေးခွန်းရဲ့အဖြေကို သိတယ်။ ;effect;သူက လက်ထောင်လိုက်တယ်။ ;သူ ခွတီးခွကျသွားတယ်။ ;0
သူ့မျက်လုံးတွေ မျက်ရည်ကျသွားတယ်။ ;cause;သူ့မျက်လုံးတွေ ဖုန်ထူနေတယ်။ ;သူ့မျက်လုံးတွေပေါ်ကို ကာယကံရှင် မျက်မှန်တွေ တင်ထားတယ်။ ;0
ကစားသမားဟာ ၅ ပွဲဆက်တိုက် နိုင်ခဲ့တယ်။ ;effect;သူမရဲ့ ပြိုင်ဘက်က လိမ်ညာမှုနဲ့ သူ့ကို စွပ်စွဲခဲ့တယ်။ ;သူမရဲ့ ပြိုင်ဘက်က သူမကို သနားမိတယ်။ ;0
ဆရာမက ကျောင်းသားရဲ့ စာမေးပွဲကို ဆုတ်ဖြဲလိုက်တယ်။ ;cause;သူဟာ ကျောင်းသားကို လိမ်နေတာကို ဖမ်းမိတယ်။ ;ကျောင်းသားရဲ့ အဖြေတွေက မှားနေတယ်။ ;0
စကားပြောတာ ရပ်လိုက်တယ်၊ ;cause;ကျွန်မ အသံပျောက်သွားတယ်။ ;ကျွန်မ အသက်ရှူရပ်သွားတယ်။ ;1
အအေးခံ အစာတွေ ပျော်ကျသွားတယ်။ ;cause;ဒါကို မိုက်ခရိုဝေ့ထဲမှာထည့်ထားတယ်။ ;ပလပ်စတစ်နဲ့ ဖုံးထားတယ်။ ;0
ဝန်ထမ်းက ဖျားနေတယ်လို့ ဟန်ဆောင်တယ်။ ;cause;သူ့မှာ အစာအိမ် နာကျင်မှုရှိခဲ့တယ်။ ;သူနားရက်တစ်ခု လိုချင်တာလေ။ ;1
ကောင်မလေးက ရေကူးကန်ထဲကို ဆင်းသွားတယ်။ ;cause;သူမက ရေကူးကန်ရဲ့ ကြမ်းပြင်ပေါ် ပြေးတက်တယ်။ ;သူမဟာ ရေငုပ်သင်္ဘောကနေ ခုန်ချခဲ့တယ်။ ;1
ရုပ်ရှင်လက်မှတ်တွေ ရောင်းကုန်ပြီ။ ;cause;ရုပ်ရှင်ရုံ ဖွင့်ပွဲနေ့ပါ။ ;အဲဒီရုပ်ရှင်ဟာ မကောင်းတဲ့အမြင်တွေကို ရရှိခဲ့ပါတယ်။ ;0
အဲဒီလူက ဝိတ်ကျသွားတယ်။ ;effect;လူတွေက သူ့ကို သီးခြားထားခဲ့တယ်။ ;လူတွေက သူ့ကို ချီးမွမ်းကြတယ်။ ;1
ကောင်မလေးရဲ့ လက်တွေဟာ ပူဖောင်းတွေဖြစ်လာတယ်။ ;cause;သူမဟာ စာတစ်စောင်ကို လက်နဲ့ရေးခဲ့တယ်။ ;သူမဟာ ကြိုးတစ်ချောင်းပေါ်တက်ခဲ့တယ်။ ;1
ဆပ်ကပ် ဖျော်ဖြေသူဟာ စက်ဘီးတစ်စီးကို စီးရင်း အလှည့်ကျ ကစားနေခဲ့တယ်။ ;effect;ပရိတ်သတ်က အံ့သြစွာ အားပေးခဲ့ကြတယ်။ ;သရုပ်ဆောင်ဟာ လေထီးခုန်စက်ကနေ လှုပ်ယမ်းခဲ့တယ်။ ;0
ကျွန်မ စိတ်ရှည်မှု ဆုံးရှုံးခဲ့တယ်။ ;cause;ကျွန်မသူငယ်ချင်းက ကျွန်မကို စောင့်ခိုင်းတယ်။ ;ကျွန်မသူငယ်ချင်းက အချိန်မီရောက်လာတယ်။ ;0
စစ်ဖြစ်နေသော နိုင်ငံများက ငြိမ်းချမ်းရေးကို လိုလားကြသည်။ ;effect;နျူးကလိယ လက်နက်တွေ ထုတ်လုပ်ခဲ့တယ်။ ;သူတို့ သဘောတူညီချက်တစ်ခု ညှိနှိုင်းခဲ့တယ်။ ;1
အဲဒီလူက အိပ်ဆေးကို သောက်နေသူပါ။ ;effect;သူ အိပ်ချင်လာတယ်။ ;အဖျားတက်ခဲ့တယ်။ ;0
အမျိုးသမီးဟာ ဆိုဖာကို ထိုးမိခဲ့တယ်။ ;effect;ဆိုဖာခြေထောက်က ပြတ်သွားပြီ။ ;သူမရဲ့ဒူးမှာ အနာအဆာတွေရှိတယ်။ ;1
ကောင်လေးက ပူဖောင်းကို ဖိသိပ်တယ်။ ;effect;ပူဖောင်း ပေါက်သွားတယ်။ ;ပူဖောင်း ပျံသွားတယ်။ ;0
ခရီးသွားတွေဟာ ဟိုတယ်အခန်းတွေကို မှတ်ပုံတင်ကြတယ်။ ;effect;ခရီးဆောင်အိတ်တွေ ဖြုတ်လိုက်တယ်။ ;သူတို့ဟာ လေဆိပ်ကို သွားခဲ့ကြတယ်။ ;0
မက်မွန်သီးကို ကိုက်လိုက်တယ်။ ;effect;မက်မွန်သီးက ထိခိုက်နေတယ်။ ;အရည်တွေ စိမ့်ထွက်လာပါတယ်။ ;1
ကျွန်မလက်တွေ စေးကပ်လာတယ်။ ;cause;ကျွန်တော် ဒိုးနပ်ကို စားခဲ့တယ်။ ;ကျွန်မက ချိုချဉ်ကြိုက်တယ်။ ;0
တံခါးကို တွန်းလိုက်တာပါ။ ;effect;တံခါးက ပွင့်သွားတယ်။ ;တံခါးက ပိတ်နေတယ်။ ;0
တက်ကြွလှုပ်ရှားသူတွေက ထုတ်ကုန်တွေကို သပိတ်မှောက်တယ်။ ;cause;ထုတ်ကုန်တွေဟာ အရည်အသွေး အာမခံချက်အတွက် စမ်းသပ်ခံထားရတယ်။ ;ထုတ်ကုန်တွေကို ကလေးအလုပ်သမားတွေ သုံးပြီး ထုတ်လုပ်တာပါ။ ;1
နံရံမှာ အပေါက်ဖောက်လိုက်တယ်။ ;effect;ကြွက်တစ်ကောင် တွင်းထဲကနေ တွားထွက်လာခဲ့တယ်။ ;အပေါက်ကနေ ဖုန်တွေထွက်လာတယ် ;1
ဒီအမျိုးသမီးက သူ့အစ်မကို အားကျခဲ့တယ်။ ;cause;သူ့အစ်မက ပျော်နေတယ်။ ;သူ့အစ်မက ကွာရှင်းလိုက်ပြီ ;0
ကျွန်တော့ အင်္ကျီပေါ် ဝိုင်ကျပါတယ်။ ;effect;ကျွန်မဟာ စောင်ခြုံလိုက်တယ်၊ ;အင်္ကျီလဲလိုက်တယ်၊ ;1
ဘဏ်အကောင့်ကိုင်သူက ငွေသေတ္တာဖွင့်တယ်။ ;cause;ဖောက်သည်က သူ့ပိုက်ဆံအိတ်ကို ရှာတယ်။ ;ဖောက်သည်က သူ့ငွေကို လက်ကမ်းပေးတယ်။ ;1
လမ်းပေါ်က ဂီတသမားက လူစုကို ဆွဲဆောင်ခဲ့တယ်။ ;effect;လူတွေက သူ့ကို အပိုပေးတယ်။ ;သူ လူစုကို ပြန်လွှတ်လိုက်တယ် ;0
ကောင်လေးက သူရဲ့ ကလေးထိန်းကို ငိုတယ်။ ;cause;သူ့မိဘတွေကို သူလွမ်းတယ်။ ;ဒါက မုန့်စားချိန်ပါ။ ;0
လေယာဉ်မှူးရဲ့ ရေဒါက မုန်တိုင်းကို မြင်ခဲ့တယ်။ ;effect;လေယာဉ်မှူးဟာ မုန်တိုင်းကနေ ကင်းဝေးအောင် လေယာဉ်ကို မောင်းခဲ့တယ်။ ;လေယာဉ်မှူးဟာ မုန်တိုင်းကို ကျော်ဖြတ်နိုင်ခဲ့တယ်။ ;0
သစ်ပင်ဟာ အရွက်တွေ ကျွတ်နေတယ်။ ;effect;အရွက်တွေ အရောင်တွေ ပြောင်းသွားတယ်။ ;အရွက်တွေ မြေပေါ်မှာ စုပုံနေတယ်။ ;1
ကောင်လေးက ကယောင်ထိုးအော်ဟစ်နေတယ်။ ;effect;သူ့အစ်မနဲ့ ဖဲရိုက်ဖို့ ဆုံးဖြတ်လိုက်တယ်။ ;သူ့ညီမကို နောက်ပြောင်ဖို့ ဆုံးဖြတ်လိုက်တယ်။ ;1
ကလေးက အိမ်သာသွားဖို့ ညည်းညူတယ်။ ;effect;သူ့အဖေက သူ့ကို ဆိုဒါရည်တိုက်ပေးတယ်။ ;သူ့အဖေက ဓာတ်ဆီဆိုင်မှာ ကားရပ်တယ်။ ;1
ကလေးက ငါးအစာကို ရေလှောင်ကန်ထဲ လောင်းထည့်တယ်။ ;effect;ငါးက ရေကန်ထဲကနေ ခုန်ထွက်သွားတယ်။ ;ငါးက အစာဆီ ကူးသွားခဲ့တယ်။ ;1
နိုင်ငံရေး အမြင်တွေ ပြောင်းသွားတယ်။ ;effect;ပါတီဝင်ဖြစ်ဖို့ အပြောင်းအလဲလုပ်ခဲ့တယ်။ ;သူမဟာ ဆန္ဒပြပွဲ တစ်ခုကို တက်ရောက်ခဲ့ပါတယ်။ ;0
ရေချိုးခန်းမှာ ရေကုပ် ပိတ်နေတယ်။ ;effect;ဘုံပိုင်ခေါင်းကို ဖွင့်လိုက်တယ်။ ;ရေဆိုးဆေးကို လောင်းထည့်လိုက်တယ်။ ;1
ခရီးသည်တွေဟာ ရထားပေါ်က ဆင်းသွားတယ်။ ;cause;ရထားဟာ ဘူတာရုံကို ရောက်လာခဲ့တယ်။ ;ရထားက ခေါင်းလောင်းတီးတယ်။ ;0
စာအိတ်က စိုနေလို့ သူက စာအိတ်ကို ပိတ်လိုက်တယ် ;effect;စာအိတ်ပေါ်မှာ တံဆိပ်ကပ်လိုက်တယ်။ ;စာအိတ်ကို သူပိတ်တယ်။ ;1
မိတ်ဆွေတွေဟာ အဆက်အသွယ် ပြတ်သွားတယ်။ ;cause;သူတို့တွေဟာ တစ်ဦးနဲ့တစ်ဦးရဲ့ အဖော်တွေဖြစ်တာကို နှစ်ခြိုက်ခဲ့ကြတယ်။ ;မြို့အမျိုးမျိုးဆီ ပြောင်းခဲ့တယ်။ ;1
စာရင်းကိုင်က ကုမ္ပဏီရဲ့ ငွေကြေးတွေကို မမှန်မကန် စီမံတယ်။ ;effect;သူမဟာ ရာထူးက ထုတ်ခံရတယ်။ ;သူမက သားဖွားခွင့်ယူထားတယ်။ ;0
နာရီကို ကြည့်မိတယ်။ ;cause;နာရီတွက်သံ ကြားလိုက်တယ်။ ;အချိန်ကို စစ်ချင်တယ်။ ;1
ကျွန်မလက်က ကြွက်တက်သွားတယ်။ ;cause;ဒီစာတမ်းကို ကျွန်မလက်နဲ့ရေးခဲ့တယ်။ ;ကျမတို့ မယားက လက်ဆွဲနှုတ်ဆက်တယ်။ ;0
ဘောလကစ်က တင်းသွားတယ်။ ;cause;ဝက်အူကို အစားထိုးထားတယ်။ ;ကျွန်တော် ဂရစ်ချ် သော့ကို လှည့်လိုက်တယ် ;1
သူတို့နှစ်ယောက်ဟာ တိုက်ခန်းငှားဖို့ စာချုပ်တစ်ခု လက်မှတ်ထိုးခဲ့တယ်။ ;effect;အဲဒီ စုံတွဲဟာ အဲဒီတိုက်ခန်းထဲကို ပြောင်းလာခဲ့ကြပါတယ်။ ;မြို့က ဒီတိုက်ကို ပိတ်လိုက်တယ် ;0
အမျိုးသမီးက အိမ်ရှေ့ဆင်ဝင်မှာ ထိုင်နေတယ်။ ;cause;သူမဟာ နေဝင်တာကို ကြည့်ချင်ခဲ့တယ်။ ;လျှပ်စီးလက်တာကို မြင်ရတယ်လို့ သူထင်ခဲ့တယ်။ ;0
အဲဒီလူက ရေထဲမျောနေစဉ် အသက်ကယ်ရေး အင်္ကျီကို ဝတ်ထားခဲ့တယ်။ ;cause;သူက ရေမကူးတတ်ဘူး။ ;ရေက အနည်းငယ်သာ ရှိခဲ့တယ်။ ;0
အဲဒီအမျိုးသမီးဟာ စာသား စီမံပေးတဲ့ စက်ထဲ စာလုံးပေါင်း မှားခဲ့တယ်။ ;effect;သူမက စာရွက်စာတမ်းကို ဖျက်ပစ်လိုက်တယ်။ ;သူမဟာ ခလုတ်ကို နှိပ်လိုက်တယ်။ ;1
မိန်းကလေးက သူ့သူငယ်ချင်းတွေကို အော်ဟစ်နေခဲ့တယ်။ ;cause;သူမဟာ အမှတ်ညံ့ညံ့ ရခဲ့တယ်။ ;သူမဟာ ပြိုင်ပွဲတစ်ခုမှာ နိုင်ခဲ့တယ်။ ;1
မြက်ခင်းဟာ ရွှံ့ထူနေတယ်။ ;cause;တစ်ညလုံး မိုးကြီးတယ်။ ;ပေါင်းပင်တွေနဲ့ ပြည့်နေခဲ့တယ်။ ;0
အမျိုးသမီး အိပ်ပျော်သွားတယ်။ ;cause;သူမဟာ ဟိုတယ်တစ်ခုမှာ အိပ်ခဲ့တယ်။ ;သူမရဲ့ နှိုးစက်ကို ထားဖို့ မေ့သွားတယ်လေ။ ;1
အဲဒီလူက နေရောင်ခံလိမ်းဆေးကို သုံးထားတယ်။ ;cause;သူဟာ အရိပ်ထဲမှာ ထိုင်နေခဲ့တယ်။ ;သူ ကမ်းခြေကို သွားခဲ့တယ်။ ;1
သုတေသီတွေက သီအိုရီကို သက်သေပြခဲ့တယ်။ ;effect;သုတေသီတွေက အဲဒီသီအိုရီကို ပြန်ပြောင်းသုံးသပ်ခဲ့ကြတယ်။ ;လူတွေက အဲဒီသီအိုရီကို လက်ခံကြတယ်။ ;1
ပရိသတ်တွေက ပြိုင်ပွဲကို အားပေးခဲ့ကြတယ်။ ;cause;ကစားပွဲက အချိန်ပို ကစားခဲ့တယ်။ ;ဒိုင်လူကြီးက မကောင်းတဲ့ ဆုံးဖြတ်ချက်ချခဲ့တယ်။ ;1
သော့ခလောက်မှာ ကုဒ်ထည့်လိုက်တယ်။ ;effect;သော့ကို ပိတ်လိုက်တယ်။ ;သော့က ပွင့်သွားတယ်။ ;1
လူအုပ်က ပိုပြင်းထန်လာတယ်။ ;effect;ဖခင်က သူ့သားကို ပိုက်ဆံတစ်ချို့ပေးတယ်။ ;ဖခင်ဟာ သူ့သားရဲ့ လက်ကို ကိုင်လိုက်ပါတယ်။ ;1
နှင်းက ကားလမ်းကို ပိတ်ထားတယ်။ ;effect;ကျွန်မက နှင်းကို နှင်းဘောလုံးထဲ စုစည်းလိုက်တယ်၊ ;နှင်းကို ဖယ်လိုက်တယ်၊ ;1
လှေထိုးသမားတွေ လှော်ခတ်တယ်။ ;effect;ကမ်းခြေကို လှေနဲ့တက်ခဲ့တယ်။ ;ကယာကက်ဟာ လှိုင်းနဲ့ တိုက်မိတယ်။ ;0
မိန်းကလေးဟာ သူ့စက်ဘီးကို ထိန်းချုပ် မရနိုင်တော့ပါ။ ;effect;သူမဟာ လက်မောင်းကို လွှတ်လိုက်တယ်၊ ;ခြံစည်းရိုးကို သူမ ဝင်တိုက်မိခဲ့တယ်။ ;1
လေကို ဖွင့်လိုက်တယ်၊ ;effect;အရေပြားပေါ်ကို ရေတွေလောင်းချတယ်။ ;အေးစက်တဲ့လေက ကျွန်တော့ကို ဖြတ်ကျော်သွားတာ ခံစားရတယ်။ ;1
ကမ်းခြေကို ပြန်ရောက်လာကြတဲ့ surfers တွေ ;cause;သူတို့ စိုနေခဲ့တယ်။ ;ငါးမန်းကောင်ကို မြင်ခဲ့တယ်။ ;1
ရေချိုးကန်ထဲက ရေကို ခေါက်ချလိုက်တယ်။ ;effect;ရေချိုးကန်ထဲက ရေတွေလည်း စီးကျလာခဲ့တယ်။ ;ရေက ကြမ်းပြင်ပေါ် ကျသွားတယ်။ ;0
လင်က သူ့ဇနီးကို လှည့်စားမိတာအတွက် အပြစ်ရှိတယ်လို့ ခံစားမိတယ်။ ;effect;သစ္စာမဲ့တယ်လို့ သူ စွပ်စွဲခဲ့တယ်။ ;သူ သစ္စာဖောက်တာကို ဝန်ခံခဲ့တယ်။ ;1
ပိုစတာပေါ်က မှင်တွေ စပ်သွားတယ် ;cause;မှင်ခြောက်တာကို စောင့်ခဲ့တယ်။ ;ပိုစတာမှာ ရေတွေလောင်းချခဲ့တယ်။ ;1
ကလေးက အော်ဟစ်ပြီး နိုးလာတယ်။ ;cause;သူအိပ်မက်ဆိုးမက်နေခဲ့တယ်။ ;သူ အိပ်ရာထဲ စိုနေခဲ့တယ်။ ;0
ကောင်လေးက သူ့ခြေထောက်တွေကို စားပွဲပေါ်တင်တယ်။ ;effect;သူ့အဖေက စားပွဲမှာထိုင်တယ်။ ;သူ့အဖေက သူ့ကို သင်ခန်းစာပေးတယ်။ ;1
ကျွန်မသူငယ်ချင်းက ကျွန်မဘက်ကို မျက်နှာမူတယ်။ ;cause;သူ့နာမည်ကို အော်ဟစ်ခဲ့တယ်။ ;လက်တွေဆုပ်ပြလိုက်တယ်၊ ;0
[စာမျက်နှာ ၂၃ ပါ ရုပ်ပုံ] ;effect;မြို့သားတွေ ကတော့ တော်လှန်ရေးကို ဆင်နွှဲခဲ့ကြတယ်။ ;မဲပေးရန် မှတ်ပုံတင်ခဲ့ကြတဲ့ နိုင်ငံသားတွေ ရှိခဲ့ကြတယ်။ ;0
ကောင်လေးဟာ တောထဲမှာ လမ်းပျောက်နေခဲ့တယ်။ ;effect;သူက တဲထိုးလိုက်တယ်။ ;သူက အကူအညီတောင်းဖို့ အော်ဟစ်ခဲ့တယ်။ ;1
အဲဒီအမျိုးသမီးဟာ နိုင်ငံခြားကို ခရီးထွက်ခဲ့တယ်။ ;cause;သူမဟာ ပန်းချီဆွဲနည်းကို လေ့လာချင်ခဲ့တယ်။ ;အခြားယဉ်ကျေးမှုအကြောင်း လေ့လာချင်တယ်။ ;1
ဒီလူက သူ့လုပ်ဖော်ကို မနာလိုနေခဲ့တယ်။ ;cause;သူ့လုပ်ဖော်က ရာထူးတိုးပေးတယ်။ ;သူ့လုပ်ဖော်က နောက်ကျမှ အလုပ်လုပ်တယ်။ ;0
ဒီလူက ဂြိုဟ်သားတွေကို မြင်ခဲ့တယ်။ ;cause;သူ့မှာ စိတ်ချောက်ချားမှုတွေ ရှိခဲ့တယ်။ ;သူက တရားထိုင်နေတယ်။ ;0
လူတစ်ယောက်ရဲ့ ဆံပင်က နီမြန်းလာတယ်။ ;cause;အဲဒီမှာ သူ ဆေးရည်ကို ထည့်တယ်။ ;အဲဒီမှာ ခေါင်းလျှော်ရည်ကို ထည့်လိုက်တယ်။ ;0
ပန်းချီဆရာဟာ လက်ရာသစ်တွေ ဖန်တီးတယ်။ ;cause;သူမရဲ့ အရင်လက်ရာတွေကို ဝေဖန်ခဲ့တယ်။ ;သူမဟာ တဒင်္ဂလေးမှာ စိတ်ကူး တစ်ခုရခဲ့တယ်။ ;1
[စာမျက်နှာ ၂၃ ပါ ရုပ်ပုံ] ;cause;သူ့ကို စစ်မှုထမ်းကနေ ဆင်းပေးလိုက်တာပါ ;ကောလိပ်တက်တော့မှာလေ။ ;1
စာအုပ်တွေ စာအုပ်စင်ပေါ်က ကျသွားတယ်။ ;cause;စာအုပ်စင်တွေ ဖုန်တွေနဲ့ ဖုံးနေတယ်။ ;ငလျင်တစ်ခုက စာအုပ်စင်ကို လှုပ်ခါလိုက်တယ်။ ;1
ကျွန်တော့အိမ်က လျှပ်စစ်ဓာတ်အား ပြတ်သွားတယ်။ ;effect;မီးဖွင့်လိုက်တယ်၊ ;ကျွန်တော်က circuit breaker ကို reset လုပ်လိုက်တာပါ။ ;1
ကျွန်မတို့ဟာ ရိုလာကိုစတာ စီးခဲ့ကြတယ်။ ;cause;ကြောက်စရာပုံပေါက်နေတယ်။ ;ပျော်စရာပုံပေါက်တယ် ;1
စွန်ပုပ်က ပေါက်ထွက်လာပါတယ်။ ;cause;အိတ်ထဲကို ထောပတ်လောင်းထည့်လိုက်တယ်။ ;ဒါကို မိုက်ခရိုဝေ့ထဲမှာ အပူပေးလိုက်ပါတယ်။ ;1
သစ်ပင်တစ်ပင်ဟာ လျှပ်စစ်လိုင်းပေါ်ကို ကျသွားတယ်။ ;effect;အိမ်နီးချင်းတွေရဲ့ လျှပ်စစ်မီး ပြတ်သွားတယ်။ ;မိုးလေဝသ ပညာရှင်များက လေပြင်းတိုက်ခတ်နိုင်ကြောင်း ကြိုတင်ခန့်မှန်းခဲ့ကြပါတယ်။ ;0
ဟောပြောသူက နိုင်ငံရေးအရ မမှန်တဲ့ မှတ်ချက်တွေကို ပြုလုပ်ခဲ့တယ်။ ;effect;သူဟာ ပရိတ်သတ်ကို ငြီးငွေ့စေပါတယ်။ ;သူဟာ ပရိတ်သတ်ကို စော်ကားခဲ့တယ်။ ;1
ကိုယ့်ကိုယ်ကို ပင်အပ်နဲ့ ထိုးမိတယ်။ ;effect;မျက်နှာက ချွေးတစ်စက်စက်ကျသွားတယ်။ ;ကျွန်မလက်ချောင်းမှာ သွေးစက်လေးတစ်စက်ဖြစ်နေတယ်။ ;1
ငါးက ရေကန်မျက်နှာပြင်မှာ မျောနေခဲ့တယ်။ ;cause;ဒါက ဗိုက်ဆာနေတာပါ။ ;အဲဒါ သေသွားပါပြီ။ ;1
သူ့အသံက မပီသတဲ့ပုံပေါက်နေတယ်။ ;cause;သူဟာ အအေးမိနေခဲ့တယ်။ ;ဆေးလိပ်ဖြတ်တယ်။ ;0
ဓာတ်လှေခါးက ပွင့်သွားတယ်။ ;cause;ဓာတ်လှေခါးက သတ်မှတ်အလွှာကို ရောက်သွားတယ်။ ;ဓာတ်လှေခါးက နှစ်ထပ်ကြားမှာ ပိတ်မိနေလို့ပါ ;0
ဆယ်ကျော်သက်က အိမ်ကနေ ခိုးထွက်ခဲ့တယ်။ ;cause;သူ့မိဘတွေကို သူလိမ်တယ်။ ;သူ့မိဘတွေက သူ့ကို ဒဏ်ခတ်ခဲ့တယ်။ ;1
ရေတွေလည်း ပြည့်သွားပြီ။ ;cause;အိမ်သာဟာ ရေလျှံနေတယ်။ ;ရေပူအိုး ပျက်သွားတယ်။ ;0
ခွေးကလေးက သူ့သခင်နားမှာ နေခဲ့တယ်။ ;cause;အိမ်ရှင်က ခွေးကို လည်ဆွဲဆွဲနဲ့ ကပ်လိုက်တယ်။ ;ပိုင်ရှင်က ခွေးကို ကြိုးနဲ့ ချည်ထားတယ်။ ;1
