premise;question;choice1;choice2;label
Nainen päätti pyrkiä virkaan. ;effect;Hän palkkasi kampanjan johtajan. ;Hän todisti oikeudessa. ;0
Mies odotti matkansa aikana kylmää säätä. ;effect;Hän pakkasi lämmin vaatteet matkalaukkuunsa. ;Hän matkusti iso matkalaukku mukanaan. ;0
Opiskelija tiesi vastauksen kysymykseen. ;effect;Hän nosti kätensä. ;Hän teki jotain. ;0
Mies itki silmistä. ;cause;Pölyä silmiin. ;Hän laittoi suojalaseja silmiinsä. ;0
Pelaaja voitti viisi peliä peräkkäin. ;effect;Hänen vastustajansa syytti häntä huijaamisesta. ;Hänen vastustajansa sääli häntä. ;0
Opettaja repesi oppilaan tentin kappaleiksi. ;cause;Hän nappasi oppilaan huijaamasta. ;Opiskelijan vastaukset olivat vääriä. ;0
Pysähtyin puhumasta. ;cause;Menetin ääneni. ;Hengitys loppui. ;1
Jäätelöruoka sulattui. ;cause;Laitoin sen mikroaaltouuniin. ;Peitin sen muovipakkauksella. ;0
Työntekijä teeskenteli olevansa sairas. ;cause;Hänellä oli vatsakramppeja. ;Hän halusi vapaapäivän. ;1
Tyttö putosi altaaseen. ;cause;Hän juoksi altaalla. ;Hän hyppäsi hyppysikolta. ;1
-Koska elokuvaliput olivat loppuunmyytyjä. ;cause;Se oli elokuvan ensi-ilta. ;Elokuva sai huonoja arvosteluja. ;0
Mies laihtui. ;effect;Hänet eristettiin. ;Ihmiset kehuivat häntä. ;1
Tytön kädet saivat rakkuloita. ;cause;Hän kirjoitti kirjeen. ;Hän kiipesi köysiin. ;1
Sirkusartisti jongloi ajaessaan yksikärryllä. ;effect;Yleisö hurrasi hämmästyksessään. ;Akrobaatti heilui trapeetikolta. ;0
Menetin kärsivällisyyteni. ;cause;Ystäväni antoi minun odottaa. ;Ystäväni saapui ajoissa. ;0
Sotilaalliset maat halusivat rauhaa. ;effect;He kehittivät ydinaseita. ;He neuvottelivat sopimuksen. ;1
Mies otti unilääkettä. ;effect;Hänestä tuli unelias. ;Hänellä oli kuumetta. ;0
Nainen törmäsi sohvaan. ;effect;Sohvan jalka irtosi. ;Hän on mustellut polvensa. ;1
Poika puristi ilmapalloa. ;effect;Pallopallo räjähti. ;Pallopallo lensi pois. ;0
He olivat matkustajia, jotka olivat kirjautuneet hotellihuoneeseen. ;effect;He purkivat matkalaukkunsa. ;He menivät lentokentälle. ;0
Minä purin persikkaa. ;effect;Persikka on ruhjeissa. ;- Se oli ihan sekaisin. ;1
Käteni liimistuivat. ;cause;Söin donitsin. ;Minulla oli makean hammas. ;0
Työnsin ovea. ;effect;Ovi aukesi. ;Ovi lukittu. ;0
Aktivistit boikotoivat tuotteita. ;cause;Tuotteet testattiin laadunvarmistusta varten. ;Tuotteet valmistettiin lasten työvoiman avulla. ;1
Porasin reiän seinään. ;effect;Hiiri ryömi ulos kuopasta. ;- Pöly puhalsi ulos reiästä. ;1
Nainen tunsi kateutta siskoansa kohtaan. ;cause;Hänen siskonsa oli onnellinen. ;Hänen siskonsa erosi. ;0
Kaadoin viiniä paitaani. ;effect;Laitoin esiliinan päälleni. ;Vaihdoin paidan. ;1
Kassa avasi kassan. ;cause;Asiakas etsi lompakkoaan. ;Asiakas antoi hänelle rahaa. ;1
Katumusiikisti houkutteli väkijoukkoa. ;effect;Hän sai vaihtorahaa. ;Hän lähetti väkijoukon pois. ;0
Pikkupoika itki lapsenvahdilleen. ;cause;Hän kaipasi vanhempiansa. ;Oli välipalan aika. ;0
Pilotin tutka havaitsi myrskyn. ;effect;Lentäjä ajoi pois myrskystä. ;Lentäjä lensi myrskyn läpi. ;0
Puu pudotti lehdet. ;effect;Lehdet muuttuivat väreiksi. ;Lehdet kerääntyivät maahan. ;1
Poika oli ilkeämielinen. ;effect;Hän päätti pelata korttia siskonsa kanssa. ;Hän päätti tehdä siskolleen pilaa. ;1
Lapsi valitti, että hänen täytyi mennä vessaan. ;effect;Hänen isänsä antoi hänelle limsaa. ;Hänen isänsä pysäytti auton huoltoasemalla. ;1
Lapsi kastoi kalaravintoa altaaseen. ;effect;Kala hyppäsi altaasta. ;Kala ui kohti ruokaa. ;1
Naisen poliittiset näkemykset muuttuivat. ;effect;Hän vaihtoi puolueen. ;Hän osallistui protestiin. ;0
Kylpyhuoneen lavuaari oli tukossa. ;effect;- Minä avasin hanan. ;Kaadoin siihen viemärinpesuainetta. ;1
Matkustajat laskeutuivat junasta. ;cause;Juna saapui asemalle. ;Juna viheltää. ;0
Mies painoi kirjekuoren kosteaa kytkentää. ;effect;Hän pani leiman kirjekuoreen. ;Hän sulki kirjekuoren. ;1
Ystävät eivät enää olleet yhteydessä. ;cause;He nauttivat toistensa seurasta. ;He muuttivat eri kaupunkeihin. ;1
Kirjanpitäjä käytti yhtiön varoja huonosti. ;effect;Hänet erotettiin asemastaan. ;Hän lähti äitiyslomaan. ;0
Katsoin kelloa. ;cause;Kuulin kellon tikittävän. ;Halusin tarkistaa kellon. ;1
Käteni ahdistui. ;cause;Kirjoitin esseen käsin. ;Vaimoni ja minä pidimme toistemme kädestä. ;0
- Pultti kiristyi. ;cause;- Vaihdoin sen. ;Käänsin venyksen. ;1
Pariskunta allekirjoitti vuokrasopimuksen asunnon ostamisesta. ;effect;Pari muutti asunnolle. ;Kaupungin viranomaiset hylkäsivät asunnon. ;0
Nainen istui ulkona kuistilla. ;cause;Hän halusi katsoa auringonlaskua. ;Hän luuli nähneensä salamaa. ;0
Miehellä oli pelastusliivi vedessä. ;cause;Hän ei osannut uida. ;Vesi oli matalaa. ;0
Nainen teki kirjoitusvirheen tekstinkäsittelyssä. ;effect;Hän poisti asiakirjan. ;Hän painoi takaa-aikaa. ;1
Tyttö kerskui ystäviensä edessä. ;cause;Hän sai huonon arvosanan. ;Hän voitti kilpailun. ;1
- Puutarha oli mutainen. ;cause;Satoi koko yön. ;Se oli täynnä rikkaruohoa. ;0
Nainen nukkui. ;cause;Hän vietti yön hotellissa. ;Hän unohti asettaa herätyskelloonsa. ;1
Mies käytti aurinkovoidetta. ;cause;Hän istui varjossa. ;Hän meni rannalle. ;1
Tutkijat todistivat teorian. ;effect;Tutkijat peruivat teorian. ;Yksilöt hyväksyivät teorian. ;1
Fanit huusivat peliä. ;cause;Peli meni ylitykseen. ;Tuomari teki väärän päätöksen. ;1
- Kirjoitin yhdistelmän lukkoon. ;effect;Suljin lukon. ;Lukko aukesi. ;1
Yleisö kiihtyi. ;effect;Isä antoi pojalleen rahaa. ;Isä tarttui poikansa käteen. ;1
Lumi tukki ajotietä. ;effect;Keräsin lumen lumipalloon. ;-Pyyhin lumen pois tieltä. ;1
Kajakkailijat vessoivat. ;effect;Kajakki saavutti rannan. ;- Kajakki törmäsi aaltoon. ;0
Tyttö menetti pyörän hallinnan. ;effect;Hän päästi ohjauspyörän irti. ;Hän törmäsi aitoon. ;1
- Minä laitoin tuuletin päälle. ;effect;Vettä ruiskutettiin iholleni. ;Tunsin viileän ilman kulkevan päälleni. ;1
Surffaajat palasivat rannalle. ;cause;He olivat läpimärkä. ;He näkivät hain. ;1
Vedin kylpyammeesta viemärin. ;effect;Vesi tyhjensi ammeesta. ;Vesi piserrettiin lattialle. ;0
Mies tunsi syyllisyyttä pettäneensä vaimoaan. ;effect;Hän syytti häntä uskottomuudesta. ;Hän tunnusti uskottomuutensa. ;1
- Ilmoituksen muste oli likainen. ;cause;Odotin, että muste kuivuu. ;Kaadoin vettä julisteeseen. ;1
Lapsi heräsi huutaen. ;cause;Hän näki painajaisen. ;Hän märkäsi sängyn. ;0
Poika pani jalkansa pöydälle. ;effect;Hänen isänsä istui pöytään. ;Hänen isänsä esitti hänelle. ;1
Ystäväni kääntyi minua kohti. ;cause;Huusin hänen nimeään. ;Minä heilutin käsiäni. ;0
Hallitus sorsi kansalaisiaan. ;effect;Kansalaiset järjestivät kapinan. ;Kansalaiset rekisteröityivät äänestämään. ;0
Poika oli eksynyt metsässä. ;effect;Hän pystytti teltan. ;Hän huusi apua. ;1
Nainen matkusti ulkomaille. ;cause;Hän halusi oppia piirtämään. ;Hän halusi oppia tuntemaan muita kulttuureja. ;1
Mies oli kateellinen työtoverilleen. ;cause;Hänen työtoverinsa sai ylennyksen. ;Hänen työtoverinsa työskenteli myöhään. ;0
Mies näki avaruusolioita. ;cause;Hän näki harhoja. ;Hän meditoi. ;0
Mies muuttui vaaleaksi. ;cause;Hän laittoi valkaisuainetta. ;Hän laittaa siihen shampoota. ;0
Taiteilija loi uutta työtä. ;cause;Hän arvosteli hänen aiempaa työtään. ;Hän koki inspiraation iskun. ;1
Poika muutti pois kotoa. ;cause;Hänet erotettiin armeijasta. ;Hän oli menossa yliopistoon. ;1
Kirjat putosivat kirjakaapista. ;cause;Hyllyt olivat pölyisiä. ;Maanjäristys järjesti kirjakaapin. ;1
Taloni sähkö katosi. ;effect;Sytytin valon. ;- Säädin virtapiirin. ;1
- Ajoimme vuoristoradalla. ;cause;Se näytti pelottavalta. ;Se näytti hauskalta. ;1
Pussilla oli popcornia. ;cause;Kaadoin voita pussiin. ;Lämmitin sen mikroaaltouunissa. ;1
Puun putosi sähköjohtoon. ;effect;Sähkö katosi naapurustossa. ;Ensin oli luvassa voimakasta tuulta. ;0
Puhuja esitti poliittisesti virheellisiä kommentteja. ;effect;Hän tylsisti yleisöä. ;Hän loukkasi yleisöä. ;1
-Pistin itseni neulalla. ;effect;Hikoilusävy tippui kasvoilleni. ;Sormeeni tuli veripisara. ;1
Kala kellui säiliön pinnalla. ;cause;Se oli nälkäinen. ;Se oli kuollut. ;1
Mies kuului raivoksi. ;cause;Hänellä oli flunssa. ;Hän lopetti tupakoinnin. ;0
Hissien ovet aukenivat. ;cause;Hissi saapui määrätylle kerrokselle. ;Hissi jäi jumiin kerroksen väliin. ;0
Teini-ikäinen livahti ulos talosta. ;cause;Hän valehteli vanhemmilleen. ;Vanhemmat kielsivät häntä. ;1
Vessa tulvi. ;cause;Vessa oli täynnä. ;Vedenlämmitin hajosi. ;0
Koiranpentu pysyi omistajansa lähellä. ;cause;Omistaja laittoi pennulle kaulakorun. ;Omistaja piti pennua hihassa. ;1
Mies näki peilikuvan. ;cause;Hän seisoi laajalle ulottuvan puun alla. ;Hän seisoi rauhallisen järven yllä. ;1
En saanut tyttöystäväni puhelua. ;effect;Soitin hänelle takaisin. ;Tapasimme illallisella. ;0
Perhe etsi naapurustoa. ;cause;Heidän koiransa karkasi kotoa. ;Heidän kodistaan puuttui kalliita koruja. ;0
Näin hengitykseni hengittäessäni. ;cause;Sää oli kylmä. ;Rintaani oli tiukalla. ;0
Työntekijät perustivat ammattiliiton. ;cause;He halusivat parempia työoloja. ;Heidän työnantajansa nosti heidän palkkansa. ;0
Leivotin omenapiirakkaa. ;effect;Keittiö oli täynnä mätänemisen hajua. ;Keittiö oli täynnä lämmintä tuoksua. ;1
Nainen kamppaili kävelemään. ;cause;Hänellä oli korkokengät. ;Hän otti kengät pois. ;0
Pihasta nousi höyryä. ;cause;Vesi kiehui. ;- Minä katesin potin. ;0
Kaikki sukkani olivat pesulassa. ;effect;Minulla oli sandaalit. ;Minulla oli saappaat. ;0
Poliitikon väitettä pidettiin järjettömänä. ;effect;Hän menetti äänestäjien tuen. ;Häntä syytettiin korruptiosta. ;0
Kaikki olivat eri mieltä parin kihlauksesta. ;effect;Pariskunta tuli raskaaksi. ;Pariskunta karkasi. ;1
Rakennus oli omistettu miljonäärille. ;cause;Miljonääri halusi rakennuksen purettavan. ;Miljonääri lahjoitti rahat sen rakentamiseen. ;1
Myyntipäällikkö syytti tyttöä varastamisesta. ;cause;Myyjä näki tytön laittavan tavaraa laukkuunsa. ;Myyjä auttoi tyttöä löytämään sen, josta hän piti. ;0
Maa julisti sodan naapurimaalle. ;effect;Sotilaat lähetettiin taistelemaan. ;Sotilaat yhdistettiin perheisiinsä. ;0
Oikeus vahvisti kiistanalaisen tuomion. ;effect;Oikeustalon edessä alkoi mellakointi. ;Pari vaihtoi valan oikeustalon edessä. ;0
Tyttö haistoi jotain palavaa. ;cause;Hän otti keksit purkista. ;Hän jätti keksit uunissa. ;1
Sade oli valtava. ;effect;Myrsky paheni. ;Juoksin sisään. ;1
Rakennus on evakuoitu. ;cause;Hissi lakkasi toimimasta. ;Palovaroitin soitti. ;1
Isä vihasi poikansa alkoholismia. ;effect;Isä osti pojalleen oluen. ;Isä potki poikansa ulos talosta. ;1
Asianajaja meni portaat ylös toimistoonsa. ;cause;Sihteerini meni kotiin. ;Hissi oli rikki. ;1
Mies suuttui ystävälleen. ;cause;Hänen ystävänsä keskeytti hänet. ;Hänen ystävänsä osti hänelle lounaan. ;0
Tyttö antoi rahansa kassalle. ;effect;Kassa antoi tytölle vaihtorahansa. ;Kassa unohti antaa tytölle kuitin. ;0
Nainen joutui pyörätuoliin. ;cause;Hän halvaantui onnettomuudessa. ;Hän tuli sairaalaan paareilla. ;0
Kansalaiset ripustivat kansallisen lipun kotiensa ulkopuolelle. ;cause;Maassa vietettiin itsenäisyytensä juhlaa. ;Maalla oli taloudellisia vaikeuksia. ;0
Joukkue hävisi turnauksen. ;effect;He pettivät fanejaan. ;He inspiroivat fanejaan. ;0
Ystäväni huomautti, että minulla oli ruokaa hampaissani. ;effect;Minua nolotti. ;Olin ylpeä. ;0
Poika epäonnistui historian kokeessa. ;cause;Hän kuunteli tunnilla. ;Hän unohti opiskella. ;1
Keskustan rakennus romahti. ;cause;Maanjäristys iski kaupunkiin. ;Rikollisuus kasvoi kaupungissa. ;0
- Mies jätti tyttöystävänsä. ;effect;Hän rukoili häntä ottamaan hänet takaisin. ;Hän esitteli hänet vanhemmilleen. ;0
Lapset ottivat pallon samalla kertaa. ;effect;Pallo pyöri pois. ;Heidän päänsä törmäsivät. ;1
Pesukarhu ryösti roskiksia. ;cause;Roskiksessa oli pahvia. ;- Se oli pois roskiksesta. ;1
Poika terästi kynää. ;cause;Se oli halpaa. ;Se oli tylsää. ;1
Kassa ei maksanut naiselle puvun takaisin. ;cause;Hän menetti kuittinsa. ;- Se ei sopinut. ;0
Raaputus iholleni oli syvä. ;effect;Se parani nopeasti. ;Se jätti arven. ;1
Mies sai outoja katseita junassa olleilta matkustajilta. ;cause;Hän tuijotti maata. ;Hän puhui itsekseen. ;1
Lapsi jätti murusia lattialle. ;effect;Muurahaiset ryömivät murtoihin. ;Lapsi pani leivän pois. ;0
Nainen ojensi sisarelleen nenäliinan. ;cause;Naisen sisko kytki kätensä yhteen. ;Naisen sisko alkoi itkeä. ;1
Mies otti minttuhatta. ;cause;Hänen huulensa olivat halkeamattomat. ;Hän oli huolissaan pahanhajuisesta hengityksestä. ;1
Pari lähti esityksestä aikaisin. ;cause;He ennakoivat liikennettä teatterin ympärillä. ;Heillä on ohjeet teatteriin. ;0
Nainen jäi kotiin töistä. ;effect;Hänen pomonsa ylistää häntä. ;Työtoverin piti hänet turvassa. ;1
Mies allekirjoitti aktivistien vetoomuksen. ;cause;Hän tuki heidän asiansa. ;Hän julisti heidät hulluiksi. ;0
Näyttelijän sydän oli värinää ennen hänen esitystä. ;cause;Hänellä oli lavatermi. ;Hän oppi repliikit ulkoa. ;0
Olin eksyksissä. ;effect;Laskin käteiseni. ;Kannan kartan. ;1
Kypsät hedelmät viipyivät auringossa. ;effect;Se syötiin. ;Se kutistui. ;1
Auto hajosi. ;cause;Käänsin kytkimen päälle. ;Moottori ylikuumensi. ;1
Mies loukkasi selkäänsä. ;effect;Hän meni psykiatrille. ;Hän jäi nukkumaan useita päiviä. ;1
Sytytin tulen. ;cause;Minulla ei ollut enää polttopuita. ;Talossa oli kylmä. ;1
Nainen lopetti juoksun. ;cause;Hänellä on kramppi kyljessä. ;Hän sai uuden henken. ;0
Koputin naapurin oveen. ;effect;Naapurini kutsui minut sisään. ;Naapurini lähti kotoaan. ;0
Nainen huokaisi turhautuneena. ;cause;Hänen miehensä ymmärsi väärin hänen huolensa. ;Hänen miehensä suuteli häntä hyvästiksi. ;0
Opettaja kiitti oppilasta. ;cause;Opiskelija vastasi kysymykseen oikein. ;Opiskelija epäröi vastata kysymykseen. ;0
Naisella loppuivat munat. ;effect;Hän meni tilalle. ;Hän meni supermarkettiin. ;1
Tapasin vanhan ystävän. ;effect;Paljastin hänelle salaisuuden. ;-Hän oli hyvä. ;1
Nainen vältti menemistä järveen. ;cause;Hän nappasi kalan. ;Se näytti saastuneelta. ;1
Opiskelija saapui luokkaan märkä. ;cause;Hänen sateenvarjonsa oli rikki. ;Hänen pyöränsä varastettiin. ;0
Tietokoneen näytön viittaus liikkui. ;cause;Käyttäjä klikkasi hiirtä. ;Käyttäjä siirtää hiirtä. ;1
Kuljettaja meni kiertotietä. ;cause;Päätiellä sattui onnettomuus. ;Hän seurasi autoa. ;0
Ripusin märät pellavat ulkona pyykkijonolle. ;effect;Pelivaatteet kuivuivat. ;- Pesuvaatteet ovat tahrattuja. ;0
Nainen otti lasit päähänsä. ;cause;Aurinko paistoi kirkkaasti. ;Hän kutsui taksin. ;0
Mies tuijotti yötaivaita. ;cause;Hän toivoi, että olisi kesä. ;Hän piti sitä kauniina. ;1
Olin uupunut. ;effect;Menin aikaisin nukkumaan. ;Olin hereillä koko yön. ;0
Mies meni parturiin. ;cause;Hän kasvatti hiuksiaan. ;Hänen hiuksensa olivat pitkittyneet. ;1
Poika leikki ilkeitä temppuja uudelle luokkatoverilleen. ;cause;Poika toivotti uuden luokkatoverinsa tervetulleeksi. ;Poika ei pitänyt uudesta luokkatoveristaan. ;1
Halusin lasin maitoa. ;cause;Söin keksit. ;Leipasin leipää. ;0
Alkoi sataa. ;effect;Kuljettaja sytytti ajovalaisimet. ;Kuljettaja kääntyi taaksepäin. ;0
Rakennuksen pysäköintipaikka oli tyhjä. ;effect;Pysäköin kadun toiselle puolelle. ;Pysäköin sisäänkäynnin lähelle. ;1
Kirjoittaja ei saanut käsikirjoitusta viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään viimeistään. ;cause;Hänellä oli kirjoittajaluokka. ;Hän muokasi luonnosta. ;0
- Hän lopetti puhelun. ;cause;Pyysin puhumaan esimiehelle. ;Annoin henkilötunnukseni. ;0
Tuuli puhalsi avoimen ikkunan läpi. ;effect;Ovenkello soi. ;Verhot värisivät. ;1
Taloni sähkö katosi. ;cause;- Irrottelin lampun. ;-Suljetin sulakkeen. ;1
Painojen nostaja murisi. ;cause;Hän nyrjäytti lihaksiaan peilissä. ;Hän nosti baarin päänsä yli. ;1
Opiskelija yritti laskea laskelmat päässä. ;effect;Hän otti laskimen esiin. ;Hän sekoili. ;1
Vauva nukahti. ;cause;Isä vaihtoi vauvan vaippaa. ;Isä raahasi vauvaa hellästi. ;1
Tyttö heitti vesipalloa pojalle. ;effect;Poika sai aivotärähdyksen. ;Poika oli märkä. ;1
Valokuvaaja unohti käyttää kameran välähteen. ;effect;Kuvat olivat hämärät. ;Kaikki kuvissa kieltäytyivät hymyilemästä. ;0
Kieltäydyin kutsusta syntymäpäiväjuhliin. ;cause;Olin yksinäinen. ;Olin matkoilla. ;1
Harjoittelin. ;cause;Tunsin itseni energiseksi. ;- Pelkäsin. ;0
Puristin kosteaa sieniä. ;effect;Se imeytyi veteen. ;Se oli täynnä vettä. ;1
Lomarit menivät lautalla lomakohteeseen. ;cause;- Majoitus oli varattu. ;Lomakeskusta oli saarella. ;1
Teini-ikäinen teki tatuoinnin. ;cause;Hän pelkäsi neuloja. ;Hän halusi kapinoida. ;1
Tuntematon auto pysäköityi taloni ulkopuolelle. ;effect;Minusta tuli epäileväinen. ;Soitin poliisille. ;0
Rikollinen antautui. ;cause;Todisteet osoittivat hänen syyllistyneen. ;Häntä vastaan ei ollut todisteita. ;0
Raskas mies päätti laihtua. ;effect;Hän lopetti makeiset. ;Hän vältti kofeiinia. ;0
Tyttö astui jäälle. ;effect;Hän liukastui. ;Hän vapisi. ;0
Naisella oli silmämunaa. ;cause;Hän oli hereillä koko yön. ;Hän laittoi poikansa nukkumaan. ;0
Tulivuoresta virtaa laavaa. ;cause;Tulivuori purkautui. ;Tulivuori oli lepotilassa. ;0
Nainen otti kengät jalkaansa. ;cause;Hän tunsi kaikki juhlissa. ;Hän halusi lähteä juhlista. ;1
Maksoin maksupisteen vartijalle. ;effect;Hän antoi minun mennä läpi. ;Hän pidätti minut tullipisteessä. ;0
Johtaja meni konkurssiin. ;cause;Hän myi yhtiönsa osakkeet. ;Hän tuhlasi omaisuutensa. ;1
Mies meni lääkärille. ;cause;Lääkäri oli lomalla. ;Mies tunsi olonsa huonoksi. ;1
Lähdin makuuhuoneesta ikkunasta. ;cause;Talo oli tulessa. ;Talo oli tyhjä. ;0
Pojan sormet olivat harmaantuneet. ;cause;Hän otti pitkän suihkun. ;Hän höllensi kätensä saippualla. ;0
Minä syljen maidon ulos. ;cause;Maito maistui hapuisalta. ;Suuni oli kuiva. ;0
- En ehtinyt bussille. ;effect;Tulin aikaisin töihin. ;- Olin myöhässä töistä. ;1
Kuorma-auto törmäsi autoon. ;effect;Kuorma-auto kiihdytti. ;Auto on rikki. ;1
Joukkue järjesti kilpailun omaksi hyväkseen. ;effect;He voittivat. ;He lopettivat. ;0
Lääkkeen pullot siiselevät. ;cause;Käänsin pullon ympäri. ;Käänsin sen pois. ;1
Poika oli lukittuna ulos talostaan. ;effect;Hän ryömi sisään avoimesta ikkunasta. ;Hän nousi katolle. ;0
Ovenkello soi. ;effect;Vierailija koputti oveen. ;Nainen tuijotti oven lukko-aukosta. ;1
Mies tahraili puvunsa. ;effect;Hän on saanut sen pesulasta. ;Hän ripusti sen kaappiinsa. ;0
Tyttö puristi hammastahnaa. ;effect;Hammastahna suihkutti putkesta. ;Tyttö sylki hammastahnan ulos. ;0
Sodan siviilikuolemat nousivat. ;effect;Rauhanmieliset järjestivät mielenosoituksen. ;Rauhanmieliset pitivät paraatin. ;0
Tyttö veti nauhan hiuksistaan. ;cause;Hän sitoi nauhan. ;Nauhalla oli lapsen näköinen ulkonäkö. ;1
Hän teki plastiikkakirurgiaa. ;effect;Hän vanheni. ;Hän näytti nuoremmalta. ;1
Munasta nousi kananpoika. ;cause;Munasta kuoriutui. ;Minä murskasin munan. ;0
Vanki kuoli nälkään. ;effect;Hän kuoli. ;Hän pakeni. ;0
Mies menetti tasapainon tikapuissa. ;effect;Hän nousi tikkaita ylös. ;Hän putosi tikkailta. ;1
Lapsi röyhtäsi. ;cause;Hän otti siemauksen limsaa. ;Hän avasi limsa-astian. ;0
Ikkunasta tuli kylmä virta. ;effect;Minä rentouduin. ;Minä vapisin. ;1
Opiskelija sai stipendin mennäksesi yliopistoon. ;cause;Hänen luokkatoverinsa kunnioittivat häntä. ;Hän sai hyviä arvosanoja. ;1
Tyttö pilkkasi poikaa. ;cause;Hän asui naapurissa. ;Hän oli ihastunut häneen. ;1
Nälkä vaeltaja varasti ruokaa. ;cause;Hän herätti sääliä. ;Hänellä ei ollut rahaa. ;1
Soitin ystävälleni juttelemaan. ;cause;Halusin olla rauhassa. ;Tunsin itseni yksinäiseksi. ;1
Mies ojensi kätensä minulle. ;effect;Otin hänen kättään. ;Löin häntä. ;0
Minä väistyin. ;cause;Ilotulitukset alkoivat ilmassa. ;Frisbi lentää päin päätäni. ;1
Tyttö puri kynsiään. ;cause;Hän oli huolissaan. ;Hän oli yllättynyt. ;0
Käänsin kalenterin sivun. ;cause;- Kirjoitin tapaamisen kalenterille. ;Se oli uuden kuun alku. ;1
Aviomies sai selville, että vaimolla oli suhde toiseen. ;effect;Hän erotti asianajajansa. ;Hän hakee avioeroa. ;1
Tyttö pudotti kumipallon. ;effect;Pallo pomppii. ;Pallo loisti. ;0
Tyttö teki virheen kokeessa. ;effect;Hän arveli vastauksen. ;Hän pyyhki vastauksensa. ;1
Pelaaja taklaa vastustajansa. ;effect;Vastustaja nappasi syöttön. ;Vastustaja osui maahan. ;1
Minä poimin tomaatit viiniköynnöksestä. ;cause;Ne olivat kypsiä. ;Minä kastelin niitä. ;0
Mies halusi esittää romanttista. ;effect;Hän tapasi ex-tyttöystävänsä lounaalla. ;Hän osti tyttöystävälleen suklaata. ;1
Lämpömittariin on tullut elohopeaa. ;cause;Pudotin lämpömittarin. ;Sää lämmensi. ;1
Tornado tuli kaupungin läpi. ;effect;Oikeustalon katto räjähti. ;Moottoritiellä oli vaarallista jäätä. ;0
Opiskelija sai opetusta. ;effect;Hänen arvosanansa paranivat. ;Hän huijasi tentissä. ;0
Tunsin oloni mukavaksi. ;cause;Polvistuin maahan. ;Kiedän itseni peittoon. ;1
Minä kiven kiillotin. ;effect;Se liukui. ;Se alkoi kiiltäväksi. ;1
Lisäsin sokeria kahviin. ;effect;Kahvi tuoksui vahvalta. ;Kahvi maistui makealta. ;1
Mies raapusti lehtiä. ;effect;Hän sai leikkauksen paperiin. ;Hän repi paperit kappaleiksi. ;0
Löin naulaa vasaralla. ;effect;Naula syöksyi puuhun. ;Naula ruostui. ;0
Kala puri köyttä. ;effect;Kalastaja veti kalan. ;Kalastaja laittaa köyden uudelleen. ;0
