premise;question;choice1;choice2;label
Os olhos do homem encheram-se de lágrimas. ;cause;O pó entrou nos olhos dele. ;Ele colocou óculos sobre os olhos. ;0
O jogador ganhou cinco jogos seguidos. ;effect;O adversário acusou-a de fazer batota. ;O adversário sentiu pena dela. ;0
O professor rasgou o exame do aluno. ;cause;Ele pegou o aluno a fazer batota. ;As respostas do aluno estavam incorretas. ;0
Eu parei para parar de falar. ;cause;Perdi a minha voz. ;Fiquei sem fôlego. ;1
A comida congelada descongelaram. ;cause;Pus-o no microondas. ;Cobri-o com plástico. ;0
O funcionário fingiu estar doente. ;cause;Ele tinha cólicas de estômago. ;Ele queria um dia de folga. ;1
A rapariga caiu na piscina. ;cause;Correu na piscina. ;Ela saltou do trampolim. ;1
Os bilhetes de cinema esgotaram-se. ;cause;Era o dia da estreia do filme. ;O filme recebeu críticas ruins. ;0
O homem perdeu peso. ;effect;As pessoas isolaram-no. ;As pessoas elogiaram-no. ;1
As mãos da menina ficaram com bolhas. ;cause;Ela escreveu uma carta. ;Ela subiu numa corda. ;1
O artista de circo malabarizou enquanto andava de monociclo. ;effect;O público aplaudiu em espanto. ;O acrobata balançou de um trapézio. ;0
Perdi a paciência. ;cause;O meu amigo fez-me esperar. ;Meu amigo chegou a tempo. ;0
Os países em guerra queriam a paz. ;effect;Eles desenvolveram armas nucleares. ;Eles negociaram um tratado. ;1
O homem tomou um comprimido para dormir. ;effect;Ele ficou sonolento. ;Ele tinha febre. ;0
A mulher bateu no sofá. ;effect;A perna do sofá soltou-se. ;Ela machucou o joelho. ;1
O menino espremeu o balão. ;effect;O balão rebentou. ;O balão voou. ;0
Eles são viajantes que se registaram no quarto do hotel. ;effect;Eles desempacotaram suas malas. ;Eles foram para o aeroporto. ;0
Meti um bocado no pêssego. ;effect;O pêssego magoado. ;O suco derramou-se. ;1
As minhas mãos ficaram pegajosas. ;cause;Comi um donut. ;Eu tinha um gosto por doces. ;0
Eu empurrei a porta. ;effect;A porta abriu-se. ;A porta está trancada. ;0
Ativistas boicotaram os produtos. ;cause;Os produtos foram testados para garantia de qualidade. ;Os produtos foram fabricados através do trabalho infantil. ;1
Eu fiz um buraco na parede. ;effect;Um rato rastejou para fora do buraco. ;O pó saiu do buraco. ;1
A mulher sentiu inveja de sua irmã. ;cause;A irmã dela estava feliz. ;A irmã dela divorciou-se. ;0
Derramei vinho na minha camisa. ;effect;Eu coloquei um avental. ;Mudei de camisa. ;1
O caixa abriu a caixa registradora. ;cause;O cliente revistou a carteira dele. ;O cliente deu-lhe o dinheiro. ;1
O músico de rua atraiu uma multidão. ;effect;As pessoas davam-lhe troco. ;Ele mandou a multidão embora. ;0
O menino chorou para a babá dele. ;cause;Ele sentiu falta dos pais. ;Era hora do lanche. ;0
O radar do piloto detectou uma tempestade. ;effect;O piloto navegou para longe da tempestade. ;O piloto voou através da tempestade. ;0
A árvore perdeu as folhas. ;effect;As folhas mudaram de cor. ;As folhas se acumularam no chão. ;1
O rapaz estava de mau humor. ;effect;Ele decidiu jogar cartas com a irmã. ;Ele decidiu fazer uma brincadeira com a irmã. ;1
A criança reclamou que tinha que ir ao banheiro. ;effect;O pai dele deu-lhe um refrigerante para beber. ;O pai dele parou o carro num posto de gasolina. ;1
A criança espalhou comida de peixe no tanque. ;effect;O peixe saltou do tanque. ;O peixe nadou em direção à comida. ;1
As opiniões políticas da mulher mudaram. ;effect;Ela mudou de partido. ;Ela participou de um protesto. ;0
O lavabo da casa de banho estava entupido. ;effect;Eu liguei a torneira. ;Pus limpador de esgotos nela. ;1
Os passageiros saíram do trem. ;cause;O trem chegou à estação. ;O trem assobiou. ;0
O homem pressionou a aba húmida do envelope. ;effect;Ele pôs um selo no envelope. ;Ele fechou o envelope. ;1
Os amigos perderam o contacto. ;cause;Eles gostavam da companhia um do outro. ;Eles se mudaram para cidades diferentes. ;1
O contador administrou mal os fundos da empresa. ;effect;Ela foi demitida de seu cargo. ;Ela foi de licença-maternidade. ;0
Olhei para o relógio. ;cause;Ouvi o relógio a bater. ;Queria ver a hora. ;1
A minha mão ficou com cólicas. ;cause;Escrevi o ensaio à mão. ;A minha mulher e eu agarrámo-nos pela mão. ;0
O parafuso apertou. ;cause;Eu troquei o parafuso. ;Eu torci a chave inglesa. ;1
O casal assinou um contrato de arrendamento de um apartamento. ;effect;O casal mudou-se para o apartamento. ;A cidade condenou o apartamento. ;0
A mulher sentou-se lá fora, na varanda. ;cause;Ela queria ver o pôr do sol. ;Ela pensou que viu um relâmpago. ;0
O homem usava um colete salva-vidas na água. ;cause;Ele não sabia nadar. ;A água era rasa. ;0
A mulher cometeu um erro no processador de texto. ;effect;Ela apagou o documento. ;Ela carregou na tecla de retroescala. ;1
A menina se gabou com seus amigos. ;cause;Ela teve uma má nota. ;Ganhou um concurso. ;1
O gramado estava enlameado. ;cause;Choveu durante a noite. ;Estava cheio de ervas daninhas. ;0
A mulher adormeceu. ;cause;Ela passou a noite num hotel. ;Ela esqueceu de ajustar o despertador. ;1
O homem colocou protetor solar. ;cause;Ele sentou-se na sombra. ;Ele foi para a praia. ;1
Os pesquisadores provaram a teoria. ;effect;Os pesquisadores retraíram a teoria. ;Indivíduos aceitaram a teoria. ;1
Os fãs do jogo vaiaram. ;cause;O jogo entrou em prolongamento. ;O árbitro fez uma decisão errada. ;1
Eu introduzi a minha combinação na fechadura. ;effect;Eu fechei a fechadura. ;A fechadura abriu-se. ;1
A multidão intensificou-se. ;effect;O pai deu ao filho algum dinheiro. ;O pai agarrou a mão do filho. ;1
A neve estava a bloquear a entrada. ;effect;Eu reuni a neve em uma bola de neve. ;Eu limpei a neve do caminho. ;1
Os caiaqueiros remaram seus remos. ;effect;O caiaque chegou à costa. ;O caiaque bateu numa onda. ;0
A menina perdeu o controle da bicicleta. ;effect;Ela soltou o leme. ;Ela bateu numa cerca. ;1
Liguei o ventilador. ;effect;Água salpicada na minha pele. ;Senti o ar fresco passar por cima de mim. ;1
Os surfistas voltaram para a praia. ;cause;Estavam encharcados. ;Eles viram um tubarão. ;1
Eu puxei a tomada da banheira. ;effect;A água drenou-se da banheira. ;A água salpicou o chão. ;0
O marido sentiu-se culpado por trair a esposa. ;effect;Ele a acusou de infidelidade. ;Ele confessou a infidelidade dele a ela. ;1
A tinta do cartaz ficou manchada. ;cause;Esperei que a tinta secasse. ;Derramei água no cartaz. ;1
A criança acordou gritando. ;cause;Ele teve um pesadelo. ;Ele mijou a cama. ;0
O menino colocou os pés na mesa. ;effect;O pai dele sentou-se à mesa. ;O pai dele deu-lhe uma lição. ;1
Meu amigo virou a cabeça na minha direção. ;cause;Eu gritei o nome dele. ;Eu acenei os braços. ;0
O governo oprimiu seus cidadãos. ;effect;Os cidadãos fizeram uma revolta. ;Os cidadãos registados para votar. ;0
O menino estava perdido na floresta. ;effect;Ele montou uma tenda. ;Ele gritou por ajuda. ;1
A mulher viajou para o estrangeiro. ;cause;Ela queria aprender a desenhar. ;Ela queria aprender sobre outras culturas. ;1
O homem estava com ciúmes de seu colega de trabalho. ;cause;O colega dele foi promovido. ;O colega dele trabalhou até tarde. ;0
O homem testemunhou alienígenas. ;cause;Ele estava a alucinar. ;Ele estava a meditar. ;0
O cabelo do homem ficou loiro. ;cause;Ele pôs lixívia nele. ;Ele pôs shampoo nele. ;0
O artista criou um novo trabalho. ;cause;Ela criticou seu trabalho anterior. ;Ela sentiu um golpe de inspiração. ;1
O filho se mudou de casa. ;cause;Ele foi dispensado do exército. ;Ele ia para a faculdade. ;1
Os livros caíram da estante. ;cause;As prateleiras estavam cobertas de pó. ;Um terremoto sacudiu a estante. ;1
A electricidade da minha casa desligou-se. ;effect;Acendei uma luz. ;Eu reiniciei o disjuntor. ;1
Andámos na montanha russa. ;cause;Parecia assustador. ;Parecia divertido. ;1
O saco de pipocas começou a estourar. ;cause;Eu despejei manteiga no saco. ;Aqueci-o no microondas. ;1
Uma árvore caiu na linha de energia. ;effect;A electricidade no bairro foi cortada. ;A previsão prevê ventos fortes. ;0
O orador fez comentários politicamente incorretos. ;effect;Ele aborrecia o público. ;Ele ofendeu o público. ;1
Eu pintei-me com o alfinete. ;effect;Um pouco de suor escorria da minha cara. ;Uma gota de sangue formou-se no meu dedo. ;1
O peixe flutuava na superfície do tanque. ;cause;Estava com fome. ;Estava morto. ;1
A voz do homem parecia rouca. ;cause;Ele estava constipado. ;Ele deixou de fumar. ;0
As portas do elevador abriram-se. ;cause;O elevador chegou ao andar designado. ;O elevador ficou preso entre os andares. ;0
O adolescente fugiu da casa. ;cause;Ele mentiu aos pais. ;Os pais puseram-no de castigo. ;1
A casa de banho inundou. ;cause;A sanita transbordou. ;O aquecedor de água quebrou. ;0
O cachorrinho ficou perto de seu dono. ;cause;O dono colocou uma coleira no cachorro. ;O dono manteve o cachorrinho na coleira. ;1
O homem apanhou o seu reflexo. ;cause;Ele ficou de pé debaixo da árvore extensa. ;Ele ficou sobre o lago calmo. ;1
Perdi a chamada da minha namorada. ;effect;Liguei-lhe de volta. ;Conheci-a para jantar. ;0
A família procurou no bairro. ;cause;O cão deles fugiu de casa. ;Desapareceram joias caras de sua casa. ;0
Vi a minha respiração quando exalava. ;cause;O tempo estava frio. ;O meu peito estava apertado. ;0
Os empregados formaram um sindicato. ;cause;Queriam melhores condições de trabalho. ;O patrão aumentou os salários. ;0
Fiz uma tarte de maçã. ;effect;Um cheiro de podridão encheu a cozinha. ;Um cheiro quente encheu a cozinha. ;1
A mulher lutava para andar. ;cause;Ela usava saltos altos. ;Ela tirou os sapatos. ;0
O vapor subiu do pote de água. ;cause;A água ferveu. ;Eu cobri a panela. ;0
Todas as minhas meias estavam na lavandaria. ;effect;Eu usava sandálias. ;Eu usava botas. ;0
O argumento do político foi considerado absurdo. ;effect;Ele perdeu o apoio dos eleitores. ;Ele foi acusado de corrupção. ;0
Todos desaprovaram o noivado do casal. ;effect;O casal engravidou. ;O casal fugiu. ;1
O edifício foi dedicado ao milionário. ;cause;O milionário queria que o prédio fosse demolido. ;O milionário contribuiu com os fundos para construí-lo. ;1
O vendedor acusou a menina de roubar. ;cause;O vendedor viu a rapariga a pôr mercadoria na mala. ;A vendedora ajudou a menina a encontrar a bolsa que ela gostava. ;0
O país declarou guerra ao território vizinho. ;effect;Os soldados foram enviados para lutar. ;Os soldados foram reunidos com as suas famílias. ;0
O tribunal confirmou a decisão controversa. ;effect;Um motim começou em frente ao tribunal. ;Um casal trocou votos em frente ao tribunal. ;0
A rapariga sentiu o cheiro de algo a arder. ;cause;Ela tirou os biscoitos do frasco. ;Ela deixou os biscoitos no forno. ;1
Estava chovendo a pique. ;effect;A tempestade piorou. ;Corri para entrar. ;1
O edifício foi evacuado. ;cause;O elevador parou de funcionar. ;O alarme de incêndio disparou. ;1
O pai ressentiu-se com o alcoolismo do filho. ;effect;O pai comprou uma cerveja para o filho. ;O pai expulsou o filho de casa. ;1
A advogada subiu as escadas até o escritório dela. ;cause;A secretária foi para casa. ;O elevador estava avariado. ;1
O homem ficou irritado com seu amigo. ;cause;Seu amigo o interrompeu. ;O amigo dele comprou-lhe o almoço. ;0
A menina entregou o dinheiro ao caixa. ;effect;O caixa deu à menina o troco. ;O caixa esqueceu-se de dar um recibo à rapariga. ;0
A mulher foi colocada numa cadeira de rodas. ;cause;Ela ficou paralisada num acidente. ;Ela entrou no hospital numa maca. ;0
Os cidadãos penduravam a bandeira nacional fora de suas casas. ;cause;O país comemorava a sua independência. ;O país enfrentava dificuldades econômicas. ;0
A equipe perdeu o torneio. ;effect;Eles desapontaram os fãs. ;Eles inspiraram os fãs. ;0
O meu amigo disse-me que tinha comida presa nos dentes. ;effect;Eu senti-me envergonhado. ;Senti-me orgulhoso. ;0
O menino não passou no exame de história. ;cause;Ele prestou atenção na aula. ;Ele esqueceu-se de estudar. ;1
O edifício do centro da cidade desabou. ;cause;Um terremoto atingiu a cidade. ;A taxa de criminalidade na cidade aumentou. ;0
A namorada do homem acabou com ele. ;effect;Ele implorou-lhe para o aceitar de volta. ;Ela o apresentou aos pais dela. ;0
As duas crianças simultaneamente alcançaram a bola. ;effect;A bola rolou-se. ;As cabeças deles colidiram. ;1
O guaxinim saqueou o contentor do lixo. ;cause;Havia cartão no caixote do lixo. ;A tampa estava fora do contentor do lixo. ;1
O menino afiou o lápis. ;cause;Foi barato. ;Foi chato. ;1
O caixa negou a mulher um reembolso pelo vestido. ;cause;Ela perdeu o recibo. ;O vestido não me caía. ;0
O arranhão na minha pele era profundo. ;effect;Curou-se rapidamente. ;Deixou uma cicatriz. ;1
Os passageiros do trem olharam estranhamente para o homem. ;cause;Ele estava a olhar para o chão. ;Ele estava a falar sozinho. ;1
A criança deixou migalhas no chão. ;effect;As formigas rastejaram até às migalhas. ;A criança guardou o pão. ;0
A mulher deu a sua irmã um lenço. ;cause;A irmã da mulher cruzou as mãos. ;A irmã da mulher começou a chorar. ;1
O homem levou uma moeda. ;cause;Os lábios dele estavam rachados. ;Ele estava preocupado com o mau hálito. ;1
O casal saiu mais cedo para o show. ;cause;Eles anteciparam o tráfego em torno do teatro. ;Eles têm indicações para o teatro. ;0
A mulher ficou em casa do trabalho. ;effect;O chefe dela a elogiou. ;O colega de trabalho dela cobriu-a. ;1
O homem assinou a petição dos ativistas. ;cause;Ele apoiou a causa deles. ;Ele os denunciou como loucos. ;0
O coração do ator estava a bater antes da sua actuação. ;cause;Ele tinha medo do palco. ;Ele memorizou as suas falas. ;0
Eu estava perdido. ;effect;Contei o meu dinheiro. ;Eu desdobrei um mapa. ;1
Os frutos maduros ficaram no sol. ;effect;Foi comido. ;Enroscou-se. ;1
O carro avariou-se. ;cause;Eu liguei a ignição. ;O motor superaqueceu. ;1
O homem magoou as costas. ;effect;Ele foi ver um psiquiatra. ;Ele ficou na cama por vários dias. ;1
Eu acendi um incêndio na lareira. ;cause;Fiquei sem lenha. ;Estava frio na casa. ;1
A mulher parou de correr. ;cause;Ela tem uma cólica no lado. ;Ela teve um segundo fôlego. ;0
Eu bati na porta do meu vizinho. ;effect;O meu vizinho convidou-me para entrar. ;A minha vizinha saiu de casa. ;0
A mulher suspirou de frustração. ;cause;O marido não compreendeu as preocupações dela. ;O marido deu-lhe um beijo de despedida. ;0
O professor elogiou o aluno. ;cause;O estudante respondeu corretamente à pergunta. ;O estudante hesitou em responder à pergunta. ;0
A mulher ficou sem ovos. ;effect;Ela foi para a quinta. ;Ela foi ao supermercado. ;1
Encontrei um velho amigo. ;effect;Eu revelei-lhe um segredo. ;Dei-lhe um abraço. ;1
A mulher evitou ir para o lago. ;cause;Ela pegou um peixe. ;Parecia contaminado. ;1
O aluno chegou à aula encharcado. ;cause;O guarda-chuva dele estava quebrado. ;Roubaram-lhe a bicicleta. ;0
O cursor na tela do computador se moveu. ;cause;O utilizador clicou no rato. ;O utilizador deslocou o rato. ;1
O condutor fez um desvio. ;cause;Um acidente ocorreu na estrada principal. ;Ela seguiu o camião à sua frente. ;0
Pendurei o lençol molhado no cordão de roupa. ;effect;O linho secou. ;O linho manchado. ;0
A mulher colocou os óculos. ;cause;A luz do sol era brilhante. ;Ela chamou um táxi. ;0
O homem olhou para o céu noturno. ;cause;Ele desejava que fosse verão. ;Ele achou que era lindo. ;1
Eu me senti exausto. ;effect;Fui para a cama cedo. ;Fiquei acordado a noite toda. ;0
O homem foi ao barbeiro. ;cause;Ele estava a deixar o cabelo crescer. ;O cabelo dele estava a ficar comprido. ;1
O menino fez brincadeiras maldosas com seu novo colega de classe. ;cause;O menino deu as boas-vindas ao novo colega de classe. ;O menino não gostava do novo colega de classe. ;1
Eu tinha vontade de um copo de leite. ;cause;Estava a comer bolachas. ;Estava a fazer pão. ;0
Começou a chover. ;effect;O motorista acendeu os faróis. ;O motorista deu marcha atrás. ;0
O estacionamento do prédio estava vazio. ;effect;Estacionei do outro lado da rua. ;Estacionei perto da entrada. ;1
A escritora não entregou o rascunho no prazo. ;cause;Ela tinha um bloqueio de escritor. ;Ela editou o rascunho. ;0
O associado desligou-me. ;cause;Pedi para falar com um supervisor. ;Eu forneci o meu número de identificação. ;0
O vento soprou pela janela aberta. ;effect;Tocou a campainha. ;As cortinas estremeceram. ;1
A electricidade da minha casa desligou-se. ;cause;Desliguei a lâmpada. ;Eu rebentei um fusível. ;1
O levantador de pesos grunhiu. ;cause;Ele flexionou os músculos no espelho. ;Ele levantou a barra sobre a cabeça. ;1
O aluno tentou fazer as contas na cabeça. ;effect;Ele tirou uma calculadora. ;Ele ficou confuso. ;1
O bebé adormeceu. ;cause;O pai mudou a fralda do bebê. ;O pai balançou suavemente o bebê. ;1
A menina atirou o balão de água ao menino. ;effect;O rapaz teve uma concussão. ;O rapaz ficou encharcado. ;1
O fotógrafo esqueceu-se de usar o flash da câmara. ;effect;As fotos ficaram borrosas. ;Todas as pessoas nas fotos recusaram-se a sorrir. ;0
Eu recusei o convite para a festa de aniversário. ;cause;Eu estava sozinho. ;Estava fora da cidade. ;1
Eu fiz exercício. ;cause;Senti-me energizado. ;Eu estava assustado. ;0
Eu espremido a esponja úmida. ;effect;- Ele absorveu água. ;A água escorreu. ;1
Os turistas pegaram um ferry para o resort. ;cause;O resort estava reservado. ;O resort estava numa ilha. ;1
O adolescente fez uma tatuagem. ;cause;Ela tinha medo de agulhas. ;Ela queria rebelar-se. ;1
Um carro desconhecido estacionado à porta da minha casa. ;effect;Fiquei desconfiado. ;Eu chamei a polícia. ;0
O criminoso entregou-se. ;cause;As provas implicaram-no. ;Não havia provas contra ele. ;0
O homem pesado decidiu perder peso. ;effect;Ele deixou de comer doces. ;Ele evitou a cafeína. ;0
A rapariga pisou no gelo. ;effect;Ela escorregou. ;Ela tremeu. ;0
A mulher tinha anéis debaixo dos olhos. ;cause;Ela ficou acordada a noite toda. ;Ela pôs o filho na cama. ;0
A lava fluiu do vulcão. ;cause;O vulcão entrou em erupção. ;O vulcão estava em estado de inacção. ;0
A mulher calçou os sapatos. ;cause;Ela conhecia toda a gente na festa. ;Ela queria sair da festa. ;1
Eu paguei o atendente da cabine de pedágio. ;effect;Ela deixou-me passar pela cabine de pedágio. ;Ela detinha-me na cabine de portagem. ;0
O executivo faliu. ;cause;Ele vendeu as ações da empresa. ;Ele desperdiçou sua fortuna. ;1
O homem foi ao médico. ;cause;O médico estava de licença. ;O homem sentiu-se mal. ;1
Saí do meu quarto pela janela. ;cause;A casa estava a arder. ;A casa estava vazia. ;0
Os dedos do rapaz ficaram esbranquiçados. ;cause;Ele tomou um longo banho. ;Ele espumou as mãos com sabão. ;0
Eu cuspo o leite. ;cause;O leite tinha um sabor azedo. ;Tinha a boca seca. ;0
Perdi o autocarro. ;effect;Cheguei cedo ao trabalho. ;Eu estava atrasado para o trabalho. ;1
O caminhão colidiu com o carro. ;effect;O camião acelerou. ;O carro foi esmagado. ;1
A equipa manipulava o concurso a seu favor. ;effect;Eles ganharam. ;Eles desistiram. ;0
A garrafa de refrigerante assobiava. ;cause;Eu virei a garrafa. ;Eu torci a tampa. ;1
O rapaz estava trancado fora de casa. ;effect;Ele entrou pela janela aberta. ;Ele subiu ao telhado. ;0
Tocou a campainha. ;effect;O visitante bateu na porta. ;A mulher espreitou pelo buraco da fechadura da porta. ;1
O homem manchou o fato. ;effect;Ele levou-a para a lavandaria. ;Ele pendurou-o no armário. ;0
A menina espremeu o tubo de pasta de dente. ;effect;A pasta de dentes saiu do tubo. ;A rapariga cuspiu a pasta de dentes. ;0
As mortes de civis na guerra aumentaram. ;effect;Os pacifistas fizeram um protesto. ;Os pacifistas fizeram um desfile. ;0
A menina tirou a fita do cabelo. ;cause;Ela amarrou a fita. ;A fita parecia infantil. ;1
O homem fez uma cirurgia plástica. ;effect;Ele envelheceu. ;Ele parecia mais jovem. ;1
Um frango saiu do ovo. ;cause;O ovo chocou. ;Eu parti o ovo. ;0
O prisioneiro morria de fome. ;effect;Ele morreu. ;Ele fugiu. ;0
O homem perdeu o equilíbrio na escada. ;effect;Ele subiu a escada. ;Ele caiu da escada. ;1
A criança arrotou. ;cause;Ele tomou um gole de refrigerante. ;Ele abriu a lata de refrigerante. ;0
Um fluxo de ar frio entrou pela janela. ;effect;Eu relaxei. ;Eu tremi. ;1
O estudante recebeu uma bolsa para ir para a faculdade. ;cause;Seus colegas de classe a respeitavam. ;Ela tinha boas notas. ;1
A menina zombou do menino. ;cause;Ela morava ao lado dele. ;Ela tinha uma queda por ele. ;1
O vagabundo faminto roubou comida. ;cause;Ele incitou à pena. ;Ele não tinha dinheiro. ;1
Liguei para o meu amigo para conversar. ;cause;Queria privacidade. ;Sentia-me só. ;1
O homem estendeu a mão para mim. ;effect;Eu apertei-lhe a mão. ;Dei-lhe um tapa. ;0
Eu esquivei. ;cause;Os fogos de artifício foram lançados no ar. ;O frisbee voou em direção à minha cabeça. ;1
A menina mordeu as unhas. ;cause;Ela estava preocupada. ;Ela ficou surpresa. ;0
Eu virei a página do calendário. ;cause;Marquei uma consulta no calendário. ;Era o começo de um novo mês. ;1
O marido descobriu que a mulher tinha um caso. ;effect;Ele demitiu o advogado. ;Ele pediu o divórcio. ;1
A rapariga deixou cair a bola de borracha. ;effect;A bola saltou. ;A bola brilhou. ;0
A menina cometeu um erro no exame. ;effect;Ela adivinhou a resposta. ;Ela apagou a resposta. ;1
O jogador atacou o seu oponente. ;effect;O adversário apanhou o passe. ;O adversário caiu no chão. ;1
Eu apanhei os tomates da videira. ;cause;Estavam maduras. ;Eu reguei-as. ;0
O homem queria ser romântico. ;effect;Ele encontrou a ex-namorada para almoçar. ;Ele comprou chocolates para a namorada. ;1
O mercúrio no termómetro subiu. ;cause;Deixei cair o termómetro. ;O tempo ficou mais quente. ;1
Um tornado passou pela cidade. ;effect;O telhado do tribunal rebentou. ;A estrada ficou perigosamente gelada. ;0
O aluno recebeu tutoria. ;effect;As notas dele melhoraram. ;Ele fez batota no exame. ;0
Senti-me confortável. ;cause;Eu ajoelhei-me no chão. ;Eu me envolvi em um cobertor. ;1
Eu poli a pedra. ;effect;Tornou-se escorregadio. ;Tornou-se brilhante. ;1
Eu adicionei açúcar ao café. ;effect;O café cheirava forte. ;O café era doce. ;1
O homem revirou os jornais. ;effect;Ele ficou cortado com papel. ;Ele rasgou os papéis. ;0
Eu bati no prego com o martelo. ;effect;O prego afundou na madeira. ;O prego ficou enferrujado. ;0
O peixe mordeu a linha. ;effect;O pescador amarrou o peixe. ;O pescador refundiu a linha. ;0
O adolescente estava envergonhado de ir à escola. ;cause;Ela tem uma espinha. ;Ela tirou o aparelho. ;0
A minha expressão facial iluminou-se. ;cause;Recebi boas notícias. ;Perdi a paciência. ;0
Eu limpei as mãos com uma toalha. ;cause;A toalha estava molhada. ;Tinha as mãos molhadas. ;1
O homem perdeu o equilíbrio no banco. ;cause;O banco balançava debaixo dele. ;Ele derramou tinta no banquinho. ;0
Os colegas de equipa culparam-se mutuamente. ;cause;Eles perderam o jogo. ;O treinador cancelou o treino. ;0
Pedi perdão. ;cause;Eu me arrependi do meu erro. ;Eu atingi meu objetivo. ;0
A mulher ficou entediada com o seu parceiro. ;cause;Ele fez-lhe perguntas sobre ela mesma. ;Ele falava incessantemente sobre si mesmo. ;1
A menina sorriu. ;effect;As bochechas dela ficaram vermelhas. ;As covinhas dela apareceram. ;1
A nave inimiga explodiu. ;cause;Passou sobre a mina. ;Ele navegou para o porto. ;0
O homem furou o pé. ;cause;Ele entrou numa poça. ;Ele pisou em vidros partidos. ;1
Os detectives procuraram impressões digitais na cena do crime. ;effect;Descobriram a identidade do assassino. ;Encontraram a arma no local do crime. ;0
Havia muito tráfego na rodovia. ;effect;Fiz um desvio. ;Pedi uma boleia. ;0
A economia do país declinou. ;effect;Muita gente adoeceu. ;Muitas pessoas enfrentaram o desemprego. ;1
O guarda da passagem fez assobiar para as crianças. ;cause;Eles estavam prestes a entrar no trânsito que vinha de frente. ;Ela reconheceu-os do bairro dela. ;0
Eu rolei os olhos para o meu amigo. ;cause;Ele disse-me a verdade. ;Ele fez um comentário sarcástico. ;1
O carro ficou sem gasolina. ;effect;O condutor ficou preso na estrada. ;O motorista pegou um auto-stopper. ;0
A mulher entrou em trabalho de parto. ;effect;O bebé nasceu. ;A mulher tinha enjoos matinais. ;0
O chapéu do homem foi levado pelo vento. ;cause;Ele tirou o chapéu. ;Estava ventoso lá fora. ;1
A menina foi à festa de aniversário de um colega de classe. ;cause;Ela recebeu um convite. ;Ela comprou um presente. ;0
A testa do rapaz estava quente. ;effect;A mãe dele mediu-lhe a temperatura. ;A mãe dele levou-o ao parque. ;0
O homem pulverizou-se com água de colônia. ;cause;Ele queria impressionar o seu encontro. ;Ele pôs gel no cabelo. ;0
A electricidade na casa desligou-se. ;effect;Procurei uma lanterna. ;Peguei numa pá. ;0
A família mudou-se para uma casa maior. ;cause;O filho formou-se no liceu. ;A mãe deu à luz gêmeos. ;1
O maratonista manteve um ritmo lento. ;cause;Ela queria conservar sua energia. ;Ela viu a linha de chegada. ;0
O rapaz deu um pontapé na máquina de venda automática. ;cause;A máquina cuspiu a troca. ;O saco de batatas fritas estava preso. ;1
O cão do meu amigo morreu. ;effect;Eu rolei os olhos nele. ;Dei-lhe um abraço. ;1
