premise;question;choice1;choice2;label
Anak itu menumpahkan makanan ikan ke dalam tangki. ;effect;Ikan itu melompat keluar dari tangki. ;Ikan itu berenang ke arah makanan. ;1
Pandangan politik wanita itu berubah. ;effect;Dia menukar keanggotaan parti. ;Dia terlibat dalam protes. ;0
Sinki bilik mandi tersumbat. ;effect;Saya buka paip. ;Saya tuangkan pembersih longkang ke dalamnya. ;1
Penumpang turun dari kereta api. ;cause;Kereta api tiba di stesen. ;Kereta api itu bersiul. ;0
Lelaki itu menekan pada lempeng lembab sampul surat. ;effect;Dia meletakkan cap pada sampul surat. ;Dia menutup sampul surat itu. ;1
Kawan-kawan hilang hubungan. ;cause;Mereka menikmati pergaulan masing-masing. ;Mereka berpindah ke bandar yang berbeza. ;1
Akauntan salah menguruskan dana syarikat. ;effect;Dia dipecat dari jawatannya. ;Dia pergi bercuti bersalin. ;0
Saya melihat pada jam. ;cause;Saya dengar jam berdetik. ;Saya mahu memeriksa masa. ;1
Tangan saya berkerut. ;cause;Saya menulis esei dengan tangan. ;Saya dan isteri saya berpegangan tangan. ;0
Bolt mengetatkan. ;cause;Saya gantikan bautnya. ;Saya memutar kunci. ;1
Pasangan itu menandatangani perjanjian sewa untuk sebuah apartmen. ;effect;Pasangan itu berpindah ke apartmen. ;Bandar mengutuk apartmen itu. ;0
Wanita itu duduk di luar di teras. ;cause;Dia mahu menonton matahari terbenam. ;Dia fikir dia melihat petir. ;0
Lelaki itu memakai jaket penyelamat di dalam air. ;cause;Dia tak boleh berenang. ;Airnya cetek. ;0
Wanita itu membuat kesilapan ketik dalam pemprosesan kata. ;effect;Dia memadam dokumen itu. ;Dia menekan butang backspace. ;1
Gadis itu berbangga dengan kawan-kawannya. ;cause;Dia mendapat markah yang buruk. ;Dia memenangi pertandingan. ;1
Rumput itu berlumpur. ;cause;Ia turun sepanjang malam. ;Ia penuh dengan rumpai. ;0
Wanita itu tertidur. ;cause;Dia bermalam di sebuah hotel. ;Dia lupa untuk menetapkan jam penggera. ;1
Lelaki itu memakai pelindung matahari. ;cause;Dia duduk di tempat teduh. ;Dia pergi ke pantai. ;1
Para penyelidik membuktikan teori itu. ;effect;Para penyelidik menarik balik teori itu. ;Individu menerima teori itu. ;1
Peminat di perlawanan itu berteriak. ;cause;Permainan telah memasuki masa tambahan. ;Pengadil membuat keputusan yang salah. ;1
Saya masukkan kod pada kunci. ;effect;Saya menutup kunci. ;Kunci dibuka. ;1
Orang ramai semakin kuat. ;effect;Bapa itu memberikan anaknya sejumlah wang. ;Bapa itu memegang tangan anaknya. ;1
Salji telah menyekat jalan masuk. ;effect;Saya mengumpulkan salji menjadi bola salji. ;Saya mengepung salji keluar dari jalan. ;1
Para pelayar kayak mendayung dayung mereka. ;effect;Kayak itu sampai ke pantai. ;Kayak itu terhempas ombak. ;0
Gadis itu hilang kawalan motosikalnya. ;effect;Dia melepaskan pemandu. ;Dia terhempas ke pagar. ;1
Saya hidupkan kipas angin. ;effect;Air yang disiram ke kulit saya. ;Saya rasa udara sejuk melintas di atas saya. ;1
Para peselancar kembali ke pantai. ;cause;Mereka basah. ;Mereka nampak jerung. ;1
Saya tarik palam di dalam tab mandi. ;effect;Air mengalir keluar dari tab mandi. ;Air itu bercambah ke lantai. ;0
Suami itu berasa bersalah kerana menipu isterinya. ;effect;Dia menuduh dia tidak setia. ;Dia mengaku perselingkuhannya kepadanya. ;1
Tinta di poster itu berlubang. ;cause;Saya menunggu dakwat itu kering. ;Saya tumpahkan air pada poster. ;1
Anak itu bangun menjerit. ;cause;Dia ada mimpi buruk. ;Dia kencing di katil. ;0
Anak itu meletakkan kakinya di atas meja. ;effect;Ayahnya duduk di meja. ;Ayahnya mengajarnya. ;1
Kawan saya menoleh ke arah saya. ;cause;Saya menjerit namanya. ;Saya melambai lengan saya. ;0
Kerajaan menindas rakyatnya. ;effect;Rakyat berbaris. ;Warga berdaftar untuk mengundi. ;0
Budak itu tersesat di dalam hutan. ;effect;Dia mendirikan khemah. ;Dia menjerit minta tolong. ;1
Wanita itu pergi ke luar negara. ;cause;Dia mahu belajar menggambar. ;Dia mahu belajar tentang budaya lain. ;1
Lelaki itu cemburu kepada rakan sekerja beliau. ;cause;Rakan kerjanya mendapat promosi. ;Rakan kerjanya bekerja lewat. ;0
Lelaki itu menyaksikan makhluk asing. ;cause;Dia berhalusinasi. ;Dia sedang bermeditasi. ;0
Rambut lelaki itu bertukar menjadi berambut perang. ;cause;Dia letak peluntur di dalamnya. ;Dia letak syampu di dalamnya. ;0
Artis mencipta karya baru. ;cause;Dia mengkritik karya terdahulu beliau. ;Dia merasakan satu serangan inspirasi. ;1
Anak lelaki itu berpindah dari rumah. ;cause;Dia telah dibebaskan dari tentera. ;Dia akan ke kolej. ;1
Buku jatuh dari rak buku. ;cause;Rak-rak itu dipenuhi debu. ;Gempa bumi mengguncang rak buku. ;1
Listrik di rumah saya terputus. ;effect;Saya menyalakan lampu. ;Saya reset pemutus litar. ;1
Kami menaiki roller coaster. ;cause;Ia kelihatan menakutkan. ;Ia kelihatan menyeronokkan. ;1
Beg popcorn mula pecah. ;cause;Saya tuangkan mentega ke dalam beg. ;Saya memanaskannya dalam microwave. ;1
Pokok jatuh ke atas talian kuasa. ;effect;Listrik di kejiranan itu terputus. ;Ramalan cuaca menjangkakan angin kencang. ;0
Penutur membuat komen yang tidak betul dari segi politik. ;effect;Dia membosankan penonton. ;Dia menyinggung penonton. ;1
Saya menusuk diri saya dengan pin. ;effect;Sepotong peluh menetes dari muka saya. ;Satu titisan darah terbentuk pada jari saya. ;1
Ikan itu terapung di permukaan tangki. ;cause;Ia lapar. ;Ia sudah mati. ;1
Suara lelaki itu terdengar serak. ;cause;Dia demam. ;Dia berhenti merokok. ;0
Pintu lif dibuka. ;cause;Lif tiba di tingkat yang ditetapkan. ;Lif tersangkut di antara dua tingkat. ;0
Remaja itu menyelinap keluar dari rumah. ;cause;Dia berbohong kepada ibu bapanya. ;Ibu bapanya menghukumnya. ;1
Bilik mandi banjir. ;cause;Toilet terbanjiri. ;Pemanas air rosak. ;0
Anak anjing itu tinggal berhampiran pemiliknya. ;cause;Pemiliknya meletakkan kolar pada anak anjing itu. ;Pemiliknya menjaga anjing itu dengan tali. ;1
Lelaki itu menangkap pantulan dirinya. ;cause;Dia berdiri di bawah pokok yang luas. ;Dia berdiri di atas tasik yang tenang. ;1
Saya terlepas panggilan telefon teman wanita saya. ;effect;Saya telefon dia balik. ;Saya bertemu dengannya untuk makan malam. ;0
Keluarga itu mencari di sekitar. ;cause;Anjing mereka lari dari rumah. ;Perhiasan mahal hilang dari rumah mereka. ;0
Saya nampak nafas saya ketika saya menghembus nafas. ;cause;Cuaca sejuk. ;Dada saya terasa ketat. ;0
Pekerja membentuk kesatuan. ;cause;Mereka mahukan keadaan kerja yang lebih baik. ;Majikan mereka menaikkan gaji mereka. ;0
Saya telah membuat pai epal. ;effect;Bau busuk memenuhi dapur. ;Aroma hangat memenuhi dapur. ;1
Wanita itu berjuang untuk berjalan. ;cause;Dia memakai kasut tumit tinggi. ;Dia menanggalkan kasutnya. ;0
Uap naik dari periuk air. ;cause;Air mendidih. ;Saya dah tutup. ;0
Semua stoking saya berada di tempat dobi. ;effect;Saya memakai sandal. ;Saya memakai kasut bot. ;0
hujah ahli politik itu dianggap tidak masuk akal. ;effect;Dia kehilangan sokongan pengundi. ;Dia dituduh rasuah. ;0
Semua orang tidak bersetuju dengan pertunangan pasangan itu. ;effect;Pasangan itu hamil. ;Pasangan itu melarikan diri. ;1
Bangunan itu didedikasikan untuk jutawan. ;cause;Jutawan itu mahu bangunan itu dirobohkan. ;Jutawan itu menyumbang dana untuk membinanya. ;1
Rakan jualan menuduh gadis itu mencuri. ;cause;Penjual melihat gadis itu meletakkan barang dagangan di dalam begnya. ;Penjual membantu gadis itu mencari dompet yang dia suka. ;0
Negara itu mengisytiharkan perang ke atas wilayah jiran. ;effect;Tentera dihantar keluar untuk berperang. ;Tentera telah dipersukan semula dengan keluarga mereka. ;0
Mahkamah menyokong keputusan kontroversi. ;effect;Sebuah rusuhan berlaku di hadapan mahkamah. ;Pasangan bertukar sumpah di hadapan mahkamah. ;0
Gadis itu mencium bau sesuatu yang terbakar. ;cause;Dia mengambil biskut dari balang. ;Dia tinggalkan biskut di dalam ketuhar. ;1
Hujan lebat. ;effect;Ribut semakin teruk. ;Saya bergegas masuk ke dalam. ;1
Bangunan telah dikosongkan. ;cause;Lif berhenti berfungsi. ;Alarm kebakaran berbunyi. ;1
Bapa itu marah dengan kecanduan alkohol anaknya. ;effect;Bapa itu membelikan anaknya bir. ;Ayahnya menendang anaknya keluar dari rumah. ;1
Peguam itu menaiki tangga ke pejabatnya. ;cause;Setiausaha pulang untuk hari ini. ;Lif rosak. ;1
Lelaki itu mula marah dengan rakannya. ;cause;Kawan dia mengganggu dia. ;Kawan dia belikan dia makan tengahari. ;0
Gadis itu menyerahkan wangnya kepada juruwang. ;effect;Pengurus kasir memberikan gadis itu kembaliannya. ;Pengurus kedai lupa untuk memberikan resipi kepada gadis itu. ;0
Wanita itu diletakkan di kerusi roda. ;cause;Dia lumpuh dalam kemalangan. ;Dia masuk hospital dalam sebuah tandu. ;0
Warga menggantung bendera kebangsaan di luar rumah mereka. ;cause;Negara itu meraikan kemerdekaannya. ;Negara itu menghadapi kesukaran ekonomi. ;0
Pasukan itu kalah dalam kejohanan. ;effect;Mereka mengecewakan peminat mereka. ;Mereka memberi inspirasi kepada peminat mereka. ;0
Kawan saya menunjukkan bahawa saya mempunyai makanan terjebak dalam gigi saya. ;effect;Saya berasa malu. ;Saya berasa bangga. ;0
Budak itu gagal dalam peperiksaan sejarahnya. ;cause;Dia memberi perhatian semasa kelas. ;Dia lupa untuk belajar. ;1
Bangunan pusat bandar runtuh. ;cause;Gempa bumi melanda bandar. ;Kadar jenayah di bandar meningkat. ;0
Gadis lelaki itu putus dengannya. ;effect;Dia memohon untuk dia kembali. ;Dia memperkenalkannya kepada ibu bapanya. ;0
Kedua-dua kanak-kanak secara serentak mencapai ke bawah untuk mengambil bola. ;effect;Bola itu berputar. ;Kepala mereka bertembung. ;1
Raccoon merompak tong sampah. ;cause;Ada kadbod di tong sampah. ;Penutupnya tidak ada di tong sampah. ;1
Anak itu mengasah pensil. ;cause;Ia murah. ;Ia membosankan. ;1
Pengurus bank menolak wanita itu untuk membayar balik wang untuk gaun itu. ;cause;Dia hilang resitnya. ;Gaun itu tidak sesuai. ;0
Goresan pada kulit saya sangat dalam. ;effect;Ia sembuh dengan cepat. ;Ia meninggalkan parut. ;1
Lelaki itu menerima pandangan pelik dari penumpang di dalam kereta api. ;cause;Dia menatap ke tanah. ;Dia bercakap dengan dirinya sendiri. ;1
Anak itu meninggalkan serpihan di atas lantai. ;effect;Semut merangkak ke serpihan. ;Anak itu meletakkan roti itu. ;0
Wanita itu memberikan tisu kepada kakaknya. ;cause;Adik perempuan itu menggenggam tangannya. ;Adik perempuan itu mula menangis. ;1
Lelaki itu mengambil mint. ;cause;Bibirnya pecah. ;Dia bimbang tentang bau mulut. ;1
Pasangan itu berangkat lebih awal untuk pertunjukan. ;cause;Mereka menjangkakan lalu lintas di sekitar teater. ;Mereka ada arahan untuk ke teater. ;0
Wanita itu tinggal di rumah daripada bekerja. ;effect;Bosnya memujinya. ;Rakan sekerja dia yang melindungi dia. ;1
Lelaki itu menandatangani petisyen aktivis. ;cause;Dia menyokong tujuan mereka. ;Dia mengutuk mereka sebagai orang gila. ;0
Hati pelakon itu berdegup kencang sebelum persembahannya. ;cause;Dia takut pentas. ;Dia menghafal ayatnya. ;0
Saya tersesat. ;effect;Saya kira wang saya. ;Saya membuka peta. ;1
Buah yang matang berlama-lama di bawah sinar matahari. ;effect;Ia telah dimakan. ;Ia menyusut. ;1
Kereta rosak. ;cause;Saya menghidupkan pencucuhan. ;Enjin terlalu panas. ;1
Lelaki itu menyakiti punggungnya. ;effect;Dia pergi berjumpa dengan seorang psikiatri. ;Dia tinggal di tempat tidur selama beberapa hari. ;1
Saya menyalakan api di perapian. ;cause;Saya kehabisan kayu bakar. ;Ia sejuk di dalam rumah. ;1
Wanita itu berhenti berjoging. ;cause;Dia mengalami kekejangan di sisi. ;Dia mendapat nafas kedua. ;0
Saya mengetuk pintu jiran saya. ;effect;Jiran saya menjemput saya masuk. ;Jiran saya meninggalkan rumahnya. ;0
Wanita itu menghela nafas dengan kekecewaan. ;cause;Suaminya salah faham kebimbangan beliau. ;Suaminya menciumnya untuk mengucapkan selamat tinggal. ;0
Guru memuji pelajar itu. ;cause;Pelajar itu menjawab soalan dengan betul. ;Pelajar itu teragak-agak untuk menjawab soalan itu. ;0
Wanita itu kehabisan telur. ;effect;Dia pergi ke ladang. ;Dia pergi ke pasar raya. ;1
Saya bertemu dengan seorang kawan lama. ;effect;Saya mendedahkan rahsia kepadanya. ;Saya memeluknya. ;1
Wanita itu mengelakkan diri daripada masuk ke dalam tasik. ;cause;Dia menangkap ikan. ;Ia kelihatan tercemar. ;1
Pelajar itu tiba di kelas basah. ;cause;Payungnya rosak. ;Basikalnya dicuri. ;0
Kursor pada skrin komputer bergerak. ;cause;Pengguna mengklik tetikus. ;Pengguna menggerakkan tetikus. ;1
Pemandu mengambil jalan memutar. ;cause;Kemalangan berlaku di jalan utama. ;Dia mengikut trak di depannya. ;0
Saya menggantung kain basah di luar pada garisan pakaian. ;effect;Linen kering. ;Linen yang bernoda. ;0
Wanita itu memakai cermin mata. ;cause;Cahaya matahari terang. ;Dia memanggil teksi. ;0
Lelaki itu memandang ke langit malam. ;cause;Dia berharap ia adalah musim panas. ;Dia fikir ia indah. ;1
Saya berasa letih. ;effect;Saya tidur awal. ;Saya berjaga sepanjang malam. ;0
Lelaki itu pergi ke tukang cukur. ;cause;Dia tumbuh rambutnya. ;Rambutnya semakin panjang. ;1
Anak itu bermain-main dengan rakan sekelasnya yang baru. ;cause;Anak itu menyambut rakan sekelas baru itu. ;Anak itu tidak menyukai rakan sekelas baru itu. ;1
Saya mengidam segelas susu. ;cause;Saya makan biskut. ;Saya sedang membakar roti. ;0
Ia mula hujan. ;effect;Pemandu menyalakan lampu depan. ;Pemandu itu memutar kereta ke belakang. ;0
Tempat letak kereta bangunan itu kosong. ;effect;Saya letak kereta di seberang jalan. ;Saya letak kereta dekat pintu masuk. ;1
Penulis terlepas tarikh akhir untuk penyerahan draf. ;cause;Dia mengalami masalah menulis. ;Dia mengedit draf. ;0
Rakan kongsi itu menutup telefonnya. ;cause;Saya minta bercakap dengan penyelia. ;Saya memberikan nombor pengenalan saya. ;0
Angin bertiup melalui tingkap terbuka. ;effect;Bunyi loceng pintu. ;Tirai bergetar. ;1
Listrik di rumah saya terputus. ;cause;Saya cabut palam. ;Saya meletupkan pelekat. ;1
Peningkat berat itu menggeram. ;cause;Dia melenturkan ototnya di cermin. ;Dia mengangkat bar di atas kepalanya. ;1
Pelajar itu cuba melakukan matematik di kepalanya. ;effect;Dia mengeluarkan kalkulator. ;Dia keliru. ;1
Bayi itu tertidur. ;cause;Bapa menukar lampin bayi. ;Bapa itu perlahan-lahan menggelengkan bayi itu. ;1
Gadis itu melemparkan belon air ke arah budak itu. ;effect;Budak itu mengalami gegaran otak. ;Budak itu basah. ;1
Jurugambar lupa menggunakan kilat pada kamera. ;effect;Gambar-gambarnya kabur. ;Semua orang dalam gambar enggan tersenyum. ;0
Saya menolak jemputan untuk parti hari jadi. ;cause;Saya kesepian. ;Saya keluar bandar. ;1
Saya bersenam. ;cause;Saya berasa bertenaga. ;Saya takut. ;0
Saya memerah sponge lembap. ;effect;Ia menyerap air. ;Air yang keluar daripadanya. ;1
Para pelancong mengambil feri ke resort. ;cause;Resort itu sudah dipesan. ;Resort itu terletak di sebuah pulau. ;1
Remaja itu mendapat tatu. ;cause;Dia takut jarum. ;Dia mahu memberontak. ;1
Sebuah kereta yang tidak dikenali yang diletakkan di luar rumah saya. ;effect;Saya mula curiga. ;Saya dah telefon polis. ;0
Penjenayah itu menyerahkan dirinya. ;cause;Bukti menunjukkan dia terlibat. ;Tiada bukti terhadapnya. ;0
Lelaki yang gemuk itu memutuskan untuk menurunkan berat badan. ;effect;Dia dah berhenti makan gula-gula. ;Dia mengelakkan kafein. ;0
Gadis itu melangkah di atas ais. ;effect;Dia tergelincir. ;Dia gemetar. ;0
Wanita itu mempunyai cincin di bawah matanya. ;cause;Dia berjaga sepanjang malam. ;Dia meletakkan anaknya untuk tidur. ;0
Lava mengalir dari gunung berapi. ;cause;Gunung berapi meletus. ;Gunung berapi itu tidak aktif. ;0
Wanita itu memakai kasutnya. ;cause;Dia kenal semua orang di parti itu. ;Dia mahu meninggalkan parti. ;1
Saya bayar pembantu tol. ;effect;Dia membiarkan saya melalui tol. ;Dia menahan saya di gerai tol. ;0
Eksekutif itu muflis. ;cause;Dia menjual saham syarikatnya. ;Dia membazirkan hartanya. ;1
Lelaki itu pergi ke doktor. ;cause;Doktor sedang cuti. ;Lelaki itu berasa sakit. ;1
Saya keluar dari bilik tidur saya melalui tingkap. ;cause;Rumah itu terbakar. ;Rumah itu kosong. ;0
Jari-jari budak itu menjadi prune. ;cause;Dia mandi lama. ;Dia berkumur tangan dengan sabun. ;0
Saya meludah keluar susu. ;cause;Susu itu rasa masam. ;Mulut saya kering. ;0
Saya terlepas bas. ;effect;Saya datang awal untuk bekerja. ;Saya terlambat ke tempat kerja. ;1
Truk itu bertembung dengan kereta. ;effect;Truk itu laju. ;Kereta dah rosak. ;1
Pasukan itu memalsukan pertandingan itu untuk mereka. ;effect;Mereka menang. ;Mereka keluar. ;0
Botol soda bersiul. ;cause;Saya pusing botol. ;Saya memutar kap. ;1
Anak itu dikunci keluar dari rumahnya. ;effect;Dia merangkak masuk melalui tingkap terbuka. ;Dia memanjat ke bumbung. ;0
Bunyi loceng pintu. ;effect;Pengunjung mengetuk pintu. ;Wanita itu mengintip melalui lubang kunci di pintu. ;1
Lelaki itu mencemarkan pakaian. ;effect;Dia dah kemas kering. ;Dia menggantungnya di dalam almari. ;0
Gadis itu memerah tiub ubat gigi. ;effect;ubat gigi keluar dari tiub. ;Gadis itu meludah ubat gigi. ;0
Kematian orang awam akibat perang melonjak. ;effect;Pasifist mengadakan protes. ;Para penyokong keamanan mengadakan perarakan. ;0
Gadis itu menarik tali dari rambutnya. ;cause;Dia mengikat tali. ;Tali itu kelihatan seperti bayi. ;1
Lelaki itu menjalani pembedahan plastik. ;effect;Dia sudah tua. ;Dia kelihatan lebih muda. ;1
Ayam bayi muncul dari telur. ;cause;Telur itu menetas. ;Saya dah pecahkan telur. ;0
Tahanan itu kelaparan. ;effect;Dia meninggal. ;Dia melarikan diri. ;0
Lelaki itu hilang keseimbangan di tangga. ;effect;Dia menaiki tangga. ;Dia jatuh dari tangga. ;1
Anak itu menggerutu. ;cause;Dia mengambil soda. ;Dia buka tin soda. ;0
Sejuk masuk melalui tingkap. ;effect;Saya berehat. ;Saya gemetar. ;1
Pelajar itu menerima biasiswa untuk pergi ke kolej. ;cause;Rakan sekelasnya menghormatinya. ;Dia mendapat gred yang baik. ;1
Gadis itu mengejek lelaki itu. ;cause;Dia tinggal bersebelahan dengan dia. ;Dia naksir dengannya. ;1
Pengembara yang lapar mencuri makanan. ;cause;Dia menghasut belas kasihan. ;Dia tidak mempunyai wang. ;1
Saya telefon kawan saya untuk berbual. ;cause;Saya mahu privasi. ;Saya berasa kesepian. ;1
Lelaki itu menghulurkan tangannya kepadaku. ;effect;Saya berjabat tangan dengannya. ;Saya menamparnya. ;0
Saya berpeluh. ;cause;Kembang api dilancarkan di udara. ;Frisbee itu terbang ke arah kepala saya. ;1
Gadis itu menggigit kuku. ;cause;Dia risau. ;Dia terkejut. ;0
Saya telah menghidupkan kalendar. ;cause;Saya telah menandakan temujanji pada kalendar. ;Ia adalah permulaan bulan baru. ;1
Suami itu mendapati bahawa isterinya berselingkuh. ;effect;Dia memecat peguamnya. ;Dia memfailkan untuk perceraian. ;1
Gadis itu menjatuhkan bola getah. ;effect;Bola itu melompat. ;Bola itu bersinar. ;0
Gadis itu membuat kesilapan dalam peperiksaan. ;effect;Dia meneka jawapannya. ;Dia memadamkan jawapannya. ;1
Pemain itu menyentuh lawan. ;effect;Lawan dia menangkap pas. ;Lawan dia jatuh ke tanah. ;1
Saya mengambil tomato dari pokok anggur. ;cause;Mereka sudah masak. ;Saya beri air. ;0
Lelaki itu mahu bertindak romantis. ;effect;Dia bertemu bekas kekasihnya untuk makan tengahari. ;Dia membeli coklat untuk teman wanitanya. ;1
Merkuri dalam termometer meningkat. ;cause;Saya terjatuh termometer. ;Cuaca menjadi lebih panas. ;1
Tornado datang melalui bandar. ;effect;Bumbung mahkamah meletup. ;Lebuh raya menjadi berbahaya bersalji. ;0
Pelajar itu menerima bimbingan. ;effect;Nilai dia bertambah baik. ;Dia menipu dalam peperiksaan. ;0
Saya berasa selesa. ;cause;Saya berlutut di tanah. ;Saya membungkus diri saya dalam selimut. ;1
Saya dah lapis batu itu. ;effect;Ia menjadi licin. ;Ia menjadi berkilat. ;1
Saya tambah gula ke dalam kopi. ;effect;Kopi tu berbau kuat. ;Kopi itu rasa manis. ;1
