premise;question;choice1;choice2;label
Девојчице су руке постале пуље. ;cause;Написала је писмо. ;Полезела је на јам. ;1
Циркарски извођач је жонглирао док је возио једноколесни велосипед. ;effect;Публика је у запању уздигнуто узвикала. ;Акробат се клањао са трапеза. ;0
Изгубио сам стрпљење. ;cause;Пријатељ ме је чекао. ;Мој пријатељ је дошао на време. ;0
Војничке земље су желеле мир. ;effect;Развијали су нуклеарно оружје. ;Преговарали су о споразуму. ;1
Човек је узео лекове за спавање. ;effect;Постао је поспано. ;Имао је грозницу. ;0
Жена је ударила у кауч. ;effect;Нога софа је опустила. ;Повредила је колено. ;1
Дечак је стиснуо балон. ;effect;Балон је пуцао. ;Балон је одлетио. ;0
Путници су се пријавили у хотелску собу. ;effect;Разпаковали су своје торбе. ;Отишли су на аеродром. ;0
Угризао сам у праскаву. ;effect;Прашњака је удубљена. ;Излио се сок. ;1
Моје руке су постале лепкаве. ;cause;Јео сам крофну. ;Имао сам сладак зуб. ;0
Побунио сам врата. ;effect;Врата су се отворила. ;Врата су закључана. ;0
Активисти су бојкотовали производе. ;cause;Производи су тестирани на осигурање квалитета. ;Производи су произведени дечјим радом. ;1
Проборио сам рупу у зиду. ;effect;Из рупе је изашао мишев. ;Прашина је излетла из рупе. ;1
Жена је завидила својој сестри. ;cause;Њена сестра је била срећна. ;Њена сестра је разводила. ;0
Пролио сам вино на кошуљу. ;effect;Нанео сам престир. ;Сменио сам кошуљу. ;1
Касијер је отворио касу. ;cause;Купац је претресао свој новчаник. ;Купац јој је дао новац. ;1
Улични музичар је привукао гомилу. ;effect;Људи су му дали новчиће. ;Он је одбацио гомилу. ;0
Мали дечак је плакао својој бабиситерки. ;cause;Недостајали су му родитељи. ;Било је време за закуску. ;0
Пилот је на радару приметио олују. ;effect;Пилот је одлазио од олује. ;Пилот је пролетео кроз олују. ;0
Дрво је срушило листове. ;effect;Лишће је обрнуло боје. ;Лишће се накупљало на земљи. ;1
Дечак је био у злобном расположењу. ;effect;Одлучио је да игра картицу са сестром. ;Одлучио је да се шали са својом сестром. ;1
Дете се жалило да мора да оде у тоалет. ;effect;Његов отац му је дао сода да пије. ;Његов отац је зауставио аутомобил на бензинској путници. ;1
Дете је бацило рибље хране у акваријум. ;effect;Риба је скочила из акваријума. ;Риба је пливала ка храни. ;1
Политичка гледишта жене су се променила. ;effect;Она је променила партијску припадност. ;Учествовала је у протесту. ;0
Раковин у купатилу је био запљен. ;effect;Отворио сам чешма. ;Налио сам у њега чишћење одвода. ;1
Путници су сишли из возова. ;cause;Воз је стигао на станицу. ;Воз је свиркао. ;0
Човек је притиснуо на влажни капак коверте. ;effect;На пликови је ставио печат. ;Запључио је коверту. ;1
Пријатељи су изгубили контакт. ;cause;Уживали су у друштву једни друге. ;Преселили су се у различите градове. ;1
Рачунар је погрешно управљао средствима компаније. ;effect;Ослобођена је са свог положаја. ;Отишла је на породиљско одсуство. ;0
Погледао сам на сат. ;cause;Чуо сам да сат тика. ;Желео сам да проверим време. ;1
Моја рука је затегнута. ;cause;Написао сам есеј руком. ;Моја жена и ја смо се држали за руке. ;0
Болт се затегао. ;cause;Заменио сам вијку. ;Свртио сам кључ. ;1
Пар је потписао уговор о изнајмљивању станова. ;effect;Пар се преселио у стан. ;Град је осудио стан. ;0
Жена је седела напољу на верандама. ;cause;Желила је да гледа залазак сунца. ;Мислила је да је видела муња. ;0
Човек је у води носио спасавни јакну. ;cause;Није знао да плива. ;Вода је била плитка. ;0
Жена је направила грешку у текстуалном процесору. ;effect;Избрисала је документ. ;Она је ударила кључ за заназад. ;1
Девојка се хвалила својим пријатељима. ;cause;Имала је лошу оцену. ;Она је освојила такмичење. ;1
Трава је била блатна. ;cause;Дошла је киша преко ноћи. ;Било је пуно корова. ;0
Жена је проспала. ;cause;Преноћила је у хотелу. ;Заборавила је да подеси будилник. ;1
Човек је ставио крему за сунчање. ;cause;Седео је у сенци. ;Отишао је на плажу. ;1
Истраживачи су доказали ту теорију. ;effect;Истраживачи су повратили ту теорију. ;Појединци су прихватили ту теорију. ;1
Фанати на утакмици су бујали. ;cause;Игра је отишла у продужење. ;Судија је погрешио. ;1
Унео сам комбинацију на браву. ;effect;Затворио сам браву. ;Кључа је отворена. ;1
Путина се појачала. ;effect;Отац је свом сину дао новац. ;Отац је хватао сина за руку. ;1
Снег је блокирао пригон. ;effect;Сакупио сам снег у снежну куглу. ;Очистио сам снијег. ;1
Кајачари су веслали. ;effect;Кајак је стигао до обале. ;Кајак је ударио у талас. ;0
Девојка је изгубила контролу над својим бициклом. ;effect;Пустила је вожњу. ;Ударила се у ограду. ;1
Покушао сам да укључим вентилатор. ;effect;Вода је прскала по мојој кожи. ;Осећао сам како хладан ваздух пролази преко мене. ;1
Сурфери су се вратили на плажу. ;cause;Били су мокри. ;Видели су ајкулу. ;1
Извукао сам изводну упругу у када. ;effect;Вода је испала из када. ;Вода је пљувала на под. ;0
Муж се осећао кривим због тога што је изневерио своју жену. ;effect;Он је оптужио за неверство. ;Он јој је признао своју неверност. ;1
Црнац на плакату је исцрпљен. ;cause;Чекао сам да се мастило осуши. ;Пролио сам воду на плакат. ;1
Дете се пробудило вичући. ;cause;Имао је ноћну мору. ;Мокрио је кревет. ;0
Дечак је ставио ноге на сто. ;effect;Његов отац седео је за сто. ;Његов отац га је поучавао. ;1
Мој пријатељ је окренуо главу у мојој правци. ;cause;Викао сам његово име. ;Мањао сам рукама. ;0
Влада је потиснула своје грађане. ;effect;Грађани су се побунили. ;Грађани су се регистровали да би гласали. ;0
Дечак се изгубио у шуми. ;effect;Поставио је шатор. ;Викао је за помоћ. ;1
Жена је путовала у иностранство. ;cause;Желила је да научи како да црта. ;Желила је да сазна о другим културама. ;1
Тај човек је био љубоморан на свог сарадника. ;cause;Његов колега је унапређен. ;Његов колега је радио до касно. ;0
Човек је био сведок ванземаљцима. ;cause;Имао је халуцинације. ;Медитирао је. ;0
Мушкарац је постао ружичаст. ;cause;Ставио је белило у њега. ;Ставио је шампон у њега. ;0
Уметник је створио нови рад. ;cause;Она је критиковала њен претходни рад. ;Она је осетила удар инспирације. ;1
Син се одселио од куће. ;cause;Он је отпуштен из војске. ;Отишао је на колеџ. ;1
Књиге су пале из полице. ;cause;Пољаци су били покривени прашином. ;Земљотрес је потресао полицу са књигама. ;1
У мојој кући је искључена струја. ;effect;Запалио сам светло. ;Поново сам подесио прекидач. ;1
Јахали смо на влагу. ;cause;Изгледало је страшно. ;Изгледало је забавно. ;1
Торба пуканки је почела да се распуца. ;cause;Налио сам маслац у торбу. ;Нагрео сам га у микроталасној пећи. ;1
Дрво је пало на струју. ;effect;У комшилуку је нестало струје. ;Прогноза је предвиђала јаке ветре. ;0
Говорник је дао политички некоректне коментаре. ;effect;Публици је било досадно. ;Он је увредио публику. ;1
Убодила сам се са иглама. ;effect;Од лица ми је капео поток. ;На прсту ми се формирала капка крви. ;1
Риба је пловила на површини резервоара. ;cause;Био је гладан. ;Била је мртва. ;1
Мушки глас је звучио хрпко. ;cause;Имао је прехладу. ;Престао је пушити. ;0
Врата лифта су се отворила. ;cause;Лифт је стигао на одређени спрат. ;Лифт се заглавио између спратова. ;0
Тинејџер се извукао из куће. ;cause;Лагао је родитељима. ;Његови родитељи су га осудили. ;1
Купатило је поплављено. ;cause;У тоалету је преплављено. ;Огревач воде је сломљен. ;0
Штене је остало близу свог власника. ;cause;Власница је ставила огрлицу на штене. ;Власница је држала штене на поводу. ;1
Човек је ухватио његов одраз. ;cause;Стајао је под огромним дрветом. ;Стајао је над миром језера. ;1
Пропустио сам телефонски позив своје девојке. ;effect;Ја сам је позвао. ;Упознао сам је на вечери. ;0
Породица је претресила околину. ;cause;Њихов пас је побегао од куће. ;Из њиховог дома је нестало драгоцено накит. ;0
Видела сам свој дах када сам издишала. ;cause;Времето је било хладно. ;Моје груди су се стегле. ;0
Пословници су формирали синдикат. ;cause;Желели су боље услове рада. ;Њихов послодавац им је подигао плату. ;0
Испекао сам питу од јабука. ;effect;У кухињи је пунио мирис гнилости. ;Топла мириса је испунила кухињу. ;1
Жена се борила да хода. ;cause;Носила је високе петаке. ;Скупила је ципеле. ;0
Из посуде са водом се подигла пара. ;cause;Вода је закипала. ;Ја сам покрио посуду. ;0
Све моје чарапе су биле у прању. ;effect;Носила сам сандале. ;Носила сам чизме. ;0
Аргумент политичара сматран је апсурдним. ;effect;Изгубио је подршку бирача. ;Био је оптужен за корупцију. ;0
Сви су недовољио њиховој вербалности. ;effect;Пар је затруднео. ;Пар је побегао. ;1
Зграда је била посвећена милионеру. ;cause;Милионер је желео да зграду сруше. ;Милионер је дао средства за његову изградњу. ;1
Продавац је оптужио девојку да је украла. ;cause;Продавац је видео како је девојка ставила робу у своју торбу. ;Продавац је помогао девојци да пронађе торбицу коју је волела. ;0
Земља је објавила рат суседној територији. ;effect;Војници су били послати на борбу. ;Војници су се поново окупили са својим породицама. ;0
Суд је потврдио контроверзну пресуду. ;effect;Пред судом је избио буна. ;Један пар је разменио заклетве испред судебне зграде. ;0
Девојка је осетила мирис нештога што гори. ;cause;Извукла је колачиће из те теглице. ;Остала је колачиће у пећи. ;1
Дожђа је падала као од кише. ;effect;Бурја се погоршала. ;Утрчала сам да уђем. ;1
Зграда је евакуисана. ;cause;Лифт је престао да функционише. ;Пожарни аларм је угасио. ;1
Отац је био огорчен због алкохолизма свог сина. ;effect;Отац је купио сину пиво. ;Отац је избацио сина из куће. ;1
Адвокат је по степеницама отишао у канцеларију. ;cause;Секретарка је отишла кући. ;Лифт је био у неисправности. ;1
Човек се наљутио на свог пријатеља. ;cause;Његов пријатељ га је прекинуо. ;Његов пријатељ му је купио ручак. ;0
Девојка је дала свој новац касијеру. ;effect;Касиер је девојци дао преокрет. ;Касијер је заборавио да јој даде потврду. ;0
Жена је била у инвалидским колицама. ;cause;Била је парализована у несрећи. ;Ушла је у болницу на носилци. ;0
Грађани су испружили државну заставу испред својих кућа. ;cause;Земља је обележавала своју независност. ;Земља се суочила са економским тешкоћама. ;0
Тим је изгубио турнир. ;effect;Разочарали су своје фанове. ;Они су инспирисали своје фанове. ;0
Мој пријатељ је указао на то да ми је храна заглављена у зубима. ;effect;Осећао сам се непријатно. ;Почувла сам се поносно. ;0
Дечак је провалио испит из историје. ;cause;Он је био пажљив на предавању. ;Заборавио је да учи. ;1
Зграда у центру града се срушила. ;cause;Земљотрес је погодио град. ;Број криминала у граду је порастао. ;0
Његова девојка је раскинула са њим. ;effect;Молио је да га врати. ;Она га је представила својим родитељима. ;0
Двоје деце су истовремено дошло до лоптице да би је вратили. ;effect;Мјеч се одвијао. ;Њихове главе су се сукобиле. ;1
Ракун је претражио канту за смеће. ;cause;У смећишту је био картон. ;Капак је био на смећарској канти. ;1
Дечак је оштрио оловку. ;cause;Било је јефтино. ;Било је досадно. ;1
Касијер је одбио да јој врати новац за хаљину. ;cause;Изгубила је потврду. ;Одећа није одговарала. ;0
Одраза на мојој кожи била је дубока. ;effect;Брзо је зацелио. ;Остао је ожиљак. ;1
Путници у возу чудно су га гледали. ;cause;Гледао је у земљу. ;Говорио је са собом. ;1
Дете је оставило крошке на поду. ;effect;Мрави су се попловили до крошка. ;Дете је одложило хлеб. ;0
Жена је предала сестри кенеп. ;cause;Сестра жене је савијала руке. ;Сестра жене је почела да плаче. ;1
Човек је узео менту. ;cause;Његове усне су биле распукљене. ;Бранио се због лошег здеха. ;1
Пар је раније отишао на емисију. ;cause;Они су предвидели саобраћај око театра. ;Имају упутства за позориште. ;0
Жена је остала код куће без посла. ;effect;Шеф је хвалио. ;Њена сарадница је покривала. ;1
Човек је потписао петицију активиста. ;cause;Подржавао је њихов циљ. ;Он их је прогласио лудима. ;0
Срце глумца је трепетало пред његовом представом. ;cause;Имао је страх од сцене. ;Упознао је своје реченице. ;0
Био сам изгубљен. ;effect;Пребројао сам свој новац. ;Развргнуо сам мапу. ;1
Сврло воће је остало на сунцу. ;effect;Једено је. ;Ускубљена је. ;1
Аутомобил се покварио. ;cause;Покренио сам запаљење. ;Мотор се прегрео. ;1
Човек је повредио леђа. ;effect;Отишао је код психијатра. ;Неколико дана је лежао у кревету. ;1
Починио сам ватру у камини. ;cause;Нисам имао дрва за ватру. ;Било је хладно у кући. ;1
Жена је престала да трчи. ;cause;Има грчева у страни. ;Добила је други дах. ;0
Копао сам на врата комшије. ;effect;Сусед ме је позвао да уђем. ;Моја суседа је напустила кућу. ;0
Жена је уздихнула од фрустрације. ;cause;Њен муж је погрешно схватио њене забринутости. ;Њен муж је пољубио на збогом. ;0
Учитељ је похвалио ученика. ;cause;Студент је исправно одговорио на питање. ;Студент је оклевао да одговори на питање. ;0
Жена је остала без јаја. ;effect;Отишла је на фарму. ;Отишла је у супермаркет. ;1
Сусрео сам старог пријатеља. ;effect;Открила сам му тајну. ;Прегрлила сам га. ;1
Жена је избегала да уђе у језеро. ;cause;Ухватила је рибу. ;Изгледало је загађено. ;1
Студент је дошао у часове мокри. ;cause;Његов чадр је био сломљен. ;Његов бицикл је украден. ;0
Курсор на екрану рачунара се померио. ;cause;Корисник је кликнуо мишем. ;Корисник је померао миша. ;1
Возач је отишао на неки обрт. ;cause;На главној улици је дошло до несреће. ;Она је пратила камион испред ње. ;0
Навесила сам мокро платно на линију за одећу. ;effect;Лина је осушила. ;Белизна је оцрњена. ;0
Жена је ставила наочаре. ;cause;Сунчева светлост је била светла. ;Позвала је такси. ;0
Човек је гледао ноћно небо. ;cause;Желео је да је лето. ;Мислио је да је лепо. ;1
Осећао сам се исцрпљено. ;effect;Успео сам да се спавам. ;Остао сам будан целу ноћ. ;0
Човек је отишао код фризера. ;cause;Коса му је расла. ;Коса му је постајала дуга. ;1
Дечак је играо лоше трикове са својим новим школским другом. ;cause;Дечак је поздравио новог школског друга. ;Дечак није волео новог школског друга. ;1
Желео сам чашу млека. ;cause;Јео сам колачиће. ;Пекао сам хлеб. ;0
Почела је киша. ;effect;Возач је запалио фара. ;Возач је померио аутомобил у обрнуту. ;0
Паркинг зграде био је празан. ;effect;Паркирао сам преко улице. ;Паркирао сам близу улаза. ;1
Писац је пропустио рок за донос нацрта. ;cause;Имала је писачку блокаду. ;Она је уређивала нацрт. ;0
Партнер ми је затворио. ;cause;Тражио сам да разговарам са надгледником. ;Дао сам свој идентификациони број. ;0
Ветар је продирао кроз отворен прозор. ;effect;Звонело је на врата. ;Завесе су се треселе. ;1
У мојој кући је искључена струја. ;cause;Одвајао сам лампу. ;Пробио сам осигурач. ;1
Тежак је хркао. ;cause;Он је нагинуо мишиће у огледалу. ;Подигао је шип изнад главе. ;1
Студент је покушао да измери у својој глави. ;effect;Извукао је калкулатор. ;Помешао се. ;1
Беба је заспала. ;cause;Отац је променио бебину пелене. ;Отац је нежно размацао бебу. ;1
Девојка је бацала балон са водом на дечака. ;effect;Дечак је добио потрес мозга. ;Дечак је био мокро. ;1
Фотограф је заборавио да користи блиц на фотоапарату. ;effect;Слике су се испоставиле нејасне. ;Сви на фотографијама су одбијали да се насмеју. ;0
Одбио сам позив на рођенданску забаву. ;cause;Био сам усамљен. ;Нисам био у граду. ;1
Вежбао сам. ;cause;Осећао сам се енергично. ;Био сам уплашен. ;0
Смазио сам влажну губљицу. ;effect;Упио је воду. ;Из ње је процурила вода. ;1
Празници су се одвезали фериботом до одмаралишта. ;cause;Курорт је био резервисан. ;Курорт је био на острву. ;1
Тинејџер је добио тетоважу. ;cause;Бојала се игла. ;Желила је да се побуни. ;1
Непознат аутомобил паркиран испред моје куће. ;effect;Постао сам сумњичав. ;Ја сам позвао полицију. ;0
Криминалник се предао. ;cause;Докази су га упуштали. ;Никаких доказа против њега није било. ;0
Тежак човек је одлучио да изгуби тежину. ;effect;Ускратио је слаткише. ;Избегавао је кофеин. ;0
Девојка је стакла на лед. ;effect;Она је поскользнула. ;Она се тресе. ;0
Жена је имала прстенове испод очију. ;cause;Остала је будна целу ноћ. ;Ставила је сина у кревет. ;0
Лава је текла из вулкана. ;cause;Вулкан је еруптовао. ;Вулкан је био у неактивној фази. ;0
Жена је обула ципеле. ;cause;Познавала је све на забави. ;Желила је да напусти забаву. ;1
Платио сам службенику на путничкој каси. ;effect;Пустила ме је кроз погонску кабрину. ;Задржала ме је на путничкој каблини. ;0
Извршни директор је банкротирао. ;cause;Продао је акције своје компаније. ;Пропустио је своје богатство. ;1
Човек је отишао код доктора. ;cause;Доктор је био на одсуству. ;Човек се осећао лоше. ;1
Излазио сам из спаваће собе кроз прозор. ;cause;Кућа је била у пламену. ;Кућа је била празна. ;0
Дечаци су постали прсти. ;cause;Душовао се дуго. ;Напео је руке сапуном. ;0
Пљуо сам млеко. ;cause;Млеко је било кисело. ;Моја уста је била сува. ;0
Пропустио сам аутобус. ;effect;Рано сам отишао на посао. ;Каснио сам на посао. ;1
Камион се сударао са аутомобилом. ;effect;Камион је убрзао. ;Аутомобил је био разбити. ;1
Тим је исправио такмичење у своју корист. ;effect;Они су победили. ;Они су напустили школу. ;0
Боца соде је сичала. ;cause;Преврнула сам боцу. ;Скртао сам капу. ;1
Дечак је био закључан изван куће. ;effect;Улезао је кроз отворен прозор. ;Полезео је на кров. ;0
Звонело је на врата. ;effect;Посетилац је стукао на врата. ;Жена је погледала кроз кључ. ;1
Човек је прљао своје одело. ;effect;У суво-чишћењу је. ;Висео је у свом ормару. ;0
Девојка је извукла тубу пасте за зубе. ;effect;Паста за зубе је испрскала из цеви. ;Девојка је испљула пасту за зубе. ;0
Цивилне смрти у рату су се повећале. ;effect;Пацифисти су организовали протест. ;Пацифисти су одржали параду. ;0
Девојка је извукла траку из косе. ;cause;Она је везала траку. ;Лента је изгледала као беба. ;1
Човек је имао пластичну операцију. ;effect;Старио је. ;Изгледао је млађе. ;1
Из јајета је изашла пилетина. ;cause;Јајето се излупило. ;Разбио сам јаје. ;0
Затворник је гладовао. ;effect;Умрло је. ;Он је побегао. ;0
Човек је изгубио равнотежу на степеницама. ;effect;Полезео је по степеницама. ;Пао је са степенице. ;1
Дете је рипало. ;cause;Узео је гутљак соде. ;Отворио је конзерву соде. ;0
Хладни проток је ушао кроз прозор. ;effect;Опуштао сам се. ;Затресео сам се. ;1
Студент је добио стипендију за колеџ. ;cause;Њене школске колеге су је поштовале. ;Имала је добре оцене. ;1
Девојка се смејала момку. ;cause;Живела је поред њега. ;Она је била заљубљена у њега. ;1
Гладни лутач је украо храну. ;cause;Он је подстицао на жалост. ;Није имао новца. ;1
Звао сам пријатеља да разговарамо. ;cause;Желео сам приватност. ;Осећао сам се усамљено. ;1
Човек ми је пружио руку. ;effect;Поручио сам му руку. ;Ударио сам га. ;0
Поклонио сам се. ;cause;Фјејејероверк је пуштен у ваздух. ;Фризби је летео према мојој глави. ;1
Девојка је гризала нокте. ;cause;Била је забрињена. ;Била је изненађена. ;0
Преврнула сам страницу календара. ;cause;Уписао сам састанак у календар. ;Био је то почетак новог месеца. ;1
Муж је открио да му жена има љубавну везу. ;effect;Оставио је свог адвоката. ;Понудио је развод. ;1
Девојчици је пала гумена лопта. ;effect;Мјеч је одскочила. ;Мјеч је светлила. ;0
Девојка је на испитивању погрешила. ;effect;Она је погодила одговор. ;Избрисала је свој одговор. ;1
Играч је напао противника. ;effect;Његов противник је ухватио пролаз. ;Његов противник је пао на земљу. ;1
Ја сам скупио парадајз са лозе. ;cause;Биле су зрене. ;Поливао сам их. ;0
Човек је желео да се понаша романтично. ;effect;Упознао је своју бившу девојку на ручку. ;Купио је девојци чоколаде. ;1
Жива у термометру је порасла. ;cause;Пао ми је термометар. ;Времето је постало топлије. ;1
Торнадо је прошао кроз град. ;effect;Кров суднице је одлегла. ;Шатхвајт је постао опасно ледени. ;0
Студент је добио подучавање. ;effect;Његове оцене су се побољшале. ;Он је преварио на испитивању. ;0
Осећао сам се удобно. ;cause;Клекнуо сам на земљу. ;Завио сам се у одећу. ;1
Ја сам полирао камен. ;effect;Постало је клизно. ;Постало је сјајно. ;1
Додала сам шећер у кафу. ;effect;Кафа је мирисала јако. ;Кафа је била слатка. ;1
Човек је претражио у новинама. ;effect;Порезан је од папира. ;Он је растргао папире. ;0
Ударио сам чекићом у нок. ;effect;Ноктон је ушао у дрво. ;Нокњић је рђао. ;0
Риба је угризала жицу. ;effect;Рибар је увукао рибу. ;Рибар поново улази у линију. ;0
Тинејџер се стидио да иде у школу. ;cause;Има бубуљицу. ;Спустила је брејтс. ;0
Израз мог лица се осветлио. ;cause;Добио сам добре вести. ;Изгубио сам стрпљење. ;0
Очистио сам руке пешкиром. ;cause;Туваљ је био мокров. ;Моје руке су биле мокра. ;1
Човек је изгубио равнотежу на столици. ;cause;Столица се под њим трепала. ;Пролио је боју на столицу. ;0
Команда је кривила једни друге. ;cause;Изгубили су своју игру. ;Тренер им је отказао тренинге. ;0
Молио сам за опроштај. ;cause;Жалио сам због своје грешке. ;Достигао сам свој циљ. ;0
Жена је досадила са својим састанком. ;cause;Питао је о себи. ;Он је непрестано говорио о себи. ;1
Девојка је осмехнула. ;effect;Лице су јој се црвениле. ;Показале су се њене јаме. ;1
Непријатељски брод је експлодирао. ;cause;Прошао је преко рудника. ;Упловило је у луку. ;0
Човек је прободио ногу. ;cause;Ушао је у лужину. ;Стакао је на скршено стакло. ;1
Детективи су испрали место злочина у потрази за отисцима прстију. ;effect;Открили су идентитет убице. ;Нашли су оружје на месту злочина. ;0
На аутопуту је било пуно саобраћаја. ;effect;Узео сам заобилазак. ;Ја сам тражио да ме одвезе. ;0
Економија је опадала. ;effect;Многи су се разболели. ;Многи су били без посла. ;1
Стража на прелазу свиркала је на децу. ;cause;Управо су хтели да уђу у промет који је долазио супротно. ;Она их је препознала из свог комшилука. ;0
Очи сам окренуо према свом пријатељу. ;cause;Рекао ми је истину. ;Направио је саркастичну примедбу. ;1
У аутомобилу је остало мало бензина. ;effect;Возач је остао на путу. ;Возач је покупио аутостопа. ;0
Жена је почела да рађа. ;effect;Беба је рођена. ;Жена је имала јутарње мучнине. ;0
Мушки шешир је одлетио. ;cause;Спустио је шешир. ;На улици је било ветро. ;1
Девојка је отишла на рођенданску забаву своје школске колеге. ;cause;Добила је позив. ;Купила је поклон. ;0
Момчино чело је било топло. ;effect;Његова мајка му је измерила температуру. ;Његова мајка га је одвела у парк. ;0
Човек се прскао одеколоном. ;cause;Желео је да импресионира свог датума. ;Ставио је гел у косу. ;0
Струја у кући је искључена. ;effect;Тражио сам фенер. ;Узмео сам лопатицу. ;0
Семења се преселила у већу кућу. ;cause;Син је завршио средњу школу. ;Мајка је родила близанце. ;1
Маратонски тркач је наставио да плови споро. ;cause;Желила је да штеди енергију. ;Видела је финишну линију. ;0
Дечак је ударио у аутомат. ;cause;Машина је испљула преокрет. ;Кутија чипова је заглављена. ;1
Куц ми је умро. ;effect;Очи сам му вртео. ;Прегрлила сам га. ;1
Кредитна картица пословног човека је одбијена. ;effect;Написао је дужницу. ;Платио је новцем. ;1
Човек је проклет. ;cause;Осекао је нокте. ;Ударио је прст. ;1
Човек је био поносан на свог брата. ;cause;Његов брат се расправио са њиховим родитељима. ;Његов брат је примљен на правно образовање. ;1
Девојка је желела да сазна нешто о Сунчевом систему. ;effect;Отишла је у библиотеку. ;Погледала је звезде. ;0
Постер је залепљен на зид. ;cause;Поставио сам плакат изнад врата. ;На задњу страну плаката сам ставио траку. ;1
Клијент је одобрио архитектонске планове за зграду. ;effect;Архитекта је изградио зграду. ;Архитекта је прилагодио планове. ;0
Човек је изгубио кашику. ;cause;Његова рука се тресела. ;Лизао је кашику. ;0
Извршни директор компаније је поднео оставку. ;effect;Управио је компанију. ;Одбор директора је пронашао његову замену. ;1
Каснио сам на предавање. ;effect;Сео сам у задњи ред. ;Пришао сам подијуму. ;0
Човек је пуштен из затвора. ;cause;Његова породица је платила његову гаранцију. ;Напао је другога затвореника. ;0
Породица је изгубила све што је имала. ;cause;Продали су своју кућу. ;Њихова кућа је запаљена. ;1
Наступио сам на алуминијумску конзерву. ;effect;Конзерва је рециклирана. ;Конзерва је била разбити. ;1
Девојка се придружила дебатном тиму. ;effect;Научила је да користи компјутер. ;Научила је комуникационе вештине. ;1
Моје расположење се побољшало. ;cause;Слушао сам музику. ;Опрала сам посуде. ;0
Добротворна организација је поставила за циљ да прикупи новац. ;effect;Хранили су бескућнике. ;Имали су аукцију. ;1
Ролер костер је скочио по стрмом паду. ;effect;Путници су се кикотали. ;Путници су викали. ;1
