premise;question;choice1;choice2;label
అమ్మాయి పూల్ లోకి పడింది. ;cause;ఆమె పూల్ డెక్ మీద నడిచింది. ;ఆమె డైవింగ్ బోర్డు నుండి దూకింది. ;1
సినిమా టిక్కెట్లు అమ్ముడయ్యాయి. ;cause;ఇది సినిమా ప్రారంభ రోజు. ;ఈ సినిమాకు చెడు సమీక్షలు వచ్చాయి. ;0
మనిషి బరువు కోల్పోయింది. ;effect;ప్రజలు అతన్ని ఒంటరిగా వదిలేశారు. ;ప్రజలు ఆయనను అభినందించారు. ;1
ఆ అమ్మాయి చేతులు పొక్కులు అయ్యాయి. ;cause;ఆమె ఒక లేఖను టైప్ చేసింది. ;ఆమె ఒక తాడు పైకి ఎక్కాడు. ;1
సర్కస్ నటి ఒక యునిసైకిల్ ను నడుపుతూ జాగ్లింగ్ చేసింది. ;effect;ప్రేక్షకులు ఆశ్చర్యంతో ఉత్సాహంగా ఆడాడు. ;అక్రోబాట్ ఒక ట్రాపెజ్ నుండి ఊపందుకుంది. ;0
నేను నా సహనం కోల్పోయింది. ;cause;నా స్నేహితుడు నన్ను వేచి ఉంచాడు. ;నా స్నేహితుడు సమయానికి వచ్చాడు. ;0
యుద్ధంలో ఉన్న దేశాలు శాంతిని కోరుకున్నాయి. ;effect;వారు అణు ఆయుధాలను అభివృద్ధి చేశారు. ;వారు ఒక ఒప్పందం చర్చలు. ;1
ఆ వ్యక్తి నిద్ర మందులు తీసుకున్నాడు. ;effect;అతను మత్తుమందు అయ్యాడు. ;అతను జ్వరం వచ్చింది. ;0
మహిళ సోఫా లోకి bumped. ;effect;సోఫా యొక్క లెగ్ వదులుకుంది. ;ఆమె మోకాలు గాయపడింది. ;1
బాలుడు బెలూన్ ను గట్టిగా పట్టుకున్నాడు. ;effect;బాల్ బ్లోన్ పగిలింది. ;బాల్బన్ దూరంగా ఎగిరింది. ;0
వారు ప్రయాణికులు వారి హోటల్ గదిలో తనిఖీ. ;effect;వారు తమ సంచులను విప్పారు. ;వారు విమానాశ్రయానికి వెళ్ళారు. ;0
నేను పీచు లోకి కాటు. ;effect;పర్షిక్ గాయపడిన. ;రసం బయటకు కురిపించింది. ;1
నా చేతులు అంటుకునేవి అయ్యాయి. ;cause;నేను ఒక డోనట్ తిన్న. ;నాకు తీపి పళ్ళు ఉన్నాయి. ;0
నేను తలుపు నెట్టారు. ;effect;తలుపు తెరిచింది. ;తలుపు లాక్. ;0
కార్యకర్తలు ఈ ఉత్పత్తులను బహిష్కరించారు. ;cause;నాణ్యత హామీ కోసం ఉత్పత్తులను పరీక్షించారు. ;ఈ ఉత్పత్తులను బాల కార్మికుల ద్వారా తయారు చేశారు. ;1
నేను గోడ లో ఒక రంధ్రం డ్రిల్. ;effect;ఒక ఎలుక రంధ్రం నుండి బయటకు వచ్చింది. ;దుమ్ము రంధ్రం బయటకు ఎగిరింది. ;1
ఆ స్త్రీ తన సోదరిని అసూయపడ్డాడు. ;cause;ఆమె సోదరి సంతోషంగా ఉంది. ;ఆమె సోదరి విడాకులు తీసుకుంది. ;0
నేను నా చొక్కా మీద వైన్ కురిపించింది. ;effect;నేను ఒక అప్రాన్ చాలు. ;నేను నా చొక్కా మార్చుకున్నాను. ;1
క్యాషియర్ నగదు రిజిస్టర్ తెరిచింది. ;cause;కస్టమర్ తన వాలెట్ ను శోధించాడు. ;కస్టమర్ ఆమె డబ్బు ఇచ్చింది. ;1
వీధి సంగీతకారుడు ఒక గుంపును ఆకర్షించాడు. ;effect;ప్రజలు అతనికి మార్చడానికి ఇచ్చింది. ;ఆయన ప్రజల్ని పంపివేసాడు. ;0
చిన్న పిల్లవాడు తన బేబీ సిట్టర్ కు ఏడుస్తూ. ;cause;అతను తన తల్లిదండ్రులు తప్పిన. ;ఇది చిరుతిండి సమయం. ;0
పైలట్ యొక్క రాడార్ ఒక తుఫాను గుర్తించింది. ;effect;పైలట్ తుఫాను నుండి దూరంగా నావిగేట్. ;పైలట్ తుఫాను ద్వారా వెళ్లింది. ;0
చెట్టు ఆకులు పడిపోతాయి. ;effect;ఆకులు రంగులు మారాయి. ;ఆకులు నేల మీద సేకరించారు. ;1
బాలుడు ఒక దుష్ట మూడ్ లో ఉంది. ;effect;అతను తన సోదరితో ఒక కార్డు ఆట ఆడాలని నిర్ణయించుకున్నాడు. ;అతను తన సోదరి మీద ఒక ఆచరణాత్మక జోక్ ఆడాలని నిర్ణయించుకున్నాడు. ;1
బాత్రూమ్ కు వెళ్ళవలసి వచ్చిందని పిల్లవాడు ఫిర్యాదు చేశాడు. ;effect;అతని తండ్రి అతనికి ఒక సోడా త్రాగడానికి ఇచ్చింది. ;అతని తండ్రి ఒక గ్యాస్ స్టేషన్ వద్ద కారు ఆగిపోయింది. ;1
ఆ పిల్లవాడు ట్యాంకులో చేపల ఆహారాన్ని చల్లారు. ;effect;చేపలు ట్యాంక్ నుండి బయటకు దూకి. ;చేప ఆహారం వైపు ఈదుకుంది. ;1
రాజకీయ అభిప్రాయాలు ;effect;ఆమె తన పార్టీ అనుబంధాన్ని మార్చుకుంది. ;ఆమె ఒక నిరసనలో పాల్గొంది. ;0
బాత్రూమ్ సింక్ అడ్డుపడే. ;effect;నేను పంపు ఆన్. ;నేను డ్రైనేజ్ క్లీనర్ పోయాలి అది. ;1
ప్రయాణీకులు రైలు నుండి దిగారు. ;cause;రైలు స్టేషన్ వద్దకు వచ్చింది. ;రైలు తన విజిల్ ను విసిరింది. ;0
ఆ వ్యక్తి ఎన్వలప్ యొక్క తడి ఫ్లాప్ మీద నొక్కి. ;effect;అతను ఎన్విలాప్ మీద ఒక స్టాంప్ ఉంచాడు. ;అతను ఎన్విలాప్ మూసి మూసివేసింది. ;1
స్నేహితులు సంబంధాన్ని కోల్పోయారు. ;cause;వారు ఒకరితో ఒకరు కలిసి ఉండటం ఆనందించారు. ;వారు వేర్వేరు నగరాలకు వెళ్లారు. ;1
అకౌంటెంట్ కంపెనీ నిధులను తప్పుగా నిర్వహించారు. ;effect;ఆమె తన పదవి నుండి తొలగించబడింది. ;ఆమె ప్రసూతి సెలవులో వెళ్ళింది. ;0
నేను గడియారం చూసారు. ;cause;నేను గడియారం టిక్ విన్న. ;నేను సమయం తనిఖీ కోరుకున్నాడు. ;1
నా చేతి క్రాంప్ అప్. ;cause;నేను వ్యాసం చేతితో రాశాను. ;నా భార్య మరియు నేను చేతులు పట్టుకొని. ;0
బోల్ట్ బిగించి. ;cause;నేను bolt స్థానంలో. ;నేను గ్రిట్చీర్ తిప్పిన. ;1
ఈ జంట ఒక అపార్ట్మెంట్ కోసం ఒక అద్దె ఒప్పందం సంతకం చేసింది. ;effect;జంట అపార్ట్మెంట్ లోకి తరలించబడింది. ;నగరం అపార్ట్మెంట్ ఖండించారు. ;0
ఆ స్త్రీ వెర్షోలో బయట కూర్చుంది. ;cause;ఆమె సూర్యాస్తమయం చూడాలనుకున్నాడు. ;ఆమె మెరుపు చూసిన భావించారు. ;0
మనిషి నీటిలో ఒక లైఫ్ జాకెట్ ధరించారు. ;cause;అతను ఈత కాలేదు. ;నీరు నిస్సారంగా ఉంది. ;0
మహిళ వర్డ్ ప్రాసెసర్ లో ఒక టైపింగ్ తప్పు చేసింది. ;effect;ఆమె పత్రాన్ని తొలగించింది. ;ఆమె బ్యాక్ స్పేస్ కీ నొక్కండి. ;1
ఆ అమ్మాయి తన స్నేహితులకు గర్వంగా చెప్పింది. ;cause;ఆమె ఒక చెడు గ్రేడ్ వచ్చింది. ;ఆమె ఒక పోటీ గెలిచింది. ;1
పచ్చిక మట్టితో నిండి ఉంది. ;cause;ఇది రాత్రిపూట కురిసింది. ;ఇది కలుపు మొక్కలు నిండి ఉంది. ;0
మహిళ నిద్రలోకి పడిపోయింది. ;cause;ఆమె ఒక హోటల్ లో రాత్రి గడిపాడు. ;ఆమె తన అలారం గడియారాన్ని సెట్ చేయడం మర్చిపోయింది. ;1
మనిషి సన్స్క్రీన్ మీద ఉంచారు. ;cause;అతను నీడలో కూర్చున్నాడు. ;అతను బీచ్ వెళ్ళింది. ;1
పరిశోధకులు ఈ సిద్ధాంతాన్ని నిరూపించారు. ;effect;పరిశోధకులు ఆ సిద్ధాంతాన్ని తిరస్కరించారు. ;ఈ సిద్ధాంతాన్ని ప్రజలు అంగీకరించారు. ;1
ఆటలో అభిమానులు ఊగిసలాడారు. ;cause;ఆట పొడిగింపులోకి వెళ్ళింది. ;రిఫరీ ఒక చెడు కాల్ చేసింది. ;1
నేను లాక్ నా కలయిక ఎంటర్. ;effect;నేను లాక్ మూసివేసింది. ;లాక్ తెరిచి పగిలింది. ;1
జన సమూహం తీవ్రమైంది. ;effect;తండ్రి తన కొడుకుకు కొంత డబ్బు ఇచ్చాడు. ;తండ్రి తన కొడుకు చేతిని పట్టుకున్నాడు. ;1
మంచు డ్రైవ్వే నిరోధించబడుతుంది. ;effect;నేను మంచును ఒక మంచు బంతిగా సేకరించాను. ;నేను మార్గం నుండి మంచు shoveled. ;1
కాయక్ రైడర్లు తమ రోల్స్ ను తెప్పించారు. ;effect;కాయక్ తీరం చేరుకుంది. ;కాయక్ ఒక తరంగం కొట్టాడు. ;0
అమ్మాయి తన బైక్ నియంత్రణ కోల్పోయింది. ;effect;ఆమె హ్యాండిల్బార్ల నుండి వెళ్ళిపోయాడు. ;ఆమె ఒక కంచె లోకి క్రాష్. ;1
నేను అభిమాని ఆన్. ;effect;నా చర్మంపై నీరు చల్లారు. ;నేను చల్లని గాలి నా మీద పాస్ భావించాడు. ;1
సర్ఫర్లు బీచ్ తిరిగి. ;cause;వారు తడిసి. ;వారు ఒక సొరచేప చూసింది. ;1
నేను స్నానపు తొట్టి లో డ్రైనేజ్ ప్లగ్ లాగండి. ;effect;నీరు టబ్ నుండి బయటకు పారుతుంది. ;నీరు నేలపై చిమ్ముతుంది. ;0
భార్యను మోసం చేసినందుకు భర్తకు అపరాధం కలిగింది. ;effect;అతను ఆమె అవిశ్వాసం ఆరోపించారు. ;అతను ఆమె తన అవిశ్వాసం ఒప్పుకున్నాడు. ;1
పోస్టర్ మీద సిరా చిరిగిపోయింది. ;cause;నేను సిరా పొడిగా కోసం వేచి. ;నేను పోస్టర్ మీద నీరు పోశారు. ;1
పిల్లవాడు ఏడుస్తూ మేల్కొన్నాడు. ;cause;అతను ఒక పీడకల వచ్చింది. ;అతను మంచం తడి. ;0
బాలుడు తన పాదాలను టేబుల్ మీద ఉంచాడు. ;effect;అతని తండ్రి టేబుల్ వద్ద కూర్చున్నాడు. ;అతని తండ్రి అతనికి ఉపదేశం. ;1
నా స్నేహితుడు నా దిశలో తన తల తిప్పాడు. ;cause;నేను అతని పేరు అరిచాడు. ;నేను నా చేతులు వేలాడదీయడం. ;0
ప్రభుత్వాలు పౌరులను అణచివేసాయి. ;effect;పౌరులు తిరుగుబాటు చేశారు. ;ఓటు వేయడానికి నమోదు చేసుకున్న పౌరులు. ;0
ఆ బాలుడు అడవిలో తప్పిపోయాడు. ;effect;అతను ఒక టెంట్ ఏర్పాటు. ;అతను సహాయం కోసం అరిచాడు. ;1
ఆ స్త్రీ విదేశాలకు వెళ్ళింది. ;cause;ఆమె డ్రాయింగ్ ఎలా నేర్చుకోవాలో తెలుసుకోవాలనుకుంది. ;ఆమె ఇతర సంస్కృతుల గురించి తెలుసుకోవాలనుకుంది. ;1
ఆ వ్యక్తి తన సహోద్యోగిని అసూయపడ్డాడు. ;cause;అతని సహోద్యోగికి ప్రమోషన్ వచ్చింది. ;అతని సహోద్యోగి ఆలస్యంగా పనిచేశాడు. ;0
మనిషి గ్రహాంతరవాసుల సాక్ష్యంగా. ;cause;అతను భ్రమలు. ;అతను ధ్యానం. ;0
ఆ వ్యక్తి జుట్టు బ్లోండ్ అయ్యింది. ;cause;అతను బ్లీచ్ అది చాలు. ;అతను అది లో షాంపూ చాలు. ;0
కళాకారుడు కొత్త పనిని సృష్టించాడు. ;cause;ఆమె తన మునుపటి పనిని విమర్శించింది. ;ఆమె ఒక ప్రేరణ స్ట్రోక్ భావించాడు. ;1
మీ పిల్లలకు సహాయం చేయండి ;cause;అతను సైన్యం నుండి డిశ్చార్జ్ చేశారు. ;అతను కళాశాలకు వెళ్లేవాడు. ;1
పుస్తకాల అర నుండి పుస్తకాలు పడిపోయాయి. ;cause;అల్మారాలు దుమ్ముతో కప్పబడి ఉన్నాయి. ;ఒక భూకంపం పుస్తకపుష్పాన్ని కదిలించింది. ;1
నా ఇంట్లో విద్యుత్ నిలిపివేయబడింది. ;effect;నేను ఒక కాంతి ఆన్. ;నేను సర్క్యూట్ బ్రేకర్ రీసెట్. ;1
మేము రోలర్ కోస్టర్ రైడ్. ;cause;ఇది భయంకరమైన చూసారు. ;ఇది సరదాగా చూసారు. ;1
పాప్ కార్న్ ప్యాక్ పగిలిపోవటం ప్రారంభమైంది. ;cause;నేను ప్యాక్ లోకి వెన్న పోయాలి. ;నేను మైక్రోవేవ్ లో వేడి. ;1
ఒక చెట్టు విద్యుత్ లైన్ మీద పడింది. ;effect;పొరుగు విద్యుత్ బయటకు వెళ్ళింది. ;వాతావరణం బలమైన గాలులు అంచనా. ;0
ప్రసంగి రాజకీయంగా తప్పు వ్యాఖ్యలు చేశారు. ;effect;అతను ప్రేక్షకులను విసుగుపరచాడు. ;అతను ప్రేక్షకులను అవమానించాడు. ;1
నేను పిన్ తో నాకు చొరబడతాయి. ;effect;నా ముఖం నుండి ఒక చెమట యొక్క పూస పడింది. ;నా వేలు మీద ఒక రక్తపు చుక్క ఏర్పడింది. ;1
చేపలు ట్యాంక్ ఉపరితలంపై తేలియాడు. ;cause;ఇది ఆకలితో ఉంది. ;ఇది చనిపోయిన. ;1
ఆ వ్యక్తి స్వరం చప్పగా వినిపించింది. ;cause;అతను ఒక చల్లని వచ్చింది. ;అతను ధూమపానం విడిచిపెట్టాడు. ;0
ఎలివేటర్ తలుపులు తెరిచారు. ;cause;ఎలివేటర్ నియమించబడిన అంతస్తులో చేరుకుంది. ;ఎలివేటర్ అంతస్తుల మధ్య చిక్కుకుంది. ;0
యువకుడు ఇంటి నుండి బయటకు దొంగిలించారు. ;cause;అతను తన తల్లిదండ్రులకు అబద్ధం చెప్పాడు. ;అతని తల్లిదండ్రులు అతనికి నేరస్థులు. ;1
బాత్రూమ్ వరదలు. ;cause;టాయిలెట్ నిండిపోయింది. ;నీటి హీటర్ విరిగింది. ;0
కుక్కపిల్ల తన యజమాని దగ్గరనే ఉండిపోయింది. ;cause;యజమాని కుక్కపిల్లపై ఒక కాలర్ను ఉంచాడు. ;యజమాని కుక్కపిల్లని ఒక పట్టీలో ఉంచింది. ;1
మనిషి తన ప్రతిబింబం ఆకర్షించింది. ;cause;అతను విస్తారమైన చెట్టు కింద నిలబడి. ;అతను నిశ్శబ్ద సరస్సు మీద నిలబడి. ;1
నేను నా స్నేహితురాలు యొక్క ఫోన్ కాల్ తప్పిన. ;effect;నేను ఆమె తిరిగి పిలిచారు. ;నేను విందు కోసం ఆమె కలుసుకున్నారు. ;0
ఆ కుటుంబం పొరుగు ప్రాంతాన్ని శోధించింది. ;cause;వారి కుక్క ఇంటి నుండి పారిపోయింది. ;వారి ఇంటి నుండి ఖరీదైన ఆభరణాలు తప్పిపోయాయి. ;0
నేను నా శ్వాస చూసినప్పుడు నేను exhaling. ;cause;వాతావరణం చల్లగా ఉంది. ;నా ఛాతీ గట్టిగా అనిపించింది. ;0
ఉద్యోగులు ఒక యూనియన్ ఏర్పాటు చేశారు. ;cause;వారు మెరుగైన పని పరిస్థితులను కోరుకున్నారు. ;వారి యజమాని వారి వేతనాలు పెంచారు. ;0
నేను ఒక ఆపిల్ పై కాల్చిన. ;effect;ఒక కుళ్ళిపోయిన వాసన వంటగది నిండి. ;వెచ్చని సువాసన వంటగదిని నింపింది. ;1
ఆ స్త్రీ నడవడానికి కష్టపడింది. ;cause;ఆమె హై హీల్స్ ధరించారు. ;ఆమె తన బూట్లు తీసివేసింది. ;0
నీటి కుండ నుండి ఆవిరి పెరిగింది. ;cause;నీరు ఉడికించిన. ;నేను కుండ కవర్. ;0
నా సాక్స్ అన్ని లాండ్రీ లో ఉన్నాయి. ;effect;నేను చెప్పులు ధరించారు. ;నేను బూట్లు ధరించారు. ;0
రాజకీయవేత్త వాదన అసంబద్ధమని భావించారు. ;effect;ఆయన ఓటర్ల మద్దతును కోల్పోయారు. ;ఆయన అవినీతి ఆరోపణలు ఎదుర్కొన్నారు. ;0
ఈ జంట నిశ్చితార్థాన్ని అందరూ వ్యతిరేకించారు. ;effect;ఆ జంట గర్భవతి అయ్యారు. ;జంట పారిపోయారు. ;1
ఈ భవనం లక్షాధికారికి అంకితం చేయబడింది. ;cause;లక్షాధికారి భవనం కూల్చివేసి కోరుకున్నాడు. ;లక్షాధికారి దానిని నిర్మించడానికి నిధులను అందించాడు. ;1
అమ్మకపు సహచరుడు దొంగతనం చేసినందుకు అమ్మాయిని నిందించాడు. ;cause;అమ్మకాల అసోసియేట్ అమ్మాయి తన పర్స్ లోకి వస్తువులను ఉంచడం చూసింది. ;అమ్మకాల సహచరుడు ఆ అమ్మాయికి ఆమె ఇష్టపడిన పర్సును కనుగొనటానికి సహాయపడ్డాడు. ;0
పొరుగు ప్రాంతంపై యుద్ధం ప్రకటించింది. ;effect;సైనికులు పోరాడటానికి పంపబడ్డారు. ;సైనికులు వారి కుటుంబాలతో తిరిగి కలిశారు. ;0
వివాదాస్పద తీర్పును కోర్టు సమర్థించింది. ;effect;ఒక అల్లర్లు కోర్టు భవనం ముందు విప్పు ప్రారంభమైంది. ;ఒక జంట కోర్టు భవనం ముందు ప్రతిజ్ఞలు మార్పిడి. ;0
అమ్మాయి ఏదో బర్నింగ్ వాసన. ;cause;ఆమె కుకీలను కూజా నుండి తీసుకుంది. ;ఆమె ఓవెన్ లో కుకీలను వదిలి. ;1
వర్షం కురుస్తూనే ఉంది. ;effect;తుఫాను తీవ్రతరం. ;నేను లోపలికి వెళ్ళడానికి పరుగెత్తాను. ;1
భవనం ఖాళీ చేయబడింది. ;cause;ఎలివేటర్ పనిచేయడం ఆగిపోయింది. ;అగ్ని అలారం ఆఫ్ వెళ్ళింది. ;1
తండ్రి తన కొడుకు మద్య వ్యసనం పట్ల అసహ్యించుకున్నాడు. ;effect;తండ్రి తన కొడుకుకు బీరు కొన్నాడు. ;తండ్రి తన కొడుకును ఇంటి నుండి తరిమివేసాడు. ;1
న్యాయవాది ఆమె కార్యాలయానికి మెట్లు తీసుకున్నాడు. ;cause;కార్యదర్శి రోజు కోసం ఇంటికి వెళ్ళింది. ;ఎలివేటర్ పనిచేయడం లేదు. ;1
ఆ వ్యక్తి తన స్నేహితునితో కోపంగా ఉన్నాడు. ;cause;అతని స్నేహితుడు అతనిని అడ్డుకున్నాడు. ;అతని స్నేహితుడు అతనికి భోజనం కొనుగోలు. ;0
ఆ అమ్మాయి తన డబ్బును క్యాషియర్కు ఇచ్చింది. ;effect;క్యాషియర్ అమ్మాయి తన మార్పు ఇచ్చింది. ;క్యాషియర్ అమ్మాయి ఒక రసీదు ఇవ్వాలని మర్చిపోయారు. ;0
ఆ స్త్రీని ఒక వీల్ చైర్ లో ఉంచారు. ;cause;ఆమె ఒక ప్రమాదంలో పక్షవాతానికి గురైంది. ;ఆమె ఒక బ్రేకర్ లో ఆసుపత్రిలో ప్రవేశించింది. ;0
పౌరులు తమ ఇళ్ల బయట జాతీయ జెండాను వేసుకున్నారు. ;cause;దేశం స్వాతంత్య్రం పొందిన రోజును జరుపుకుంటోంది. ;దేశం ఆర్థిక ఇబ్బందులను ఎదుర్కొంటోంది. ;0
ఈ జట్టు టోర్నమెంటును ఓడిపోయింది. ;effect;వారు తమ అభిమానులను నిరాశపరిచారు. ;వారు వారి అభిమానులకు స్ఫూర్తినిచ్చారు. ;0
నా పళ్ళలో ఆహారం చిక్కుకున్నట్లు నా స్నేహితుడు సూచించాడు. ;effect;నేను ఇబ్బంది పడ్డాను. ;నేను గర్వంగా భావించాను. ;0
ఆ బాలుడు చరిత్ర పరీక్షలో విఫలమయ్యాడు. ;cause;అతను తరగతిలో శ్రద్ధ వహించాడు. ;అతను అధ్యయనం చేయడం మర్చిపోయాడు. ;1
డౌన్ టౌన్ భవనం కూలిపోయింది. ;cause;ఒక భూకంపం నగరాన్ని తాకింది. ;నగరంలో నేరాల రేటు పెరిగింది. ;0
మనిషి యొక్క స్నేహితురాలు అతనితో విడిపోయారు. ;effect;అతను తిరిగి అతనిని తీసుకోవాలని ఆమె వేడుకున్నాడు. ;ఆమె తన తల్లిదండ్రులకు అతన్ని పరిచయం చేసింది. ;0
ఇద్దరు పిల్లలు ఒకేసారి బంతిని తిరిగి పొందటానికి చేతులు వేశారు. ;effect;బంతి దూరంగా రోల్. ;వారి తలలు ఢీకొన్నాయి. ;1
రాకూన్ చెత్త డబ్బాను దోచుకుంది. ;cause;చెత్త డబ్బాలో కార్డ్బోర్డ్ ఉంది. ;మూత చెత్త డబ్బాలో ఉంది. ;1
బాలుడు పెన్సిల్ను పదునుపెట్టాడు. ;cause;ఇది చౌకగా ఉంది. ;ఇది నిస్తేజంగా ఉంది. ;1
ఆ స్త్రీకి దుస్తుల కోసం డబ్బు తిరిగి ఇవ్వడానికి క్యాషియర్ నిరాకరించాడు. ;cause;ఆమె తన రసీదు కోల్పోయింది. ;దుస్తులు సరిపోయే లేదు. ;0
నా చర్మంలో గీతలు లోతుగా ఉన్నాయి. ;effect;ఇది త్వరగా నయం. ;ఇది ఒక మచ్చ వదిలి. ;1
రైలులో ప్రయాణికులు అతన్ని వింతగా చూసారు. ;cause;అతను నేల మీద చూస్తూ. ;అతను తనతో తాను మాట్లాడుతూ. ;1
