premise;question;choice1;choice2;label
Kale musikariak jendetza erakarri zuen. ;effect;Jendeak txanponak ematen zizkion. ;Jendea bidal zezakeen atzera. ;0
Ume txikiak negar egin zion zaindariari. ;cause;Gurasoen falta izan du. ;Gosariaren ordua. ;0
Pilotuaren radarrak erradarra detektatu du. ;effect;Pilotuak ekaitzetik ihes egin du. ;Pilotuak ekaitza pasa du. ;0
Zuhaitzak hostoak erortzen ditu. ;effect;Hostoek kolorea hartu zuten. ;Hostoak lurrean pilaturik. ;1
Umore txarrez zegoen. ;effect;Kartetan jolastu nahi izan zuen arrebarekin. ;Bere ahizpari txantxa bat egitea erabaki zuen. ;1
Haurra negarrez ari zen, komunera joan behar zuelako. ;effect;Aitak eman zion freskagarri bat. ;Aitak autoa gasolinaz beteko du. ;1
Haurrak arrain-janaria bota zuen ur-ontzira. ;effect;Arrainak uretatik atera dira. ;Arrainak janariaren bila joan ziren igerian. ;1
Emakumearen iritzi politikoa aldatu zen. ;effect;Alderdia utzi du. ;Protesta bat egin zuen. ;0
Komunean sekulako pixa zegoen. ;effect;-Iturria piztu dut. ;Estoldetako garbigailua jarri diot. ;1
Bidaiariak trenetik jaitsi dira. ;cause;Trena geltokira iritsi zen. ;Trenak txistu egin zuen. ;0
Gizonak estutu zuen ezkutuko botoia. ;effect;Zigilu bat jarri du gutunazalean. ;Gutun-azala itxi du. ;1
Lagunak urrundu egin ziren. ;cause;Elkarrekin egotea maite zuten. ;Hiri desberdinetara joan ziren. ;1
Kontulariak enpresako funtsak gaizki kudeatzen zituen. ;effect;Kaleratu egin zuten. ;Amatasun-bajan zegoen. ;0
Erlojuari begiratu diot. ;cause;Erlojua martxan entzun dut. ;Zer ordu den ikusi nahi nuen. ;1
Eskuak krampean dauzkat. ;cause;Eskuaz idatzi nuen idazlana. ;Emazteak eta biok elkarri eskutik helduta. ;0
Bolantea itxi egin zen. ;cause;Etengailuak aldatu nituen. ;Giltza bihurtu dut. ;1
Bikoteak alokairu kontratua sinatu zuen. ;effect;Bikotea pisura joan zen bizitzera. ;Udalak ez du etxebizitza hau onartuko. ;0
Emakumea kanpoan esertzen zen, atarian. ;cause;Ilunabarra ikustera etorri da. ;Tximista bat ikusi duela uste du. ;0
Gizonak salba-gerrikoa zeraman uretan. ;cause;Ez zekien igeri egiten? ;Ura mehe zegoen. ;0
Emakumeak akats bat idatzi du idazketan. ;effect;Dokumentu hori ezabatu zuen. ;Etengailuarekin. ;1
Neska bere lagunekin harropuzten zen. ;cause;Nota txarra jaso zuen. ;Lehiaketa bat irabazi zuen. ;1
Belarra lokatzetan zegoen. ;cause;Gauez euria egin zuen. ;Belar gaiztoz betea zegoen. ;0
Emakumeak lo hartu du. ;cause;Gaua hotelean pasatu du. ;Alarma jartzea ahaztu zitzaion. ;1
Eguzkitako krema jarri diot. ;cause;Itzalean eseri zen. ;Hondartzara joan zen. ;1
Ikertzaileek frogatu dute teorema. ;effect;Ikertzaileek teoria hori eztabaidatu dute. ;Batzuek onartu egin zuten. ;1
Zaleek oihu egin zuten. ;cause;Partida luzapenetara heldu da. ;Arbitroak ez zuen balio izan. ;1
Sarrailan nire nortasun-kodea dago. ;effect;Sarraila jarri nuen. ;Atea ireki da eta ireki egin da. ;1
Jendea gero eta gehiago zeuden. ;effect;Aitak semeari diru pixka bat eman zion. ;Aitak semearen eskua hartu zuen. ;1
Elurrak kalea estali du. ;effect;Elurra bildu nuen elur-bola baten moduan. ;Elurra kentzekoa nintzen. ;1
Kayakean ibili behar dugu arraunean. ;effect;Kayak-a lehorrera iritsi zen. ;Kayakean olatu batekin egin genuen topo. ;0
Neskak kontrola galdu du. ;effect;- Agur. - Utzi joaten. ;Hesia gurutzatu eta jarraitu egin zuen. ;1
Haizagailu bat piztu dut. ;effect;Ura azalean sartzen zait. ;Aire freskoa igotzen ari zela sentitu nuen. ;1
Surflariak hondartzara itzuli ziren. ;cause;Bustiak zeuden. ;Marrazo bat ikusi zuten. ;1
Bainuontziko estolda-zuloa ireki dut. ;effect;Bainuontziko ura joaten ari zen. ;Ura lurreraino irristatu zen. ;0
Senarrak errudun sentitzen zen traizio egin ziolako. ;effect;Traizioaz akusatu zuen. ;Bere desleialtasuna aitortu zion. ;1
Kartelaren tinta hautsi zen. ;cause;Itxoin nuen idatzitakoa argitu arte. ;Ura irakin nuen kartel hartan. ;1
Haurra garrasika esnatu zen. ;cause;Amesgaizto bat izan zuen. ;Ohean txiza egin du. ;0
Umeak oinak mahai gainean jarri zituen. ;effect;Aita mahaian zegoen. ;Aitak erakutsi zion nola egin. ;1
Lagunak burua jiratu zidan. ;cause;Bere izena oihukatu nuen. ;Besoak astindu ditut. ;0
Gobernuak herritarrak zapaldu zituen. ;effect;Herritarrak matxinatu egin ziren. ;Herritarrek izena eman dute hauteskundeetara joateko. ;0
Mutikoa basoan galdu zen. ;effect;Denda bat jarri du. ;Laguntza eskatu zidan. ;1
Emakumeak atzerrira joan behar izan zuen. ;cause;Marrazten ikasi nahi zuen. ;Beste kultura batzuk ezagutu nahi zituen. ;1
Gizonak jeloskor zegoen lankidearekin. ;cause;Bere lankideak igoera izan du. ;Lankideak berandu arte lan egin du. ;0
Estralurtarren antzekoak dira. ;cause;Haluzinazioak izan ditu. ;Meditatzen ari zen. ;0
Gizonaren ilea urdindu egin zen. ;cause;Zikin-zikina dago. ;Xanpua ematen dio. ;0
Artistak lan berriak sortu zituen. ;cause;Bere aurreko lana kritikatu zuen. ;Inspirazio-kolpe bat izan zen. ;1
Semea etxetik joan zen. ;cause;Soldadutzatik kaleratu dute. ;Unibertsitatera joango zen. ;1
Liburuak erori egin dira. ;cause;Apalak hautsez beteta zeuden. ;Lurrikara batek liburu-oihala astindu du. ;1
Argindarra moztu dute nire etxean. ;effect;Argia piztu dut. ;Etengailuak berrabiarazi. ;1
Ur-lasterretan ibili gara. ;cause;Beldurra ematen zuen. ;Dibertigarria zirudien. ;1
Krispetak pilatzen hasi ziren. ;cause;Gurina bota diot zakuari. ;Mikrouhinetan berotu dut. ;1
Zuhaitz bat erori da kondentsadorearen kablean. ;effect;Auzoetan argindarra moztu zen. ;Eguraldi iragarpenak iragartzen du haize gogorrak. ;0
Hizlariak esaldi politiko okerrak egin zituen. ;effect;Publikoa aspertu zuen. ;Publikoa iraindu egin zuen. ;1
Nire buruari pin hori bota nion. ;effect;Izerdi tantak erortzen zaizkit masailetatik. ;Odol tanta bat erori zait hatzean. ;1
Arrainak ur gainean zebilen. ;cause;Goseak zeuden. ;Hilda zegoen. ;1
Gizonak ahots ahula zuen. ;cause;- Katarroa zeukan. ;Erretzeari utzi dio. ;0
Igogailuko ateak ireki ziren. ;cause;Igogailua heldu da. ;Igogailua bi solairu artean trabatuta dago. ;0
Neska etxetik atera zen. ;cause;Gurasoei gezurra esan zien. ;Gurasoek sekula ez zuten aurkitu. ;1
Komuna urez beteta dago. ;cause;Komuna hautsita dago. ;Ur berogailua apurtuta dago. ;0
Txakurkumeak bere jabearen ondoan geratu zen. ;cause;Nagusiak txakurra lepoan du. ;Jabeak txakurra uhalean zuen. ;1
Gizonak bere isla harrapatu zuen. ;cause;Zuhaitz baten azpian zegoen. ;Aintzira lasaiaren ondoan zegoen. ;1
Neskalagunaren deiaren zain nengoen. ;effect;Nik deitu egin nion. ;Afaltzeko hitzordua nuen. ;0
Auzokoak miatu zituen. ;cause;Txakurra etxetik ihes egin du. ;Bitxi garestiak falta ziren beren etxetik. ;0
Nire arnasa ikusi dut botaka egiten duenean. ;cause;Eguraldi hotza zegoen. ;Bularra estututa nuen. ;0
Langileek sindikatu bat sortu zuten. ;cause;Lan-baldintza hobeak nahi zituzten. ;Nagusiak soldata igoera aipatu du. ;0
Pastela egin dut. ;effect;Usain txarra sukaldean. ;Usain goxoa zegoen sukaldean. ;1
Emakumeak nekez ibiltzen zen. ;cause;Takoi altukoak zituen. ;Zapatak kendu zituen. ;0
Lurrunak gora egin zuen uraren ontzitik. ;cause;Ura irakiten zegoen. ;Nik ordaintzen dut dena. ;0
Galtzerdi guztiak garbitegian zeuden. ;effect;Sandailak jantzi nituen. ;Botak jantzi nituen. ;0
Politikariaren argudioak zentzugabekeria bat izan zen. ;effect;Hautesleen babesa galdu zuen. ;Ustelkerian leporatzen zitzaion. ;0
Denek ez zuten onartu bikotearen ezkontza. ;effect;Bikotea haurdun geratu zen. ;Bikotea desagertu egin zen. ;1
Eraikina aberatsari eskainita zegoen. ;cause;Milionarioak eraikina bota nahi zuen. ;Milionarioak dirua jarri zuen hau eraikitzeko. ;1
Saltzaileak neska lapurtu zuela esan zion. ;cause;Saltzaileak ikusi zuen neskak bere poltsan... gauza batzuk sartzen. ;Saltzaileak neska lagundu zuen maleta aurkitzen. ;0
Herrialdeak gerra deklaratu zion auzoko lurraldeari. ;effect;Soldaduak borrokara bidaltzen dituzte. ;Soldaduak eta beren familiak bildu ziren. ;0
Auzitegiak apelazioaren alde egin zuen, eta sententzia berretsi zuen. ;effect;Istilu bat sortu da auzitegiaren aurrean. ;Bikote batek zin egin zuen epaitegiaz. ;0
Neskak zer edo zer erre zuela sumatu zuen. ;cause;Opil madarikatuak irteten ari da ontzitik. ;Labean utzi ditu biskotxak. ;1
Euria ari zuen. ;effect;Ekaitza gero eta bortitzagoa da. ;Barrura sartu nintzen. ;1
Eraikina ebakuatu dute. ;cause;Igogailua geldituta dago. ;Suteetako alarma piztu da. ;1
Aitak semea alkoholikoa zelakoan, haserre zegoen. ;effect;Aitak garagardo bat erosi zion semeari. ;Aitak semea etxetik bota zuen. ;1
Abokatuak eskailerak igo ditu. ;cause;Idazkaria etxera joan da. ;Igogailua puskatuta dago. ;1
Gizona bere lagunarekin haserretu zen. ;cause;Lagunak eten egin du. ;Lagunak janaria eskaini dio. ;0
Neskak kutxazainari eman zion dirua. ;effect;Kutxazainak neskari txanpona eman zion. ;Kutxazainak ez zion neskari ordainagiria eman. ;0
Emakume hori gurpildun aulkian ibiltzen da. ;cause;Istripu batean harrapatu zuten. ;Ospitalean sartu zen bizkarrezurrean. ;0
Herritarrek bandera nazionala zintzilikatu zuten etxeen kanpoaldean. ;cause;Herriak bere independentzia ospatzen zuen. ;Herrialdeak arazo ekonomikoak zituen. ;0
Taldeak txapelketa galdu zuen. ;effect;Pena ematen diete jarraitzaileei. ;Fan batzuk inspiratu dituzte. ;0
Lagunak janaria hortzetan nuela esan zidan. ;effect;Lotsatuta nago. ;Harro nengoen hartaz. ;0
Mutilak ez zuen historiako azterketa gainditu. ;cause;Arreta jartzen zuen gelan. ;Ikastea ahaztu zaio. ;1
Eraikin nagusia eraitsi egin zen. ;cause;Lurrikara batek hiri hau astindu zuen. ;Hirian delitu kopurua handitu egin zen. ;0
Neskak alde egin dio. ;effect;-Berriz etxean izateko erregutu zion. ;Bere gurasoei aurkeztu zien. ;0
Bi haurrek, aldi berean, eskua luzatu zuten pilota ateratzeko. ;effect;Pilota erori egin zen. ;Buruak elkartu dituzte. ;1
Basurdea zakarrontzia arakatu du. ;cause;Kartoizkoa da, zabor poltsan. ;Zabor-ontziaren estalkia hartuta zegoen. ;1
Mutilak arkatza zorroztu zuen. ;cause;Merkeak dira. ;Aspergarria zen. ;1
Kutxazainak ez zion soinekoaren ordaina eman. ;cause;Ordainagiria galdu du. ;Soinekoa ez zen ondo geratu. ;0
Urratu bat, oso sakona. ;effect;Azkar sendatu zen. ;Orbain bat utzi zidan. ;1
Bidaiari batzuek modu arraroan begiratzen zioten gizonari. ;cause;Lurrera begira zegoen. ;Bakarrik hitz egiten ari zen. ;1
Haurrak ogi-puskak lurrean utzi zituen. ;effect;Inurriak joan eta jan egin zituen. ;Haurrak ogia gorde zuen. ;0
Emakumeak eskumuturreko bat eman zion bere arrebari. ;cause;Emakumearen ahizpak eskuak erantsi zituen. ;Emakumearen ahizpa negarrez hasi zen. ;1
Gizon horrek dirua irabazi zuen! ;cause;Ezpainak bihurrituz. ;Beldur zen aireak ez ote zuen usain txarra. ;1
Bikotea goiz joan zen ikuskizunera. ;cause;Trafikoa zegoen antzeztokiaren inguruan. ;Antzokirako bidea badakite. ;0
Emakume hori ez dago etxean, lanean baizik. ;effect;Bere nagusiak zoriondu egin zuen. ;Lankideak estaltzen saiatu zen. ;1
Gizon horrek sinatu zuen erreferentzia. ;cause;Euren alde jarri da. ;Erotuta zeudela esaten zien. ;0
Aktorearen bihotza taupaka hasi zen emanaldiaren aurretik. ;cause;Beldur eszenikoa zuen. ;Lerroak buruz ikasten zituen. ;0
Galduta nengoen. ;effect;Dirua kontatu dut. ;Mapa bat asmatu dut. ;1
Fruta helduak eguzkitan gelditu ziren. ;effect;Jan egin zuten. ;Zimurtuta dago. ;1
Autoa puskatu zait. ;cause;-Bultzatu egin dut. ;Motorra berotuta. ;1
Gizon horrek min hartu du bizkarrean. ;effect;Psikiatrarengana joan zen. ;Ohean egon zen egun batzuetan. ;1
Sutea eragin nuen tximinian. ;cause;Ez neukan egurrik. ;Hotz egiten zuen etxean. ;1
Emakumeak lasterka egiteari utzi dio. ;cause;Kolpe bat saihetsaren aldean. ;Beste bizi bat bizi du. ;0
Auzokoaren atea jo nuen. ;effect;Bizilagunak gonbidatu ninduen. ;Auzokideak etxea utzi zuen. ;0
Emakumeak hasperen egin zuen etsiak jota. ;cause;Senarrak ez zuen bere kezka bereizi. ;Senarrak musu eman zion agur esateko. ;0
Irakasleak zoriondu egin zuen ikaslea. ;cause;Ikasleak zuzen erantzun du galdera. ;Ikasleak zalantzak zituen galdera erantzuteko. ;0
Emakumeak ez zuen arrautzarik. ;effect;Baserrira joan da. ;Supermerkatura joan da ;1
Aspaldiko lagun batekin topo egin dut. ;effect;Sekretu bat esan nion. ;Besarkatu egin dut. ;1
Emakumeak ez zuen aintzirara joan nahi. ;cause;Arrain bat harrapatu du. ;Kutsatua zirudien. ;1
Ikaslea klasean sartu zen, blai-blai. ;cause;Aterkia puskatuta zeukan. ;Bere bizikleta lapurtu dute. ;0
Ordenagailuaren pantailako kurtsorea mugitu egin da. ;cause;Erabiltzaileak klik egin zuen. ;Erabiltzaileak arratoia mugitu zuen. ;1
Gidariak desbideratu egin du. ;cause;Istripu bat izan da errepide nagusian. ;Aurrean zihoan kamioiari jarraitu zion. ;0
Oihal zikinak zintzilikatu ditut kaleko arroparen erdian. ;effect;Oihal zikinak lehortu egin dira. ;Oihal zikinak dauzkat. ;0
Emakumeak betaurrekoak jarri zituen. ;cause;Eguzkiaren argia oso distiratsua zen. ;Taxi bat eskatu dit. ;0
Gizonak gaueko zeruari so egin zion. ;cause;Uda izan nahiko zuen. ;Ederra zela uste zuen. ;1
Leher eginda nengoen. ;effect;Goiz oheratu naiz. ;Gau osoa zutik pasa nuen. ;0
Gizona ileapantzailearenera joan zen. ;cause;Ilea luzatzen zuen. ;Bere ilea luzatzen ari da. ;1
Mutikoak truko txarrak egin zizkion ikaskide berriari. ;cause;Mutikoak bere gelakide berria ongietorria eman zion. ;Mutikoari ez zitzaion klasekide berria gustatu. ;1
Baso bat esne edan nahi nuen. ;cause;Gailetak jaten ari nintzen. ;Ogia egiten ari nintzen. ;0
Euria hasi zuen. ;effect;Gidariak aurreko farola piztu du. ;Gidariak atzerako martxa sartu du. ;0
Aparkalekua hutsik zegoen. ;effect;Kalearen beste aldera aparkatua nintzen. ;Sarrerako lekuan utzi dut autoa. ;1
Idazleak ez zuen idatzi proiektua entregatzeko epea. ;cause;Blokea jarri diote. ;Berak editatu zuen zirriborroa. ;0
Hark telefonoa eseki du. ;cause;Nagusiarekin hitz egin nahi dut. ;Nire identifikazio zenbakia emango dizut. ;0
Haizeak leihatila irekian zehar jotzen zuen. ;effect;Atean jo zuten. ;Errezelak biratu dira. ;1
Argindarra moztu dute nire etxean. ;cause;Argia itzali dut. ;Fusiblea erre egin zait. ;1
Pisu-jasotzaileak isilune bat egin zuen. ;cause;Muskuluak ispilura mugitu zituen. ;Berak barra altxatu zuen. ;1
Ikasleak buruan kalkulatu nahi zuen. ;effect;Kalkulagailu bat hartu du. ;Nahastu egin da. ;1
Haurra lokartu egin zen. ;cause;Aitak haurraren pixoihala aldatu zion. ;Aitak astiro astindu zuen umea. ;1
Neskak ur-baldea bota zion mutilari. ;effect;Mutilak buruko mina dauka. ;Busti egin da. ;1
Argazkilariak ez du kargatzen fokutik. ;effect;Argazkiak lausoak izan ziren. ;Argazkietako edonork ez du irribarre egin nahi. ;0
Ezetz esan nion urtebetetze festako gonbidapenari. ;cause;Bakarrik sentitzen nintzen. ;Ez nengoen hirian. ;1
Ariketa egiten egon naiz, hori da egiten ibili naizena. ;cause;Energiaz beteta sentitzen nintzen. ;Beldur nintzen. ;0
Ekarri dut hondar erregalizkoa. ;effect;Ura sartzen ari da! ;Ura sartzen hasi zen. ;1
Oporretakoek ferry bat hartu zuten oporlekutik. ;cause;Bidea itxita zegoen. ;Uharte batean zegoen. ;1
Neskak tatuaje bat dauka. ;cause;Orratzekin izututa zegoen. ;Matxinatu egin nahi du. ;1
Ezezagun bat nire etxe aurrean aparkatua. ;effect;Susmatzen hasi nintzen. ;Poliziari deitu diot. ;0
Gaizkileak bere burua entregatu du. ;cause;Frogek diote hura izan zela. ;Ez zegoen bere aurkako frogarik. ;0
Gizontxoak pisua galtzea erabaki zuen. ;effect;Gozokiak utzi ditu. ;Kafeina ez hartzeagatik. ;0
Neska izotzean sartu da. ;effect;Irristatu egin da. ;Dardarka hasi zen. ;0
Emakumeak begi-zuloak zituen. ;cause;Gau osoa bueltaka eman du. ;Bere semea ohera eraman zuen. ;0
Labaz irekitzen da sumendi batetik. ;cause;Sumendia lehertzen da. ;Sumendia ia izoztuta zegoen. ;0
Emakumeak zapatak jantzi zituen. ;cause;Festetako guztiak ezagutzen zituen. ;Jaietatik joan nahi zuen. ;1
Bidaiari-zerbitzariari ordaindu diot. ;effect;Sarrera galarazi zidan eta joan egin nintzen. ;Geltokian gelditu ninduen. ;0
Enpresaburuak porrot egin du. ;cause;Bere enpresako akzioak saldu zituen. ;Dirutza xahutu zuen. ;1
Medikuarengana joan da. ;cause;Medikua bajan zegoen. ;Gizon horrek gaixotasun bat izan du. ;1
Leihotik atera nintzen. ;cause;Etxea sutan zegoen. ;Etxea hutsik zegoen. ;0
Umeari haginak zulatu zizkioten. ;cause;Dutxa luze bat hartu zuen. ;Eskuak xaboiarekin zikindu zituen. ;0
Esnea atera dut. ;cause;Esneak garratza zekien. ;Ahoa lehortu zitzaidan. ;0
Autobusa galdu dut. ;effect;Goiz lan egin behar dut. ;Berandu noa lanera. ;1
Kamioiak talka egin du autoarekin. ;effect;Kamioiak abiadura hartu du. ;Autoa txikitu dute. ;1
Taldeak lasterketa aintzat hartu du. ;effect;Irabazi egin dute! ;Eskola utzi zuten. ;0
Soda botila ireki zen. ;cause;Botilatik edan nuen. ;Kapelarekin hasi nintzen. ;1
Mutikoa etxean giltzapean zegoen. ;effect;Leiho bat zabalik zegoen, eta berehala igaro zen barrura. ;Teilatura igo zen. ;0
Atean jo zuten. ;effect;Bisitariak atea jo zuen. ;Emakumeak atearen zulotik begiratu zuen. ;1
Gizonak soinekoa zikindu dio. ;effect;Garbiketa gelan dago. ;Armairuan ezkutatu du. ;0
Neskak hortzetako pasta irabazi zuen. ;effect;Hortzetako pasta hodi horretatik irten da. ;Neskak hortzetako pasta bota du. ;0
Zibilek guda garaian egin zuten. ;effect;Bakezaleek protesta egin dute. ;Bakezaleek desfilea egin zuten. ;0
Neskak zinta kendu zuen iletik. ;cause;Zinta bat lotu zuen. ;Haur batena bezalako begirada sakona izan du une horretan. ;1
Gizon horrek kirurgia plastikoa egin zuen. ;effect;Zahartu egin da. ;Gazteagoa ematen zuen. ;1
Oilo bat atera zen arrautzatik. ;cause;Arrautza ireki zen. ;Arrautza apurtu dut. ;0
Presoa gosez hiltzen ari zen. ;effect;Hil egin zen. ;Ihes egin zuen. ;0
Gizon horrek bere burua galdu du eskaileretan. ;effect;Eskaileretan gora igotzen ari da. ;Eskailera batetik erori zen. ;1
Umeak oka egin zuen. ;cause;Soda bat hartu zuen. ;Soda bat ireki zuen. ;0
Haize hotz bat sartzen zen leihotik. ;effect;Lasaitu naiz. ;Dardarka hasten nintzen. ;1
Ikasleak beka bat jaso zuen unibertsitatera joateko. ;cause;Bere ikaskideek errespetatzen zuten. ;Nota onak ateratzen zituen. ;1
Neskak adarra jo zion mutikoari. ;cause;Ondoan bizi zen. ;Harekin maiteminduta zegoen. ;1
Goseak ziren, jatekoa lapurtu zuten. ;cause;Errukiagatik lagunduko dizu. ;Ez zuen dirurik. ;1
Lagun bati deitu nion. ;cause;Pribatutasuna nahi nuen. ;Bakarrik sentitzen nintzen. ;1
Gizon horrek eskua luzatu dit. ;effect;Eskua eman nion. ;Zaplastakoa eman nion. ;0
-Ez, ez. ;cause;Su artifizialak airera botatzen dituzte. ;Frisbiak jo eta jo egin zidan. ;1
Neskak azkazalak hozka egin zizkion. ;cause;Kezkatuta zegoen. ;Harritu egin zen. ;0
Orrialde buelta eman dut agendan. ;cause;Hitzordua jarri diat hilekoaren ondoren. ;Hilabete berri bat hasi da. ;1
Senarrak jakin du bere emazteak abentura bat izan duela. ;effect;Bere abokatua kaleratu zuen. ;Dibortziatu egin nahi du. ;1
Neskak gomazko pilota jaurti zuen. ;effect;Baloia erori egin da. ;Pilota distiratsu dago. ;0
Neskak akats bat egin du azterketan. ;effect;Erantzuna asmatu du. ;Bere erantzuna ezabatu zuen. ;1
Jokalariak aurkariari eraso egin dio. ;effect;Bere aurkariak pasea atzeman zuen. ;Bere aurkaria lurrera erori da. ;1
Tomateak hartzen ditut mahastietatik. ;cause;Helduak zeuden. ;Nik ureztatu dut. ;0
