premise;question;choice1;choice2;label
Nauczyciel rozerwał egzamin ucznia. ;cause;Złapał ucznia na oszukiwaniu. ;Odpowiedzi ucznia były niepoprawne. ;0
Zatrzymałem się, żeby przestać mówić. ;cause;Straciłem głos. ;Zdechnął mi. ;1
Zamrożone jedzenie się rozmroziło. ;cause;Włożyłam do mikrofalówki. ;Zakryłem go plastikową folie. ;0
Pracownik udawał chorego. ;cause;Miał skurcze brzucha. ;Chciał mieć dzień wolnego. ;1
Dziewczyna wylądowała w basenie. ;cause;Biegła po balkonie. ;Skoczyła z trampoliny. ;1
Bilety do kina zostały wyprzedane. ;cause;To był dzień premiery filmu. ;Film otrzymał słabe recenzje. ;0
Facet schudł. ;effect;Ludzie go izolowali. ;Ludzie mu komplementy. ;1
Ręce dziewczyny stały się pęcherzykami. ;cause;Napisała list. ;Weszła na linę. ;1
Aktor z cyrku żonglował na jednookołowym. ;effect;Publiczność zachwycona okrzyknęła. ;Akrobat zwisał z trapezu. ;0
Straciłem cierpliwość. ;cause;Mój przyjaciel kazał mi czekać. ;Mój przyjaciel przybył na czas. ;0
Kraje, które się wzajemnie walczyły, pragnęły pokoju. ;effect;Opracowali broń jądrową. ;Negocjowali traktat. ;1
Mężczyzna wziął leki nasenne. ;effect;Zaczął się śpić. ;Miał gorączkę. ;0
Kobieta uderzyła w kanapę. ;effect;Nogi sofy się odłączyły. ;Zraniła kolano. ;1
Chłopiec wycisnął balon. ;effect;Balon pękł. ;Balon odleciał. ;0
Podróżni zarejestrowali się w hotelu. ;effect;Rozpakowali walizki. ;Poszli na lotnisko. ;0
Ugryzłem brzoskwinię. ;effect;Brzoskwinia jest zraniona. ;- Wylał się sok. ;1
Moje ręce stały się lepkie. ;cause;Zjadłem pączka. ;Miałem słodki ząb. ;0
Wypchnęłam drzwi. ;effect;Drzwi się otworzyły. ;Drzwi zamknięte. ;0
Aktywiści bojkotowali produkty. ;cause;Produkty zostały poddane badaniom w zakresie zapewnienia jakości. ;Produkty były wytwarzane przez pracę dzieci. ;1
Wykopałem dziurę w ścianie. ;effect;Mysz wypełzła z dziury. ;Z otworu wyszedł kurz. ;1
Kobieta czuła zazdrość swojej siostry. ;cause;Jej siostra była szczęśliwa. ;Jej siostra się rozwiodła. ;0
Wino rozlało się na koszulkę. ;effect;Założyłam fartuch. ;Zmieniłem koszulę. ;1
Kasjerka otworzyła kasę. ;cause;Klient przeszukał portfel. ;Klient dał jej pieniądze. ;1
Uliczny muzyk przyciągnął tłum. ;effect;Ludzie dawali mu drobne. ;Odesłał tłum. ;0
Mały chłopiec płakał do swojej niani. ;cause;Tęsknił za rodzicami. ;Czas na przekąskę. ;0
Radar pilota wykrył burzę. ;effect;Pilot odszedł od burzy. ;Pilot przeleciał przez burzę. ;0
Drzewo zrzuca liście. ;effect;Liście zmieniły kolor. ;Liście nagromadziły się na ziemi. ;1
Chłopak był w złym nastroju. ;effect;Postanowił zagrać w karty ze swoją siostrą. ;Postanowił zrobić siostrze dowcip. ;1
Dziecko narzekało, że musi iść do łazienki. ;effect;Jego ojciec dał mu napoje gazowane. ;Jego ojciec zatrzymał samochód na stacji benzynowej. ;1
Dziecko posypało rybą pokarm w akwarium. ;effect;Ryba wyskoczyła z zbiornika. ;Ryba pływała w kierunku jedzenia. ;1
Zmieniły się jej poglądy polityczne. ;effect;Zmieniła przynależność do partii. ;Wzięła udział w proteste. ;0
Zmywak w łazience był zatkany. ;effect;Otworzyłem kran. ;Wlałem do niego czyszczyciel ściekowy. ;1
Pasażerowie wysiedli z pociągu. ;cause;Pociąg przyjechał na stację. ;Pociąg gwizdował. ;0
Mężczyzna nacisnął na wilgotną klapę koperty. ;effect;- Złożył pieczęć na kopertę. ;Zamknął kopertę. ;1
Przyjaciele stracili kontakt. ;cause;Lubili się wzajemnie. ;Przeniosły się do różnych miast. ;1
Księgowy źle zarządzał funduszami firmy. ;effect;Została zwolniona ze stanowiska. ;Poszła na urlop macierzyński. ;0
Spojrzałam na zegar. ;cause;Słyszałem, jak tyka zegar. ;Chciałem sprawdzić czas. ;1
Miałem skurcz. ;cause;Napisałem esej ręcznie. ;Moja żona i ja trzymaliśmy się za ręce. ;0
- Szczyt się zacisnął. ;cause;Zmieniłem śruby. ;- Wkręciłem klucz. ;1
Para podpisała umowę najmu mieszkania. ;effect;Para wprowadziła się do mieszkania. ;Miasto wycofało mieszkanie. ;0
Kobieta siedziała na zewnątrz na werandzie. ;cause;Chciała oglądać zachód słońca. ;Myślała, że widziała piorun. ;0
Mężczyzna w wodzie nosił kamizelkę ratunkową. ;cause;Nie umiał pływać. ;Woda była płytka. ;0
Kobieta popełniła błąd w procesorze tekstu. ;effect;Usunęła dokument. ;Nacisnęła klawisz przestrzeni. ;1
Dziewczyna chwaliła się swoim przyjaciółkom. ;cause;Dostała złą ocenę. ;Wygrała konkurs. ;1
Trawnik był błotnisty. ;cause;W nocy padało. ;Było pełne chwastów. ;0
Kobieta przespała się. ;cause;Przespała w hotelu. ;Zapomniała ustawić budzik. ;1
Facet założył krem przeciwsłoneczny. ;cause;Siedział w cieniu. ;Poszedł na plażę. ;1
Naukowcy potwierdzili teorię. ;effect;Naukowcy wycofali teorię. ;Ludzie zaakceptowali tę teorię. ;1
Fani na meczu wygwizdali. ;cause;Gra weszła w nadgodziny. ;Sędzia źle rozstrzygnął. ;1
Wpisałem kombinację do zamka. ;effect;Zamknąłem zamek. ;Zamek się otworzył. ;1
Tłum się nasilił. ;effect;Ojciec podał synowi trochę pieniędzy. ;Ojciec chwycił syna za rękę. ;1
Śnieg zatykał podjazd. ;effect;Zgromadziłem śnieg w kulę śnieżną. ;Zmyłem śnieg. ;1
Kajakerski wiosłowali swoje wiosła. ;effect;Kajak dotarł na brzeg. ;Kajak uderzył w falę. ;0
Dziewczyna straciła kontrolę nad rowerem. ;effect;Puściła kierownicę. ;Wpadła w płot. ;1
Włączyłem wentylator. ;effect;Woda rozrzucona na moją skórę. ;Czułem jak chłodne powietrze przechodziło nade mną. ;1
Surferzy wrócili na plażę. ;cause;Były mokre. ;Widzieli rekina. ;1
Wyciągnąłem wtyczkę z wanny. ;effect;Woda wyciekła z wanny. ;Woda rozpłynęła się na podłogę. ;0
Mąż czuł się winny, że zdradził żonę. ;effect;Oskarżył ją o zdradę. ;Przyznał się do niewierności. ;1
Czarnoksiedrowy atrament na plakatach. ;cause;Czekałem, aż tusz wyschnie. ;Wylełam wodę na plakat. ;1
Dziecko obudziło się krzycząc. ;cause;Miał koszmar. ;- Uszczał łóżko. ;0
Chłopiec położył nogi na stole. ;effect;Jego ojciec usiadł przy stole. ;Jego ojciec go pouczał. ;1
Mój przyjaciel odwrócił głowę w moim kierunku. ;cause;Krzyczałam jego imię. ;Machałem rękami. ;0
Rząd uciskał swoich obywateli. ;effect;Mieszkańcy zorganizowali bunt. ;Obywatele zarejestrowali się do głosowania. ;0
Chłopiec zgubił się w lesie. ;effect;Postawił namiot. ;Krzyczał o pomoc. ;1
Kobieta wyjechała za granicę. ;cause;Chciała się nauczyć rysować. ;Chciała poznać inne kultury. ;1
Mężczyzna był zazdrosny o swojego współpracownika. ;cause;Jego współpracownik dostał awans. ;Jego współpracownik pracował do późna. ;0
Ten człowiek widział kosmitów. ;cause;Miał halucynacje. ;Medytował. ;0
Włosy tego mężczyzny zmieniły się w blond. ;cause;Włożył do niej wybielacz. ;Włożył do niej szampon. ;0
Artystka stworzyła nowe dzieło. ;cause;Krytykowała jej poprzednią pracę. ;Poczuła natchnienie. ;1
Syn wyprowadził się z domu. ;cause;Został zwolniony z wojska. ;Miał iść na studia. ;1
Książki wypadły z półki. ;cause;Regły były pokryte kurzem. ;Trzęsienie ziemi potrząsło półką z książkami. ;1
W moim domu wyłączyli prąd. ;effect;Włączyłem światło. ;Zresetowałem wyłącznik. ;1
Jechaliśmy górą górską. ;cause;Wyglądało przerażająco. ;Wyglądało na to, że jest fajnie. ;1
Worek z popcornem zaczął się rozbijać. ;cause;Wlałem masło do torby. ;Podgrzałam w mikrofalówce. ;1
Drzewo spadło na linię elektryczną. ;effect;W okolicy nie było prądu. ;Prognoza mówiła o silnym wietrze. ;0
Mówca wygłosił komentarze niepoprawne politycznie. ;effect;Nudził publiczność. ;Obraził publiczność. ;1
Wbiłem się w siebie szpilką. ;effect;Z twarzy mi strąciło się trochę potu. ;Na palcu powstała kropla krwi. ;1
Ryba pływała na powierzchni zbiornika. ;cause;Była głodna. ;Była martwa. ;1
Głos mężczyzny brzmiał chrapliwie. ;cause;Był przeziębiony. ;Przestał palić. ;0
Otworzyły się drzwi windy. ;cause;Winda dotarła na wyznaczone piętro. ;Winda utknęła między piętrami. ;0
Nastolatek wymknął się z domu. ;cause;Okłamał rodziców. ;Jego rodzice go uziemili. ;1
Łazienka jest zalana. ;cause;Toaleta się wypełniła. ;Rozbił się podgrzewacz wody. ;0
Szczeniak pozostał blisko swego właściciela. ;cause;Właściciel przywiązał szczeniaka do kołnierza. ;Właściciel trzymał szczeniaka na smyczy. ;1
Mężczyzna złapał jego odbicie. ;cause;Stał pod rozległym drzewem. ;Stał nad spokojnym jeziorem. ;1
Przegapiłem telefon mojej dziewczyny. ;effect;Oddzwoniłam do niej. ;Spotkałem ją na kolacji. ;0
Rodzina przeszukała okolicę. ;cause;Ich pies uciekł z domu. ;Z ich domu zaginęły drogie biżuteria. ;0
Widziałem swój oddech, kiedy wydechałem. ;cause;Pogoda była chłodna. ;Miałem napiętą klatkę piersiową. ;0
Pracownicy utworzyli związek. ;cause;Chcieli lepszych warunków pracy. ;Ich pracodawca podniósł im pensje. ;0
Upiekłam ciasto jabłkowe. ;effect;Zapach gnije wypełnił kuchnię. ;Ciepły zapach wypełnił kuchnię. ;1
Kobieta walczyła, żeby chodzić. ;cause;Miała na sobie wysokie obcasy. ;Zdejmowała buty. ;0
Para wypływała z dzbanka wody. ;cause;Woda gotowała. ;Zakryłem garnek. ;0
Wszystkie moje skarpetki były w pralni. ;effect;Miałem sandały. ;Miałem buty. ;0
Argument polityka został uznany za absurdalny. ;effect;Stracił poparcie wyborców. ;Został oskarżony o korupcję. ;0
Wszyscy nie pochwalili zaręczyn tej pary. ;effect;Para zaszła w ciążę. ;Para uciekła. ;1
Budynek został poświęcony milionerze. ;cause;Milioner chciał, żeby budynek został zburzony. ;Milioner dał pieniądze na jego budowę. ;1
Sprzedawca oskarżył dziewczynę o kradzież. ;cause;Sprzedawca widział dziewczynę, jak wkładała towar do torebki. ;Sprzedawca pomógł dziewczynie znaleźć torebkę, którą lubiła. ;0
Kraj wypowiedział wojnę sąsiednim terytorium. ;effect;Żołnierze zostali wysłani do walki. ;Żołnierze połączyli się z rodzinami. ;0
Sąd potwierdził kontrowersyjną decyzję. ;effect;Przed budynkiem sądu wybuchł zamieszka. ;Para wyraziła swoje przysięgi przed sądem. ;0
Dziewczyna poczuła zapach czegoś palącego. ;cause;Wyjęła ciasteczka z słoika. ;Zostawiła ciasteczka w piekarniku. ;1
Deszcz padał jak z kija. ;effect;Burza się pogarszała. ;Wbiegłem do środka. ;1
Budynek został ewakuowany. ;cause;Winda przestała działać. ;Alarm pożarowy się włączył. ;1
Ojciec był urażony alkoholizmem syna. ;effect;Ojciec kupił synowi piwo. ;Ojciec wyrzucił syna z domu. ;1
Prawnik podszedł po schodach do swojego biura. ;cause;Sekretarka poszła do domu. ;Winda była zepsuta. ;1
Mężczyzna wkurzył się na swojego przyjaciela. ;cause;Jego przyjaciel go przerwał. ;Jego przyjaciel kupił mu lunch. ;0
Dziewczyna oddała kasjerce swoje pieniądze. ;effect;Kasjerka dała dziewczynie resztę. ;Kasjerka zapomniała dać dziewczynie paragon. ;0
Kobieta została umieszczona na wózku inwalidzkim. ;cause;Została sparaliżowana w wypadku. ;Weszła do szpitala na noszach. ;0
Obywatele zawiesili flagi narodowe przed swoimi domami. ;cause;Kraj świętował swoją niepodległość. ;Kraj borykał się z trudnościami gospodarczymi. ;0
Drużyna przegrała turniej. ;effect;Rozczarowali swoich fanów. ;Zainspirowali swoich fanów. ;0
Mój przyjaciel zauważył, że mam jedzenie w zębach. ;effect;Byłem zawstydzony. ;Byłem dumny. ;0
Chłopak nie zdał egzaminu z historii. ;cause;Słuchał uważnie na zajęciach. ;Zapomniał się uczyć. ;1
Budynek w centrum miasta się zawalił. ;cause;W mieście nastąpiło trzęsienie ziemi. ;Wzrost przestępczości w mieście. ;0
Dziewczyna tego faceta zerwała z nim. ;effect;Błagał ją, żeby go przyjąła. ;Przedstawiła go swoim rodzicom. ;0
Dwoje dzieci jednocześnie sięgnęło po piłkę. ;effect;Piłka odwróciła się. ;Ich głowy zderzyły się. ;1
Szop przeszukał śmietnik. ;cause;W śmietniku była karton. ;Pokryw był z odpadków. ;1
Chłopak wyostrzył ołówek. ;cause;Było tanie. ;To było nudne. ;1
Kasjer odmówił kobiecie zwrotu pieniędzy za suknię. ;cause;Zgubiła paragon. ;Suknia nie pasowała. ;0
Zadrapanie na skórze było głębokie. ;effect;Szybko się wyleczyła. ;Zostawiła bliznę. ;1
Pasażerowie w pociągu dziwnie na niego patrzyli. ;cause;Gapił się na ziemię. ;Rozmawiał sam ze sobą. ;1
Dziecko zostawiło okruchy na podłodze. ;effect;Mrówki pełzały po okruchach. ;Dziecko odłożyło chleb. ;0
Kobieta podała siostrze chusteczkę. ;cause;Siostra kobiety zwinęła ręce. ;Siostra kobiety zaczęła płakać. ;1
Facet wziął monetę. ;cause;Jego usta były pęknięte. ;Martwił się o zły oddech. ;1
Para wyszła wcześniej na pokaz. ;cause;Przewidywali ruch w okolicy teatru. ;Mają wskazówki do teatru. ;0
Kobieta nie była w pracy. ;effect;Jej szef ją pochwalił. ;Jej współpracownik ją krył. ;1
Ten człowiek podpisał petycję aktywistów. ;cause;Wspierał ich sprawę. ;Oskarżył ich o szaleństwo. ;0
Serce aktora trzęsło przed jego występem. ;cause;Miał trzęsienie palca. ;Zapamiętał swoje linie. ;0
Byłem zagubiony. ;effect;Policzyłem kasę. ;Rozwinąłem mapę. ;1
Dojrzałe owoce pozostawały na słońcu. ;effect;Został zjedzony. ;Zmarszczyła się. ;1
Samochód się zepsuł. ;cause;Włączyłem zapłon. ;Silnik się przegrzał. ;1
Ten człowiek zranił się w plecy. ;effect;Poszedł do psychiatry. ;Przez kilka dni leżał w łóżku. ;1
Rozpaliłem ogień w kominku. ;cause;Nie miałem drewna. ;Było zimno w domu. ;1
Kobieta przestała biegać. ;cause;Ma skurcz w boku. ;Dostała drugiego oddechu. ;0
Pukałem do sąsiadów. ;effect;Sąsiad zaprosił mnie do środka. ;Moja sąsiadka opuściła dom. ;0
Kobieta wzdychała z frustracji. ;cause;Mąż źle zrozumiał jej obawy. ;Jej mąż pocałował ją na pożegnanie. ;0
Nauczyciel pochwalił ucznia. ;cause;Student poprawnie odpowiedział na pytanie. ;Student wahał się odpowiedzieć na pytanie. ;0
Kobietom skończyły się jajka. ;effect;Poszła na farmę. ;Poszła do supermarketu. ;1
Spotkałem starego przyjaciela. ;effect;Ujawniłem mu sekret. ;Przytuliłem go. ;1
Kobieta unikała wchodzenia do jeziora. ;cause;Złapała rybę. ;Wyglądało na zanieczyszczone. ;1
Uczeń przyszedł do klasy mokry. ;cause;Jego parasol był zepsuty. ;Ukradli mu rower. ;0
Kursor na ekranie komputera się poruszył. ;cause;Użytkownik kliknął myszą. ;Użytkownik przesunął mysz. ;1
Kierowca zrobił okrążenie. ;cause;Na głównej drodze zdarzył się wypadek. ;Poszła za ciężarówką przed nią. ;0
Powiesiłem mokre bielizne na sznurze do bielizny. ;effect;Linie wyschły. ;Płótno jest poplamione. ;0
Kobieta założyła okulary. ;cause;Światło słoneczne było jasne. ;Wezwała taksówkę. ;0
Mężczyzna wpatrywał się w nocne niebo. ;cause;Chciał, żeby było lato. ;Uznał, że to piękne. ;1
Byłem wykończony. ;effect;Poszedłem wcześnie spać. ;Nie spałam całą noc. ;0
Człowiek poszedł do fryzjera. ;cause;Wyrastały mu włosy. ;Jego włosy stawały się długie. ;1
Chłopiec wykiwał nowemu kolegę z klasy. ;cause;Chłopiec przywitał nowego kolegę z klasy. ;Chłopak nie lubił nowego kolegę z klasy. ;1
Chciałam szklankę mleka. ;cause;Jadłem ciasteczka. ;Piekłem chleb. ;0
Zaczął padać deszcz. ;effect;Kierowca włączył reflektory. ;Kierowca wjechał w tył. ;0
Parking budynku był pusty. ;effect;Zaparkowałem naprzeciwko. ;Zaparkowałem przy wejściu. ;1
Pisarz nie dostał się do terminu na przesłanie szkicu. ;cause;Miała blokadę pisarską. ;Ona to edytowała. ;0
Współpracownik odłożył słuchawkę. ;cause;Poprosiłem o rozmowę z przełożonym. ;Podałem numer identyfikacyjny. ;0
Wiatr wleciał przez otwarte okno. ;effect;Dzwonił dzwonek. ;Zasłony drżały. ;1
W moim domu wyłączyli prąd. ;cause;Wyłączyłem lampę. ;Wybuchł mi bezpiecznik. ;1
Podnosicielem ciężarów mruknął. ;cause;Wyciągnął mięśnie przed lustrem. ;Podniósł pręt nad głową. ;1
Uczeń próbował obliczyć to w głowie. ;effect;Wyciągnął kalkulator. ;Zmylił się. ;1
Dziecko zasnęło. ;cause;Ojciec zmienił dziecku pieluchę. ;Ojciec delikatnie kołysze dzieckiem. ;1
Dziewczyna rzuciła balonem wodnym w chłopca. ;effect;Chłopak ma wstrząs mózgu. ;Chłopak się zmoczył. ;1
Fotograf zapomniał użyć błysku w aparcie. ;effect;Zdjęcia okazały się rozmyte. ;Na zdjęciach wszyscy się nie uśmiechali. ;0
Odmówiłem zaproszenia na przyjęcie urodzinowe. ;cause;Byłam samotna. ;Byłem poza miastem. ;1
Ćwiczyłam. ;cause;Czułem się energiczny. ;- Bałam się. ;0
Wycisnąłem wilgotną gąbkę. ;effect;Wchłonęła wodę. ;Woda wyciekła z niego. ;1
Wakacjonariusze pojechali promem na ośrodek. ;cause;Ośrodek był zarezerwowany. ;Ośrodek był na wyspie. ;1
Nastolatek ma tatuaż. ;cause;Bała się igieł. ;Chciała się zbuntować. ;1
Nieznany samochód zaparkowany przed moim domem. ;effect;Zacząłem coś podejrzewać. ;Zadzwoniłam na policję. ;0
Zbrodniarz sam się poddał. ;cause;Dowody wskazują na niego. ;Nie było żadnych dowodów przeciwko niemu. ;0
Ten gruby człowiek postanowił schudnąć. ;effect;Odciął słodycze. ;Unikał kofeiny. ;0
Dziewczyna stanęła na lodzie. ;effect;- Poślizgnęła się. ;Drżała. ;0
Kobieta miała pod oczami kolczyki. ;cause;Nie spała całą noc. ;Położyła syna do łóżka. ;0
Lawa wypływała z wulkanu. ;cause;Wulkan wybuchł. ;Wulkan był uśpiony. ;0
Kobieta założyła buty. ;cause;Znała wszystkich na przyjęciu. ;Chciała wyjść z imprezy. ;1
Zapłaciłem za to. ;effect;Pozwoliła mi przejść przez budkę. ;Zatrzymała mnie przy budce. ;0
Kierownik bankructwa. ;cause;Sprzedał akcje swojej firmy. ;Marnował fortunę. ;1
Ten człowiek poszedł do lekarza. ;cause;Doktor był na urlopie. ;Mężczyzna poczuł się źle. ;1
Wyszłam przez okno. ;cause;Dom był w ogniu. ;Dom był pusty. ;0
Palce chłopca stały się ślifowe. ;cause;Wziął długi prysznic. ;Zmył ręce mydłem. ;0
Wypluję mleko. ;cause;Mleko miało kwaśny smak. ;Miałem suche usta. ;0
Przegapiłem autobus. ;effect;Byłem wcześnie w pracy. ;Spóźniłam się do pracy. ;1
Ciężarówka zderzyła się z samochodem. ;effect;Ciężarówka przyspieszyła. ;Samochód został rozbity. ;1
Zespół manipulował konkursem na swoją korzyść. ;effect;Wygrali. ;Wypadli. ;0
Butelka z wodą syczyła. ;cause;Odwróciłem butelkę. ;Zwinąłem czapkę. ;1
Chłopak został zamknięty na zewnątrz. ;effect;Wpełzł przez otwarte okno. ;Wskoczył na dach. ;0
Dzwonił dzwonek. ;effect;Gość zapukał do drzwi. ;Kobieta wpatrywała się przez dziurę w drzwiach. ;1
Człowiek pomalował garnitur. ;effect;Poszedł do pralni. ;Powiesił go w swojej szafie. ;0
Dziewczyna wycisnęła tubkę pasty do zębów. ;effect;Pasta do zębów wysypiała się z rurki. ;Dziewczyna wypluła pastę do zębów. ;0
Liczba ofiar śmiertelnych w wojnie wzrosła. ;effect;Pacyfistów zorganizował protest. ;Pacyfistów odbyła parada. ;0
Dziewczyna wyciągnęła wstążkę z włosów. ;cause;Ona zawiązała wstążkę. ;Ta wstążka wyglądała jak dziecinna. ;1
Mężczyzna przeszedł operację plastyczną. ;effect;Starzał. ;Wyglądał młodziej. ;1
Z jajka wyłoniło się kurczak. ;cause;Jajko się wykluło. ;Rozbiłam jajo. ;0
Więzień głodował. ;effect;- Nie żyje. ;Uciekł. ;0
Człowiek stracił równowagę na drabinie. ;effect;Wspiął się po drabinie. ;Spadł z drabiny. ;1
Dziecko rżnęło. ;cause;Wziął łyk sody. ;Otworzył puszkę napoju. ;0
Przez okno wchodził zimny przeciąg. ;effect;Odprężam się. ;Drżałam. ;1
Student otrzymał stypendium na studia. ;cause;Koledzy szanowali ją. ;Miała dobre oceny. ;1
Dziewczyna wyśmiewała się z chłopca. ;cause;Mieszkała obok niego. ;Była w nim zakochana. ;1
Głodny włóczęga ukradł jedzenie. ;cause;Zachęcał do współczucia. ;Nie miał pieniędzy. ;1
Zadzwoniłam do przyjaciela, żeby pogadać. ;cause;Chciałem prywatności. ;Czułam się samotna. ;1
Ten człowiek wyciągnął do mnie rękę. ;effect;Uścisnąłem mu dłoń. ;Uderzyłem go. ;0
Zwinąłem się. ;cause;Fajerwerki rozstrzeliły się w powietrzu. ;Frisbee poleciało w moją stronę. ;1
Dziewczyna ugryzła sobie paznokcie. ;cause;Martwiła się. ;Była zaskoczona. ;0
Odwróciłem stronę kalendarza. ;cause;Zapisałam spotkanie w kalendarzu. ;To był początek nowego miesiąca. ;1
Mąż odkrył, że jego żona miała romans. ;effect;Zwolnił swojego adwokata. ;Złożył pozew o rozwód. ;1
Dziewczyna upuściła gumę. ;effect;Piłka odbiła. ;Piłka świeciła. ;0
Dziewczyna popełniła błąd na egzaminie. ;effect;Zgadła odpowiedź. ;Wymazała swoją odpowiedź. ;1
Gracz zaatakował przeciwnika. ;effect;Jego przeciwnik złapał. ;Jego przeciwnik spadł na ziemię. ;1
Zbierałem pomidory z winorośli. ;cause;Były dojrzałe. ;Polewałem je. ;0
Ten człowiek chciał się zachowywać romantycznie. ;effect;Spotkał swoją byłą dziewczynę na lunchu. ;Kupił swojej dziewczynie czekoladki. ;1
Rtęć w termometrze wzrosła. ;cause;Upuściłem termometr. ;Pogoda się rozgrzała. ;1
Przez miasto przeszło tornado. ;effect;Dach sądu wyszedł w powietrze. ;Autostrada stała się niebezpiecznie lodowata. ;0
Uczeń otrzymał korepetycje. ;effect;Jego oceny się poprawiły. ;Oszukał na egzaminie. ;0
Czułem się komfortowo. ;cause;Kleknąłem na ziemi. ;Zawinąłem się w koc. ;1
Wypolerowałem kamień. ;effect;Stało się śliskie. ;Stało się błyszczące. ;1
Dodałem cukru do kawy. ;effect;Kawa pachniała mocno. ;Kawa smakowała słodko. ;1
Mężczyzna przeczesał gazety. ;effect;Zranił się w papierze. ;Rozszarpał papiery. ;0
Uderzyłem w paznokieć młotkiem. ;effect;Wbił go w drewno. ;Paznokcie zardzewiały. ;0
Ryba ugryzła linę. ;effect;Rybacz wyciągnął rybę. ;Rybacz odtwarza linę. ;0
Nastolatka wstydziła się chodzić do szkoły. ;cause;Ma pryszcze. ;Zdejmowała aparat. ;0
Wyraz twarzy się rozjaśnił. ;cause;Dostałem dobre wieści. ;Straciłem cierpliwość. ;0
Wytrąciłem ręce ręcznikiem. ;cause;Ręcznik był mokry. ;Moje ręce były mokre. ;1
Człowiek stracił równowagę na stołku. ;cause;Stołek się pod nim kołysze. ;Rozlał farbę na stołek. ;0
Koledzy z drużyny obwiniali się nawzajem. ;cause;Przegrali grę. ;Ich trener odwołał trening. ;0
Prosiłem o przebaczenie. ;cause;Żałowałem swojego błędu. ;Osiągnąłem swój cel. ;0
Kobieta znudziła się ze swoim chłopakiem. ;cause;Zadawał jej pytania o nią samą. ;Nieustannie mówił o sobie. ;1
Dziewczyna wyśmiechnęła się. ;effect;Jej policzki się zaczerwieniły. ;Widać było jej dołka. ;1
Wróżniczy statek wybuchł. ;cause;Przeleciał nad kopalnią. ;Wpłynęła do portu. ;0
Facet przebił sobie stopę. ;cause;Wpadł w kałużę. ;Wkopał się w szkło. ;1
Detektywi przeszukali miejsce zbrodni w poszukiwaniu odcisków palców. ;effect;Odkryli tożsamość mordercy. ;Znaleźli broń na miejscu zbrodni. ;0
Na autostradzie był duży ruch. ;effect;- Wziąłem skrót. ;Poprosiłem o podwiezienie. ;0
Gospodarka kraju spadła. ;effect;Wielu ludzi zachorowało. ;Wielu ludzi było bezrobotnych. ;1
