question;answer;answer_ab
"Raha on pea üles. Melody ei viska münti. Ramiro ei viska münti. Humberto ei viska münti. Jacob ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Domingo ei viska münti. Briana viskab mündi. Michael viskab mündi. Joan ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Kristopher ei viska münti. Deb viskab mündi. Jake viskab mündi. Tammy viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Morgan viskab mündi. Perla ei viska münti. Joao ei viska münti. Marta ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Penny viskab mündi. Harry ei viska münti. Jessica ei viska münti. Horacio viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Billie ei viska münti. Paloma ei viska münti. Tanner ei viska münti. Raul ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Rena ei viska münti. Devon ei viska münti. Rosalinda ei viska münti. Paulina ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Axel viskab mündi. Osvaldo viskab mündi. Mildred ei viska münti. Sylvia viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Emiliano viskab mündi. Jasmin viskab mündi. Wade viskab mündi. Vilma ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Lino ei viska münti. Mariel ei viska münti. Aditya ei viska münti. Elisabeth viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Jacky viskab mündi. Socorro viskab mündi. Mark viskab mündi. Wanda ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Mauricio viskab mündi. Lee ei viska münti. Madi ei viska münti. Lizzie viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Ruben viskab mündi. Bernardo viskab mündi. Ariel ei viska münti. Shelley viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Phillip ei viska münti. Ajay viskab mündi. Janie viskab mündi. Augusto viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Ari viskab mündi. Jasmine ei viska münti. Elliot viskab mündi. Kendrick viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Margarita viskab mündi. Anabel viskab mündi. Shaun viskab mündi. Celina viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Geo ei viska münti. Kody ei viska münti. Isaias viskab mündi. Giovanni viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Kennedy viskab mündi. Ginny ei viska münti. Iliana viskab mündi. Sky ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Billy viskab mündi. Kassandra viskab mündi. Rõõm ei viska münti. Abe viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Nubia viskab mündi. Sarah ei viska münti. Jalen ei viska münti. Kris viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Ale ei viska münti. Gaspar viskab mündi. Sonny ei viska münti. Simon viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Skylar viskab mündi. Chrissy ei viska münti. Misty viskab mündi. Kike viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Gavin viskab mündi. Neha ei viska münti. Asha ei viska münti. Baltazar ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Camilo viskab mündi. Becky ei viska münti. Eliza ei viska münti. Rebecca ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Isela viskab mündi. Leslie viskab mündi. Stacy viskab mündi. Ingrid ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Meg ei viska münti. Andrey ei viska münti. Gerard viskab mündi. Lilia viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Denny viskab mündi. Carlo viskab mündi. Reinaldo viskab mündi. Jessi viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Cheri ei viska münti. Rico ei viska münti. Teo viskab mündi. Jeesus ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Alexandria ei viska münti. Meghan ei viska münti. Sügis ei keera münti. Robert ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Jr viskab mündi. Meredith viskab mündi. Zoe ei viska münti. Robby ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Ilus heidab münti. Jada viskab mündi. Sarita ei viska münti. Allen viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Shari viskab mündi. Bella viskab mündi. Liza ei viska münti. Maira ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Lazaro ei viska münti. Ana viskab mündi. Charlotte viskab mündi. Precious viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Imelda viskab mündi. Andi viskab mündi. Mack ei viska münti. Rigoberto viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Ashish viskab mündi. Tracey viskab mündi. Varun ei viska münti. Emil viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Marian ei viska münti. Joanne viskab mündi. Darrin ei viska münti. Rohit ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Julieta viskab mündi. Zachary viskab mündi. Jared viskab mündi. Tyson ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Vicente ei viska münti. Dayana ei viska münti. Kasey ei viska münti. Lin ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Craig viskab mündi. Dillon ei viska münti. Troy ei viska münti. Griselda ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Rubi ei viska münti. Daisy ei viska münti. Yadira viskab mündi. Jõuluvana ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Dave ei viska münti. Ernesto ei viska münti. Liam ei viska münti. Marsha ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Ira viskab mündi. Paola viskab mündi. Jose Antonio ei viska münti. Maria ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Manish ei viska münti. Lu viskab mündi. Karl ei viska münti. Don viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Irving viskab mündi. Hans viskab mündi. Mooses ei viska münti. Nicole ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Micaela ei viska münti. Kevin viskab mündi. Diamond ei viska münti. Ty ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Maura viskab mündi. Selvin ei viska münti. Tabitha viskab mündi. Gino viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Rosendo viskab mündi. Shayla ei viska münti. Erica ei viska münti. Georgia ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Lorena ei viska münti. Shana ei viska münti. Priscilla ei viska münti. Summer ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Noelle ei viska münti. Byron viskab mündi. Jane ei viska münti. Darin ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Chava viskab mündi. Rosalia ei viska münti. Kurt ei viska münti. Linda viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Meagan ei viska münti. Naomi ei viska münti. Iisrael ei viska münti. Marie viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Michele viskab mündi. Karan ei viska münti. Abraham ei viska münti. Ellen viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Laila ei viska münti. Audrey ei viska münti. Glenn ei viska münti. Rhonda ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Regina ei viska münti. Joel ei viska münti. Õiglus ei keera münti ümber. Eli ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Janet ei viska münti. Sibu ei viska münti. Vickie viskab mündi. Elias viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Russ viskab mündi. Berta ei viska münti. Mandy ei viska münti. Lydia viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Tristan ei viska münti. Marleny viskab mündi. Santiago viskab mündi. Viviana viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Carole viskab mündi. William viskab mündi. Tiffany viskab mündi. Hilary ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Amparo viskab mündi. Gianna ei viska münti. Dion viskab mündi. Tessa viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Lewis ei viska münti. Azucena ei viska münti. Kai ei viska münti. Ravi ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Issa viskab mündi. Kendra viskab mündi. Ignacio viskab mündi. Henry viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Faustino viskab mündi. Lamar viskab mündi. Fransisco viskab mündi. Rina viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Angelique viskab mündi. Marissa viskab mündi. Phyllis viskab mündi. Bonnie viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Loren ei viska münti. Wes viskab mündi. Dean ei viska münti. Hayley viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Maxwell ei viska münti. Jose viskab mündi. Beto ei viska münti. Joe ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Liz ei viska münti. Andrea viskab mündi. Suresh ei viska münti. Vera ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Chantal ei viska münti. Ines ei viska münti. Valeria viskab mündi. Francesca ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Ron viskab mündi. Carl viskab mündi. Joann ei viska münti. Young viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Sally viskab mündi. Sadie viskab mündi. Christie ei viska münti. Ellie viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Tomas ei viska münti. Nic viskab mündi. Zoila viskab mündi. Calvin ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Gabe ei viska münti. Dora viskab mündi. Aileen ei viska münti. Modesto ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Victoria viskab mündi. Aurora ei viska münti. Amalia ei viska münti. Printsess ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Alec viskab mündi. Arianna viskab mündi. Corina viskab mündi. Juancarlos viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Carolyn viskab mündi. Sasha ei viska münti. Armu ei keera münti ümber. Keri viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Selena ei viska münti. Keisha viskab mündi. Gladys ei viska münti. Cedric ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Salma ei viska münti. PJ viskab mündi. Gladis viskab mündi. Monica viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Ralph ei viska münti. Jeanne viskab mündi. Kyle ei viska münti. Alejandro ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Letty viskab mündi. Aimee ei viska münti. Elvia ei viska münti. Ted ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. April ei viska münti. Molly ei viska münti. Maurice viskab mündi. Jaclyn viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Markus ei viska münti. Kathryn ei viska münti. Giovanna ei viska münti. Kent ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Desmond viskab mündi. Camille viskab mündi. Joana viskab mündi. Garcia viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Quinton ei viska münti. Sam viskab mündi. Soledad ei viska münti. Becca viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Matilde ei viska münti. Jan viskab mündi. Marcel ei viska münti. Mimi ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Manolo ei viska münti. Bobbie ei viska münti. Ash ei viska münti. Jaqueline ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Jorge Luis ei viska münti. Mo viskab mündi. Alexia viskab mündi. Jerry ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Kali ei viska münti. Jeanette viskab mündi. Tess ei viska münti. Devin ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Nabil ei viska münti. Marlene ei viska münti. Wendy viskab mündi. Jillian ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Heategevus viskab münti. Svetlana ei viska münti. Jamie ei viska münti. Jose A ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Dalila viskab mündi. Emily viskab mündi. Casey ei viska münti. Clifford ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Blake viskab mündi. Hunter viskab mündi. Lou viskab mündi. Spencer ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Donny viskab mündi. Lucero ei viska münti. Christopher viskab mündi. Gregory viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Hayden viskab mündi. Maya ei viska münti. Zack viskab mündi. Roberto viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";ei ole ;B
"Raha on pea üles. Jesús viskab mündi. Vidal ei viska münti. Maxine viskab mündi. Gloria ei viska münti. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
"Raha on pea üles. Madeline viskab mündi. Mckenzie ei viska münti. Louie ei viska münti. Dylan viskab mündi. Kas münt on ikka veel pea üles? Pane tähele, et sõna ""pöörata"" tähendab siin ""pöörata tagurpidi"". ";Jah, jah ;A
