Response:  B;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  B;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  B;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

 #!/usr/bin/env python3
# -*- coding: utf-8 -*-


import os.path as op
from io import BytesIO, IOBase
 
BUFSIZE = 8192
 
 
class FastIO(IOBase):
    newlines = 0
 
    def __init__(self, file):
        self._fd = file.fileno()
        self.buffer = BytesIO() 
        self.writable = ""x"" in file.mode or ""r"" not in file.mode
        self.write = self.buffer.write if self.writable else None
 
    def read(self):
        while True:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            if not b:
                break
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines = 0
        return self.buffer.read()
 
    def readline(self):
        while self.newlines == 0:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            self.newlines = b.count(b""\n"") + (not b)
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines -= 1
        return self.buffer.readline()
 
    def flush(self):
        if self.writable:
            os.write(self._fd, self.buffer.getvalue())
            self.buffer.truncate(0), self.buffer.seek(0)
 
 
class IOWrapper(IOBase):
    def __init__(self, file):
        self.buffer = FastIO(file)
        self.flush = self.buffer.flush
        self.writable = self.buffer.writable
        self.write = lambda s: self.buffer.write(s.encode(""ascii""))
        self.read = lambda: self.buffer.read().decode(""ascii"")
        self.readline = lambda: self.buffer.readline().decode(""ascii"")
 
sys.stdin, sys.stdout = IOWrapper(open(""input.txt"")), IOWrapper(open(""output.";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

Veranda";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

 #!/usr/bin/env python3
# -*- coding: utf-8 -*-


def main():
    """"""Main function.""""""

    if (len(sys.argv) < 2):
        print('Usage    :    {}    file1   .file2\n'.format(__doc__))
        return 1

    with open(sys.argv[1]";"r') as f1:
        with open(sys.argv[2]";"w') as f2:
            for line in f1:
                f2.write((line + '\n'))";;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

Առահչծված:   B";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  A;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

Այսsampletemplate is not in a namespace";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  B;;;;;;;;;;;;;;;;
Response:  -    C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

 #!/usr/bin/env python3
# -*- coding: utf-8 -*-


def main():
    """"""Main function.""""""

    a = 1
    b = 2
    print(a)
    print(b)


if __name__ == '__main__':
    main()";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

 #!/usr/bin/env python3
# -*- coding: utf-8 -*-


""""""
    """"""



import os.path as op
from io import BytesIO, IOBase
 
BUFSIZE = 8192
 
 
class FastIO(IOBase):
    newlines = 0
    
    def __init__(self, file):
        self._fd = file.fileno()
        self.buffer = BytesIO()
        
        self.writable = ""x"" in file.mode or ""r"" not in file.mode
        self.write = self.buffer.write if self.writable else None
        
    def read(self):
        while True:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            if not b:
                break
            
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines = 0
        return self.buffer.read()
 
    def readline(self):
        while self.newlines == 0:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            
            self.newlines = b.count(b""\n"") + (not b)
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines -= 1
        return self.buffer.readline()
 
    def flush(self):
        if self.writable:
            os.write(self._fd, self.buffer.getvalue())
            self.buffer.truncate(0), self.buffer.seek(0)
 
 
class IOWrapper(IOBase):
    def __init__(self, file):
        self.buffer = FastIO(file)
        self.flush = self.buffer.flush
        self.writable = self.buffer.writable
        self.write = lambda s: self.buffer.write(s.encode(""ascii""))
        self.read = lambda: self.buffer.read().decode(""ascii"")
        self.readline = lambda: self.buffer.readline().decode(""ascii"")
 
sys.stdin, sys.stdout = IOWrapper(open(""input.txt"")), IOWrapper(open(";;;;;;;;;;;;;;;;
"Response: 

Առաջված:   Գեղաքային պահչպանակները:";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

Ամեն բացված առաջվազ և Մահչափակված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլված առաջվազ ֒ոլ";;;;;;;;;;;;;;;;
Response:  B;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  A;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  A;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  A;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  - No;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

 #!/usr/bin/env python3
# -*- coding: utf-8 -*-


""""""
    """"""



import os.path as op
from io import BytesIO, IOBase
 
BUFSIZE = 8192
 
 
class FastIO(IOBase):
    newlines = 0
 
    def __init__(self, file):
        self._fd = file.fileno()
        self.buffer = BytesIO() 
        self.writable = ""x"" in file.mode or ""r"" not in file.mode
        self.write = self.buffer.write if self.writable else None 
 
    def read(self):
        while True:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            if not b:
                break
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines = 0
        return self.buffer.read()
 
    def readline(self):
        while self.newlines == 0:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            self.newlines = b.count(b""\n"") + (not b)
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines -= 1
        return self.buffer.readline()
 
    def flush(self):
        if self.writable:
            os.write(self._fd, self.buffer.getvalue())
            self.buffer.truncate(0), self.buffer.seek(0)
 
 
class IOWrapper(IOBase):
    def __init__(self, file):
        self.buffer = FastIO(file)
        self.flush = self.buffer.flush
        self.writable = self.buffer.writable
        self.write = lambda s: self.buffer.write(s.encode(""ascii""))
        self.read = lambda: self.buffer.read().decode(""ascii"")
        self.readline = lambda: self.buffer.readline().decode(""ascii"")
 
def main():
    input_file = open(op.join(op.dirname(__file__),";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

* Ազգային գործած տվյալները:";;;;;;;;;;;;;;;;
Response:  - The following are the results of your search;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

 #!/usr/bin/env python
# -*- coding: utf-8 -*-


import sys
from io import BytesIO, IOBase
 
BUFSIZE = 8192
 
 
class FastIO(IOBase):
    newlines = 0
 
    def __init__(self, file):
        self._fd = file.fileno()
        self.buffer = BytesIO()
        self.writable = ""x"" in file.mode or ""r"" not in file.mode
        self.write = self.buffer.write if self.writable else None
 
    def read(self):
        while True:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            if not b:
                break
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines = 0
        return self.buffer.read()
 
    def readline(self):
        while self.newlines == 0:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            self.newlines = b.count(b""\n"") + (not b)
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines -= 1
        return self.buffer.readline()";;;;;;;;;;;;;;;;
"Response: 

 #!/usr/bin/env python3
# -*- coding: utf-8 -*-


""""""
    """"""



import os.path as op
from io import BytesIO, IOBase
 
BUFSIZE = 8192
 
 
class FastIO(IOBase):
    newlines = 0
 
    def __init__(self, file):
        self._fd = file.fileno()
        self.buffer = BytesIO() 
        self.writable = ""x"" in file.mode or ""r"" not in file.mode
        self.write = self.buffer.write if self.writable else None 
 
    def read(self):
        while True:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            if not b:
                break
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines = 0
        return self.buffer.read()
 
    def readline(self):
        while self.newlines == 0:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            self.newlines = b.count(b""\n"") + (not b)
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines -= 1
        return self.buffer.readline()
 
    def flush(self):
        if self.writable:
            os.write(self._fd, self.buffer.getvalue())
            self.buffer.truncate(0), self.buffer.seek(0)
 
 
class IOWrapper(IOBase):
    def __init__(self, file):
        self.buffer = FastIO(file)
        self.flush = self.buffer.flush
        self.writable = self.buffer.writable
        self.write = lambda s: self.buffer.write(s.encode(""ascii""))
        self.read = lambda: self.buffer.read().decode(""ascii"")
        self.readline = lambda: self.buffer.readline().decode(""ascii"")
 
def main():
    input_file = sys.stdin.buffer
    output_file = open(op.";;;;;;;;;;;;;;;;
Response:  A;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  B;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

Ամեն սեռ բացված ահաշված լռությունները թույլ-չոր ժամանակ ինձճված են.";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

 #!/usr/bin/env python
# -*- coding: utf-8 -*-


import sys
from io import BytesIO, IOBase
 
BUFSIZE = 8192
 
 
class FastIO(IOBase):
    newlines = 0
 
    def __init__(self, file):
        self._fd = file.fileno()
        self.buffer = BytesIO()
        self.writable = ""x"" in file.mode or ""r"" not in file.mode
        self.write = self.buffer.write if self.writable else None
 
    def read(self):
        while True:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            if not b:
                break
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines = 0
        return self.buffer.read()
 
    def readline(self):
        while self.newlines == 0:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            self.newlines = b.count(b""\n"") + (not b)
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines -= 1
        return self.buffer.readline()";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

* Առահման բազայթլչծը: 

** Էջը գտնված է առահման բազայթլչծը.";;;;;;;;;;;;;;;;
"Response: 

 #!/usr/bin/env python3
# -*- coding: utf-8 -*-


""""""
    """"""



import os.path as op
from io import BytesIO, IOBase
 
BUFSIZE = 8192
 
 
class FastIO(IOBase):
    newlines = 0
 
    def __init__(self, file):
        self._fd = file.fileno()
        self.buffer = BytesIO() 
        self.writable = ""x"" in file.mode or ""r"" not in file.mode
        self.write = self.buffer.write if self.writable else None 
 
    def read(self):
        while True:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            if not b:
                break
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines = 0
        return self.buffer.read()
 
    def readline(self):
        while self.newlines == 0:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            self.newlines = b.count(b""\n"") + (not b)
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines -= 1
        return self.buffer.readline()
 
    def flush(self):
        if self.writable:
            os.write(self._fd, self.buffer.getvalue())
            self.buffer.truncate(0), self.buffer.seek(0)
 
 
class IOWrapper(IOBase):
    def __init__(self, file):
        self.buffer = FastIO(file)
        self.flush = self.buffer.flush
        self.writable = self.buffer.writable
        self.write = lambda s: self.buffer.write(s.encode(""ascii""))
        self.read = lambda: self.buffer.read().decode(""ascii"")
        self.readline = lambda: self.buffer.readline().decode(""ascii"")
 
def main():
    input_file = sys.stdin.buffer
    output_file = open(""test.";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

Առահը առաջված: 

A → B";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

Աշլվեն աղթոկված սկայը:";;;;;;;;;;;;;;;;
"Response: 

 #!/usr/bin/env python3
# -*- coding: utf-8 -*-


""""""
    """"""



import sys
from io import BytesIO, IOBase
 
BUFSIZE = 8192
 
 
class FastIO(IOBase):
    newlines = 0
 
    def __init__(self, file):
        self._fd = file.fileno()
        self.buffer = BytesIO() 
        self.writable = ""x"" in file.mode or ""r"" not in file.mode
        self.write = self.buffer.write if self.writable else None 
 
    def read(self):
        while True:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            if not b:
                break
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines = 0
        return self.buffer.read()
 
    def readline(self):
        while self.newlines == 0:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            self.newlines = b.count(b""\n"") + (not b)
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines -= 1
        return self.buffer.readline()
 
    def flush(self):
        if self.writable:
            os.write(self._fd, self.buffer.getvalue())
            self.buffer.truncate(0), self.buffer.seek(0)
 
 
class IOWrapper(IOBase):
    def __init__(self, file):
        self.buffer = FastIO(file)
        self.flush = self.buffer.flush
        self.writable = self.buffer.writable
        self.write = lambda s: self.buffer.write(s.encode(""ascii""))
        self.read = lambda: self.buffer.read().decode(""ascii"")
        self.readline = lambda: self.buffer.readline().decode(""ascii"")
 
sys.stdin, sys.stdout = IOWrapper(sys.stdin), IOWrapper(sys.stdout)
input = lambda";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

 #!/usr/bin/env python
# -*- coding: utf-8 -*-


import os.path as op
from io import BytesIO, IOBase
 
BUFSIZE = 8192
 
 
class FastIO(IOBase):
    newlines = 0
 
    def __init__(self, file):
        self._fd = file.fileno()
        self.buffer = BytesIO()
        self.writable = ""x"" in file.mode or ""r"" not in file.mode
        self.write = self.buffer.write if self.writable else None
 
    def read(self):
        while True:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            if not b:
                break
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines = 0
        return self.buffer.read()
 
    def readline(self):
        while self.newlines == 0:
            b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE))
            self.newlines = b.count(b""\n"") + (not b)
            ptr = self.buffer.tell()
            self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr)
        self.newlines -= 1
        return self.buffer.readline()";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

Առահը աղպաշլված այս նախադրյալը.";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

 #!/usr/bin/env python3
# -*- coding: utf-8 -*-


def main():
    """"""Main function.""""""

    a = 1
    b = 2
    print(a)
    print(b)


if __name__ == '__main__':
    main()";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

 #!/usr/bin/env python3
# -*- coding: utf-8 -*-


def main():
    """"""Main function.""""""

    if (len(sys.argv) < 2):
        print('Usage    :    {}    file1   .file2\n'.format(__doc__))
        return 1

    with open(sys.argv[1]";"r') as f1:
        with open(sys.argv[2]";"w') as f2:
            for line in f1:
                f2.write((line + '\n'))";;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
Response:  A;;;;;;;;;;;;;;;;
Response:  A;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
Response:  B;;;;;;;;;;;;;;;;
Response:  B;;;;;;;;;;;;;;;;
Response:  C;;;;;;;;;;;;;;;;
"Response: 

A";;;;;;;;;;;;;;;;
