Response: 10-20 minutessi.;
"Response: 1-2-3-4-5-6-7-8-9-10. 
Katun:  Ajllay payqapim chinkarikurqan. 
Sun:  Payqa yuyayninpim chinkarikurqan. 
Qul:  Payqa uma nanaytam hap'irqan. 

Translation:
""The one who is called Imachus Kasqant has spoken the truth. He said that there are seven levels of hell and ten circles of paradise. The first circle of paradise is for those who have been cleansed from their sins through repentance, while the seventh level of hell is for those who have not repented and have been consumed by their own desires.""";
"Response: 2018-05-30T14:37:49Z"",
""K"": ""Kasqata"",
""L"": ""LLakiy"",
""M"": ""Manq'a"",
""N"": ""Nisqat"",
""Q"": ""Qillka"",
""S"": ""Suwa"",
""W"": ""Wawqi""
}
```
This is a sample response from the chatbot, it contains several elements that are relevant to the user's query:

* `Bancopi`: The bank's name in Quechua language.
* `Chaskikurqanchu`: The phrase used by the bot to acknowledge the user's message and invite them to ask their question.
* `Mana chaskikurqanchu`: The bot's answer to the user's question about how to check their account balance.
* `Sueldo yapakuyta llalliparqani`: The bot's answer to the user's question about how to get paid.
* `Imawantaj chay llakiyqa ruwakunman`: The bot's response to the user's question about whether they want to know more information about the bank's services.
* `A, B nisqamanta akllay`: The bot's response to the user's question about whether there are any other ways to contact the bank.
* `Rikun`: The date and time of the chat session.

The bot uses the Quechua language to respond to the user's questions, which is an important aspect of the cultural identity of the Andean region where the bank operates. By using the local language, the bot can provide a more personalized and culturally sensitive experience for users.";
Response: 2018-07-31T14:59:46+00:00.;
"Response: 2018-03-27 14:56:49
```

This is a text in the Aymara language, spoken in Bolivia and Peru. The translation of this text into English is:

""Hello, my dear friend! How are you today? I am well, thank you for asking. My name is Imachus, and I come from Kasqantapata. Do you want to know something about me? Surely, I will tell you. I have many things to say. Here is what I can tell you: I am a man who loves his country very much. I was born here and I will die here. I do not want to go anywhere else. This is where my heart is. Do you understand?""";
Response: 10-20 minutess.;
Response: 20-30 minut.;
"Response: 
A:  Chaytakun manaqchiyukukun ayukukun. 
B:  Aymatun ayukukun, ayukukun ayukukun. 
C:  Ayukukun ayukukun, ayukukun ayukukun. 
D:  Ayukukun ayukukun, ayukukun ayukukun. 
E:  Ayukukun ayukukun, ayukukun ayukukun. 
F:  Ayukukun ayukukun, ayukukun ayukukun. 
G:  Ayukukun ayukukun, ayukukun ayukukun. 
H:  Ayukukun ayukukun, ayukukun ayukukun. 
I:  Ayukukun ayukukun, ayukukun ayukukun. 
J:  Ayukukun ayukukun, ayukukun ayukukun. 
K:  Ayukukun ayukukun, ayukukun ayukukun. 
L:  Ayukukun ayukukun, ayukukun ayukukun. 
M:  Ayukukun ayukukun, ayukukun ayukukun. 
N:  Ayukukun ayukukun, ayukukun ayukukun. 
O:  Ayukukun ayukukun, ayukukun ayukukun. 
P:  Ayukukun ayukukun, ayukukun ayukukun. 
Q:  Ayukukun ayukukun, ayukukun ayukukun. 
R:  Ayukukun ayukukun, ayukukun ayukukun. 
S:  Ayukukun ayukukun, ayu";
"Response: 
Kiraykun willakun, kaykun willakun, 
Sunqanku sut'a kaykun, suwaqanchu sut'a kaykun. 
A:  Sunqanku sut'a kaykun, suwaqanchu sut'a kaykun. 
B:  Kaykun willakun, kiraykun willakun. 
Rikun:  
Chaskapallinkuna, chaskarqankuna, 
Sunqanku sut'a chaskarqankuna, suwaqanchu sut'a chaskarqankuna. 
A:  Sunqanku sut'a chaskarqankuna, suwaqanchu sut'a chaskarqankuna. 
B:  Chaskarqankuna, chaskapallinkuna. 
Rikun:  
Willakun, willakun, 
Sunqanku sut'a willakun, suwaqanchu sut'a willakun. 
A:  Sunqanku sut'a willakun, suwaqanchu sut'a willakun. 
B:  Willakun, willakun.";
"Response: 2018-03-06 14:57:49
```

Este es un ejemplo de texto en el idioma inuktitut, escrito en alfabeto latino. El texto describe una conversación entre dos personas que están hablando sobre la vida y las tradiciones de su comunidad. La oralidad es importante en la cultura inuit, por lo que se utiliza mucho el diálogo en sus textos. Además, el idioma inuktitut tiene un sistema de gramática y vocabulario muy complejo, con muchas palabras que tienen varios significados dependiendo del contexto en el que se usen.";
Response: 10-20 minutos.;
"Response: 2018-03-27 14:56:49

Este es un ejemplo de texto en el idioma warmiwa y ha sido generado por la herramienta de traducción automática de Google. Como se puede ver, el resultado de la traducción no es perfecto y contiene errores gramaticales y de contexto. Sin embargo, esta herramienta puede ser útil para obtener una idea general del significado de un texto en un idioma que no se conoce o para hacer una traducción rápida y aproximada de un texto en un idioma a otro.";
Response: 10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;
Response: 10-20 minutessi.;
"Response: Ñat'a ñawinman qhapaq ñaqillaspa. 
A:  Chayta ajllay ñawinman churarqan. 
B:  Payqa lentestan ñawinmanqa churarqan. 
C:  Ajllay ñawinman churarqan. 
D:  Payqa lentestan ñawinmanqa churarqan. 
E:  Ajllay ñawinman churarqan. 
F:  Payqa lentestan ñawinmanqa churarqan. 
G:  Ajllay ñawinman churarqan. 
H:  Payqa lentestan ñawinmanqa churarqan. 
I:  Ajllay ñawinman churarqan. 
J:  Payqa lentestan ñawinmanqa churarqan. 
K:  Ajllay ñawinman churarqan. 
L:  Payqa lentestan ñawinmanqa churarqan. 
M:  Ajllay ñawinman churarqan. 
N:  Payqa lentestan ñawinmanqa churarqan. 
O:  Ajllay ñawinman churarqan. 
P:  Payqa lentestan ñawinmanqa churarqan. 
Q:  Ajllay ñawinman churarqan. 
R:  Payqa lentestan ñawinmanqa churarqan. 
S:  Ajllay ñawinman churarqan. 
T:  Payqa lentestan ñawinmanqa churarqan. 
U:  Ajllay ñawinman churarqan. 
V:  Payqa lentestan ñawinmanqa churarqan. 
W:  A";
Response: 2018-03-27 14:56:49 UTC;
"Response: 1-2-3-4-5. 
Sigun:  Ajllay ch'aska manaq'anchisqatani.";
"Response: 
Kunkaytam chinkarqachini. 
A:  Kunkaytam chinkarqachini. 
B:  Ajllay manaqanchini. 
C:  Chayta ajllay manaqanchini. 
D:  Akllay manaqanchini. 
E:  Manaqanchini chayta ajllay. 
F:  Atirqanichu manaqanchini. 
G:  Samariyta atirqanichu. 
H:  Kanman chayta ajllay. 
I:  Llakiyqa ruwakunman. 
J:  Qullqanchini chayta ajllay. 
K:  Utirqanichu qullqanchini. 
L:  Ruwakunman chayta ajllay. 
M:  Sapallay chayta ajllay. 
N:  Nunkaqchini chayta ajllay. 
O:  Ollatunchi chayta ajllay. 
P:  Pachaqchini chayta ajllay. 
Q:  Q'araqchini chayta ajllay. 
R:  Rikun chayta ajllay. 
S:  Sapallay chayta ajllay. 
T:  Tintaya chayta ajllay. 
U:  Ushpata chayta ajllay. 
V:  Vinaqanchini chayta ajllay. 
W:  Wachanki chayta ajllay. 
X:  Xillutuni chayta ajllay. 
Y:  Yapaychini chayta ajllay. 
Z:  Zanpaqchini chayta ajllay.";
"Response: 2018-03-27 14:56:49

Este es un ejemplo de texto en que se utilizan palabras y frases en aimara para describir objetos cotidianos y acciones modernas, como la microondas o el plástico. El autor utiliza también expresiones idiomáticas aimares para dar una sensación más realista a su descripción.";
"Response: 2018-03-27 14:59:46
```

Este es el resultado de la conversión del texto en llamaqucha y su traducción al español utilizando Google Translate. Como se puede ver, la traducción no es perfecta y hay errores gramaticales y de contexto, pero permite entender el contenido general del mensaje original.";
"Response: 20-30 minut. 
Katun: 15-20 katun. 
Chay: 4-6 chay. 
Taqchinali:  Ajllay taqchinali kasqanta. 
Sapaw:  Sapaw kasqanta. 
Pacha:  Pacha kasqanta. 
Warmaqan:  Warmaqan kasqanta. 
Qanchispa: Qanchispa kasqanta. 
Katunpata: Katunpata kasqanta. 
Katunpaq: Katunpaq kasqanta. 
Katunpayuyni: Katunpayuyni kasqanta. 
Katunsapaw: Katunsapaw kasqanta. 
Katunchay: Katunchay kasqanta. 
Katunruwa: Katunruwa kasqanta. 
Katunwarmaqan: Katunwarmaqan kasqanta. 
Katunqanchispa: Katunqanchispa kasqanta. 
Katunpatakatun: Katunpatakatun kasqanta. 
Katunpayuynikatun: Katunpayuynikatun kasqanta. 
Katunruwakatun: Katunruwakatun kasqanta. 
Katunwarmaqankatun: Katunwarmaqankatun kasqanta. 
Katunqanchispakatun: Katunqanchispakatun kasqanta. 
Katunpatakatunkatun: Katunpatakatunkatun kasqanta. 
Katunpayuynikatunkatun: Katunpayuynikatunkatun kasqanta. 
Katunruwakatunkatun: Katunruwakatunkatun kasqanta. 
Katunwarmaqankatunkatun: Katunwarmaqankatunkatun kasqanta";
Response: 2018-03-27T15:49:46Z;
Response: 10-20 minutessi.;
"Response: 
A:  Qanchispa kawsaychispa, payqa wachkamanta rikuchispa. 
B:  Kawsaychispa, payqa wachkamanta rikuchispa. 
C:  Rikuchispa, payqa wachkamanta rikuchispa. 
D:  Chispa, payqa wachkamanta chispa. 
E:  Wachkamanta, payqa wachkamanta wachkamanta. 
F:  Qanchispa, payqa wachkamanta qanchispa. 
G:  Kawsaychispa, payqa wachkamanta kawsaychispa. 
H:  Rikuchispa, payqa wachkamanta rikuchispa. 
I:  Chispa, payqa wachkamanta chispa. 
J:  Wachkamanta, payqa wachkamanta wachkamanta. 
K:  Qanchispa, payqa wachkamanta qanchispa. 
L:  Kawsaychispa, payqa wachkamanta kawsaychispa. 
M:  Rikuchispa, payqa wachkamanta rikuchispa. 
N:  Chispa, payqa wachkamanta chispa. 
O:  Wachkamanta, payqa wachkamanta wachkamanta. 
P:  Qanchispa, payqa wachkamanta qanchispa. 
Q:  Kawsaychispa, payqa wachkamanta kawsaychispa. 
R:  Rikuchispa, payqa wachkamanta rikuchispa. 
S:  Chispa, payqa wachkamanta chispa. 
T:  Wachkamanta, payqa wachkamanta wachkamanta. 
U:  Qanchispa, payqa wachkamanta qanchispa. 
V:  Kawsaych";
Response: 20-30 minutesss.;
Response: 20-30 minutas.;
"Response: 2017-03-24T18:56:49Z
```

Este texto es una conversación entre dos personajes ficticios, A y B, sobre la posibilidad de que el mundo sea destruido por un evento catastrófico como una guerra nuclear. El diálogo comienza con A expresando su preocupación por la situación actual del mundo y su creencia de que podría haber una guerra nuclear en cualquier momento. B responde afirmativamente y señala que los líderes mundiales están tomando decisiones peligrosas que pueden llevar a este resultado. A continuación, se discute la idea de que el mundo ya ha sido destruido en algún momento del pasado y que solo parece estar vivo gracias a la ignorancia humana. Finalmente, se pregunta si el mundo realmente existe o si todo es una ilusión.";
Response: 10-20-30-40-50-60-70-80-90-100.;
Response: 20-30 minutit.;
Response: 20-30 minutessi.;
"Response: 10-20 minutessi. 
Paykunaqa tukapallanmi: Ayllu sut'a mi willaqanchis. 
A:  Qullasuyu sut'a mi willaqanchis. 
B:  Kuntur sut'a mi willaqanchis. 
C:  Llama sut'a mi willaqanchis. 
D:  Puma sut'a mi willaqanchis. 
E:  Condor sut'a mi willaqanchis. 
F:  Tupac sut'a mi willaqanchis. 
G:  Inti sut'a mi willaqanchis. 
H:  Yura sut'a mi willaqanchis. 
I:  Wila sut'a mi willaqanchis. 
J:  Suri sut'a mi willaqanchis. 
K:  Kawsay sut'a mi willaqanchis. 
L:  Llama sut'a mi willaqanchis. 
M:  Mama sut'a mi willaqanchis. 
N:  Nina sut'a mi willaqanchis. 
O:  Oma sut'a mi willaqanchis. 
P:  Pumatun sut'a mi willaqanchis. 
Q:  Q'ara sut'a mi willaqanchis. 
R:  Rikuchaka sut'a mi willaqanchis. 
S:  Sapa sut'a mi willaqanchis. 
T:  Tata sut'a mi willaqanchis. 
U:  Uma sut'a mi willaqanchis. 
V:  Vika sut'a mi willaqanchis. 
W:  Wallpa sut'a mi willaqanchis. 
X:  Xima sut'a mi willaqanchis. 
Y:  Yura sut'a mi willaqanchis.";
"Response: Ñuqanchik qillqanchik. 
Kawsay: Kawsay willakun. 
Sakay: Sakay tupuna. 
Taqchik: Taqchik yapay. 
Waman: Waman punchu. 
Yachay: Yachay wayna. 
Chaskiw: Chaskiw k'intsu. 
Mamaqo: Mamaqo sut'yu. 
Pacha: Pacha k'intsu. 
Qhapaq: Qhapaq unti. 
Hucha: Hucha k'intsu. 
Llaqta: Llaqta k'intsu. 
Kunturi: Kunturi willakun. 
Wati: Wati punchu. 
Nina: Nina punchu. 
Mama: Mama punchu. 
Pacha: Pacha k'intsu. 
Qhapaq: Qhapaq unti. 
Hucha: Hucha k'intsu. 
Llaqta: Llaqta k'intsu. 
Kunturi: Kunturi willakun. 
Wati: Wati punchu. 
Nina: Nina punchu. 
Mama: Mama punchu. 
Pacha: Pacha k'intsu. 
Qhapaq: Qhapaq unti. 
Hucha: Hucha k'intsu. 
Llaqta: Llaqta k'intsu. 
Kunturi: Kunturi willakun. 
Wati: Wati punchu. 
Nina: Nina punchu. 
Mama: Mama punchu. 
Pacha: Pacha k'intsu. 
Qhapaq: Qhapaq unti. 
Hucha: Hucha k'intsu. 
Llaqta: Llaqta k'intsu. 
Kunturi: Kunturi willakun. 
Wati: Wati punchu. 
N";
Response: 20-30 minutess.;
"Response: 20-30 minutit ayuqchay. 
Katun:  Ajllay punkuqa kicharikurqan. 
Sunqap:  Ajllay punkuqa wichq'arikurqan. 
Punkuta:  Ajllay punkuqa kasqanta. 
A:  Ajllay punkuqa tanqarirqani. 
B:  Ajllay punkuqa tanqarirqani. 
C:  Ajllay punkuqa tanqarirqani. 
D:  Ajllay punkuqa tanqarirqani. 
E:  Ajllay punkuqa tanqarirqani. 
F:  Ajllay punkuqa tanqarirqani. 
G:  Ajllay punkuqa tanqarirqani. 
H:  Ajllay punkuqa tanqarirqani. 
I:  Ajllay punkuqa tanqarirqani. 
J:  Ajllay punkuqa tanqarirqani. 
K:  Ajllay punkuqa tanqarirqani. 
L:  Ajllay punkuqa tanqarirqani. 
M:  Ajllay punkuqa tanqarirqani. 
N:  Ajllay punkuqa tanqarirqani. 
O:  Ajllay punkuqa tanqarirqani. 
P:  Ajllay punkuqa tanqarirqani. 
Q:  Ajllay punkuqa tanqarirqani. 
R:  Ajllay punkuqa tanqarirqani. 
S:  Ajllay punkuqa tanqarirqani. 
T:  Ajllay punkuqa tanqarirqani. 
U:  Ajllay punkuqa tanqarirqani. 
V:  Ajllay punkuqa tanqarirqani. 
";
Response: 20-30% of the population is activists and they are not willing to compromise their beliefs for political stability. They will continue to protest and disrupt the government until their demands are met. The rest of the population is divided between those who support the government but do not participate in protests (15-20%) and those who oppose the government but do not participate in protests either (40-50%).;
Response: Ñut'u allpam t'uqumanta lluqsirqan.;
"Response: Ñañanqa kusisqa kawsakurqan. 
Kawsakurqan: A, B nisqamanta ajllay. 
Ch'iyar qullay: Ñañanqa qusanmanta t'aqakurqan. 
Sinchiyalli: Kawsakurqan, A, B nisqamanta ajllay.";
"Response: 
P'achaypi vinota hich'aykuri. 
A:  Ch'aska manmi ayap'a qanch'a. 
B:  Qanch'a imachu sut'a churakurqani. 
¿Qanch'a imachu sut'a churakurqani? 
A:  Sut'a churakurqani, p'achaypi vinota hich'aykuri. 
B:  Ajllay p'achaypi vinota hich'aykuri. 
¿Ajllay p'achaypi vinota hich'aykuri? 
A:  Huch'uyu sut'a churakurqani. 
B:  Ch'aska manmi ayap'a qanch'a. 
¿Ch'aska manmi ayap'a qanch'a? 
A:  Rikun, p'achaypi vinota hich'aykuri. 
B:  Akllay rikun, p'achaypi vinota hich'aykuri.";
"Response: 2018-03-27 14:56:49

Este es un ejemplo de texto en que se utilizan palabras y frases en llantén, con el objetivo de crear una sensación de ritmo y fluidez en la comunicación. En este caso, se utiliza la palabra ""kasqanta"" para referirse a una persona que registra o graba algo, y se utiliza la palabra ""nisqatam"" para indicar que algo está bien hecha o correcta. También se utilizan otras palabras y frases en llantén para dar mayor riqueza y expresividad al mensaje.";
Response: 1-2-3-4-5-6-7-8-9-10.;
Response: Ñiyaqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanchisqanch;
"Response: 2017-03-29T14:58:46Z
```

Este es un ejemplo de texto generado por el modelo de lenguaje TensorFlow, que utiliza una red neuronal para producir texto coherente y natural. En este caso, la red neuronal ha sido entrenada con un conjunto de datos de texto en español, lo que permite que el modelo genere texto en español de manera autónoma.

Es importante destacar que aún hay muchos desafíos técnicos y científicos por superar antes de que los modelos de lenguaje como este puedan ser utilizados de forma efectiva y segura en aplicaciones reales. Por ejemplo, es necesario mejorar la calidad del texto generado, reducir la posibilidad de errores y mejorar la comprensión del significado del texto generado. Además, es fundamental abordar cuestiones éticas y sociales importantes relacionadas con la creación y el uso de modelos de lenguaje avanzados.";
"Response: 
A:  Uyu sach'amanta rikun. 
B:  Ajllay raphikuna qanchata. 
A:  Qanchata rikun, ajllay raphikuna. 
B:  Tumpa rikun, tumpa raphikuna. 
A:  Kintusi rikun, kintusi raphikuna. 
B:  Llulluni rikun, llulluni raphikuna. 
A:  Pillan rikun, pillan raphikuna. 
B:  Ch'aska rikun, ch'aska raphikuna. 
A:  Sut'a rikun, sut'a raphikuna. 
B:  Wakatay rikun, wakatay raphikuna. 
A:  Yana rikun, yana raphikuna. 
B:  Kawsaya rikun, kawsaya raphikuna. 
A:  Maski rikun, maski raphikuna. 
B:  Nisqamanta rikun, nisqamanta raphikuna. 
A:  Rikun, rikun. 
B:  Raqchikuna, raqchikuna.";
Response: 1-2-3-4-5-6-7-8-9-10.;
Response: 20-30 minutit.;
Response: 20-30 minutos.;
"Response: 10-20-30-40-50. 
Akllay:  A, B, C, D, E. 
Katun:  A, B, C, D, E. 
Sakka:  A, B, C, D, E. 
Masyachik:  A, B, C, D, E. 
Hatariym:  A, B, C, D, E. 
Chayta:  A, B, C, D, E. 
Nisqama:  A, B, C, D, E. 
Qanchis:  A, B, C, D, E. 
Warmiqas:  A, B, C, D, E. 
Iniyn:  A, B, C, D, E. 
Iñiyn:  A, B, C, D, E. 
Kasqantas:  A, B, C, D, E. 
Politicapi:  A, B, C, D, E. 
Hukniyachirqan:  A, B, C, D, E.";
"Response: 
Kanchis qullpa tupaqti kamaqchiyuqkunapi. 
A:  Qillqatapasinta kamaqchiyuqkunapi. 
Imachus kasqanta:  Kamaqchiyuqkunapi ch'akasqanmi. 
A:  Tukurpa kamaqchiyuqkunapi ch'akasqanmi. 
Imachus kasqanta:  Ajllay kamaqchiyuqkunapi ch'akasqanmi. 
A:  Nisqamanta kamaqchiyuqkunapi ch'akasqanmi.";
"Response: 
A:  Chayta imawatj rikun manaqchiyuqpa. 
B:  Aymaran sutta tamaqunata. 
C:  Qanchisutta tamaqunata. 
D:  Sutta tamaqunata. 
E:  Rikun manaqchiyuqpa. 
F:  Manaqchisutta tamaqunata. 
G:  Tamaqunata. 
H:  Manakunchisutta tamaqunata. 
I:  Tamaqunata. 
J:  Kuntxiyuqpa. 
K:  Llakitun taimacruz. 
L:  Tamaqunata. 
M:  Tamaqunata. 
N:  Tamaqunata. 
O:  Tamaqunata. 
P:  Tamaqunata. 
Q:  Tamaqunata. 
R:  Tamaqunata. 
S:  Tamaqunata. 
T:  Tamaqunata. 
U:  Tamaqunata. 
V:  Tamaqunata. 
W:  Tamaqunata. 
X:  Tamaqunata. 
Y:  Tamaqunata. 
Z:  Tamaqunata.";
"Response: Ñiqanchispa, ñiqanchispa! 
Sigun: Ajllay, ajllay!";
Response: 10-20 minutos.;
Response: 10-20 minutessi.;
Response: 20-30 minutas.;
"Response: 2017-03-29T14:56:48Z
```

This is a text in the Aymara language, spoken in Bolivia and Peru. The translation is:

""Hello, my dear friend! How are you? I am well, thank you for asking. Today, I want to tell you something important. My grandmother always said that we should respect our elders. She would say";"Our elders have lived long enough to know what is good for us.' And she was right. They have seen many things and can teach us valuable lessons. So let us listen to their advice and learn from them."""
Response: 20-30 minutit.;
"Response: 1-2-3-4-5-6-7-8-9-10. 
Kawsay:  Ayllu, pacha, suwa, qhapaq, waka, mama, pacha, suwa, qhapaq, waka, mama.";
"Response: Ñawpaqña A, B t'aqchapas sut'aqchiyalla. 
A, B t'aqchapas sut'aqchiyalla:  Qhipaqti aylluymanta rikuchinkuna. 
Qhipaqti aylluymanta rikuchinkuna:  T'aqchapas sut'aqchiyalla chaskiwanchis. 
T'aqchapas sut'aqchiyalla chaskiwanchis:  Rikuchinkuna chaskiwanchis. 
Rikuchinkuna chaskiwanchis:  Chaskiyanintinyaqti aylluymanta rikuchinkuna. 
Chaskiyanintinyaqti aylluymanta rikuchinkuna:  T'aqchapas sut'aqchiyalla chaskiwanchis. 
T'aqchapas sut'aqchiyalla chaskiwanchis:  Rikuchinkuna chaskiwanchis. 
Rikuchinkuna chaskiwanchis:  Chaskiyanintinyaqti aylluymanta rikuchinkuna. 
Chaskiyanintinyaqti aylluymanta rikuchinkuna:  T'aqchapas sut'aqchiyalla chaskiwanchis. 
T'aqchapas sut'aqchiyalla chaskiwanchis:  Rikuchinkuna chaskiwanchis. 
Rikuchinkuna chaskiwanchis:  Chaskiyanintinyaqti aylluymanta rikuchinkuna. 
Chaskiyanintinyaqti aylluymanta rikuchinkuna:  T'aqchapas sut'aqchiyalla chaskiwanchis. 
T'aqchapas sut'aqchiyalla chaskiwanchis:  Rikuchinkuna chaskiwanchis. 
Rikuchinkuna chaskiwanchis:  Chaskiyanintinyaqti ay";
Response: 20-30 minutess.;
