m_query;response
Bobby avait 22 bonbons. Il a mangé des bonbons. Puis il en a mangé 5 de plus. S' il lui reste encore 8 bonbons, combien de bonbons a-t-il mangés au début? ;9.0
Bobby avait 19 bonbons. Il a mangé 2 bonbons. Combien de bonbons lui restent? ;17.0
Bobby avait 32 bonbons. Il a mangé des bonbons. S' il lui reste 20 bonbons, combien de bonbons Bobby a-t-il mangés? ;12.0
Bobby a mangé 17 bonbons. Puis il en a mangé 15 de plus. S' il avait 36 bonbons au départ, combien lui restent? ;4.0
Bobby a mangé 23 bonbons. S' il avait 30 bonbons au départ, combien lui restent? ;7.0
Alan a apporté 5 ballons et Jake a apporté 3 ballons au parc. Combien de ballons en plus avait Allan que Jake dans le parc? ;2.0
Allan a apporté 2 ballons et Jake a apporté 3 ballons au parc. Combien de ballons en plus que celui d' Allan dans le parc? ;1.0
Allan et Jake ont apporté 3 ballons au parc. Si Allan a apporté 2 ballons, combien de ballons Jake a-t-il apporté au parc? ;1.0
Jake a apporté 6 ballons au parc. Si Jake a apporté 4 ballons de plus que le nombre de ballons qu' Allan a apporté combien de ballons Allan a-t-il apporté au parc? ;2.0
Allan a apporté 5 ballons au parc. Si Jake a apporté 6 ballons de plus que le nombre de ballons qu' Allan a apporté combien de ballons Jake a-t-il apporté au parc? ;11.0
Allan a apporté 3 ballons et Jake a apporté 5 ballons au parc. Allan a acheté deux ballons de plus au parc. Combien de ballons Alan et Jake ont-ils dans le parc? ;10.0
Allan a apporté 2 ballons et Jake 4 ballons au parc. Allan a acheté 3 ballons de plus au parc. Combien de ballons en plus avait Allan que Jake dans le parc? ;1.0
Allan a apporté 2 ballons et Jake a apporté 6 ballons au parc. Allan a acheté 3 ballons de plus au parc. Combien de ballons en plus que celui d' Allan dans le parc? ;1.0
Alan a apporté 5 ballons et Jake a apporté 4 ballons au parc. Allan a acheté 3 ballons de plus au parc. Combien de ballons Allan a-t-il apporté au parc? ;8.0
Allan a apporté 6 ballons et Jake a apporté 2 ballons au parc. Jake a acheté 3 ballons de plus au parc. Combien de ballons en plus avait Allan que Jake dans le parc? ;1.0
Allan a apporté 6 ballons et Jake a apporté 3 ballons au parc. Jake a acheté 4 ballons de plus au parc. Combien de ballons en plus que celui d' Allan dans le parc? ;1.0
Alan a apporté 5 ballons et Jake a apporté 6 ballons au parc. Jake a acheté 3 ballons de plus au parc. Combien de ballons Jake a-t-il apporté au parc? ;9.0
Alan a apporté 3 ballons et 20 balles tandis que Jake a apporté 5 ballons et 59 balles au parc. Combien de ballons Alan et Jake ont-ils dans le parc? ;8.0
Alan a apporté 7 ballons et 5 balles tandis que Jake a apporté 6 ballons et 4 balles au parc. Combien de balles ont joué Alan et Jake dans le parc? ;9.0
Allan a apporté cinq ballons. Si Allan et Jake ont apporté 6 ballons au parc, combien de ballons Jake a-t-il apporté? ;1.0
Allan a apporté 2 ballons au parc et a acheté 3 autres là-bas. Si Jake a apporté 6 ballons au parc, combien de ballons en avait-il de plus qu' Allan dans le parc? ;1.0
Chaque jour, Ryan passe 6 heures à apprendre l' anglais et 2 heures à apprendre le chinois. Combien d' heures il passe à apprendre l' anglais, par rapport au chinois? ;4.0
Chaque jour, Ryan passe 6 heures à apprendre l' anglais et 7 heures à apprendre le chinois. Combien d' heures plus il passe à apprendre le chinois qu' à apprendre l' anglais? ;1.0
Chaque jour, Ryan passe 3 heures à apprendre l' anglais et quelques heures de plus à apprendre le chinois. S' il passe 4 heures par jour à apprendre l' anglais et le chinois, combien d' heures a-t-il passé à apprendre le chinois? ;1.0
Chaque jour, Ryan passe 7 heures à apprendre l' anglais et quelques heures de plus à apprendre le chinois. S' il passe 2 heures de plus à apprendre l' anglais qu' à apprendre le chinois, combien d' heures passe-t-il à apprendre le chinois? ;5.0
Chaque jour, Ryan passe 5 heures à apprendre le chinois et quelques heures de plus à apprendre l' anglais. S' il passe 2 heures de plus à apprendre l' anglais qu' à apprendre le chinois, combien d' heures passe-t-il à apprendre l' anglais? ;7.0
Chaque jour, Ryan passe 6 heures à apprendre l' anglais et 7 heures à apprendre le chinois. Si il apprend pendant 5 jours, combien d' heures passe-t-il à apprendre l' anglais et le chinois au total? ;65.0
Chaque jour, Ryan passe 6 heures à apprendre l' anglais et 5 heures à apprendre le chinois. S' il apprend pendant 2 jours, combien d' heures passe-t-il à apprendre l' anglais au total? ;12.0
Chaque jour, Ryan passe 5 heures à apprendre l' anglais et 4 heures à apprendre le chinois. S' il apprend pendant 6 jours, combien d' heures passe-t-il à apprendre le chinois? ;24.0
Chaque jour, Ryan passe 4 heures à apprendre l' anglais et 6 heures à apprendre le chinois. S' il apprend pendant 86 jours, combien d' heures passe-t-il chaque jour à apprendre l' anglais et le chinois? ;10.0
Chaque jour, Ryan passe 6 heures à apprendre l' anglais, 7 heures à apprendre le chinois et 3 heures à apprendre l' espagnol. Combien d' heures il passe à apprendre l' anglais, le chinois et l' espagnol? ;16.0
Chaque jour, Ryan passe 6 heures à apprendre l' anglais, 3 heures à apprendre le chinois et 58 heures à apprendre l' espagnol. Combien d' heures il passe à apprendre l' anglais, par rapport au chinois? ;3.0
Chaque jour, Ryan passe 7 heures à apprendre l' anglais 2 heures à apprendre le chinois et 4 heures à apprendre l' espagnol. Combien d' heures il passe à apprendre l' anglais, par rapport à l' espagnol? ;3.0
Chaque jour, Ryan passe 2 heures à apprendre l' anglais, 5 heures à apprendre le chinois et 4 heures à apprendre l' espagnol. Combien d' heures plus il passe à apprendre le chinois qu' à apprendre l' espagnol? ;1.0
Chaque jour, Ryan passe trois heures à apprendre l' anglais et le chinois. S' il passe 2 heures à apprendre l' anglais chaque jour, combien d' heures passe-t-il à apprendre le chinois? ;1.0
Ryan apprend l' anglais et le chinois pendant 7 jours. Chaque jour, il passe 4 heures à apprendre l' anglais et 5 heures à apprendre le chinois. Combien d' heures il passe à apprendre l' anglais et le chinois? ;63.0
Tiffany ramassait des canettes pour le recyclage. Lundi, elle avait 8 sacs de boîtes. Le lendemain, elle a trouvé 7 autres sacs de boîtes. Combien de sacs en avait-elle lundi qu' elle n' en a trouvés le lendemain? ;1.0
Tiffany ramassait des canettes pour le recyclage. Lundi, elle avait 7 sacs de boîtes. Le lendemain, elle a trouvé 12 sacs de boîtes de conserve. Combien de sacs a-t-elle trouvés le lendemain? ;5.0
Tiffany ramassait des canettes pour le recyclage. Lundi, elle avait 4 sacs de boîtes. Le lendemain, elle a trouvé des sacs de boîtes de conserve. Si elle avait 6 sacs au total, combien de sacs a-t-elle trouvé le lendemain? ;2.0
Tiffany ramassait des canettes pour le recyclage. Lundi, elle avait des sacs de boîtes. Le lendemain, elle a trouvé 4 sacs de boîtes de conserve. Si elle avait 8 sacs au total, combien de sacs avait-elle lundi? ;4.0
Tiffany ramassait des canettes pour le recyclage. Lundi, elle avait 10 sacs de boîtes. Elle a trouvé 3 sacs de boîtes le lendemain et 7 sacs de boîtes le lendemain. Combien de sacs avait-elle au total? ;20.0
Tiffany ramassait des canettes pour le recyclage. Lundi, elle avait 8 sacs de boîtes. Elle a trouvé 10 sacs de boîtes le lendemain et 4 sacs de boîtes le jour d' après. Combien de sacs a-t-elle trouvés après lundi? ;14.0
Tiffany ramassait des canettes pour le recyclage. Lundi, elle avait 3 sacs de boîtes. Le lendemain, elle a trouvé 7 sacs de boîtes et 44 sacs de bouteilles. Combien de sacs de boîtes de conserve en tout? ;10.0
17 pêches rouges et 16 vertes sont dans le panier. Combien de pêches rouges y a-t-il de plus que de vertes dans le panier? ;1.0
Il y a 5 pêches rouges et 11 vertes dans le panier. Combien de pêches vertes y a-t-il de plus que de rouges dans le panier? ;6.0
Il y a 10 pêches rouges et quelques autres vertes dans le panier. Si il y a 15 pêches dans le panier, combien de pêches vertes y a-t-il? ;5.0
Il y a trois pêches rouges et quelques autres vertes dans le panier. Si il y a 10 pêches vertes de plus que de rouges dans le panier, combien de pêches vertes y a-t-il dans le panier? ;13.0
7 pêches rouges, 15 jaunes et 8 vertes sont dans le panier. Combien de pêches y a-t-il dans le panier? ;30.0
7 pêches rouges, 71 jaunes et 8 vertes sont dans le panier. Combien de pêches vertes y a-t-il de plus que de rouges dans le panier? ;1.0
2 pêches rouges, 6 jaunes et 14 vertes sont dans le panier. Combien de pêches vertes y a-t-il de plus que de jaunes dans le panier? ;8.0
19 pêches rouges, 11 jaunes et 12 vertes sont dans le panier. Combien de pêches rouges y a-t-il de plus que de jaunes dans le panier? ;8.0
6 pêches rouges, 90 jaunes et 16 vertes sont dans le panier. Combien de pêches rouges et vertes y a-t-il dans le panier? ;22.0
18 pêches rouges, 14 jaunes et 17 vertes sont dans le panier. Combien de pêches rouges et jaunes y a-t-il dans le panier? ;32.0
5 pêches rouges, 14 jaunes et 6 vertes sont dans le panier. Combien de pêches vertes et jaunes y a-t-il dans le panier? ;20.0
Il y a 65 paniers de pêches. Chaque panier contient 7 pêches rouges et 3 vertes. Combien de pêches y a-t-il dans chaque panier? ;10.0
Il y a 11 paniers de pêches. Chaque panier contient 10 pêches rouges et 18 vertes. Combien de pêches y a-t-il dans les paniers? ;308.0
Il y a 6 paniers de pêches. Chaque panier contient 16 pêches rouges et 18 vertes. Combien de pêches rouges y a-t-il dans les paniers? ;96.0
Il y a 7 paniers de pêches. Chaque panier contient 10 pêches rouges et 2 vertes. Combien de pêches vertes y a-t-il dans les paniers au total? ;14.0
Il y a des paniers de pêches. Chaque panier contient 4 pêches rouges et 3 vertes. Si il y a 7 pêches dans tous les paniers, combien de paniers de pêches y a-t-il? ;1.0
Il y a deux paniers de pêches. Chaque panier contient 4 pêches rouges et quelques autres vertes. Si il y a 12 pêches dans chaque panier, combien de pêches vertes y a-t-il dans chaque panier? ;2.0
Il y a 16 pêches dans un panier. Si il y a 13 pêches rouges et quelques autres vertes dans le panier. Combien de pêches vertes y a-t-il dans le panier? ;3.0
chaque panier de pêches contient 19 pêches rouges et 4 vertes. S' il y a 15 paniers de ce type, combien de pêches y a-t-il dans les paniers? ;345.0
Il y a 10 pêches réparties équitablement dans certains paniers. Si chaque panier contient 4 pêches rouges et 6 pêches vertes, combien de paniers de pêches y a-t-il? ;1.0
6 pêches vertes, 60 jaunes et 2 rouges sont dans le panier. Combien de pêches vertes y a-t-il de plus que de rouges dans le panier? ;4.0
Jerry avait 4 figurines sur une étagère dans sa chambre. Plus tard, il a ajouté quelques figurines d' action à l' étagère. S' il y a 8 figurines dans son étagère, combien de figurines a-t-il ajoutées? ;4.0
Jerry avait des figurines d' action sur une étagère dans sa chambre. Plus tard, il a ajouté 7 autres figurines d' action à l' étagère. S' il y a au total 10 figurines sur son étagère, combien de figurines avait-il au départ? ;3.0
Jerry avait 4 figurines et 22 livres sur une étagère dans sa chambre. Plus tard, il a ajouté 6 autres figurines d' action à l' étagère. Combien de figurines d' action il avait sur son étagère au total? ;10.0
Jerry avait 5 figurines et 9 livres sur une étagère dans sa chambre. Plus tard, il a ajouté 7 autres figurines d' action à l' étagère. Combien de figurines d' action il avait sur son étagère? ;3.0
Jerry avait 2 figurines et 10 livres sur une étagère dans sa chambre. Plus tard, il a ajouté 4 autres figurines d' action à l' étagère. Combien de livres en plus que des figurines d' action il avait sur son étagère? ;4.0
Jerry avait 8 figurines et 9 livres sur une étagère dans sa chambre. Plus tard, il a ajouté 10 autres livres à l' étagère. Combien de livres il avait sur son étagère au total? ;19.0
Jerry avait 7 figurines et 2 livres sur une étagère dans sa chambre. Plus tard, il a ajouté 4 autres livres à l' étagère. Combien de figurines d' action il avait sur son étagère? ;1.0
Jerry avait 5 figurines et 2 livres sur une étagère dans sa chambre. Plus tard, il a ajouté 9 autres livres à l' étagère. Combien de livres en plus que des figurines d' action il avait sur son étagère? ;6.0
Jerry avait 8 figurines sur une étagère dans sa chambre. Plus tard, il a ajouté 4 autres figurines à l' étagère et en a retiré 5 anciennes. Combien de figurines d' action il avait sur son étagère au total? ;7.0
Jerry avait 3 figurines sur une étagère dans sa chambre. Plus tard, il a ajouté 4 autres figurines à l' étagère et en a retiré quelques-unes. S' il y a 6 figurines sur son étagère, combien de figurines a-t-il retirées? ;1.0
Jerry avait 7 figurines sur une étagère dans sa chambre. Plus tard, il a ajouté d' autres figurines à l' étagère et en a retiré 10 des anciennes. S' il y a 8 figurines sur son étagère, combien de figurines a-t-il ajoutées? ;11.0
Jerry avait des figurines d' action sur une étagère dans sa chambre. Plus tard, il a ajouté 2 autres figurines à l' étagère et en a retiré 7 des anciennes. S' il y a 10 figurines sur son étagère, combien d' autres avait-il au départ? ;15.0
Jerry avait 9 figurines sur une étagère dans sa chambre. Plus tard, il a ajouté 7 autres figurines d' action à l' étagère. S' il a aussi 10 livres sur l' étagère, combien de figurines d' action en plus que les livres sur son étagère? ;6.0
Jerry avait 3 livres et 4 figurines sur une étagère dans sa chambre. Plus tard, il a ajouté 2 autres figurines à l' étagère. Combien de figurines d' action il avait sur son étagère? ;3.0
Jerry avait 7 livres et 3 figurines sur une étagère dans sa chambre. Plus tard, il a ajouté 2 autres figurines à l' étagère. Combien de livres en plus que des figurines d' action il avait sur son étagère? ;2.0
Deux oiseaux étaient assis sur la clôture. D' autres oiseaux se sont joints à eux. S' il y a 6 oiseaux sur la clôture, combien d' autres oiseaux sont venus s' asseoir sur la clôture? ;4.0
Il y avait des oiseaux assis sur la clôture. Quatre autres oiseaux les rejoignirent. Si il y a 5 oiseaux sur la clôture, combien d' oiseaux étaient sur la clôture au début? ;1.0
4 oiseaux et 46 cigognes étaient assis sur la clôture. Six autres oiseaux les ont rejoints. Combien d' oiseaux sont assis sur la clôture? ;10.0
3 oiseaux et 2 cigognes étaient assis sur la clôture. 5 autres oiseaux sont venus les rejoindre. Combien d' oiseaux et de cigognes sont assis sur la clôture? ;10.0
3 oiseaux et 4 cigognes étaient assis sur la clôture. Deux autres oiseaux les rejoignirent. Combien d' oiseaux plus que des cigognes sont assis sur la clôture? ;1.0
Deux oiseaux et six cigognes étaient assis sur la clôture. 3 autres oiseaux les ont rejoints. Combien de cigognes sont plus nombreuses que d' oiseaux sur la clôture? ;1.0
4 oiseaux et 6 cigognes étaient assis sur la clôture. Deux autres cigognes les rejoignirent. Combien de cigognes sont sur la clôture? ;8.0
3 oiseaux et 4 cigognes étaient assis sur la clôture. Six autres cigognes les rejoignirent. Combien d' oiseaux et de cigognes sont assis sur la clôture? ;13.0
6 oiseaux et 3 cigognes étaient assis sur la clôture. Deux autres cigognes les rejoignirent. Combien d' oiseaux plus que des cigognes sont assis sur la clôture? ;1.0
4 oiseaux et 3 cigognes étaient assis sur la clôture. Six autres cigognes les rejoignirent. Combien de cigognes sont plus nombreuses que d' oiseaux sur la clôture? ;5.0
Six oiseaux étaient assis sur la clôture. 4 autres oiseaux et 8 autres cigognes les rejoignent. Combien d' oiseaux sont assis sur la clôture? ;10.0
Deux oiseaux étaient assis sur la clôture. 5 autres oiseaux et 4 autres cigognes les rejoignent. Combien d' oiseaux plus que des cigognes sont assis sur la clôture? ;3.0
Il y avait trois oiseaux sur la clôture. Deux autres oiseaux et six cigognes se joignirent à eux. Combien de cigognes sont plus nombreuses que d' oiseaux sur la clôture? ;1.0
Cinq cigognes et trois oiseaux étaient assis sur la clôture. Quatre autres oiseaux les rejoignirent. Combien d' oiseaux plus que des cigognes sont assis sur la clôture? ;2.0
6 cigognes et 2 oiseaux étaient assis sur la clôture. 3 autres oiseaux les ont rejoints. Combien de cigognes sont plus nombreuses que d' oiseaux sur la clôture? ;1.0
Il y avait trois oiseaux sur la clôture. 6 cigognes et 2 oiseaux sont venus les rejoindre. Combien de cigognes sont plus nombreuses que d' oiseaux sur la clôture? ;1.0
Un livre a deux chapitres. Le premier chapitre fait 48 pages. Le deuxième chapitre fait 11 pages. Combien de pages le premier chapitre a-t-il de plus que le deuxième chapitre? ;37.0
Un livre a deux chapitres. Le premier chapitre fait 37 pages. Le deuxième chapitre fait 80 pages. Combien de pages de plus que le premier chapitre? ;43.0
Un livre a deux chapitres. Le premier chapitre fait 60 pages. Si le livre compte 93 pages, combien de pages contient le deuxième chapitre? ;33.0
Un livre a deux chapitres. Le deuxième chapitre fait 36 pages. Si le livre compte 67 pages, combien de pages contient le premier chapitre? ;31.0
Un livre a 3 chapitres. Le premier chapitre fait 66 pages, le deuxième 35 pages et le troisième 24 pages. Combien de pages contient le livre? ;125.0
Un livre a 3 chapitres. Le premier chapitre fait 91 pages, le deuxième 23 pages et le troisième 25 pages. Combien de pages le premier chapitre a-t-il de plus que le deuxième chapitre? ;68.0
Un livre a 3 chapitres. Le premier chapitre fait 35 pages, le deuxième 18 pages et le troisième 3 pages. Combien de pages le deuxième chapitre a-t-il de plus que le troisième chapitre? ;15.0
Un livre a 3 chapitres. Le premier chapitre fait 53 pages, le deuxième 75 pages et le troisième 21 pages. Combien de pages le premier chapitre a-t-il de plus que le troisième chapitre? ;32.0
Un livre a 31 chapitres. Chaque chapitre fait 61 pages. Combien de pages contient le livre? ;1891.0
Un livre a 2 chapitres sur 23 pages. Le premier chapitre fait 10 pages. Combien de pages y a-t-il dans le premier chapitre? ;13.0
Un livre a 2 chapitres sur 81 pages. Le deuxième chapitre fait 68 pages. Combien de pages contient le deuxième chapitre? ;13.0
62 campeurs ont fait de la rame ce matin. 39 campeurs ont fait de la rame cet après-midi. Combien de campeurs ont fait de l' rame le matin? ;23.0
52 campeurs ont fait de la rame ce matin. 61 campeurs ont fait de la rame cet après-midi. Combien de campeurs ont fait de l' rame l' après-midi? ;9.0
15 campeurs sont allés ramer ce matin. D' autres campeurs sont allés ramer dans l' après-midi. Si 32 campeurs ont fait de l' arrosage ce jour-là, combien d' autres ont fait de l' arrosage l' après-midi? ;17.0
Certains campeurs ont fait de l' arrosage le matin, et 7 autres l' après-midi. Si 60 campeurs ont fait de l' arrosage ce jour-là, combien d' autres ont fait de l' arrosage ce matin? ;53.0
36 campeurs ont fait de l' arrosage le matin, 13 l' après-midi et 49 le soir. Combien de campeurs ont fait de l' rame? ;98.0
44 campeurs ont fait de l' arrosage le matin, 39 l' après-midi et 31 le soir. Combien de campeurs ont fait de l' rame le matin? ;5.0
53 campeurs ont fait de l' arrosage le matin, 48 l' après-midi et 49 le soir. Combien de campeurs ont ramé plus le matin que le soir? ;4.0
33 campeurs ont fait de l' arrosage le matin, 34 l' après-midi et 10 le soir. Combien de campeurs ont ramé plus l' après-midi que le soir? ;24.0
13 campeurs ont fait de la rame et 59 campeurs ont fait de la randonnée. 21 campeurs ont fait de la rame cet après-midi. Combien de campeurs ont fait de l' rame? ;34.0
29 campeurs ont fait de la rame et 66 campeurs ont fait de la randonnée. 26 campeurs ont fait de la rame cet après-midi. Combien de campeurs ont fait de l' rame le matin? ;3.0
41 campeurs ont fait de la rame et 4 ont fait de la randonnée. 26 campeurs ont fait de la rame cet après-midi. Combien de campeurs ont fait de la randonnée? ;71.0
46 campeurs ont fait de l' rame en une journée. 43 campeurs ont fait de l' arrosage le matin et quelques autres l' après-midi. Combien de campeurs ont fait de la rame cet après-midi? ;3.0
Rachel a cueilli 4 pommes de son arbre. Si l' arbre avait 7 pommes au départ. Combien de pommes sont encore sur l' arbre? ;3.0
L' arbre de Rachel avait 4 pommes au début. Elle a cueilli des pommes et il reste deux pommes sur l' arbre. Combien de pommes Rachel a-t-elle cueillies? ;2.0
Rachel a cueilli 7 pommes mûres sur son arbre. Maintenant, il y a encore 5 pommes sur l' arbre. Si 3 d' entre eux sont mûrs et les autres sont immatures combien de pommes immatures a l' arbre maintenant? ;2.0
Rachel a cueilli deux pommes mûres sur son arbre. Maintenant, il y a encore 7 pommes sur l' arbre. Si 6 d' entre elles sont mûres et les autres sont immatures, combien de pommes mûres l' arbre a-t-il eu au début? ;8.0
Rachel a cueilli 6 pommes mûres sur son arbre. Maintenant, l' arbre a deux pommes mûres et quatre non mûres. Combien de pommes l' arbre avait-il au début? ;12.0
Rachel a cueilli 3 pommes mûres sur son arbre. Maintenant, l' arbre a 2 pommes mûres et 27 pommes non mûres. Combien de pommes mûres l' arbre a-t-il eu pour commencer? ;5.0
Rachel a cueilli 7 pommes de son arbre. Après cela, deux nouvelles pommes ont poussé sur l' arbre. Maintenant, il y a encore 6 pommes sur l' arbre. Combien de pommes l' arbre avait-il au début? ;11.0
L' arbre de Rachel avait deux pommes. Elle a ramassé 4 pommes de son arbre. Après cela, 3 nouvelles pommes ont poussé sur l' arbre. Combien de pommes y a-t-il sur l' arbre maintenant? ;1.0
Rachel a 52 pommiers. Elle est très riche. Elle a cueilli 2 pommes sur un de ses arbres. Maintenant, il y a encore 7 pommes sur l' arbre. Combien de pommes l' arbre avait-il au début? ;9.0
Rachel a trois pommiers. Elle a ramassé 8 pommes de chacun de ses arbres. Maintenant, les arbres ont au total 9 pommes encore sur eux. Combien de pommes y avait-il dans tous les arbres au début? ;33.0
Rachel a 4 pommiers. Elle est très belle. Elle a ramassé 7 pommes de chacun de ses arbres. Maintenant, les arbres ont 29 pommes qui sont encore sur eux. Combien de pommes a ramassé Rachel? ;28.0
Ed avait deux billes de plus que Doug. Doug a perdu ses couilles dans le parc. Ed a 19 billes de plus que Doug. Combien de billes a perdu Doug? ;17.0
Ed avait 10 billes de plus que Doug. Doug a perdu 11 de ses billes au terrain de jeu. Si Ed avait 45 billes, combien de billes en avait-il de plus que Doug? ;21.0
Ed avait 6 billes de plus que Doug. Doug a perdu 7 de ses billes au terrain de jeu. Si Ed avait 22 billes, combien de billes a Doug maintenant? ;9.0
Ed avait 5 billes de plus que Doug. Doug a perdu 3 de ses billes au terrain de jeu. Si Ed avait 27 billes, combien de billes avait Doug au départ? ;22.0
Ed avait 24 billes de plus que Doug. Doug a perdu 27 de ses billes sur le terrain de jeu tandis qu' Ed en a trouvé 9 de plus. Combien de billes de plus que Doug? ;60.0
Ed avait 29 billes de plus que Doug. Ed a perdu 17 de ses billes au terrain de jeu. Combien de billes de plus que Doug? ;12.0
Ed avait 19 billes de plus que Doug. Ed a perdu ses couilles dans le parc. Ed a 8 billes de plus que Doug. Combien de billes a perdu Ed? ;11.0
Ed avait 30 billes de plus que Doug. Ed a perdu 21 de ses billes au terrain de jeu. Si Ed avait 91 billes, combien de billes en avait-il de plus que Doug? ;9.0
Ed avait 12 billes de plus que Doug. Ed a perdu 20 de ses billes au terrain de jeu. Si Ed avait 17 billes, combien de billes a Doug maintenant? ;5.0
Pour la décision, Sofia a demandé aux élèves de suggérer des types de nourriture spécifiques. Si 408 étudiants ont suggéré d' ajouter de la purée de pommes de terre, tandis que 42 ont suggéré d' ajouter du bacon au menu, combien d' étudiants ont suggéré de la purée de pommes de terre en plus de ceux qui ont suggéré du bacon? ;366.0
Pour la décision, Sofia a demandé aux élèves de suggérer des types de nourriture spécifiques. Si 479 étudiants ont suggéré d' ajouter de la purée de pommes de terre, et 489 ont suggéré d' ajouter du bacon au menu, combien d' étudiants ont suggéré du bacon en plus de ceux qui ont suggéré de la purée de pommes de terre? ;10.0
À cause de la décision, Sofia a demandé à 310 étudiants de suggérer des types de nourriture spécifiques. 185 étudiants ont suggéré d' ajouter de la purée de pommes de terre tandis que d' autres ont suggéré d' ajouter du bacon au menu. Combien d' élèves ont suggéré du bacon? ;125.0
Pour la décision, Sofia a demandé à 288 étudiants de suggérer des types de nourriture spécifiques. 264 étudiants ont suggéré d' ajouter du bacon, tandis que d' autres ont suggéré d' ajouter de la purée de pommes de terre au menu. Combien d' élèves ont suggéré la purée de pommes de terre? ;24.0
