question;answer_number
Ginamit ni Tracy ang isang piraso ng 4 na paa na haba ng kawad upang suportahan ang mga halaman ng kamatis sa hardin. Ang wire ay pinutol sa mga piraso na 6 pulgada ang haba. Ilan ang mga piraso na nakuha niya? ;8
Si Richard ay nakatira sa isang gusali ng apartment na may 15 palapag. Ang bawat palapag ay naglalaman ng 8 yunit, at 3/4 ng gusali ay sakay. Ano ang kabuuang bilang ng mga walang-sakay na mga yunit sa gusali? ;30
Si Lloyd ay may isang farm ng itlog. Ang kaniyang mga manok ay gumagawa ng 252 itlog sa isang araw at ibinebenta niya ang mga ito sa halagang $2 bawat dosenang itlog. Gaano karaming kita ang kinikita ni Lloyd sa itlog sa isang linggo? ;294
Ang barko ni Tom ay maaaring maglakbay nang 10 milya bawat oras. Siya ay naglalayag mula 1 hanggang 4 ng hapon. Pagkatapos ay bumabalik siya sa bilis na 6 mph. Gaano katagal bago siya bumalik? ;5
Ang bag ng aklat ni Uria ay nagiging napakabigat para sa kaniya. Kailangan niyang alisin ang 15 pounds mula rito. Ang kaniyang mga komik ay may timbang na 1/4 na libra bawat isa at ang kaniyang mga laruan ay may timbang na 1/2 na libra bawat isa. Kung kaniyang aalisin ang 30 komik, ilang laruan ang kailangan niyang alisin? ;15
Iba't ibang halaga ang kinukuha ng mekaniko para sa pag-aayos ng mga gulong ng mga trak at kotse. Para sa bawat gulong ng trak na ayusin, sisingilin ng mekaniko ang $60 at para sa bawat gulong ng kotse na ayusin, sisingilin ng mekaniko ang $40. Sa Huwebes, ang mekaniko ay nag-aayos ng 6 gulong ng trak at 4 gulong ng kotse. Sa Biyernes, 12 beses na sinubukan ng mekaniko na ayusin ang kotse at wala siyang tinatambal na mga gulong ng trak. Gaano karaming kita ang nakakuha ng mekaniko sa araw na may mas mataas na kita? ;40
Ang mga kapatid na babae ng Doubtfire ay nagmamaneho pabalik sa bahay na may 7 mga pusa na pinagtibay mula sa lokal na kanlungan ng hayop nang tumawag ang kanilang ina upang ipaalam sa kanila na ang kanilang dalawang pusa sa bahay ay may mga pusa lamang. Sinabi niya na si Patchy, ang unang pusa, ay may tatlong ulit na bilang ng mga kinikilalang pusa, samantalang si Trixie, ang isa pang pusa, ay may 12. Ilan na ba ang mga pusa na mayroon ngayon ang pamilya ng Doubtfire? ;40
Si Jean ay may 30 lollipop. Kumain si Jean ng 2 sa mga lollipop. Sa natitirang mga lollipop, nais ni Jean na mag-pack ng 2 lollipop sa isang supot. Ilang bag ang kayang punan ni Jean? ;14
Plano ni Peter na pumunta sa sinehan ngayong linggo. Lagi siyang nakakakuha ng tiket sa $7 at popcorn sa $7. Kung mayroon siyang 42 dolyar sa isang linggo, ilang beses siyang makapupunta sa sinehan? ;3
Ang isang tulay na kahoy ay hindi maaaring magdala ng higit sa 5,000 libra. Isang trak na naglalahad ng mga katumbas na kahon, na bawat isa ay may timbang na 15 libra, ang dumaan sa tulay. Ang pinagsamang timbang ng tsuper at ng walang laman na trak ay 3755 pounds. Ano ang pinakamataas na bilang ng mga kahon na maaaring i-load sa trak nang hindi lalampas sa limitadong timbang ng tulay? ;83
Nag-order si Stephen ng mga pagkain sa Internet. Ang kaniyang huling bill ay $40.00. Sapagkat ito ay sa pamamagitan ng isang tagapaghatid ng mga produkto, sila'y nagdagdag ng 25% sa kaniyang kabuuang halaga at sinisingil siya ng $3.00 sa mga bayarin sa paghahatid. Nagdagdag din si Stephen ng $4.00 na tip. Pagkatapos ng dagdag na bayad, ano ang huling presyo ng mga pagkain ni Stephen? ;57
Ang isang puno ng raspberry ay may 6 na grupo ng 20 prutas ang bawat isa at 67 na indibidwal na prutas na nakakalat sa buong puno. Ilang raspberry ang lahat? ;187
Ang isang basket ay naglalaman ng 25 kahel na kung saan ang 1 ay masamang, 20% ay hindi hinog, 2 ay masamok at ang natitirang ay mabuti. Ilang kahel ang mabuti? ;17
Bumili si Janet ng isang brosyur para sa kaniyang anak na babae. Binayaran niya ang $500 para sa materyal upang gawin ito at pagkatapos ay $800 pa para sa alahero upang gawing ito. Pagkatapos nito, nagbabayad siya ng 10% para ma-insure ito. Magkano ang binayaran niya? ;1430
Kung si Marcy ay nagtatrabaho sa iisang kumpanya sa loob ng 40 taon, siya ay nakukuha ng taunang pensiyon na $50,000/taon. Simula sa paglipas ng 20 taon, siya ay may karapatan sa 5% ng halaga ng pensiyon bawat taon. Kung siya'y magsisisi pagkatapos ng 30 taon, ano ang magiging taunang pensiyon niya? ;25000
Si Aleena ay nag-subscribe sa isang streaming service na nagbabayad sa kaniya ng $140 bawat buwan. Kung ang streaming company ay nag-charge sa kanya ng paunang halaga para sa unang kalahati ng taon at pagkatapos ay nag-charge sa kanya ng 10% mas kaunting pera sa ikalawang kalahati ng taon, kalkulahin ang kabuuang halaga na binayaran niya para sa streaming service sa pagtatapos ng taon. ;1596
Iniisip ni Sophia na maglakbay sa kaniyang kotse, at gusto niyang malaman kung gaano kalayo ang maihahatid niya sa isang tangke ng gasolina. Naglakbay siya ng 100 milya mula nang huli niyang punan ang tangke, at kailangan niyang maglagay ng 4 galon ng gasolina upang punan ito muli. Ang manu-manong ginagamit ng kaniyang kotse ay nagsasabi na ang tangke nito ay may 12 galon ng gasolina. Gaano karaming milya ang maaaring sakyan ni Sophia sa isang tangke ng gasolina? ;300
Gugugol ni Jim ng 2 oras sa panonood ng TV at pagkatapos ay nagpasya na matulog at magbasa ng kalahating oras. Ginagawa niya ito ng 3 beses sa isang linggo. Ilang oras ba ang ginugugol niya sa TV at pagbabasa sa loob ng 4 na linggo? ;36
May apat na paaralan na nakikipagkumpitensya sa isang paligsahan sa basketball. Ang bawat paaralan ay nagpadala ng isang koponan ng basketball ng mga batang babae at isang koponan ng basketball ng mga lalaki at ang bawat koponan ay may 5 manlalaro bawat isa. Nagpadala din ang bawat paaralan ng isang coach para sa bawat koponan. Sa kabuuan, ilan ang mga taong ipinadala ng lahat ng mga paaralan? ;48
Isang mangangaso ng kayamanan ang nakasumpong ng isang libong puno ng mga hiyas. May 175 diamante, 35 na mas kaunting ruby kaysa diamante, at dalawang beses na mas maraming esmeralda kaysa mga ruby. Ilan ang mga hiyas na nasa loob ng kahon? ;595
Dalawang beses na marami ang mga lalaki kaysa sa mga babae sa paaralan ni Dr. Wertz. Kung may 60 batang babae at 5 mag-aaral sa bawat guro, ilan ang mga guro? ;36
Bailey nagsisimula sa isang tiyak na halaga ng pera. Pagkatapos ay tumatanggap siya ng lingguhang allowance na $5 sa loob ng 8 linggo. Sa pagtatapos ng 8 linggo, kung siya ay may kabuuang $100, magkano ang pera na sinimulan ni Bailey? ;60
Si Judy ay nagtuturo ng 5 klase ng sayaw, araw-araw, sa mga araw ng linggo at 8 klase sa Sabado. Kung ang bawat klase ay may 15 estudyante at siya ay nagbabayad ng $15.00 bawat estudyante, magkano ang kinikita niya sa loob ng 1 linggo? ;7425
May dalawang recipe si Kelian para sa paghahanda ng mga pagkain, ang isa ay may 20 tagubilin at ang ikalawa ay may dalawang beses na bilang ng mga tagubilin kaysa sa una. Ilang tagubilin ang kailangang basahin ni Kelian para ihanda ang dalawang ulam? ;60
Nagtataglay ng pondo si Tommy para sa kaniyang kawanggawa sa pamamagitan ng pagbebenta ng mga brownies sa $3 ang isang piraso at mga cheesecake sa $4 ang isang piraso. Kung si Tommy ay nagbebenta ng 43 na brownies at 23 na piraso ng cheesecake, magkano ang kita ni Tommy? ;221
Bumili si Shiela ng limang cellphone sa halagang $150 bawat isa para sa 3-buwang pagbabayad. Ang 2% na interes ay sisingilin para sa bawat yunit. Magkano ang babayaran ni Shiela bawat buwan sa loob ng 3 buwan? ;255
May tindahan ng bulaklak si Artie sa Farmers Market. Nagbebenta siya ng tatlong uri ng bulaklak: mga marigold, petunia at begonia. Karaniwan nang ibinebenta niya ang mga marigold sa halagang $2.74 bawat bote, ang mga petunia sa halagang $1.87 bawat bote at ang mga begonia sa halagang $2.12 bawat bote. Walang pera si Artie sa ngayon, kaya't nagpasya siyang paikotin ang lahat ng kaniyang mga presyo sa pinakamalapit na dolyar. Kung si Artie ay nagbebenta ng 12 kawali ng mga marigold, 9 kawali ng mga petunia at 17 kawali ng mga begonia, magkano ang kaniyang makukuha? ;88
Si Luke ay gumugugol ng panahon sa baybayin sa pagtatayo ng mga kastilyo sa buhangin. Sa wakas ay napansin niya na ang bawat antas ng isang sandcastle ay magkakaroon ng kalahati ng sukat na metro kuwadrado bilang ang antas sa ibaba nito. Kung gumawa siya ng isang sandcastle na may 4 na antas kung saan ang tuktok na antas ay may sukat na 16 na metro kuwadrado, ano ang katamtamang sukat na metro kuwadrado ng isang antas? ;60
Bumili lang si Cecilia ng bagong puppy. Ayon sa kaniyang beterinaryo, kailangan niyang pakanin ang tuta ng 1 tasa ng pagkain ng aso araw-araw sa unang 180 araw. Pagkatapos ay kailangang pakanin niya ang tuta ng 2 tasa ng pagkain para sa aso araw-araw sa buong buhay nito. Kung ang isang supot ng pagkain para sa aso ay naglalaman ng 110 tasa, ilang supot ng pagkain para sa aso ang gagamitin ni Cecilia sa unang taon? ;5
Kung si Raymond ay kalahati ng dami ng laundry na ginagawa ni Sarah, at si Sarah ay 4 beses na dami ng laundry na ginagawa ni David, kalkulahin ang pagkakaiba sa dami ng laundry na ginagawa nina Raymond at David kung si Sarah ay gumagawa ng 400 pounds ng laundry. ;100
Maaari ni Vincent na bumili ng mga bulaklak sa mga pakete na tatlo sa $2.50 o sa mga pakete na dalawa sa $1. Gaano karaming salapi ang nai-save niya sa pamamagitan ng pagbili ng 18 bulaklak sa mas mabuting presyo? ;6
Nag-aampon si John ng isang aso. Dinala niya ang aso sa groomer, na nagkakahalaga ng $100. Nag-alok sa kaniya ang groomer ng 30% na diskwento para sa pagiging isang bagong customer. Magkano ang gastos sa pag-aayos? ;70
Dalawang babae ang bawat isa ay nakakuha ng 1/6 ng 24 litro ng tubig. Pagkatapos ay may isang batang lalaki na kumuha ng 6 litro ng tubig. Ilang litro ng tubig ang natitira? ;10
Si Charlie ay may 10 sticker. Bumili siya ng 21 sticker mula sa isang tindahan sa mall at nakakuha ng 23 sticker para sa kaniyang kaarawan. Pagkatapos ay binigyan ni Charlie ang kaniyang kapatid na babae ng 9 sa mga sticker at ginamit ang 28 upang palamutihan ang isang greeting card. Ilang sticker pa ba ang natitira ni Charlie? ;17
Ang timbang ni Grace ay 125 pounds. Ang timbang ni Alex ay 2 libra na mas mababa sa 4 beses ng timbang ni Grace. Ano ang kanilang pinagsamang timbang sa kilo? ;623
Nagtanim si Dan ng 3 rosas. Bawat rosas ay may 25 rosas. Ang bawat rosas ay may walong tinik. Ilan ang mga tinik sa kabuuan? ;600
Isang koponan ng football ang naglaro ng 22 laro. Nanalo sila ng 8 higit pa kaysa sa kanilang natalo. Ilan ang kanilang nanalo? ;15
Si Gene ay naglalagay ng isang quilt mula sa mga lumang suvenir na t-shirt. May dala siyang isang shirt mula sa bawat bakasyon na kaniyang dinalo. Ang bawat damit ay may sariling quilt block. Ang bawat hilera ay gawa sa mga bloke mula sa iba't ibang taon ng bakasyon. Siya'y pumupunta sa apat na bakasyon sa isang taon at nagbakasyon mula noong siya'y 23 taóng gulang. Siya ay 34 na ngayon. Ilang quilt block ang mayroon sa kabuuan? ;44
Nag-set si Greg ng alarma na mag-ring tatlong beses sa isang araw bilang paalaala. Kapag tumunog ang alarma, patuloy itong tumunog hanggang sa patayin ito ni Greg. Sa unang beses na bumagsak ito ngayon, apat na beses itong tumunog. Sa ikalawang pagkakataon na ito'y bumagsak, ito'y tumunog nang tatlong ulit nang mas matagal kaysa sa unang pagkakataon. Sa ikatlong pagkakataon, tumagal ito ng kalahati ng panahon na tumagal sa ikalawang pagkakataon. Ilang beses na ba ang pag-alarma? ;22
Isang kumpanya ang nagbabayad sa bawat empleyado nito ng $600 sa isang buwan. Ang kumpanya ay may patakaran na dagdagan ang suweldo ng bawat isa sa mga empleyado nito ng 10% ng paunang suweldo bawat taon para sa mga nanatili sa kumpanya sa loob ng limang taon. Kung si Sylvie ay nag-lock ng 5 taon sa kumpanya noong nakaraang Disyembre, ano ang taunang suweldo niya pagkatapos ng tatlong taon pang paglilingkod? ;9360
Ang unang album ni Marilyn ay nagbenta ng sampung beses na mas maraming kopya kaysa kay Harald. Kung sila'y nagbili ng 88,000 kopya nang magkasama, ilang kopya ang nabenta ni Harald? ;8000
