question;answer_number
Gunter sa snaží spočítať želé fazuľa v pohári. Pýta sa svojich priateľov, koľko ich podľa nich je v džbániku. Jeden hovorí 80. Ďalší hovorí, že 20 je viac ako polovica prvého. Tretia hovorí o 25% viac ako prvá. Aký je ich priemerný odhad? ;80
John sa stará o 10 psov. Každý pes potrebuje 0,5 hodiny denne na prechádzku a na starostlivosť o svoje veci. Koľko hodín týždenne strávi starostlivosťou o psy? ;35
Gretchen má 110 mincí. Je tu o 30 zlatých mincí viac ako strieborných. Koľko zlatých mincí má Gretchen? ;70
Siobhan má o 2 drahokamy menej ako Aaron. Aaron má o 5 drahokamov viac ako polovica Raymondových drahokamov. Ak má Raymond 40 klenotov, koľko klenotov má Siobhan? ;23
Mike hrá ping pong 40 minút. V prvých 20 minútach, zaznamenal 4 body. V ďalších 20 minútach zaznamená o 25% viac bodov. Koľko bodov získal? ;9
Terry jedáva 2 jogurty denne. V súčasnosti sú na predaj za 4 jogurty za 5 dolárov. Koľko utratí za jogurt za 30 dní? ;75
John plánuje predať všetky svoje hračky a peniaze použiť na kúpu videoher. Má 13 súprav Legov a predáva ich za 15 dolárov za kus. Nakoniec si kúpi 8 videohier za 20 dolárov za hru a zostáva mu 5 dolárov. Koľko Lego súprav má ešte? ;2
John beží 100 km týždenne. Beží 3 dni v týždni. Prvý deň beží 3 hodiny a druhý dva dni o polovicu menej. Ako rýchlo beží? ;10
Dana môže bežať štyrikrát rýchlejšie ako chodí, ale dokáže skákať iba polovičnou rýchlosťou. Ak dokáže preskočiť rýchlosťou 3 míle za hodinu, koľko míľ môže prejsť za 6 hodín, ak strávi jednu tretinu času behom a dve tretiny času chôdzou? ;18
Brandonov iPhone je štyrikrát starší ako Benov. Benov iPhone je dvakrát starší ako Suzyho. Ak je Suzy iPhone starý 1 rok, aký je starý Brandonov iPhone? ;8
Veľký drak, Perg, sedel vysoko na vrchole hory Farbo, dýchajúc oheň na všetko v vzdialenosti 1000 stôp. Polly mohla hodiť zlaté kopíko, jedinú známú zbraň, ktorá mohla draka zraziť, na vzdialenosť 400 stôp, do dosahu plameňov draka. Ale keď Polly držala ten šafírový drahokam, mohla hodiť kopec trikrát ďalej ako keď drahokam nedržala. Ak drží drahokam, ako ďaleko mimo dosahu plameňov draka môže Polly stáť a stále zasiahnuť draka zlatým kopím? ;200
Babička Jonesová upekla 5 jablčných koláčikov na obed hasičov. Každú tortu rozrezala na 8 kúskov a päť koláčov položila na stolík, aby si ich hostia mohli podávať sami. Na konci večera, keď si hostia vzali a zjedli svoje kúsky koláča, zostalo 14 kúskov koláča. Koľko kúskov si hostia vzali? ;26
Podľa výživových informácií má vrece čipov 250 kalórií na porciu. Ak má vrecko s hmotnosťou 300 g 5 porcií, koľko gramov môžete zjesť, ak je váš denný cieľový kalorický limit 2000 a už ste zjedli 1800 kalórií? ;48
Charlie chce predávať sviečky z včelího vosku. Za každý kilogram včelího vosku môže urobiť 10 kužeľovitých sviečok. Jeden kilogram včelího vosku a kľúče stáli 10 dolárov. Ak predá každú sviečku za 2 doláre, aký je jeho čistý zisk, ak vyrobí a predá 20 sviečok? ;20
Meredith je blogerka na voľnej nohe, ktorá píše o zdravotných témach a každý deň ich predkladá klientom ako svoju stálu prácu. Článok na blogu trvá v priemere 4 hodiny na výskum a písanie. Minulý týždeň napísala v pondelok 5 článkov a v utorok 2/5 krát viac článkov ako v pondelok. V stredu napísala dvakrát toľko článkov ako v utorok. Vypočítajte si celkový počet hodín, ktoré strávila písaním článkov za tri dni. ;104
"Candice si dala 80 post-itov do kabelky, než odišla do kaviarne. Na ceste sa zastavila v obchode a kúpila balík post-it poznámok; v práci umiestnila jednu post-it poznámku na každý z 220 rôznych šálok kávy. Ak jej zostalo celkovo 23 post-itov, koľko ich bolo v balení, ktoré si kúpila? ";163
John si kupuje dvakrát viac červených kravatov ako modrých. Červené kravaty stoja o 50% viac ako modré. Utrácal 200 dolárov za modré kravaty, ktoré stáli 40 dolárov za kravaty. Koľko utratil za kravaty? ;800
Tracy použila kus drôtu dlhého 4 stopy na podloženie paradajkových rastlín v záhrade. Drôt bol rozrezaný na kusy dlhé 15 cm. Koľko kúskov získala? ;8
Richard žije v budove s 15 poschodím. Každé poschodie obsahuje 8 jednotiek a 3/4 budovy je obsadené. Aký je celkový počet neobývaných jednotiek v budove? ;30
Lloyd má farmu na vajíčka. Jeho kurčatá produkujú 252 vajec denne a predáva ich za 2 doláre za tucet. Koľko zarobí Lloyd na vajciach týždenne? ;294
Tomova loď môže cestovať rýchlosťou 10 míľ za hodinu. Pluje od jednej do štyroch. Potom sa vráti späť rýchlosťou 6 mph. Ako dlho mu trvá, kým sa vráti? ;5
Uriahova taška s knihami je pre neho príliš ťažká. Musí z neho odstrániť 15 kíl. Jeho komiksy vážia každý 1 kg a jeho hračky každý 1 kg. Ak odstráni 30 komiksov, koľko hračiek potrebuje odstrániť? ;15
Mechanik si účtuje rôzne ceny za opravu pneumatík kamiónov a áut. Za každú opravenú pneumatiku nákladného vozidla si mechanik účtuje 60 dolárov a za každú opravenú pneumatiku automobilu si mechanik účtuje 40 dolárov. Vo štvrtok opraví mechanik 6 pneumatík na nákladné auto a 4 pneumatiky na auto. V piatok opravár opravil 12 pokusov a neopravil ani jednu pneumatiku. Koľko viac príjmov zarobil mechanik v deň s vyšším príjmom? ;40
Sestrám Doubtfire sa vracia domov so siedmimi mačiatkami prijatými z miestneho útulku pre zvieratá, keď ich matka zavolá, aby ich informovala, že ich dve domáce mačky práve mali mačiatka. Hovorí, že Patchy, prvá mačka, mala trikrát viac adoptovaných mačiat, zatiaľ čo Trixie, druhá mačka, mala 12. Koľko mačiat má teraz rodina Doubtfire? ;40
Jean má 30 lízákov. Jean zje 2 lízátka. S zostávajúcimi lízankami chce Jean balenie dvoch lízankov do jedného vrecka. Koľko vreciek môže Jean naplniť? ;14
Peter plánuje ísť tento týždeň do kina. Vždy dostane lístok za 7 dolárov a popcorn za 7 dolárov. Ak má 42 dolárov na týždeň, koľkokrát môže ísť do kina? ;3
Drevený most nesie viac ako 5000 libier. Dodávkový vozík plný rovnakých škatuliek, každá vážiaca 5 kíl, prejde cez most. Celková hmotnosť vodiča a prázdneho nákladiaka je 3755 libier. Aký je maximálny počet krabíc, ktoré sa môžu naložiť na nákladný vozík bez prekročenia limitu hmotnosti mosta? ;83
Stephen si objednal potraviny na internete. Jeho posledný účet bol 40 dolárov. Keďže to bolo cez dodávateľa, pridali 25% poplatku k jeho konečnému celkovej sume a účtovali mu 3 doláre za doručenie. Stephen tiež pridal $4.00 na sprepitné. Ak vezmeme do úvahy dodatočné poplatky, aká bola konečná cena Stephenových potravín? ;57
Malinový krík má 6 skupín po 20 plodov a 67 jednotlivých plodov roztrúsených po krbe. Koľko malin je celkovo? ;187
Košík obsahuje 25 pomarančov, z ktorých 1 je zlý, 20% nezrelé, 2 sú kyslé a zvyšok je dobrý. Koľko pomarančov je dobrých? ;17
Janet kúpila dlaňu pre svoju dcéru. Zaplatí 500 dolárov za materiál, aby ju vyrobil, a ďalších 800 dolárov pre klenotníka, aby ju postavil. Potom zaplatí 10% z toho, aby ju poistila. Koľko zaplatila? ;1430
Ak Marcy pracuje pre tú istú spoločnosť 40 rokov, dostane ročný dôchodok vo výške 50 000 dolárov ročne. Po 20 rokoch má nárok na 5% hodnoty dôchodku ročne. Ak skončí po 30 rokoch, aký bude jej ročný dôchodok? ;25000
Aleena sa prihlásila na streamingovú službu, ktorá jej účtuje 140 dolárov mesačne. Ak jej streamovacia spoločnosť účtovala počiatočnú sumu za prvú polovicu roka a potom jej účtovala o 10% menej peňazí za druhú polovicu roka, vypočítajte celkovú sumu, ktorú zaplatila za streamingovú službu do konca roka. ;1596
Sophia uvažuje o tom, že by sa dala na výlet autom, a chcela by vedieť, ako ďaleko sa dokáže dostať na jednu nádrž benzínu. Od posledného tankovania prešla 160 kilometrov a potrebovala do tanku vložiť 4 galóny benzínu, aby ju znova naplnila. V príručke jej auta sa píše, že jej nádrž obsahuje 12 galónov benzínu. Koľko míľ dokáže Sophia prejsť na jednu nádrž benzínu? ;300
Jim strávi 2 hodiny sledovaním televízie a potom sa rozhodne ísť do postele a čítať polovicu z toho času. Robí to 3 krát týždenne. Koľko hodín strávi pri televízii a čítaní za 4 týždne? ;36
Na basketbalovom turnaji súťažia štyri školy. Každá škola vyslala basketbalový tím dievčat a basketbalový tím chlapcov a každý tím má po 5 hráčov. Každá škola tiež vyslala trénera pre každý tím. Koľko ľudí posielajú všetky školy? ;48
Lovca pokladov našiel zakopanú truhlu s pokladmi plnú drahokamov. Bolo tam 175 diamantov, 35 rubínov menej ako diamantov a dvakrát toľko smaragdov ako rubínov. Koľko drahokamov bolo v tej truhli? ;595
V škole Dr. Wertza je dvakrát viac chlapcov ako dievčat. Ak je 60 dievčat a 5 študentov na každého učiteľa, koľko učiteľov je? ;36
Bailey začína s určitou sumou peňazí. Potom dostáva týždenné príspevky vo výške 5 dolárov počas 8 týždňov. Na konci 8 týždňov, ak má celkovo 100 dolárov, koľko peňazí mala Bailey na začiatku? ;60
Judy učí 5 tanečných hodín denne, v pracovné dni a 8 hodín v sobotu. Ak má každá trieda 15 študentov a ona účtuje 15 dolárov za jedného študenta, koľko peňazí zarobí za týždeň? ;7425
Kelian má dva recepty na prípravu jedál, jeden má 20 pokynov a druhý má dvakrát toľko pokynov ako ten prvý. Koľko inštrukcií musí Kelian prečítať, aby pripravil tieto dva jedlá? ;60
Tommy získava peniaze pre svoju charitu tým, že predáva sušienky za 3 doláre za kúsok a cheesecakes za 4 doláre za kúsok. Ak Tommy predá 43 sušienok a 23 plátok cheesecake, koľko peňazí získa Tommy? ;221
Shiela kúpila päť mobilov za 150 dolárov za každý, za 3 mesačnú splátku. Za každú jednotku sa účtuje 2% úrok. Koľko bude Shiela platiť každý mesiac po dobu 3 mesiacov? ;255
Artie má kvetinový stánok na Farmers Market. Predáva tri druhy kvetov: nalievky, petúnie a begónie. Zvyčajne predáva nalievky za 2,74 dolára za hrniec, petúnie za 1,87 dolára za hrniec a begónie za 2,12 dolára za hrniec. Artie dnes nemá drobné, tak sa rozhodol zaokrúhliť všetky ceny na najbližší dolár. Ak Artie predá 12 hrncov zlatých korún, 9 hrncov petún a 17 hrncov begónií, koľko zarobí? ;88
Luke trávi čas na pláži budovaním pieskových hradov. Nakoniec si všimne, že každá úroveň pieskového hradu bude mať polovicu plochy ako úroveň pod ňou. Ak postaví pieskový hrad s 4 úrovňami, kde je najvyššia úroveň 16 metrov štvorcových, aký je priemerný rozmer úrovne? ;60
Cecilia si práve kúpila nové šteniatko. Podľa jej veterinára musí šteniatka kŕmiť po 1 šálku psieho jedla každý deň počas prvých 180 dní. Potom musí kŕmiť šteniatka 2 šálkami psieho jedla každý deň po zvyšok jeho života. Ak jeden vrecko psieho jedla obsahuje 110 šálok, koľko vreciek psieho jedla Cecilia použije v prvom roku? ;5
Ak Raymond praje polovicu toľko ako Sarah a Sarah praje 4 krát viac ako David, vypočítajte rozdiel v množstve prania, ktoré Raymond a David robia, ak Sarah praje 400 libier prania. ;100
Vincent si môže kúpiť kvety v balení po 3 za 2,50 dolárov alebo v balení po 2 za 1 dolár. Koľko peňazí ušetrí tým, že si kúpi 18 kvetov za lepšiu cenu? ;6
John si adoptoval psa. Zoberie psa k štieračovi, čo stojí 100 dolárov. Králik mu ponúka 30% zľavu za to, že je nový zákazník. Koľko stojí ošetrenie? ;70
Dve dievčatá dostalo po 1/6 z 24 litrov vody. Potom mal jeden chlapec 6 litrov vody. Koľko litrov vody zostalo? ;10
Charlie mal 10 nálepok. Kúpil 21 nálepok z obchodu v nákupnom centre a dostal 23 na narodeniny. Potom Charlie dal 9 nálepok svojej sestre a 28 použil na dekoráciu pohľadnice. Koľko nálepok má Charlie? ;17
Grace váži 40 kíl. Alex váži o 2 litre menej ako Grace. Aká je ich celková hmotnosť v kilogramoch? ;623
Dan zasadil tri ružové kríky. Každý ružový kríok má 25 ruží. Každá ruža má 8 tŕňov. Koľko trní je tam? ;600
Futbalový tím hral 22 zápasov. Vyhrali 8 krát viac, ako stratili. Koľko ich vyhrali? ;15
Gene šije deku zo starých suvenírových tričiek. Má jednu košeľu z každej dovolenky, na ktorej bol. Každé tričko je jeho vlastný dekač. Každý rad je vyrobený z blokov z rôznych rokov dovolenky. Chodí na dovolenku štyrikrát do roka a na dovolenku ide od svojich 23 rokov. Teraz má 34 rokov. Koľko deku má v celku? ;44
Greg má nastavený budík, ktorý mu trikrát denne zvoní ako pripomienka. Keď sa spustí alarm, bude to pokračovať, kým ho Greg nevypne. Keď dnes prvý krát vybuchla, zazvonila štyrikrát. Druhýkrát to zazvonilo trikrát dlhšie ako prvý krát. Tretíkrát to zazvonilo len polovicu času ako druhýkrát. Koľkokrát zazvonil alarm? ;22
Jedna spoločnosť platí každému zo svojich zamestnancov 600 dolárov za mesiac. Spoločnosť má politiku zvyšovania platu každého zamestnanca o 10% z počiatočného platu každý rok pre tých, ktorí zostali v spoločnosti päť rokov. Ak Sylvie práve zaznamenala 5 rokov v spoločnosti minulý december, aký je jej ročný plat po ďalších troch rokoch služby? ;9360
Marilynina prvá nahrávka sa predala 10-krát viac ako Haraldova. Ak sa predalo 88 000 výtlačkov, koľko výtlačkov predal Harald? ;8000
Christina plánuje narodeninovú párty a potrebuje 75 balíčkov na pozvaného hosťa, pretože 1/4 účastníkov sa neukáže. Pozvala 16 priateľov. Darčekové tašky sú po 2 dolároch. Koľko utratí? ;24
Ted T-Rex plánoval priniesť zemiakový šalát na dinosaur piknik. Vie, že dospelý dinosaurus zje 10 libier zemiakového šalátu a dieťa zje polovičnú časť toho, čo dospelý. Ak bude na pikniku 20 dospelých a 5 detí, koľko kíl zemiakového šalátu musí Ted priniesť na piknik, ak dúfa, že bude mať dosť na nasýtenie všetkých? ;225
Jan má trikrát viac domácich miláčikov ako Marcia. Marcia má o dve domáce zvieratá viac ako Cindy. Ak má Cindy štyri domáce zvieratá, koľko domácich zvierat majú celkovo tí traja? ;28
Emily má 4 deti menom Amy, Jackson, Corey a James. Amy je o 5 rokov staršia ako Jackson a o 2 roky mladšia ako Corey. Ak má James 10 rokov a je o rok mladší ako Corey, koľko má Jackson? ;4
Lee bežal 400 metrov s prekážkami o dve sekundy rýchlejšie ako Gerald. Ale Gerald zmenil svoju diétu, čo zlepšilo jeho rýchlosť o 10%. Ak Lee beží 400 metrov s prekážkami za 38 sekúnd, ako rýchlo môže Gerald, so svojou zdokonalenou diétou, bežať 400 metrov s prekážkami za sekúnd? ;36
V susedstve je počet králikov dvanásť menej ako počet psov a mačiek. Ak sú dve mačky na každého psa a počet psov je 60, koľko domácich miláčikov je v okolí? ;348
Z 200 žiakov 5. ročníka sú 2/5 chlapci a 2/3 dievčat v skautských kluboch. Koľko dievčat nie je v skautom? ;40
Harry spal minulú noc 9 hodín. Jeho priateľ James spal len dve tretiny toho, čo spal Harry. Koľko hodín viac spal Harry ako James? ;3
Keď Freda varí konzervované paradajky do omáčky, stratia polovicu svojho objemu. Každá plechovka paradajok, ktorú používa, obsahuje tri paradajky. Fredova posledná dávka paradajkového omáčky mala 32 uncí omáčky. Koľko paradajok Freda použila? ;12
Autá sa stoja v rade na diaľnici. Niektoré autá prechádzajú počas prvých 15 minút dopravnej zápchy, potom ďalších 20 áut prechádza počas zostávajúcich 15 minút dopravnej zápchy. 5 áut z trasy sa vyberie z výjazdu, aby nemuseli prechádzať cez dopravnú zápchu. Ak bolo pôvodne na diaľnici 30 áut, koľko áut prešlo cez dopravnú zápch v prvých 15 minútach? ;5
Mária je vášnivá záhradníčka. Včera dostala 18 nových kvetináčikov z jej obľúbeného pestúnka. Už má na každom zo 40 výklenkov okna svojho veľkého vidieckeho domu dve rastliny v hrnci. Cítila sa veľkorysá a rozhodla sa, že zajtra dá jednu kvázdovú rastlinu z každého okraje priateľom a rodine. Koľko kvetináčikov bude mať Mary? ;58
Jerome mal 4 priateľov, ktorí ho jedného dňa prišli navštíviť. Prvý priateľ stlačil na zvonček 20 krát, kým Jerome otvoril, druhý priateľ stlačil na zvonček 1/4 krát viac ako Jeromeov prvý priateľ. Tretí priateľ stlačil na zvonček desaťkrát viac ako štvrtý. Ak štvrtý priateľ stlačil na zvonček 60 krát, koľko zvončekov vyvolalo zvonček? ;175
Solo musí prečítať 4 stránky zo svojej učebnice vedy, 20 strán zo svojej učebnice sociálnych štúdií, 7 strán zo svojej učebnice histórie a 8 strán zo svojej učebnice zemepisnej vedy. Solo v pondelok prečítal 15 strán. Ak má ešte 4 dni na to, aby dokončil celú knihu, koľko strán potrebuje prečítať v priemere za jeden deň? ;6
John si rád dá pohár vody k raňajkám, obedom a večeri. Nakoniec si jednu vypije, než pôjde spať. John to robí každý pracovný deň, ale cez víkendy sa rád uvoľní a namiesto toho si dá sodu k večeri. Koľko pohárov vody vypije John za týždeň? ;26
Z oceánu sa na mesto vrhá mlha. Trvá 10 minút, kým sa prejde každé 3 míle mesta. Ak je mesto 42 míľ od pobrežia k opačnému pobreží, koľko minút bude trvať, kým sa mlha pokryje celým mestom? ;140
Poppy rieši 1000-dielnu skladačku. Ona položí štvrtinu kúskov na dosku, potom jej mama položí tretinu z zostávajúcich kúskov. Koľko kúskov skladačky zostalo umiestniť? ;500
Cody zje trikrát viac koláčikov ako Amir. Ak Amir zje 5 koláčikov, koľko koláčikov zjesú obaja? ;20
John má tri krabice. Každá krabica je 5 palcov na 6 palcov na 4 palce. Steny sú tlsté asi 5 cm. Aký je celkový vnútorný objem všetkých 3 škatuľ? ;72
Frankie po každej noci po domácich úložiach pozerá telku. V pondelok a utorok sa každý večer pozrel na jednu hodinu svojho obľúbeného seriálu. V stredu si pozrel niekoľko epizód 30-minútovej show. Vo štvrtok dokončil domácu úlohu skôr a pozrel si jednu hodinu trvajúcu epizódu a 30 minútový seriál. V piatok musel zostať cez víkend dlho hore, takže pozrel dve hodinové epizódy. Ak pozrel celkovo 7 hodín televízie, koľko 30-minútových epizód pozrel v stredu? ;3
Henry robí koláčiky pre miestnu pekársku súťaž. Chce zarobiť dvakrát toľko ako vlani. Keď skončí pečenie, uvedomí si, že vlastne upekl 15 koláčikov viac, než mal v úmysle. Keď si ich necháva vychladnúť, upustí päť koláčikov a teraz má celkovo 110 koláčikov. Koľko koláčikov pečil Henry minulý rok? ;50
Miestna benzínová pumpa predáva benzín za 3 doláre za galón. Spoločnosť s aplikáciami ponúka $ 20 cashback za galón, ak natankujete na tejto stanici. Ak niekto kúpi 10 galónov benzínu, koľko bude ich benzínu po vrátení peňazí? ;28
Marcell a Beatrice majú súťaž, kto zje najviac ovocných balení, tak ich rozbalí toľko, koľko nájdu. Bohužiaľ, niekto sa mýli a Beatrice mala dva zvitky široké a 24 zvitkov dlhé, zatiaľ čo Marcell mal tri zvitky široké a 14 zvitkov dlhé. Ak obaja zjedli celé množstvo, koľko ich zjedli v priemere? ;45
Julia mala pri člne únik, keď bola na jazere. Loď si nabrala dva litre vody na každých tri metre, ktoré vesla späť k brehu. Trvalo jej šestnásť sekúnd, kým sa vydala na dvadsať stôp. Z pobrežia bolo 64 sekúnd. Koľko vody bolo v člne, keď Julia dorazila na breh? ;16
V triede je tabuľka, ktorú zdieľajú 4 učitelia, ktorí sa striedajú pri používaní triedy. Každý učiteľ má 2 hodiny denne a používa pri každej hodine tabuľu. Ak je tabuľka čistená 3 krát za hodinu, koľkokrát je tabuľka čistená za deň? ;24
Ryan si každý deň sadí do záhrady dve kvety. Po 15 dňoch, koľko kvetov má, ak 5 nevyrobilo? ;25
Jamalov telefón dokáže uložiť šesťkrát viac fotografií ako Brittany. Maximálny počet fotografií, ktoré dokáže Brittany telefonovať, je 50 krát väčší ako počet vtákov na Jamalovej fotografii kačíc v zoo. Ak Jamalov telefón dokáže uložiť 1800 fotografií, koľko kačíc je vidno na Jamalovej fotografii kačíc v zoo? ;6
Sasha si všimla, že ceny dreva vzrástli za posledných pár mesiacov o 50%, keď si kúpila nejaké drevo. Keďže má zvyšky, rozhodne sa ich predať. Zostalo jej desať dosek 2x4x10, ktoré stáli 10 dolárov za každú. Má tiež päť dosí 4 x 4 x 10 ktoré kúpila za 16 dolárov za kus. Ak ich všetky predá, koľko zarobí? ;90
