question;answer_number
Een nieuw programma had 60 downloads in de eerste maand. Het aantal downloads in de tweede maand was drie keer zo veel als het aantal downloads in de eerste maand, maar daalde vervolgens met 30% in de derde maand. Hoeveel downloads had het programma in totaal in de drie maanden? ;366
Toula ging naar de bakkerij en kocht verschillende soorten gebak. Ze kocht 3 dozijn donuts die $68 per dozijn kostten, 2 dozijn mini cupcakes die $80 per dozijn kostten, en 6 dozijn mini cheesecakes voor $55 per dozijn. Hoeveel was de totale kosten? ;694
Carlos plant een citroenboom. De boom kost $90 om te planten. Elk jaar zullen er 7 citroenen groeien, die hij voor $1,50 per stuk kan verkopen. Het kost drie dollar per jaar om de boom te bewateren en te voeden. Hoeveel jaar duurt het voordat hij geld begint te verdienen met de citroenboom? ;13
Melanie is een deur-tot-deur verkoper. Ze verkocht een derde van haar stofzuigers in het groene huis, 2 meer aan het rode huis, en de helft van wat er over was in het oranje huis. Als Melanie nog vijf stofzuigers heeft, hoeveel had ze dan? ;18
In een dansles van 20 studenten, 20% ingeschreven in hedendaagse dans, 25% van de resterende ingeschreven in jazzdans, en de rest ingeschreven in hip-hop dans. Hoeveel procent van de studenten heeft hiphopdans? ;60
Een handelaar wil een keuze maken tussen twee aankoopplannen: sieraden ter waarde van 5.000 dollar of elektronische apparaten ter waarde van 8.000 dollar. Zijn financieel adviseur voorspelt dat de sieradenmarkt 2,5% zal stijgen... terwijl de markt voor elektronische apparaten 1,2% zal stijgen in dezelfde maand. Als de handelaar wil maximaal winst maken aan het einde van deze maand door een keuze te maken, hoeveel winst zou dit zijn? ;125
Twee treinen vertrekken tegelijk uit San Rafael. Ze beginnen te reizen naar het westen, beide reizen voor 80 mijl. De volgende dag reizen ze naar het noorden, over een afstand van 240 kilometer. Wat is de afstand die elke trein heeft afgelegd in de twee dagen? ;230
Jill krijgt 20 dollar per uur als docent en 30 dollar als cheerleading coach. Als ze 50 weken per jaar werkt, 35 uur per week als leraar en 15 uur per week als coach, wat is haar jaarsalaris? ;57500
Claire maakt elke ochtend een omelet met 3 eieren voor het ontbijt. Hoeveel dozijnen eieren zal ze eten in 4 weken? ;7
Marissa loopt een wandelpad van 12 mijl. Ze had een uur nodig om de eerste 4 mijl te lopen, en nog een uur om de volgende 2 mijl te lopen. Als ze wil dat haar gemiddelde snelheid 4 mijl per uur is, welke snelheid (in mijl per uur) heeft ze dan nodig om de resterende afstand te lopen? ;6
Ik heb 10 liter sinaasappel drank die twee derde water is en ik wil het toevoegen aan 15 liter ananas drank die drie vijfde water is. Maar terwijl ik het giet, stort ik een liter van de sinaasappel drank. Hoeveel water zit er in de overige 24 liter? ;15
Raymond en Samantha zijn neven. Raymond is zes jaar voor Samantha geboren. Raymond kreeg een zoon op zijn 23e. Als Samantha nu 31 is, hoeveel jaar geleden is Raymonds zoon geboren? ;14
Billy verkoopt dvd's. Hij heeft 8 klanten op dinsdag. Zijn eerste 3 klanten kopen elk een DVD. Zijn volgende twee klanten kopen elk twee dvd's. Zijn laatste 3 klanten kopen geen dvd's. Hoeveel DVD's heeft Billy dinsdag verkocht? ;7
Een kaars smelt met 2 centimeter per uur dat ze brandt. Hoeveel centimeter korter zal een kaars zijn na het branden van 13:00 tot 17:00 uur? ;8
Kyle kocht het best verkochte boek van vorig jaar voor $19.50. Dit is met een korting van 25% op de oorspronkelijke prijs. Wat was de oorspronkelijke prijs van het boek? ;26
Marie bestelde een kipmaaltijd die $12 kostte, 5 pakjes melk die $3 kostte, 4 appels die $1,50 kostten en enkele dozen pizza. Marie betaalde in totaal $50. Hoeveel dozen pizza bestelde Marie als elke doos $8.50 kost? ;2
Mishka kocht 3 paar korte broeken, 3 paar broeken en 3 paar schoenen. Een paar korte broeken kost $16.50. Een broek kost 22,50 dollar en een paar schoenen kost 42 dollar. Hoeveel dollar heeft Mishka uitgegeven aan al die kledingstukken? ;243
Cynthia eet elke avond een portie ijs. Ze koopt kartons met ijs met 15 porties ijs per karton voor $4,00 per karton. Na 60 dagen, hoeveel zal ze uitgeven aan ijs? ;16
Henry heeft twee keer gestopt tijdens zijn fietstocht van 100 kilometer. Hij stopte eerst na 20 mijl. Zijn tweede stop was 15 mijl voor het einde van de reis. Hoeveel mijlen reed hij tussen zijn eerste en tweede stop? ;25
Gloria is schoenen aan het kopen en komt een paar laarzen tegen die bij haar budget passen. Zij moet echter kiezen tussen de laarzen en twee paar hoge hakken die samen vijf dollar minder kosten dan de laarzen. Als een paar hakken $33 kost en de andere twee keer zoveel, hoeveel dollar zijn de laarzen dan? ;104
Darrell en Allen zijn in de leeftijdsverhouding van 7:11. Als hun totale leeftijd nu 162 is, bereken dan Allen's leeftijd over 10 jaar. ;109
Gunter probeert de jelly beans in een pot te tellen. Hij vraagt zijn vrienden hoeveel ze denken dat er in de pot zitten. Eén zegt 80. Een andere zegt 20 meer dan de helft van de eerste. Een derde zegt 25% meer dan de eerste. Wat is hun gemiddelde gok? ;80
John zorgt voor 10 honden. Elke hond neemt 1,5 uur per dag om te wandelen en om voor zijn zaken te zorgen. Hoeveel uur per week besteedt hij aan het verzorgen van honden? ;35
Gretchen heeft 110 munten. Er zijn 30 gouden munten meer dan zilveren. Hoeveel gouden munten heeft Gretchen? ;70
Siobhan heeft twee juwelen minder dan Aaron. Aaron heeft vijf juwelen meer dan de helft van Raymond's juwelen. Als Raymond 40 juwelen heeft, hoeveel juwelen heeft Siobhan dan? ;23
Mike speelt 40 minuten pingpong. In de eerste 20 minuten scoort hij 4 punten. In de tweede 20 minuten scoort hij 25% meer punten. Hoeveel punten heeft hij in totaal gescoord? ;9
Terry eet twee yoghurtjes per dag. Ze zijn momenteel te koop voor 4 yoghurtjes voor $5.00. Hoeveel geeft hij uit aan yoghurt over 30 dagen? ;75
John is van plan al zijn speelgoed te verkopen en het geld te gebruiken om videospelletjes te kopen. Hij heeft 13 lego sets en hij verkoopt ze voor $15 per stuk. Hij koopt uiteindelijk 8 videogames voor $20 per stuk en heeft nog $5 over. Hoeveel lego sets heeft hij nog? ;2
John rent 100 kilometer per week. Hij loopt drie dagen per week. Hij loopt drie uur de eerste dag en de helft van de andere twee dagen. Hoe snel kan hij lopen? ;10
Dana kan vier keer zo snel lopen als ze kan lopen, maar ze kan springen met een snelheid die de helft zo snel is als ze kan lopen. Als ze kan springen met 5 kilometer per uur, hoeveel kilometer kan ze dan afleggen in zes uur als ze een derde van de tijd loopt en twee derde van de tijd loopt? ;18
Brandon's iPhone is vier keer zo oud als Ben's iPhone. Bens iPhone is twee keer zo oud als die van Suzy. Als Suzy's iPhone een jaar oud is, hoe oud is Brandon's iPhone dan? ;8
De grote draak, Perg, zat hoog op de berg Farbo, en blaasde vuur op alles binnen een afstand van 1000 voet. Polly kon de gouden speer, het enige wapen dat de draak kon sleden, 400 voet ver werpen, binnen het bereik van de vlammen van de draak. Maar als Polly de saffier steen vasthield, kon ze de speer drie keer verder gooien dan wanneer ze de steen niet vasthield. Als ze de edelsteen vasthield, hoe ver buiten het bereik van de vlammen van de draak kon Polly staan en toch de draak raken met de gouden speer? ;200
Oma Jones heeft vijf appeltaartjes gebakken voor de lunch van de brandweerman. Ze sneed elke taart in acht stukken en legde de vijf taartjes op de buffettafel zodat de gasten zichzelf konden serveren. Aan het einde van de avond, nadat de gasten hun stukjes taart hadden opgegeten, waren er nog 14 stukjes taart over. Hoeveel stukken zijn er door de gasten meegenomen? ;26
Volgens de voedingswaarde bevat een zak chips 250 calorieën per portie. Als een zak van 300 g 5 porties bevat, hoeveel gram kunt u dan eten als uw dagelijkse caloriedoelstelling 2000 is en u al 1800 calorieën heeft verbruikt? ;48
Charlie wil bijenwas kaarsen verkopen. Voor elk pond bijenwas kan hij tien geconiseerde kaarsen maken. Een pond bijenwas en de doeken kosten $10.00 aan voorraden. Als hij elke kaars voor $2,00 verkoopt, wat is dan zijn nettowinst als hij 20 kaarsen maakt en verkoopt? ;20
Meredith is een freelance blogger die schrijft over gezondheidsthema's en die elke dag als vaste baan aan klanten voorlegt. Een blogartikel kost gemiddeld 4 uur om over te onderzoeken en te schrijven. Vorige week schreef ze 5 artikelen op maandag en 2/5 keer meer artikelen op dinsdag dan op maandag. Op woensdag schreef ze twee keer zoveel artikelen als op dinsdag. Bereken het totale aantal uren dat ze in de drie dagen aan het schrijven van artikelen heeft besteed. ;104
"Candice stopte 80 post-it-brieven in haar tas voordat ze naar haar werk ging in de koffiewinkel. Onderweg stopte ze bij de winkel en kocht een pak Post-it-brieven; op het werk plaatste ze een Post-it-briefje op elk van 220 verschillende kopjes koffie. Als ze 23 Post-it-brieven had, hoeveel Post-it-brieven waren er in het pakje dat ze kocht? ";163
John koopt twee keer zoveel rode dan blauwe stropdassen. De rode stropdassen kosten 50% meer dan de blauwe stropdassen. Hij gaf $200 uit aan blauwe stropdassen die $40 per stuk kostten. Hoeveel heeft hij aan stropdassen uitgegeven? ;800
Tracy gebruikte een stukje draad van een meter om tomatenplanten in de tuin te ondersteunen. De draad was in stukken gesneden van 15 centimeter lang. Hoeveel stukken heeft ze gekregen? ;8
Richard woont in een appartementencomplex van 15 verdiepingen. Elke verdieping bevat 8 eenheden, en 3/4 van het gebouw is bezet. Hoeveel leegstaande appartementen zijn er in het gebouw? ;30
Lloyd heeft een eierenboerderij. Zijn kippen produceren 252 eieren per dag en hij verkoopt ze voor $2 per dozijn. Hoeveel verdient Lloyd per week aan eieren? ;294
Toms schip kan met 10 mijl per uur reizen. Hij vaart van 1 tot 4 uur. Hij reist dan terug met een snelheid van 6 mph. Hoe lang duurt het voordat hij terug is? ;5
Uriah's boekzak wordt te zwaar voor hem. Hij moet er vijf kilo van afnemen. Zijn stripboeken wegen elk een kwart kilo en zijn speelgoed een half kilo. Als hij 30 stripboeken verwijdert, hoeveel speelgoed moet hij dan verwijderen? ;15
Een monteur vraagt verschillende tarieven om de banden van vrachtwagens en auto's te repareren. Voor elke truckband die wordt gerepareerd, zal de monteur $60 vragen en voor elke autoband die wordt gerepareerd, zal de monteur $40 vragen. Op donderdag repareert de monteur zes vrachtwagenbanden en vier auto's. Op vrijdag repareert de monteur 12 auto's en repareert geen truckbanden. Hoeveel meer inkomsten verdiende de monteur op de dag met een hogere inkomsten? ;40
De Doubtfire zussen rijden naar huis met 7 kittens geadopteerd uit het plaatselijke dierenasiel wanneer hun moeder belt om hen te informeren dat hun twee huiskatten net kittens hebben gekregen. Ze zegt dat Patchy, de eerste kat, drie keer zoveel adoptie-katjes heeft gehad, terwijl Trixie, de andere kat, er 12 heeft gehad. Hoeveel kittens heeft de familie Doubtfire nu? ;40
Jean heeft 30 lolly's. Jean eet twee lolly's. Met de overgebleven lolly's wil Jean twee lolly's in één zak pakken. Hoeveel zakken kan Jean vullen? ;14
Peter is van plan om deze week naar de film te gaan. Hij krijgt altijd een kaartje voor $7 en popcorn voor $7. Als hij 42 dollar per week heeft, hoe vaak kan hij dan naar de film gaan? ;3
Een houten brug kan niet meer dan 5000 pond dragen. Een vrachtwagen vol met identieke dozen, elk met een gewicht van 5 kilo, zal over de brug rijden. Het gecombineerde gewicht van de chauffeur en de lege truck is 3755 pond. Wat is het maximale aantal dozen dat op de vrachtwagen kan worden geladen zonder de gewichtsgrens van de brug te overschrijden? ;83
Stephen bestelde online boodschappen. Zijn laatste rekening was $40.00. Omdat dit via een leverancier was, hebben ze 25% van zijn totale bedrag toegevoegd en hem $3,00 in bezorgkosten in rekening gebracht. Stephen gaf ook een fooi van $4. Na de extra kosten, wat was de uiteindelijke prijs van Stephen's boodschappen? ;57
Een frambozenstruik heeft 6 clusters van 20 vruchten elk en 67 individuele vruchten verspreid over de struik. Hoeveel frambozen zijn er in totaal? ;187
Een mand bevat 25 sinaasappelen, waarvan 1 slecht is, 20% onrijp, 2 zuur en de rest goed. Hoeveel sinaasappels zijn goed? ;17
Janet koopt een broche voor haar dochter. Ze betaalt 500 dollar voor het materiaal om het te maken en nog eens 800 dollar voor de juwelier om het te bouwen. Daarna betaalt ze 10% van dat om het te verzekeren. Hoeveel heeft ze betaald? ;1430
Als Marcy 40 jaar voor hetzelfde bedrijf werkt, krijgt ze een jaarlijks pensioen van $50.000 per jaar. Na 20 jaar heeft zij recht op 5% van de waarde van het pensioen per jaar. Als ze na 30 jaar stopt, wat is haar jaarlijkse pensioen? ;25000
Aleena heeft een abonnement op een streamingdienst die haar $140 per maand kost. Als de streamingmaatschappij haar het initiële bedrag voor de eerste helft van het jaar in rekening bracht en haar vervolgens 10% minder geld in rekening bracht voor de tweede helft van het jaar, bereken dan het totale bedrag dat ze tegen het einde van het jaar voor de streamingdienst had betaald. ;1596
Sophia denkt erover een reisje te maken met haar auto en wil graag weten hoe ver ze kan rijden met één tank benzine. Ze heeft 160 kilometer afgelegd sinds ze voor het laatst een tankstuk heeft gevuld, en ze moest nog een liter benzine inzetten om het opnieuw vol te tanken. In het gebruiksaanwijzingje van haar auto staat dat haar tank 12 gallon benzine bevat. Hoeveel kilometers kan Sophia rijden op één tank benzine? ;300
Jim kijkt twee uur tv en gaat dan naar bed om half zo lang te lezen. Hij doet dit drie keer per week. Hoeveel uren kijkt hij in vier weken naar tv en leest hij? ;36
Er zijn vier scholen die meedoen aan een basketbaltoernooi. Elke school heeft een basketbalteam voor meisjes en een basketbalteam voor jongens gestuurd en elk team heeft 5 spelers. Elke school heeft ook een coach voor elk team gestuurd. In totaal, hoeveel mensen hebben alle scholen gestuurd? ;48
Een schatzoeker vond een begraven schatkist vol met edelstenen. Er waren 175 diamanten, 35 minder robijnen dan diamanten, en twee keer zoveel smaragden als robijnen. Hoeveel edelstenen waren er in de kist? ;595
Er zijn twee keer zoveel jongens als meisjes op de school van Dr. Wertz. Als er 60 meisjes en 5 leerlingen zijn voor elke leraar, hoeveel leraren zijn er dan? ;36
Bailey begint met een bepaald bedrag. Dan krijgt ze een wekelijkse toelage van 5 dollar voor 8 weken. Als ze aan het eind van de 8 weken 100 dollar heeft, hoeveel geld had Bailey toen ze begon? ;60
Judy geeft 5 danslessen, elke dag, op weekdagen en 8 lessen op zaterdag. Als elke klas 15 studenten heeft en ze rekent $15.00 per student, hoeveel geld verdient ze in 1 week? ;7425
Kelian heeft twee recepten voor het bereiden van gerechten, een met 20 instructies en een tweede met twee keer zoveel instructies als de eerste. Hoeveel instructies moet Kelian lezen om de twee gerechten te bereiden? ;60
Tommy verzamelt geld voor zijn liefdadigheid door brownies te verkopen voor 3 dollar per stuk en cheesecakes voor 4 dollar per stuk. Als Tommy 43 brownies en 23 stukjes cheesecake verkoopt, hoeveel geld haalt Tommy dan op? ;221
Shiela kocht vijf mobiele telefoons voor $150 per stuk voor een betaling van 3 maanden. Voor elke eenheid wordt een rente van 2% in rekening gebracht. Hoeveel zal Shiela elke maand betalen voor 3 maanden? ;255
Artie heeft een bloemenwinkel op de boerenmarkt. Hij verkoopt drie soorten bloemen: bloemkool, petunia en begonia. Hij verkoopt meestal goudsbloemen voor 2,74 dollar per pot, petunias voor 1,87 dollar per pot en begonias voor 2,12 dollar per pot. Artie heeft geen wisselgeld vandaag, dus heeft hij besloten om al zijn prijzen te afronden tot de dichtstbijzijnde dollar. Als Artie 12 potten goudsbloemen verkoopt, 9 potten petunias en 17 potten begonia's, hoeveel zal hij dan verdienen? ;88
Luke is aan het strand en bouwt kastelen in het zand. Uiteindelijk merkt hij dat elk niveau van een zandkasteel de helft van het vierkante oppervlak heeft als het niveau eronder. Als hij een 4-nivelair zandkasteel maakt waar het bovenste niveau een oppervlakte van 16 vierkante meter heeft, wat is de gemiddelde vierkante meter van een niveau? ;60
Cecilia heeft net een nieuwe puppy gekocht. Volgens haar dierenarts moet ze de puppy de eerste 180 dagen elke dag 1 kopje hondenvoer geven. Dan moet ze de puppy 2 kopjes hondenvoer voeden elke dag voor de rest van zijn leven. Als één zak hondenvoer 110 kopjes bevat, hoeveel zakken hondenvoer zal Cecilia dan in het eerste jaar gebruiken? ;5
Als Raymond de helft zoveel was doet als Sarah, en Sarah doet 4 keer zoveel was als David, bereken dan het verschil in de hoeveelheid was die Raymond en David doen als Sarah 400 pond was doet. ;100
Vincent kan bloemen kopen in pakjes van drie voor $2,50 of in pakjes van twee voor $1. Hoeveel geld bespaart hij door 18 bloemen te kopen tegen de betere prijs? ;6
John adopteert een hond. Hij neemt de hond mee naar de verzorgingsarts, die $100 kost. De groomer biedt hem 30% korting als hij een nieuwe klant is. Hoeveel kost de verzorging? ;70
Twee meisjes kregen elk 1/6 van de 24 liter water. Toen kreeg een jongen 6 liter water. Hoeveel liter water was er nog over? ;10
Charlie had tien stickers. Hij kocht 21 stickers in een winkel in het winkelcentrum en kreeg 23 stickers voor zijn verjaardag. Toen gaf Charlie 9 van de stickers aan zijn zus en gebruikte 28 om een wenskaart te versieren. Hoeveel stickers heeft Charlie nog? ;17
Grace weegt 125 pond. Alex weegt een pond minder dan Grace. Wat is hun totale gewicht in kilo's? ;623
Dan plant drie rozenstruiken. Elke rozenstruik heeft 25 rozen. Elke roos heeft 8 doornen. Hoeveel doornen zijn er in totaal? ;600
Een voetbalteam speelde 22 wedstrijden. Ze wonnen 8 meer dan ze verloren. Hoeveel hebben ze gewonnen? ;15
Gene is een deken aan het naaien van oude T-shirts. Hij heeft een shirt van elke vakantie die hij heeft gehad. Elk shirt is zijn eigen quiltblok. Elke rij is gemaakt van blokken uit een ander vakantiejaar. Hij gaat vier keer per jaar op vakantie en doet dat sinds hij 23 is. Hij is nu 34. Hoeveel quiltblokken heeft hij in totaal? ;44
Greg heeft een wekker die drie keer per dag gaat rinkelen als herinnering. Als het alarm afgaat, blijft het afgaan tot Greg het uitzet. De eerste keer dat het vandaag afging, ging het vier keer. De tweede keer ging het drie keer zo lang als de eerste keer. De derde keer ging het half zo lang als de tweede keer. Hoeveel keer ging het alarm af? ;22
Een bedrijf betaalt zijn werknemers elk 600 dollar per maand. Het bedrijf heeft een beleid om het salaris van elk van zijn werknemers te verhogen met 10% van het beginsalaris elk jaar voor degenen die vijf jaar in het bedrijf zijn gebleven. Als Sylvie net 5 jaar in het bedrijf heeft gewerkt in december, wat is haar jaarsalaris na nog drie jaar dienst? ;9360
Marilyn's eerste plaat verkocht tien keer zoveel exemplaren als die van Harald. Als ze samen 88.000 exemplaren verkochten, hoeveel exemplaren heeft Harald dan verkocht? ;8000
Christina is een verjaardagsfeestje aan het plannen en heeft 75 cadeaupassen nodig per uitgenodigde gast, omdat 1/4 van de deelnemers niet komen. Ze nodigde 16 vrienden uit. Geschenkzakken zijn $2 per stuk. Hoeveel gaat ze uitgeven? ;24
Ted de T-Rex was van plan om aardappelsalade mee te nemen naar de dinosaurus picknick. Hij weet dat een volwassen dinosaurus 10 pond aardappelsalade eet, en een kind de helft van een volwassene. Als er 20 volwassenen en 5 kinderen op de picknick zijn, hoeveel kilo aardappelsalade moet Ted dan meenemen naar de picknick als hij hoopt genoeg te hebben om iedereen te voeden? ;225
Jan heeft drie keer zoveel huisdieren als Marcia. Marcia heeft twee huisdieren meer dan Cindy. Als Cindy vier huisdieren heeft, hoeveel huisdieren hebben de drie dan? ;28
Emily heeft vier kinderen, Amy, Jackson, Corey en James. Amy is 5 jaar ouder dan Jackson en 2 jaar jonger dan Corey. Als James 10 is en een jaar jonger is dan Corey, hoe oud is Jackson dan? ;4
Lee kon de 400 meter met hindernissen twee seconden sneller lopen dan Gerald de 400 meter met hindernissen. Maar Gerald veranderde zijn dieet, waardoor zijn snelheid met 10% verbeterde. Als Lee de 400 meter met hindernissen in 38 seconden loopt, hoe snel kan Gerald, met zijn verbeterde dieet, de 400 meter met hindernissen in seconden lopen? ;36
In een buurt is het aantal konijnen twaalf keer minder dan het aantal honden en katten samen. Als er twee katten zijn voor elke hond, en het aantal honden is 60, hoeveel huisdieren zijn er dan in totaal in de buurt? ;348
Van de 200 studenten van de vijfde klas zijn 2/5 jongens en 2/3 meisjes in de meisjes-scouts. Hoeveel meisjes zijn er niet in de meisjes scout? ;40
Harry heeft negen uur geslapen. Zijn vriend James sliep maar twee derde van wat Harry sliep. Hoeveel uur heeft Harry meer geslapen dan James? ;3
Als Freda ingeblikte tomaten in saus kookt, verliezen ze de helft van hun volume. Elk blikje tomaten van 40 gram dat ze gebruikt, bevat drie tomaten. Fredas laatste partij tomatensaus was 32 gram. Hoeveel tomaten heeft Freda gebruikt? ;12
Er staan auto's in de rij op de snelweg. Sommige auto's rijden de eerste 15 minuten door de file, daarna rijden er nog 20 auto's door in de resterende 15 minuten. Vijf auto's nemen een afslag zodat ze niet door de file hoeven te rijden. Als er oorspronkelijk 30 auto's op de snelweg waren, hoeveel auto's reden dan door de file in de eerste 15 minuten? ;5
Maria is een fervent tuinman. Gisteren kreeg ze 18 nieuwe potplanten van haar favoriete plantenkwekerij. Ze heeft al twee potplanten op elk van de veertig vensterrandjes van haar grote landhuis. Ze heeft besloten om morgen een potje met planten van elke richel aan vrienden en familie te geven. Hoeveel potplanten zal Mary bij zich houden? ;58
Jerome had 4 vrienden die hem op een bepaalde dag kwamen bezoeken. De eerste vriend drukte 20 keer op de deurbel voordat Jerome opende, de tweede vriend drukte 1/4 keer meer op de deurbel dan de eerste vriend van Jerome. De derde vriend drukte tien keer zo hard op de deurbel als de vierde vriend. Als de vierde vriend 60 keer op de deurbel drukte, hoeveel ringen maakte de deurbel? ;175
Solo moet 4 pagina's uit zijn wetenschappelijk handboek lezen, 20 pagina's uit zijn sociaalwetenschappelijk handboek, 7 pagina's uit zijn geschiedenishandboek en 8 pagina's uit zijn geografiehandboek. Solo las maandag 15 pagina's. Als hij nog 4 dagen heeft om alles te lezen, hoeveel bladzijden moet hij dan gemiddeld lezen op één dag? ;6
John drinkt graag een glas water bij het ontbijt, de lunch en het diner. Eindelijk heeft hij er ook een voor hij naar bed gaat. John doet dit elke werkdag, maar in het weekend ontspant hij zich graag en drinkt hij een frisdrank bij het eten. Hoeveel glazen water drinkt John in een week? ;26
Een mistbank komt van de oceaan om een stad te bedekken. Het duurt 10 minuten om elke 3 mijl van de stad te bestrijken. Als de stad 42 mijl over de kustlijn ligt, hoeveel minuten duurt het voor de mist de hele stad bedekt? ;140
Poppy lost een puzzel op van 1000 stukken. Ze plaatst een kwart van de stukken op het bord, dan plaatst haar moeder een derde van de resterende stukken. Hoeveel puzzelstukken moeten er nog geplaatst worden? ;500
Cody eet drie keer zoveel koekjes als Amir. Als Amir 5 koekjes eet, hoeveel koekjes eten ze dan samen? ;20
John heeft drie dozen. Elke doos is 5 inch bij 6 inch bij 4 inch. De muren zijn een centimeter dik. Wat is het totale volume van alle drie de dozen? ;72
Frankie kijkt elke avond tv nadat hij zijn huiswerk gedaan heeft. Op maandag en dinsdag keek hij elke avond naar een aflevering van zijn favoriete programma. Op woensdag keek hij een paar afleveringen van een show van 30 minuten. Donderdag maakte hij zijn huiswerk vroeg af en keek naar een aflevering van een uur en een show van 30 minuten. Vrijdag moest hij het weekend lang opblijven, dus hij keek naar twee afleveringen van één uur. Als hij in totaal 7 uur tv keek, hoeveel afleveringen van 30 minuten keek hij dan woensdag? ;3
Henry maakt koekjes voor een lokale bakwedstrijd. Hij wil twee keer zoveel verdienen als vorig jaar. Als hij klaar is met bakken, beseft hij dat hij 15 koekjes meer gebakken heeft dan hij bedoelde. Hij laat vijf van zijn koekjes vallen terwijl hij ze uitzet om ze af te koelen, en nu heeft hij in totaal 110 koekjes. Hoeveel koekjes heeft Henry vorig jaar gebakken? ;50
Een lokale tankstation verkoopt gas voor $3,00 per gallon. Een app bedrijf biedt $ 20 cashback per gallon als je bij dit station vol tankt. Als iemand 10 gallon benzine koopt, hoeveel geld heeft hij dan nog, na de cashback beloningen? ;28
Marcell en Beatrice hebben een wedstrijd om te zien wie de meeste fruit roll-ups kan eten, dus ze rollen er zoveel uit als ze kunnen vinden. Helaas maakt iemand een fout en Beatrice's was twee roll-ups breed en 24 roll-ups lang terwijl Marcell's 3 roll-ups breed en 14 roll-ups lang was. Als ze allebei hun hele hoeveelheid aten, hoeveel aten ze dan gemiddeld? ;45
Julia's boot lekt terwijl ze op het meer is. De boot nam twee liter water op voor elke tien voet die ze terug naar de kust roeide. Het duurde haar zestien seconden om zes meter te roeien. De kust was 64 seconden verwijderd. Hoeveel water had de boot op genomen tegen de tijd dat Julia de kust bereikte? ;16
Een klas heeft een whiteboard dat wordt gedeeld door de 4 leraren die om beurten het klaslokaal gebruiken. Elke leraar heeft 2 lessen per dag en gebruikt het whiteboard in elke les. Als het whiteboard 3 keer per les wordt schoongemaakt, hoeveel keer wordt het whiteboard dan schoongemaakt per dag? ;24
Ryan plant twee bloemen per dag in zijn tuin. Na 15 dagen, hoeveel bloemen heeft hij als 5 niet groeiden? ;25
Jamal's telefoon kan 6 keer meer foto's bevatten dan Brittany's telefoon. Het maximale aantal foto's dat Brittany's telefoon kan bevatten is 50 keer meer dan het aantal vogels op Jamal's foto van de eenden in de dierentuin. Als Jamals telefoon 1800 foto's kan bevatten, hoeveel eenden zijn er dan te zien op Jamals foto van eenden in de dierentuin? ;6
Sasha merkt op dat de prijzen voor hout de laatste paar maanden met 50% zijn gestegen nadat ze wat hout heeft gekocht. Omdat ze nog wat over heeft, besluit ze het te verkopen. Ze heeft tien overgebleven 2 x 4 x 10 planken die haar $10 per stuk kosten. Ze heeft ook vijf 4 x 4 x 10 planken die ze voor $16 per stuk heeft gekocht. Als ze ze allemaal verkoopt, hoeveel winst maakt ze dan? ;90
