question;answer_number
Program anyar puniki sampun kaunduh 60 kali ring sasih kapertama. Akéh sané kaunduh ring sasih kaping kalih ping tiga saking sasih kapertama, sakéwanten raris ngirangin 30% ring sasih kaping tiga. Kantos pinten program punika kaunduh ring tigang sasih punika? ;366
Toula lunga ka toko roti tur numbas makudang-kudang soroh jaje. Dané numbas 3 lusin donut sané mapangarga $68 per lusin, 2 lusin mini cupcake sané mapangarga $80 per lusin, miwah 6 lusin mini cheesecake sané mapangarga $55 per lusin. Berapa total biayanya? ;694
Carlos nandur wit jeruk nipis. Wit punika pacang nelasang prabéya $90 anggén nanem. Nyabran warsa ipun pacang numbuhang 7 buah lemon, sane prasida kadol aji $1,5 soang-soang. Ngabénang $3 nyabran warsa anggén ngwarisin taru punika. Makudang-kudang warsa malih ipun pacang ngawitin makarya jinah saking punyan lemon punika? ;13
Melanie inggih punika anak istri sané ngadol barang saking umah ka umah. Dané ngadol sapertelu panyedotnyané ring umah hijau, kalih malih ring umah barak, miwah atenga sané kantun ring umah jingga. Yéning Melanie kantun madué 5 mesin cuci, napi akéhnyané sané kapertama? ;18
Ring kelas igelan 20 siswa, 20% sane masekolah ring tari kontemporer, 25% sane lianan masekolah ring tari jazz, miwah sisannyane masekolah ring tari hip-hop. Sakéwanten, napi persentase saking makasami sisia sané ngranjing ring tari hip-hop? ;60
Juru dagang makeneh milih pantaraning 2 rencana pamesanan: perhiasan sané mapangarga $5.000 utawi piranti elektronik sané mapangarga $8.000. Penasihat kauangannyané narka pasar perhiasan pacang nincap 2,5% raris pasar piranti elektronik pacang nincap 1,2% ring sasih sané pateh. Yen pedagang punika makayunan ngamolihang pikolih sané pinih akéh ring panguntat sasih puniki antuk makarya pilihan, napi pikolihnyané? ;125
Kalih kréta sané medal saking San Rafael sinarengan. Ipun ngawitin mamargi kauh, maka kalih mamargi 80 mil. Benjangne ipun mamargi ngungsi ka kaler, nglintangin genah sane dohnyane 240 kilometer. Napi jarak sane katempuh olih soang-soang kreta ring kalih rahina punika? ;230
Jill polih upah 20 dolar per jam antuk ngajahin miwah 30 dolar dados pelatih cheerleader. Yéning ipun makarya 50 minggu ring awarsa, 35 jam ring awuku pinaka guru miwah 15 jam ring awuku pinaka pelatih, napi pikolihnyané ring awuku? ;57500
Claire ngaryanin omelet 3 jaja nyabran semeng antuk sarapan. Makudang - kudang bati jaja ane lakar daar ia sajeroning pat minggu? ;7
Marissa sampun mamargi nempuh margi sané dauhnyané 20 kilometer. Dané mamargi ajam antuk 4 mil kapertama, raris malih ajam antuk kalih mil selanturnyané. Yéning ipun makeneh kecepatan rata-rata ipuné 4 mil per jam, napi kecepatan (ring mil per jam) ipuné sané perluang antuk majalan jarak sané kantun? ;6
Titiang madué 10 liter minuman jeruk sané 2/3nyané toya miwah titiang dot nambahin 15 liter minuman nanas sané 3/5nyané toya. Nanging rikala tiang ngidih, tiang ngucur yeh jeruk sane abedik. Kudang yeh sané wénten ring 24 liter sané kantun? ;15
Raymond miwah Samantha inggih punika semeton adine. Raymond embas 6 warsa sadurung Samantha. Raymond madue putra lanang rikala dane mayusa 23 warsa. Yening Samantha mangkin mayusa 31 warsa, napi akéh warsa sané sampun lintang okan Raymond embas? ;14
Billy ngadol DVD. Ipun madué 8 nasabah ring rahina Selasa. 3 pelanggan kapertama numbas DVD siki soang-soang. Kalih pelanggan selanturne meli DVD kalih siki. 3 pelanggannyane sane pinih untat nenten numbas DVD. Pira DVD ane kadol olih Billy dina Selasa? ;7
Lilin punika lebur antuk kalih sentimeter sabilang jam rikala ngendih. Kantos pinten cm lampune pacang sayan akidik risampuné ngendih saking jam 1 ngantos jam 5 sore? ;8
Kyle numbas cakepan sané pinih laris warsa sané lintang aji $19.50. Puniki sareng diskon 25% saking harga asline. Napi pikolih asli cakepane punika? ;26
Marie mesen ulam ayam asiki sané mael 12,5 dolar AS, susu bungkus 5,3 dolar AS, apel 4,1,5 dolar AS, miwah makudang-kudang kotak pizza. Marie mayah akéhnyané $50 (RM50.00). Makudang-kudang kotak pizza sané kaaturang olih Marie yéning soang-soang kotaknyané nelasang $8.50? ;2
Mishka numbas 3 pasang celana pendek, 3 pasang celana panjang, miwah 3 pasang sepatu. Satunggil celana pendek punika mapangarga $16.50. Satunggil celana mabayuh $22,50 miwah sapatu mabayuh $42. Mishka nelasang jinah akidik anggén baju-baju punika? ;243
Cynthia ngajengin siki es krim nyabran semeng. Ipun numbas es krim ring karton sané madaging 15 porsi es krim ring harga $4.00 per karton. Sasubane 60 dina, pira lakar anggone meli es dogen? ;16
Henry sampun ping kalih singgah ring pamargin sepeda 60 mil-né. Ida mararian ri sampuné mamargi 20 mil. Genahé sané kaping kalih wantah 15 mil sadurung pamarginé puput. Makudang mil ida sampun mamargi pantaraning genah patinggahan kapertama miwah kaping kalih? ;25
Gloria sedek matumbasan sepatu, raris ipun manggihin sepatu bot sane pas sareng anggarannyane. Nanging, ipun patut milih ring pantaraning sepatu bot miwah sepatu hak tegeh kalih pasang sané makéhnyané limang dolar kirang saking sepatu bot. Yéning siki sepatuné punika maelnyané 33 dolar miwah sané lianannyané tikel ping kalih, napi akéhnyané sepatuné punika? ;104
Umur Darrell miwah Allen wénten ring rasio 7:11. Yening total yusa ipuné mangkin 162 warsa, ngitungang yusa Allen malih 10 warsa. ;109
Gunter mautsaha ngitungin jelly bean ring toples. Dané mataken ring timpal-timpalnyané, napi akéhnyané sané wénten ring guci punika. Silih tunggil maosang 80. Sane lianan malih maosang, mungguing prabea punika langkungan ring prabea sane dumun antuk 20. Sane kaping tiga maosang 25% langkungan saking sane kapertama. Napi sané ketah ipun uning? ;80
John miara asu dasa. Asing-asing asu ngamedalang galah limang jam nyabran rahina anggén malancaran miwah ngamargiang utsaha soang-soang. Makudang jam apisan ia miara asu? ;35
Gretchen madué 110 koin. Wenten 30 jinah mas akehan tekening jinah perak. Gretchen madue jinah mas akidik? ;70
Siobhan madué 2 perhiasan kirang saking Aaron. Aaron madué 5 perhiasan langkungan saking atenga perhiasan Raymond. Yening Raymond madue 40 perhiasan, napi akéh perhiasan sane wenten ring Siobhan? ;23
Mike maplalian ping pong salami 40 menit. Ring 20 menit kapertama, ia ngasor 4 poin. Ring 20 menit sané kaping kalih, dané molihang 25 persen poin. Kudang poin sané kapolihang olih dané? ;9
Terry ngajengang 2 yogurt nyabran rahina. Mangkin ipun kaadol ring 4 yogurt antuk $5.00. Akuda ia mablanja yogurt sajeroning 30 dina? ;75
John ngrencanayang ngadol sakancan dolanannyane tur ngawigunayang jinah punika anggén numbas video game. Ia ngelah 13 set lego tur ia ngadol ipun aji 15 dolar soang-soang. Ia raris numbas 8 video game aji 20 dolar suang-suang, tur sisanne tuah limang dolar. Makudang-kudang set lego sané kantun? ;2
John nyabran wuku mlayu 60 mil. Dané malaib 3 rahina ring awuku. Ida malaib 3 jam ring rahina kapertama miwah atengah jam ring rahina kalih sané selanturnyané. Sapunapi gelis ipun malaib? ;10
Dana prasida malaib ngelisang ping pat saking pamarginnyané, sakéwanten ipun prasida ngelesang ngelisang atengah saking pamarginnyané. Yéning ipun prasida nglintangin a 3 mil per jam, sapunapi akéhnyané mil sané prasida ipun lintangin ring nem jam yéning ipun nelasang sepertiga galahnyané malaib miwah kalih pertiga galahnyané mamargi? ;18
IPhone-ne Brandon ping pat tua teken iPhone-ne Ben. IPhone Ben punika sampun duang kali lingsir saking iPhone Suzy. Yéning iPhone Suzy mayusa ataun, napi iPhone Brandon? ;8
Naga sane ageng, Perg, malinggih ring pucak Gunung Farbo, nyambeh geni ring sahananing sane wenten ring jarak 1000 kaki. Polly prasida ngentungang tumbak mas, sanjata sané kauningin wantah asiki sané prasida nglempag naga punika, antuk jarak 400 kaki, sané prasida kacingak olih geni naga punika. Nanging yéning Polly ngagem batu safir, ipun prasida ngentungang tumbaknyané tigang kali lintangan saking ri tatkala nénten ngagem batu safir. Yéning ngambel batu permata, sapunapi doh saking genah api naga punika Polly prasida majujuk miwah kantun prasida ngempak naga punika antuk tumbak mas? ;200
Biang Jones ngaé 5 jajan apel anggén madaar sareng petugas pemadam kebakaran. Ida ngepah pai punika dados kutus bagiyan, raris kagenahang ring mejane, mangda tamiune sami polih. Ring pamuput wengine, sasampun tamiuné ngambil tur ngajengang sisan pai, wénten 14 sisan pai. Makudang-kudang sisané punika kaambil olih tamiu? ;26
Manut informasi nutrisi, sakong keripik madué 250 kalori per porsi. Yéning sakéwanten kantong 300g madué 5 porsi, akéh napi sané prasida kaajeng yéning kalori sadina-dina sané kaaptiang inggih punika 2000 miwah sampun kaajeng 1800 kalori? ;48
Charlie meled ngadol lilin lilin. Antuk sabilang kilogram lilin lebah, ia prasida ngaryanin 10 lilin sané ngulangunin. Silih tunggil pon lilin lebah miwah jampelnyané maguna $10.00 dados bekel. Yening ia ngadol lilinne suang-suang aji $2, napi pikolihne yening ia ngadol lilin 20? ;20
Meredith inggih punika silih tunggil blogger freelance sané nyurat indik topik kesehatan miwah ngaturang ring klién nyabran rahina pinaka pakaryan ipun sané tetep. Artikel ring blog ngamanggehang galah 4 jam anggén nyelehin miwah nyuratang. Ring wuku sané lintang, dané nyurat 5 artikel ring rahina Redité miwah 2/5 kali akéhnyané artikel ring rahina Redité bandingang ring rahina Redité. Ring rahina Redité, dané nyuratang artikel ping kalih saking sané kasurat ring rahina Selasa. Anggén itungan jam sané anggén nyurat artikel ring tigang rahina punika. ;104
"Candice ngenahang 80 catetan ring kantongnyané sadurung ipun lunga ka genah makarya ring warung kopi. Ring margi, ipun singgah ring toko tur numbas paket Post-it; ring genah ipun makarya, ipun ngenahang Post-it ring soang-soang saking 220 cangkir kopi. Yening dane madue 23 catetan Post-it sane kantun, napi akéh catetan Post-it ring bungkus sane kaadol? ";163
John numbas duang kali lipat kravat barak bandingang ring kravat biru. Kravat barak punika 50% lewih mael tekén kravat biru. Dané nelasang $200 ring kravat biru sané mapangarga $40 soang-soang. Akuda ia mablanja lakar meli krawat? ;800
Tracy nganggén kawat sané lantangnyané 1,40 méter antuk nyokong entikan tomat ring taman. Kawat punika kagetep dados kalih pahan, lantangnyané 20 sentimeter. Makudang-kudang carang punika sané polih ipun? ;8
Richard meneng ring gedung sané tegehnyané 15 tingkat. Soang-soang lantai madaging 8 unit, miwah 3/4 wangunan punika kaanggén. Napi akéhnyané unit sané nénten kaanggén ring wangunan punika? ;30
Lloyd madué peternakan jaja. Ayam-ayamnyané ngasilang 252 jaja nyabran rahina miwah ipun ngadol ipun aji $2 per lusin. Pira pikolih Llyod ring jaja nyabran wuku? ;294
Kapal Tom prasida mamargi 10 mil per jam. Ida malayar saking jam 1 ngantos jam 4 sore. Raris ipun mawali malih ring kecepatan 6 mph. Suen ipunne mawali? ;5
Kantong Uriah sampun abot pisan. Ida patut ngicalang 15 kilogram saking banteng punika. Buku komiknyané abotnyané 1,5 kilogram miwah dolanannyané abotnyané 1,5 kilogram. Yening ia ngicalang 30 buku komik, kudang dolanan ane perlu ia ngicalang? ;15
Mekanik naur prabéya sané matiosan anggén ngamecikang ban truk miwah mobil. Antuk sabilang ban truk sané kabecikang, mekanik pacang naur 60 dolar AS miwah anggén sabilang ban mobil sané kabecikang, mekanik pacang naur 40 dolar AS. Ring rahina Kamis, tukang punika ngukuhin 6 ban truk miwah 4 ban mobil. Ring rahina Redite, montiré punika ngamecikang 12 mobil sakéwanten nénten prasida ngamecikang ban mobil. Kantos napi pikolih mekaniké sané akéh ring rahina pikolihnyané tegeh? ;40
Para semeton Doubtfire nuju budal sareng 7 anak kucing sané kaambil saking genah perlindungan satwa lokal rikala ibunnyané nelpon mangda nguningayang yéning kalih kucing umahan ipuné wau madué anak kucing. Dané maosang yéning Patchy, kucing kapertama, sampun madué anak alit sané sampun kaadopsi ping tiga, raris Trixie, kucing sané tiosan, sampun madué anak alit 12. Sapunapi akéhnyané anak alit sané mangkin ring Doubtfire? ;40
Jean madué 30 buah permen karet. Jean ngajengang kalih permen karet. Antuk sisan lollipop, Jean makeneh ngepak 2 lollipop ring asiki tas. Makudang-kudang karung sané prasida kadagingin olih Jean? ;14
Peter ngrencanayang jagi nonton pilem wuku puniki. Ia setata maan tiket aji 7 dolar lan jagung pop aji 7 dolar. Yéning ia ngelah 42 dolar perminggu, ping pira ia lakar maan maan nonton pilem? ;3
Jembatan kayu prasida negen baat nenten langkung saking 5000 pon. Truk sané madaging kotak-kotak sané pateh, bobotnyané 15 pon, pacang nglintangin jembatan punika. Bobot gabungan supir miwah truk sané kosong inggih punika 3755 pon. Napi akéhnyané kotak sané prasida karanjingang ring truk nénten lintangan ring wates bobot jembatan? ;83
Stephen sampun naur barang-barang ring internét. tagihan pamuputnyané $40.00. Santukan puniki saking pangiriman, ipun nambahin 25% saking totalnyané miwah naur pangirimannyané $3. Stephen taler ngwewehin tip $4. Sausan naur prabéya, napi pikolih pamuput barang-barang sané kaadol olih Stephen? ;57
Sisa raspberry madué 6 tetanduran sané soang-soang madaging 20 buah miwah 67 buah sané kasebar ring sajebag carang. Kudang raspberry sané wénten? ;187
Sebidang keranjang madaging 25 jingga, 1 jingga kaon, 20% durung masak, 2 jingga masem miwah sisané becik. Pira jingga sane becik? ;17
Janet numbas bros antuk okannyane istri. Dané naur $500 anggén bahan ngaryanin punika miwah $800 anggén tukang perhiasan anggén ngwangun punika. Disubane keto, ia lakar mayah 10% uli pipisne ento anggon ngisinin asuransine. Sabilang jinah ipune? ;1430
Yéning Marcy makarya ring perusahaan sané pateh selami 40 warsa, dané ngamolihang pensiun awarsa $50.000. Sasampun 20 warsa, dané polih 5% saking pikolih pensiun nyabran warsa. Yening ipun matilar sasampun 30 tiban, napi pikenoh pensiunnyane? ;25000
Aleena naur langganan layanan streaming sané naur $140 nyabran sasih. Yéning perusahaan streaming naur prabéya sané kapertama ring atengah warsa miwah naur prabéya sané kirang saking 10% ring atengah warsa sané tiosan, ngitungang akéhnyané prabéya sané kapolihang saking layanan streaming ring panguntat warsa. ;1596
Sophia makeneh lakar malancaran nganggén mobil, tur ipun meled uning, sakéwanten tanki bensin ipuné wantah nyidang nempuh jarak akidik. Dane sampun mamargi 160 kilometer saking genah tankiné sané kaunggahang, tur dane perlu ngisep gas kantos 4 galon. Buku pedoman mobilnyané nyuratang baknyané madaging bensin 12 galon. Kantos makudang-kudang kilometer Sophia prasida nempuh antuk tanki bensin asiki? ;300
Jim ngenténin duang jam nyingakin TV raris ipun masemaya jagi sirep lan ngwacén atenga saking galah punika. Ia nglaksanayang kene tigang kali seminggune. Makudang jam ia nonton TV lan ngwacén sajeroning petang minggu? ;36
Wénten petang sekolah sané saling bersaing ring turnamen basket. Soang-soang sekolah sampun ngirim tim basket anak istri miwah tim basket anak lanang miwah soang-soang tim madué 5 pemain. Asing-asing sekolah taler ngutus pelatih antuk soang-soang tim. Ring makasami, akuda akeh anake sane sampun kaundang? ;48
Wenten anak sane ngrereh arta brana, raris manggihin peti arta brana sane madaging sesocan akeh pisan. Wenten 175 berlian, 35 rubis kirang saking berlian, miwah kalih kali liunan saking zamrud. Makudang-kudang batu permata sane wenten ring petine punika? ;595
Akéhnyané anak lanang ring sekolah Dr. Wertz duang kali lipat saking anak istri. Yéning wénten 60 anak istri miwah 5 sisia ring soang-soang guru, sapunapi akéhnyané guru? ;36
Bailey ngawitin antuk makudang-kudang jinah. Raris dané ngamolihang tunjangan awuku $5 salami 8 minggu. Ring pamuput 8 wuku, yéning dané madué jinah 100 dolar, napi akéh jinah sané kapolihang olih Bailey? ;60
Judy ngajahin 5 kelas tari, nyabran rahina, ring rahina minggu miwah 8 kelas ring rahina Saniscara. Yéning soang-soang kelas madué 15 sisia miwah dané naur $15.00 soang-soang sisia, napi akéh pikolihnyané ring awuku? ;7425
Kelian madue kalih resep antuk nyiapang ajeng-ajengan, asiki madaging 20 pituduh miwah sané kaping kalih madaging ping kalih pituduh saking sané kapertama. Makudang-kudang instruksi napi sané patut kawacén olih Kelian anggén nyiapang kalih sanganan punika? ;60
Tommy ngumpul dana antuk amal antuk ngadol jaje aji $3 per potong miwah jaje aji $4 per potong. Yening Tommy ngadol 43 jaje miwah 23 jaje keju, napi akéh jinah sané kapolihang olih Tommy? ;221
Shiela numbas lima handphone sané mabayaran $150 soang-soang antuk cicilan 3 sasih. 2% bunga pacang kaicen antuk soang-soang unit. Kantos pidan Shiela pacang naur nyabran sasih salami tigang sasih? ;255
Artie madue toko bunga ring Farmers Market. Ida ngadol tigang soroh kembang: maregold, petunia miwah begonia. Dané ketah ngadol bunga marigold sané mael 2,74 dolar per panci, petunia sané mael 1,87 dolar per panci, miwah begonia sané mael 2,12 dolar per panci. Artie nénten madué jinah malih, raris dané mutusang pacang nglinggahang prabéya sané pinih nampek. Yéning Artie ngadol 12 panci marigold, 9 panci petunia miwah 17 panci begonia, napi akéh pikolihnyané? ;88
Luke nelasang galah ring pasisi ngawangun bénténg-bénténg ring pasisi. Pamuputnyané, dané nyatet yéning soang-soang tingkat kastil pasir pacang madué atenga saking jimbarnyané sané pateh sareng tingkat ring sornyané. Yéning ida makarya bénténg pasir sané madaging 4 tingkat, genah tingkat pinih duur madaging jimbarnyané 16 kaki persegi, napi jimbarnyané tingkat punika? ;60
Cecilia wau pisan numbas asu anyar. Manut dokter hewannyané, dané patut ngicénin asu punika ajengan asu 1 cangkir nyabran rahina salami 180 rahina kapertama. Raris ipun patut nyaga anak alit punika kalih cangkir ajengan asu nyabran rahina salami uripipune. Yéning siki tas ajengan asu madaging 110 cangkir, akuda akéh tas ajengan asu sané pacang kaanggén olih Cecilia ring warsa kapertama? ;5
Yen Raymond ngumbah separo saking Sarah, lan Sarah ngumbah ping pat saking David, ngitungin pabinayan jumlah cucian Raymond lan David yening Sarah ngumbah 400 pon. ;100
Vincent dados numbas bungane ring bungkus 3 aji $2.50 utawi bungkus 2 aji $1. Sakéwanten, napi malih yening ipun numbas bungane punika saking pangargan sane becikan. ;6
John ngambil asu. Dané makta asu punika ka tukang cukur, sané prabéyanyané 100 dolar. Tukang cukur ngicénin ipun diskon 30% yéning ipun dados pelanggan anyar. Berapa kos kos ngupilnya? ;70
Makekalih anak istri polih 1/6 saking 24 liter toya. Raris wénten anak lanang sané ngambil toya 6 liter. Pira liter toyané sané kantun? ;10
Charlie madué 10 stiker. Dané numbas 21 stiker saking toko ring mal miwah polih 23 stiker ring wanti warsanyané. Raris Charlie ngicénin 9 stiker ring semetonnyané miwah nganggén 28 anggén nghias kartu ucapan. Makudang-kudang stiker sané kantun ring Charlie? ;17
Grace abotnyané 125 kilogram. Alex abotné kirang saking 1,5 kilogram, inggih punika kirang saking petang kali bobot Grace. Napi akéh bobotnyané? ;623
Dan nandur bunga mawar tigang soroh. Sabilang sekar mawar madué 25 mawar. Sabilang mawar madué kutus duri. Makudang-kudang keteg sane wenten irika? ;600
Tim sépakbola main 22 kali. Ipun polih 8 lewih akeh saking sane kalah. Pira akehipun sane sampun tampi ipun? ;15
Gene ngaryanin selimut saking kaos suvenir sane sampun lingsir. Ia ngelah kaos abesik uli sabilang liburan. Sabilang kaos madué blok quiltnyané. Sabilang baris kakaryanin antuk blok saking warsa liburan sané matiosan. Ia mablanja petang dina ring awarsa lan mablanja ngawit ia mayusa 23 tiban. Sane mangkin dane mayusa 34 warsa. Makudang-kudang blok quilt sané madué? ;44
Greg madue alarm sané kaaturang mangda gelis magending ping tiga nyabran rahina pinaka pangéling-éling. Rikala alarmné macingak, ipun terus makenyem ngantos Greg ngicalang alarmné. Ring rahina mangkin, ri tatkala kapertama, ipun makapatpat. Rikala ipun malih magendingan, suarannyane sayan mangetang. Ring kaping tiga, suaran gong punika suarannyane suarannyane wantah atenga saking suaran gong sane kaping kalih. Makudang-kudang kali alarm punika masuara? ;22
Perusahaan mabayaran 600 dolar ring soang-soang karyawan nyabran sasih. Perusahaan madué kebijakan nincapang gaji soang-soang karyawannyané sareng 10% saking gaji awal nyabran warsa majeng ring sané sampun makarya ring perusahaan limang warsa. Yéning Sylvie wawu nyambut pakaryan 5 warsa ring perusahaan Désémber sané lintang, napi pikolihnyané sasampun tigang warsa makarya? ;9360
Rekaman kapertama Marilyn kadol ping dasa akehan bandingang ring rekaman Harald. Yening samian punika ngadol 88.000 kopi, napi akéhnyané sané kaadol olih Harald? ;8000
Christina ngrencanayang pesta ulang tahun lan butuh 75 tas hadiah antuk soang-soang tamiu, krana 1/4 pamilet nenten rauh. Ipun ngajak timpal-timpalne 16. Kantong hadiahnyané wantah $2 soang-soang. Sabilang jinah sané kabakta? ;24
Ted the T-Rex sampun ngrencanayang pacang makta salad kentang ring piknik dinosaurus. Dané uning yéning dinosaurus sané sampun dewasa pacang ngajeng 10 pon salad kentang, miwah anak alit pacang ngajengang atenga saking anak sané sampun dewasa. Yéning wénten 20 anak lingsir miwah 5 anak alit ring piknik punika, sapunapi akéhnyané sanganan kentang sané patut kabakta antuk Ted yéning Ida ngaptiang prasida ngicénin ajengan ring makasami anake? ;225
Jan madué ingon-ingon sané akéhnyané ping tiga saking Marcia. Marcia madué beburon kalih lintangan ring Cindy. Yéning Cindy madué petang buron, akéh napiké buron sané madué tigang buron punika? ;28
Emily madué pianak patpat sané mawasta Amy, Jackson, Corey, miwah James. Amy lewih tua limang warsa saking Jackson lan kalih warsa lewih muda saking Corey. Yéning James mayusa 10 warsa miwah mayusa abulan saking Corey, napi yusan Jackson? ;4
Lee sampun prasida malaib 400 meter nganggén rintangan kalih detik langkung gelis saking Gerald sané malaib 400 meter nganggén rintangan. Nanging Gerald nguwah pola makannyané, sané ngawinang gelisnyané nincap 10%. Yéning Lee prasida malaib 400 méter nganggén rintangan ring 38 detik, sapunapi gelisnyané Gerald, antuk diet sané sampun becik, prasida malaib 400 méter nganggén rintangan ring makudang detik? ;36
Ring genah sané pateh, akéhnyané kelinci sané dados buron kirang saking roras saking akéh asu miwah kucing sané kaaturang. Yéning wénten kalih kucing ring soang-soang asu, miwah akéh asué wantah 60, akéh napi buron sané wénten ring genah punika? ;348
Saking 200 sisia kelas 5 SMA, 2/5 saking sisia punika lanang miwah 2/3 saking sisia punika dados pramuka. Pira ake luh-luhe ane tusing milu ngayah? ;40
Harry sirep sia jam petengé sané lintang. Timpalnyane James tuah sirep 2/3 saking napi sane sirep Harry. Pira jam lewih akeh Harry sirep tekening James? ;3
Rikala Freda ngaé tomat kaléng dados saus, tomat punika nyansan ngreredang. Sabilang kaléng tomat sané kaanggén madaging tomat tigang siki. Saos tomat sané pinih untat saking Freda sané akéhnyané 32 ons. Makudang tomat sane kaanggen olih Freda? ;12
Mobil-mobil sampun masanding ring jalan tol. Makudang-kudang mobil liwat ring 15 menit kapertama macet, raris malih 20 mobil liwat ring 15 menit sané kantun. 5 mobil saking jalur punika ngambil pamedal mangda ipun nénten keni macet ring macet lalu lintas. Yéning ring pangawit wénten 30 mobil ring jalan tol, akéh napiké mobil sané nglintangin macét ring 15 menit kapertama? ;5
Mary wantah tukang kebun sané seneng pisan. Dugasné, ia nampi 18 tetanduran anyar saking genah tetanduran sané kasenengin. Ipun sampun ngenahang tetanduran ring soang-soang saking 40 jendela ring umah ipuné sané ageng. Saking rasa sampun seneng, ipun sampun mutusang jagi ngicénin tetanduran ring sabilang bungkul ring timpal miwah kulawarga benjang. Makudang-kudang entikan ring pot sané lakar tetep katanem olih Mary? ;58
Jerome madue timpal petang diri sane ngrauhin dane ring rahina sane sampun kapastikayang. Timpal kapertama ngeranjing ring gong jelanan ping 20 sadurung Jerome mukak, timpal kaping kalih ngeranjing ring gong jelanan ping 1/4 lewih akeh tekening timpal kapertama Jerome. Timpal kaping tiga ngedreng gong jelanané ping dasa langkungan tekén timpal kaping pat. Yening timpal sane kaping pat ngeranjing ring gong 60 kali, napi ake ake akeh gong punika makeber? ;175
Solo patut ngwacén 4 kaca saking buku paplajahan Ilmu Pengetahuan, 20 kaca saking buku paplajahan Studi Sosial, 7 kaca saking buku paplajahan Sejarah miwah 8 kaca saking buku paplajahan Geografi. Solo ngwacén 15 kaca ring rahina Redité. Yening ia masih ngelah petang dina buat muputang kawacanne, amunapa kaca ane perlu kawacen, rata-rata, di dina apisan? ;6
John demen nginem yeh sak gelas rikala madaar, madaar siang miwah madaar wengi. Pamuputne, ia maan nginem abedik sadurung ia pules. John nglaksanayang indike puniki nyabran rahina, sakéwanten ring rahina redite, dane seneng mararian miwah nginum minuman ringan rikala ngajengang ajengan. John nyidang nginem yeh petang gelas awai? ;26
Segara sané makeber nglikub kota. Butuh galah 10 menit anggén nutupin 3 mil saking kota. Yéning kota punika dohnyané 42 mil saking pasisi ka sisi sisi, malih akuda menit sané pacang kaanggén antuk kabut sané nglikub makasami kota? ;140
Poppy ngaryanin teka-teki sané madaging 1000 potongan. Ia ngenahang seperempat saking kepingan punika ring papan, raris biangne ngenahang sepertiga saking kepingan sane kantun. Makudang-kudang potongan teka-teki sané kantun patut kagenahang? ;500
Cody ngajengang jaje ping tiga tekening Amir. Yéning Amir ngajengang 5 cookie, napi akéhnyané cookie sané kaajeng sareng kalih? ;20
