question;answer_number
कार्लोस एकटा नीम के गाछ लगा रहल छथि. ई गाछ लगबएमे ९० डॉलर खर्च होएत। प्रत्येक वर्ष ओ ७ टा नीम उगैत अछि, जकरा ओ १.५ डॉलर मे बेचि सकैत अछि। एहि गाछ कें पानी आ भोजन देबा मे साल मे तीन डॉलर खर्च होइत अछि। कतेक वर्षक बाद ओ नीम के गाछ सँ पैसा कमाएत? ;13
मेलेनी घर-घरमे बिक्री करैत अछि। ओ अपन एक तिहाइ वैक्यूम क्लीनर हरित घरमे बेचलक, 2 आओर लाल घरमे, आ आधा जे नारंगी घरमे बचल छल। मेलेनीक पाँचटा वैक्यूम क्लीनर बचल अछि, ओ कतेकटा सँ शुरू केलक? ;18
२० छात्रक एकटा नृत्य कक्षामे २०% समकालीन नृत्यमे नामांकित भेल, २५% जैज नृत्यमे नामांकित भेल, आ शेष हिप-हॉप नृत्यमे नामांकित भेल। हिप-हॉप नृत्यमे कते प्रतिशत छात्र नामांकित छल? ;60
एक व्यापारी खरीदक लेल २टा खरीद योजनाक बीच चयन करए चाहैछ: ५००० डॉलर मूल्यक गहना वा ८००० डॉलर मूल्यक इलेक्ट्रानिक गैजेट। हुनकर वित्तीय सलाहकार अनुमान करैत छथि जे आभूषणक बाजार २.५% बढ़त जखन कि इलेक्ट्रॉनिक गैजेट बाजार १.२% बढ़त। यदि व्यापारी एहि महिनाक अन्त मे कोनो विकल्प बना कऽ अधिकतम लाभ प्राप्त करए चाहैछ, तँ ई लाभ कतेक होयत? ;125
दूटा ट्रेन एके समयमे सैन राफेलसँ निकलैत अछि। ओ सभ पश्चिम दिस यात्रा शुरू करैत अछि, दुनु 80 मीलक यात्रा करैत अछि। दोसर दिन ओ सभ उत्तर दिश यात्रा करैत अछि, जाहिमे ओ सभ 150 मील तक पहुँचैत अछि। एहि दू दिन मे प्रत्येक ट्रेन कतेक दूरी तय केलक? ;230
जिलकेँ शिक्षक बनबाक लेल २० टाका प्रति घंटा आ चीयरलीडर्स प्रशिक्षक बनबाक लेल ३० टाका प्रति घंटाक भुगतान कएल जाइत अछि। जँ ओ सालमे ५० सप्ताह, शिक्षकक रूपमे ३५ घण्टा आ कोचक रूपमे १५ घण्टा काज करैत अछि, तँ ओकर वार्षिक वेतन कतेक होयत? ;57500
क्लेयर प्रातःकाल तीन अण्डाक ओम्लेट बनबैत अछि। चारि सप्ताह मे ओ कतेक दर्जन अंडा खा सकैत अछि? ;7
मैरिसा १२ मीलक पैदल यात्रा कऽ रहल अछि। ओ पहिल ४ मील पैदल चलबाक लेल १ घण्टाक समय लेलनि, फेर दोसर २ मील पैदल चलबाक लेल १ घण्टाक समय लेलनि। यदि ओ अपन औसत गति 4 मील प्रति घण्टा होए चाहैछ, तँ शेष दूरी चलबाक लेल ओ कतेक गति (मील प्रति घण्टामे) क आवश्यकता होएत? ;6
हमरा लग 10 लीटर नारंगी पेय अछि जाहिमे दू तिहाइ पानी अछि आ हम एकरा 15 लीटर अनानास पेयमे जोड़ए चाहै छी जे तीन तिहाइ पानी अछि। मुदा जखन हम ओकरा पटा रहल छी, हम एक लीटर नारंगी पेय पटा रहल छी। शेष २४ लीटर मे कतेक पानी अछि? ;15
रेमंड आ सामन्था चचेरा भाई छथि। रेमंडक जन्म सामन्थासँ ६ वर्ष पहिने भेल छल । रेमंडक २३ वर्षक उमरमे एकटा बेटा भेल छलनि। जँ सामन्था आब ३१ वर्षक अछि, तँ रेमन्डक बेटा कते वर्ष पहिने जन्मल छल? ;14
बिली डीवीडी बेचैत अछि। मंगलदिन हुनका आठटा ग्राहक अछि। हुनकर पहिल तीनटा ग्राहक एक-एकटा डीवीडी खरीदैत अछि। हुनकर अगिला दूटा ग्राहक प्रत्येक दूटा डीवीडी खरीदैत अछि। हुनकर अन्तिम तीनटा ग्राहक कोनो डीवीडी नहि खरीदैत अछि। बिली मंगलवार कते डीवीडी बेचलक? ;7
एक मोमबत्ती प्रत्येक घंटामे २ सेन्टिमिटर पगला जाइत अछि। एक मोमबत्ती एक बजे सँ पाँच बजे धरि जरला पर कतेक सेंटीमीटर छोट होयत? ;8
काइल पिछला सालक बेस्ट सेलर किताब $19.50 मे खरीदलनि। ई मूल मूल्य सँ २५% छूटक संग अछि। किताबक मूल मूल्य कतेक छल? ;26
मैरी एकटा चिकन भोजनक ऑर्डर देलनि जकरा १२ डॉलर खर्च होइत अछि, ५ पैकेट दूधक ३ डॉलर, ४ टा सेबक १.५० डॉलर, आ पिज्जाक किछु डिब्बा। मैरी कुल ५० डॉलर देलक। जँ प्रत्येक डिब्बाक कीमत $8.50 अछि तँ मारिए पिज्जाक कतेक डिब्बा मंगेलनि? ;2
मिश् का तीन जोड़ी शॉर्ट्स, तीन जोड़ी पैंट आ तीन जोड़ी जूता खरीदलक। एकटा शॉर्ट्सक दाम $16.50 अछि। एकटा पेन्टक दाम 22.50 डॉलर आ एकटा जूताक दाम 42 डॉलर अछि। मिश् का एहि कपड़ा सभ पर कतेक डालर खर्च केलक? ;243
सिन् थिया हरेक राति एकटा आइसक्रीम खाइत अछि। ओ आइस्क्रीमक कार्टन खरीदैत अछि जाहिमे १५ टा आइस्क्रीम प्रति कार्टन ४ डलर प्रति कार्टनमे रहैत अछि। ६० दिनक बाद ओ आइस्क्रीम पर कतेक खर्च करत? ;16
हेनरी अपन ६० मीलक साइकिल यात्राक दौरान दू बेर रूकल। ओ पहिल बेर २० मीलक बाद रूकल छल। हुनकर दोसर पड़ाव यात्राक अन्तसँ १५ मील पहिने छल। ओ अपन पहिल आ दोसर स्थानक बीच कतेक मील यात्रा केलक? ;25
ग्लोरिया जूताक खरीदारी करैत छलीह जखन हुनका जूताक बजटमे फिट होएवाला जूताक एक जोड़ी भेटलनि। मुदा, ओकरा जूता आ दू जोड़ी उच्च ऊँचाईक जूताक बीच चयन करए पड़तैक जकरा सँ जुटल ओकर दाम जूता सँ पाँच डॉलर कम अछि। जँ एक जोड़ी ऊँची एड़ीक जूता ३३ डालरक अछि आ दोसरक दाम दुगुना, तँ जूता कतेक डालरक अछि? ;104
डैरल आ एलेनक आयु 7:11क अनुपातमे अछि। जँ हिनकर कुल आयु आब १६२ वर्ष अछि, तँ एलेनक आयुक गणना १० वर्षक बाद करू। ;109
गुन्टर एक बर्तन मे जलेबीक दाना गिनबाक कोशिश कऽ रहल अछि। ओ अपन मित्र सभ सँ पुछैत छथि जे ओ सभ की सोचैत छथि जे एहि बर्तन मे कतेक टाका अछि। एक कहै छै ८० दोसर कहैत अछि जे पहिल आधा सँ 20 सँ बेसी। एक तिहाइक कहब अछि जे पहिल सँ २५% बेसी। ओ सभ औसतमे कतेक अनुमान लगबैत अछि? ;80
जॉन १० टा कुत्ताक देखभाल करैत अछि। प्रत्येक कुत्ता अपन काजक ध्यान रखबाक लेल दिनमे.5 घंटाक समय लैत अछि। ओ कुत्ता सभक देखभाल मे सप्ताह मे कते घण्टा खर्च करैत अछि? ;35
ग्रेचेन लग 110 सिक्का अछि। चांदीक सिक्का सँ 30 टा बेसी सोनाक सिक्का अछि। ग्रेचेन लग कतेक सोना अछि? ;70
सियोन लग आरोन सँ दू टा कम गहना अछि। आरोनक पास रेमन्डक आधासँ बेसी गहना अछि। जँ रेमंड लग ४० टा रत्न अछि, तँ सियोन लग कतेक टा रत्न अछि? ;23
माइक ४० मिनट धरि पिंग पोंग खेलैत अछि। पहिल २० मिनटमे ओ ४ अंक प्राप्त केलक। दोसर २० मिनटमे ओ २५% बेसी अंक प्राप्त केलक। ओ कते कुल अंक प्राप्त केलक? ;9
टेरी एक दिनमे २ टा दही खाइत अछि। ओ सभ एखन ४ दहीमे ५ डॉलरमे बिक्री पर अछि। ओ ३० दिनक अवधिमे दहीमे कतेक खर्च करैत अछि? ;75
जॉन अपन सभटा खिलौना बेचि कऽ पैसाक संग वीडियो गेम खरीदबाक योजना बना रहल अछि। हुनका लग 13 टा लेगो सेट अछि आ ओ ओकरा सभ केँ 15 डॉलर मे बेचि दैत छथि। ओ ८ टा वीडियो गेम खरीदलक प्रत्येकमे २० टाका देल गेल आ ५ टाका बचल। हुनका लग एखन कतेको लेगो सेट अछि? ;2
जॉन सप्ताहमे ६० मील दौड़ैत अछि। ओ सप्ताहमे तीन दिन दौड़ैत अछि । ओ पहिल दिन तीन घंटा दौड़ैत अछि आ दोसर दिन आधा घण्टा। ओ कतेक तेजी सँ दौडि सकैत अछि? ;10
डेना चारि गुना बेसी वेगसँ दौड़ि सकैत अछि, मुदा ओ आधा गतिसँ कूदि सकैत अछि। यदि ओ ३ मील प्रति घण्टाक गतिसँ कूदि सकैत अछि, ओ ६ घण्टामे कतेक मील यात्रा कऽ सकैत अछि जँ ओ एक तिहाइ समय दौड़ैत आ दू तिहाइ समय चलैत खर्च करैत अछि? ;18
ब्रान्डनक आइफोन बेनक आइफोन सँ चारि गुना पुरान अछि। बेनक आइफोन सुजीक आइफोन सँ दू गुना पुरान अछि। यदि सुजीक आइफोन १ वर्ष पुरान अछि, त ब्रान्डनक आइफोन कतेक पुरान अछि? ;8
महान अजगर, पर्ग, फार्बो पर्वतक ऊँच चोटी पर बैसल छल, 1000 फीटक दूरीमे कोनो वस्तु पर आगि बहारैत छल। पोली सोनक भाला, एकमात्र ज्ञात हथियार जे अजगर केँ घिसिआ सकैत छल, 400 फीट दूर तक फुक सकैत छल, जे अजगरक आगिक पहुँच मे छल। मुदा जखन पोली नीलमणिक पाथर पकड़ने छलीह, तखन ओ भाला तीन बेर बेसी दूर फेक सकलीह जखन ओ पाथर नहि पकड़ने छलीह। जँ पोली रत्नक हाथमे रखने छलीह, तखन ओ कतेक दूर धरि ड्रैगनक आगिक पहुँच सँ बाहर ठाढ़ भऽ कऽ सोनक भाला सँ ड्रैगन केँ मारैत रहि सकैत छलीह? ;200
दादी जोन्स फायरमैनक लंचक लेल ५ टा सेबक पाई बनौलनि। ओ प्रत्येक पाईकेँ ८ टुकड़ामे काटि पाँचटा पाईकेँ बुफे टेबुल पर रखलनि जाहिसँ अतिथिसभ स्वयं सेवा करथि। साँझक अन्त मे, जखन अतिथि सभ अपन पाईक टुकड़ा सभ लऽ कऽ खा लेने छलाह, तखन पाईक 14 टा टुकड़ा बँचल छल। अतिथि लोकनि कतेक टुकड़ा लऽ गेल? ;26
पोषण संबंधी जानकारीक अनुसार, चिप्सक एक बैग मे 250 कैलोरी प्रति सेवारत अछि। यदि 300 ग्राम के थैली मे 5 टा भोजन अछि, त' अहाँ कतेक ग्राम खा सकैत छी जँ अहाँक दैनिक कैलोरी लक्ष्य 2000 अछि आ अहाँ 1800 कैलोरी खा चुकल छी? ;48
चार्ली मधुमासक मोमबत्ती बेचनाइ चाहैत अछि। प्रत्येक पाउंड मधुमासक मोमसँ ओ १० टा मोमबत्ती बना सकैत अछि। एक पाउंड मधुमक्खीक मोम आ विक्सक लागत १० डॉलर छल। जँ ओ प्रत्येक मोमबत्ती २ डॉलर मे बेचैत अछि, तँ हुनकर शुद्ध लाभ की होयत जँ ओ २०टा मोमबत्ती बना कऽ बेचि देत? ;20
मेरिडिथ एकटा फ्रीलान्स ब्लोगर छी जे स्वास्थ्य विषय पर लिखैत अछि आ अपन स्थायी काजक रूपमे प्रतिदिन ग्राहकसभक समक्ष प्रस्तुत करैत अछि । एक ब्लॉग लेख कें शोध आ लिखबा मे औसतन 4 घंटा लगैत छै. पिछला सप्ताह ओ सोमदिन 5 टा लेख लिखने छल आ मंगलदिन 2/5 टा लेख लिखने छल। बुधदिन ओ दुगुना लेख लिखने छलीह जे मंगलदिन लिखैत छलीह। तीन दिन मे लेख लिखबा मे ओ कतेक घंटा खर्च केलक तकर गणना करू। ;104
"कैंडीस अपन काजक लेल बाहर जाऽ सँ पहिने ८० टा पोस्ट-इट नोट अपन पर्स मे रखलक। अपन रस्तामे, ओ दोकानपर रूकि गेल आ पोस्ट-इट नोटसभक एकटा पैकेट खरीदलक; काजमे, ओ प्रत्येक 220 अलग-अलग कप कफीमे एकटा पोस्ट-इट नोट रखलक। जँ हुनका कुल 23 टा पोस्ट-इट नोट छलनि, तँ ओ जखन किन् नलनि तखन ओ पैकेज मे कतेक टा पोस्ट-इट नोट छल? ";163
जॉन नीला टाईसँ दुगुना लाल टाई खरीदैत अछि। लाल टाईक दाम नीला टाईकसँ ५०% बेसी अछि। ओ नीला टाई पर २०० डॉलर खर्च केलक जकरा एक टाई ४० डॉलरक छलैक। ओ टाई पर कतेक खर्च केलक? ;800
ट्रेसी चारि फुट लम्बा तारक टुकड़ाक उपयोग बगानमे टमाटरक पौधाकेँ समर्थन करबाक लेल केलक। तार 6 इंच लम्बा टुकड़ा मे काटल गेल छल. ओ कतेक टुकड़ा प्राप्त केलक? ;8
रिचर्ड १५ मंजिला अपार्टमेन्ट भवनमे रहैत अछि। प्रत्येक मंजिलमे ८ टा इकाई अछि, आ भवनक ३/४ भाग कब्जामे अछि। ई भवनमे खाली इकाईसभक कुल संख्या के अछि? ;30
लॉयडक एकटा अण्डा फार्म अछि। हुनकर मुर्गा सभ दिनमे २५२ अण्डा दैत अछि आ ओ ओकरा सभकेँ एक दर्जनमे २ डॉलरमे बेचि दैत अछि। लोयड अण्डासँ सप्ताहमे कतेक कमाइत अछि? ;294
टॉमक जहाज १० मील प्रति घण्टाक गतिसँ यात्रा कऽ सकैत अछि। ओ १ सँ ४ बजे धरि यात्रा करत। फेर ओ ६ मील प्रतिघंटाक दरसँ वापस यात्रा करैत अछि। हुनका वापस आबय मे कतेक समय लगतैक? ;5
उरियाहक बैग हुनका लेल भारी भऽ रहल अछि। हुनका ओहिसँ १५ किलो वजन हटाबए पड़त। हुनकर कॉमिक्सक वजन एक-एक किलो आ हुनकर खिलौनेक वजन एक-एक किलो। जँ ओ ३० टा कॉमिक किताब हटा दैत अछि, तँ हुनका कतेक टा खिलौना हटाबऽ पड़त? ;15
एक मैकेनिक ट्रक आ कारक टायर के मरम्मत के लेल अलग-अलग दर पर शुल्क लेताह। [पृष्ठ २३ पर पाओल गेल चित्र] गुरुवार दिन, मैकेनिक 6 ट्रक टायर आ 4 कार टायरक मरम्मत करैत अछि। शुक्रवारक दिन, मैकेनिक १२ टा कारक मरम्मत करैत अछि आ कोनो ट्रकक टायर नहि मरम्मत करैत अछि। ओ दिन कतेक बेसी आय भेल छल जखन मैकेनिक बेसी आय केलक? ;40
डब्टफायर बहिनसभ स्थानीय पशु आश्रय सँ अपन लेल गेल ७ टा बिल्लीक बच्चाक संग घर जा रहल छल जखन ओकर सभक माँ ओकरासभके सूचित करैक लेल फोन करैत अछि जे ओकरसभक २ टा घरक बिल्लीमे बच्चा भेल अछि । ओ कहैत अछि जे पैची, पहिल बिल्ली, अपनऽ लेल गेल बच्चाक संख्या सँ तीन गुना अधिक बच्चाक जन्म देलक अछि, जखन कि दोसर बिल्ली, ट्रिसी, 12 टा बच्चाक जन्म देलक अछि। डूबटफायर परिवारमे आब कतेटा बच्चा अछि? ;40
जीन लग ३० टा ललीपॉप अछि। जीन दू टा ललिपॉप खा लेलक। शेष ललिपप सँ, जीन एकटा बैग मे 2 ललिपप पैक करए चाहैत छथि। जीन कतेक बैग भर सकैत अछि? ;14
पीटर एहि सप्ताह सिनेमा जाएबाक योजना बना रहल छथि। ओकरा सदिखन $७ मे टिकट आ $७ मे पॉपकॉर्न भेटैत छैक। जँ हुनका सप्ताहमे ४२ डॉलर भेटत, ओ कतेक बेर सिनेमा देखैत अछि? ;3
लकड़ीक पुल ५००० पाउंड सँ बेसी नहि उठा सकैत अछि। एकटा डिलीवरी ट्रक जाहिमे समान बक्सा सभ भरल अछि, प्रत्येक बक्साक वजन 15 पाउंड अछि, से पुल पर सँ गुजरत। चालक आ खाली ट्रकक संयुक्त भार ३७५५ पाउंड अछि। पुलक भार सीमाक अधिक नहि करैत ट्रक पर अधिकतम कतेक डिब्बा लोड कएल जा सकैत अछि? ;83
स्टीफन आनलाइन मसाला-कौआक ऑर्डर देने छल। हुनकर अन्तिम बिल ४० डॉलर छल। ओना ई एकटा डिलिवरी विक्रेताक माध्यमसँ भेल छल, ओ सभ हुनकर अन्तिम कुलमे २५% शुल्क जोड़लक आ हुनकासँ डिलिवरी शुल्कमे ३.०० डॉलर लेलक। स्टीफन ४.०० डॉलरक टिप सेहो देलनि। अतिरिक्त शुल्कक बाद, स्टीफनक किरानाक अन्तिम दाम की छल? ;57
एक रास्पबेरी झाड़ीमे २० फल प्रत्येकक ६ समूह आ ६७ अलग-अलग फल झाड़ीमे बिखरि गेल अछि । कुलमे कते रासबेरी अछि? ;187
एक टोकरीमे २५टा संतरा अछि जाहिमे १टा खराब, २०% अपरिपक्व, २टा खट्टा आ बाँकी सभ नीक अछि। कतेक नारंगी नीक अछि? ;17
जेनेट अपन बेटीक लेल एक ब्रोच खरीदैत अछि। ओ एकरा बनयबाक लेल सामग्रीक लेल ५०० डॉलर आ फेर निर्माणक लेल आभूषणक लेल ८०० डॉलर दैत अछि। तकर बाद ओ १०% रकम बीमाक लेल दैत अछि। ओ कतेक देलक? ;1430
जँ मार्सी ४० वर्ष धरि एकहि कम्पनीमे काज करैत अछि, त' ओकरा वार्षिक पेंशन ५०,००० डॉलर भेटैत अछि। 20 वर्षक बाद ओ वार्षिक रूपसँ पेंशनक मूल्यक 5% केँ हकदार बनैत अछि। यदि ओ 30 वर्षक बाद सेवानिवृत्त होइत अछि, त' ओकर वार्षिक पेंशन कतेक होयत? ;25000
ऐलिना एकटा स्ट्रीमिंग सेवाक सदस्यता लेलनि जे हुनका प्रति महिना $१४० कऽ लागत। यदि स्ट्रीमिंग कम्पनी हुनका सँ वर्षक पहिल आधा लेल प्रारम्भिक राशि चार्ज केलक आ फेर वर्षक दोसर आधा पर हुनका सँ १०% कम पैसा चार्ज केलक, त' वर्षक अंत धरि स्ट्रीमिंग सेवाक लेल ओ कुल राशि क गणना करू। ;1596
सोफिया अपन कार मे सड़क यात्रा पर जाएबाक विचार कऽ रहल अछि, आ ई जानए चाहैत अछि जे ई एकटा टैंक पेट्रोल सँ कतेक दूर तक जा सकैत अछि। ओ अपन टैंक केँ अन्तिम बेर भरबाक बाद सँ १०० मीलक यात्रा कयने अछि, आ ओकरा फेर सँ टैंक मे तेल भरबाक लेल ४ गैलन गैस डालि देबाक आवश्यकता छलैक। ओकर कारक मालिकक पुस्तिका कहैत अछि जे ओकर टैंकमे १२ गैलन गैसोलीन अछि। सोफिया एकटा टैंकमे कतेक मील चलैत अछि? ;300
जिम दू घंटा टीवी देखैत रहैत अछि आ फेर ओ सोझाँ जा कऽ आधा समय धरि पढ़ैत रहैत अछि। ओ ई सप्ताहमे तीन बेर करैत अछि। चारि सप्ताह मे ओ कतेक घंटा टीवी देखैत आ पढ़ैत अछि? ;36
बास्केटबल टूर्नामेंट मे चारि टा स्कूल प्रतिस्पर्धा करैत अछि। प्रत्येक स्कूल एक बालिकाक बास्केटबल टीम आ एक बालकक बास्केटबल टीम पठा देने अछि आ प्रत्येक टीम मे 5टा खिलाड़ी अछि। प्रत्येक स्कूल प्रत्येक टीम कें लेल एक प्रशिक्षक सेहो भेजने अछि। कुल मिला कऽ, सभ स्कूल कतेक लोक केँ पठौने अछि? ;48
एक खजाना खोजनिहारकेँ एकटा खजानेसँ भरल खजानेक डिब्बा भेटलैक। १७५ टा हीरा छल, ३५ टा हीरा सँ कम रूबी आ रूबी सँ दुगुना पन्ना। ओ खजाने कतेक टा छल? ;595
डॉ. वर्ट्ज के स्कूल मे लड़िकाक संख्या लड़िकाक संख्या सँ दुगुना अछि। यदि प्रत्येक शिक्षकमे ६०टा लड़की आ ५टा छात्र अछि, त' कतेक शिक्षक अछि? ;36
बेली निश्चित राशि सँ शुरू करैत अछि। तखन ओकरा आठ सप्ताहक लेल साप्ताहिक रूप सँ ५ डॉलरक भत्ता भेटैत छैक। आठ सप्ताहक अन्तमे, जँ हुनका लग कुल १०० टाका छल, तँ बेली कते पैसा सँ शुरू केलक? ;60
जूडी हर दिन, सप्ताहक दिनमे ५ टा नृत्यक कक्षा आ शनिदिन ८ टा कक्षा दैत अछि। जँ प्रत्येक कक्षामे १५टा छात्र अछि आ ओ प्रति छात्र १५ टाका लेबए लगैत अछि, ओ १ सप्ताहमे कतेक पैसा कमाएत? ;7425
केलिआनक खाना बनयबाक लेल दूटा नुस्खा अछि, एकटामे २० टा निर्देश अछि आ दोसरमे पहिल सँ दुगुना निर्देश अछि। कीलियन केँ दूटा व्यंजन तैयार करबाक लेल कतेकटा निर्देश पढ़बाक अछि? ;60
टोमी अपन दानक लेल धन जुटा रहल अछि ३ डॉलर प्रति टुकड़ा ब्राउनी बेचैत आ ४ डॉलर प्रति टुकड़ा पनीर केक। जँ टोमी ४३ टा ब्राउनिस आ २३ टा पनीर केक बेचि दैत अछि, तँ टोमी कतेक पैसा जुटाओत? ;221
शीला तीन मासक किस्तक लेल प्रत्येकमे १५० डॉलरमे पाँचटा सेल फोन खरीदलक। प्रत्येक इकाईक लेल 2% ब्याजक शुल्क लेल जाएत। शीला तीन मास धरि प्रतिमाह कतेक देति? ;255
आर्टीक फार्मर्स मार्केटमे फूलक स्टैंड अछि। ओ तीन प्रकारक फूल बेचैत अछि: मैरिगोल्ड, पेटूनिया आ बेगोनिया। ओ प्रायः मैरिगोल्ड्स प्रति बर्तन २.७४ डॉलर, पेटुनिया प्रति बर्तन १.८७ डॉलर आ बेगोनिया प्रति बर्तन २.१२ डॉलर मे बेचैत अछि। आर्टीकेँ आइ कोनो परिवर्तन नहि अछि, तेँ ओ अपन सभटा दामकेँ निकटतम डॉलरमे गोल करबाक निर्णय केलक अछि। जँ आर्टी १२ टा मालागुड, ९ टा पेटुनिया आ १७ टा बेगोनिया बेचत, तँ ओ कतेक कमाएत? ;88
लूका समुद्र तट पर रेतक महल बनबैत समय व्यतीत करैत छथि। ओ अन्ततः ई नोटिस करैत अछि जे रेतक महलक प्रत्येक स्तरक आधा वर्ग फुट होएत जकर नीचाँक स्तर होएत। यदि ओ ४ स्तरक रेत महल बनबैत अछि जकर उपरका स्तर १६ वर्ग फुटक अछि, तखने स्तरक औसत वर्ग फुट केना होएत? ;60
सेसिलिया एकटा नवका कुत्ता खरीदलक। ओकर पशु चिकित्सकक अनुसार, ओकरा पहिल 180 दिनक लेल कुत्ताक भोजनक 1 कप प्रतिदिन पोसबाक अछि। तखन ओ अपन जीवनक शेष समय तक कुत्ताक भोजनक 2 कप प्रतिदिन पोसबाक लेल बाध्य अछि। यदि कुकुरक भोजनक एक बैगमे ११० कप अछि, तँ कुकुरक भोजनक कतेक बैग सेसिलिया पहिल वर्षमे उपयोग करत? ;5
यदि रेमण्ड आधा बेसी धोती करैत अछि जेना सारा करैत अछि, आ सारा डेविड सँ चारि गुना बेसी धोती करैत अछि, रेमण्ड आ डेविडक धोतीक मात्रामे अंतरक गणना करू यदि सारा 400 पाउंड धोती करैत अछि. ;100
विन्सेन्ट २.५० डालरमे ३ टाक पैकेट वा १ डालरमे २ टाक पैकेट खरीद सकैत अछि। १८ टा फूल बेसी दाम पर किनला सँ ओ कतेक बचत करत? ;6
