question;answer_number
UJill ukhokhelwa u-$20 ngehora ukuze afundise futhi u-$30 ukuze abe umqeqeshi wabadlali beqembu labadlali abaphambili. Uma esebenza amasonto angu-50 ngonyaka, amahora angu-35 ngesonto njengomfundisi namahora angu-15 ngesonto njengomqeqeshi, uyini umholo wakhe wonyaka? ;57500
UClaire wenza i-omelette yamaqanda amathathu njalo ekuseni ngesidlo sasekuseni. Zingaki izinqwaba zamaqanda azowadla emasontweni amane? ;7
UMarissa uhamba ngezinyawo emzileni ongamakhilomitha angu-12. Kwathatha ihora elilodwa ukuhamba amamayela amane okuqala, kwalandela ihora elilodwa ukuze ahambe amamayela amabili alandelayo. Uma efuna ukuba isivinini sakhe esivamile sibe amamayela angu - 4 ngehora, yisiphi isivinini (ngamamayela ngehora) ayidingayo ukuze ahambe ibanga elisele? ;6
Nginamalitha ayishumi esiphuzo sewolintshi esiyizingxenye ezimbili kwezintathu zaso amanzi futhi ngifisa ukusifaka kumalitha ayishumi nanhlanu esiphuzo sikaphayinaphu esiyizingxenye ezintathu kwezinhlanu zaso amanzi. Kodwa njengoba ngithulula, ngichitha ilitha elilodwa lesiphuzo esinamawolintshi. Amanzi angakanani akumalitha angu-24 asele? ;15
URaymond noSamantha bangabazala. URaymond wazalwa eminyakeni eyisithupha ngaphambi kukaSamantha. URaymond waba nendodana eneminyaka engu-23 ubudala. Uma uSamantha eneminyaka engu-31 manje, indodana kaRaymond yazalwa eminyakeni emingaki edlule? ;14
UBilly uthengisa ama-DVD. Unezivakashi ezingu-8 ngoLwesibili. Amakhasimende akhe okuqala amathathu athenga i-DVD eyodwa ngamunye. Amakhasimende akhe amabili alandelayo athenga ama-DVD amabili lilinye. Amakhasimende akhe amathathu okugcina awazange athenge ama-DVD. Bangaki ama-DVD uBilly awathengisa ngoLwesibili? ;7
Ikhandlela liyancibilika ngamasentimitha amabili ngehora ngalinye lapho lishiswa. Amakhandlela ayoba mfushane ngamasentimitha amangaki ngemva kokushiswa kusukela ngo-1:00 ntambama kuya ku-5:00 ntambama? ;8
UKyle wathenga incwadi eyathengiswa kakhulu ngonyaka odlule ngo-$19.50. Lokhu kwenziwa ngesaphulelo esingu-25% entengweni yokuqala. Yayiyini intengo yokuqala yale ncwadi? ;26
UMarie wa-oda isidlo esisodwa senkukhu esingu-R13, amaphakethe amahlanu obisi angu-R14, ama-apula angu-R15, namabhokisi ambalwa e-pizza. UMarie wakhokha ingqikithi yamaRandi angu-50. UMarie wa-oda amabhokisi amangaki e-pizza uma ibhokisi ngalinye libiza u-R3,50? ;2
UMishka wathenga ama-shorts amathathu, amabhulukwe amathathu nezicathulo ezintathu. Amabhulukwe amafushane abiza u-R16,50. Amabhulukwe abiza u-R32,50 kanti izicathulo zibiza u-R32. UMishka wasebenzisa amadola amangaki kukho konke lokhu kugqoka? ;243
UCynthia udla u-ayisikhilimu owodwa njalo ebusuku. Uthenga amabhokisi e-ayisikhilimu anezingxenye ezingu-15 ze-ayisikhilimu ibhokisi ngalinye ngentengo engu-R3,00 ibhokisi ngalinye. Ngemva kwezinsuku ezingu-60, uzobe esekhokha malini nge-ayisikhilimu? ;16
UHenry wama kabili ohambweni lwakhe lwebhayisikili olungamamayela angu-60. Waqala wama ngemva kwamamayela angu-30. Isiteshi sakhe sesibili sasingamakhilomitha angu-15 ngaphambi kokuphela kohambo. Wahamba amakhilomitha amangaki phakathi kokuma kwakhe kokuqala nokwesibili? ;25
UGloria wayethenga izicathulo lapho ethola izicathulo ezifanelana nesabelomali sakhe. Nokho, kumelwe akhethe phakathi kwamabhuzu namabhuzu amabili aphakeme abiza imali engaphansi kwamabhuzu ngamadola amahlanu. Uma isicathulo esisodwa esinezithende sibiza amaRandi angu - 33 kanti esinye sibiza imali ephindwe kabili, zingaki amaRandi lezi zicathulo? ;104
Iminyaka kaDarrell neka-Allen isesilinganisweni esingu-7: 11. Uma ingqikithi yeminyaka yabo engu - 162 manje, cabanga ukuthi u - Allen uzobe eneminyaka emingaki eminyakeni eyishumi kusukela manje. ;109
UGunter uzama ukubala ama-jelly beans ebhodweni. Ubuza abangane bakhe ukuthi bacabanga ukuthi bangaki abasemjondolo. Omunye uthi 80. Omunye uthi angu-20 ngaphezu kwengxenye yokuqala. Ingxenye yesithathu ithi ingu-25% ngaphezu kweyokuqala. Ingakanani isilinganiso sabo? ;80
UJohn unakekela izinja ezingu-10. Inja ngayinye ithatha amahora angu - 0,5 ngosuku ukuze ihambe futhi inakekele izindaba zayo. Zingaki amahora aviki ngalinye awachitha enakekela izinja? ;35
UGretchen unezinhlamvu zemali ezingu-110. Kunenani eliphakeme lezinhlamvu zemali zegolide kunezinhlamvu zemali zesiliva. UGretchen unezinhlamvu zemali ezingaki zegolide? ;70
USiobhan unamagugu amabili angaphansi kuka-Aaron. U-Aaron unamagugu ayisihlanu ngaphezu kwengxenye yamagugu kaRaymond. Uma uRaymond enamagugu angu-40, mangaki amagugu uShiobhan anawo? ;23
UMike udlala i-ping pong imizuzu engu-40. Emizuzwini yokuqala engu-20, uhola amaphuzu amane. Emizuzwini engu-20 eyalandela, uhola amaphuzu angaphezu kuka-25%. Ube namaphuzu amangaki esewonke? ;9
UTherry udla ama-yogurt amabili ngosuku. Okwamanje zithengiswa ngama-yogurt angu-4 ngo-R35. Uchitha malini ngeyogathi ngezinsuku ezingu-30? ;75
UJohn uhlela ukuthengisa wonke amathoyizi akhe bese esebenzisa imali ukuthenga imidlalo yama-video. Unamaqoqo angu-13 e-lego futhi uwathengisa ngo-$15 iqoqo ngalinye. Ugcina ethenge imidlalo ye-video engu-8 ngo-R20 ngamunye futhi usene-R5 esele. Usenamathuluzi amangaki e-lego? ;2
UJohn ugijima amakhilomitha angu-60 ngesonto. Ugijima izinsuku ezintathu ngesonto. Ugijima amahora amathathu ngosuku lokuqala futhi ugijima ingxenye yalokho ezinsukwini ezimbili ezilandelayo. Ihamba ngokushesha okungakanani? ;10
UDana uyakwazi ukugijima ngesivinini esiphindwe kane kunesokukwazi kwakhe ukuhamba, kodwa angagxuma ngesivinini esiyingxenye yesivinini akwazi ngaso ukugijima. Uma ingakwazi ukweqa ngesivinini esingamakhilomitha amathathu ngehora, ingakwazi ukuhamba amakhilomitha amangaki ngamahora ayisithupha uma ichitha ingxenye eyodwa kwezintathu yesikhathi isigijima futhi ingxenye ezimbili kwezintathu zihamba? ;18
I-iPhone kaBrandon ineminyaka ephindwe kane kunaleyo kaBen. I-iPhone kaBen ineminyaka ephindwe kabili kunekaSuzy. Uma i-iPhone kaSuzy inonyaka owodwa ubudala, ineminyaka emingaki i-iPhone kaBrandon? ;8
Udrako omkhulu, uPerg, wayehlezi phezulu esiqongweni seNtaba iFarbo, ephonsa umlilo kunoma yini esendaweni engamamitha angu-100. UPolly wayengenakuphosa umkhonto wegolide, okuwukuphela kwesikhali esaziwayo esasingakwazi ukugibela udrako ngesihlangu, ibanga elingamamitha angu-400, kahle ngaphakathi kwebanga lomlilo kadrako. Kodwa lapho uPolly ephethe itshe eliyigugu lesafire, wayekwazi ukuphonsa umkhonto kude ngokuphindwe kathathu kunangesikhathi engaliphethe. Uma ephethe itshe eliyigugu, uPolly wayengama kude kangakanani nokuthinteka kwamalangabi kaDragon kodwa akwazi ukushaya udrako ngensimbi yegolide? ;200
Ugogo uJones wabhaka ama-apula angu-5 ukuze kube isidlo sasemini sabacimi-mlilo. Wasika ipayi ngalinye laba izingcezu ezingu-8 futhi wabeka amapayi ayisihlanu etafuleni ukuze izivakashi zizikhonze. Ekupheleni kwalelo langa, ngemva kokuba izivakashi sezithathe futhi zadla izingcezu zazo zikaphayi, kwakusele izingcezu ezingu - 14 zikaphayi. Zingaki izingcezu ezathathwa izivakashi? ;26
Ngokwemininingwane yokudla okunomsoco, isikhwama sama-chips sinama-kilojoule angu-250 ngesidlo ngasinye. Uma isikhwama esingama-g 300 sinezingxenye ezi-5, mangaki amagremu ongawadla uma umgomo wakho wansuku zonke wama-calorie kungu-2000 futhi usuvele udle ama-calorie angu-1800? ;48
UCharlie ufuna ukuthengisa amakhandlela enhlaba. Ngekhilogremu ngalinye le-beewax, angenza amakhandlela ayishumi anemibala. Ikhilogremu elilodwa le-beewax kanye nama-wick libiza u-R30.00 ngezinto zokunikeza. Uma ethengisa ikhandlela ngalinye ngamaRandi angu - 2 lilinye, inzuzo yakhe ilinganiselwa ku - $1.00 uma enza futhi ethengisa amakhandlela angu - 20? ;20
UMeredith ungumblogi ozimele obhala ngezihloko zezempilo futhi uthumela amaklayenti nsuku zonke njengomsebenzi wakhe waphakade. Isihloko se-blog sithatha isilinganiso samahora amane ukucwaninga nokubhala ngaso. Ngesonto eledlule, wabhala izihloko eziyisihlanu ngoMsombuluko nezingama-2/5 ezihlokweni eziphindwe kabili ngoLwesibili kunangoMsombuluko. NgoLwesithathu, wabhala izihloko eziphindwe kabili kunezangolwesibili. Bala inani eliphelele lamahora awachitha ebhala izihloko phakathi nalezo zinsuku ezintathu. ;104
"UCandice wafaka amapheshana angu-80 esikhwameni sakhe ngaphambi kokuba aye emsebenzini wakhe esitolo sekhofi. Endleleni, wama esitolo wathenga iphakethe lama-Post-it; emsebenzini, wabeka inothi elilodwa le-Post-it kunkezo ngayinye yezinkomishi zekhofi ezingu-220. Uma ayenezinhlamvu zamaposi ezingu-23 esele, zingaki lezo zincwadi ezazisesikhwameni ayesithengile? ";163
UJohn uthenga amatyayi abomvu aphindwe kabili kunalawo aluhlaza. Amathayi abomvu abiza ngaphezu kwamathayi aluhlaza okwesibhakabhaka ngamaphesenti angu-50. Wasebenzisa amaRandi angu-200 ekuthengeni uthayi oluhlaza okwesibhakabhaka owawubiza amaRandi angu-40 ucezu ngalunye. Wachitha malini ezintanjeni? ;800
UTracy wasebenzisa ucezu lwentambo olungamamitha amane ubude ukusekela izitshalo zikamatamatisi engadini. Ucingo lwalusikwe lwaba izingcezu ezingamasentimitha ayisithupha ubude. Wazithola zingaki izingcezu? ;8
URichard uhlala esakhiweni esinezitezi ezingu-15. Isitezi ngasinye siqukethe amayunithi angu-8, futhi izingxenye ezintathu kwezine zesakhiwo zisetshenzisiwe. Ingakanani inani eliphelele lamagumbi angahlalwa esakhiweni? ;30
ULloyd unepulazi lamaqanda. Izinkukhu zakhe zikhiqiza amaqanda angu-252 ngosuku futhi uzithengisa ngamaRandi amabili idlanzana ngalinye. ULoyd wenza malini ngamaqanda ngesonto? ;294
Umkhumbi kaTom uhamba ngesivinini esingamamayela ayishumi ngehora. Uhamba ngomkhumbi kusukela ngo-1:00 ntambama kuya ku-4:00 ntambama. Khona-ke ibuyela emuva ngesivinini esingamahora angu-8 ngehora. Kuthatha isikhathi esingakanani ukuba abuye? ;5
Isikhwama sika-Uriya sezincwadi siya siba sikhulu kakhulu kuye. Udinga ukususa amakhilogremu angu-15 kulo. Amabhuku akhe amahlaya anesisindo esingamakhilogremu angu-1/4 ngalinye futhi amathoyizi akhe anesisindo esingamakhilogremu angu-1/2 ngalinye. Uma esusa amabhuku amahlaya angu-30, kudingeka asuse amathoyizi amangaki? ;15
Umakhenikha ukhokhisa amanani ahlukahlukene ukuze alungise amathayi amaloli nezimoto. Isondo ngalinye likalori elilungiswayo, umakhenikha uyokhokhisa u-R360 futhi isondo ngalinye lemoto elilungiswayo, umakhenikha uyokhokhisa u-R300. NgoLwesine, umakhenikha ulungisa amathayi ayisithupha elori namane ezimoto. NgoLwesihlanu, umakhenikha ulungisa izimoto ezingu-12 kodwa akalungisi noma iyiphi ithayi lekamoto. Umakhi wemishini wathola imali engakanani ngosuku olunenzuzo enkulu? ;40
Odadewabo bakaDoubtfire babuyela ekhaya ngemidlwane engu-7 abayithole endaweni yokukhosela izilwane lapho umama wabo ebafonela ebazisa ukuthi amakati abo amabili asanda kuba namakati. Uthi uPatchy, ikati lokuqala, unamakati amaningi ngokuphindwe kathathu kunangaphambili, kuyilapho uTrixie, elinye ikati, enama - 12. Manje umkhaya wakwaDoubtfire unezingane ezingaki? ;40
UJean unama-lollipop angu-30. UJean udla ama-lollipop amabili. Njengoba kunama-lollipop asele, uJean ufuna ukufaka ama-lollipop amabili esikhwameni esisodwa. Zingaki izikhwama uJean angazigcwalisa? ;14
UPeter uhlela ukuya ebhayisikobho kuleli sonto. Uhlale ethola ithikithi ngo-$7 nama-popcorn ngo-$7. Uma enama-dollar angu-42 ngesonto, angaya izikhathi ezingaki emabhayisikobho? ;3
Ibhuloho lokhuni alikwazi ukuthwala amakhilogremu angaphezu kuka-5000. Iloli elihambisa izinto eligcwele amabhokisi afanayo, ngalinye linesisindo esingamakhilogremu angu-15, lizodlula phezu kwebhuloho. Isisindo esihlanganisiwe somshayeli neloli elingenalutho singamakhilogremu angu-3755. Yisiphi isibalo esiphezulu samabhokisi angathwalwa elolini ngaphandle kokweqa umkhawulo wesisindo sebhuloho? ;83
UStephen wa-oda izinto ezitolo kuyi-Internet. Umthethosivivinywa wakhe wokugcina waba ngu-$40.00. Ngenxa yokuthi lokhu kwakwenziwa ngomthengisi wezithuthi, banamathela ku-25% wenani lakhe lokugcina futhi bamkhokhisa u-$3.00 wezindleko zokuhambisa. UStephen wanezela ne-$4.00 (R1.000) yesipho. Ngemva kwezindleko ezengeziwe, yayimalini intengo yokugcina yezitolo zikaStephen? ;57
Isihlahla sama-raspberry sinezixha eziyisithupha zezithelo ezingu-20 ngasinye nezithelo ezingu-67 ezihlukene ezihlakazeke esihlahleni. Zingaki ama-raspberry esewonke? ;187
Ubhasikidi unamawolintshi angu-25 phakathi kwawo owodwa awumnandi, angu-20% awavuthiwe, amabili anamuncu kanti amanye amahle. Mangaki amawolintshi amahle? ;17
UJanet uthengela indodakazi yakhe ibhulukwe. Ukhokha u-R1 000 ngezinto zokwenza le ngilazi bese ekhokha u-R1 000 kumthengisi ukuze ayenze. Ngemva kwalokho, ukhokha u-10% walokho ukuze ivikeleke. Ukhokhe malini? ;1430
Uma uMarcy esebenzela inkampani efanayo iminyaka engu-40, uthola impesheni yonyaka engu-$50,000/ngonyaka. Kusukela ngemva kweminyaka engu-20, uthola ilungelo lokuthola u-5% wenani lempesheni ngonyaka. Uma eyeka ngemva kweminyaka engu-30, iyini impesheni yakhe yonyaka? ;25000
U-Aleena wabhalisela isevisi yokusakaza eyenza ukuba akhokhe u-R130 ngenyanga. Uma inkampani yokusakaza yayimkhokhisela inani lokuqala engxenyeni yokuqala yonyaka bese imkhokhisa imali engaphansi ngo-10% engxenyeni yesibili yonyaka, bala inani eliphelele ayelikhokhele isevisi yokusakaza ekupheleni konyaka. ;1596
USophia ucabanga ukuthatha uhambo ngemoto yakhe, futhi ufuna ukwazi ukuthi angahamba ibanga elingakanani ngethangi elilodwa likaphethiloli. Uye wahamba amakhilomitha angu-160 kusukela wagcwalisa ithangi lakhe okokugcina, futhi kwadingeka afake amalitha angu - 4 egesi ukuze aphinde aligcwalise. Incwadi yomnikazi wemoto yakhe ithi ithangi layo linamalitha angu-12 kaphethiloli. USophia angahamba amakhilomitha amangaki ethangini elilodwa likaphethiloli? ;300
UJim uchitha amahora amabili ebuka i-TV bese enquma ukuyolala futhi afunde ingxenye yesikhathi esifanayo. Lokhu ukwenza kathathu ngesonto. Zingaki amahora awachitha ebuka iTV futhi efunda phakathi namasonto amane? ;36
Kunezikole ezine ezincintisanayo emqhudelwaneni webhasikidi. Isikole ngasinye sithumele iqembu labesifazane kanye neqembu labesilisa futhi iqembu ngalinye linabadlali abahlanu. Isikole ngasinye siye sathumela nomqeqeshi eqenjini ngalinye. Sekukonke, bangaki abantu abaqashwe yizo zonke izikole? ;48
Umzingeli wamagugu wathola ibhokisi lomcebo eligcwele amagugu. Kwakunamadayimane angu - 175, amarubi angu - 35 ambalwa kunamadayimane, futhi inani lama - emerald laliphindwe kabili kunelawamarubi. Kwakunamagugu amangaki ebhokisini? ;595
Baningi kakhulu abafana kunamantombazane esikoleni sikaDkt. Wertz. Uma kunamantombazane angu-60 nabafundi aba-5 kuthisha ngamunye, bangaki othisha? ;36
UBaley uqala ngenani elithile lemali. Khona-ke uthola imali yesibonelelo yamasonto onke engu-R5 amasonto angu-8. Ekupheleni kwamasonto angu-8, uma enengqikithi yama-$100, uBailey waqala enemali engakanani? ;60
UJudy ufundisa amakilasi amahlanu okudansa, nsuku zonke, phakathi nesonto namakilasi angu-8 ngeMigqibelo. Uma ikilasi ngalinye linabafundi abangu-15 futhi likhokhisa u-$15.00 ngomfundi ngamunye, uhola imali engakanani ngesonto elilodwa? ;7425
UKelian unezindlela zokupheka ezimbili zokupheka, enye ineziqondiso ezingu-20 kanti eyesibili ineziqondiso eziphindwe kabili kuneyokuqala. UKelian kufanele afunde iziyalezo ezingaki ukuze alungiselele lezi zidlo ezimbili? ;60
UTommy uqoqa imali yokusiza umphakathi ngokuthengisa ama-brownie ngo-R3 ucezu ngalunye nama-cheesecake ngo-R4 ucezu ngalunye. Uma uTommy ethengisa ama-brownies angu-43 nezicucu ezingu-23 zekhekhe le-cheese, uTommy uqoqa imali engakanani? ;221
UShiela wathenga omakhalekhukhwini abahlanu ngo-R130 ngamunye ukuze akhokhe isitolimende sezinyanga ezintathu. Inzalo engu-2% izokhokhiswa ngeyunithi ngayinye. U-Shiela uzokhokha malini ngenyanga izinyanga ezintathu? ;255
U-Artie unesitolo sezimbali eMakethe Yabasebenzi Bendawo. Uthengisa izinhlobo ezintathu zezimbali: ama-marigold, ama-petunia nama-begonia. Ngokuvamile uthengisa ama-marigold ngama-R3,40 ngephani ngalinye, ama-petunia ngama-R3,40 ngephani ngalinye nama-begonia ngama-R3,40 ngephani ngalinye. U-Artie akanakho ukushintsha namuhla, ngakho uye wanquma ukuhlanganisa zonke izintengo zakhe zibe yidola eliseduze. Uma u-Artie ethengisa izimbiza ezingu-12 zama-marigold, izimbiza ezingu-9 zama-petunia nezimbiza ezingu-17 zama-begonia, uyothola malini? ;88
ULuka uchitha isikhathi sakhe ebhishi akha izinqaba zesihlabathi. Ekugcineni uyaqaphela ukuthi isitezi ngasinye senqaba yesihlabathi sizoba nengxenye yesikwele sezinyawo njengesitezi esingaphansi kwaso. Uma enza inqaba yesihlabathi enezinga eli-4, lapho izinga eliphezulu linendawo engamamitha-skwele angu-16, uyini indawo engamamitha-skwele evamile yezinga? ;60
UCecilia usanda kuthenga umdlwane omusha. Ngokudokotela wakhe wezilwane, kumelwe anikeze umdlwane wakhe inkomishi eyodwa yokudla kwezinja nsuku zonke izinsuku zokuqala ezingu - 180. Khona-ke kumelwe anikeze umdlwane izinkomishi ezimbili zokudla kwezinja nsuku zonke ukuphila kwakhe konke. Uma isikhwama esisodwa sokudla kwezinja siqukethe izinkomishi ezingu - 110, zingaki izikhwama zokudla kwezinja uCecilia azozisebenzisa ngonyaka wokuqala? ;5
Uma uRaymond egeza izingubo eziningi ngokulingene noSarah, noSarah egeza izingubo eziningi ngokulingene noDavid, bala umehluko wenani lezindwangu eziwashwa nguRaymond noDavid uma uSarah egeza izimpahla eziyizinkulungwane zamakhilogremu. ;100
UVincent angathenga izimbali eziqoqwe zaba ezintathu ngamaRandi angu - 2,50 noma eziqoqwe zababili ngamaRandi angu - 1. Uyonga malini ngokuthenga izimbali ezingu-18 ngentengo engcono? ;6
UJohn uthatha inja. Uthatha inja ayise kumuntu oyihlanza, okubiza u-R100. Umkhuzi wamnika isaphulelo esingu-30% ngokuba ikhasimende elisha. Kubiza malini ukuzilungisa? ;70
Amantombazane amabili athola ingxenye yesithupha yamalitha angu - 24 amanzi. Khona-ke umfana wathola amalitha ayisithupha amanzi. Kwakusele amalitha amangaki amanzi? ;10
UCharlie wayenezinamathisela eziyishumi. Wathenga izitika ezingu-21 esitolo esisemakethe futhi wathola ezingu-23 ngosuku lwakhe lokuzalwa. Khona-ke uCharlie wanikeza udadewabo ezingu-9 zalezi zinamathisela futhi wasebenzisa ezingu-28 ukuze ahlobise ikhadi lokuhalalisela. Zingaki izitika ezisele kuCharlie? ;17
UGrace unesisindo esingamakhilogremu angu-15. U-Alex unesisindo esingaphansi kwesisindo sikaGrace izikhathi ezine. Ziyisindo esingakanani uma zihlanganisiwe? ;623
UDan utshala izihlahla ezintathu zamaruzi. Isihlahla ngasinye sinezimbali ezingu-25. I-rose ngayinye inameva angu-8. Zingaki izingibe ezikhona? ;600
Iqembu lebhola likanobhutshuzwayo ladlala imidlalo engu-22. Banqoba izikhathi ezingu-8 ngaphezu kwalokho abalahlekelwa yikho. Bangaki abaphumelelayo? ;15
UGene uthunga ingubo yokulala ngemibala yezikhumbuzo ezindala. Unesikhwama esisodwa esivela eholidini ngalinye ayelihambe. Ihembe ngalinye liyi-quilt block yalo. Umugqa ngamunye wenziwe ngamabhulokhi omnyaka ohlukile wamaholide. Uhamba amaholide amane ngonyaka futhi ubelokhu ehambela amanye kusukela eneminyaka engu-23 ubudala. Manje uneminyaka engu-34. Unezingcezu ezingaki zokugqoka? ;44
UGreg une-alamu ehlelwe ukuba ikhale kathathu ngosuku njengesikhumbuzo. Lapho i-alamu ikhala, iyaqhubeka ikhala kuze kube yilapho uGreg eyivala. Ngesikhathi sokuqala lapho liqhuma namuhla, lahlaba izikhathi ezine. Lapho liqhuma okwesibili, lahlala kathathu isikhathi eside kunangesokuqala. Ngesikhathi sesithathu, lahlala isikhathi esiyingxenye yesikhathi sesibili. Sekukonke, zingaki izikhathi i-alamu eyashaywa ngazo? ;22
Inkampani ikhokhela isisebenzi ngasinye sayo amaRandi angu - 600 ngenyanga. Le nkampani inenqubomgomo yokukhulisa iholo lesisebenzi ngasinye sayo ngo-10% weholo lokuqala unyaka ngamunye kulabo asebehlale kule nkampani iminyaka emihlanu. Uma uSylvie esanda kuqeda iminyaka emihlanu enkampanini ngo-December odlule, uyini umholo wakhe wonyaka ngemva kweminyaka emithathu eyengeziwe yokusebenza? ;9360
I-albhamu yokuqala kaMarilyn yathengiswa ngokuphindwe izikhathi eziyishumi kunekaHarald. Uma athengisa amakhophi angu-88.000 ehlangene, mangaki amakhophi athengiswa uHarald? ;8000
UChristina uhlela iphathi yosuku lokuzalwa futhi udinga izikhwama zezipho ezingu-0.75 ngesivakashi ngasinye esimenyiwe, ngoba ingxenye eyodwa kwezine yababekhona ayifiki. Wamema abangane abangu-16. Izikhwama zezipho zibiza u-$2 lilinye. Uzochitha malini? ;24
