question;A;B;C;answer;answer_abc
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola kuning, Bob maderbe bola ungu, miwah Claire maderbe bola biru. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Alice miwah Claire saling tukar bola. Raris, Bob miwah Claire saling tukaran bola. Pamuputne, Alice lan Claire saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola biru ;bola kuning ;bola ungu ;bola biru ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola barak, Bob maderbe bola barak, miwah Claire maderbe bola putih. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Bob saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Claire lan Alice saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola putih ;bola mawarna coklat ;bola abang ;bola abang ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola barak, Bob maderbe bola barak, miwah Claire maderbe bola putih. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Bob saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Claire lan Alice saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola putih ;bola mawarna coklat ;bola abang ;bola mawarna coklat ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola barak, Bob maderbe bola barak, miwah Claire maderbe bola putih. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Bob saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Claire lan Alice saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola putih ;bola mawarna coklat ;bola abang ;bola putih ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice madue bola mawar, Bob madue bola barak, miwah Claire madue bola jingga. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Alice saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Bob lan Claire saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola jeruk ;bola mawarna coklat ;bola mawar ;bola mawarna coklat ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice madue bola mawar, Bob madue bola barak, miwah Claire madue bola jingga. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Alice saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Bob lan Claire saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola jeruk ;bola mawarna coklat ;bola mawar ;bola mawar ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice madue bola mawar, Bob madue bola barak, miwah Claire madue bola jingga. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Alice saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Bob lan Claire saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola jeruk ;bola mawarna coklat ;bola mawar ;bola jeruk ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola biru, Bob maderbe bola kuning, miwah Claire maderbe bola ijo. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Claire saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Bob lan Claire saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola biru ;bola kuning ;bola ijo ;bola ijo ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola biru, Bob maderbe bola kuning, miwah Claire maderbe bola ijo. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Claire saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Bob lan Claire saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola biru ;bola kuning ;bola ijo ;bola kuning ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola biru, Bob maderbe bola kuning, miwah Claire maderbe bola ijo. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Claire saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Bob lan Claire saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola biru ;bola kuning ;bola ijo ;bola biru ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola biru, Bob maderbe bola selem, miwah Claire maderbe bola coklat. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Alice miwah Claire saling tukar bola. Claire miwah Bob raris saling tukaran. Pamuputne, Alice lan Claire saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola biru ;bola ireng ;bola mawarna coklat ;bola ireng ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola biru, Bob maderbe bola selem, miwah Claire maderbe bola coklat. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Alice miwah Claire saling tukar bola. Claire miwah Bob raris saling tukaran. Pamuputne, Alice lan Claire saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola biru ;bola ireng ;bola mawarna coklat ;bola biru ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola biru, Bob maderbe bola selem, miwah Claire maderbe bola coklat. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Alice miwah Claire saling tukar bola. Claire miwah Bob raris saling tukaran. Pamuputne, Alice lan Claire saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola biru ;bola ireng ;bola mawarna coklat ;bola mawarna coklat ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola kuning, Bob maderbe bola biru, miwah Claire maderbe bola mawar. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Alice saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Claire lan Bob saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola biru ;bola kuning ;bola mawar ;bola biru ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola kuning, Bob maderbe bola biru, miwah Claire maderbe bola mawar. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Alice saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Claire lan Bob saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola biru ;bola kuning ;bola mawar ;bola kuning ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola kuning, Bob maderbe bola biru, miwah Claire maderbe bola mawar. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Alice saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Claire lan Bob saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola biru ;bola kuning ;bola mawar ;bola mawar ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola ijo, Bob maderbe bola selem, miwah Claire maderbe bola biru. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Alice saling gentosin bola. Claire miwah Alice saling tukaran bal. Pamuputne, Alice lan Bob saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola biru ;bola ireng ;bola ijo ;bola ijo ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola ijo, Bob maderbe bola selem, miwah Claire maderbe bola biru. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Alice saling gentosin bola. Claire miwah Alice saling tukaran bal. Pamuputne, Alice lan Bob saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola biru ;bola ireng ;bola ijo ;bola biru ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola ijo, Bob maderbe bola selem, miwah Claire maderbe bola biru. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Alice saling gentosin bola. Claire miwah Alice saling tukaran bal. Pamuputne, Alice lan Bob saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola biru ;bola ireng ;bola ijo ;bola ireng ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola biru, Bob maderbe bola selem, miwah Claire maderbe bola ijo. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Alice miwah Claire saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Claire lan Alice saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola biru ;bola ireng ;bola ijo ;bola biru ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola biru, Bob maderbe bola selem, miwah Claire maderbe bola ijo. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Alice miwah Claire saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Claire lan Alice saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola biru ;bola ireng ;bola ijo ;bola ijo ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola biru, Bob maderbe bola selem, miwah Claire maderbe bola ijo. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Alice miwah Claire saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Claire lan Alice saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola biru ;bola ireng ;bola ijo ;bola ireng ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola ungu, Bob maderbe bola biru, miwah Claire maderbe bola selem. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Bob saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Claire lan Alice saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola biru ;bola ireng ;bola ungu ;bola biru ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola ungu, Bob maderbe bola biru, miwah Claire maderbe bola selem. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Bob saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Claire lan Alice saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola biru ;bola ireng ;bola ungu ;bola ungu ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola ungu, Bob maderbe bola biru, miwah Claire maderbe bola selem. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Bob saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Claire lan Alice saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola biru ;bola ireng ;bola ungu ;bola ireng ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola kuning, Bob maderbe bola barak, miwah Claire maderbe bola ijo. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Claire saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Bob lan Claire saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola mawarna coklat ;bola kuning ;bola ijo ;bola ijo ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola kuning, Bob maderbe bola barak, miwah Claire maderbe bola ijo. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Claire saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Bob lan Claire saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola mawarna coklat ;bola kuning ;bola ijo ;bola mawarna coklat ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola kuning, Bob maderbe bola barak, miwah Claire maderbe bola ijo. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Claire saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Bob lan Claire saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola mawarna coklat ;bola kuning ;bola ijo ;bola kuning ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola mawar, Bob maderbe bola kuning, miwah Claire maderbe bola putih. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Bob saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Claire lan Bob saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola putih ;bola kuning ;bola mawar ;bola putih ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola mawar, Bob maderbe bola kuning, miwah Claire maderbe bola putih. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Bob saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Claire lan Bob saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola putih ;bola kuning ;bola mawar ;bola kuning ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola mawar, Bob maderbe bola kuning, miwah Claire maderbe bola putih. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Bob saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Claire lan Bob saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola putih ;bola kuning ;bola mawar ;bola mawar ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola ijo, Bob maderbe bola selem, miwah Claire maderbe bola ungu. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Alice saling gentosin bola. Claire miwah Alice saling tukaran bal. Pamuputne, Bob lan Alice saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola ireng ;bola ungu ;bola ijo ;bola ijo ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola ijo, Bob maderbe bola selem, miwah Claire maderbe bola ungu. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Alice saling gentosin bola. Claire miwah Alice saling tukaran bal. Pamuputne, Bob lan Alice saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola ireng ;bola ungu ;bola ijo ;bola ungu ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola ijo, Bob maderbe bola selem, miwah Claire maderbe bola ungu. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Alice saling gentosin bola. Claire miwah Alice saling tukaran bal. Pamuputne, Bob lan Alice saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola ireng ;bola ungu ;bola ijo ;bola ireng ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola mawar, Bob maderbe bola barak, miwah Claire maderbe bola putih. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Alice miwah Claire saling tukar bola. Raris, Bob miwah Claire saling tukaran bola. Pamuputne, Claire lan Alice saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola putih ;bola mawarna coklat ;bola mawar ;bola mawarna coklat ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola mawar, Bob maderbe bola barak, miwah Claire maderbe bola putih. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Alice miwah Claire saling tukar bola. Raris, Bob miwah Claire saling tukaran bola. Pamuputne, Claire lan Alice saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola putih ;bola mawarna coklat ;bola mawar ;bola mawar ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola mawar, Bob maderbe bola barak, miwah Claire maderbe bola putih. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Alice miwah Claire saling tukar bola. Raris, Bob miwah Claire saling tukaran bola. Pamuputne, Claire lan Alice saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola putih ;bola mawarna coklat ;bola mawar ;bola putih ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola ijo, Bob maderbe bola ungu, miwah Claire maderbe bola biru. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Alice saling gentosin bola. Claire miwah Bob raris saling tukaran. Pamuputne, Bob lan Alice saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola biru ;bola ungu ;bola ijo ;bola biru ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola ijo, Bob maderbe bola ungu, miwah Claire maderbe bola biru. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Alice saling gentosin bola. Claire miwah Bob raris saling tukaran. Pamuputne, Bob lan Alice saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola biru ;bola ungu ;bola ijo ;bola ungu ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola ijo, Bob maderbe bola ungu, miwah Claire maderbe bola biru. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Alice saling gentosin bola. Claire miwah Bob raris saling tukaran. Pamuputne, Bob lan Alice saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola biru ;bola ungu ;bola ijo ;bola ijo ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola jingga, Bob maderbe bola putih, miwah Claire maderbe bola mawar. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Alice saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Alice lan Claire saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola jeruk ;bola putih ;bola mawar ;bola jeruk ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola jingga, Bob maderbe bola putih, miwah Claire maderbe bola mawar. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Alice saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Alice lan Claire saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola jeruk ;bola putih ;bola mawar ;bola mawar ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola jingga, Bob maderbe bola putih, miwah Claire maderbe bola mawar. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Alice saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Alice lan Claire saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola jeruk ;bola putih ;bola mawar ;bola putih ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola jingga, Bob maderbe bola barak, miwah Claire maderbe bola mawar. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Claire saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Claire lan Bob saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola jeruk ;bola abang ;bola mawar ;bola mawar ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola jingga, Bob maderbe bola barak, miwah Claire maderbe bola mawar. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Claire saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Claire lan Bob saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola jeruk ;bola abang ;bola mawar ;bola abang ;B
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola jingga, Bob maderbe bola barak, miwah Claire maderbe bola mawar. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Bob miwah Claire saling tukar bola. Raris, Alice miwah Bob saling tukaran bola. Pamuputne, Claire lan Bob saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola jeruk ;bola abang ;bola mawar ;bola jeruk ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola kuning, Bob maderbe bola jingga, miwah Claire maderbe bola putih. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Alice saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Bob lan Claire saling tukar bola. Ring panguntat pacentokané, Alice madué ;bola jeruk ;bola putih ;bola kuning ;bola jeruk ;A
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola kuning, Bob maderbe bola jingga, miwah Claire maderbe bola putih. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Alice saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Bob lan Claire saling tukar bola. Ring panguntat pacentokané, Bob madué ;bola jeruk ;bola putih ;bola kuning ;bola kuning ;C
Alice, Bob, miwah Claire maplalianan. Ring pangawit pacentokan, ipun sareng sami maderbe bola: Alice maderbe bola kuning, Bob maderbe bola jingga, miwah Claire maderbe bola putih. Ri tatkala maplalian, para pemain saling tukaran bola. Kapertama, Claire miwah Alice saling tukar bola. Raris, Bob miwah Alice saling tukaran bola. Pamuputne, Bob lan Claire saling tukar bola. Ring panguntat pacentokané, Claire madué ;bola jeruk ;bola putih ;bola kuning ;bola putih ;B
