question;A;B;C;answer;answer_abc
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima ružičastu loptu, Bob ima smeđu loptu, a Kler ima narandžastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Claire i Alice mijenjaju jaja. Onda su Alice i Bob zamijenili jaja. Konačno, Bob i Kler su zamijenili loptice. Na kraju igre, Alisa ima ;narandžasta loptica ;smeđa loptica ;ružičasta loptica ;smeđa loptica ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima ružičastu loptu, Bob ima smeđu loptu, a Kler ima narandžastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Claire i Alice mijenjaju jaja. Onda su Alice i Bob zamijenili jaja. Konačno, Bob i Kler su zamijenili loptice. Na kraju igre, Bob ima ;narandžasta loptica ;smeđa loptica ;ružičasta loptica ;ružičasta loptica ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima ružičastu loptu, Bob ima smeđu loptu, a Kler ima narandžastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Claire i Alice mijenjaju jaja. Onda su Alice i Bob zamijenili jaja. Konačno, Bob i Kler su zamijenili loptice. Na kraju igre, Claire ima ;narandžasta loptica ;smeđa loptica ;ružičasta loptica ;narandžasta loptica ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima plavu loptu, Bob žutu loptu, a Kler zelenu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Kler mijenjaju loptice. Onda su Bob i Alis zamijenili jaja. Konačno, Bob i Kler su zamijenili loptice. Na kraju igre, Alisa ima ;plava lopta ;žuta lopta ;Zelena loptica ;Zelena loptica ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima plavu loptu, Bob žutu loptu, a Kler zelenu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Kler mijenjaju loptice. Onda su Bob i Alis zamijenili jaja. Konačno, Bob i Kler su zamijenili loptice. Na kraju igre, Bob ima ;plava lopta ;žuta lopta ;Zelena loptica ;žuta lopta ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima plavu loptu, Bob žutu loptu, a Kler zelenu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Kler mijenjaju loptice. Onda su Bob i Alis zamijenili jaja. Konačno, Bob i Kler su zamijenili loptice. Na kraju igre, Claire ima ;plava lopta ;žuta lopta ;Zelena loptica ;plava lopta ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima plavu loptu, Bob ima crnu loptu, a Kler ima smeđu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Alis i Kler mijenjaju jaja. Onda su Kler i Bob zamijenili jaja. Konačno, Alice i Claire zamijenili su jaja. Na kraju igre, Alisa ima ;plava lopta ;Crna kugla ;smeđa loptica ;Crna kugla ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima plavu loptu, Bob ima crnu loptu, a Kler ima smeđu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Alis i Kler mijenjaju jaja. Onda su Kler i Bob zamijenili jaja. Konačno, Alice i Claire zamijenili su jaja. Na kraju igre, Bob ima ;plava lopta ;Crna kugla ;smeđa loptica ;plava lopta ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima plavu loptu, Bob ima crnu loptu, a Kler ima smeđu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Alis i Kler mijenjaju jaja. Onda su Kler i Bob zamijenili jaja. Konačno, Alice i Claire zamijenili su jaja. Na kraju igre, Claire ima ;plava lopta ;Crna kugla ;smeđa loptica ;smeđa loptica ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima žutu loptu, Bob ima plavu loptu, a Kler ima ružičastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Claire i Alice mijenjaju jaja. Onda su Alice i Bob zamijenili jaja. Konačno, Kler i Bob su zamijenili jaja. Na kraju igre, Alisa ima ;plava lopta ;žuta lopta ;ružičasta loptica ;plava lopta ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima žutu loptu, Bob ima plavu loptu, a Kler ima ružičastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Claire i Alice mijenjaju jaja. Onda su Alice i Bob zamijenili jaja. Konačno, Kler i Bob su zamijenili jaja. Na kraju igre, Bob ima ;plava lopta ;žuta lopta ;ružičasta loptica ;žuta lopta ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima žutu loptu, Bob ima plavu loptu, a Kler ima ružičastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Claire i Alice mijenjaju jaja. Onda su Alice i Bob zamijenili jaja. Konačno, Kler i Bob su zamijenili jaja. Na kraju igre, Claire ima ;plava lopta ;žuta lopta ;ružičasta loptica ;ružičasta loptica ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima zelenu loptu, Bob ima crnu loptu, a Kler ima plavu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Alis mijenjaju loptice. Onda su Kler i Alis zamijenile jaja. Konačno, Alice i Bob su zamijenili jaja. Na kraju igre, Alisa ima ;plava lopta ;Crna kugla ;Zelena loptica ;Zelena loptica ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima zelenu loptu, Bob ima crnu loptu, a Kler ima plavu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Alis mijenjaju loptice. Onda su Kler i Alis zamijenile jaja. Konačno, Alice i Bob su zamijenili jaja. Na kraju igre, Bob ima ;plava lopta ;Crna kugla ;Zelena loptica ;plava lopta ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima zelenu loptu, Bob ima crnu loptu, a Kler ima plavu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Alis mijenjaju loptice. Onda su Kler i Alis zamijenile jaja. Konačno, Alice i Bob su zamijenili jaja. Na kraju igre, Claire ima ;plava lopta ;Crna kugla ;Zelena loptica ;Crna kugla ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima plavu loptu, Bob ima crnu loptu, a Kler ima zelenu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Alis i Kler mijenjaju jaja. Onda su Alice i Bob zamijenili jaja. Konačno, Claire i Alice mijenjaju jaja. Na kraju igre, Alisa ima ;plava lopta ;Crna kugla ;Zelena loptica ;plava lopta ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima plavu loptu, Bob ima crnu loptu, a Kler ima zelenu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Alis i Kler mijenjaju jaja. Onda su Alice i Bob zamijenili jaja. Konačno, Claire i Alice mijenjaju jaja. Na kraju igre, Bob ima ;plava lopta ;Crna kugla ;Zelena loptica ;Zelena loptica ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima plavu loptu, Bob ima crnu loptu, a Kler ima zelenu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Alis i Kler mijenjaju jaja. Onda su Alice i Bob zamijenili jaja. Konačno, Claire i Alice mijenjaju jaja. Na kraju igre, Claire ima ;plava lopta ;Crna kugla ;Zelena loptica ;Crna kugla ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima ljubičastu loptu, Bob ima plavu loptu, a Kler ima crnu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Kler i Bob razmijene jaja. Onda su Bob i Alis zamijenili jaja. Konačno, Claire i Alice mijenjaju jaja. Na kraju igre, Alisa ima ;plava lopta ;Crna kugla ;ljubičasto loptice ;plava lopta ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima ljubičastu loptu, Bob ima plavu loptu, a Kler ima crnu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Kler i Bob razmijene jaja. Onda su Bob i Alis zamijenili jaja. Konačno, Claire i Alice mijenjaju jaja. Na kraju igre, Bob ima ;plava lopta ;Crna kugla ;ljubičasto loptice ;ljubičasto loptice ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima ljubičastu loptu, Bob ima plavu loptu, a Kler ima crnu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Kler i Bob razmijene jaja. Onda su Bob i Alis zamijenili jaja. Konačno, Claire i Alice mijenjaju jaja. Na kraju igre, Claire ima ;plava lopta ;Crna kugla ;ljubičasto loptice ;Crna kugla ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima žutu loptu, Bob ima smeđu loptu, a Kler ima zelenu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Kler mijenjaju loptice. Onda su Bob i Alis zamijenili jaja. Konačno, Bob i Kler su zamijenili loptice. Na kraju igre, Alisa ima ;smeđa loptica ;žuta lopta ;Zelena loptica ;Zelena loptica ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima žutu loptu, Bob ima smeđu loptu, a Kler ima zelenu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Kler mijenjaju loptice. Onda su Bob i Alis zamijenili jaja. Konačno, Bob i Kler su zamijenili loptice. Na kraju igre, Bob ima ;smeđa loptica ;žuta lopta ;Zelena loptica ;smeđa loptica ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima žutu loptu, Bob ima smeđu loptu, a Kler ima zelenu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Kler mijenjaju loptice. Onda su Bob i Alis zamijenili jaja. Konačno, Bob i Kler su zamijenili loptice. Na kraju igre, Claire ima ;smeđa loptica ;žuta lopta ;Zelena loptica ;žuta lopta ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima ružičastu loptu, Bob žutu loptu, a Kler ima bijelu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Kler i Bob razmijene jaja. Onda su Alice i Bob zamijenili jaja. Konačno, Kler i Bob su zamijenili jaja. Na kraju igre, Alisa ima ;Bijela lopta ;žuta lopta ;ružičasta loptica ;Bijela lopta ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima ružičastu loptu, Bob žutu loptu, a Kler ima bijelu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Kler i Bob razmijene jaja. Onda su Alice i Bob zamijenili jaja. Konačno, Kler i Bob su zamijenili jaja. Na kraju igre, Bob ima ;Bijela lopta ;žuta lopta ;ružičasta loptica ;žuta lopta ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima ružičastu loptu, Bob žutu loptu, a Kler ima bijelu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Kler i Bob razmijene jaja. Onda su Alice i Bob zamijenili jaja. Konačno, Kler i Bob su zamijenili jaja. Na kraju igre, Claire ima ;Bijela lopta ;žuta lopta ;ružičasta loptica ;ružičasta loptica ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima zelenu loptu, Bob ima crnu loptu, a Kler ima ljubičastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Alis mijenjaju loptice. Onda su Kler i Alis zamijenile jaja. Konačno, Bob i Alis mijenjaju jaja. Na kraju igre, Alisa ima ;Crna kugla ;ljubičasto loptice ;Zelena loptica ;Zelena loptica ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima zelenu loptu, Bob ima crnu loptu, a Kler ima ljubičastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Alis mijenjaju loptice. Onda su Kler i Alis zamijenile jaja. Konačno, Bob i Alis mijenjaju jaja. Na kraju igre, Bob ima ;Crna kugla ;ljubičasto loptice ;Zelena loptica ;ljubičasto loptice ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima zelenu loptu, Bob ima crnu loptu, a Kler ima ljubičastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Alis mijenjaju loptice. Onda su Kler i Alis zamijenile jaja. Konačno, Bob i Alis mijenjaju jaja. Na kraju igre, Claire ima ;Crna kugla ;ljubičasto loptice ;Zelena loptica ;Crna kugla ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima ružičastu loptu, Bob ima smeđu loptu, a Kler ima bijelu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Alis i Kler mijenjaju jaja. Onda su Bob i Kler zamijenili jaja. Konačno, Claire i Alice mijenjaju jaja. Na kraju igre, Alisa ima ;Bijela lopta ;smeđa loptica ;ružičasta loptica ;smeđa loptica ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima ružičastu loptu, Bob ima smeđu loptu, a Kler ima bijelu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Alis i Kler mijenjaju jaja. Onda su Bob i Kler zamijenili jaja. Konačno, Claire i Alice mijenjaju jaja. Na kraju igre, Bob ima ;Bijela lopta ;smeđa loptica ;ružičasta loptica ;ružičasta loptica ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima ružičastu loptu, Bob ima smeđu loptu, a Kler ima bijelu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Alis i Kler mijenjaju jaja. Onda su Bob i Kler zamijenili jaja. Konačno, Claire i Alice mijenjaju jaja. Na kraju igre, Claire ima ;Bijela lopta ;smeđa loptica ;ružičasta loptica ;Bijela lopta ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima zelenu loptu, Bob ima ljubičastu loptu, a Kler ima plavu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Alis mijenjaju loptice. Onda su Kler i Bob zamijenili jaja. Konačno, Bob i Alis mijenjaju jaja. Na kraju igre, Alisa ima ;plava lopta ;ljubičasto loptice ;Zelena loptica ;plava lopta ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima zelenu loptu, Bob ima ljubičastu loptu, a Kler ima plavu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Alis mijenjaju loptice. Onda su Kler i Bob zamijenili jaja. Konačno, Bob i Alis mijenjaju jaja. Na kraju igre, Bob ima ;plava lopta ;ljubičasto loptice ;Zelena loptica ;ljubičasto loptice ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima zelenu loptu, Bob ima ljubičastu loptu, a Kler ima plavu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Alis mijenjaju loptice. Onda su Kler i Bob zamijenili jaja. Konačno, Bob i Alis mijenjaju jaja. Na kraju igre, Claire ima ;plava lopta ;ljubičasto loptice ;Zelena loptica ;Zelena loptica ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima narandžastu loptu, Bob ima bijelu loptu, a Kler ima ružičastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Claire i Alice mijenjaju jaja. Onda su Bob i Alis zamijenili jaja. Konačno, Alice i Claire zamijenili su jaja. Na kraju igre, Alisa ima ;narandžasta loptica ;Bijela lopta ;ružičasta loptica ;narandžasta loptica ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima narandžastu loptu, Bob ima bijelu loptu, a Kler ima ružičastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Claire i Alice mijenjaju jaja. Onda su Bob i Alis zamijenili jaja. Konačno, Alice i Claire zamijenili su jaja. Na kraju igre, Bob ima ;narandžasta loptica ;Bijela lopta ;ružičasta loptica ;ružičasta loptica ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima narandžastu loptu, Bob ima bijelu loptu, a Kler ima ružičastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Claire i Alice mijenjaju jaja. Onda su Bob i Alis zamijenili jaja. Konačno, Alice i Claire zamijenili su jaja. Na kraju igre, Claire ima ;narandžasta loptica ;Bijela lopta ;ružičasta loptica ;Bijela lopta ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima narandžastu loptu, Bob ima crvenu loptu, a Kler ima ružičastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Kler mijenjaju loptice. Onda su Alice i Bob zamijenili jaja. Konačno, Kler i Bob su zamijenili jaja. Na kraju igre, Alisa ima ;narandžasta loptica ;Crvena loptica ;ružičasta loptica ;ružičasta loptica ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima narandžastu loptu, Bob ima crvenu loptu, a Kler ima ružičastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Kler mijenjaju loptice. Onda su Alice i Bob zamijenili jaja. Konačno, Kler i Bob su zamijenili jaja. Na kraju igre, Bob ima ;narandžasta loptica ;Crvena loptica ;ružičasta loptica ;Crvena loptica ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima narandžastu loptu, Bob ima crvenu loptu, a Kler ima ružičastu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Kler mijenjaju loptice. Onda su Alice i Bob zamijenili jaja. Konačno, Kler i Bob su zamijenili jaja. Na kraju igre, Claire ima ;narandžasta loptica ;Crvena loptica ;ružičasta loptica ;narandžasta loptica ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima žutu loptu, Bob ima narandžastu loptu, a Kler ima bijelu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Claire i Alice mijenjaju jaja. Onda su Bob i Alis zamijenili jaja. Konačno, Bob i Kler su zamijenili loptice. Na kraju igre, Alisa ima ;narandžasta loptica ;Bijela lopta ;žuta lopta ;narandžasta loptica ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima žutu loptu, Bob ima narandžastu loptu, a Kler ima bijelu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Claire i Alice mijenjaju jaja. Onda su Bob i Alis zamijenili jaja. Konačno, Bob i Kler su zamijenili loptice. Na kraju igre, Bob ima ;narandžasta loptica ;Bijela lopta ;žuta lopta ;žuta lopta ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima žutu loptu, Bob ima narandžastu loptu, a Kler ima bijelu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Claire i Alice mijenjaju jaja. Onda su Bob i Alis zamijenili jaja. Konačno, Bob i Kler su zamijenili loptice. Na kraju igre, Claire ima ;narandžasta loptica ;Bijela lopta ;žuta lopta ;Bijela lopta ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima narandžastu loptu, Bob ima bijelu loptu, a Kler ima zelenu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Alis mijenjaju loptice. Onda su Kler i Bob zamijenili jaja. Konačno, Bob i Alis mijenjaju jaja. Na kraju igre, Alisa ima ;narandžasta loptica ;Bijela lopta ;Zelena loptica ;Zelena loptica ;C
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima narandžastu loptu, Bob ima bijelu loptu, a Kler ima zelenu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Alis mijenjaju loptice. Onda su Kler i Bob zamijenili jaja. Konačno, Bob i Alis mijenjaju jaja. Na kraju igre, Bob ima ;narandžasta loptica ;Bijela lopta ;Zelena loptica ;Bijela lopta ;B
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima narandžastu loptu, Bob ima bijelu loptu, a Kler ima zelenu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Bob i Alis mijenjaju loptice. Onda su Kler i Bob zamijenili jaja. Konačno, Bob i Alis mijenjaju jaja. Na kraju igre, Claire ima ;narandžasta loptica ;Bijela lopta ;Zelena loptica ;narandžasta loptica ;A
Alis, Bob i Kler igraju igru. Na početku igre, svaka od njih drži loptu: Alisa ima žutu loptu, Bob ima zelenu loptu, a Kler ima plavu loptu. Kako igra napreduje, igrači se menjaju lopticama. Prvo, Alice i Bob razmjenjuju jaja. Onda su Alice i Claire zamijenile jaja. Konačno, Kler i Bob su zamijenili jaja. Na kraju igre, Alisa ima ;plava lopta ;žuta lopta ;Zelena loptica ;plava lopta ;A
