question;A;B;C;answer;answer_abc
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy sárga golyója, Bob-nak egy lila golyója, Claire-nek pedig egy kék golyója. A játék folyamán a játékosok párban cserélnek labdát. Először Alice és Claire cserélte a golyóit. Aztán Bob és Claire cserélte a golyóit. Végre Alice és Claire cserélte a golyóit. A játék végén Bobé a ;kék golyó ;sárga golyó ;lila golyó ;sárga golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy sárga golyója, Bob-nak egy lila golyója, Claire-nek pedig egy kék golyója. A játék folyamán a játékosok párban cserélnek labdát. Először Alice és Claire cserélte a golyóit. Aztán Bob és Claire cserélte a golyóit. Végre Alice és Claire cserélte a golyóit. A játék végén Claire-nek van a ;kék golyó ;sárga golyó ;lila golyó ;kék golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy barna golyója, Bob-nak van egy piros golyója, Claire-nek pedig egy fehér golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Bob cserélte a golyóit. Aztán Bob és Alice cserélte a golyóit. Claire és Alice végre cserélte a golyóit. A játék végén Alice-nek van a ;fehér golyó ;barna golyó ;piros golyó ;piros golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy barna golyója, Bob-nak van egy piros golyója, Claire-nek pedig egy fehér golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Bob cserélte a golyóit. Aztán Bob és Alice cserélte a golyóit. Claire és Alice végre cserélte a golyóit. A játék végén Bobé a ;fehér golyó ;barna golyó ;piros golyó ;barna golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy barna golyója, Bob-nak van egy piros golyója, Claire-nek pedig egy fehér golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Bob cserélte a golyóit. Aztán Bob és Alice cserélte a golyóit. Claire és Alice végre cserélte a golyóit. A játék végén Claire-nek van a ;fehér golyó ;barna golyó ;piros golyó ;fehér golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek rózsaszín golyója van, Bob-nak barna golyója van, Claire-nek pedig narancssárga golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Alice cserélnek golyókat. Aztán Alice és Bob cserélte a golyóit. Végre, Bob és Claire cserélte a golyóit. A játék végén Alice-nek van a ;narancssárga golyó ;barna golyó ;rózsaszín golyó ;barna golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek rózsaszín golyója van, Bob-nak barna golyója van, Claire-nek pedig narancssárga golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Alice cserélnek golyókat. Aztán Alice és Bob cserélte a golyóit. Végre, Bob és Claire cserélte a golyóit. A játék végén Bobé a ;narancssárga golyó ;barna golyó ;rózsaszín golyó ;rózsaszín golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek rózsaszín golyója van, Bob-nak barna golyója van, Claire-nek pedig narancssárga golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Alice cserélnek golyókat. Aztán Alice és Bob cserélte a golyóit. Végre, Bob és Claire cserélte a golyóit. A játék végén Claire-nek van a ;narancssárga golyó ;barna golyó ;rózsaszín golyó ;narancssárga golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy kék golyója, Bob-nak van egy sárga golyója, Claire-nek pedig egy zöld golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Bob és Claire cserélnek golyókat. Aztán Bob és Alice cserélte a golyóit. Végre, Bob és Claire cserélte a golyóit. A játék végén Alice-nek van a ;kék golyó ;sárga golyó ;zöld golyó ;zöld golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy kék golyója, Bob-nak van egy sárga golyója, Claire-nek pedig egy zöld golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Bob és Claire cserélnek golyókat. Aztán Bob és Alice cserélte a golyóit. Végre, Bob és Claire cserélte a golyóit. A játék végén Bobé a ;kék golyó ;sárga golyó ;zöld golyó ;sárga golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy kék golyója, Bob-nak van egy sárga golyója, Claire-nek pedig egy zöld golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Bob és Claire cserélnek golyókat. Aztán Bob és Alice cserélte a golyóit. Végre, Bob és Claire cserélte a golyóit. A játék végén Claire-nek van a ;kék golyó ;sárga golyó ;zöld golyó ;kék golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy kék golyója, Bob-nak egy fekete golyója, Claire-nek pedig egy barna golyója. A játék folyamán a játékosok párban cserélnek labdát. Először Alice és Claire cserélte a golyóit. Aztán Claire és Bob cserélte a golyóit. Végre Alice és Claire cserélte a golyóit. A játék végén Alice-nek van a ;kék golyó ;fekete golyó ;barna golyó ;fekete golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy kék golyója, Bob-nak egy fekete golyója, Claire-nek pedig egy barna golyója. A játék folyamán a játékosok párban cserélnek labdát. Először Alice és Claire cserélte a golyóit. Aztán Claire és Bob cserélte a golyóit. Végre Alice és Claire cserélte a golyóit. A játék végén Bobé a ;kék golyó ;fekete golyó ;barna golyó ;kék golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy kék golyója, Bob-nak egy fekete golyója, Claire-nek pedig egy barna golyója. A játék folyamán a játékosok párban cserélnek labdát. Először Alice és Claire cserélte a golyóit. Aztán Claire és Bob cserélte a golyóit. Végre Alice és Claire cserélte a golyóit. A játék végén Claire-nek van a ;kék golyó ;fekete golyó ;barna golyó ;barna golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy sárga golyója, Bob-nak egy kék golyója, Claire-nek pedig egy rózsaszín golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Alice cserélnek golyókat. Aztán Alice és Bob cserélte a golyóit. Végre, Claire és Bob cserélte a golyóit. A játék végén Alice-nek van a ;kék golyó ;sárga golyó ;rózsaszín golyó ;kék golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy sárga golyója, Bob-nak egy kék golyója, Claire-nek pedig egy rózsaszín golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Alice cserélnek golyókat. Aztán Alice és Bob cserélte a golyóit. Végre, Claire és Bob cserélte a golyóit. A játék végén Bobé a ;kék golyó ;sárga golyó ;rózsaszín golyó ;sárga golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy sárga golyója, Bob-nak egy kék golyója, Claire-nek pedig egy rózsaszín golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Alice cserélnek golyókat. Aztán Alice és Bob cserélte a golyóit. Végre, Claire és Bob cserélte a golyóit. A játék végén Claire-nek van a ;kék golyó ;sárga golyó ;rózsaszín golyó ;rózsaszín golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy labdája: Alice-nek van egy zöld labdája, Bob-nak egy fekete labdája, Claire-nek pedig egy kék labdája. A játék folyamán a játékosok párban cserélnek labdát. Először Bob és Alice cserélte a golyóit. Aztán Claire és Alice cserélte a golyóit. Végre Alice és Bob cserélte a golyóit. A játék végén Alice-nek van a ;kék golyó ;fekete golyó ;zöld golyó ;zöld golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy labdája: Alice-nek van egy zöld labdája, Bob-nak egy fekete labdája, Claire-nek pedig egy kék labdája. A játék folyamán a játékosok párban cserélnek labdát. Először Bob és Alice cserélte a golyóit. Aztán Claire és Alice cserélte a golyóit. Végre Alice és Bob cserélte a golyóit. A játék végén Bobé a ;kék golyó ;fekete golyó ;zöld golyó ;kék golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy labdája: Alice-nek van egy zöld labdája, Bob-nak egy fekete labdája, Claire-nek pedig egy kék labdája. A játék folyamán a játékosok párban cserélnek labdát. Először Bob és Alice cserélte a golyóit. Aztán Claire és Alice cserélte a golyóit. Végre Alice és Bob cserélte a golyóit. A játék végén Claire-nek van a ;kék golyó ;fekete golyó ;zöld golyó ;fekete golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy kék golyója, Bob-nak egy fekete golyója, Claire-nek pedig egy zöld golyója. A játék folyamán a játékosok párban cserélnek labdát. Először Alice és Claire cserélte a golyóit. Aztán Alice és Bob cserélte a golyóit. Claire és Alice végre cserélte a golyóit. A játék végén Alice-nek van a ;kék golyó ;fekete golyó ;zöld golyó ;kék golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy kék golyója, Bob-nak egy fekete golyója, Claire-nek pedig egy zöld golyója. A játék folyamán a játékosok párban cserélnek labdát. Először Alice és Claire cserélte a golyóit. Aztán Alice és Bob cserélte a golyóit. Claire és Alice végre cserélte a golyóit. A játék végén Bobé a ;kék golyó ;fekete golyó ;zöld golyó ;zöld golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy kék golyója, Bob-nak egy fekete golyója, Claire-nek pedig egy zöld golyója. A játék folyamán a játékosok párban cserélnek labdát. Először Alice és Claire cserélte a golyóit. Aztán Alice és Bob cserélte a golyóit. Claire és Alice végre cserélte a golyóit. A játék végén Claire-nek van a ;kék golyó ;fekete golyó ;zöld golyó ;fekete golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy lila golyója, Bob-nak egy kék golyója, Claire-nek pedig egy fekete golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Bob cserélte a golyóit. Aztán Bob és Alice cserélte a golyóit. Claire és Alice végre cserélte a golyóit. A játék végén Alice-nek van a ;kék golyó ;fekete golyó ;lila golyó ;kék golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy lila golyója, Bob-nak egy kék golyója, Claire-nek pedig egy fekete golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Bob cserélte a golyóit. Aztán Bob és Alice cserélte a golyóit. Claire és Alice végre cserélte a golyóit. A játék végén Bobé a ;kék golyó ;fekete golyó ;lila golyó ;lila golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy lila golyója, Bob-nak egy kék golyója, Claire-nek pedig egy fekete golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Bob cserélte a golyóit. Aztán Bob és Alice cserélte a golyóit. Claire és Alice végre cserélte a golyóit. A játék végén Claire-nek van a ;kék golyó ;fekete golyó ;lila golyó ;fekete golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy sárga golyója, Bob-nak egy barna golyója, Claire-nek pedig egy zöld golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Bob és Claire cserélnek golyókat. Aztán Bob és Alice cserélte a golyóit. Végre, Bob és Claire cserélte a golyóit. A játék végén Alice-nek van a ;barna golyó ;sárga golyó ;zöld golyó ;zöld golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy sárga golyója, Bob-nak egy barna golyója, Claire-nek pedig egy zöld golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Bob és Claire cserélnek golyókat. Aztán Bob és Alice cserélte a golyóit. Végre, Bob és Claire cserélte a golyóit. A játék végén Bobé a ;barna golyó ;sárga golyó ;zöld golyó ;barna golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy sárga golyója, Bob-nak egy barna golyója, Claire-nek pedig egy zöld golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Bob és Claire cserélnek golyókat. Aztán Bob és Alice cserélte a golyóit. Végre, Bob és Claire cserélte a golyóit. A játék végén Claire-nek van a ;barna golyó ;sárga golyó ;zöld golyó ;sárga golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek rózsaszín golyója van, Bob-nak sárga golyója van, Claire-nek pedig fehér golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Bob cserélte a golyóit. Aztán Alice és Bob cserélte a golyóit. Végre, Claire és Bob cserélte a golyóit. A játék végén Alice-nek van a ;fehér golyó ;sárga golyó ;rózsaszín golyó ;fehér golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek rózsaszín golyója van, Bob-nak sárga golyója van, Claire-nek pedig fehér golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Bob cserélte a golyóit. Aztán Alice és Bob cserélte a golyóit. Végre, Claire és Bob cserélte a golyóit. A játék végén Bobé a ;fehér golyó ;sárga golyó ;rózsaszín golyó ;sárga golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek rózsaszín golyója van, Bob-nak sárga golyója van, Claire-nek pedig fehér golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Bob cserélte a golyóit. Aztán Alice és Bob cserélte a golyóit. Végre, Claire és Bob cserélte a golyóit. A játék végén Claire-nek van a ;fehér golyó ;sárga golyó ;rózsaszín golyó ;rózsaszín golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy labdája: Alice-nek van egy zöld labdája, Bob-nak egy fekete labdája, Claire-nek pedig egy lila labdája. A játék folyamán a játékosok párban cserélnek labdát. Először Bob és Alice cserélte a golyóit. Aztán Claire és Alice cserélte a golyóit. Végre Bob és Alice cserélte a golyóit. A játék végén Alice-nek van a ;fekete golyó ;lila golyó ;zöld golyó ;zöld golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy labdája: Alice-nek van egy zöld labdája, Bob-nak egy fekete labdája, Claire-nek pedig egy lila labdája. A játék folyamán a játékosok párban cserélnek labdát. Először Bob és Alice cserélte a golyóit. Aztán Claire és Alice cserélte a golyóit. Végre Bob és Alice cserélte a golyóit. A játék végén Bobé a ;fekete golyó ;lila golyó ;zöld golyó ;lila golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy labdája: Alice-nek van egy zöld labdája, Bob-nak egy fekete labdája, Claire-nek pedig egy lila labdája. A játék folyamán a játékosok párban cserélnek labdát. Először Bob és Alice cserélte a golyóit. Aztán Claire és Alice cserélte a golyóit. Végre Bob és Alice cserélte a golyóit. A játék végén Claire-nek van a ;fekete golyó ;lila golyó ;zöld golyó ;fekete golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek rózsaszín golyója van, Bob-nak barna golyója van, Claire-nek pedig fehér golyója. A játék folyamán a játékosok párban cserélnek labdát. Először Alice és Claire cserélte a golyóit. Aztán Bob és Claire cserélte a golyóit. Claire és Alice végre cserélte a golyóit. A játék végén Alice-nek van a ;fehér golyó ;barna golyó ;rózsaszín golyó ;barna golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek rózsaszín golyója van, Bob-nak barna golyója van, Claire-nek pedig fehér golyója. A játék folyamán a játékosok párban cserélnek labdát. Először Alice és Claire cserélte a golyóit. Aztán Bob és Claire cserélte a golyóit. Claire és Alice végre cserélte a golyóit. A játék végén Bobé a ;fehér golyó ;barna golyó ;rózsaszín golyó ;rózsaszín golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek rózsaszín golyója van, Bob-nak barna golyója van, Claire-nek pedig fehér golyója. A játék folyamán a játékosok párban cserélnek labdát. Először Alice és Claire cserélte a golyóit. Aztán Bob és Claire cserélte a golyóit. Claire és Alice végre cserélte a golyóit. A játék végén Claire-nek van a ;fehér golyó ;barna golyó ;rózsaszín golyó ;fehér golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy labdája: Alice-nek van egy zöld labdája, Bob-nak egy lila labdája, Claire-nek pedig egy kék labdája. A játék folyamán a játékosok párban cserélnek labdát. Először Bob és Alice cserélte a golyóit. Aztán Claire és Bob cserélte a golyóit. Végre Bob és Alice cserélte a golyóit. A játék végén Alice-nek van a ;kék golyó ;lila golyó ;zöld golyó ;kék golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy labdája: Alice-nek van egy zöld labdája, Bob-nak egy lila labdája, Claire-nek pedig egy kék labdája. A játék folyamán a játékosok párban cserélnek labdát. Először Bob és Alice cserélte a golyóit. Aztán Claire és Bob cserélte a golyóit. Végre Bob és Alice cserélte a golyóit. A játék végén Bobé a ;kék golyó ;lila golyó ;zöld golyó ;lila golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy labdája: Alice-nek van egy zöld labdája, Bob-nak egy lila labdája, Claire-nek pedig egy kék labdája. A játék folyamán a játékosok párban cserélnek labdát. Először Bob és Alice cserélte a golyóit. Aztán Claire és Bob cserélte a golyóit. Végre Bob és Alice cserélte a golyóit. A játék végén Claire-nek van a ;kék golyó ;lila golyó ;zöld golyó ;zöld golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy narancssárga golyója, Bob-nak egy fehér golyója, Claire-nek pedig egy rózsaszín golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Alice cserélnek golyókat. Aztán Bob és Alice cserélte a golyóit. Végre Alice és Claire cserélte a golyóit. A játék végén Alice-nek van a ;narancssárga golyó ;fehér golyó ;rózsaszín golyó ;narancssárga golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy narancssárga golyója, Bob-nak egy fehér golyója, Claire-nek pedig egy rózsaszín golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Alice cserélnek golyókat. Aztán Bob és Alice cserélte a golyóit. Végre Alice és Claire cserélte a golyóit. A játék végén Bobé a ;narancssárga golyó ;fehér golyó ;rózsaszín golyó ;rózsaszín golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy narancssárga golyója, Bob-nak egy fehér golyója, Claire-nek pedig egy rózsaszín golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Alice cserélnek golyókat. Aztán Bob és Alice cserélte a golyóit. Végre Alice és Claire cserélte a golyóit. A játék végén Claire-nek van a ;narancssárga golyó ;fehér golyó ;rózsaszín golyó ;fehér golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy narancssárga golyója, Bob-nak van egy piros golyója, Claire-nek pedig egy rózsaszín golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Bob és Claire cserélnek golyókat. Aztán Alice és Bob cserélte a golyóit. Végre, Claire és Bob cserélte a golyóit. A játék végén Alice-nek van a ;narancssárga golyó ;piros golyó ;rózsaszín golyó ;rózsaszín golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy narancssárga golyója, Bob-nak van egy piros golyója, Claire-nek pedig egy rózsaszín golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Bob és Claire cserélnek golyókat. Aztán Alice és Bob cserélte a golyóit. Végre, Claire és Bob cserélte a golyóit. A játék végén Bobé a ;narancssárga golyó ;piros golyó ;rózsaszín golyó ;piros golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy narancssárga golyója, Bob-nak van egy piros golyója, Claire-nek pedig egy rózsaszín golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Bob és Claire cserélnek golyókat. Aztán Alice és Bob cserélte a golyóit. Végre, Claire és Bob cserélte a golyóit. A játék végén Claire-nek van a ;narancssárga golyó ;piros golyó ;rózsaszín golyó ;narancssárga golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy sárga golyója, Bob-nak egy narancssárga golyója, Claire-nek pedig egy fehér golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Alice cserélnek golyókat. Aztán Bob és Alice cserélte a golyóit. Végre, Bob és Claire cserélte a golyóit. A játék végén Alice-nek van a ;narancssárga golyó ;fehér golyó ;sárga golyó ;narancssárga golyó ;A
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy sárga golyója, Bob-nak egy narancssárga golyója, Claire-nek pedig egy fehér golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Alice cserélnek golyókat. Aztán Bob és Alice cserélte a golyóit. Végre, Bob és Claire cserélte a golyóit. A játék végén Bobé a ;narancssárga golyó ;fehér golyó ;sárga golyó ;sárga golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy sárga golyója, Bob-nak egy narancssárga golyója, Claire-nek pedig egy fehér golyója. A játék folyamán a játékosok párban cserélnek labdát. Először, Claire és Alice cserélnek golyókat. Aztán Bob és Alice cserélte a golyóit. Végre, Bob és Claire cserélte a golyóit. A játék végén Claire-nek van a ;narancssárga golyó ;fehér golyó ;sárga golyó ;fehér golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy narancssárga golyója, Bob-nak egy fehér golyója, Claire-nek pedig egy zöld golyója. A játék folyamán a játékosok párban cserélnek labdát. Először Bob és Alice cserélte a golyóit. Aztán Claire és Bob cserélte a golyóit. Végre Bob és Alice cserélte a golyóit. A játék végén Alice-nek van a ;narancssárga golyó ;fehér golyó ;zöld golyó ;zöld golyó ;C
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy narancssárga golyója, Bob-nak egy fehér golyója, Claire-nek pedig egy zöld golyója. A játék folyamán a játékosok párban cserélnek labdát. Először Bob és Alice cserélte a golyóit. Aztán Claire és Bob cserélte a golyóit. Végre Bob és Alice cserélte a golyóit. A játék végén Bobé a ;narancssárga golyó ;fehér golyó ;zöld golyó ;fehér golyó ;B
Alice, Bob és Claire játszik. A játék kezdetén mindegyiküknek van egy golyója: Alice-nek van egy narancssárga golyója, Bob-nak egy fehér golyója, Claire-nek pedig egy zöld golyója. A játék folyamán a játékosok párban cserélnek labdát. Először Bob és Alice cserélte a golyóit. Aztán Claire és Bob cserélte a golyóit. Végre Bob és Alice cserélte a golyóit. A játék végén Claire-nek van a ;narancssárga golyó ;fehér golyó ;zöld golyó ;narancssárga golyó ;A
