question;A;B;C;answer;answer_abc
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla blu, Bob ha una palla nera e Claire ha una palla marrone. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Alice e Claire si scambiano le palle. Poi, Claire e Bob si scambiano le palle. Finalmente, Alice e Claire si scambiano le palle. Alla fine del gioco, Alice ha il ;palla blu ;palla nera ;palla marrone ;palla nera ;B
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla blu, Bob ha una palla nera e Claire ha una palla marrone. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Alice e Claire si scambiano le palle. Poi, Claire e Bob si scambiano le palle. Finalmente, Alice e Claire si scambiano le palle. Alla fine della partita, Bob ha il ;palla blu ;palla nera ;palla marrone ;palla blu ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla blu, Bob ha una palla nera e Claire ha una palla marrone. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Alice e Claire si scambiano le palle. Poi, Claire e Bob si scambiano le palle. Finalmente, Alice e Claire si scambiano le palle. Alla fine della partita, Claire ha il ;palla blu ;palla nera ;palla marrone ;palla marrone ;C
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla gialla, Bob ha una palla blu e Claire ha una palla rosa. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Alice si scambiano le palle. Poi Alice e Bob si scambiano le palle. Finalmente, Claire e Bob si scambiano le palle. Alla fine del gioco, Alice ha il ;palla blu ;palla gialla ;palla rosa ;palla blu ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla gialla, Bob ha una palla blu e Claire ha una palla rosa. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Alice si scambiano le palle. Poi Alice e Bob si scambiano le palle. Finalmente, Claire e Bob si scambiano le palle. Alla fine della partita, Bob ha il ;palla blu ;palla gialla ;palla rosa ;palla gialla ;B
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla gialla, Bob ha una palla blu e Claire ha una palla rosa. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Alice si scambiano le palle. Poi Alice e Bob si scambiano le palle. Finalmente, Claire e Bob si scambiano le palle. Alla fine della partita, Claire ha il ;palla blu ;palla gialla ;palla rosa ;palla rosa ;C
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla verde, Bob ha una palla nera e Claire ha una palla blu. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Alice si scambiano le palle. Poi Claire e Alice si scambiano le palle. Finalmente, Alice e Bob si scambiano le palle. Alla fine del gioco, Alice ha il ;palla blu ;palla nera ;palla verde ;palla verde ;C
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla verde, Bob ha una palla nera e Claire ha una palla blu. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Alice si scambiano le palle. Poi Claire e Alice si scambiano le palle. Finalmente, Alice e Bob si scambiano le palle. Alla fine della partita, Bob ha il ;palla blu ;palla nera ;palla verde ;palla blu ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla verde, Bob ha una palla nera e Claire ha una palla blu. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Alice si scambiano le palle. Poi Claire e Alice si scambiano le palle. Finalmente, Alice e Bob si scambiano le palle. Alla fine della partita, Claire ha il ;palla blu ;palla nera ;palla verde ;palla nera ;B
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla blu, Bob ha una palla nera e Claire ha una palla verde. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Alice e Claire si scambiano le palle. Poi Alice e Bob si scambiano le palle. Finalmente, Claire e Alice si scambiano le palle. Alla fine del gioco, Alice ha il ;palla blu ;palla nera ;palla verde ;palla blu ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla blu, Bob ha una palla nera e Claire ha una palla verde. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Alice e Claire si scambiano le palle. Poi Alice e Bob si scambiano le palle. Finalmente, Claire e Alice si scambiano le palle. Alla fine della partita, Bob ha il ;palla blu ;palla nera ;palla verde ;palla verde ;C
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla blu, Bob ha una palla nera e Claire ha una palla verde. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Alice e Claire si scambiano le palle. Poi Alice e Bob si scambiano le palle. Finalmente, Claire e Alice si scambiano le palle. Alla fine della partita, Claire ha il ;palla blu ;palla nera ;palla verde ;palla nera ;B
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla viola, Bob ha una palla blu e Claire ha una palla nera. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Bob si scambiano le palle. Poi, Bob e Alice si scambiano le palle. Finalmente, Claire e Alice si scambiano le palle. Alla fine del gioco, Alice ha il ;palla blu ;palla nera ;palla viola ;palla blu ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla viola, Bob ha una palla blu e Claire ha una palla nera. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Bob si scambiano le palle. Poi, Bob e Alice si scambiano le palle. Finalmente, Claire e Alice si scambiano le palle. Alla fine della partita, Bob ha il ;palla blu ;palla nera ;palla viola ;palla viola ;C
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla viola, Bob ha una palla blu e Claire ha una palla nera. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Bob si scambiano le palle. Poi, Bob e Alice si scambiano le palle. Finalmente, Claire e Alice si scambiano le palle. Alla fine della partita, Claire ha il ;palla blu ;palla nera ;palla viola ;palla nera ;B
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla gialla, Bob ha una palla marrone e Claire ha una palla verde. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Claire si scambiano le palle. Poi, Bob e Alice si scambiano le palle. Finalmente, Bob e Claire si scambiano le palle. Alla fine del gioco, Alice ha il ;palla marrone ;palla gialla ;palla verde ;palla verde ;C
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla gialla, Bob ha una palla marrone e Claire ha una palla verde. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Claire si scambiano le palle. Poi, Bob e Alice si scambiano le palle. Finalmente, Bob e Claire si scambiano le palle. Alla fine della partita, Bob ha il ;palla marrone ;palla gialla ;palla verde ;palla marrone ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla gialla, Bob ha una palla marrone e Claire ha una palla verde. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Claire si scambiano le palle. Poi, Bob e Alice si scambiano le palle. Finalmente, Bob e Claire si scambiano le palle. Alla fine della partita, Claire ha il ;palla marrone ;palla gialla ;palla verde ;palla gialla ;B
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla rosa, Bob ha una palla gialla e Claire ha una palla bianca. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Bob si scambiano le palle. Poi Alice e Bob si scambiano le palle. Finalmente, Claire e Bob si scambiano le palle. Alla fine del gioco, Alice ha il ;palla bianca ;palla gialla ;palla rosa ;palla bianca ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla rosa, Bob ha una palla gialla e Claire ha una palla bianca. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Bob si scambiano le palle. Poi Alice e Bob si scambiano le palle. Finalmente, Claire e Bob si scambiano le palle. Alla fine della partita, Bob ha il ;palla bianca ;palla gialla ;palla rosa ;palla gialla ;B
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla rosa, Bob ha una palla gialla e Claire ha una palla bianca. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Bob si scambiano le palle. Poi Alice e Bob si scambiano le palle. Finalmente, Claire e Bob si scambiano le palle. Alla fine della partita, Claire ha il ;palla bianca ;palla gialla ;palla rosa ;palla rosa ;C
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla verde, Bob ha una palla nera e Claire ha una palla viola. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Alice si scambiano le palle. Poi Claire e Alice si scambiano le palle. Finalmente, Bob e Alice si scambiano le palle. Alla fine del gioco, Alice ha il ;palla nera ;palla viola ;palla verde ;palla verde ;C
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla verde, Bob ha una palla nera e Claire ha una palla viola. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Alice si scambiano le palle. Poi Claire e Alice si scambiano le palle. Finalmente, Bob e Alice si scambiano le palle. Alla fine della partita, Bob ha il ;palla nera ;palla viola ;palla verde ;palla viola ;B
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla verde, Bob ha una palla nera e Claire ha una palla viola. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Alice si scambiano le palle. Poi Claire e Alice si scambiano le palle. Finalmente, Bob e Alice si scambiano le palle. Alla fine della partita, Claire ha il ;palla nera ;palla viola ;palla verde ;palla nera ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla rosa, Bob ha una palla marrone e Claire ha una palla bianca. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Alice e Claire si scambiano le palle. Poi, Bob e Claire si scambiano le palle. Finalmente, Claire e Alice si scambiano le palle. Alla fine del gioco, Alice ha il ;palla bianca ;palla marrone ;palla rosa ;palla marrone ;B
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla rosa, Bob ha una palla marrone e Claire ha una palla bianca. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Alice e Claire si scambiano le palle. Poi, Bob e Claire si scambiano le palle. Finalmente, Claire e Alice si scambiano le palle. Alla fine della partita, Bob ha il ;palla bianca ;palla marrone ;palla rosa ;palla rosa ;C
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla rosa, Bob ha una palla marrone e Claire ha una palla bianca. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Alice e Claire si scambiano le palle. Poi, Bob e Claire si scambiano le palle. Finalmente, Claire e Alice si scambiano le palle. Alla fine della partita, Claire ha il ;palla bianca ;palla marrone ;palla rosa ;palla bianca ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla verde, Bob ha una palla viola e Claire ha una palla blu. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Alice si scambiano le palle. Poi, Claire e Bob si scambiano le palle. Finalmente, Bob e Alice si scambiano le palle. Alla fine del gioco, Alice ha il ;palla blu ;palla viola ;palla verde ;palla blu ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla verde, Bob ha una palla viola e Claire ha una palla blu. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Alice si scambiano le palle. Poi, Claire e Bob si scambiano le palle. Finalmente, Bob e Alice si scambiano le palle. Alla fine della partita, Bob ha il ;palla blu ;palla viola ;palla verde ;palla viola ;B
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla verde, Bob ha una palla viola e Claire ha una palla blu. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Alice si scambiano le palle. Poi, Claire e Bob si scambiano le palle. Finalmente, Bob e Alice si scambiano le palle. Alla fine della partita, Claire ha il ;palla blu ;palla viola ;palla verde ;palla verde ;C
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla arancione, Bob ha una palla bianca e Claire ha una palla rosa. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Alice si scambiano le palle. Poi, Bob e Alice si scambiano le palle. Finalmente, Alice e Claire si scambiano le palle. Alla fine del gioco, Alice ha il ;palla arancione ;palla bianca ;palla rosa ;palla arancione ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla arancione, Bob ha una palla bianca e Claire ha una palla rosa. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Alice si scambiano le palle. Poi, Bob e Alice si scambiano le palle. Finalmente, Alice e Claire si scambiano le palle. Alla fine della partita, Bob ha il ;palla arancione ;palla bianca ;palla rosa ;palla rosa ;C
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla arancione, Bob ha una palla bianca e Claire ha una palla rosa. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Alice si scambiano le palle. Poi, Bob e Alice si scambiano le palle. Finalmente, Alice e Claire si scambiano le palle. Alla fine della partita, Claire ha il ;palla arancione ;palla bianca ;palla rosa ;palla bianca ;B
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla arancione, Bob ha una palla rossa e Claire ha una palla rosa. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Claire si scambiano le palle. Poi Alice e Bob si scambiano le palle. Finalmente, Claire e Bob si scambiano le palle. Alla fine del gioco, Alice ha il ;palla arancione ;palla rossa ;palla rosa ;palla rosa ;C
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla arancione, Bob ha una palla rossa e Claire ha una palla rosa. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Claire si scambiano le palle. Poi Alice e Bob si scambiano le palle. Finalmente, Claire e Bob si scambiano le palle. Alla fine della partita, Bob ha il ;palla arancione ;palla rossa ;palla rosa ;palla rossa ;B
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla arancione, Bob ha una palla rossa e Claire ha una palla rosa. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Claire si scambiano le palle. Poi Alice e Bob si scambiano le palle. Finalmente, Claire e Bob si scambiano le palle. Alla fine della partita, Claire ha il ;palla arancione ;palla rossa ;palla rosa ;palla arancione ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla gialla, Bob ha una palla arancione e Claire ha una palla bianca. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Alice si scambiano le palle. Poi, Bob e Alice si scambiano le palle. Finalmente, Bob e Claire si scambiano le palle. Alla fine del gioco, Alice ha il ;palla arancione ;palla bianca ;palla gialla ;palla arancione ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla gialla, Bob ha una palla arancione e Claire ha una palla bianca. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Alice si scambiano le palle. Poi, Bob e Alice si scambiano le palle. Finalmente, Bob e Claire si scambiano le palle. Alla fine della partita, Bob ha il ;palla arancione ;palla bianca ;palla gialla ;palla gialla ;C
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuno di loro ha in mano una palla: Alice ha una palla gialla, Bob ha una palla arancione e Claire ha una palla bianca. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Claire e Alice si scambiano le palle. Poi, Bob e Alice si scambiano le palle. Finalmente, Bob e Claire si scambiano le palle. Alla fine della partita, Claire ha il ;palla arancione ;palla bianca ;palla gialla ;palla bianca ;B
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla arancione, Bob ha una palla bianca e Claire ha una palla verde. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Alice si scambiano le palle. Poi, Claire e Bob si scambiano le palle. Finalmente, Bob e Alice si scambiano le palle. Alla fine del gioco, Alice ha il ;palla arancione ;palla bianca ;palla verde ;palla verde ;C
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla arancione, Bob ha una palla bianca e Claire ha una palla verde. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Alice si scambiano le palle. Poi, Claire e Bob si scambiano le palle. Finalmente, Bob e Alice si scambiano le palle. Alla fine della partita, Bob ha il ;palla arancione ;palla bianca ;palla verde ;palla bianca ;B
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla arancione, Bob ha una palla bianca e Claire ha una palla verde. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Bob e Alice si scambiano le palle. Poi, Claire e Bob si scambiano le palle. Finalmente, Bob e Alice si scambiano le palle. Alla fine della partita, Claire ha il ;palla arancione ;palla bianca ;palla verde ;palla arancione ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla gialla, Bob ha una palla verde e Claire ha una palla blu. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Alice e Bob si scambiano le palle. Poi Alice e Claire si scambiano le palle. Finalmente, Claire e Bob si scambiano le palle. Alla fine del gioco, Alice ha il ;palla blu ;palla gialla ;palla verde ;palla blu ;A
Alice, Bob e Claire stanno giocando. All'inizio della partita, ognuna di loro ha in mano una palla: Alice ha una palla gialla, Bob ha una palla verde e Claire ha una palla blu. Mentre il gioco progredisce, coppie di giocatori si scambiano palle. Prima, Alice e Bob si scambiano le palle. Poi Alice e Claire si scambiano le palle. Finalmente, Claire e Bob si scambiano le palle. Alla fine della partita, Bob ha il ;palla blu ;palla gialla ;palla verde ;palla verde ;C
