question;A;B;C;answer;answer_abc
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en gul bold, Bob har en lilla bold og Claire har en blå bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Alice og Claire bolde. Så bytter Bob og Claire bolde. Endelig, Alice og Claire bytter kugler. I slutningen af spillet, har Bob ;blå kugle ;gul kugle ;lilla kugle ;gul kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en gul bold, Bob har en lilla bold og Claire har en blå bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Alice og Claire bolde. Så bytter Bob og Claire bolde. Endelig, Alice og Claire bytter kugler. I slutningen af spillet, har Claire ;blå kugle ;gul kugle ;lilla kugle ;blå kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en brun bold, Bob har en rød bold og Claire har en hvid bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Claire og Bob bolde. Så bytter Bob og Alice bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Alice ;hvid kugle ;brun kugle ;rød kugle ;rød kugle ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en brun bold, Bob har en rød bold og Claire har en hvid bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Claire og Bob bolde. Så bytter Bob og Alice bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Bob ;hvid kugle ;brun kugle ;rød kugle ;brun kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en brun bold, Bob har en rød bold og Claire har en hvid bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Claire og Bob bolde. Så bytter Bob og Alice bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Claire ;hvid kugle ;brun kugle ;rød kugle ;hvid kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en lyserød bold, Bob har en brun bold og Claire har en orange bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Alice og Bob bolde. Endelig, Bob og Claire bytter bolde. I slutningen af spillet, har Alice ;orange kugle ;brun kugle ;lyserød kugle ;brun kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en lyserød bold, Bob har en brun bold og Claire har en orange bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Alice og Bob bolde. Endelig, Bob og Claire bytter bolde. I slutningen af spillet, har Bob ;orange kugle ;brun kugle ;lyserød kugle ;lyserød kugle ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en lyserød bold, Bob har en brun bold og Claire har en orange bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Alice og Bob bolde. Endelig, Bob og Claire bytter bolde. I slutningen af spillet, har Claire ;orange kugle ;brun kugle ;lyserød kugle ;orange kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en blå bold, Bob har en gul bold og Claire har en grøn bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Claire bolde. Så bytter Bob og Alice bolde. Endelig, Bob og Claire bytter bolde. I slutningen af spillet, har Alice ;blå kugle ;gul kugle ;grønne kugler ;grønne kugler ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en blå bold, Bob har en gul bold og Claire har en grøn bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Claire bolde. Så bytter Bob og Alice bolde. Endelig, Bob og Claire bytter bolde. I slutningen af spillet, har Bob ;blå kugle ;gul kugle ;grønne kugler ;gul kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en blå bold, Bob har en gul bold og Claire har en grøn bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Claire bolde. Så bytter Bob og Alice bolde. Endelig, Bob og Claire bytter bolde. I slutningen af spillet, har Claire ;blå kugle ;gul kugle ;grønne kugler ;blå kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en blå bold, Bob har en sort bold og Claire har en brun bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Alice og Claire bolde. Så bytter Claire og Bob bolde. Endelig, Alice og Claire bytter kugler. I slutningen af spillet, har Alice ;blå kugle ;sort kugle ;brun kugle ;sort kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en blå bold, Bob har en sort bold og Claire har en brun bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Alice og Claire bolde. Så bytter Claire og Bob bolde. Endelig, Alice og Claire bytter kugler. I slutningen af spillet, har Bob ;blå kugle ;sort kugle ;brun kugle ;blå kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en blå bold, Bob har en sort bold og Claire har en brun bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Alice og Claire bolde. Så bytter Claire og Bob bolde. Endelig, Alice og Claire bytter kugler. I slutningen af spillet, har Claire ;blå kugle ;sort kugle ;brun kugle ;brun kugle ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en gul bold, Bob har en blå bold og Claire har en lyserød bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Alice og Bob bolde. Endelig, Claire og Bob bytter bolde. I slutningen af spillet, har Alice ;blå kugle ;gul kugle ;lyserød kugle ;blå kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en gul bold, Bob har en blå bold og Claire har en lyserød bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Alice og Bob bolde. Endelig, Claire og Bob bytter bolde. I slutningen af spillet, har Bob ;blå kugle ;gul kugle ;lyserød kugle ;gul kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en gul bold, Bob har en blå bold og Claire har en lyserød bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Alice og Bob bolde. Endelig, Claire og Bob bytter bolde. I slutningen af spillet, har Claire ;blå kugle ;gul kugle ;lyserød kugle ;lyserød kugle ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en grøn bold, Bob har en sort bold og Claire har en blå bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Alice bolde. Så bytter Claire og Alice kugler. Endelig bytter Alice og Bob bolde. I slutningen af spillet, har Alice ;blå kugle ;sort kugle ;grønne kugler ;grønne kugler ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en grøn bold, Bob har en sort bold og Claire har en blå bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Alice bolde. Så bytter Claire og Alice kugler. Endelig bytter Alice og Bob bolde. I slutningen af spillet, har Bob ;blå kugle ;sort kugle ;grønne kugler ;blå kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en grøn bold, Bob har en sort bold og Claire har en blå bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Alice bolde. Så bytter Claire og Alice kugler. Endelig bytter Alice og Bob bolde. I slutningen af spillet, har Claire ;blå kugle ;sort kugle ;grønne kugler ;sort kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en blå bold, Bob har en sort bold og Claire har en grøn bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Alice og Claire bolde. Så bytter Alice og Bob bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Alice ;blå kugle ;sort kugle ;grønne kugler ;blå kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en blå bold, Bob har en sort bold og Claire har en grøn bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Alice og Claire bolde. Så bytter Alice og Bob bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Bob ;blå kugle ;sort kugle ;grønne kugler ;grønne kugler ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en blå bold, Bob har en sort bold og Claire har en grøn bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Alice og Claire bolde. Så bytter Alice og Bob bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Claire ;blå kugle ;sort kugle ;grønne kugler ;sort kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en lilla bold, Bob har en blå bold og Claire har en sort bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Claire og Bob bolde. Så bytter Bob og Alice bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Alice ;blå kugle ;sort kugle ;lilla kugle ;blå kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en lilla bold, Bob har en blå bold og Claire har en sort bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Claire og Bob bolde. Så bytter Bob og Alice bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Bob ;blå kugle ;sort kugle ;lilla kugle ;lilla kugle ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en lilla bold, Bob har en blå bold og Claire har en sort bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Claire og Bob bolde. Så bytter Bob og Alice bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Claire ;blå kugle ;sort kugle ;lilla kugle ;sort kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en gul bold, Bob har en brun bold og Claire har en grøn bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Claire bolde. Så bytter Bob og Alice bolde. Endelig, Bob og Claire bytter bolde. I slutningen af spillet, har Alice ;brun kugle ;gul kugle ;grønne kugler ;grønne kugler ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en gul bold, Bob har en brun bold og Claire har en grøn bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Claire bolde. Så bytter Bob og Alice bolde. Endelig, Bob og Claire bytter bolde. I slutningen af spillet, har Bob ;brun kugle ;gul kugle ;grønne kugler ;brun kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en gul bold, Bob har en brun bold og Claire har en grøn bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Claire bolde. Så bytter Bob og Alice bolde. Endelig, Bob og Claire bytter bolde. I slutningen af spillet, har Claire ;brun kugle ;gul kugle ;grønne kugler ;gul kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en lyserød bold, Bob har en gul bold og Claire har en hvid bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Claire og Bob bolde. Så bytter Alice og Bob bolde. Endelig, Claire og Bob bytter bolde. I slutningen af spillet, har Alice ;hvid kugle ;gul kugle ;lyserød kugle ;hvid kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en lyserød bold, Bob har en gul bold og Claire har en hvid bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Claire og Bob bolde. Så bytter Alice og Bob bolde. Endelig, Claire og Bob bytter bolde. I slutningen af spillet, har Bob ;hvid kugle ;gul kugle ;lyserød kugle ;gul kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en lyserød bold, Bob har en gul bold og Claire har en hvid bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Claire og Bob bolde. Så bytter Alice og Bob bolde. Endelig, Claire og Bob bytter bolde. I slutningen af spillet, har Claire ;hvid kugle ;gul kugle ;lyserød kugle ;lyserød kugle ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en grøn bold, Bob har en sort bold og Claire har en lilla bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Alice bolde. Så bytter Claire og Alice kugler. Endelig, Bob og Alice bytter bolde. I slutningen af spillet, har Alice ;sort kugle ;lilla kugle ;grønne kugler ;grønne kugler ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en grøn bold, Bob har en sort bold og Claire har en lilla bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Alice bolde. Så bytter Claire og Alice kugler. Endelig, Bob og Alice bytter bolde. I slutningen af spillet, har Bob ;sort kugle ;lilla kugle ;grønne kugler ;lilla kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en grøn bold, Bob har en sort bold og Claire har en lilla bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Alice bolde. Så bytter Claire og Alice kugler. Endelig, Bob og Alice bytter bolde. I slutningen af spillet, har Claire ;sort kugle ;lilla kugle ;grønne kugler ;sort kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en lyserød bold, Bob har en brun bold og Claire har en hvid bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Alice og Claire bolde. Så bytter Bob og Claire bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Alice ;hvid kugle ;brun kugle ;lyserød kugle ;brun kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en lyserød bold, Bob har en brun bold og Claire har en hvid bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Alice og Claire bolde. Så bytter Bob og Claire bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Bob ;hvid kugle ;brun kugle ;lyserød kugle ;lyserød kugle ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en lyserød bold, Bob har en brun bold og Claire har en hvid bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Alice og Claire bolde. Så bytter Bob og Claire bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Claire ;hvid kugle ;brun kugle ;lyserød kugle ;hvid kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en grøn bold, Bob har en lilla bold og Claire har en blå bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Alice bolde. Så bytter Claire og Bob bolde. Endelig, Bob og Alice bytter bolde. I slutningen af spillet, har Alice ;blå kugle ;lilla kugle ;grønne kugler ;blå kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en grøn bold, Bob har en lilla bold og Claire har en blå bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Alice bolde. Så bytter Claire og Bob bolde. Endelig, Bob og Alice bytter bolde. I slutningen af spillet, har Bob ;blå kugle ;lilla kugle ;grønne kugler ;lilla kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en grøn bold, Bob har en lilla bold og Claire har en blå bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Alice bolde. Så bytter Claire og Bob bolde. Endelig, Bob og Alice bytter bolde. I slutningen af spillet, har Claire ;blå kugle ;lilla kugle ;grønne kugler ;grønne kugler ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en orange bold, Bob har en hvid bold og Claire har en lyserød bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Bob og Alice bolde. Endelig, Alice og Claire bytter kugler. I slutningen af spillet, har Alice ;orange kugle ;hvid kugle ;lyserød kugle ;orange kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en orange bold, Bob har en hvid bold og Claire har en lyserød bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Bob og Alice bolde. Endelig, Alice og Claire bytter kugler. I slutningen af spillet, har Bob ;orange kugle ;hvid kugle ;lyserød kugle ;lyserød kugle ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en orange bold, Bob har en hvid bold og Claire har en lyserød bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Bob og Alice bolde. Endelig, Alice og Claire bytter kugler. I slutningen af spillet, har Claire ;orange kugle ;hvid kugle ;lyserød kugle ;hvid kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en orange bold, Bob har en rød bold og Claire har en lyserød bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Claire bolde. Så bytter Alice og Bob bolde. Endelig, Claire og Bob bytter bolde. I slutningen af spillet, har Alice ;orange kugle ;rød kugle ;lyserød kugle ;lyserød kugle ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en orange bold, Bob har en rød bold og Claire har en lyserød bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Claire bolde. Så bytter Alice og Bob bolde. Endelig, Claire og Bob bytter bolde. I slutningen af spillet, har Bob ;orange kugle ;rød kugle ;lyserød kugle ;rød kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en orange bold, Bob har en rød bold og Claire har en lyserød bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Claire bolde. Så bytter Alice og Bob bolde. Endelig, Claire og Bob bytter bolde. I slutningen af spillet, har Claire ;orange kugle ;rød kugle ;lyserød kugle ;orange kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en gul bold, Bob har en orange bold og Claire har en hvid bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Bob og Alice bolde. Endelig, Bob og Claire bytter bolde. I slutningen af spillet, har Alice ;orange kugle ;hvid kugle ;gul kugle ;orange kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en gul bold, Bob har en orange bold og Claire har en hvid bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Bob og Alice bolde. Endelig, Bob og Claire bytter bolde. I slutningen af spillet, har Bob ;orange kugle ;hvid kugle ;gul kugle ;gul kugle ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en gul bold, Bob har en orange bold og Claire har en hvid bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Bob og Alice bolde. Endelig, Bob og Claire bytter bolde. I slutningen af spillet, har Claire ;orange kugle ;hvid kugle ;gul kugle ;hvid kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en orange bold, Bob har en hvid bold og Claire har en grøn bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Alice bolde. Så bytter Claire og Bob bolde. Endelig, Bob og Alice bytter bolde. I slutningen af spillet, har Alice ;orange kugle ;hvid kugle ;grønne kugler ;grønne kugler ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en orange bold, Bob har en hvid bold og Claire har en grøn bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Alice bolde. Så bytter Claire og Bob bolde. Endelig, Bob og Alice bytter bolde. I slutningen af spillet, har Bob ;orange kugle ;hvid kugle ;grønne kugler ;hvid kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en orange bold, Bob har en hvid bold og Claire har en grøn bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Alice bolde. Så bytter Claire og Bob bolde. Endelig, Bob og Alice bytter bolde. I slutningen af spillet, har Claire ;orange kugle ;hvid kugle ;grønne kugler ;orange kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en gul bold, Bob har en grøn bold og Claire har en blå bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Alice og Bob bolde. Så bytter Alice og Claire bolde. Endelig, Claire og Bob bytter bolde. I slutningen af spillet, har Alice ;blå kugle ;gul kugle ;grønne kugler ;blå kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en gul bold, Bob har en grøn bold og Claire har en blå bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Alice og Bob bolde. Så bytter Alice og Claire bolde. Endelig, Claire og Bob bytter bolde. I slutningen af spillet, har Bob ;blå kugle ;gul kugle ;grønne kugler ;grønne kugler ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en gul bold, Bob har en grøn bold og Claire har en blå bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Alice og Bob bolde. Så bytter Alice og Claire bolde. Endelig, Claire og Bob bytter bolde. I slutningen af spillet, har Claire ;blå kugle ;gul kugle ;grønne kugler ;gul kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en brun bold, Bob har en rød bold og Claire har en lilla bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Claire bolde. Så bytter Alice og Claire bolde. Endelig bytter Alice og Bob bolde. I slutningen af spillet, har Alice ;brun kugle ;rød kugle ;lilla kugle ;lilla kugle ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en brun bold, Bob har en rød bold og Claire har en lilla bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Claire bolde. Så bytter Alice og Claire bolde. Endelig bytter Alice og Bob bolde. I slutningen af spillet, har Bob ;brun kugle ;rød kugle ;lilla kugle ;rød kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en brun bold, Bob har en rød bold og Claire har en lilla bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Først bytter Bob og Claire bolde. Så bytter Alice og Claire bolde. Endelig bytter Alice og Bob bolde. I slutningen af spillet, har Claire ;brun kugle ;rød kugle ;lilla kugle ;brun kugle ;A
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en grøn bold, Bob har en rød bold og Claire har en brun bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Bob og Claire bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Alice ;brun kugle ;rød kugle ;grønne kugler ;rød kugle ;B
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en grøn bold, Bob har en rød bold og Claire har en brun bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Bob og Claire bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Bob ;brun kugle ;rød kugle ;grønne kugler ;grønne kugler ;C
Alice, Bob og Claire spiller et spil. I starten af spillet holder de hver især en bold: Alice har en grøn bold, Bob har en rød bold og Claire har en brun bold. Efterhånden som spillet skrider frem, bytter par af spillere bolde. Claire og Alice bytter kugler. Så bytter Bob og Claire bolde. Endelig, Claire og Alice bytter kugler. I slutningen af spillet, har Claire ;brun kugle ;rød kugle ;grønne kugler ;brun kugle ;A
