question;A;B;C;answer;answer_abc
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vaaleanpunainen pallo, Bobilla on ruskea pallo ja Clairella on oranssi pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Alice vaihtavat pallojaan. Sitten Alice ja Bob vaihtoivat pallojaan. Bob ja Claire vaihtavat palloja. Pelin lopussa Alicella on ;oranssi pallo ;ruskea pallo ;vaaleanpunainen pallo ;ruskea pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vaaleanpunainen pallo, Bobilla on ruskea pallo ja Clairella on oranssi pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Alice vaihtavat pallojaan. Sitten Alice ja Bob vaihtoivat pallojaan. Bob ja Claire vaihtavat palloja. Pelin lopussa Bobilla on ;oranssi pallo ;ruskea pallo ;vaaleanpunainen pallo ;vaaleanpunainen pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vaaleanpunainen pallo, Bobilla on ruskea pallo ja Clairella on oranssi pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Alice vaihtavat pallojaan. Sitten Alice ja Bob vaihtoivat pallojaan. Bob ja Claire vaihtavat palloja. Pelin lopussa Clairella on ;oranssi pallo ;ruskea pallo ;vaaleanpunainen pallo ;oranssi pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on sininen pallo, Bobilla on keltainen pallo ja Clairella on vihreä pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Claire vaihtavat palloja. Sitten Bob ja Alice vaihtoivat pallojaan. Bob ja Claire vaihtavat palloja. Pelin lopussa Alicella on ;sininen pallo ;keltainen pallo ;vihreä pallo ;vihreä pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on sininen pallo, Bobilla on keltainen pallo ja Clairella on vihreä pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Claire vaihtavat palloja. Sitten Bob ja Alice vaihtoivat pallojaan. Bob ja Claire vaihtavat palloja. Pelin lopussa Bobilla on ;sininen pallo ;keltainen pallo ;vihreä pallo ;keltainen pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on sininen pallo, Bobilla on keltainen pallo ja Clairella on vihreä pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Claire vaihtavat palloja. Sitten Bob ja Alice vaihtoivat pallojaan. Bob ja Claire vaihtavat palloja. Pelin lopussa Clairella on ;sininen pallo ;keltainen pallo ;vihreä pallo ;sininen pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on sininen pallo, Bobilla on musta pallo ja Clairella on ruskea pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Alice ja Claire vaihtavat palloja. Sitten Claire ja Bob vaihtoivat palloja. Lopulta Alice ja Claire vaihtavat palloja. Pelin lopussa Alicella on ;sininen pallo ;musta pallo ;ruskea pallo ;musta pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on sininen pallo, Bobilla on musta pallo ja Clairella on ruskea pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Alice ja Claire vaihtavat palloja. Sitten Claire ja Bob vaihtoivat palloja. Lopulta Alice ja Claire vaihtavat palloja. Pelin lopussa Bobilla on ;sininen pallo ;musta pallo ;ruskea pallo ;sininen pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on sininen pallo, Bobilla on musta pallo ja Clairella on ruskea pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Alice ja Claire vaihtavat palloja. Sitten Claire ja Bob vaihtoivat palloja. Lopulta Alice ja Claire vaihtavat palloja. Pelin lopussa Clairella on ;sininen pallo ;musta pallo ;ruskea pallo ;ruskea pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on keltainen pallo, Bobilla on sininen pallo ja Clairella on vaaleanpunainen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Alice vaihtavat pallojaan. Sitten Alice ja Bob vaihtoivat pallojaan. Lopulta Claire ja Bob vaihtavat palloja. Pelin lopussa Alicella on ;sininen pallo ;keltainen pallo ;vaaleanpunainen pallo ;sininen pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on keltainen pallo, Bobilla on sininen pallo ja Clairella on vaaleanpunainen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Alice vaihtavat pallojaan. Sitten Alice ja Bob vaihtoivat pallojaan. Lopulta Claire ja Bob vaihtavat palloja. Pelin lopussa Bobilla on ;sininen pallo ;keltainen pallo ;vaaleanpunainen pallo ;keltainen pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on keltainen pallo, Bobilla on sininen pallo ja Clairella on vaaleanpunainen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Alice vaihtavat pallojaan. Sitten Alice ja Bob vaihtoivat pallojaan. Lopulta Claire ja Bob vaihtavat palloja. Pelin lopussa Clairella on ;sininen pallo ;keltainen pallo ;vaaleanpunainen pallo ;vaaleanpunainen pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vihreä pallo, Bobilla on musta pallo ja Clairella on sininen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Alice vaihtavat pallojaan. Sitten Claire ja Alice vaihtoivat pallojaan. Lopulta Alice ja Bob vaihtavat palloja. Pelin lopussa Alicella on ;sininen pallo ;musta pallo ;vihreä pallo ;vihreä pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vihreä pallo, Bobilla on musta pallo ja Clairella on sininen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Alice vaihtavat pallojaan. Sitten Claire ja Alice vaihtoivat pallojaan. Lopulta Alice ja Bob vaihtavat palloja. Pelin lopussa Bobilla on ;sininen pallo ;musta pallo ;vihreä pallo ;sininen pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vihreä pallo, Bobilla on musta pallo ja Clairella on sininen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Alice vaihtavat pallojaan. Sitten Claire ja Alice vaihtoivat pallojaan. Lopulta Alice ja Bob vaihtavat palloja. Pelin lopussa Clairella on ;sininen pallo ;musta pallo ;vihreä pallo ;musta pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on sininen pallo, Bobilla on musta pallo ja Clairella on vihreä pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Alice ja Claire vaihtavat palloja. Sitten Alice ja Bob vaihtoivat pallojaan. Claire ja Alice vaihtavat palloja. Pelin lopussa Alicella on ;sininen pallo ;musta pallo ;vihreä pallo ;sininen pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on sininen pallo, Bobilla on musta pallo ja Clairella on vihreä pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Alice ja Claire vaihtavat palloja. Sitten Alice ja Bob vaihtoivat pallojaan. Claire ja Alice vaihtavat palloja. Pelin lopussa Bobilla on ;sininen pallo ;musta pallo ;vihreä pallo ;vihreä pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on sininen pallo, Bobilla on musta pallo ja Clairella on vihreä pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Alice ja Claire vaihtavat palloja. Sitten Alice ja Bob vaihtoivat pallojaan. Claire ja Alice vaihtavat palloja. Pelin lopussa Clairella on ;sininen pallo ;musta pallo ;vihreä pallo ;musta pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on violetti, Bobilla sininen ja Clairella musta. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Bob vaihtavat palloja. Sitten Bob ja Alice vaihtoivat pallojaan. Claire ja Alice vaihtavat palloja. Pelin lopussa Alicella on ;sininen pallo ;musta pallo ;purppurainen pallo ;sininen pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on violetti, Bobilla sininen ja Clairella musta. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Bob vaihtavat palloja. Sitten Bob ja Alice vaihtoivat pallojaan. Claire ja Alice vaihtavat palloja. Pelin lopussa Bobilla on ;sininen pallo ;musta pallo ;purppurainen pallo ;purppurainen pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on violetti, Bobilla sininen ja Clairella musta. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Bob vaihtavat palloja. Sitten Bob ja Alice vaihtoivat pallojaan. Claire ja Alice vaihtavat palloja. Pelin lopussa Clairella on ;sininen pallo ;musta pallo ;purppurainen pallo ;musta pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on keltainen pallo, Bobilla on ruskea pallo ja Clairella on vihreä pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Claire vaihtavat palloja. Sitten Bob ja Alice vaihtoivat pallojaan. Bob ja Claire vaihtavat palloja. Pelin lopussa Alicella on ;ruskea pallo ;keltainen pallo ;vihreä pallo ;vihreä pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on keltainen pallo, Bobilla on ruskea pallo ja Clairella on vihreä pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Claire vaihtavat palloja. Sitten Bob ja Alice vaihtoivat pallojaan. Bob ja Claire vaihtavat palloja. Pelin lopussa Bobilla on ;ruskea pallo ;keltainen pallo ;vihreä pallo ;ruskea pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on keltainen pallo, Bobilla on ruskea pallo ja Clairella on vihreä pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Claire vaihtavat palloja. Sitten Bob ja Alice vaihtoivat pallojaan. Bob ja Claire vaihtavat palloja. Pelin lopussa Clairella on ;ruskea pallo ;keltainen pallo ;vihreä pallo ;keltainen pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vaaleanpunainen pallo, Bobilla on keltainen pallo ja Clairella on valkoinen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Bob vaihtavat palloja. Sitten Alice ja Bob vaihtoivat pallojaan. Lopulta Claire ja Bob vaihtavat palloja. Pelin lopussa Alicella on ;valkoinen pallo ;keltainen pallo ;vaaleanpunainen pallo ;valkoinen pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vaaleanpunainen pallo, Bobilla on keltainen pallo ja Clairella on valkoinen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Bob vaihtavat palloja. Sitten Alice ja Bob vaihtoivat pallojaan. Lopulta Claire ja Bob vaihtavat palloja. Pelin lopussa Bobilla on ;valkoinen pallo ;keltainen pallo ;vaaleanpunainen pallo ;keltainen pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vaaleanpunainen pallo, Bobilla on keltainen pallo ja Clairella on valkoinen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Bob vaihtavat palloja. Sitten Alice ja Bob vaihtoivat pallojaan. Lopulta Claire ja Bob vaihtavat palloja. Pelin lopussa Clairella on ;valkoinen pallo ;keltainen pallo ;vaaleanpunainen pallo ;vaaleanpunainen pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vihreä pallo, Bobilla on musta pallo ja Clairella on violetti pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Alice vaihtavat pallojaan. Sitten Claire ja Alice vaihtoivat pallojaan. Bob ja Alice vaihtavat palloja. Pelin lopussa Alicella on ;musta pallo ;purppurainen pallo ;vihreä pallo ;vihreä pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vihreä pallo, Bobilla on musta pallo ja Clairella on violetti pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Alice vaihtavat pallojaan. Sitten Claire ja Alice vaihtoivat pallojaan. Bob ja Alice vaihtavat palloja. Pelin lopussa Bobilla on ;musta pallo ;purppurainen pallo ;vihreä pallo ;purppurainen pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vihreä pallo, Bobilla on musta pallo ja Clairella on violetti pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Alice vaihtavat pallojaan. Sitten Claire ja Alice vaihtoivat pallojaan. Bob ja Alice vaihtavat palloja. Pelin lopussa Clairella on ;musta pallo ;purppurainen pallo ;vihreä pallo ;musta pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vaaleanpunainen pallo, Bobilla on ruskea pallo ja Clairella on valkoinen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Alice ja Claire vaihtavat palloja. Sitten Bob ja Claire vaihtoivat palloja. Claire ja Alice vaihtavat palloja. Pelin lopussa Alicella on ;valkoinen pallo ;ruskea pallo ;vaaleanpunainen pallo ;ruskea pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vaaleanpunainen pallo, Bobilla on ruskea pallo ja Clairella on valkoinen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Alice ja Claire vaihtavat palloja. Sitten Bob ja Claire vaihtoivat palloja. Claire ja Alice vaihtavat palloja. Pelin lopussa Bobilla on ;valkoinen pallo ;ruskea pallo ;vaaleanpunainen pallo ;vaaleanpunainen pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vaaleanpunainen pallo, Bobilla on ruskea pallo ja Clairella on valkoinen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Alice ja Claire vaihtavat palloja. Sitten Bob ja Claire vaihtoivat palloja. Claire ja Alice vaihtavat palloja. Pelin lopussa Clairella on ;valkoinen pallo ;ruskea pallo ;vaaleanpunainen pallo ;valkoinen pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vihreä pallo, Bobilla on violetti pallo ja Clairella on sininen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Alice vaihtavat pallojaan. Sitten Claire ja Bob vaihtoivat palloja. Bob ja Alice vaihtavat palloja. Pelin lopussa Alicella on ;sininen pallo ;purppurainen pallo ;vihreä pallo ;sininen pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vihreä pallo, Bobilla on violetti pallo ja Clairella on sininen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Alice vaihtavat pallojaan. Sitten Claire ja Bob vaihtoivat palloja. Bob ja Alice vaihtavat palloja. Pelin lopussa Bobilla on ;sininen pallo ;purppurainen pallo ;vihreä pallo ;purppurainen pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on vihreä pallo, Bobilla on violetti pallo ja Clairella on sininen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Alice vaihtavat pallojaan. Sitten Claire ja Bob vaihtoivat palloja. Bob ja Alice vaihtavat palloja. Pelin lopussa Clairella on ;sininen pallo ;purppurainen pallo ;vihreä pallo ;vihreä pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on oranssi, Bobilla valkoinen ja Clairella vaaleanpunainen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Alice vaihtavat pallojaan. Sitten Bob ja Alice vaihtoivat pallojaan. Lopulta Alice ja Claire vaihtavat palloja. Pelin lopussa Alicella on ;oranssi pallo ;valkoinen pallo ;vaaleanpunainen pallo ;oranssi pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on oranssi, Bobilla valkoinen ja Clairella vaaleanpunainen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Alice vaihtavat pallojaan. Sitten Bob ja Alice vaihtoivat pallojaan. Lopulta Alice ja Claire vaihtavat palloja. Pelin lopussa Bobilla on ;oranssi pallo ;valkoinen pallo ;vaaleanpunainen pallo ;vaaleanpunainen pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on oranssi, Bobilla valkoinen ja Clairella vaaleanpunainen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Alice vaihtavat pallojaan. Sitten Bob ja Alice vaihtoivat pallojaan. Lopulta Alice ja Claire vaihtavat palloja. Pelin lopussa Clairella on ;oranssi pallo ;valkoinen pallo ;vaaleanpunainen pallo ;valkoinen pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on oranssi, Bobilla punainen ja Clairella vaaleanpunainen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Claire vaihtavat palloja. Sitten Alice ja Bob vaihtoivat pallojaan. Lopulta Claire ja Bob vaihtavat palloja. Pelin lopussa Alicella on ;oranssi pallo ;punainen pallo ;vaaleanpunainen pallo ;vaaleanpunainen pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on oranssi, Bobilla punainen ja Clairella vaaleanpunainen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Claire vaihtavat palloja. Sitten Alice ja Bob vaihtoivat pallojaan. Lopulta Claire ja Bob vaihtavat palloja. Pelin lopussa Bobilla on ;oranssi pallo ;punainen pallo ;vaaleanpunainen pallo ;punainen pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on oranssi, Bobilla punainen ja Clairella vaaleanpunainen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Claire vaihtavat palloja. Sitten Alice ja Bob vaihtoivat pallojaan. Lopulta Claire ja Bob vaihtavat palloja. Pelin lopussa Clairella on ;oranssi pallo ;punainen pallo ;vaaleanpunainen pallo ;oranssi pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on keltainen pallo, Bobilla oranssi pallo ja Clairella valkoinen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Alice vaihtavat pallojaan. Sitten Bob ja Alice vaihtoivat pallojaan. Bob ja Claire vaihtavat palloja. Pelin lopussa Alicella on ;oranssi pallo ;valkoinen pallo ;keltainen pallo ;oranssi pallo ;A
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on keltainen pallo, Bobilla oranssi pallo ja Clairella valkoinen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Alice vaihtavat pallojaan. Sitten Bob ja Alice vaihtoivat pallojaan. Bob ja Claire vaihtavat palloja. Pelin lopussa Bobilla on ;oranssi pallo ;valkoinen pallo ;keltainen pallo ;keltainen pallo ;C
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on keltainen pallo, Bobilla oranssi pallo ja Clairella valkoinen pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Ensin Claire ja Alice vaihtavat pallojaan. Sitten Bob ja Alice vaihtoivat pallojaan. Bob ja Claire vaihtavat palloja. Pelin lopussa Clairella on ;oranssi pallo ;valkoinen pallo ;keltainen pallo ;valkoinen pallo ;B
Alice, Bob ja Claire pelaavat peliä. Pelin alussa heillä jokaisella on pallo: Alicella on oranssi pallo, Bobilla on valkoinen pallo ja Clairella on vihreä pallo. Pelin edetessä pelaajat vaihtavat palloja parittain. Bob ja Alice vaihtavat pallojaan. Sitten Claire ja Bob vaihtoivat palloja. Bob ja Alice vaihtavat palloja. Pelin lopussa Alicella on ;oranssi pallo ;valkoinen pallo ;vihreä pallo ;vihreä pallo ;C
