question;A;B;C;answer;answer_abc
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור צהוב, לבוב יש כדור סגול, ולקלייר יש כדור כחול. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, אליס וקלייר מחליפים כדורים. ואז, בוב וקלייר החליפו כדורים. סוף סוף, אליס וקלייר מחליפים כדורים. בסוף המשחק, לבוב יש את ;כדור כחול ;כדור צהוב ;כדור סגול ;כדור צהוב ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור צהוב, לבוב יש כדור סגול, ולקלייר יש כדור כחול. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, אליס וקלייר מחליפים כדורים. ואז, בוב וקלייר החליפו כדורים. סוף סוף, אליס וקלייר מחליפים כדורים. בסוף המשחק, קלייר יש את ;כדור כחול ;כדור צהוב ;כדור סגול ;כדור כחול ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור חום, לבוב יש כדור אדום, ולקלייר יש כדור לבן. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ובוב מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. סוף סוף, קלייר ואליס מחליפים כדורים. בסוף המשחק, אליס יש את ;כדור לבן ;כדור חום ;כדור אדום ;כדור אדום ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור חום, לבוב יש כדור אדום, ולקלייר יש כדור לבן. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ובוב מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. סוף סוף, קלייר ואליס מחליפים כדורים. בסוף המשחק, לבוב יש את ;כדור לבן ;כדור חום ;כדור אדום ;כדור חום ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור חום, לבוב יש כדור אדום, ולקלייר יש כדור לבן. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ובוב מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. סוף סוף, קלייר ואליס מחליפים כדורים. בסוף המשחק, קלייר יש את ;כדור לבן ;כדור חום ;כדור אדום ;כדור לבן ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ורוד, לבוב יש כדור חום, ולקלייר יש כדור כתום. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ואליס מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. לבסוף, בוב וקלייר החליפו כדורים. בסוף המשחק, אליס יש את ;כדור כתום ;כדור חום ;כדור ורוד ;כדור חום ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ורוד, לבוב יש כדור חום, ולקלייר יש כדור כתום. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ואליס מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. לבסוף, בוב וקלייר החליפו כדורים. בסוף המשחק, לבוב יש את ;כדור כתום ;כדור חום ;כדור ורוד ;כדור ורוד ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ורוד, לבוב יש כדור חום, ולקלייר יש כדור כתום. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ואליס מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. לבסוף, בוב וקלייר החליפו כדורים. בסוף המשחק, קלייר יש את ;כדור כתום ;כדור חום ;כדור ורוד ;כדור כתום ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כחול, לבוב יש כדור צהוב, ולקלייר יש כדור ירוק. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב וקלייר מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. לבסוף, בוב וקלייר החליפו כדורים. בסוף המשחק, אליס יש את ;כדור כחול ;כדור צהוב ;כדור ירוק. ;כדור ירוק. ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כחול, לבוב יש כדור צהוב, ולקלייר יש כדור ירוק. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב וקלייר מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. לבסוף, בוב וקלייר החליפו כדורים. בסוף המשחק, לבוב יש את ;כדור כחול ;כדור צהוב ;כדור ירוק. ;כדור צהוב ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כחול, לבוב יש כדור צהוב, ולקלייר יש כדור ירוק. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב וקלייר מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. לבסוף, בוב וקלייר החליפו כדורים. בסוף המשחק, קלייר יש את ;כדור כחול ;כדור צהוב ;כדור ירוק. ;כדור כחול ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כחול, לבוב יש כדור שחור, ולקלייר יש כדור חום. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, אליס וקלייר מחליפים כדורים. ואז קלייר ובוב החליפו כדורים. סוף סוף, אליס וקלייר מחליפים כדורים. בסוף המשחק, אליס יש את ;כדור כחול ;כדור שחור ;כדור חום ;כדור שחור ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כחול, לבוב יש כדור שחור, ולקלייר יש כדור חום. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, אליס וקלייר מחליפים כדורים. ואז קלייר ובוב החליפו כדורים. סוף סוף, אליס וקלייר מחליפים כדורים. בסוף המשחק, לבוב יש את ;כדור כחול ;כדור שחור ;כדור חום ;כדור כחול ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כחול, לבוב יש כדור שחור, ולקלייר יש כדור חום. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, אליס וקלייר מחליפים כדורים. ואז קלייר ובוב החליפו כדורים. סוף סוף, אליס וקלייר מחליפים כדורים. בסוף המשחק, קלייר יש את ;כדור כחול ;כדור שחור ;כדור חום ;כדור חום ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור צהוב, לבוב יש כדור כחול, ולקלייר יש כדור ורוד. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ואליס מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. לבסוף, קלייר ובוב מחליפים כדורים. בסוף המשחק, אליס יש את ;כדור כחול ;כדור צהוב ;כדור ורוד ;כדור כחול ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור צהוב, לבוב יש כדור כחול, ולקלייר יש כדור ורוד. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ואליס מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. לבסוף, קלייר ובוב מחליפים כדורים. בסוף המשחק, לבוב יש את ;כדור כחול ;כדור צהוב ;כדור ורוד ;כדור צהוב ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור צהוב, לבוב יש כדור כחול, ולקלייר יש כדור ורוד. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ואליס מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. לבסוף, קלייר ובוב מחליפים כדורים. בסוף המשחק, קלייר יש את ;כדור כחול ;כדור צהוב ;כדור ורוד ;כדור ורוד ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ירוק, לבוב יש כדור שחור, ולקלייר יש כדור כחול. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב ואליס מחליפים כדורים. ואז קלייר ואליס החליפו כדורים. לבסוף, אליס ובוב מחליפים כדורים. בסוף המשחק, אליס יש את ;כדור כחול ;כדור שחור ;כדור ירוק. ;כדור ירוק. ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ירוק, לבוב יש כדור שחור, ולקלייר יש כדור כחול. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב ואליס מחליפים כדורים. ואז קלייר ואליס החליפו כדורים. לבסוף, אליס ובוב מחליפים כדורים. בסוף המשחק, לבוב יש את ;כדור כחול ;כדור שחור ;כדור ירוק. ;כדור כחול ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ירוק, לבוב יש כדור שחור, ולקלייר יש כדור כחול. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב ואליס מחליפים כדורים. ואז קלייר ואליס החליפו כדורים. לבסוף, אליס ובוב מחליפים כדורים. בסוף המשחק, קלייר יש את ;כדור כחול ;כדור שחור ;כדור ירוק. ;כדור שחור ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כחול, לבוב יש כדור שחור, ולקלייר יש כדור ירוק. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, אליס וקלייר מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. סוף סוף, קלייר ואליס מחליפים כדורים. בסוף המשחק, אליס יש את ;כדור כחול ;כדור שחור ;כדור ירוק. ;כדור כחול ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כחול, לבוב יש כדור שחור, ולקלייר יש כדור ירוק. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, אליס וקלייר מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. סוף סוף, קלייר ואליס מחליפים כדורים. בסוף המשחק, לבוב יש את ;כדור כחול ;כדור שחור ;כדור ירוק. ;כדור ירוק. ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כחול, לבוב יש כדור שחור, ולקלייר יש כדור ירוק. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, אליס וקלייר מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. סוף סוף, קלייר ואליס מחליפים כדורים. בסוף המשחק, קלייר יש את ;כדור כחול ;כדור שחור ;כדור ירוק. ;כדור שחור ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור סגול, לבוב יש כדור כחול, ולקלייר יש כדור שחור. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ובוב מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. סוף סוף, קלייר ואליס מחליפים כדורים. בסוף המשחק, אליס יש את ;כדור כחול ;כדור שחור ;כדור סגול ;כדור כחול ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור סגול, לבוב יש כדור כחול, ולקלייר יש כדור שחור. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ובוב מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. סוף סוף, קלייר ואליס מחליפים כדורים. בסוף המשחק, לבוב יש את ;כדור כחול ;כדור שחור ;כדור סגול ;כדור סגול ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור סגול, לבוב יש כדור כחול, ולקלייר יש כדור שחור. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ובוב מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. סוף סוף, קלייר ואליס מחליפים כדורים. בסוף המשחק, קלייר יש את ;כדור כחול ;כדור שחור ;כדור סגול ;כדור שחור ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור צהוב, לבוב יש כדור חום, ולקלייר יש כדור ירוק. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב וקלייר מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. לבסוף, בוב וקלייר החליפו כדורים. בסוף המשחק, אליס יש את ;כדור חום ;כדור צהוב ;כדור ירוק. ;כדור ירוק. ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור צהוב, לבוב יש כדור חום, ולקלייר יש כדור ירוק. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב וקלייר מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. לבסוף, בוב וקלייר החליפו כדורים. בסוף המשחק, לבוב יש את ;כדור חום ;כדור צהוב ;כדור ירוק. ;כדור חום ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור צהוב, לבוב יש כדור חום, ולקלייר יש כדור ירוק. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב וקלייר מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. לבסוף, בוב וקלייר החליפו כדורים. בסוף המשחק, קלייר יש את ;כדור חום ;כדור צהוב ;כדור ירוק. ;כדור צהוב ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ורוד, לבוב יש כדור צהוב, ולקלייר יש כדור לבן. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ובוב מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. לבסוף, קלייר ובוב מחליפים כדורים. בסוף המשחק, אליס יש את ;כדור לבן ;כדור צהוב ;כדור ורוד ;כדור לבן ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ורוד, לבוב יש כדור צהוב, ולקלייר יש כדור לבן. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ובוב מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. לבסוף, קלייר ובוב מחליפים כדורים. בסוף המשחק, לבוב יש את ;כדור לבן ;כדור צהוב ;כדור ורוד ;כדור צהוב ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ורוד, לבוב יש כדור צהוב, ולקלייר יש כדור לבן. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ובוב מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. לבסוף, קלייר ובוב מחליפים כדורים. בסוף המשחק, קלייר יש את ;כדור לבן ;כדור צהוב ;כדור ורוד ;כדור ורוד ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ירוק, לבוב יש כדור שחור, ולקלייר יש כדור סגול. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב ואליס מחליפים כדורים. ואז קלייר ואליס החליפו כדורים. לבסוף, בוב ואליס מחליפים כדורים. בסוף המשחק, אליס יש את ;כדור שחור ;כדור סגול ;כדור ירוק. ;כדור ירוק. ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ירוק, לבוב יש כדור שחור, ולקלייר יש כדור סגול. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב ואליס מחליפים כדורים. ואז קלייר ואליס החליפו כדורים. לבסוף, בוב ואליס מחליפים כדורים. בסוף המשחק, לבוב יש את ;כדור שחור ;כדור סגול ;כדור ירוק. ;כדור סגול ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ירוק, לבוב יש כדור שחור, ולקלייר יש כדור סגול. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב ואליס מחליפים כדורים. ואז קלייר ואליס החליפו כדורים. לבסוף, בוב ואליס מחליפים כדורים. בסוף המשחק, קלייר יש את ;כדור שחור ;כדור סגול ;כדור ירוק. ;כדור שחור ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ורוד, לבוב יש כדור חום, ולקלייר יש כדור לבן. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, אליס וקלייר מחליפים כדורים. ואז, בוב וקלייר החליפו כדורים. סוף סוף, קלייר ואליס מחליפים כדורים. בסוף המשחק, אליס יש את ;כדור לבן ;כדור חום ;כדור ורוד ;כדור חום ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ורוד, לבוב יש כדור חום, ולקלייר יש כדור לבן. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, אליס וקלייר מחליפים כדורים. ואז, בוב וקלייר החליפו כדורים. סוף סוף, קלייר ואליס מחליפים כדורים. בסוף המשחק, לבוב יש את ;כדור לבן ;כדור חום ;כדור ורוד ;כדור ורוד ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ורוד, לבוב יש כדור חום, ולקלייר יש כדור לבן. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, אליס וקלייר מחליפים כדורים. ואז, בוב וקלייר החליפו כדורים. סוף סוף, קלייר ואליס מחליפים כדורים. בסוף המשחק, קלייר יש את ;כדור לבן ;כדור חום ;כדור ורוד ;כדור לבן ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ירוק, לבוב יש כדור סגול, ולקלייר יש כדור כחול. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב ואליס מחליפים כדורים. ואז קלייר ובוב החליפו כדורים. לבסוף, בוב ואליס מחליפים כדורים. בסוף המשחק, אליס יש את ;כדור כחול ;כדור סגול ;כדור ירוק. ;כדור כחול ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ירוק, לבוב יש כדור סגול, ולקלייר יש כדור כחול. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב ואליס מחליפים כדורים. ואז קלייר ובוב החליפו כדורים. לבסוף, בוב ואליס מחליפים כדורים. בסוף המשחק, לבוב יש את ;כדור כחול ;כדור סגול ;כדור ירוק. ;כדור סגול ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור ירוק, לבוב יש כדור סגול, ולקלייר יש כדור כחול. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב ואליס מחליפים כדורים. ואז קלייר ובוב החליפו כדורים. לבסוף, בוב ואליס מחליפים כדורים. בסוף המשחק, קלייר יש את ;כדור כחול ;כדור סגול ;כדור ירוק. ;כדור ירוק. ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כתום, לבוב יש כדור לבן, ולקלייר יש כדור ורוד. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ואליס מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. סוף סוף, אליס וקלייר מחליפים כדורים. בסוף המשחק, אליס יש את ;כדור כתום ;כדור לבן ;כדור ורוד ;כדור כתום ;A
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כתום, לבוב יש כדור לבן, ולקלייר יש כדור ורוד. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ואליס מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. סוף סוף, אליס וקלייר מחליפים כדורים. בסוף המשחק, לבוב יש את ;כדור כתום ;כדור לבן ;כדור ורוד ;כדור ורוד ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כתום, לבוב יש כדור לבן, ולקלייר יש כדור ורוד. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. קודם כל, קלייר ואליס מחליפים כדורים. ואז, בוב ואליס החליפו כדורים. סוף סוף, אליס וקלייר מחליפים כדורים. בסוף המשחק, קלייר יש את ;כדור כתום ;כדור לבן ;כדור ורוד ;כדור לבן ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כתום, לבוב יש כדור אדום, ולקלייר יש כדור ורוד. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב וקלייר מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. לבסוף, קלייר ובוב מחליפים כדורים. בסוף המשחק, אליס יש את ;כדור כתום ;כדור אדום ;כדור ורוד ;כדור ורוד ;C
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כתום, לבוב יש כדור אדום, ולקלייר יש כדור ורוד. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב וקלייר מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. לבסוף, קלייר ובוב מחליפים כדורים. בסוף המשחק, לבוב יש את ;כדור כתום ;כדור אדום ;כדור ורוד ;כדור אדום ;B
אליס, בוב וקלייר משחקים משחק. בתחילת המשחק, כל אחד מהם מחזיק כדור: לאליס יש כדור כתום, לבוב יש כדור אדום, ולקלייר יש כדור ורוד. ככל שהמשחק מתקדם, זוגות של שחקנים מחליפים כדורים. ראשית, בוב וקלייר מחליפים כדורים. ואז, אליס ובוב מחליפים כדורים. לבסוף, קלייר ובוב מחליפים כדורים. בסוף המשחק, קלייר יש את ;כדור כתום ;כדור אדום ;כדור ורוד ;כדור כתום ;A
