question;A;B;C;answer;answer_abc
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n geel bal, Bob 'n pers bal en Claire 'n blou bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Alice en Claire ruil hulle balle. Toe het Bob en Claire hulle balle uitgeruil. Uiteindelik het Alice en Claire hulle balle uitgeruil. Aan die einde van die spel, het Bob die ;blou bal ;geel bal ;pers bal ;geel bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n geel bal, Bob 'n pers bal en Claire 'n blou bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Alice en Claire ruil hulle balle. Toe het Bob en Claire hulle balle uitgeruil. Uiteindelik het Alice en Claire hulle balle uitgeruil. Aan die einde van die spel, het Claire die ;blou bal ;geel bal ;pers bal ;blou bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n bruin bal, Bob 'n rooi bal en Claire 'n wit bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Bob ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Claire en Alice hulle balle uitgeruil. Aan die einde van die spel, het Alice die ;wit bal ;bruin bal ;rooi bal ;rooi bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n bruin bal, Bob 'n rooi bal en Claire 'n wit bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Bob ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Claire en Alice hulle balle uitgeruil. Aan die einde van die spel, het Bob die ;wit bal ;bruin bal ;rooi bal ;bruin bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n bruin bal, Bob 'n rooi bal en Claire 'n wit bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Bob ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Claire en Alice hulle balle uitgeruil. Aan die einde van die spel, het Claire die ;wit bal ;bruin bal ;rooi bal ;wit bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n pienk bal, Bob 'n bruin bal en Claire 'n oranje bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Alice ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Bob en Claire hulle balle uitgeruil. Aan die einde van die spel, het Alice die ;oranje bal ;bruin bal ;pienk bal ;bruin bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n pienk bal, Bob 'n bruin bal en Claire 'n oranje bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Alice ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Bob en Claire hulle balle uitgeruil. Aan die einde van die spel, het Bob die ;oranje bal ;bruin bal ;pienk bal ;pienk bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n pienk bal, Bob 'n bruin bal en Claire 'n oranje bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Alice ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Bob en Claire hulle balle uitgeruil. Aan die einde van die spel, het Claire die ;oranje bal ;bruin bal ;pienk bal ;oranje bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n blou bal, Bob 'n geel bal en Claire 'n groen bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Claire ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Bob en Claire hulle balle uitgeruil. Aan die einde van die spel, het Alice die ;blou bal ;geel bal ;groen bal ;groen bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n blou bal, Bob 'n geel bal en Claire 'n groen bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Claire ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Bob en Claire hulle balle uitgeruil. Aan die einde van die spel, het Bob die ;blou bal ;geel bal ;groen bal ;geel bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n blou bal, Bob 'n geel bal en Claire 'n groen bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Claire ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Bob en Claire hulle balle uitgeruil. Aan die einde van die spel, het Claire die ;blou bal ;geel bal ;groen bal ;blou bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n blou bal, Bob 'n swart bal en Claire 'n bruin bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Alice en Claire ruil hulle balle. Toe het Claire en Bob hulle balle uitgeruil. Uiteindelik het Alice en Claire hulle balle uitgeruil. Aan die einde van die spel, het Alice die ;blou bal ;swart bal ;bruin bal ;swart bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n blou bal, Bob 'n swart bal en Claire 'n bruin bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Alice en Claire ruil hulle balle. Toe het Claire en Bob hulle balle uitgeruil. Uiteindelik het Alice en Claire hulle balle uitgeruil. Aan die einde van die spel, het Bob die ;blou bal ;swart bal ;bruin bal ;blou bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n blou bal, Bob 'n swart bal en Claire 'n bruin bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Alice en Claire ruil hulle balle. Toe het Claire en Bob hulle balle uitgeruil. Uiteindelik het Alice en Claire hulle balle uitgeruil. Aan die einde van die spel, het Claire die ;blou bal ;swart bal ;bruin bal ;bruin bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n geel bal, Bob 'n blou bal en Claire 'n pienk bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Alice ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Claire en Bob hulle balle uitgeruil. Aan die einde van die spel, het Alice die ;blou bal ;geel bal ;pienk bal ;blou bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n geel bal, Bob 'n blou bal en Claire 'n pienk bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Alice ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Claire en Bob hulle balle uitgeruil. Aan die einde van die spel, het Bob die ;blou bal ;geel bal ;pienk bal ;geel bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n geel bal, Bob 'n blou bal en Claire 'n pienk bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Alice ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Claire en Bob hulle balle uitgeruil. Aan die einde van die spel, het Claire die ;blou bal ;geel bal ;pienk bal ;pienk bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n groen bal, Bob 'n swart bal en Claire 'n blou bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Alice ruil hulle balle. Toe het Claire en Alice hulle balle uitgeruil. Uiteindelik ruil Alice en Bob hulle balle. Aan die einde van die spel, het Alice die ;blou bal ;swart bal ;groen bal ;groen bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n groen bal, Bob 'n swart bal en Claire 'n blou bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Alice ruil hulle balle. Toe het Claire en Alice hulle balle uitgeruil. Uiteindelik ruil Alice en Bob hulle balle. Aan die einde van die spel, het Bob die ;blou bal ;swart bal ;groen bal ;blou bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n groen bal, Bob 'n swart bal en Claire 'n blou bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Alice ruil hulle balle. Toe het Claire en Alice hulle balle uitgeruil. Uiteindelik ruil Alice en Bob hulle balle. Aan die einde van die spel, het Claire die ;blou bal ;swart bal ;groen bal ;swart bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n blou bal, Bob 'n swart bal en Claire 'n groen bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Alice en Claire ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Claire en Alice hulle balle uitgeruil. Aan die einde van die spel, het Alice die ;blou bal ;swart bal ;groen bal ;blou bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n blou bal, Bob 'n swart bal en Claire 'n groen bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Alice en Claire ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Claire en Alice hulle balle uitgeruil. Aan die einde van die spel, het Bob die ;blou bal ;swart bal ;groen bal ;groen bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n blou bal, Bob 'n swart bal en Claire 'n groen bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Alice en Claire ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Claire en Alice hulle balle uitgeruil. Aan die einde van die spel, het Claire die ;blou bal ;swart bal ;groen bal ;swart bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n pers bal, Bob 'n blou bal en Claire 'n swart bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Bob ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Claire en Alice hulle balle uitgeruil. Aan die einde van die spel, het Alice die ;blou bal ;swart bal ;pers bal ;blou bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n pers bal, Bob 'n blou bal en Claire 'n swart bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Bob ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Claire en Alice hulle balle uitgeruil. Aan die einde van die spel, het Bob die ;blou bal ;swart bal ;pers bal ;pers bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n pers bal, Bob 'n blou bal en Claire 'n swart bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Bob ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Claire en Alice hulle balle uitgeruil. Aan die einde van die spel, het Claire die ;blou bal ;swart bal ;pers bal ;swart bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n geel bal, Bob 'n bruin bal en Claire 'n groen bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Claire ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Bob en Claire hulle balle uitgeruil. Aan die einde van die spel, het Alice die ;bruin bal ;geel bal ;groen bal ;groen bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n geel bal, Bob 'n bruin bal en Claire 'n groen bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Claire ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Bob en Claire hulle balle uitgeruil. Aan die einde van die spel, het Bob die ;bruin bal ;geel bal ;groen bal ;bruin bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n geel bal, Bob 'n bruin bal en Claire 'n groen bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Claire ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Bob en Claire hulle balle uitgeruil. Aan die einde van die spel, het Claire die ;bruin bal ;geel bal ;groen bal ;geel bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n pienk bal, Bob 'n geel bal en Claire 'n wit bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Bob ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Claire en Bob hulle balle uitgeruil. Aan die einde van die spel, het Alice die ;wit bal ;geel bal ;pienk bal ;wit bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n pienk bal, Bob 'n geel bal en Claire 'n wit bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Bob ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Claire en Bob hulle balle uitgeruil. Aan die einde van die spel, het Bob die ;wit bal ;geel bal ;pienk bal ;geel bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n pienk bal, Bob 'n geel bal en Claire 'n wit bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Bob ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Claire en Bob hulle balle uitgeruil. Aan die einde van die spel, het Claire die ;wit bal ;geel bal ;pienk bal ;pienk bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n groen bal, Bob 'n swart bal en Claire 'n pers bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Alice ruil hulle balle. Toe het Claire en Alice hulle balle uitgeruil. Uiteindelik ruil Bob en Alice balle uit. Aan die einde van die spel, het Alice die ;swart bal ;pers bal ;groen bal ;groen bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n groen bal, Bob 'n swart bal en Claire 'n pers bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Alice ruil hulle balle. Toe het Claire en Alice hulle balle uitgeruil. Uiteindelik ruil Bob en Alice balle uit. Aan die einde van die spel, het Bob die ;swart bal ;pers bal ;groen bal ;pers bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n groen bal, Bob 'n swart bal en Claire 'n pers bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Alice ruil hulle balle. Toe het Claire en Alice hulle balle uitgeruil. Uiteindelik ruil Bob en Alice balle uit. Aan die einde van die spel, het Claire die ;swart bal ;pers bal ;groen bal ;swart bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n pienk bal, Bob 'n bruin bal en Claire 'n wit bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Alice en Claire ruil hulle balle. Toe het Bob en Claire hulle balle uitgeruil. Uiteindelik het Claire en Alice hulle balle uitgeruil. Aan die einde van die spel, het Alice die ;wit bal ;bruin bal ;pienk bal ;bruin bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n pienk bal, Bob 'n bruin bal en Claire 'n wit bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Alice en Claire ruil hulle balle. Toe het Bob en Claire hulle balle uitgeruil. Uiteindelik het Claire en Alice hulle balle uitgeruil. Aan die einde van die spel, het Bob die ;wit bal ;bruin bal ;pienk bal ;pienk bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n pienk bal, Bob 'n bruin bal en Claire 'n wit bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Alice en Claire ruil hulle balle. Toe het Bob en Claire hulle balle uitgeruil. Uiteindelik het Claire en Alice hulle balle uitgeruil. Aan die einde van die spel, het Claire die ;wit bal ;bruin bal ;pienk bal ;wit bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n groen bal, Bob 'n pers bal en Claire 'n blou bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Alice ruil hulle balle. Toe het Claire en Bob hulle balle uitgeruil. Uiteindelik ruil Bob en Alice balle uit. Aan die einde van die spel, het Alice die ;blou bal ;pers bal ;groen bal ;blou bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n groen bal, Bob 'n pers bal en Claire 'n blou bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Alice ruil hulle balle. Toe het Claire en Bob hulle balle uitgeruil. Uiteindelik ruil Bob en Alice balle uit. Aan die einde van die spel, het Bob die ;blou bal ;pers bal ;groen bal ;pers bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n groen bal, Bob 'n pers bal en Claire 'n blou bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Alice ruil hulle balle. Toe het Claire en Bob hulle balle uitgeruil. Uiteindelik ruil Bob en Alice balle uit. Aan die einde van die spel, het Claire die ;blou bal ;pers bal ;groen bal ;groen bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n oranje bal, Bob 'n wit bal en Claire 'n pienk bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Alice ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Alice en Claire hulle balle uitgeruil. Aan die einde van die spel, het Alice die ;oranje bal ;wit bal ;pienk bal ;oranje bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n oranje bal, Bob 'n wit bal en Claire 'n pienk bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Alice ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Alice en Claire hulle balle uitgeruil. Aan die einde van die spel, het Bob die ;oranje bal ;wit bal ;pienk bal ;pienk bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n oranje bal, Bob 'n wit bal en Claire 'n pienk bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Alice ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Alice en Claire hulle balle uitgeruil. Aan die einde van die spel, het Claire die ;oranje bal ;wit bal ;pienk bal ;wit bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n oranje bal, Bob 'n rooi bal en Claire 'n pienk bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Claire ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Claire en Bob hulle balle uitgeruil. Aan die einde van die spel, het Alice die ;oranje bal ;rooi bal ;pienk bal ;pienk bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n oranje bal, Bob 'n rooi bal en Claire 'n pienk bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Claire ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Claire en Bob hulle balle uitgeruil. Aan die einde van die spel, het Bob die ;oranje bal ;rooi bal ;pienk bal ;rooi bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n oranje bal, Bob 'n rooi bal en Claire 'n pienk bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Claire ruil hulle balle. Dan ruil Alice en Bob hulle balle. Uiteindelik het Claire en Bob hulle balle uitgeruil. Aan die einde van die spel, het Claire die ;oranje bal ;rooi bal ;pienk bal ;oranje bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n geel bal, Bob 'n oranje bal en Claire 'n wit bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Alice ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Bob en Claire hulle balle uitgeruil. Aan die einde van die spel, het Alice die ;oranje bal ;wit bal ;geel bal ;oranje bal ;A
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n geel bal, Bob 'n oranje bal en Claire 'n wit bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Alice ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Bob en Claire hulle balle uitgeruil. Aan die einde van die spel, het Bob die ;oranje bal ;wit bal ;geel bal ;geel bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n geel bal, Bob 'n oranje bal en Claire 'n wit bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Claire en Alice ruil hulle balle. Toe het Bob en Alice hulle balle uitgeruil. Uiteindelik het Bob en Claire hulle balle uitgeruil. Aan die einde van die spel, het Claire die ;oranje bal ;wit bal ;geel bal ;wit bal ;B
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n oranje bal, Bob 'n wit bal en Claire 'n groen bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Alice ruil hulle balle. Toe het Claire en Bob hulle balle uitgeruil. Uiteindelik ruil Bob en Alice balle uit. Aan die einde van die spel, het Alice die ;oranje bal ;wit bal ;groen bal ;groen bal ;C
Alice, Bob en Claire speel 'n speletjie. Aan die begin van die spel hou hulle elkeen 'n bal in die hand: Alice het 'n oranje bal, Bob 'n wit bal en Claire 'n groen bal. Namate die spel vorder, ruil spelers pare balle uit. Eerstens, Bob en Alice ruil hulle balle. Toe het Claire en Bob hulle balle uitgeruil. Uiteindelik ruil Bob en Alice balle uit. Aan die einde van die spel, het Bob die ;oranje bal ;wit bal ;groen bal ;wit bal ;B
