question;A;B;C;answer;answer_abc
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on sinine pall, Bobil on kollane pall ja Claire'il on roheline pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Bob ja Claire vahetasid palle. Siis Bob ja Alice vahetasid palle. Lõpuks Bob ja Claire vahetasid palle. Mängu lõpus on Bobil ;sinine pall ;kollas pall ;roheline pall ;kollas pall ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on sinine pall, Bobil on kollane pall ja Claire'il on roheline pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Bob ja Claire vahetasid palle. Siis Bob ja Alice vahetasid palle. Lõpuks Bob ja Claire vahetasid palle. Mängu lõpus on Claire'il ;sinine pall ;kollas pall ;roheline pall ;sinine pall ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on sinine pall, Bobil on must pall ja Claire'il on pruun pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Alice ja Claire vahetasid palle. Siis vahetasid Claire ja Bob pallid. Lõpuks Alice ja Claire vahetasid palle. Mängu lõpus on Alice'il ;sinine pall ;must pall ;pruun palli ;must pall ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on sinine pall, Bobil on must pall ja Claire'il on pruun pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Alice ja Claire vahetasid palle. Siis vahetasid Claire ja Bob pallid. Lõpuks Alice ja Claire vahetasid palle. Mängu lõpus on Bobil ;sinine pall ;must pall ;pruun palli ;sinine pall ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on sinine pall, Bobil on must pall ja Claire'il on pruun pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Alice ja Claire vahetasid palle. Siis vahetasid Claire ja Bob pallid. Lõpuks Alice ja Claire vahetasid palle. Mängu lõpus on Claire'il ;sinine pall ;must pall ;pruun palli ;pruun palli ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on kollane pall, Bobil on sinine pall ja Claire'il on roosa pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Alice vahetasid palle. Siis Alice ja Bob vahetasid palle. Lõpuks vahetasid Claire ja Bob pallid. Mängu lõpus on Alice'il ;sinine pall ;kollas pall ;roosa pall ;sinine pall ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on kollane pall, Bobil on sinine pall ja Claire'il on roosa pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Alice vahetasid palle. Siis Alice ja Bob vahetasid palle. Lõpuks vahetasid Claire ja Bob pallid. Mängu lõpus on Bobil ;sinine pall ;kollas pall ;roosa pall ;kollas pall ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on kollane pall, Bobil on sinine pall ja Claire'il on roosa pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Alice vahetasid palle. Siis Alice ja Bob vahetasid palle. Lõpuks vahetasid Claire ja Bob pallid. Mängu lõpus on Claire'il ;sinine pall ;kollas pall ;roosa pall ;roosa pall ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roheline pall, Bobil on must pall ja Claire'il on sinine pall. Mängu käigus vahetatakse palle paaridena. Esiteks vahetasid Bob ja Alice palle. Siis vahetasid Claire ja Alice pallid. Lõpuks Alice ja Bob vahetasid palle. Mängu lõpus on Alice'il ;sinine pall ;must pall ;roheline pall ;roheline pall ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roheline pall, Bobil on must pall ja Claire'il on sinine pall. Mängu käigus vahetatakse palle paaridena. Esiteks vahetasid Bob ja Alice palle. Siis vahetasid Claire ja Alice pallid. Lõpuks Alice ja Bob vahetasid palle. Mängu lõpus on Bobil ;sinine pall ;must pall ;roheline pall ;sinine pall ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roheline pall, Bobil on must pall ja Claire'il on sinine pall. Mängu käigus vahetatakse palle paaridena. Esiteks vahetasid Bob ja Alice palle. Siis vahetasid Claire ja Alice pallid. Lõpuks Alice ja Bob vahetasid palle. Mängu lõpus on Claire'il ;sinine pall ;must pall ;roheline pall ;must pall ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on sinine pall, Bobil on must pall ja Claire'il on roheline pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Alice ja Claire vahetasid palle. Siis Alice ja Bob vahetasid palle. Lõpuks vahetasid Claire ja Alice pallid. Mängu lõpus on Alice'il ;sinine pall ;must pall ;roheline pall ;sinine pall ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on sinine pall, Bobil on must pall ja Claire'il on roheline pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Alice ja Claire vahetasid palle. Siis Alice ja Bob vahetasid palle. Lõpuks vahetasid Claire ja Alice pallid. Mängu lõpus on Bobil ;sinine pall ;must pall ;roheline pall ;roheline pall ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on sinine pall, Bobil on must pall ja Claire'il on roheline pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Alice ja Claire vahetasid palle. Siis Alice ja Bob vahetasid palle. Lõpuks vahetasid Claire ja Alice pallid. Mängu lõpus on Claire'il ;sinine pall ;must pall ;roheline pall ;must pall ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on lilleline pall, Bobil on sinine pall ja Claire'il on must pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Bob vahetasid palle. Siis Bob ja Alice vahetasid palle. Lõpuks vahetasid Claire ja Alice pallid. Mängu lõpus on Alice'il ;sinine pall ;must pall ;purpurpurpurv ;sinine pall ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on lilleline pall, Bobil on sinine pall ja Claire'il on must pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Bob vahetasid palle. Siis Bob ja Alice vahetasid palle. Lõpuks vahetasid Claire ja Alice pallid. Mängu lõpus on Bobil ;sinine pall ;must pall ;purpurpurpurv ;purpurpurpurv ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on lilleline pall, Bobil on sinine pall ja Claire'il on must pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Bob vahetasid palle. Siis Bob ja Alice vahetasid palle. Lõpuks vahetasid Claire ja Alice pallid. Mängu lõpus on Claire'il ;sinine pall ;must pall ;purpurpurpurv ;must pall ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on kollane pall, Bobil pruun pall ja Claire'il on roheline pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Bob ja Claire vahetasid palle. Siis Bob ja Alice vahetasid palle. Lõpuks Bob ja Claire vahetasid palle. Mängu lõpus on Alice'il ;pruun palli ;kollas pall ;roheline pall ;roheline pall ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on kollane pall, Bobil pruun pall ja Claire'il on roheline pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Bob ja Claire vahetasid palle. Siis Bob ja Alice vahetasid palle. Lõpuks Bob ja Claire vahetasid palle. Mängu lõpus on Bobil ;pruun palli ;kollas pall ;roheline pall ;pruun palli ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on kollane pall, Bobil pruun pall ja Claire'il on roheline pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Bob ja Claire vahetasid palle. Siis Bob ja Alice vahetasid palle. Lõpuks Bob ja Claire vahetasid palle. Mängu lõpus on Claire'il ;pruun palli ;kollas pall ;roheline pall ;kollas pall ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roosa pall, Bobil on kollane pall ja Claire'il on valge pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Bob vahetasid palle. Siis Alice ja Bob vahetasid palle. Lõpuks vahetasid Claire ja Bob pallid. Mängu lõpus on Alice'il ;valge pall ;kollas pall ;roosa pall ;valge pall ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roosa pall, Bobil on kollane pall ja Claire'il on valge pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Bob vahetasid palle. Siis Alice ja Bob vahetasid palle. Lõpuks vahetasid Claire ja Bob pallid. Mängu lõpus on Bobil ;valge pall ;kollas pall ;roosa pall ;kollas pall ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roosa pall, Bobil on kollane pall ja Claire'il on valge pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Bob vahetasid palle. Siis Alice ja Bob vahetasid palle. Lõpuks vahetasid Claire ja Bob pallid. Mängu lõpus on Claire'il ;valge pall ;kollas pall ;roosa pall ;roosa pall ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roheline pall, Bobil on must pall ja Claire'il on lilla pall. Mängu käigus vahetatakse palle paaridena. Esiteks vahetasid Bob ja Alice palle. Siis vahetasid Claire ja Alice pallid. Lõpuks Bob ja Alice vahetasid palle. Mängu lõpus on Alice'il ;must pall ;purpurpurpurv ;roheline pall ;roheline pall ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roheline pall, Bobil on must pall ja Claire'il on lilla pall. Mängu käigus vahetatakse palle paaridena. Esiteks vahetasid Bob ja Alice palle. Siis vahetasid Claire ja Alice pallid. Lõpuks Bob ja Alice vahetasid palle. Mängu lõpus on Bobil ;must pall ;purpurpurpurv ;roheline pall ;purpurpurpurv ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roheline pall, Bobil on must pall ja Claire'il on lilla pall. Mängu käigus vahetatakse palle paaridena. Esiteks vahetasid Bob ja Alice palle. Siis vahetasid Claire ja Alice pallid. Lõpuks Bob ja Alice vahetasid palle. Mängu lõpus on Claire'il ;must pall ;purpurpurpurv ;roheline pall ;must pall ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roosa pall, Bobil on pruun pall ja Claire'il on valge pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Alice ja Claire vahetasid palle. Siis Bob ja Claire vahetasid palle. Lõpuks vahetasid Claire ja Alice pallid. Mängu lõpus on Alice'il ;valge pall ;pruun palli ;roosa pall ;pruun palli ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roosa pall, Bobil on pruun pall ja Claire'il on valge pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Alice ja Claire vahetasid palle. Siis Bob ja Claire vahetasid palle. Lõpuks vahetasid Claire ja Alice pallid. Mängu lõpus on Bobil ;valge pall ;pruun palli ;roosa pall ;roosa pall ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roosa pall, Bobil on pruun pall ja Claire'il on valge pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Alice ja Claire vahetasid palle. Siis Bob ja Claire vahetasid palle. Lõpuks vahetasid Claire ja Alice pallid. Mängu lõpus on Claire'il ;valge pall ;pruun palli ;roosa pall ;valge pall ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roheline pall, Bobil on lilleline pall ja Claire'il on sinine pall. Mängu käigus vahetatakse palle paaridena. Esiteks vahetasid Bob ja Alice palle. Siis vahetasid Claire ja Bob pallid. Lõpuks Bob ja Alice vahetasid palle. Mängu lõpus on Alice'il ;sinine pall ;purpurpurpurv ;roheline pall ;sinine pall ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roheline pall, Bobil on lilleline pall ja Claire'il on sinine pall. Mängu käigus vahetatakse palle paaridena. Esiteks vahetasid Bob ja Alice palle. Siis vahetasid Claire ja Bob pallid. Lõpuks Bob ja Alice vahetasid palle. Mängu lõpus on Bobil ;sinine pall ;purpurpurpurv ;roheline pall ;purpurpurpurv ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on roheline pall, Bobil on lilleline pall ja Claire'il on sinine pall. Mängu käigus vahetatakse palle paaridena. Esiteks vahetasid Bob ja Alice palle. Siis vahetasid Claire ja Bob pallid. Lõpuks Bob ja Alice vahetasid palle. Mängu lõpus on Claire'il ;sinine pall ;purpurpurpurv ;roheline pall ;roheline pall ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on oranž, Bobil valge ja Claire'il roosa. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Alice vahetasid palle. Siis Bob ja Alice vahetasid palle. Lõpuks Alice ja Claire vahetasid palle. Mängu lõpus on Alice'il ;oranžikuu ;valge pall ;roosa pall ;oranžikuu ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on oranž, Bobil valge ja Claire'il roosa. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Alice vahetasid palle. Siis Bob ja Alice vahetasid palle. Lõpuks Alice ja Claire vahetasid palle. Mängu lõpus on Bobil ;oranžikuu ;valge pall ;roosa pall ;roosa pall ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on oranž, Bobil valge ja Claire'il roosa. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Alice vahetasid palle. Siis Bob ja Alice vahetasid palle. Lõpuks Alice ja Claire vahetasid palle. Mängu lõpus on Claire'il ;oranžikuu ;valge pall ;roosa pall ;valge pall ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on oranž, Bobil punane ja Claire'il roosa. Mängu käigus vahetatakse palle paaridena. Esiteks, Bob ja Claire vahetasid palle. Siis Alice ja Bob vahetasid palle. Lõpuks vahetasid Claire ja Bob pallid. Mängu lõpus on Alice'il ;oranžikuu ;punane pall ;roosa pall ;roosa pall ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on oranž, Bobil punane ja Claire'il roosa. Mängu käigus vahetatakse palle paaridena. Esiteks, Bob ja Claire vahetasid palle. Siis Alice ja Bob vahetasid palle. Lõpuks vahetasid Claire ja Bob pallid. Mängu lõpus on Bobil ;oranžikuu ;punane pall ;roosa pall ;punane pall ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on oranž, Bobil punane ja Claire'il roosa. Mängu käigus vahetatakse palle paaridena. Esiteks, Bob ja Claire vahetasid palle. Siis Alice ja Bob vahetasid palle. Lõpuks vahetasid Claire ja Bob pallid. Mängu lõpus on Claire'il ;oranžikuu ;punane pall ;roosa pall ;oranžikuu ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on kollane pall, Bobil oranž, ja Claire'il on valge pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Alice vahetasid palle. Siis Bob ja Alice vahetasid palle. Lõpuks Bob ja Claire vahetasid palle. Mängu lõpus on Alice'il ;oranžikuu ;valge pall ;kollas pall ;oranžikuu ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on kollane pall, Bobil oranž, ja Claire'il on valge pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Alice vahetasid palle. Siis Bob ja Alice vahetasid palle. Lõpuks Bob ja Claire vahetasid palle. Mängu lõpus on Bobil ;oranžikuu ;valge pall ;kollas pall ;kollas pall ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on kollane pall, Bobil oranž, ja Claire'il on valge pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Claire ja Alice vahetasid palle. Siis Bob ja Alice vahetasid palle. Lõpuks Bob ja Claire vahetasid palle. Mängu lõpus on Claire'il ;oranžikuu ;valge pall ;kollas pall ;valge pall ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on oranž, Bobil valge ja Claire'il roheline pall. Mängu käigus vahetatakse palle paaridena. Esiteks vahetasid Bob ja Alice palle. Siis vahetasid Claire ja Bob pallid. Lõpuks Bob ja Alice vahetasid palle. Mängu lõpus on Alice'il ;oranžikuu ;valge pall ;roheline pall ;roheline pall ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on oranž, Bobil valge ja Claire'il roheline pall. Mängu käigus vahetatakse palle paaridena. Esiteks vahetasid Bob ja Alice palle. Siis vahetasid Claire ja Bob pallid. Lõpuks Bob ja Alice vahetasid palle. Mängu lõpus on Bobil ;oranžikuu ;valge pall ;roheline pall ;valge pall ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on oranž, Bobil valge ja Claire'il roheline pall. Mängu käigus vahetatakse palle paaridena. Esiteks vahetasid Bob ja Alice palle. Siis vahetasid Claire ja Bob pallid. Lõpuks Bob ja Alice vahetasid palle. Mängu lõpus on Claire'il ;oranžikuu ;valge pall ;roheline pall ;oranžikuu ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on kollane pall, Bobil on roheline pall ja Claire'il on sinine pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Alice ja Bob vahetasid palle. Siis Alice ja Claire vahetasid palle. Lõpuks vahetasid Claire ja Bob pallid. Mängu lõpus on Alice'il ;sinine pall ;kollas pall ;roheline pall ;sinine pall ;A
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on kollane pall, Bobil on roheline pall ja Claire'il on sinine pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Alice ja Bob vahetasid palle. Siis Alice ja Claire vahetasid palle. Lõpuks vahetasid Claire ja Bob pallid. Mängu lõpus on Bobil ;sinine pall ;kollas pall ;roheline pall ;roheline pall ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on kollane pall, Bobil on roheline pall ja Claire'il on sinine pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Alice ja Bob vahetasid palle. Siis Alice ja Claire vahetasid palle. Lõpuks vahetasid Claire ja Bob pallid. Mängu lõpus on Claire'il ;sinine pall ;kollas pall ;roheline pall ;kollas pall ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on pruun pall, Bobil on punane pall ja Claire'il on lilla pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Bob ja Claire vahetasid palle. Siis Alice ja Claire vahetasid palle. Lõpuks Alice ja Bob vahetasid palle. Mängu lõpus on Alice'il ;pruun palli ;punane pall ;purpurpurpurv ;purpurpurpurv ;C
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on pruun pall, Bobil on punane pall ja Claire'il on lilla pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Bob ja Claire vahetasid palle. Siis Alice ja Claire vahetasid palle. Lõpuks Alice ja Bob vahetasid palle. Mängu lõpus on Bobil ;pruun palli ;punane pall ;purpurpurpurv ;punane pall ;B
Alice, Bob ja Claire mängivad mängu. Mängu alguses hoiab igaüks pall: Alice'il on pruun pall, Bobil on punane pall ja Claire'il on lilla pall. Mängu käigus vahetatakse palle paaridena. Esiteks, Bob ja Claire vahetasid palle. Siis Alice ja Claire vahetasid palle. Lõpuks Alice ja Bob vahetasid palle. Mängu lõpus on Claire'il ;pruun palli ;punane pall ;purpurpurpurv ;pruun palli ;A
