,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
44,Ֆրենկը չէր ուզում իր տնային աշխատանքը անել։,Նա ուզում էր խաղեր խաղալ:,"Ֆրանկի ծնողները նրան ասացին, որ նախ իր տնային աշխատանքը կատարի:",Ֆրանկը զայրացավ եւ պատժվեց:,Ֆրանկը մեկ շաբաթով կորցրեց իր խաղերը:,Ֆրանկը նոր խաղ է ստացել:,1
45,Թիմին մրցում էր իր դպրոցում 3 միավորի մրցույթում:,Հաղթողը հնարավորություն կունենա 1000 դոլար արժողությամբ համալսարանական կրթաթոշակ ստանալ:,Թիմին ամբողջ շաբաթվա վերջը մարզվել է 3 գնդակահարելու համար:,Նա պատրաստ էր մրցույթի օրը:,Թիմին հաղթեց մրցույթում:,Թիմին մրցույթի օրը գնացել է վարորդական դաշտ:,1
46,Դրեյքը ուրբաթ երեկույթ էր կազմակերպել:,"Նա հայտնաբերեց, որ իր դրամապանակը գողացել են իր վերնաշապիկից։","Դրեյքը անմիջապես զանգահարեց ոստիկանությանը, բայց դրամապանակը չի գտնվել:",Դրեյքը հանդիպեց երեկույթի հյուրընկալողին այդ հարցի շուրջ:,"Եվ հյուրընկալողը ասաց, որ ինքը նույնպես չգիտեր:","Դրեյքը հյուրընկալողին ասաց, որ ցանկանում է կրկին մասնակցել իր երեկույթներին:",1
47,"Բոբը հայտնաբերեց, որ իր բեռնատարի անվադողն էր փակվել:",Նա երբեք չէր փոխել անվադողերը:,Նա հանեց անվադողերի բռնակը եւ սալը:,Նա չէր կարող հեռացնել bolts.,"Բոբը կանչեց մեկին, որ նրա փակված անվադողերը շտկեն։",Բոբը իր բեռնատարով գնացել է շուկա:,1
48,Ջեքը հոգնել է իր պլանշետային համակարգչով էլեկտրոնային նամակներ գրելուց։,"Նա որոշում է, որ պետք է ներդրումներ կատարի նոթբուքի մեջ:","Նա ուսումնասիրում է տարբեր նոութբուքեր, մինչեւ որ գտնում է կատարյալը:",Վերջապես նա գնել է այն:,Այժմ Ջեքը իսկապես սիրում է պատասխանել էլեկտրոնային նամակներին:,Ջեքը հիմա փոստային ծառայություն է օգտագործում էլեկտրոնային փոստի փոխարեն:,1
49,Ջեյքի մազերը մի քիչ երկար էին դառնում։,Նա մոտակա ժամանակներս աշխատանքային հարցազրույց էր ունենում:,"Նա խնդրեց իր մորը, որ կտրի իր մազերը:",Մայրը նրան պրոֆեսիոնալ մազեր կտրեց:,Ջեյքը լվացել է ձեռքերը։,Ջեյքը ստացավ աշխատանքը։,2
50,Շոնը այսօր եկել է:,"Սեմը, Շոնը եւ ես խաղեր էինք խաղում:","Նրանք սկսեցին զայրանալ ինձ վրա, թե որքան վատ եմ եղել:","Նրանք ասացին, որ ես այլեւս չեմ կարող խաղալ, մինչեւ որ լավանամ:",Ես իսկապես վիրավորվել եմ:,Ես իսկապես ուրախացա:,1
51,Սառան ուզում էր նամակ ուղարկել։,Նա գնաց փոստային գրասենյակ:,Նա վճարել է նամականիշների համար:,Նա նամակը փաթեթավորեց:,Սառան ինքն է հասցրել իր նամակը։,Սառայի նամակը շուտով հասավ իր նպատակակետը:,2
52,Չակը հոգնած էր աշխատանքից:,Նա մի որոշ ժամանակ փակել է իր գործը:,"Նա բացեց ֆորումը, որպեսզի զրուցի իր գործընկերների հետ:",Այն տհաճ Zoltar հարվածներից հետո նա պետք է այս ընդմիջումը.,Չակը որոշեց թողնել իր աշխատանքը։,"""Ի՞նչ ես անում, որ ինձ լավ զգաս""։",2
53,Բոբը գնումներ կատարելու համար պլաստիկ պայուսակներ էր օգտագործում:,"Այնուհետեւ, նրա ընկերը նրան ասաց, որ պլաստիկը վնասակար է շրջակա միջավայրի համար:",Բոբը որոշեց հրաժարվել պլաստիկ պայուսակներից։,Բոբը ներդրում է կատարել մի քանի վերաօգտագործվող մթերային պայուսակների մեջ:,Բոբը գնումներ կատարելու համար օգտագործում էր իր բազմակի օգտագործման մթերային պայուսակները:,Բոբը շարունակում էր իր պլաստիկ պայուսակները օգտագործել գնումներ կատարելու համար:,1
54,Ջոին պետք է իր դիմանկարը նկարեր նախագծի համար:,Նա զանգահարեց տեղական նկարիչներին եւ հարցրեց նրանց գները:,Նկարիչներից մեկը հստակ գին էր առաջարկում:,"Ջոն հանդիպում է ունեցել նկարչի հետ, որ դիմանկարը նկարի:",Ջոը շատ գոհ էր արդյունքներից։,Նկարիչը նկարել է Ջոյի կատուն:,1
55,Անն ուզում էր թողնել ծխելը։,"Նա մի քանի անգամ փորձեց, բայց միշտ ձախողվեց։","Հետո նա դիմեց նիկոտինային փոշի, որպեսզի օգնեն իրեն:",Եվ օգնեց նրան դա անել:,Անն օրական կրկնապատկեց ծխախոտի քանակը։,Անն հաջողությամբ թողեց ծխելը,2
56,Ջենը ամառը տատիկի մոտ է մնացել:,"Նա ատում էր միտքը, որ ամբողջ ամառ հեռու լինի իր տեղական գրադարանից:","Նա իր հետ մի քանի գիրք էր վերցրել, բայց դրանք արագ էր կարդում։","""Երբ նա եկավ, տատիկը նրան տարավ իր տան հատուկ սենյակ։","Ջենը տեսավ, որ իր գրքերը այրվում են կրակի մեջ:","Գրքերով լցված սրահը գրքերով էր լցված, որոնք գրավում էին աղջիկներին։",2
57,Երեկ Ռոբի ատամները մաքրում էին:,Նա սովորաբար շատ է վախենում ատամնաբույժներից։,Բայց գրասենյակում մի նոր սիրուն բուժքույր կա:,Նա շատ էր ոգեւորված գնալուց:,Ռոբը նորոգված էր զգում իր կոլոնոսկոպիայից հետո:,"Ռոբը հիասթափված էր, երբ այդ օրը չկար այդ գեղեցիկ բուժքույրը:",2
58,Ջոն սիրում էր կեղտ ուտել։,Նա կեղտոտ պիցցա էր պատրաստում ամեն հնարավորության դեպքում:,"Նա ուտում էր թխվածք, երբ նրա բերանում մի բան շատ կոշտ զգաց:",Ջոը կծել էր մի քար եւ ատամը կոտրել։,Ջոն ուզում էր ավելի շատ քարեր մսխել:,Ջոն որոշեց այլեւս չուտել հող:,2
59,Ռոբը երբեք չի եղել հեծանվային վազարով:,"Ռոբի ընկերները նրան անվճար տոմս են առաջարկել ""Six Flags""-ի համար:","Ռոբը որոշեց, որ կարող է միանալ:",Նրանք բոլորը գնացին եւ երկար հերթ կանգնել:,Ռոբը առատաձեռն ընկերներ ուներ։,Ռոբի ընկերները անմտածված էին:,1
60,Կարլին Սեմի զանգի էր սպասում։,Նա խոստացավ ուրբաթ:,Այն այժմ ուշ շաբաթ եւ նա չի լսել որեւէ բան.,Վերջապես նա որոշեց զանգահարել նրան։,Սեմը պատասխանեց հեռախոսին։,Կարլին հեռախոսով պատվիրել է ուտելիք։,1
61,Էմիը իր ծննդյան օրը դպրոցից տուն է եկել եւ դատարկ տուն է գտել:,"Նա տխրեց, որ բոլորը մոռացել էին իր հատուկ օրը:",Նա տխուր քայլում էր դեպի հյուրասենյակ:,"""Ամեն ինչ լավ է, որ ես ունեմ""։",Էմիը ուրախությամբ ժպտաց։,Էմիը դուրս եկավ սենյակից եւ լքեց տունը։,1
62,Պանը փորձեց ինձ հարվածել առանց որեւէ պատճառի:,Ես պարզապես պաշտպանեցի նրա հարվածը։,Նա շարունակեց ինձ վրա գնդակահարել:,"""Ես ուզում եմ, որ նա ինձ հետ լինի""։",Պանը վերջապես կանգ առավ:,Ես Պանին մեծ գրկեցի:,1
63,Բեկին ունի Աշլի անունով զարմիկ:,"Բեքին եւ Էշլին ընկերներ էին, երբ նրանք փոքր էին:","Էշլին սկսեց հիմար լինել, երբ մեծացավ:",Նա բանտ է մտել տամպոններ գողանալու համար:,Բեկին կորցրեց կապը նրա հետ:,Բեքին հպարտ է Էշլիի վրա։,1
64,Պեմի եւ Թոմի երեխան հեշտ էր քնում։,"""Միայն մի օր է, որ ես կռվում եմ""","Ամեն անգամ, երբ Պամը քնում էր իր երեխային, շունը սկսում էր բծել:","Պեմը երազում էր շանը ազատ արձակել, որպեսզի այն փախչի:",Մի գիշեր Պեմը կատուներին ներս թողեց։,Մի գիշեր Պեմը որոշեց ազատ արձակել շներին։,2
65,Մեյը ընդունվել է Ֆրեդոնիայում համալսարան:,Նա ավտոբուսով գնաց իր նոր դպրոց։,Նա ուսումնասիրեց համալսարանը:,"Նա սիրում էր ամեն ինչ, ինչ տեսնում էր:",Նա թողեց դպրոցը:,Նա նույնիսկ սիրում էր իր բոլոր պրոֆեսորներին:,2
66,Մարիամին պետք է ատամներ հանեին։,"Նա ուզում էր, որ ատամնաբույժը քնի մեջ դնի իրեն:",Նա կարող էր միայն նովոկաինով թմրանյութ տալ այդ տարածքին:,Մարիամը սարսափած նայում էր նրան:,Մարիամի դեմքը տեսնելով՝ ատամնաբույժը կարողացավ օգնել նրան։,Մարիամը ատամնաբույժից դուրս եկավ շատ լավ տրամադրությամբ։,1
67,Ֆորդը հպարտանում էր իր բարձր միջին գնահատականով:,"Նա ամեն երեկո աշխատում էր առաջադրանքների վրա, որպեսզի այն բարելավի:","Ֆորդի ընկերները զգուշացրել են նրան, որ նա զվարճալի ժամանակ է կորցնում:",Հետագայում Ֆորդը դարձավ հաջողակ փաստաբան:,"Ֆորդը տխուր էր, որ այդքան շատ բան է հասել:",Ֆորդը հպարտանում էր իր նվաճումներով:,2
68,"Կինս ասում է, որ ես կրքոտ եմ:",Ես շատ հոբբիներ կամ հետաքրքրություններ չունեմ:,"Ես փորձեցի վիճել, բայց չկարողացա:","Ես հասկացա, որ նա ճիշտ էր:",Ես որոշեցի փոխվել:,Ես ամուսնացած չեմ:,1
69,Նինան ուզում էր Հելոուինի գեղեցիկ կոստյում:,Բայց նա չէր կարող իրեն թույլ տալ որեւէ շքեղ բան:,Նա իր տան մեջ գաղափարներ էր փնտրում:,Հետո նա անվճար գտավ հիանալի կոստյում:,Նինան մի խաղալիք է գնել։,Նինան հուզված էր:,2
70,Վերոնիկան սիրում էր զբոսնել անտառում։,Մի օր նա ճամփորդում էր եւ գտավ ծառի մի տուն։,Նա բարձրանում էր սանդուղքով եւ զարմացած էր տան մեջ եղած բոլոր իրերից:,Այն ամբողջությամբ կահավորված էր կահույքով եւ ծածկոցներով:,Վերոնիկան շատ չէր սիրում ծառի տնակը:,Վերոնիկան որոշում է ավելի հաճախ այցելել ծառի տունը:,2
