,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
10,"Bobek izu handia izan zuen lehenengo egunaren ondoren, arrain eta janari azkarreko jatetxe batean.","Itxaron egin zuen, marine jantzietan bere burua jartzeko.",Bobek arrain-burgerrak egiten ditu uniformea jarri ondoren.,"Hainbeste kezkatzen zen, ez zen bere arropa ere aldatzen.","Bob-i hainbeste gustatu zaio soinekoa, lagunei erakutsi die eta esan die:",Bob lanetik atera zen itsasgizon mozorrotuarekin.,2
11,Lagun bat bisitan etorri zitzaidan!,Txakurrak hozka egiten dizula esan diot.,Ez zuen entzun nahi.,Ukitzen eta ikutzen saiatu da.,Nire txakurrak hozka egin dio.,Txakurra urrundu egin zait.,1
12,Lester artista izan nahi zuen.,Lore bat margotzen saiatu nahi du.,"Eserita dago orkidea eder baten aurrean, eta hasi da margotzen.",Lesterren marrazkia oso ongi dago.,Argazkia jarri du egongelan.,Erabaki zuen ez zuela berriro marraztuko.,1
13,Pablori gustatzen zaio harriak jatea.,Eskolako liburu bat irakurri zuen nola egiten den.,Oliba olioarekin frijitzen ditu.,Maite du hau egiteko gutxienez behin hilean.,"Pablok zizareak maite ditu, eta delikazio bat dira.",Pablori ez zaio gustatzen harriak jatea.,1
14,Kirak maite du japoniar kultura.,Bere film kutunen asko japonieraz zeuden.,Hara bidaiatzea erabaki zuen.,"Urteetan zehar, dirua aurreztu zuen oporretarako.",Zapatak erosten zituen.,Bere bizitzako bidaia ederrena izan zen.,2
15,Glen paseatzera atera da.,Jaka jantzi eta kalera irten zen.,"Espaloian ibiltzen ari zela, estropezu egin eta belauna hautsi zuen.","Glen berriz altxatu da, herren, etxera itzuli da.",Glenek inoizko denborarik onena egin du maratoian.,Glenek zin egin zuen sekula ez zuela berriz ibiliko.,2
16,Jesus altzariak garbitzen pasa du eguna.,"Iluntzean, ikusi zuen zer egin zuen.",Dena zen berria eta dirdiratsua.,Jesusek bere lagun guztiak gonbidatu zituen afari batera.,Altzariak ederrak direla diote.,Lagunek altzariak garbitzen zizkioten.,1
17,Duela gutxi supermerkatura joan naiz.,"Irteera batetik igarotzean, metalezko besoa sentitu nuen hotzak hartu ninduela.",Harrituta geratu nintzen auto batek harrapatu ninduenean.,Gidariak ospa egin du ikusi dudanean.,"Esan diet ez zaidala axola, eta alde egin dut.",Gidaria oso haserre jarri zen.,1
18,Ginak kristalez zulatu zuen orkatila.,Odola oinetik zapatak igotzen zitzaizkion.,"Odola ikustean, etxera korrika joan zen.","Gina lasterka joan da, baina ezin izan du jarraitu.","Etxera iristean, denak izoztuak eta freskoak ziren",Ginak arduratu behar zuen.,2
19,"Ume bat zegoen, hirugarren mailakoa.","Oso argia zen, baina ez zen oso irakurle ona.",Ozen irakurri eta bere gelakideek barre egiten zioten.,Egunero irakurtzen du.,Ume txikiak... onartu zuen ez zela inoiz hobetuko.,"Urte amaieran, irakurketa saioan, nota ona lortu zuen.",2
20,Rosieren eskolak festa bat antolatu du.,Fruta-entsalada bat prestatu du denontzat.,Dirutza xahutu zuen fruituak erosten eta denbora eman zuen ekoizten.,"Festa egunean, entsalada koilara handi bat hartu zuen.",Rosieren ikasleek fruta-entsalada banatu zuten.,Rosie-k fruta-entsalada izozkailuan zuen.,1
21,Kelly pozik zegoen bere telefono berria edukitzeagatik.,Toki guztietara eramaten zuen berea.,"Zoritxarrez, bata bestearen atzetik mutila galdu du.","Zorionez, konpondu ahal izan du.","Dendan erositakoa ematen diote, prezio egokian.",Kellyk telefono berria dauka.,1
22,"Unibertsitatean nengoela, gizon zahar bat ezagutu nuen.",Nik 22 urte nituen eta berak 38.,Ongi moldatzen ginen eta oso ongi pasatzen genuen elkarrekin.,Elkarrekin egon ginen denbora guztian.,Oso ondo gogoratzen dut garai hura.,Oroitzapen negatiboak ditut.,1
23,Bobek antzezlan bat egin nahi zuen eskolan.,Rolari arretaz begiratzen zion.,Askotan errepikatu zuen esaldiak.,Entzunaldi egunean lan bikaina egin zuen.,Bob oso harro zegoen.,Bobek oso lotsatuta zirudien.,1
24,Jackie 8. mailako zaindaria da.,Klase guztian zehar inbidiatan dago.,Bere gelakideek sarritan mehatxatzen zuten bere lana.,Jackie-ren txartelak lapurtuko zituzten.,Zuzendariak taldekideak esleitu ditu.,"Bere ikaskideek sariak jaso zituzten, nola jokatu zuten esker.",1
25,Aitak oraintxe erosi du auto berria.,Ospakizun batera joan ginen.,Beste auto bat gelditu eta guri kolpatu zigun.,"Leihoarekin jo dut, baina apurtuta dago.","Atera egin nintzen, eta aita eta biok ongi geunden.",Biok geratu gara harrapatuta.,1
26,Nire ilobak Frozenen film osoa ikusten du.,Beti jartzen du.,Etxean zehar dabil abesten.,Maite du oihu egitea.,Behin eta berriz kantatu du.,"Kirolak gustuko ditu, eta ez dago prestatutako printzesarik.",1
27,Bi puntu atzean zegoen Alexek.,Taularen gainera begiratu eta bost segundo jaurti zituen.,Bere adimena ez zen kontzentratzen.,Defentsak laguntzaileak ditu talde osoan.,Bere taldeak irabazi du partida.,"Hiru punturekin saiatu da, baina huts egin du.",2
28,Liburutegira joan nintzen eta eseri egin nintzen.,"Ingurura begiratu, eta ume bat ikusi nuen.",Denbora luzez begiratu zidan.,Ez nuen lasai uzten.,Ez zitzaidan axola umea zer egiten zuen.,Arazoa zein zen galdetu nion.,2
29,Iva eta Brant ume bat eduki nahian zebiltzan.,"Sei hilabetez aritu dira saiatzen, baina ez dute lortu.","Medikuaren kontsultara joan zirenean, etsipen handia izan zuten.","Baina gero, medikua irribarre batekin agertu zen.",Brentek ume bat bahitzea pentsatzen du.,Pozik egongo dira haurra bidean dagoela jakitean.,2
30,Catherinek curlingak gustatzen zaizkio.,Cathrynek nahiago du beisbolera joatea telebistan baino.,"Egun batean, Catherine Curling-eko entrenamendu batera joan zen.","Entrenamenduan, atleta batek deitu zion Catherineri.",Egunero praktikatzen hasi zen eta gero asko hobetu zen.,Catherinek uste zuen curlingak aspergarriak zirela.,1
31,Francisek beti nahi izan du gidatzen ikasi.,Behin-behineko askatasuna gidariaren lizentziarako.,Francisek gogor egiten du lan lizentzia lortzeko.,Erraz gainditzen du gidatzeko azterketa.,Francis harro dago bere lorpenetaz.,Francisek nahiago du garraio publikoan joan.,1
32,Atzo Iratxoa ikustera joan nintzen.,Izugarri gustatu zitzaidan.,Dantzariek oholtzaren soinua egin eta ederki dantzatu zuten.,Ohore bat izan da ikuskizuna ikustea.,Berriro ez ikustea hitzeman nion.,Berriro ikusi nahi nuen.,2
33,"Goizeko zortzi eta erdietan jaiki naun, klasea hartzeko.",Lo-kuluska atera eta dutxa hartu nuen.,Azkar gosaldu nuen eta eskolara oinez joatea erabaki nuen.,"50 minutuko klasearen ondoren, etxerako bidea hartu eta oinez itzuli nintzen,",Ikasgelara itzultzea erabaki nuen.,"Iritsi nintzenean, siesta bat egin nuen.",2
34,Lisaren arreta bereganatu nahi zuen.,"Egun batean, poema bat idaztea erabaki zuen Lisari buruz.","Biharamunean, Garyk Lisa ikusten du eskolan.",Garyk irribarre egin eta poema bat ematen dio.,Garyk Lisari zaplaztekoa eman eta ospa egin zuen.,Lisak ere izugarri maite du Gary.,2
35,Carlosek beti nahi izan du Frantzia bisitatu.,"Ikasi behar duela erabaki du, joan aurretik.",Gaueko ikastaro batera joan zen eta asko ikasi zuen.,Azkenean Carlosek ondo hitz egiten du frantsesez.,Carlosek hegaldi bat hartu du Australiara joateko.,Carlosek bere frantsesa Parisera egiten duen bidaiatik ateratzen du.,2
36,Larsek beti nahi izan du argazkilaritza ikasi.,"Bere laguna argazkilaria zen, baina sekula ez zuen argazkia atera.","Egun batean, kalitate handiko kamera xume bat erosi zuen.","Egun hartatik aurrera, Larsek naturaren irudiak ateratzen ditu egunero.",Lars argazkigintzan sartu zen.,Larsek gorroto zuen argazkilaritza.,1
37,Telebista bat erosi nuen elektronika denda batean.,"Pantaila lauko pantaila handia da, definizio handiko argazkiarekin.",Bermepeko askatasuna erosi behar dut segurtatzeko.,"Astebete beranduago, telebista paretatik erori eta apurtu egin zen.",Bermearekin konpondu dut.,Geroago hildako langilea aurkitu zuten.,1
38,Ryanek parke batean egin zuen lo.,Eta ikusi zuen neskatxa bat zela balloi batekin.,"Parkean, zuhaitz batetik zintzilik, bola bat ikusi zuen.",Zuhaitzera igo zen puxika berreskuratzeko.,Ryanek globoa bota zuen helburuz.,Ryanek aurkitu zuen eta baloia eman zion.,2
39,Jenen kudeatzaileak esan zion CV bat bidali behar zuela.,Bere curriculuma ez zela ongi osatua ikusi zuen.,Edukiak aldatu egin ditu.,Bere azken lanari buruzko informazioa biltzen ari da.,"Gero, bere managerrari bidali zion.",Jenek gorroto zuen ontziak garbitzea.,1
40,Neilek Fes hirian zehar birak egiten zituen.,Janari etnikoa dastatu zuen.,Eta gero souvenirak erostera joan zen.,"Fezek kaleko artista bikainak ere bazituen, nabarmendu zuen.",Neilek izugarri ondo pasatu du.,Fez eta Neil lagun minak egin ziren.,1
41,Txakurra paseatzera atera behar dut.,Nire auzoan gerrikoa erabiltzen da.,"Etxean begiratu dut, soka batzuk lotu dituzte.",Ezin izan dut aurkitu.,Txakurra atzeko patiora eramaten saiatu naiz.,Txakurra sartzen utzi dut.,1
42,Egun ederra eta beroa zen.,Eta Joek pentsatu zuen ondo egongo zela paseo bat ematea.,Bere kafetegira joatea erabaki zuen.,Baina bidean nekatu egin zen.,"Beraz, lasterka joan zen kafe hartzera.","Joe, ez da harritzekoa zu hemen ez egotea.",2
43,Jenek pakete bat du gaurko.,"Azkenean, UPS-eko tipoa ikusi zuen","Berak paketea eman, eta berak barrura eraman zuen.",Aizto batekin ireki zuen.,Kutxan haur bat zegoen.,Jenek bere jaka berria aurkitu du gutunaren barruan.,2
44,Frankek ez zuen etxeko lanik egin nahi.,Baina bideo-jokoetan jolastu nahi du.,Frank-en gurasoek esan zioten lana egin zezala lehenik.,Frank-ek sekulako zigorra hartu du.,Frankek galdu egin ditu astebeteko bideo-jokoak.,Frankek beste joko bat du.,1
45,"Timmy 3 pisu-jokoan zegoen, bere eskolan.",Irabazleak 1.000 dolarreko beka izango du.,Timmyk hiru jaurtiketa egin ditu asteburuan.,"Prest zegoen, lehiaketaren egunean.",Timmyk irabazi zuen lehia.,Timmy entrenatzera joan zen egun hartan.,1
46,Drake festara joan zen ostiralean.,Bere poltsikoa ostu egin ziotela jakak.,"Drakek poliziari deitu zion, baina ez zuten zorroa aurkitu.",Drakek festako jabeari aurre egin zion gaiari buruz.,Eta gonbidatzaileak esan dio ez dakiela.,Drake berriro etorri nahi du.,1
47,Bobek gurpila zulatu zitzaion kamioian.,Inoiz ez zuen pneumatiko bat aldatu.,Gurpil-aldaketa eta erreskatea prestatzen ari da.,Ezin zituen entxufeak atera.,Bobek gurpila konpontzeko deitu zuen.,Bobek bere kamioia eraman zuen azokara.,1
48,Jack nekatuta dago bere tableteko ordenagailuan mezu elektronikoak idazteaz.,Erabaki du eramangarri bat erosi behar duela.,"Ordenagailu eramangarri desberdinak aztertzen ditu, eta behin betiko onena aurkitzen du.","Azkenean, erosi egin zuen.",Jack-ek atsegin du mezuak idaztea.,"Jack-ek posta erabiltzen du orain, eta ez posta.",1
49,Jakek ilea luzatzen zion.,Lan elkarrizketa bat izan du.,Bere amari ilea mozteko eskatu zion.,Bere amak modu profesionalean moztu zuen.,Jakek eskuak garbitu zituen.,Jake-k lan hori hartu du.,2
50,Sean gaur etorri da.,"Sam, Sean eta biok...",Nire portaeraren arabera haserretzen hasi ziren.,Ez didate utzi jotzen hobetu arte.,Oso minduta nengoen.,Benetan pozten naiz.,1
51,Sarah-k gutun bat idatzi nahi izan zuen.,Postetxera joan da.,Zigiluak ordaindu zituen.,Gutuna gutun-azal batean sartu zuen.,Sarahk berak eman zidan gutuna.,Sararen gutuna iritsi zen.,2
52,Chuckek nekatuta du lanak.,Lana utzi zuen bolada batean.,Gune bat ireki du lankideekin hitz egiteko.,"Zoltarren aurkako kolpe izugarriak eta gero, atsedenaldi bat behar izan zuen.",Chuckek lana utzi behar zuen.,Orduan lanera itzuli behar izan zuen.,2
53,Bobek plastikozko poltsak erabiltzen zituen erosketak egiteko.,"Orduan, lagunak esan zion plastikoak gaizki daudela ingurumenean.",Bobek bere plastikozko poltsak kentzea erabaki zuen.,Bobek zaku berrerabilgarriak erosi zituen.,Bobek erosketak egiteko erabiltzen zituen zaku erregaitzak.,Bobek plastikozko poltsak erabiltzen zituen erosketak egiteko.,1
54,"Joek bere erretratua nahi zuen, lan baterako.",Artista batzuengana joan eta prezioa galdetu zien.,Artistetako batek prezio ona eskaini zigun.,Joek artista bat kontratatu zuen erretratua egiteko.,Joe oso pozik zegoen emaitzarekin.,Artistak Joe-ren katua margotu zuen.,1
55,Ann-ek erretzeari uzten saiatu zen.,"Saiatu zen, baina alferrik.","Orduan, nikotin-tapoi bat jarri zion, laguntzeko.",Eta lagundu zion!,Annek egunero erretzen zuen zigarro kopurua bikoiztu zuen.,Ann-ek arrakastaz utzi zuen erretzea.,2
56,"Jen bere izebarekin dago, uda osoa.",Ez zuen nahi udako liburutegitik urrun egon.,"Zenbait liburu eraman zituen, baina azkar irakurri zituen denak.",Izebak gela berezi batera eraman zuen.,Jenek ikusi zituen bere liburuak sutan.,"Gela liburuz beteta zegoen, neskei interesatzen zitzaizkienak.",2
57,Atzo Rob-en hortzak garbitu nituen.,Normalean dentistaren beldur da.,Baina erizain berri bat dago.,"Gogoa bero zuen, eta abiatzeko irrikaz zegoen.",Kolonoskopia egin ondoren hobeto sentitzen da.,Rob oso atsekabetuta zegoen erizain ederrak ez zuelako ezer egin.,2
58,Joe sasijakintsuari gustatzen zitzaion.,Lokatzez egiten zituen pastel hauek halako batean.,"Pastela jaten ari zenekoa, zerbait gogorra sentitu zuen ahoan.",Joek hozka egin eta hortz bat hautsi zuen.,Joek harri gehiago nahi zituen.,Joe honek ez du lur gehiago jango.,2
59,Robek ez du sekula roller coasterik ikusi.,"Roben lagunek txartel bat eskaini zioten ""Six Flags""en, doan.",Robek erabaki du eduki dezala aukera bat.,Denak joan ziren eta ilara luze bat egon zen zain.,Robek lagun handiak zituen.,Roben lagunak azkarrak ziren.,1
60,Carlyk Samek deitzea nahi zuen.,Hitz eman zidan ostiralean etorriko zela.,Larunbat berandu zen eta ez zuen inolako berririk jaso.,"Azkenean, deitu egin zion.",Samek erantzun egin du.,Carlyk etxeko janaria eskatu du.,1
61,"Amy eskolatik etorri zen bere urtebetetzean, eta etxe hutsik aurkitu zuen.",Haserre zegoen denek bere egun berezia ahaztu zutelako.,Atsekabetuta sartu zen egongelan.,Bere lagun eta familiakoak berehala agertu ziren ezkutatu ziren lekutik.,Amyk irribarre egin zuen poz-pozik.,Amyk gelatik eta etxetik alde egin zuen.,1
62,Panek ni kolpatu nahi izan ninduen inolako arrazoirik gabe.,"Haserre nengoen, bere hitza defenditu nuen.",Ukabilarekin jotzen zidan.,"Gelditzeko asmoz, lurrera bota nuen.","Pan, berriz, gelditu egin da.",Besarkatu egin dut Pan.,1
63,"Beckyk lehengusu bat du, Ashley.",Becky eta Ashley lagunak izan ziren gaztetan.,Ashley ergel bat izaten hasi zen heldu zenean.,Kartzelan sartu zuten bitxiak lapurtzeagatik.,Beckyk ez du harremanik berarekin.,Becky harro dago Ashleyz.,1
64,Pamek eta Tomek lo arin egiten zuten.,Auzokoak txakurra solte utzi ohi zuen etxetik kanpo.,"Pamek loarazten zuen bakoitzean, txakurra zaunkaka hasi zen.","Pam txakurra askatzen saiatu zen, eta ihes egin zuen.","Gau batean, Pamek katuak sartu zizkion etxean.","Gau batean, Pamek txakurrak aske utzi zituen.",2
65,May Fredoniako unibertsitatean hartu zuten.,Autobusez joan zen bere eskola berrira.,Ikasgela inguratu zuen.,Gustatzen zitzaion ikusten zuen guztia.,Eskola utzi zuen.,Irakasle guztiak ere atsegin zituen.,2
66,Maryk hortzak atera behar zituen.,Dentistak loaraztea nahi zuen.,Novocaina indizio bat izango da.,Mary izututa begira zion.,"Bere aurpegia ikusi ondoren, dentistak lagundu ahal izan zion Mariri.",Mary umore onez atera zen dentistarengandik.,1
67,Fordekekek izan zuen batez besteko ona.,Gauero-gauero lantzen zuen bere lanarekin hobetzeko.,"Ford-en lagunek ohartarazi zioten, baina hura okertuz, galdu egin zen momentuan.","Geroago, Ford abokatu arrakastatsua bihurtu zen.","Ford triste zegoen, hainbeste lortu zuelako.",Fordek bere lorpenak gozatu zituen.,2
68,Emazteak dio ez dudala gogo handirik.,Ez ditudalako hobi edo interes asko.,"Saiatu naiz bera konbentzitzen, baina ezin izan dut.",Eta arrazoi zuela ohartu nintzen.,Aldatzea erabaki nuen.,Ezkongabea naiz.,1
69,Ninak Halloweeneko mozorro dotorea nahi zuen.,Baina ez zeukan dirurik soinean erosteko.,Etxean sartuta egon zen pentsatuz zerbait zeukala.,"Gero, bat-batean, aurreztu zuen.",Ninak jostailu bat erosi du.,Ninak harritu zuen.,2
70,Veronicari basoan ibiltzea gustatzen zitzaion.,"Egun batean, zuhaitz batetik gertu, eskale bat agertu zen eta jarraitu egin zuen.",Eskailerak igo eta etxe guztia ikusi zuen.,"Erabat dekoratua, altzariz eta mantaz beteta.",Veronicari ez zitzaion asko gustatu zuhaitzako etxea.,Veronicak zuhaitz-etxean sarriago egoteko erabakia hartu du.,2
71,"Udaberriko egun eder bat zen, martxo hasieran.",Tracey eta biok oinez joango gara basoan buelta bat ematera.,Aizkolaria entzun zuen eta zuhaitzetan bilatu zuen.,Erro batekin apurtu eta erori da.,Tracey etxera korrika itzuli zen.,Tracey eta neskak eroriko zirela ohartarazi zidan.,2
72,"Bobek egarria zuelakoan, edateko zerbaiten bila joan zen.","Zoritxarrez, ez zuen dirurik.",Bobek gasolindegi batean sartu eta freskagarri bat eskatu zuen.,Kutxazainak galdetu zion ea dirua zeukan.,Ezetz esan du eta joan egin da.,Korrika egitera joan da.,1
73,Jim aireportuan zain geneukan.,Emaztea ordubete barru etorriko da.,Aspertuta zegoen.,"Orduan, liburuarekin hurbiltzea erabaki zuen.",Jim-ek bere emaztea ordubete beranduago ikusi zuen.,Jim autoan sartu da emaztea iritsi aurretik.,1
74,Joe unibertsitatera joan nahi zuen.,Gogor egin zuen lan eskolan. Futbol taldean zegoen.,Itxaron-zerrendan dago.,"Nahiz eta desengainatuta egon, azkeneraino saiatu zen.",Joe oso harro zegoen bere lan gogorragatik.,Joek erabaki zuen ez zuela unibertsitatera joan nahi.,1
75,Ginak esan zuen Tamiren lagunak beste bat zeukala.,"Ginak bat nahi zuen, baina ez zekien non erosi.",Tami-k beste Lisa Frank bat dauka orain.,"Gina jeloskor zegoen, berak ere nahi zuelako.","Gina, EBayn bilatu nuen. Eros zezakeen bat aurkitu zuen.","Ginak baserri osoa hustu zuen, laguntza eskatu gabe.",1
76,Leak Gabonetako zuhaitz eder bat zuen etxean.,"Egun batean, azokara joan zen.","Itzuli zenean, zuhaitza bota egin zuten.",Bere katua gora igotzen hasi zen eta gero behera bota zuen!,"Leahek erabaki zuen zuhaitza lurrean nahiago zuela, zutik baino.",Leak zakarra izan zen bere katuarekin.,2
77,Peter horrek urte askoan eutsi dio aulkiari.,Hasi zen desagertzen.,Aulki berri erosoagoa erostea erabaki zuen.,"Iritsi zenean, Peter pozik zegoen.",Peterrek pentsatu zuen zaharra baino erosoagoa izango zela.,Peterrek bere txakurrari uzten dio aulkia erabiltzen.,1
78,Rex festa bat antolatu du gaur gauean.,"Konturatu zen ez zuela ezer prestatu gonbidatuentzat, gazta askorekin.","Rex bidaiatzen ari da, xerra bat behar du.",Eta ebaki txikietan mozten du janaria.,Rexek ozeano osoa zeharkatu du.,Denek gustuko zuten gazta eta ogia.,2
79,Ali beti hartzen du trena lanera joateko egunero.,"Egun batean oso gaixorik egon zen, baina lanera joan zen.",Egun osoan egin zuen lan eta etxera ekarri zuen lana.,"Trenean sartu, eta lo geratu zen.",Langile alferra zen.,Gelditu egin da eta autobusez itzuli da etxera.,2
80,Futbol taldeak gogor egin du lan denboraldi osoan.,Denak irabazi zituzten eta finalera heldu ziren.,Segundu batzuk falta ziren eta berdinketa ez zen posible.,Quarterbackak pase luze bat egin eta puntuan jarri zuen.,Jendeak txalo egiten zion taldeari.,Jendea altxatu eta txalo egin zuen.,2
81,Etxe orratz handi batean bizi gara.,"Egun batean, haizea gogor ari zen, eraikinaren altueragatik.","Haizeak hain gogor astindu zituen adarrak, non nire emazteak ezin zuen lo egin.",Haizeak Interneteko kableak ere bota ditu.,Nire emaztea eta biok oso triste geunden interneteko konexioa galdu genuelako.,Haize gogorrak eta lo faltak gustatzen zitzaizkigun.,1
82,Kate-k teklatu berria erosi nahi zuen ordenagailuarentzat.,Hilabeteak aurreztu zituen klabe berri bat erosteko.,Kate-ek bere ordenagailua eskatu du.,"Irrikaz egon zen egun askoan, haren itzuleraren zain.","Gero, bertan behera utzi zuen.",Orduan bere teklatua postara iritsi zen.,2
83,Jonek unibertsitatea amaitu eta lana bilatzen hasi zen.,Bere arloko lanpostuei buruz aritzen zen egunero.,Hiru aste beranduago telefonoz deitu zioten.,Deitu zuenak galdera bat egin zion ea elkarrizketa nahi zuen.,Jonek baietz esan zuen.,Jonek ez zuen eskaintzarik onartu.,1
84,Julieri dena irakurtzea gustatzen zitzaion.,Denbora gehiena liburutegian pasatzen zuen.,Watson andereñoa liburutegiko idazkaria zen.,Watson andereñoak Julieri liburua gustatzen zitzaiola ikusi zuen eta lana eskaini zion.,Juliek pozik hartu du!,Juliek bere lagunari adarrez ebaki zion begian.,1
85,Amyren familia Six Flagsera joan zen.,"Autoan geratu zen, pazientzia handiz.","Iritsi zirenean, belauniko jarri eta parkeari begiratu zion.","Ordubete egon zen zain zerrenda batean, edozein txirringa ordaintzeko.",Amy izugarri pozten zen parkean izateagatik.,Amyk parkean aspergarria zela uste zuen.,1
86,Steve futbola ikusten ari zen eta...,Steve oso azkar zihoan.,Patruila batek Steve gelditu du.,Poliziak isuna jarri zion Steve-ri azkarregi zihoalako.,Steve pozik zegoen horrekin.,Steve haserre zegoen.,2
87,Nire alaba bere lagunaren lehen urtebetetze-festara joan zen.,Ilusio handia zuen festan.,Astebetez ezin zuen beste ezertaz hitz egin.,Festara joan zen eta ondo pasa.,Berriz jai batera ez joatea erabaki zuen.,"Etxera etorri zen eta lo geratu zen, leher eginda.",2
88,Bobek janaria erosteko dirua behar zuen.,Bera triste zegoen ezin zuelako jan dirurik ez zuelako.,Bere bizitza latzari buruzko liburua idaztea erabaki zuen.,Jendeak berehala goraipatu zuen liburua eta milaka kopia erosi zituen!,"Liburuen salmentak egin eta gero, Bobek nahikoa diru irabazten zuen janaria erosteko.","Liburuaren erantzuna publikoa da, eta Bobek ez du ezer jan.",1
89,Gaur egin dut lehen maratoia.,10 bat kilometro ibili ziren. Gogor egin nuen lan.,Hiru hilabetez aritu naiz prestatzen.,Bizitzan egitekoen zerrendan dago.,Ez naiz inoiz hain zoriontsua izan.,Oso atsekabeturik nago.,1
90,Bobbyk hegazkin bat egiteko moduko fruta biltegi bat egin zuen.,Besoa luzatu eta hegazkina bota du.,"Baina pisua handiegia zen eta ez nuen ezer balio, ez gehiago, ez gutxiago.",Bobbyk erabaki zuen hegazkinak paperezkoak izan behar zirela.,Bobbyk bost urte zituen.,Bobbyk 35 urte zituen.,1
91,Samek gau batean izarrak ikuskatu zituen.,"Bat-batean, zutik jarri zen.","Izar bat ikusi zuen, dir-dir egiten zuen, mugitzen zen.",Aitari erakusten utzi zion.,"Bere aita barrez ari zen, izarra ez zelako uretako hegazkina.","Samen aita pozik zegoen, geologiak hainbeste interesatu zuelako.",1
92,Johnek eta Megek 5 urte elkarrekin eman zituzten.,John Meg-ekin maiteminduta zegoen eta berarekin ezkondu nahi zuen.,"Berarekin ezkontzeko proposatu dio gaur, zinemara joan ondoren.","Zinema utzi zutenean, bat-batean erori zen belauniko.",Meg-i marmarti erantzuten hasi zen,Ezkontzeko eskatu zion.,2
93,"Bananen sorta zoragarria, hanka bakarrarekin!","Bobbyk bota egin nahi zuen, baina harrapatu egin zuten.",Zuhaitzera igotzen saiatu zen... baina erori egin zen.,"Gero, haserre, erratz bat jaurti zion baina laburra zen, eta ez zen iritsi.","Bobbyk oso haserre egin zuen, banana bat hartu zuelako.",Bobbyk etxolara joan zen eta bananak eskatzeko eskailera bat hartu zuen.,2
