,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
10,UBob wayesaba kakhulu usuku lwakhe lokuqala esebenza endaweni yokudlela izinhlanzi.,Wayehlele ukulinda ukuze agqoke iyunifomu yakhe yokugibela.,UBob waqala ukwenza ama-burger enhlanzi ngemva kokugqoka iyunifomu.,"Wayematasa kakhulu, waze wakhohlwa ukubuyela ezingutsheni zakhe zasemgwaqweni",UBob wayithanda kakhulu le ngubo kangangokuthi wayibonisa abangane bakhe.,UBob waphuma ngemva komsebenzi egqoke isudi yomkhumbi.,2
11,Umngane weza ezovakasha.,Ngamtshela ukuthi inja yami iyaluma.,Akazange alalele.,wazama ukumthinta nokudlala naye.,Inja yami yamluma.,Inja yami yabaleka.,1
12,ULester ubelokhu efuna ukuba nomdlandla ngokwengeziwe.,Ngolunye usuku unquma ukuzama ukudweba isithombe sembali.,Uhlala phambi kwe-orchid enhle bese eqala ukudweba.,Umdwebo kaLester uphuma kahle kakhulu.,Uphonsa isithombe odongeni egumbini lakhe lokuphumula.,Unquma ukuthi ngeke aphinde adwebe lutho.,1
13,UPablo uthanda ukudla izimpethu.,Wafunda incwadi esikoleni ethi ungakwenza kanjani lokhu.,Uzibila emafutheni omnqumo.,Uthanda ukwenza lokhu okungenani kanye ngenyanga.,UPablo uyazithanda izikelemu futhi uzibheka njengezidlo ezihlwabusayo.,UPablo akazithandi izimpethu.,1
14,UKira ubelokhu ethanda isiko lamaJapane.,Amabhayisikobho amaningi ayewathanda kakhulu ayesiJapane.,Wanquma ukuthi wayezoya khona.,Kwaphela iminyaka eminingi elondoloza imali yokuya khona.,Wasebenzisa yonke imali yakhe ekuthengeni izicathulo.,Kwakuwuhambo olumnandi kakhulu ekuphileni kwakhe.,2
15,UGlen wayeseneme ngokuhamba.,Wagqoka ibhantshi lakhe waphumela ngaphandle.,"Ngesikhathi ehamba emgwaqweni, wakhubeka futhi waqhuma idolo.",UGlen waphinde wasukuma wahamba enqena ebuyela ekhaya.,UGlen wabaleka isikhathi sakhe esihle kakhulu emjahweni.,UGlen wafunga ukuthi ngeke aphinde ahambe.,2
16,UJesu wachitha usuku lonke epholisha ifenisha.,Njengoba ubusuku busondela wabuka umsebenzi ayewenzile.,Konke kwakubukeka kukhanya futhi kusha.,UJesu wamema bonke abangane bakhe edilini ngalobo busuku.,Bathi ifenisha yakhe ibukeka kahle.,Abangane bakhe babembhucunga ifenisha.,1
17,Ngangisanda kuya esitolo.,"Njengoba ngangidlula esangweni, ngezwa amakhaza, insimbi eqinile engalweni yami.",Ngashaqeka lapho ngibona ukuthi ngishayiswa imoto!,Umshayeli waxolisa kakhulu ngemva kokubona ukuthi ngishaywe.,Ngabatshela ukuthi kulungile futhi ngahamba.,Umshayeli wemoto wangithukuthelela kakhulu.,1
18,Udadewabo kaGina wasika iqakala lakhe ngengilazi ephukile.,Igazi lageleza phansi ngonyawo lwayo laze lafika esicathulweni salo.,Lapho ebona igazi wagijima waya ekhaya.,"UGina wagijima ngemva kwakhe, kodwa akakwazanga ukumlandela.",Lapho befika ekhaya bonke badla u-ayisikhilimu.,Udadewabo kaGina waya kudokotela.,2
19,Umfana omncane wayesekilasini lesithathu.,Wayehlakaniphe kakhulu kodwa engakwazi ukufunda.,"Noma nini lapho efunda ngokuzwakalayo, ayefunda nabo ekilasini babemhleka.",Waqala ukuprakthiza ukufunda nsuku zonke.,Umfana omncane wavuma ukuthi wayengeke athuthuke.,"Ekupheleni konyaka, waphumelela kahle esivivinyweni sakhe sokufunda.",2
20,Ikilasi likaRosie lalinomcimbi omncane.,Wanquma ukwenza isaladi yezithelo yabo bonke.,Wasebenzisa imali eningi ethenga izithelo futhi wachitha isikhathi esiningi ezilungiselela.,Ngosuku lomcimbi wathatha isitsha esikhulu sesaladi yezithelo.,Ikilasi likaRosie lahlanganyela isaladi yezithelo.,URosie wayegcina isitsha sesaladi yezithelo esiqandisini sakhe ekhaya.,1
21,UKelly wayejabule ngokuba neselula yakhe entsha.,Wayehamba nayo yonke indawo.,Ngeshwa wayichoboza.,Ngenhlanhla wakwazi ukuyilungisa.,Isitolo samnika inani elifanele ukuze alulungise.,UKelly wathenga umakhalekhukhwini omusha.,1
22,"Ngesikhathi ngisekolishi, ngahlangana nendoda endala kunami.",Ngangineminyaka engu-22 ubudala futhi yena enengu-38 ubudala.,Sasiqondana kahle futhi sasiba nesikhathi esimnandi ndawonye.,Sahlala ndawonye sonke isikhathi engangikhona.,Ngisazikhumbula kahle lezo zikhathi.,Nginezinkumbulo ezimbi zaleso sikhathi.,1
23,UBob wayefuna ukuba sendleleni yesikole.,Wafunda indima ngokucophelela.,Wayevame ukuprakthiza izinkulumo zakhe.,"Ngosuku lokuqokwa, wenza umsebenzi omuhle.",UBob wayeziqhenya kakhulu.,UBob wayenamahloni kakhulu.,1
24,UJackie uye wamiswa njengomqaphi wekilasi lesishiyagalombili.,Wonke umuntu ekilasini uyamhawukela.,Ngokuvamile ayefunda nabo babemfaka engozini emsebenzini wakhe.,Babeyeba amakhadi okudlula kaJackie.,Uthishanhloko wabadedela ekilasini labo ababenomsindo.,Abangane bakhe ekilasini bathola imiklomelo ngenxa yokuziphatha kwabo.,1
25,Ubaba wayesanda kuthenga imoto entsha.,"Ukuze sijabulele, sonke sahamba sagibela.",Enye imoto yadlula uphawu oluthi yima futhi yashayisana nathi.,Ngishaye iwindi kanzima ngokwanele ukuba ngiliphuke.,Ngakhwela ngaphuma futhi mina nobaba sasingekho esimeni esibi.,Sobabili sashayiswa yile moto.,1
26,Umshana wami uyalithanda i-movie ethi Frozen.,Uhlale efuna ukuyigqoka.,Uhamba endlini ecula.,"Uyakuthanda ukumemeza uthi ""yekela"".",Uyihlabelela ngokuphindaphindiwe.,Uthanda ezemidlalo futhi uyazizonda izinto zobukhosi.,1
27,"U-Alex wayedonsa inkundla, iqembu lakhe lilahlekelwe amaphuzu amabili.","Wabheka ebhodini, futhi wabona ukuthi kwakusele imizuzwana emihlanu kuphela.",Ingqondo yakhe yayishesha njengoba ayezama ukuthola indoda evulekile.,Abavikeli babemamathele kubadlali beqembu lakhe njengeglue.,Kwazwakala inhlabamkhosi futhi iqembu lakhe lanqoba umdlalo.,Wazama ukudlala ibhola elinamaphuzu amathathu kodwa waliphutha.,2
28,Ngafika emtatsheni wezincwadi ngahlala phansi.,"Lapho ngibheka nxazonke, ngabona ingane.",Wayengigqolozele isikhashana.,Ngacasuka futhi ngavuka esihlalweni.,Ngangingenandaba nokuthi umfana wenzani.,Ngambuza ukuthi iyini inkinga yakhe.,2
29,U-Iva noBrant babezama ukuba nomntwana.,Kwase kuphele izinyanga eziyisithupha bezama kodwa bengaphumeleli.,"Lapho beya kudokotela, baveza ukudumazeka.",Kodwa babe sebembona udokotela emamatheka kakhulu.,UBrant uzokhansela izinhlelo zakhe zokuthumba ingane.,Lo mbhangqwana uyojabula ukwazi ukuthi uzothola umntwana.,2
30,UCatherine ubelokhu ethakazeliswa umdlalo weCurling.,UCatherine uthanda ukubukela abadlali be-athletic bethamela imidlalo kuthelevishini.,"Ngolunye usuku, uCatherine wanquma ukuvakashela indawo yokuzijwayeza i-Curling.","Lapho bevivinywa, omunye wabadlali wacela uCatherine ukuba adlale.",Khona - ke uCatherine waqala ukuprakthiza nsuku zonke futhi waba nekhono.,UCatherine wacabanga ukuthi ukugoqa kwakubonakala kuyisicefe.,1
31,UFrancis ubelokhu ekubheke ngabomvu ukufunda ukushayela.,Ekugcineni usekhulile ngokwanele ukuba athole izincwadi zokushayela.,UFrancis ufunda kanzima ukuze athole ilayisense.,Uphumelela kalula esivivinyweni sakhe sokushayela.,UFrancis uyaziqhenya ngempela ngalokho akufezile.,UFrancis unquma ukuthi angathanda ukuhamba ngezinto zokuhamba zomphakathi.,1
32,Izolo ngibe nesikhathi esimnandi ngibona iThe Nutcracker.,Ngangikuthanda ngempela.,"Njengoba abadlali behla benyuka enkundleni, kwakukuhle.",Ngazizwa ngihloniphekile ngokubona lo mbukiso.,Ngafunga ukuthi ngeke ngiphinde ngiyibone.,Ngangifuna ukuyibona futhi.,2
33,Ngavuka ngo-8:30 ekuseni ukuze ngiye ekilasini.,Ngasuka embhedeni ngikhathele ngageza.,Ngadla ukudla kwasekuseni ngokushesha futhi ngaqala ukuya ekilasini.,"Ngemva kwemizuzu engu-50 ngisekilasini, ngaqala ukubuyela ekamelweni lami.",Nganquma ukubuyela ekilasini futhi.,"Lapho ngifika, ngalala kancane.",2
34,UGary wayefuna ukunaka uLisa.,Ngolunye usuku unquma ukubhalela uLisa inkondlo.,"Ngosuku olulandelayo esikoleni, uGary ubona uLisa ephasishi.",UGary uyamomotheka uLisa amnikeze le nkondlo.,"UGary ushaya uLisa ngesandla esiqinile, bese ehamba.",ULisa uyavuma ukuthi naye uyamthanda uGary.,2
35,UCarlos ubelokhu efuna ukuvakashela eFrance.,Unquma ukuthi kufanele afunde ukukhuluma isiFulentshi ngaphambi kokuba ahambe.,Ubhalisa ekilasini lasebusuku futhi ufunda ngokuzikhandla.,Ekugcineni uCarlos uyakwazi ukukhuluma isiFulentshi kahle.,UCarlos ubhukha indiza eya e-Australia.,UCarlos usebenzisa isiFulentshi sakhe ngokugcwele ohambweni lwakhe lokuya eParis.,2
36,ULars wayelokhu efuna ukuzama ukuthwebula izithombe.,"Umngane wakhe wayengumthwebuli wezithombe omuhle kakhulu, kodwa wayengakaze azame.",Ngolunye usuku wathenga ikhamera elula kodwa esezingeni eliphakeme.,"Kusukela ngalolo suku kuqhubeke, uLars wathatha izithombe zemvelo nsuku zonke.",ULars wathandana nokuthatha izithombe.,ULars wayezonda ukuthatha izithombe.,1
37,Ngathenga ithelevishini esitolo sezinto zobuchwepheshe.,Kuyisikrini esikhulu esiyisicaba esinekhwalithi ephezulu yesithombe.,Isisebenzi sangikholisa ukuba ngithenge iwaranti yayo uma kwenzeka.,Ngemva kwesonto ithelevishini yami yawa futhi yaphuka.,Ngakwazi ukulilungisa ngenxa yesiqinisekiso.,Kamuva isisebenzi satholakala sifile.,1
38,URyan wayesepaki.,Wabona intombazanyana ephethe ibhaluni.,"Lapho ephuma epaki, wabona ibhaluni elifanayo linamathele esihlahleni.",Wagibela esihlahleni eyolanda ibhaluni.,URyan wabe esevula ibhaluni ngamabomu.,URyan wabe esethole intombazane wayinika ibhaluni elalilahlekile.,2
39,Umphathi kaJen wamtshela ukuthi kudingeka afake i-resume yakhe.,Waqaphela ukuthi i-resume yakhe yayingahlelwanga kahle.,Wathumela konke okuqukethwe kuthempulethi efanele.,"Wanezela imininingwane ngomsebenzi wakhe wakamuva, wavuselela i-resume.",Wabe esethumela kumphathi wakhe.,UJen wayezonda ukugeza izitsha.,1
40,UNeil wayehamba edolobheni laseFez.,Wazinambitha ukudla kwabo kohlanga.,Wabe eseyothenga izikhumbuzo.,Waphawula ukuthi iFez yayinabadlali abahle basemgwaqweni.,UNeil wazijabulisa kakhulu.,UNeil noFez baba abangane abakhulu.,1
41,Ngangidinga ukuyothutha inja yami.,Umakhelwane wami udinga ibhande.,Ngabheka endlini yami ukuze ngithole ibhande.,Angikwazanga ukulithola.,Nganquma ukuthatha inja yami ngiyise egcekeni elingemuva.,Ngayivumela inja yami ukuba ingene endlini.,1
42,Kwakuwusuku olukhanyayo nolushisayo.,Ngakho uJoe wacabanga ukuthi kungaba kuhle ukuhambahamba.,Wanquma ukuya esitolo sakhe sekhofi sendawo.,"Kodwa phakathi nendawo, waqala ukukhathala.",Ngakho wagijima waya esitolo sekhofi.,UJoe uyazisola ngokuthi waphuma ngaphandle.,2
43,UJen wayelinde iphasela usuku lonke.,Ekugcineni wabona indoda ye-UPS isondela emnyango.,Wathumela iphasela futhi yena waliletha ngaphakathi.,Wavula iphasela ngommese.,Ngaphakathi kulelo bhokisi kwakunengane esanda kuzalwa.,UJen wathola ijazi lakhe elisha ngaphakathi kwephasela.,2
44,UFrank wayengafuni ukwenza umsebenzi wakhe wesikole.,"Kunalokho, wayefuna ukudlala imidlalo ye-video.",Abazali bakaFrank bamtshela ukuba aqale ngokwenza umsebenzi wakhe wesikole.,UFrank wahluthuka futhi wajeziswa.,UFrank walahlekelwa imidlalo yakhe yama-video isonto lonke.,UFrank unalo lonke uhlobo olusha lomdlalo.,1
45,UTimmy wayencintisana emncintiswaneni wamaphuzu amathathu esikoleni sakhe.,Owinile wayezoba nethuba lokuwina umfundaze waseKholeji ongu-$1000.,UTimmy wayeprakthiza ukudubula amaphuzu amathathu ngempelasonto yonke.,Wayesekulungele lapho kufika usuku lomncintiswano.,UTimmy wanqoba emncintiswaneni.,UTimmy waya enkundleni yokushayela ngosuku lomncintiswano.,1
46,UDrakes waya ephathini ngoLwesihlanu.,Wathola ukuthi isikhwama sakhe semali sasintshontshiwe esikhwameni sakhe.,"Ngokushesha uDrake wabiza amaphoyisa, kodwa isikhwama asizange sitholakale.",UDrakes waxoxa nomphathi weqembu ngalolu daba.,Futhi umninikhaya wamtshela ukuthi naye wayengazi.,UDrakes watshela umninikhaya ukuthi ufuna ukubuya emicimbini yakhe.,1
47,UBob wathola ukuthi iloli lakhe linesondo eliphukile.,Wayengakaze ashintshe isondo ngaphambili.,Wakhipha umshini wokuphakamisa isondo nesinyithi.,Wayengakwazi ukususa izikulufo.,UBob wabiza othile ukuba alungise ithayi lakhe elaliphukile.,UBob waya emakethe ngemoto yakhe.,1
48,UJack ukhathele ukubhala ama-e-mail kuyi-tablet yakhe.,Unquma ukuthi kudingeka atshale imali kuyi-laptop.,Ucwaninga ngama-laptop ahlukahlukene aze athole lawo aphelele.,Ekugcineni uyithenga.,Manje uJack usekujabulela ngempela ukuphendula ama-e-mail.,UJack manje usebenzisa inkonzo yeposi esikhundleni se-e-mail.,1
49,Izinwele zikaJake zase ziba zinde kakhulu.,Wayesondela engxoxweni yokufuna umsebenzi.,Wacela unina ukuba amgunde izinwele.,Unina wamnquma kahle izinwele zakhe ukuze abukeke enekhono.,UJake wageza izandla zakhe.,UJake wathola umsebenzi.,2
50,UShon weza kithi namuhla.,"USam, uSean, nami sasidlala imidlalo.",Baqala ukungicasukela ngokuthi ngangimubi kangakanani.,Bathi ngeke ngisakwazi ukudlala kuze kube yilapho sengingcono.,Ngangiphatheke kabi kakhulu.,Ngakujabulela ngempela.,1
51,USarah wayefuna ukuthumela ikhadi.,Waya eposini.,Wakhokhela izitembu.,Wafaka incwadi emvilophini.,USara ngokwakhe waletha incwadi yakhe.,Ngokushesha incwadi kaSara yayisilibangise lapho yayizothunyelwa khona.,2
52,UChuck wayekhathele ngenxa yomsebenzi.,Wavala umsebenzi wakhe okwesikhashana.,Wavula ingosi ukuze axoxe nezisebenzi ayesebenza nazo.,Ngemva kwalezo zingane ezimbi zikaZoltar wayedinga ukuphumula.,UChuck wanquma ukuyeka emsebenzini.,Wabe esezizwa ephoqelekile ukuba abuyele emsebenzini.,2
53,UBob wayehamba ethenga ngezikhwama zepulasitiki.,"Khona-ke, umngane wakhe wamtshela ukuthi ipulasitiki iyingozi emvelweni.",UBob wanquma ukuyeka ukusebenzisa izikhwama zepulasitiki.,UBob wathengela abanye izikhwama zokuthenga ezitholakala kalula.,UBob wayesebenzisa izikhwama zakhe zokuthenga ezitholakala kaningi lapho eyothenga.,UBob waqhubeka esebenzisa izikhwama zakhe zepulasitiki zokuthenga.,1
54,UJoe wayedinga ukuthola isithombe sakhe siqu ukuze enze iphrojekthi.,Wabiza abanye abaculi bendawo wabuza amanani abo.,Omunye wabaculi wayenamanani entengo aphansi.,UJoe wahlangana nalo mculi ukuze enze isithombe.,UJoe wajabula kakhulu ngemiphumela.,Lo mculi wadweba ikati likaJoe.,1
55,U-Ann wayezama ukuyeka ukubhema.,Wazama izikhathi eziningana kodwa wayehluleka njalo.,Wabe esefaka isicelo sokusebenzisa i-nicotine patch ukuze imsize.,Futhi wasiza ukuba kube njalo!,U-Ann wabuye waphinda kabili inani likagwayi ayewubhema usuku ngalunye.,U - Ann wakwazi ukuyeka ukubhema ngokuphumelelayo.,2
56,UJen wathunyelwa kuyisekazi wakhe ehlobo.,Wayengakuthandi ukucabanga ukuthi wayezochitha ihlobo lonke engekho emtatsheni wakhe wezincwadi.,Wathatha izincwadi ezimbalwa kodwa wayezifunda ngokushesha.,"Lapho efika, umamncane wamyisa ekamelweni elikhethekile ekhaya lakhe.",UJen wabona izincwadi zakhe zishiswa esithandweni somlilo.,Igumbi laligcwele amashalofu ezincwadi ezazikhanga amantombazane.,2
57,Izolo kwakuhlanzwa amazinyo kaRob.,Ngokuvamile uyesaba kakhulu odokotela bamazinyo.,Kodwa kunomhlengikazi omusha omuhle ehhovisi.,Ngakho wayekujabulela ukuya.,URob wazizwa evuselelekile ngemva kokuthathwa kwegazi lakhe.,URob wadumala lapho lo mhlengikazi omuhle engekho ngalolo suku.,2
58,UJoe wayethanda ukudla umhlabathi.,Wayenza amaphayi odaka njalo lapho ethola ithuba.,Wayedla ipayi lapho ezwa okuthile okunzima kakhulu emlonyeni wakhe.,UJoe wayelume itshe futhi waphuka izinyo.,UJoe wayefuna ukuhlafuna amatshe amaningi.,UJoe wanquma ukungabe esadla inhlabathi futhi.,2
59,URob akakaze agibele i-rollercoaster.,Abangane bakaRob bamnika ithikithi lamahhala lokuya e-Six Flags.,URob wanquma ukuthi naye angajoyina.,Bonke bayahamba balinda emgqeni omude.,URob wayenabangane ababenesandla esivulekile.,Abangane bakaRob babengenawo umqondo.,1
60,UCarly wayelinde uSam ukuba amshayele ucingo.,Wathembisa ngoLwesihlanu.,Manje kwase kuyiSonto sekwephuzile futhi wayengakaze ezwe lutho.,Ekugcineni wanquma ukumbiza.,USam waphendula ucingo.,UCarly wa-oda ukudla okuya ekhaya ngocingo.,1
61,U-Amy wafika ekhaya evela esikoleni ngosuku lwakhe lokuzalwa engena endlini engenamuntu.,Wayekhathazekile ngokuthi wonke umuntu wayekhohliwe usuku lwakhe olukhethekile.,Waya ekamelweni lokuphumula edabukile.,"Kungazelelwe, abangane nomkhaya wakhe baphuma lapho babecashe khona.",U-Amy wahleka ngenjabulo.,U-Amy waphuma ekamelweni futhi waphuma endlini.,1
62,UPan wazama ukungishaya ngaphandle kwesizathu.,"Njengoba ngangithukuthele, ngavele ngavikela isibhakela sakhe.",Waqhubeka engijikijela ngesibhakela.,"Ngizama ukumvimba, ngamphonsa phansi.",Ekugcineni uPan wama.,Nganga uPan kakhulu.,1
63,UBecky unomzala ogama lakhe lingu-Ashley.,UBecky no-Ashley babejwayelene lapho besebancane.,U-Ashley waqala ukuba yisiphukuphuku lapho esekhulile.,Waya ejele ngenxa yokweba ama-tampon esitolo esidayisa ngemali encane.,UBecky walahlekelwa ukuxhumana naye.,UBecky uyaziqhenya ngo-Ashley.,1
64,Ingane kaPam noTom yayilala kancane.,Umakhelwane wabo ongacabangi wayevame ukushiya inja yakhe ngaphandle ikhonkotha usuku lonke.,"Njalo lapho uPam elalisa ingane yakhe, inja yayiqala ukukhonkotha.",UPam wayecabanga ngokukhulula inja ukuze ibaleke.,"Ngobunye ubusuku, uPam wavumela amakati akhe ukuba angene endlini yakhe.","Ngobunye ubusuku, uPam wanquma ukukhulula izinja.",2
65,UMay wamukelwa ekolishi laseFredonia.,Wathatha ibhasi eya esikoleni sakhe esisha.,Wahlola ikhampasi.,Wayethanda konke ayekubona.,Washiya isikole.,Wayethanda ngisho nabaprofesa bakhe bonke.,2
66,UMary wayedinga ukudonsa amazinyo.,Wayefuna udokotela wamazinyo ukuba amlalise.,Konke ayengakwenza kwakuwukubulala umqondo ngophuzo lwe-novocaine.,UMary wambuka ethukile.,"Ngemva kokubona indlela ayezizwa ngayo, udokotela wamazinyo wakwazi ukusiza uMary.",UMary washiya udokotela wamazinyo ethokozile.,1
67,UFord wayeziqhenya ngesilinganiso sakhe esiphakeme.,Njalo kusihlwa wayesebenza ngezabelo ukuze athuthukise.,Abangane bakaFord bamxwayisa ngokuthi wayelahlekelwa ukuzijabulisa.,"Kamuva ekuphileni, uFord waba ummeli ophumelelayo.",UFord wayedabukile ngokuthi wayezuze okuningi kangaka.,UFord wayeziqhenya ngalokho ayekwenzile.,2
68,Umkami uthi anginalo uthando.,Ukuthi anginayo imisebenzi yokuzilibazisa noma izinto engizithandayo.,Ngazama ukuphikisana naye kodwa ngehluleka.,Ngabona ukuthi wayeqinisile.,Nganquma ukushintsha.,Angishadile.,1
69,UNina wayefuna isembatho esihle se-Halloween.,Kodwa wayengakwazi ukuthenga noma yini enhle.,Wabheka indlu yakhe ukuze athole imibono.,Wabe esethole isembatho esihle samahhala.,UNina wathenga ithoyizi.,UNina wayejabule.,2
70,UVeronika wayekuthanda ukuhamba ngezinyawo ehlathini.,Ngolunye usuku wayehamba emgwaqweni futhi wathola indlu esihlahleni.,Wagibela isitebhisi futhi wamangala lapho ebona zonke izinto ezazisendlini.,Yayihlonyiswe ngokuphelele ngefenisha nezingubo zokulala.,UVeronika wayengakuthandi kakhulu indlu esesihlahleni.,UVeronika unquma ukuvakashela indlu esesihlahleni kaningi.,2
71,Kwakuwusuku oluhle lwasentwasahlobo ekuqaleni kuka-March.,UTracey wanquma ukuhamba ehlathini elingemuva kwendlu yakhe.,Wezwa umnenke futhi waqala ukuwufuna ezihlahleni.,Wakhubeka phezu kwezimpande wawa endleleni.,UTracey waphindela ekhaya.,UTracey wakwazi ukubhekana nokuwa kwakhe.,2
72,UBob wayomile kakhulu futhi wayefuna isiphuzo esishisayo.,"Ngeshwa, wayengenamali.",UBob wangena esiteshini segesi wabuza ukuthi angakwazi yini ukuphuza isiphuzo esinamanzi.,Umphathi wamakheshi wambuza ukuthi wayenemali yini.,Wathi cha futhi washiya isiteshini segesi.,Wanquma ukugijima.,1
73,UJim wayelinde esikhumulweni sezindiza.,Umkakhe wayezoba lapho ngehora.,Wayesenesithukuthezi kakhulu.,Wabe esenquma ukuqhubeka nencwadi yakhe.,UJim wabonana nomkakhe ngemva kwehora.,UJim wahamba ngemoto ngaphambi kokuba umkakhe afike.,1
74,UJoe wayefuna ngempela ukuya eColumbia University.,"Wayesebenza kanzima esikoleni, wayeseqenjini lebhola.",Wabekwa ohlwini lokulinda.,"Nakuba ayedumele, wenza konke okusemandleni akhe kwaze kwaba sekugcineni.",UJoe wayesaziqhenya kakhulu ngomsebenzi wakhe onzima.,UJoe wanquma ukuthi akafuni ukuya ekolishi.,1
75,Umngane kaGina uTami wayenomqulu ayengafuni ukuba abanye babe nawo.,UGina wayefuna ukulithenga kodwa engazi ukuthi uzothenga kuphi.,"Manje uTami wayesenomgcini wezimvu omusha, uLisa Frank.",UGina waba nomona ngoba naye wayefuna ukuba nomntwana.,UGina wabheka ku-eBay futhi wathola eyodwa ayengayikhokhela.,UGina wagunda yonke ingadi futhi akekho owamsiza.,1
76,ULeah wayenesihlahla sikaKhisimusi esihle endlini yakhe.,"Ngolunye usuku, wahamba wayothenga.","Lapho ebuya, isihlahla sabhidlizwa.",Ikati lakhe lalikhuphuke kulo futhi lalidonsela phansi!,ULeah wanquma ukuthi uthanda isihlahla esisezansi kunokusukuma.,ULeah wayegxeka ikati lakhe.,2
77,UPeter wayesebenzise isihlalo esifanayo iminyaka eminingi.,Laliphelelwa amandla.,"Wanquma ukuthenga isihlalo esisha, esizolile.","Lapho sifika, uPeter wajabula kakhulu.",UPeter waze wacabanga ukuthi mhlawumbe ingase ikhululeke kakhudlwana kunendala.,UPeter wavumela inja yakhe ukuba isebenzise isihlalo sayo.,1
