,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
10,"Bob, balık restoranında ilk iş gününden korkmuştu.",O da göz kamaştırıcı denizci üniformasını giymek için beklemeyi planlamıştı.,Bob üniformayı giydikten sonra balık hamburgerleri yapmaya başladı.,"O kadar meşguldü ki, sokak kıyafetlerini değiştirmeyi unuttu.",Bob kıyafeti o kadar çok sevdi ki arkadaşlarına gösterdi.,Bob işten sonra denizci kıyafeti giyerek dışarı çıktı.,2
11,Bir arkadaşım ziyarete geldi.,Ona köpeğimin ısırdığını söyledim.,Dinlemedi.,Onu okşamaya ve onunla oynamaya çalıştı.,Köpeğim onu ısırdı.,Köpeğim kaçtı.,1
12,Lester her zaman daha sanatsal olmak istemiştir.,Bir gün bir çiçeğin resmini çizmeye karar verir.,Güzel bir orkide önünde oturur ve çizmeye başlar.,Lester'ın çizimi çok güzel çıkıyor.,Resmi oturma odasının duvarına asıyor.,Bir daha hiçbir şey çizmemeye karar verdi.,1
13,Pablo solucan yemekten hoşlanır.,Bunu nasıl yapacağını okulda bir kitaptan okumuş.,Onları zeytinyağında kızartıyor.,Bunu ayda en az bir kez yapmayı seviyor.,Pablo solucanlardan hoşlanır ve onları bir lezzet olarak görür.,Pablo solucan yemeyi sevmez.,1
14,Kira her zaman Japon kültürünü sevmiştir.,En sevdiği filmlerin çoğu Japoncaydı.,"O, oraya seyahat etmeye karar verdi.",Yıllarca yolculuk için para biriktirdi.,Bütün parayı ayakkabılara harcadı.,Hayatının en iyi yolculuğuydu.,2
15,Glen yürüyüşe çıkmak istedi.,Ceketini giydi ve dışarı çıktı.,"Kaldırımda yürürken, tökezleyip dizini kırdı.",Glen tekrar ayağa kalktı ve eve geri döndü.,"Glen, şimdiye kadarki en iyi maraton zamanını koştu.",Glen bir daha asla yürüyemeyeceğine yemin etti.,2
16,İsa bütün gün mobilyaları parlatarak geçirdi.,Gece yaklaşırken yaptığı işi gözden geçirdi.,Her şey parlak ve yeni görünüyordu.,İsa tüm arkadaşlarını o akşam bir partiye davet etti.,Mobilyalarının güzel göründüğünü söylediler.,Arkadaşları mobilyalarını parlatmış.,1
17,Geçenlerde dükkana yürüyordum.,"Bir çıkıştan geçerken kolumda soğuk, sert bir çelik hissettim.",Bir arabanın bana çarptığını görünce şok oldum!,"Sürücü, bana çarptığını görünce çok özür diledi.",Onlara sorun olmadığını söyledim ve sonra çekip gittim.,Arabada oturan şoför bana çok kızdı.,1
18,Gina'nın kız kardeşi kırık cam yüzünden bileğini kesti.,"Kan ayağından aşağıya, ayakkabısına kadar aktı.",Kanı görünce eve koştu.,Gina onun arkasından koştu ama ona yetişemedi.,"Eve geldiklerinde, hepsi dondurma yiyordu.",Gina'nın kız kardeşi doktora gitti.,2
19,Küçük bir çocuk üçüncü sınıftaydı.,Çok zekiydi ama okuma konusunda zorluk çekiyordu.,Ne zaman yüksek sesle okursa sınıf arkadaşları ona gülerlerdi.,Her gün okumaya başladı.,Küçük çocuk asla gelişmeyeceğini kabul etti.,Yıl sonunda okuma sınavında iyiydi.,2
20,Rosie'nin sınıfı küçük bir parti veriyordu.,Herkes için meyve salatası yapmaya karar verdi.,Meyve için çok para harcadı ve hazırlamak için çok zaman harcadı.,Parti gününde büyük bir kase meyve salatası aldı.,Rosie'nin sınıfı meyve salatasını paylaştı.,"Rosie, meyve salatası kasesini evinde buzdolabında saklıyordu.",1
21,Kelly yeni telefonuna sahip olmaktan mutluydu.,Her yere yanında götürürdü.,"Ne yazık ki, o parçaladı.",Neyse ki tamir ettirdi.,Mağaza ona tamir için adil bir fiyat verdi.,Kelly yeni bir telefon aldı.,1
22,"Üniversitedeyken, benden yaşlı bir adamla tanışmıştım.","Ben 22 yaşındaydım, o 38 yaşındaydı.",İyi bir anlaşma yaptık ve birlikte iyi vakit geçirdik.,Ben oradayken hep birlikteydik.,O zamanları çok güzel hatırlıyorum.,O zamandan olumsuz anılarım var.,1
23,Bob okul oyununda oynamak istedi.,Rolü dikkatlice inceledi.,Sık sık repliklerini prova ederdi.,Seçmelerde harika bir iş çıkardı.,Bob çok gururluydu.,Bob çok utandı.,1
24,Jackie 8. sınıf koridor bekçisi olarak atandı.,"O, sınıfın tamamında kıskanılır.",Sınıf arkadaşları sık sık işini tehlikeye atıyorlardı.,Jackie'nin giriş kartlarını çalıyorlardı.,"Müdür, gürültülü sınıf arkadaşlarını okuldan uzaklaştırdı.",Sınıf arkadaşlarına davranışları için ödüller verildi.,1
25,Babam yeni bir araba almış.,Kutlamak için hepimiz arabayla dolaşmaya gittik.,Bir araba dur işaretini geçerek bize çarptı.,Pencereyi kırmak için yeterince sert vurdum.,Çıkıp çıktım ve babamla iyiydik.,Araç ikimizi de yere serdi.,1
26,Yeğenim donmuş filmi çok seviyor.,Hep giymek istiyor.,Evde şarkı söyleyerek dolaşıyor.,Çığlık atmayı sever.,Tekrar tekrar söylüyor.,Spor sever ve prenseslikten nefret eder.,1
27,"Alex, takımının iki puan gerisinde olduğu sahada dribling yapıyordu.",Skor tablosuna baktı ve sadece 5 saniye kaldığını gördü.,Açık bir adam bulmaya çalışırken zihni koşuşturdu.,Savunmacılar takım arkadaşlarına yapışkan gibi yapıştılar.,Zil çaldı ve takımı oyunu kazandı.,Üç puan atmaya çalıştı ve ıskaladı.,2
28,Kütüphaneye geldim ve oturdum.,Etrafa baktığımda bir çocuk gördüm.,Bir süre bana baktı.,Hayal kırıklığına uğradım ve koltuğumun kenarından kalktım.,Çocuğun ne yaptığı umurumda değildi.,Sorunun ne olduğunu sordum.,2
29,Iva ve Brant çocuk sahibi olmaya çalışıyorlardı.,Altı aydır başarısızlıkla uğraşıyorlardı.,Doktor randevusunda cesaret kırıklığı yaşadılar.,Ama sonra doktorun gülümseyerek konuştuğunu gördüler.,Brant bir çocuğu kaçırma planını iptal edecek.,"Çift, yolda bir bebekleri olduğunu öğrenince mutlu olacak.",2
30,Catherine her zaman curling sporuna ilgi duymuştur.,"Catherine, sporcuların televizyonda oynadıklarını izlemeyi sever.","Bir gün Catherine, bir Curling antrenmanına gitmeye karar verdi.","Antrenmanda, sporculardan biri Catherine'i oynamaya davet etti.",Catherine o zaman her gün pratik yapmaya başladı ve bu konuda iyi bir uzman oldu.,Catherine kıvırcık sıkıcı görünüyor.,1
31,Francis her zaman araba kullanmayı öğrenmeyi dört gözle beklemiştir.,Sonunda ehliyet alacak kadar yaşlı.,Francis lisans almak için çok çalışıyor.,"O, sürücü sınavını kolayca geçiyor.",Francis başarısından gerçekten gurur duyuyor.,"Francis, toplu taşıma araçlarını kullanmayı tercih etti.",1
32,Dün Fındık Çatlayı'nı izleyerek çok eğlendim.,Çok sevdim.,"Dansçılar sahneyi süsleyince, sahne çok güzeldi.",Gösteriyi izlemekten onur duydum.,Bir daha görmeyeceğime yemin ettim.,Tekrar görmek istedim.,2
33,Sabahın 8:30'unda dersim için uyandım.,Uykulu bir şekilde yataktan kalktım ve duş aldım.,Hızla kahvaltı ettim ve sınıfa yürümeye başladım.,"50 dakikalık dersten sonra, yurtuma geri dönmeye başladım.",Sınıfa geri dönmeye karar verdim.,"Oraya vardığımda, bir kestirdim.",2
34,Gary Lisa'nın dikkatini çekmek istedi.,Bir gün Lisa'ya bir şiir yazmaya karar verir.,"Ertesi gün Gary, Lisa'yı koridorda görür.",Gary Lisa'ya kocaman bir gülümseme yapar ve şiiri ona verir.,Gary Lisa'ya sert bir tokat attı ve uzaklaştı.,Lisa da Gary'ye aşık olduğunu itiraf ediyor.,2
35,Carlos her zaman Fransa'yı ziyaret etmek istemiştir.,Gitmeden önce Fransızca konuşmayı öğrenmesi gerektiğine karar verdi.,Gece dersine yazılıyor ve çok çalışıyor.,Sonunda Carlos Fransızca'yı oldukça iyi konuşabiliyor.,Carlos Avustralya'ya uçak rezervasyonu yaptı.,"Carlos, Fransızca'sını Paris'e yaptığı yolculukta en iyi şekilde kullanıyor.",2
36,Lars her zaman fotoğrafçılığı denemek istemişti.,"Arkadaşı mükemmel bir fotoğrafçıydı, ama hiç denememişti.",Bir gün basit ama kaliteli bir kamera aldı.,O günden sonra Lars her gün doğanın fotoğraflarını çekti.,Lars fotoğrafçılığa aşık oldu.,Lars fotoğrafçılıktan nefret ederdi.,1
37,Bir elektronik mağazasından bir televizyon aldım.,Yüksek çözünürlüklü bir görüntü kalitesi olan büyük bir düz ekran.,"Çalışan, her ihtimale karşı garanti almam için beni ikna etti.",Bir hafta sonra televizyon duvardan düşüp kırıldı.,Garantiyle tamir ettirdim.,Çalışan daha sonra ölü bulundu.,1
38,Ryan bir parktaydı.,Ve elinde balon tutan küçük bir kız gördü.,Parktan çıkarken aynı balonu bir ağaca takılmış görmüş.,Balonu almak için ağaca tırmandı.,Ryan balonunu kasten patlatmış.,Ryan kızı buldu ve ona kaybettiği balonu verdi.,2
39,Jen'in menajeri ona özgeçmişini yüklemesi gerektiğini söyledi.,Özgeçmişinin düzgün biçimlendirilmediğini fark etti.,Tüm içeriği uygun şablona aktarmış.,Son iş bilgisi ekleyerek özgeçmişini güncelledi.,Sonra menajerine gönderdi.,Jen bulaşık yıkama işinden nefret ederdi.,1
40,Neil Fez şehrinde tur atıyordu.,Onların etnik mutfağını tattı.,Sonra hediyelik eşyalar almaya gitti.,Fez'in de harika sokak sanatçıları olduğunu belirtti.,Neil harika vakit geçirdi.,Neil ve Fez en iyi arkadaş oldu.,1
41,Köpeğimi yürüyüşe çıkarmam gerekiyordu.,Benim mahallede tasma gerek.,Evde tasmayı aradım.,Onu bulamadım.,Köpeğimi arka bahçeye götürmeye karar verdim.,Köpeğimin eve girmesine izin verdim.,1
42,"Parlak, sıcak bir gündü.",Joe yürüyüşe çıkmanın iyi olacağını düşündü.,Yerel kahvesine yürümeye karar verdi.,Ama yolun yarısında yorulmaya başladı.,O da kahveye koştu.,Joe dışarıya çıkmasından pişman.,2
43,Jen bütün gün bir paket bekledi.,Sonunda UPS'in adamının kapıya doğru yürüdüğünü gördü.,Paketi teslim etti ve o da içeri getirdi.,Paketi bir bıçakla açtı.,Kutunun içinde yeni doğmuş bir bebek vardı.,Jen yeni paltosunu paketin içinde buldu.,2
44,Frank ödevini yapmak istemedi.,Onun yerine video oyunları oynamak istedi.,Frank'in ailesi ona önce ödevini yapmasını söyledi.,Frank sinir krizi geçirdi ve cezalandırıldı.,Frank bir hafta boyunca video oyunlarını kaybetti.,Frank'in yeni bir oyunu var.,1
45,Timmy okulunda 3 puan yarışmasına katılıyordu.,Kazananın üniversite bursuna girme şansı 1000 dolar.,Timmy bütün hafta sonu 3 puan atışları yaparak pratik yaptı.,Yarış günü geldiğinde hazırdı.,Timmy yarışmayı kazandı.,Timmy yarış gününde yarış pistine gitti.,1
46,Drake Cuma günü bir partiye katıldı.,Cüzdanının paltosundan çalındığını keşfetti.,"Drake hemen polisi aradı, ama cüzdan bulunamadı.",Drake parti ev sahibine bu konuda karşı çıktı.,"Ev sahibi de ona, kendisinin de bilmediğini söyledi.","Drake, ev sahibine partilerine tekrar katılmak istediğini söyledi.",1
47,Bob kamyonunun patlamış lastiğini keşfetti.,Daha önce hiç lastik değiştirmemişti.,Lastik ceketini ve demirini çıkardı.,Çapları çıkaramadı.,Bob patlamış lastiğini tamir ettirmesi için birini aradı.,Bob kamyonetini markete götürdü.,1
48,"Jack, tablet bilgisayarında e-posta yazmaktan bıktı.",Bir dizüstü bilgisayar alması gerektiğine karar verdi.,Mükemmel olanı bulana kadar farklı dizüstü bilgisayarları araştırıyor.,Sonunda satın aldı.,Jack artık e-postalara cevap vermekten zevk alıyor.,Jack artık e-posta yerine posta hizmetini kullanıyor.,1
49,Jake'in saçları biraz uzunlaşıyordu.,Yakında bir iş görüşmesi vardı.,Annesiyle saçını kestirmesini istedi.,Annesi ona profesyonel görünümlü saç kesimi yaptı.,Jake ellerini yıkadı.,Jake işi aldı.,2
50,Sean bugün geldi.,"Sam, Sean ve ben oyun oynadık.",Ne kadar kötü olduğumu söyleyerek bana kızmaya başladılar.,İyileşene kadar oynayamayacağımı söylediler.,Gerçekten incindi.,Gerçekten memnun oldum.,1
51,Sarah kart göndermek istedi.,Postaya gitti.,Pulları o ödedi.,Mektubu bir zarfa koydu.,Sarah mektubunu kendisi teslim etti.,Sarah'ın mektubu yakında varış noktasına doğru yola çıkmıştı.,2
52,Chuck çalışmaktan yorgundu.,Bir süreliğine işini kapattı.,Forum'u iş arkadaşlarıyla sohbet etmek için açtı.,Zoltar'ın o kötü vuruşlarından sonra bu molaya ihtiyacı vardı.,Chuck işini bırakmaya karar verdi.,Sonra işe dönmek zorunda kaldı.,2
53,Bob alışverişe gitmek için plastik torbalar kullanırdı.,Sonra arkadaşı ona plastiklerin çevreye zarar verdiğini söyledi.,Bob plastik torbalarından vazgeçmeye karar verdi.,Bob tekrar kullanılabilir alışveriş çantalarına yatırım yaptı.,Bob alışverişe gitmek için tekrar kullanılabilir erzak torbalarını kullanırdı.,Bob alışverişe plastik torbalarını kullanmaya devam etti.,1
54,Joe'nun bir proje için kendi portresi olması gerekiyordu.,Bazı yerel sanatçıları aradı ve fiyatlarını sordu.,Sanatçılardan biri makul fiyatlar teklif etti.,"Joe, portresi için o ressamla randevu yaptı.",Joe sonuçlardan çok memnun kaldı.,Sanatçı bir Joe'nun kedisini boyamış.,1
55,Ann sigara içmeyi bırakmaya çalışıyordu.,Birkaç kez denedi ama her seferinde başarısız oldu.,Sonra ona yardım etmek için nikotin yapıştırıcısı uyguladı.,Ve ona yardım etti!,Ann her gün içtiği sigara miktarını iki katına çıkardı.,Ann sigarayı başarıyla bıraktı.,2
56,Jen yaz boyunca teyzesine gönderildi.,Bütün yaz yerel kütüphaneden uzakta olma düşüncesinden nefret ediyordu.,Yanında birkaç kitap almıştı ama onları hızlıca okuyordu.,Geldiğinde teyzesinin evindeki özel bir odaya götürdü.,"Jen, kitaplarının şöminede yanmakta olduğunu gördü.",Oda kızlara hitap eden kitaplarla doluydu.,2
57,Dün Rob'un diş temizliği vardı.,Normalde dişçilerden çok korkar.,Ama ofiste yeni bir hemşire var.,Gitmek için heyecanlıydı.,Rob kolonoskopi sonrası kendini iyi hissetti.,Rob o gün tatlı hemşirenin gelmediğini görünce üzüldü.,2
58,Joe pislik yemeyi severdi.,Her fırsatta çamurlu turta yapardı.,Ağzında çok sert bir şey hissettiğinde bir turta yiyordu.,Joe bir kayaya ısırıp dişini koparmıştı.,Joe daha çok taş çiğnemek istedi.,Joe bir daha toprak yememeye karar verdi.,2
59,Rob hiç rollercoaster'da olmamıştı.,Rob'un arkadaşları ona Six Flags'e bedava bilet teklif etti.,Rob da katılmaya karar verdi.,Hepsi gidip uzun bir sıra beklediler.,Rob'un cömert arkadaşları vardı.,Rob'un arkadaşları düşüncesizdi.,1
60,Carly Sam'in onu aramasını bekliyordu.,Cuma günü söz verdi.,Artık Cumartesi gecesiydi ve hiçbir şey duymamıştı.,Sonunda onu aramaya karar verdi.,Sam telefonu açtı.,Carly telefonda yemek sipariş etti.,1
61,Amy doğum gününde okuldan eve boş bir eve geldi.,Herkesin onun özel gününü unuttuğu için üzgündü.,"O, oturma odasına üzüntüyle yürüdü.",Aniden arkadaşları ve ailesi saklandıkları yerlerden fırladı.,Amy sevinçle gülümsedi.,Amy odadan çıkıp evden ayrıldı.,1
62,"Pan, belli bir neden olmadan bana vurmaya çalıştı.","Kızgın olduğum için, yumruğunu savundum.",Bana yumruğunu atmaya devam etti.,Onu durdurmak için onu yere attım.,Pan sonunda durdu.,Pan'a büyük bir kucak verdim.,1
63,Becky'nin Ashley adında bir kuzeni var.,Becky ve Ashley çocukken arkadaşlardı.,Ashley büyüdükçe aptal olmaya başladı.,Bir dolarlık mağazadan tampon çaldığı için hapse girdi.,Becky onunla irtibatı kaybetti.,Becky Ashley ile gurur duyuyor.,1
64,Pam ve Tom'un bebeği hafif uykuydu.,Düşüncesiz komşuları köpeğini dışarıda bütün gün havlayarak bırakırdı.,Pam her bebeğini uyuttuğunda köpek havlamaya başladı.,Pam köpeği serbest bırakıp kaçmasını hayal etti.,Bir gece Pam kedilerini eve soktu.,"Bir gece, Pam köpekleri serbest bırakmaya karar verdi.",2
65,May Fredonia'daki üniversiteye kabul edildi.,"O, yeni okuluna otobüsle gitti.",Kampüsü keşfetti.,Gördüğü her şeyi severdi.,Okuldan ayrıldı.,Hatta tüm profesörlerini severdi.,2
66,Mary'nin dişlerini çekmesi gerekiyordu.,Dişçiden onu uyutmasını istemiş.,Tek yapabileceği bölgeyi Novocaine ile uyuşturmaktı.,Mary dehşet içinde ona baktı.,"Dişçi, Mary'nin yüz ifadesini görünce ona yardım edebildi.",Mary dişçiden harika bir ruh haliyle ayrıldı.,1
67,Ford yüksek ortalamasıyla gurur duyuyordu.,Her akşam ödevlerini çalışarak geliştiriyordu.,Ford'un arkadaşları onu eğlenceyi kaçırdığı konusunda uyardı.,Daha sonra Ford başarılı bir avukat oldu.,Ford çok şey başardığı için üzgündü.,Ford başarılarından gurur duyuyordu.,2
68,Karım tutkuya sahip olmadığımı söylüyor.,Çok fazla hobim ya da ilgim olmadığını.,Tartışmaya çalıştım ama yapamadım.,Haklı olduğunu fark ettim.,Değişmeye karar verdim.,Ben bekarım.,1
69,Nina güzel bir Cadılar Bayramı kostümü istemişti.,Ama fantezi bir şey alamaz.,Evini fikir aramak için karıştırdı.,Sonra bedava harika bir kostüm buldu.,Nina bir oyuncak aldı.,Nina heyecanlıydı.,2
70,Veronika ormanda yürüyüş yapmayı severdi.,Bir gün bir yolculuk yapıyordu ve ağaç evine rastladı.,Merdivene tırmandı ve evdeki tüm şeylere hayran kaldı.,Mobilya ve battaniyeyle tam olarak döşenmişti.,Veronika ağaç evini pek sevmedi.,Veronika ağaç evini daha sık ziyaret etmeye karar verir.,2
71,Mart ayının başlarında güzel bir bahar günüydü.,"Tracey, evinin arkasındaki ormanda yürüyüşe çıkmaya karar verdi.",Bir woodpecker duydu ve ağaçlarda onu aramaya başladı.,Bir köküyle takılıp yolda düştü.,Tracey eve koştu.,Tracey düşüşünü görmezden geldi.,2
72,Bob çok susamıştı ve bir soda istedi.,"Ne yazık ki, hiç parası yoktu.",Bob bir benzin istasyonuna girdi ve bir soda alabilir mi diye sordu.,Kasiyer ona hiç parası olup olmadığını sordu.,Hayır dedi ve benzin istasyonunu terk etti.,Koşmaya gitmeye karar verdi.,1
73,Jim havaalanında bekliyordu.,Karısı bir saat içinde orada olacak.,Çok sıkılmıştı.,Sonra kitabını bitirmeye karar verdi.,Jim bir saat sonra karısını gördü.,Jim karısı gelmeden önce arabayla gitti.,1
74,Joe gerçekten Columbia Üniversitesi'ne gitmek istiyordu.,"Okulda çok çalışırdı, futbol takımında oynardı.",Bekleme listesine alındı.,"Hayal kırıklığına uğramış olsa da, sonuna kadar elinden geleni yaptı.",Joe hala çok çalışmasından gurur duyuyordu.,Joe üniversiteye gitmek istemediğine karar verdi.,1
75,Gina'nın arkadaşı Tami'nin başkalarının sahip olmasını istemediği bir dosyası vardı.,Gina bir tane almak istedi ama nereden alacağını bilmiyordu.,Tami'nin yeni bir Lisa Frank Trapper Keeper'ı vardı.,Gina da bir tane istediği için kıskanıyordu.,Gina eBay'de kontrol etti ve karşılayabileceği bir tane buldu.,Gina bütün bahçeyi biçti ve kimsenin yardımına ihtiyacı yoktu.,1
76,Leah'ın evinde güzel bir Noel ağacı vardı.,"Bir gün, dükkana gitmek için ayrıldı.","Geri döndüğünde, ağaç devrilmişti.",Kedisi tırmanmış ve aşağı çekmiş!,"Leah, ayağa kalkmaktansa, yerde duran ağacı daha çok sevdiğine karar verdi.",Leah kedisini azarladı.,2
77,Peter yıllardır aynı sandalyeyi kullanıyordu.,Kırılmaya başlamıştı.,"Yeni, daha rahat bir sandalye almaya karar verdi.",Geldiğinde Peter çok mutluydu.,Peter eski modelden daha rahat olabileceğini düşündü.,Peter köpeğinin sandalyeyi kendi kullanmasına izin verdi.,1
78,Rex bu gece bir parti için hazırlanıyor.,Misafirlere peynirli bir şey hazırlamadığını fark ediyor.,"Rex, bir baget almaya gitti.",Yemek kolay olsun diye ince ve eşit dilimler halinde keser.,Rex okyanusun karşısına uzun bir yolculuğa çıktı.,Herkes peynir ve ekmeğin tadını çıkardı.,2
79,Ali her gün işe gitmek için trene biner.,Bir gün çok hastaydı ama yine de işe gitti.,Bütün gün çok çalıştı ve hatta işi eve götürdü.,Trene bindi ve uykuya daldı.,Tembel bir çalışanmış.,Otobüs durağını kaçırmış ve eve otobüse binmek zorunda kalmış.,2
80,Futbol takımı bütün sezon çok çalıştı.,Her maçı kazanmışlardı ve şampiyonlukta yer alıyorlardı.,Oyunun bitmesine sadece birkaç saniye kalmıştı.,Çeyreğin arkası uzun bir pas yaptı ve alıcı gol attı.,Kalabalık takımı yüksek sesle havalandırdı.,Seyirciler yerlerinden kalktılar ve çılgınca alkışladılar.,2
81,Biz yüksek bir binada yaşıyoruz.,"Bir gün, kısmen binanın yüksekliğinden dolayı, rüzgar çok kuvvetliydi.",Rüzgar ağaç dallarını öyle esirdi ki karım uyuyamadı.,Rüzgar internet kablosunu da düşürdü.,Karım ve ben internet bağlantımızı kaybettiğimiz için çok mutsuz olduk.,Güçlü rüzgarı ve uykusuzluğu sevdik.,1
82,Kate bilgisayarı için yeni bir klavye almak istedi.,İyi bir klavye almak için aylarca para biriktirdi.,Kate sonunda internete girdi ve klavyesini sipariş etti!,Günün gelmesini heyecanla bekledi.,Sonra siparişini iptal etti.,Sonra da onun klavyesi postada geldi.,2
83,Jon üniversiteden mezun oldu ve iş aramaya başladı.,Her gün kendi alanında iş başvurusu yapıyordu.,Çalışmaya başladıktan üç hafta sonra bir telefon geldi.,"Arayan kişi, bir röportajla ilgileneceğini sordu.",Jon kabul etti.,Jon teklifi reddetti.,1
84,Julie elindeki her şeyi okumayı severdi.,Zamanının çoğunu kütüphanede geçirdi.,En sevdiği kütüphane Bayan Watson tarafından işletiliyordu.,Bayan Watson Julie'nin kitaplara olan sevgisini gördü ve ona bir iş teklif etti.,Julie memnuniyetle kabul etti!,Julie arkadaşının gözüne yumruk attı.,1
85,Amy'nin ailesi Six Flags'e gidiyordu.,"O, gelmeyi sabırla bekleyen arabada oturdu.",Geldiğinde parkı gözden geçirirken dizlerinin üzerine oturdu.,En büyük roller coaster'a binmek için bir saat boyunca sırada bekledi.,Amy parkta olmak için çok heyecanlıydı.,Amy parkın sıkıcı olduğunu düşünüyordu.,1
86,Steve futbol maçına gitmek için acele ediyordu.,Otoyolda Steve arabasını çok hızlı sürdü.,Otoyol devriyesi Steve'in arabasını durdurdu.,"Memur, Steve'e hız yüzünden ceza yazdı.",Steve memnun oldu.,Steve üzgündü.,2
87,Kızım bir arkadaşının ilk doğum günü partisine gitti.,Partiye hazırlanmak için çok heyecanlıydı.,Bir hafta boyunca başka bir şey konuşmadı.,Partiye gitti ve çok eğlendi.,Bir daha asla bir partiye gitmemeye karar verdi.,"Eve geldiğinde, hemen uykuya daldı, bitkin.",2
88,Bob'un yiyecek almak için paraya ihtiyacı vardı.,Para olmadığı için yemek yemediği için üzgündü.,"O, zor yaşamı hakkında bir kitap yazmaya karar verdi.",İnsanlar hemen kitabı övdü ve binlerce kopya satın aldı!,Kitap satışlarından elde edilen kârlar Bob'a yiyecek kadar para sağladı.,Kitaptaki halkın tepkisi Bob'un hâlâ aç kaldığını gösteriyor.,1
89,Bugün ilk maratonumu tamamladım.,Yaklaşık 10 km.di ve çok çalıştım.,Üç ay boyunca bunun için eğitim aldım.,Hayatım boyunca yapmam gerekenler listemde hep vardı.,Hiç bu kadar mutlu olmamıştım.,Kendimden gerçekten hayal kırıklığına uğradım.,1
90,Bobby meyve rulolarını bir uçak şekline katladı.,"Kolunu sarkıtıp, uçakları olabildiğince sert fırlattı.",Çok ağırydı ve bir tuğla gibi düştü.,Bobby uçakların kağıttan yapılması gerektiğine karar verdi.,Bobby beş yaşındaydı.,Bobby otuz beş yaşındaydı.,1
91,Sam bir gece yıldızlara bakıyordu.,Birdenbire dik oturdu.,"Parıldayan, hareket eden bir yıldız gördü!",Babasına göstermek için koştu.,Babası güldü çünkü yıldız aslında ışıkları olan bir jetti.,Sam'in babası oğlunun jeolojiye ilgi gösterdiğine seviniyordu.,1
