,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
13,Pablo rád jí červy.,"V škole četl o tom, jak se to dělá.",Usmaží je v olivovém oleji.,Rád to dělá aspoň jednou za měsíc.,Pablo má rád červy a považuje je za delikates.,Pablo nemá rád červy.,1
14,Kira vždycky miloval japonskou kulturu.,Mnoho jejích oblíbených filmů bylo v japonštině.,"Rozhodla se, že tam bude cestovat.",Celé roky šetřila peníze na cestu.,Všechny peníze utratila za boty.,Byl to nejlepší výlet v jejím životě.,2
15,Glen měl náladu na procházku.,Oblečil si bundu a odešel ven.,"Když šel po chodníku, zakopl a rozbil si koleno.",Glen se znovu postavil a kulhal zpátky domů.,Glen uběhl svůj nejlepší čas v historii.,"Glen přísahal, že už nikdy nebude chodit.",2
16,Ježíš strávil celý den leštěním nábytku.,"Když se blížil večer, přemýšlel o práci, kterou udělal.",Všechno vypadalo lesklě a nově.,Ježíš pozval všechny své přátele na večírek.,"Říkali, že jeho nábytek vypadá dobře.",Jeho přátelé mu leštili nábytek.,1
17,Nedávno jsem šla do obchodu.,"Když jsem procházel výjezdem, cítil jsem na ruce studenou, tvrdou ocel.","Byl jsem v šoku, že mě srazil auto!","Řidič se velmi omluvil, když viděl, že jsem byl zasažen.","Řekl jsem jim, že je to v pořádku a pak odešel.",Řidič se na mě velmi naštval.,1
18,Ginina sestra si pořezala kotník na rozbité sklo.,Krev jí běžela po noze a do boty.,"Když uviděla krev, utekla domů.","Gina za ní běžela, ale nemohla ji dohnat.","Když přišli domů, všichni měli zmrzlinu.",Gina sestra šla k doktorovi.,2
19,Jeden chlapec byl ve třetí třídě.,"Byl velmi chytrý, ale s čtením měl potíže.","Kdykoli to nahlas četl, jeho spolužáci se mu smáli.",Začal cvičit čtení každý den.,"Chlapec přijal, že se nikdy nezlepší.",Na konci roku měl dobrý výsledek ve zkoušce z čtení.,2
20,Rosieina třída měla malou párty.,"Rozhodla se, že všem udělá ovocný salát.",Na ovoce utratila spoustu peněz a hodně času na její přípravu.,V den večírku si vzala obrovskou misku ovocného salátu.,Rosieho třída si sdílela ovocný salát.,Rosie si nechávala mísu ovocného salátu doma v lednici.,1
21,"Kelly byla šťastná, že má nový telefon.",Vzala si ho s sebou kamkoliv.,Bohužel ji rozbila.,Naštěstí se jí to podařilo spravit.,Obchod jí dal za opravu férovou cenu.,Kelly si koupila nový telefon.,1
22,"Když jsem byla na vysoké, potkala jsem staršího muže.",Bylo mi 22 a on měl 38.,Měli jsme dobré porozumění a měli jsme spolu dobrý čas.,"Byli jsme spolu celou dobu, co jsem tam byl.",Na tu dobu mám krásné vzpomínky.,Mám z té doby špatné vzpomínky.,1
23,Bob chtěl hrát ve školní hře.,Pečlivě si roli prošel.,Často zkoušel své repliky.,V den konkurzu odvedl skvělou práci.,Bob byl velmi pyšný.,Bob se velmi styděl.,1
24,Jackie byla jmenována dozorkyní v osmé třídě.,Celá třída jí závidí.,Její spolužáci často ohrožovali její práci.,Ukradli Jackie vstupenky.,Ředitelka suspendovala její hlučné spolužáky.,Její spolužáci dostali za své chování ocenění.,1
25,Táta právě koupil nové auto.,Na oslavu jsme se všichni vydali na projížďku.,Další auto přejel stopu a narazil do nás.,"Udeřil jsem okno dost silně, abych ho rozbil.",Vylezla jsem ven a já a můj táta jsme byli v pořádku.,Oba jsme byli zničeni tím vozidlem.,1
26,Moje neteř miluje film Zmrzlý.,Vždycky si ji chce obléct.,Chodí po domě a zpívá.,"Miluje křičet, ""Přestaň"".",Zpívá to pořád dokola.,Miluje sport a nesnáší princezninské věci.,1
27,"Alex se drobil po hřišti, jeho tým byl o dva body pozadu.","Podíval se na tabulku a viděl, že zbývá jen 5 sekund.","Jeho mysl se rozběhla, když se snažil najít otevřeného muže.",Obránci se k jeho spoluhráčům přilepili jako lepidlo.,Zvonil sirén a jeho tým vyhrál.,Zkoušel trefa a minul.,2
28,Přišel jsem do knihovny a sedl si.,"Když jsem se rozhlédl, všiml jsem si dítěte.",Nějakou dobu na mě zíral.,Zfrustroval jsem se a vstal jsem z místa.,"Nevadilo mi, co dělal ten kluk.","Zeptal jsem se ho, co je jeho problém.",2
29,Iva a Brant se snažili otěhotnět.,"Pokusy se vyvíjely po dobu šesti měsíců, ale bez úspěchu.",Při schůzce s lékařem vyjádřili sklíčenost.,"Ale pak viděli, že se doktor široce usmívá.",Brant zruší plány na únos dítěte.,"Pár bude rád, že čeká dítě.",2
30,Catherine byla vždy fascinována curlingem.,Catherine miluje sledování sportovců v televizi.,Jednoho dne se Catherine rozhodla navštívit cvičení curlingu.,"Na tréninku jeden z atlétů pozval Catherine, aby hrála.",Catherine se pak začala každý den cvičit a stala se v tom dobrá.,"Catherine si myslela, že se curling zdá nudný.",1
31,"Francis se vždycky těšil, až se naučí řídit.",Konečně je dost starý na řidičák.,"Francis se hodně učí, aby získal licenci.",Snadno projde řidičskou zkouškou.,Francis je na svůj úspěch opravdu hrdý.,"Francis se rozhodl, že by raději jel veřejnou dopravou.",1
32,Včera jsem se skvěle bavil při díle Na trhačku.,To se mi líbilo.,"Když tanečníci zdobili jeviště, bylo to nádherné.","Cítil jsem se poctěn, že jsem viděl tu show.","Přísahala jsem, že už ho nikdy neuvidím.",Chtěl jsem to vidět znovu.,2
33,Vstal jsem na hodinu v 8:30 ráno.,Usnulě jsem vstal z postele a šel jsem se osprchovat.,Rychle jsem snídala a začala chodit do třídy.,Po 50 minutách hodiny jsem se začal vracet do koleje.,"Rozhodl jsem se, že se vrátím do třídy.","Když jsem tam dorazil, zdříml jsem si.",2
34,Gary chtěl získat Lisinou pozornost.,Jednoho dne se rozhodne napsat Lisě báseň.,Další den ve škole Gary uvidí Lisu na chodbě.,Gary se na Lisě usměje a podá jí báseň.,Gary pořádně uhodil Lisu a odešel.,"Lisa přiznává, že se taky zamilovala do Garyho.",2
35,Carlos vždycky chtěl navštívit Francii.,"Rozhodl se, že se bude učit francouzsky, než odejde.",Zapíše se na noční třídu a velmi tvrdě se učí.,Carlos konečně mluví francouzsky docela dobře.,Carlos si zarezervuje let do Austrálie.,Carlos využívá francouzštinu na cestě do Paříže.,2
36,Lars vždycky chtěl zkusit fotografování.,"Jeho přítel byl vynikající fotograf, ale nikdy to nezkusil.","Jednoho dne si koupil jednoduchý, ale kvalitní fotoaparát.",Od toho dne Lars natáčel obrazy přírody každý den.,Lars se zamiloval do fotografie.,Lars nesnášel fotografování.,1
37,Koupil jsem si televizi v obchodě s elektronikou.,Je to velká plochá obrazovka s vysokou kvalitou obrazu.,"Zaměstnanec mě přesvědčil, abych si na něj koupil záruku, jen pro případ.",O týden později mi z zdi spadla televize a rozbila se.,S garancí jsem to spravil.,Zaměstnanec byl později nalezen mrtvý.,1
38,Ryan byl v parku.,A viděl malou holčičku s balónkem.,"Když opouštěl park, viděl stejný balónek uvízlý ve stromech.","Vylezl na strom, aby si vzal balónek.",Ryan pak balónek roztrhl schválně.,"Ryan pak našel tu dívku a dal jí balónek, který ztratila.",2
39,"Jenin manažer jí řekl, že musí nahrát svůj životopis.","Uvědomila si, že její životopis nebyl správně formátován.",Přenesla všechen obsah do správné šablony.,Přidala informace o své poslední práci a aktualizovala životopis.,Pak to poslala svému manažerovi.,Jen nenáviděla mytí nádobí.,1
40,Neil procházel městem Fez.,Ochutnal jejich etnickou kuchyni.,Pak šel nakupovat suvenýr.,"Fez měl také skvělé pouliční umělce, poznamenal.",Neil se skvěle bavil.,Neil a Fez se stali nejlepšími přáteli.,1
41,Musel jsem si vyvést psa na procházku.,Moje čtvrť vyžaduje vodítko.,"Prohledala jsem dům, abych našla vodítko.",Nemohl jsem ho najít.,Rozhodl jsem se vzít svého psa na dvorek.,Pustil jsem svého psa dovnitř domu.,1
42,"Byl to jasný, teplý den.","Takže Joe si myslel, že by bylo fajn jít na procházku.",Rozhodl se jít pěšky do místní kavárny.,Ale v polovině cesty začal být unavený.,Tak běžel do kavárny.,"Joe lituje, že šel ven.",2
43,Jen čekala na balíček celý den.,"Nakonec viděla, jak se k dveřím přibližuje poslíček.",On doručil balíček a ona ho přinesla dovnitř.,Otevřela balíček nožem.,V té krabici bylo novorozeně.,Jen našla svůj nový kabát uvnitř balíčku.,2
44,Frank nechtěl dělat domácí úkoly.,Místo toho chtěl hrát videohry.,"Frankovi rodiče mu řekli, aby si nejdřív udělal domácí úkol.",Frank se naštval a dostal trest.,Frank ztratil své videohry na týden.,Frank má úplně novou hru.,1
45,Timmy soutěžil ve tříbodové soutěži ve své škole.,Vítěz by měl šanci vyhrát 1000 dolarů na vysokoškolské stipendium.,Timmy trénoval střílení 3 body celý víkend.,"Byl připraven, když přišel den soutěže.",Timmy vyhrál soutěž.,Timmy šel na závodní dráhu v den soutěže.,1
46,Drake se v pátek zúčastnil párty.,"Zjistil, že mu ukradli peněženku z kabátu.","Drake okamžitě zavolal policii, ale peněženka nebyla nalezena.",Drake se s hostitelem konfrontoval o té záležitosti.,"A hostitel mu řekl, že to taky neví.","Drake řekl hostiteli, že se chce znovu zúčastnit jeho večírků.",1
47,"Bob zjistil, že jeho náklaďák má prasknutou pneumatiku.",Nikdy předtím nezměnil pneumatiku.,Vytáhl rozepřič a žehličku.,Nemohl je oddělit.,"Bob zavolal někoho, aby mu opravil prasknutou pneumatiku.",Bob jel na trh svým náklaďákem.,1
48,Jackovi už je dost psaní e-mailů na svém tabletu.,"Rozhodl se, že potřebuje investovat do laptopu.","Prozkoumává různé notebooky, dokud nenajde ten dokonalý.",Nakonec to koupí.,Jack si teď užívá odpovídat na e-maily.,Jack teď používá poštovní službu místo e-mailu.,1
49,Jakeovi vlasy byly příliš dlouhé.,Měl pohovor.,"Požádal svou matku, aby mu ostříhala vlasy.",Jeho matka mu dala pěkně ostříhaný profesionální účes.,Jake si umyl ruce.,Jake dostal tu práci.,2
50,Dneska přišel Sean.,"Sam, Sean a já jsme si hráli.","Začali se na mě zlobit, že jsem špatná.","Řekli, že nemůžu hrát, dokud se nezlepší.",Byla jsem opravdu zraněná.,Byl jsem opravdu potěšen.,1
51,Sarah chtěla poslat pohlednici.,Šla na poštu.,Zaplatila za známky.,Dala ten dopis do obálky.,Sarah doručila svůj dopis sama.,Sarahův dopis se brzy dostal na místo určení.,2
52,Chuck byl unavený z práce.,Na chvíli zavřel svou práci.,"Otevřel fórum, aby si povídal se svými spolupracovníky.",Po těch špinavých Zoltarových úderů potřeboval pauzu.,Chuck se rozhodl skončit v práci.,Pak se cítil nucen vrátit se do práce.,2
53,"Bob používal plastové nákupní tašky, když šel nakupovat.","Pak mu jeho přítel řekl, že plast je špatný pro životní prostředí.","Bob se rozhodl, že se vzdá svých plastových tašek.",Bob investoval do několika opětovně použitelných nákupních tašek.,"Bob použil své opětovně použitelné nákupní tašky, aby šel nakupovat.",Bob pokračoval v používání svých plastových nákupních sáčků.,1
54,Joe potřeboval udělat portrét sebe pro projekt.,Zavolal místním umělcům a zeptal se na jejich ceny.,Jeden z umělců měl rozumné ceny.,"Joe si domluvil schůzku s tím umělcem, aby udělal portrét.",Joe byl s výsledky velmi spokojen.,Umělec namaloval Joeovu kočku.,1
55,Ann se snažila přestat kouřit.,"Několikrát se o to pokusila, ale pokaždé selhala.","Pak si dala nikotinovou náplast, aby jí pomohla.",A pomohl jí to udělat!,"Ann zdvojnásobila množství cigaret, které denně kouřila.",Ann se podařilo přestat kouřit.,2
56,Jen byla přes léto poslána ke své tetě.,"Nesnášela myšlenku, že bude celé léto pryč od místní knihovny.","Vzala si s sebou pár knih, ale ty si rychle prošla.","Když přijela, její teta ji vzala do speciálního pokoje ve svém domě.","Jen viděla, jak její knihy hoří v krbu.","Místnost byla plná police s knihami, které se líbily dívkám.",2
57,Včera měl Rob čistit zuby.,Obvykle se bojí zubařů.,Ale v kanceláři je nová roztomilá sestra.,"Takže byl nadšený, že tam jde.",Rob se po kolonoskopii cítil osvěžený.,"Rob byl zklamaný, když tu roztomilou sestru ten den nenašel.",2
58,Joe miloval jíst špínu.,"Dělal hlínové koláče, kdykoliv měl příležitost.","Jedl koláč, když cítil něco velmi tvrdého v ústech.",Joe se kousl na kámen a vybil si zub.,Joe chtěl žvýkat další kameny.,"Joe se rozhodl, že už nebude jíst hlínu.",2
59,Rob nikdy nebyl na horské dráze.,Robovi přátelé mu nabídli lístek na Six Flags.,"Rob se rozhodl, že se může přidat.",Všichni tam šli a čekali v dlouhé frontě.,Rob měl velkorysé přátele.,Robovi přátelé byli bezohlední.,1
60,"Carly čekala, až jí Sam zavolá.",Slíbil to v pátek.,Bylo pozdě v sobotu a ona nic neslyšela.,Nakonec se rozhodla mu zavolat.,Sam zvedl telefon.,Carly si objednala jídlo přes telefon.,1
61,Amy přišla ze školy na své narozeniny domů do prázdného domu.,"Byla naštvaná, že všichni zapomněli na její speciální den.",Šla smutně do obývacího pokoje.,Najednou její přátelé a rodina vyskočili ze svých úkrytů.,Amy se rozesmála.,Amy vyšla z pokoje a opustila dům.,1
62,Pan se mě snažil bez zjevného důvodu uhodit.,"Byl jsem naštvaný, prostě jsem ji bránil.",Pořád na mě házela pěstí.,"Snažil jsem se ji zastavit, tak jsem ji hodil na zem.",Pan konečně zastavil.,Velký objímání Panovi.,1
63,Becky má sestřenici jménem Ashley.,"Becky a Ashley byly kamarádky, když byly děti.","Ashley se začala chovat hloupě, když vyrostla.",Šla do vězení za krádež tamponů z obchodu.,Becky s ní ztratila kontakt.,Becky je na Ashley pyšná.,1
64,Pam a Tomovo dítě spalo lehce.,Jejich bezohledný soused často nechával svého psa venku celý den štěkat.,"Pokaždé, když Pam uspala své dítě, pes začal štěkat.","Pam si představovala, že by psa pustila, aby utekl.",Jednou v noci Pam pustila své kočky dovnitř.,Jednou v noci se Pam rozhodla ty psy pustit.,2
65,May byla přijata na vysokou ve Fredonii.,Vzala autobus do nové školy.,Prozkoumala kampus.,"Líbilo se jí všechno, co viděla.",Vykašlala se na školu.,Dokonce měla ráda všechny své profesory.,2
66,Mary potřebovala vytrhnout zuby.,"Chtěla, aby ji zubní lékař uspal.","Jediné, co mohl udělat, bylo znecitlivnit oblast novokainem.",Mary na něj zíral s hrůzou.,"Když zubař viděl její výraz, mohl Mary pomoci.",Mary odešla od zubaře ve skvělé náladě.,1
67,Ford byl hrdý na svůj vysoký průměr.,"Každý večer pracoval na úkolech, aby to zlepšil.","Fordovi přátelé ho varovali, že mu uniká zábava.",Později se Ford stal úspěšným právníkem.,"Ford byl smutný, že toho tolik dosáhl.",Ford byl hrdý na své úspěchy.,2
68,"Moje žena říká, že mi chybí vášeň.",Že nemám moc koníčků nebo zájmů.,"Snažil jsem se s ním hádat, ale nemohl.","Uvědomil jsem si, že měla pravdu.",Rozhodl jsem se změnit.,Jsem svobodný.,1
69,Nina chtěla hezký kostým na Halloween.,Ale nemohla si dovolit nic drahého.,"Prohledala dům, jestli nemá nějaké nápady.",Pak našla skvělý kostým zadarmo.,Nina si koupila hračku.,Nina byla nadšená.,2
70,Veronika ráda chodila do lesa.,Jednoho dne byla na cestě a našla domek na stromě.,"Vylezla na žebřík a byla ohromená vším, co bylo v domě.",Bylo to plně zařízené s nábytkem a dekami.,Veronika neměla moc ráda ten domek na stromě.,Veronika se rozhodne navštěvovat dům na stromě častěji.,2
71,Byl to krásný jarní den na začátku března.,Tracey se rozhodla jít na procházku do lesa za svým domem.,Slyšela kopýtka a začala ho hledat v stromech.,Zakopla se o kořen a spadla na cestu.,Tracey utekla domů.,Tracey se zbavila pádu.,2
72,Bob měl opravdu žízeň a chtěl limonádu.,Bohužel neměl žádné peníze.,"Bob vešel na benzínku a zeptal se, jestli by mohl mít limonádu.","Pokladník se ho zeptal, jestli má nějaké peníze.",Řekl ne a odešel z čerpací stanice.,Rozhodl se jít běhat.,1
73,Jim na mě čekal na letišti.,Jeho žena by tam byla za hodinu.,Byl velmi znuděný.,"Pak se rozhodl, že se dočká své knihy.",Jim viděl svou ženu po hodině.,"Jim odjel, než se objevila jeho žena.",1
74,Joe opravdu chtěl jít na Kolumbijskou univerzitu.,"Ve škole tvrdě pracoval, byl v fotbalovém týmu.",Byl na čekací listině.,"I když byl zklamaný, do posledního okamžiku se snažil, jak nejlépe uměl.",Joe byl stále velmi hrdý na svou tvrdou práci.,"Joe se rozhodl, že nechce jít na vysokou.",1
75,"Gina má kamarádku Tami, která měla složku, kterou nechtěla, aby měl někdo jiný.","Gina chtěla jeden, ale nevěděla, kde ho koupit.",Teď měla Tami novou Lisa Frank Trapper Keeper.,"Gina žárlila, protože chtěla taky.","Gina se podívala na eBay a našla jednu, kterou si mohla dovolit.",Gina sekala celý dvůr a neměla od nikoho pomoc.,1
76,Leah měla doma krásný vánoční stromek.,Jednoho dne odešla do obchodu.,"Když se vrátila, strom byl převrácen.",Její kočka na něj vyšplhala a strhla ho dolů!,"Leah se rozhodla, že se jí líbí víc strom na zemi, než stojící.",Leah potrestal svou kočku.,2
77,Peter používal stejnou židli po léta.,Začínalo to být opotřebované.,"Rozhodl se koupit novou, pohodlnější židli.","Když přijel, Peter byl velmi šťastný.","Peter si myslel, že by to mohlo být dokonce pohodlnější než to staré.","Peter nechal svého psa, aby si tu židli užíval sám.",1
78,Rex se připravuje na večírek.,"Uvědomí si, že pro hosty nepřipravil nic na sýr.",Rex běží ven pro bagetu.,"Nakrájí ho na tenké, rovnoměrné plátky, aby ho bylo snadné sníst.",Rex se vydal na dlouhou cestu přes oceán.,Všichni si vychutnali sýry a chleba.,2
79,Ali vždycky jede vlakem do práce každý den.,"Jednoho dne byla velmi nemocná, ale i tak šla do práce.",Celý den tvrdě pracovala a dokonce si vzala práci domů.,Nastoupila do vlaku a usnula.,Byla líná zaměstnankyně.,Zmeškala zastávku a musela jet domů autobusem.,2
80,Fotbalový tým tvrdě pracoval celou sezónu.,Vyhráli každý zápas a dostali se do mistrovství.,Zbývaly jen sekundy a hra byla vyrovnaná.,Rozhraný hráč dal dlouhou přihrávku a přijímač skóroval.,Dav hlasitě vybouval tým.,Všichni se postavili ze svých míst a divokě zatleskali.,2
81,Bydlíme ve výškové budově.,"Jednoho dne byl silný vítr, částečně kvůli výšce budovy.","Vítr foukal větve stromů tak moc, že moje žena nemohla spát.",Vítr také srazil internetový kabel.,"S manželkou jsme byli velmi nešťastní, že jsme přišli o internetové připojení.",Milovali jsme silný vítr a nedostatek spánku.,1
82,Kate si chtěla koupit novou klávesnici pro svůj počítač.,"Měsíce šetřila, aby si mohla dovolit dobrou klávesnici.",Kate konečně šla na internet a objednala si klávesnici!,Na její příchod s nadšením čekala celé dny.,Pak zrušila objednávku.,Pak přišla její klávesnice poštou.,2
83,Jon dokončil vysokou školu a začal hledat práci.,Každý den se ucházel o práci ve svém oboru.,"Tři týdny po jeho začátku, mu někdo zavolal.","Ten, kdo volal, se ho zeptal, jestli by měl zájem o rozhovor.",Jon souhlasil.,Jon nabídku odmítl.,1
84,"Julie ráda četla všechno, co se jí dostalo do rukou.",Většinu času trávila v knihovně.,Její oblíbená knihovna byla obsluhována slečnou Watsonovou.,Slečna Watsonová viděla Juliinu lásku k knihám a nabídla jí práci.,Julie to s radostí přijala!,Julie vrazila kamarádce do oka.,1
85,Amyina rodina jela do Six Flags.,"Trpělivě seděla v autě a čekala, až dorazí.","Když přijeli, seděla na kolenou a pozorovala park.","Čekala hodinu ve frontě, aby se dostala na největší horskou dráhu.","Amy byla opravdu nadšená, že bude v parku.","Amy si myslela, že park je nudný.",1
86,Steve se spěchal na fotbalový zápas.,Na dálnici Steve řídil auto velmi rychle.,Dálnice zastavila Steveovo auto.,Ten policista Steveovi napsal pokutu za rychlostní překročení.,Steve byl potěšen.,Steve byl naštvaný.,2
87,Moje dcera šla na první narozeninovou oslavu pro kamarádku.,"Byla tak nadšená, že se chystá na tu párty.",Celý týden nemluvila o ničem jiném.,Šla na párty a měla to skvělé.,"Rozhodla se, že už nikdy nepojede na párty.","Když přišla domů, okamžitě usnula, vyčerpaná.",2
88,Bob potřeboval peníze na jídlo.,"Byl smutný, že nemůže jíst, protože neměl peníze.",Rozhodl se napsat knihu o svém těžkém životě.,Lidé knihu okamžitě pochválili a koupili tisíce výtisků!,Zisky z prodeje knih Bobovi poskytly dost peněz na jídlo.,"Reakce veřejnosti na knihu znamená, že Bob stále hladoví.",1
89,Dnes jsem dokončil svůj první maraton.,Bylo to asi 10 km a já tvrdě pracoval.,Trénoval jsem na to asi tři měsíce.,Vždycky to bylo na mém seznamu věcí k provedení.,Nikdy jsem nebyla šťastnější.,Jsem opravdu zklamaný sám sebou.,1
90,Bobby složil svůj ovocný balíček do tvaru letadla.,Zranil si ruku a hodil letadlo co nejvíc.,Byla příliš těžká a spadla jako cihla.,"Bobby se rozhodl, že letadla by měla být z papíru.",Bobbyovi bylo pět let.,Bobbyovi bylo 35 let.,1
91,Sam se jednou večer díval na hvězdy.,Najednou se posadil na kolena.,"Viděl jiskřící, pohybující se hvězdu!","Běžel, aby to ukázal svému otci.","Jeho otec se smál, protože hvězda byla ve skutečnosti tryskáč s světly.","Samův otec byl rád, že se jeho syn zajímá o geologii.",1
92,John a Meg spolu chodili pět let.,John miloval Meg a chtěl si ji vzít.,"Rozhodl se jí dnes večer požádat o ruku, po rande v kině.","Když vyšli z kina, najednou klekl na kolena.",Začal na Meg křičet obscénnosti.,Požádal ji o ruku.,2
93,Krásná hromada banánů visela jen tak mimo dosah.,"Bobby se snažil hodit botu, ale zasekla se.","Snažil se vylézt na strom, ale spadl.","Pak zuřivě udeřil kopí, ale byla příliš krátká na to, aby se k ní dostal.","Bobby byl naštvaný, že dostal banány.","Bobby šel do kůlny pro žebřík, aby sebral banány.",2
94,Beth se zotavila z nemoci.,Po čtyřech dnech konečně mohla jíst.,"I když se jí dařilo, nebyla v pořádku.","Rozhodla se, že si v pátek vezme volno ze školy a bude mít čas na uzdravení.",Beth si potřebovala odpočinout.,Beth hrála fotbal ve svůj pátek.,1
95,Rhonda si koupila nové růžové ponožky.,Milovala je.,"Když je ale sundala, smíchaly se s jiným prádlem.","V den praní prádla si pradila oblečení, aniž by je třídila.","Rhonda se pak rozhodla, že bude obědvat a odpovídat na e-maily.","Bohužel, byly zničené a Rhonda si musela koupit nové.",2
96,Moře bylo během bouře děsivé.,"Marcus nesnášel způsob, jakým se loď zvedla a ztroskotala.",Bylo mu z toho špatně.,"Zkrátil se do své kajuty a zavřel oči, ale nepomohlo to.","Marcus byl tak nadšený, že začal tančit.",Marcus pak zvracel kvůli mořské nemoci.,2
97,Včera se Anna rozhodla zdřímnout.,Usadila se do křesla a zavřela oči.,"Když usnula, skočilo jí do klíně štěně její dcery!",Byla velmi překvapená.,"Objímala se s tím roztomilým štěnětem, byla ráda, že ho vidí.",Koťátko bylo moc roztomilé.,1
98,Chuck miluje tenhle bar u jeho domu.,Chodí tam pořád s přáteli.,"Jednou tam jel a všiml si, že je zavřená.",Byla zrušena.,Chuck byl naštvaný.,"Chuck byl rád, že to místo konečně zavřeli.",1
99,Steve seděl v kavárně.,"Když byl v kavárně, většinou si četl knihu.",Dneska ale zapomněl knihu.,"Neměl na výběr, musel hodně přemýšlet.",Steve dokončil křížovku v rekordním čase.,"Když o tom přemýšlel, Steve přišel s nápadem na román.",2
100,"John jel do obchodu, když si uvědomil, že si zapomněl peněženku.",Jeho řidičák byl v peněžence.,Za ním začaly blikat policejní světla.,"Když zastavil, řekl strážníkovi, že si doma zapomněl peněženku.",John pak útočil na toho strážníka.,Ten důstojník byl pochopitelný.,2
101,"Tom si užíval hádanky, když vyrůstal.",Nebyl jen mimo dobrodružství únikového pokoje.,Uklidnil své dýchání a připravil se mentálně.,O 30 minut později opustil únikový pokoj v rekordním čase.,Byl pyšný na svůj úspěch.,"Tom byl naštvaný, že to udělal špatně.",1
