,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
10,ഫാസ്റ്റ് ഫുഡ് മത്സ്യശാലയിലെ ആദ്യ ദിവസം ബോബ് ഭയപ്പെട്ടു.,അവന് റെ ആഭരണങ്ങള് ധരിക്കാന് കാത്തിരിക്കാന് ആയിരുന്നു അവന്റെ പദ്ധതി.,ബോബ് യൂണിഫോം ധരിച്ച ശേഷം ഫിഷ് ബർഗറുകൾ ഉണ്ടാക്കുന്ന ജോലിക്ക് പോയി.,"അവന് തിരക്കിലായിരുന്നു, അവന് തെരുവ് വസ്ത്രങ്ങളിലേക്ക് മാറാന് മറന്നു.","ബോബിന് ആ വേഷം വളരെ ഇഷ്ടപ്പെട്ടിരുന്നു, അത് അവന് റെ കൂട്ടുകാര് ക്ക് കാണിച്ചു കൊടുത്തു.",ബോബ് ജോലി കഴിഞ്ഞ് കടലാസിനു തുണികൊണ്ട് പുറത്തിറങ്ങി.,2
11,ഒരു സുഹൃത്ത് എന്നെ കാണാൻ വന്നിരുന്നു.,ഞാന് അവളോട് പറഞ്ഞു എന്റെ പട്ടി കടിക്കുന്നുണ്ടെന്ന്.,അവൾ കേട്ടില്ല.,അവള് അയാളെ കളിയാക്കാനും കളിക്കാനും ശ്രമിച്ചു.,എന്റെ നായ അവളെ കടിച്ചു.,എന്റെ നായ ഓടിപ്പോയി.,1
12,ലെസ്റ്റര് എപ്പോഴും കലാപരമായിരിക്കാന് ആഗ്രഹിച്ചിരുന്നു.,ഒരു ദിവസം ഒരു പൂവിന്റെ ചിത്രം വരയ്ക്കാൻ ശ്രമിക്കാമെന്ന് അദ്ദേഹം തീരുമാനിക്കുന്നു.,"ഒരു മനോഹരമായ ഓർക്കിഡിന്റെ മുന്നിൽ ഇരുന്നു, വരയ്ക്കാൻ തുടങ്ങി.",ലെസ്റ്ററിന്റെ വരവ് വളരെ നന്നായി വരുന്നു.,അവന് റെ ലിവിംഗ് റൂമിലെ ചുമരില് ആ ചിത്രം തൂക്കിയിട്ടിട്ടുണ്ട്.,ഇനി ഒരിക്കലും ഒന്നും വരയ്ക്കില്ലെന്ന് തീരുമാനിച്ചു.,1
13,പബ്ലോക്ക് പുഴുക്കളെ തിന്നാന് ഇഷ്ടമാണ്.,സ്കൂളിൽ ഇത് എങ്ങനെ ചെയ്യണമെന്ന് ഒരു പുസ്തകം വായിച്ചു.,അവയെ അവന് ഒലിവ് ഓയിലില് വറുത്തു.,മാസത്തിലൊരിക്കലെങ്കിലും ഇത് ചെയ്യാന് അവന് ഇഷ്ടമാണ്.,"പബ് ലോക്ക് പുഴുക്കളെ ഇഷ്ടമാണ്, അവയെ ഒരു രുചികരമായ വിഭവമായിട്ടാണ് കാണുന്നത്.",പബ്ലോക്ക് പുഴുക്കളെ തിന്നുന്നതിൽ ഒരു രസവുമില്ല.,1
14,കിരാ ജപ്പാനീസ് സംസ്കാരത്തെ സ്നേഹിച്ചിരുന്നു.,അവളുടെ ഇഷ്ടപ്പെട്ട സിനിമകളിലെല്ലാം ജാപ്പനീസ് ഭാഷയിലായിരുന്നു.,അവിടെ പോകാന് തീരുമാനിച്ചു.,വർഷങ്ങളായി യാത്രയ്ക്കായി അവൾ പണം സമ്പാദിച്ചു.,അവൾ പണം മുഴുവനും ഷൂസ് വാങ്ങിക്കഴിഞ്ഞു.,അവളുടെ ജീവിതത്തിലെ ഏറ്റവും നല്ല യാത്രയായിരുന്നു അത്.,2
15,ഗ്ലെന് ഒരു നടക്കാന് റെ മൂഡിലായിരുന്നു.,അവന് ജാക്കറ്റ് ധരിച്ചു പുറത്തേക്ക് പോയി.,"റോഡിലൂടെ നടക്കുമ്പോള്, അവന് ഇടറിപ്പോയി.",ഗ്ലെന് വീണ്ടും എഴുന്നേറ്റ് വീട്ടില് തിരിച്ചെത്തി.,ഗ്ലെന് തന്റെ എക്കാലത്തെയും മികച്ച മാരത്തോൺ സമയം ഓടി.,ഗ്ലെന് ഒരിക്കലും നടക്കില്ലെന്ന് സത്യം ചെയ്തു.,2
16,യേശു ആഹാരങ്ങൾ മിനുക്കി ദിവസം മുഴുവൻ ചെലവഴിച്ചു.,രാത്രിയായപ്പോൾ അദ്ദേഹം ചെയ്ത ജോലിയെക്കുറിച്ച് ചിന്തിച്ചു.,എല്ലാം തിളങ്ങുന്നതും പുതിയതുമായിരുന്നു.,യേശു തന്റെ എല്ലാ സുഹൃത്തുക്കളെയും അന്നു വൈകുന്നേരം ഒരു പാർട്ടിക്ക് ക്ഷണിച്ചു.,അവര് പറഞ്ഞു അവന്റെ ഫർണിച്ചര് നല്ലതായി കാണപ്പെടുന്നുണ്ടെന്ന്.,അവന്റെ കൂട്ടുകാര് അവന്റെ ഫർണിച്ചര് പോളിഷ് ചെയ്തു.,1
17,ഞാന് അടുത്തിടെ കടയിലേക്ക് നടക്കുകയായിരുന്നു.,"ഒരു പുറപ്പാടിനു മുന്നിലൂടെ നടക്കുമ്പോൾ, എന്റെ കൈയിൽ തണുത്ത, കട്ടിയുള്ള സ്റ്റീൽ അനുഭവപ്പെട്ടു.",ഒരു കാറിന് റെ തട്ടിപ്പോകുന്നത് എന്നെ ഞെട്ടിച്ചു!,എന്നെ തല്ലിയതിന് ശേഷം ഡ്രൈവർ വളരെ ക്ഷമ ചോദിച്ചിരുന്നു.,ഞാൻ പറഞ്ഞു അത് ശരിയാണെന്ന് എന്നിട്ട് നടന്നു പോയി.,കാറിന്റെ ഡ്രൈവർ എന്നോട് വളരെ ദേഷ്യപ്പെട്ടു.,1
18,ജിനയുടെ സഹോദരി ഗ്ലാസ് പൊട്ടിച്ച് കാലു വെട്ടി.,അവളുടെ കാലില് നിന്നും ഷൂവിലേക്ക് രക്തം ഒഴുകി.,രക്തം കണ്ടപ്പോള് അവള് വീട്ടിലേക്കു ഓടി.,"ജിന അവളുടെ പിന്നാലെ ഓടി, പക്ഷെ പിടിച്ചു നിൽക്കാൻ കഴിഞ്ഞില്ല.",അവര് വീട്ടിലെത്തിയപ്പോള് എല്ലാവരും ഐസ് ക്രീം കഴിച്ചു.,ജിനയുടെ സഹോദരി ഡോക്ടറുടെ അടുത്ത് പോയി.,2
19,ഒരു കൊച്ചു കുട്ടി മൂന്നാം ക്ലാസ്സിലായിരുന്നു.,"വളരെ ബുദ്ധിമാനായിരുന്നു, പക്ഷേ വായിക്കാൻ ബുദ്ധിമുട്ടി.",അദ്ദേഹം ഉച്ചത്തിൽ വായിക്കുമ്പോഴെല്ലാം ക്ലാസ്സ് കൂട്ടുകാര് അവനെ കളിയാക്കുമായിരുന്നു.,എല്ലാ ദിവസവും വായന പരിശീലിക്കാൻ തുടങ്ങി.,ആ കൊച്ചു കുട്ടി ഒരിക്കലും മെച്ചപ്പെടില്ലെന്ന് സമ്മതിച്ചു.,"ആ വർഷാവസാനം, വായന പരീക്ഷയിൽ അദ്ദേഹം നന്നായി വിജയിച്ചു.",2
20,റോസിയുടെ ക്ലാസ്സിൽ ഒരു ചെറിയ പാർട്ടി ഉണ്ടായിരുന്നു.,എല്ലാവര് ക്കും ഒരു പഴ സാലഡ് ഉണ്ടാക്കി കൊടുക്കാൻ തീരുമാനിച്ചു.,ഫലം വാങ്ങാന് ഒരുപാട് പണം ചിലവഴിക്കുകയും അത് തയ്യാറാക്കാന് ധാരാളം സമയം ചെലവഴിക്കുകയും ചെയ്തു.,ആഘോഷത്തിന്റെ ദിവസം അവൾ ഒരു വലിയ പാത്രത്തിൽ പഴം സാലഡ് എടുത്തു.,റോസിയുടെ ക്ലാസ്സ് ഫലം സാലഡ് പങ്കിട്ടു.,റോസി ആ പഴം സാലഡ് വീട്ടിൽ ഫ്രിഡ്ജിൽ സൂക്ഷിച്ചിരുന്നു.,1
21,കെല്ലിക്ക് അവളുടെ പുതിയ ഫോൺ കിട്ടിയതിൽ സന്തോഷമുണ്ട്.,എല്ലായിടത്തും അവൾ അത് കൊണ്ടുപോയി.,നിർഭാഗ്യവശാൽ അവൾ അത് തകർത്തു.,"ഭാഗ്യവശാൽ, അത് ശരിയാക്കാൻ അവൾക്ക് കഴിഞ്ഞു.",സ്റ്റോര് അത് നന്നാക്കാന് ന്യായമായ വില കൊടുത്തു.,കെല്ലി പുതിയൊരു ഫോൺ വാങ്ങി.,1
22,"കോളേജിൽ പഠിക്കുന്ന കാലത്ത്, എനിക്ക് ഒരു മുതിർന്ന ആളെ പരിചയമുണ്ടായിരുന്നു.","എനിക്ക് 22 വയസ്സായിരുന്നു, അവന് 38 വയസ്സായിരുന്നു.","ഞങ്ങള് ക്ക് നല്ലൊരു ധാരണയുണ്ടായിരുന്നു, ഒരുമിച്ചു നല്ല സമയം ചിലവഴിക്കുകയും ചെയ്തു.",ഞാന് അവിടെ ഉണ്ടായിരുന്ന കാലം മുഴുവന് ഞങ്ങള് ഒരുമിച്ചായിരുന്നു.,ആ കാലത്തെക്കുറിച്ച് എനിക്ക് നല്ല ഓർമ്മകളുണ്ട്.,എനിക്ക് ആ കാലത്തെ കുറിച്ച് മോശം ഓർമ്മകളുണ്ട്.,1
23,ബോബിന് സ്കൂളിലെ നാടകത്തില് അഭിനയിക്കാന് ആഗ്രഹമുണ്ടായിരുന്നു.,അദ്ദേഹം ആ റോൾ ശ്രദ്ധാപൂർവ്വം പഠിച്ചു.,അദ്ദേഹം പലപ്പോഴും തന്റെ വരികൾ പരിശീലിച്ചിരുന്നു.,"ഓഡിഷന് റെ ദിവസം, അവന് നല്ല ജോലി ചെയ്തു.",ബോബ് വളരെ അഭിമാനിച്ചിരുന്നു.,ബോബിന് വളരെ ലജ്ജ തോന്നി.,1
24,ജാക്കി എട്ടാം ക്ലാസ് ഹാൾ മോണിറ്ററായി നിയമിതയായി.,ക്ലാസ്സിലെല്ലാവരും അവളെ അസൂയപ്പെടുന്നു.,ക്ലാസ്സ് കൂട്ടുകാര് പലപ്പോഴും അവളുടെ ജോലി അപകടത്തിലാക്കിയിരുന്നു.,അവര് ജാക്കിയുടെ ഹാളില് പോകാനുള്ള പാസ് മോഷ്ടിക്കും.,പ്രിൻസിപ്പൽ അവളുടെ അശാന്തരായ സഹപാഠികളെ സസ്പെൻഡ് ചെയ്തു.,അവളുടെ സഹപാഠികൾക്ക് അവരുടെ പെരുമാറ്റത്തിന് അവാർഡുകൾ ലഭിച്ചു.,1
25,അച്ഛന് പുതിയ കാറ് വാങ്ങിയിരുന്നു.,ആഘോഷിക്കാന് ഞങ്ങള് ഒരു ഡ്രൈവ് ചെയ്തു.,മറ്റൊരു കാർ സ്റ്റോപ്പ് സൈന്യം കടന്ന് ഞങ്ങളുടെ നേരെ ഓടി.,"ഞാന് ജനലില് അടിച്ചു, അത് തകര് ന്നു.",ഞാന് പുറത്തു കയറി. ഞാനും അച്ഛനും സുഖമായി.,ഞങ്ങൾ രണ്ടുപേരും വാഹനത്തിന് റെ അടിയിലായി.,1
26,എന്റെ മരുമകൾ ഫ്രോസന് സിനിമ ഇഷ്ടപ്പെടുന്നു.,അവൾ എപ്പോഴും അത് ധരിക്കണമെന്ന് ആഗ്രഹിക്കുന്നു.,അവൾ വീടിനു ചുറ്റും പാടി നടക്കുന്നു.,അവൾക്ക് നിലവിളിക്കാൻ ഇഷ്ടമാണ്.,അവൾ അത് വീണ്ടും വീണ്ടും പാടുന്നു.,"അവൾ സ്പോർട്സ് ഇഷ്ടപ്പെടുന്നു, രാജകുമാരി കാര്യങ്ങളെ വെറുക്കുന്നു.",1
27,"അലക്സ് കോർട്ടിൽ കയറി കളിക്കുകയായിരുന്നു, അവന്റെ ടീം രണ്ടു പോയിന്റ് പിന്നിലായിരുന്നു.","സ്കോർബോർഡിലേക്ക് ഒരു നോട്ടം ഇട്ടപ്പോള്, 5 സെക്കന് ഡുകള് മാത്രമേ ബാക്കിയുള്ളൂ എന്ന് അവന് കണ്ടു.",അയാളുടെ മനസ്സ് ഒരു തുറന്ന മനുഷ്യനെ കണ്ടെത്താൻ ശ്രമിച്ചുകൊണ്ടിരുന്നു.,പ്രതിരോധക്കാര് ടീം അംഗങ്ങളോട് പശ പോലെ പറ്റിനിൽക്കുകയായിരുന്നു.,"ബസര് മുഴങ്ങി, അവന്റെ ടീം കളി ജയിച്ചു.",അവൻ ഒരു ത്രീ പോയിന്റർ ശ്രമിച്ചു മിസ് ചെയ്തു.,2
28,ഞാന് ലൈബ്രറിയില് വന്നു ഇരുന്നു.,ചുറ്റും നോക്കിയപ്പോള് ഒരു കുട്ടിയെ കണ്ടു.,കുറച്ചു നേരം എന്നെ നോക്കി നിന്നു.,"എനിക്ക് നിരാശ തോന്നി, ഞാൻ സീറ്റിൽ നിന്നും എഴുന്നേറ്റു.",ആ കുട്ടി എന്ത് ചെയ്താലും എനിക്ക് പ്രശ്നമില്ലായിരുന്നു.,ഞാന് ചോദിച്ചു എന്താ അവന്റെ പ്രശ്നം എന്ന്.,2
29,ഐവയും ബ്രാന്റും ഒരു കുട്ടിയെ ഗര് ഭം ധരിക്കാന് ശ്രമിക്കുകയായിരുന്നു.,ആറുമാസമായി അവർ ശ്രമിക്കുന്നുണ്ടെങ്കിലും വിജയിക്കുന്നില്ല.,"ഒരു ഡോക്ടറുടെ അപ്പോയിന്റ്മെന്റിൽ, അവർ നിരാശ പ്രകടിപ്പിച്ചു.","പക്ഷേ, ഡോക്ടർ ചിരിച്ചുകാണും.",ബ്രാന്റ് ഒരു കുട്ടിയെ തട്ടിക്കൊണ്ടുപോകാനുള്ള പദ്ധതി റദ്ദാക്കും.,അവര് ക്ക് ഒരു കുഞ്ഞുണ്ടെന്ന് അറിഞ്ഞാല് ഈ ദമ്പതികൾ സന്തോഷിക്കും.,2
30,കാതറിന് എല്ലായ്പ്പോഴും കര് ലിംഗ് കായികവിനോദം ഇഷ്ടമാണ്.,ടെലിവിഷനിൽ കായികതാരങ്ങളെ കാണുന്നത് കാതറിന് ഇഷ്ടമാണ്.,"ഒരു ദിവസം, കാതറിൻ ഒരു കര് ലിംഗ് പരിശീലന സെഷന് സന്ദർശിക്കാന് തീരുമാനിച്ചു.","പരിശീലനത്തില്, ഒരു കായികതാരമാണ് കാതറിനെ കളിക്കാന് ക്ഷണിച്ചത്.","കാതറിൻ എല്ലാ ദിവസവും പരിശീലനം തുടങ്ങി, അത് നന്നായി ചെയ്യുകയും ചെയ്തു.","കാതറിന് തോന്നി, കേളിംഗ് ബോറടിപ്പിക്കുന്നതാണെന്ന്.",1
31,ഫ്രാൻസിസ് എപ്പോഴും ഡ്രൈവിംഗ് പഠിക്കാൻ കാത്തിരിക്കുകയായിരുന്നു.,ഒടുവിൽ അവന് ഡ്രൈവിംഗ് ലൈസൻസ് എടുക്കാന് പ്രായമായി.,ഫ്രാൻസിസ് ലൈസൻസ് കിട്ടാൻ കഠിനമായി പഠിക്കുന്നു.,അവന് ഡ്രൈവിംഗ് ടെസ്റ്റ് എളുപ്പത്തില് പാസായി.,ഫ്രാൻസിസ് തന്റെ നേട്ടത്തില് ശരിക്കും അഭിമാനിക്കുന്നു.,ഫ്രാൻസിസ് പൊതുഗതാഗതം ഉപയോഗിക്കാന് തീരുമാനിക്കുന്നു.,1
32,ഇന്നലെ എനിക്ക് നല്ല രസമായിരുന്നു നട്ട് ക്രാക്കര് കാണുന്നത്.,എനിക്ക് അത് വളരെ ഇഷ്ടമായി.,നൃത്തക്കാര് വേദി അലങ്കരിച്ചപ്പോള് അത് മനോഹരമായിരുന്നു.,ആ പരിപാടി കണ്ടതിൽ എനിക്ക് അഭിമാനമുണ്ട്.,ഇനി ഒരിക്കലും കാണില്ലെന്ന് ഞാൻ സത്യം ചെയ്തു.,എനിക്ക് അത് വീണ്ടും കാണണം.,2
33,രാവിലെ എട്ടരയ്ക്ക് ക്ലാസ്സിലേക്കു എഴുന്നേറ്റു.,ഞാന് ഉറക്കത്തോടെ കിടക്കയില് നിന്ന് എഴുന്നേറ്റ് കുളിച്ചു.,ഞാന് പെട്ടെന്ന് പ്രഭാത ഭക്ഷണം കഴിച്ചു ക്ലാസ്സിലേക്ക് നടന്നു.,50 മിനിറ്റ് ക്ലാസ് കഴിഞ്ഞപ്പോള് ഞാന് എന്റെ ഹോസ്റ്റലിലേക്ക് നടന്നു തുടങ്ങി.,ഞാന് വീണ്ടും ക്ലാസ്സിലേക്ക് പോകാൻ തീരുമാനിച്ചു.,അവിടെ എത്തിയപ്പോള് ഞാന് ഒരു ഉമ്മ വെച്ചു.,2
34,ഗാരി ലിസയുടെ ശ്രദ്ധ പിടിച്ചുപറ്റാൻ ശ്രമിച്ചു.,ഒരു ദിവസം അദ്ദേഹം ലിസയ്ക്ക് ഒരു കവിത എഴുതാൻ തീരുമാനിച്ചു.,"അടുത്ത ദിവസം സ്കൂളിൽ, ഗാരി ലിസയെ ഹാളിൽ കാണുന്നു.",ഗാരി ലിസയ്ക്ക് ഒരു വലിയ ചിരി നൽകി ആ കവിത കൈമാറി.,"ഗാരി ലിസയെ കഠിനമായി അടിച്ചു, എന്നിട്ട് നടന്നു പോയി.",ലിസയും ഗാരിയെ ഇഷ്ടപ്പെടുന്നു എന്ന് സമ്മതിക്കുന്നു.,2
35,കാർലോസ് എപ്പോഴും ഫ്രാൻസ് സന്ദർശിക്കാന് ആഗ്രഹിച്ചിരുന്നു.,പോകും മുമ്പേ ഫ്രഞ്ചു സംസാരിക്കാന് പഠിക്കണമെന്ന് അവന് തീരുമാനിച്ചു.,രാത്രി ക്ലാസ്സിൽ ചേര് ന്ന് നന്നായി പഠിക്കുന്നു.,അവസാനം കാർലോസിന് ഫ്രഞ്ച് നന്നായി സംസാരിക്കാൻ കഴിയുന്നു.,കാർലോസ് ഓസ്ട്രേലിയയിലേക്കുള്ള ഒരു ഫ്ലൈറ്റ് ബുക്ക് ചെയ്തു.,പാരീസിലേക്ക് പോകുമ്പോള് കാര്ലോസ് ഫ്രഞ്ചില് നിന്ന് പരമാവധി പ്രയോജനപ്പെടുത്തുന്നു.,2
36,ലാർസിന് ഫോട്ടോഗ്രാഫി പരീക്ഷിക്കണമെന്ന് എപ്പോഴും ആഗ്രഹിച്ചിരുന്നു.,"അയാളുടെ സുഹൃത്ത് നല്ലൊരു ഫോട്ടോഗ്രാഫറായിരുന്നു, പക്ഷെ അദ്ദേഹം ഒരിക്കലും ശ്രമിച്ചിട്ടില്ല.","ഒരു ദിവസം അദ്ദേഹം ഒരു ലളിതമായ, എന്നാൽ ഉയർന്ന നിലവാരമുള്ള, ക്യാമറ വാങ്ങി.","അന്നുമുതൽ, ലാർസ് എല്ലാ ദിവസവും പ്രകൃതിയുടെ ചിത്രങ്ങൾ എടുക്കുന്നു.",ലാര് സ് ഫോട്ടോഗ്രാഫിയുമായി പ്രണയത്തിലായി.,ലാർസ് ഫോട്ടോഗ്രാഫിയെ വെറുത്തു.,1
37,ഞാന് ഒരു ഇലക്ട്രോണിക്സ് കടയില് നിന്ന് ഒരു ടിവി വാങ്ങി.,"ഇത് ഒരു വലിയ ഫ്ലാറ്റ് സ്ക്രീനാണ്, ഉയർന്ന ഡെഫനിഷൻ ചിത്രത്തിന്റെ ഗുണനിലവാരമുള്ളതാണ്.",ജീവനക്കാരന് എന്നെ ഒരു വാറന് റ്റി വാങ്ങാന് സമ്മതിപ്പിച്ചു.,ഒരാഴ്ച കഴിഞ്ഞ് ടെലിവിഷൻ എന്റെ മതിൽ നിന്ന് വീണു തകർന്നു.,വാറന്റിയുടെ സഹായത്തോടെ അത് നന്നാക്കാന് എനിക്ക് കഴിഞ്ഞു.,പിന്നീട് ജീവനക്കാരനെ മരിച്ച നിലയിൽ കണ്ടെത്തി.,1
