,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
15,Glen estaba de humor para dar un paseo.,Se puso su chaqueta y salió.,"Mientras caminaba por la acera, se tropezó y se rompió la rodilla.",Glen se levantó y se fue cojeando a su casa.,Glen corrió su mejor maratón.,Glen juró que nunca volvería a caminar.,2
16,Jesús pasó el día puliendo los muebles.,"Cuando se acercaba la noche, revisó el trabajo que había hecho.",Todo parecía brillante y nuevo.,Jesús invitó a todos sus amigos a una fiesta esa noche.,Dijeron que sus muebles se veían bien.,Sus amigos le pulieron los muebles.,1
17,Estaba caminando a la tienda recientemente.,"Mientras pasaba por una salida, sentí un frío y duro acero en mi brazo.",¡Me sorprendió que me golpeara un coche!,El conductor se disculpó mucho después de que me golpearan.,Les dije que estaba bien y luego me fui.,El conductor del coche se enfadó mucho conmigo.,1
18,La hermana de Gina se cortó el tobillo con un vidrio roto.,La sangre le corría por el pie y por el zapato.,Cuando vio la sangre corrió a casa.,"Gina corrió detrás de ella, pero no pudo seguirle el ritmo.",Cuando llegaron a casa todos comieron helado.,La hermana de Gina fue al médico.,2
19,Un niño estaba en tercer grado.,Era muy inteligente pero tenía problemas para leer.,"Cuando leía en voz alta, sus compañeros de clase se reían de él.",Comenzó a practicar la lectura todos los días.,El niño aceptó que nunca mejoraría.,"Al final del año, le fue bien en su examen de lectura.",2
20,La clase de Rosie estaba teniendo una pequeña fiesta.,Decidió hacer una ensalada de frutas para todos.,Gastó mucho dinero en la fruta y mucho tiempo preparándola.,El día de la fiesta ella recogió un enorme plato de ensalada de frutas.,La clase de Rosie compartió la ensalada de frutas.,Rosie guardaba el plato de ensalada de frutas en su nevera en casa.,1
21,Kelly estaba feliz de tener su nuevo teléfono.,Se lo llevaba a todas partes.,"Por desgracia, ella lo rompió.","Afortunadamente, sin embargo, ella fue capaz de arreglarlo.",La tienda le dio un precio justo para arreglarlo.,Kelly compró un teléfono nuevo.,1
22,"Cuando estaba en la universidad, conocí a un hombre mayor.",Yo tenía 22 años y él 38.,Tuvimos un buen entendimiento y pasamos un buen rato juntos.,Estuvimos juntos todo el tiempo que estuve allí.,Tengo buenos recuerdos de aquella época.,Tengo recuerdos negativos de ese tiempo.,1
23,Bob quería estar en la obra de la escuela.,Estudió el papel con cuidado.,Él ensayaba sus líneas a menudo.,"El día de la audición, hizo un gran trabajo.",Bob estaba muy orgulloso.,Bob estaba muy avergonzado.,1
24,Jackie ha sido designada supervisora de salón de octavo grado.,Ella es la envidia de toda la clase.,Sus compañeros de clase a menudo ponían en peligro su empleo.,Ellos robarían pases de Jackie.,El director suspendió a sus compañeros de clase ruidosos.,Sus compañeros de clase recibieron premios por su comportamiento.,1
25,Mi padre acababa de comprar un coche nuevo.,"Para celebrar, todos fuimos de paseo.",Otro coche pasó una señal de stop y chocó contra nosotros.,Golpeé la ventana con fuerza suficiente para romperla.,Salí y mi padre y yo estábamos bien.,Ambos fuimos aplastados por el vehículo.,1
26,A mi sobrina le encanta la película de Frozen.,Siempre quiere que se lo ponga.,Ella anda por la casa cantando.,"Le encanta gritar, dejarlo ir.",La canta una y otra vez.,Le encantan los deportes y odia las cosas de princesa.,1
27,"Alex estaba en la cancha, con su equipo dos puntos abajo.",Miró el marcador y vio que sólo quedaban 5 segundos.,Su mente se apresuró a buscar a un hombre abierto.,Los defensores se pegaron a sus compañeros como pegamento.,El timbre sonó y su equipo ganó el juego.,Intentó un triple y falló.,2
28,Entré en la biblioteca y me senté.,"Cuando miré a mi alrededor, noté a un niño.",Me miró fijamente durante un rato.,Me sentí frustrado y me levanté de un asiento.,No me importaba lo que el chico estaba haciendo.,Le pregunté cuál era su problema.,2
29,Iva y Brant estaban tratando de concebir un hijo.,Habían estado intentándolo durante seis meses sin éxito.,"En la cita con el médico, expresaron desánimo.",Pero entonces vieron al doctor sonriendo ampliamente.,Brant cancelará sus planes de secuestrar a un niño.,La pareja estará feliz de saber que tienen un bebé en camino.,2
30,Catherine siempre ha estado intrigada por el deporte del curling.,A Catherine le encanta ver a los atletas jugar el deporte en la televisión.,"Un día, Catherine decidió que iba a una sesión de entrenamiento de curling.","En la práctica, uno de los atletas invitó a Catherine a jugar.",Catherine entonces comenzó a practicar todos los días y se hizo buena en ello.,Catherine pensó que el curling parecía aburrido.,1
31,Francis siempre ha deseado aprender a conducir.,Finalmente tiene edad suficiente para una licencia de conducir.,Francis estudia muy duro para obtener una licencia.,Él pasa su examen de conducir fácilmente.,Francis está muy orgulloso de su logro.,Francis decide que prefiere tomar el transporte público.,1
32,Ayer me lo pasé muy bien viendo El Cascanueces.,Me encantó.,Mientras los bailarines adornaban el escenario era hermoso.,Me sentí honrado de haber visto el espectáculo.,Juré no volver a verlo nunca más.,Quería verlo de nuevo.,2
33,Me desperté para mi clase a las 8:30 de la mañana.,Me levanté somnolienta y me bajé.,Desayuné rápidamente y comencé a caminar a clase.,"Después de 50 minutos de clase, comencé a caminar de regreso a mi dormitorio.",Decidí volver a las clases.,"Cuando llegué allí, me tomé una siesta.",2
34,Gary quería llamar la atención de Lisa.,Un día decide escribirle un poema a Lisa.,"Al día siguiente en la escuela, Gary ve a Lisa en el pasillo.",Gary le da a Lisa una sonrisa muy grande y le da el poema.,Gary le da una fuerte bofetada a Lisa y se aleja.,Lisa confiesa que también tiene un enamoramiento con Gary.,2
35,Carlos siempre ha querido visitar Francia.,Decide que debería aprender a hablar francés antes de irse.,Se inscribe en una clase nocturna y estudia muy duro.,Por fin Carlos puede hablar francés bastante bien.,Carlos tiene un vuelo a Australia.,Carlos aprovecha al máximo su francés en su viaje a París.,2
36,Lars siempre había querido probar la fotografía.,"Su amigo era un excelente fotógrafo, pero nunca lo había intentado.","Un día compró una cámara sencilla, pero de alta calidad.","Desde ese día, Lars tomó imágenes de la naturaleza todos los días.",Lars se enamoró de la fotografía.,Lars odiaba la fotografía.,1
37,Compré una televisión en una tienda de electrónica.,Es una gran pantalla plana con una imagen de alta calidad de definición.,El empleado me convenció de comprar una garantía para el caso de que.,"Una semana después, la televisión se cayó de mi pared y se rompió.",Pude arreglarlo con la garantía.,El empleado fue encontrado muerto más tarde.,1
38,Ryan estaba en un parque.,Y vio a una niña con un globo.,"Cuando salía del parque, vio el mismo globo atascado en un árbol.",Se subió al árbol para recuperar el globo.,Ryan entonces hizo estallar el globo a propósito.,Ryan encontró a la chica y le dio el globo que había perdido.,2
39,El gerente de Jen le dijo que tenía que subir su currículum.,Se dio cuenta de que su currículum no estaba bien formateado.,Ella transfirió todo el contenido a la plantilla adecuada.,"Agregó información sobre su último trabajo, y actualizó el currículum.",Luego se lo envió a su gerente.,Jen odiaba lavar los platos.,1
40,Neil estaba recorriendo la ciudad de Fez.,Él probó su cocina étnica.,Luego fue a comprar recuerdos.,"Fez también tenía grandes artistas callejeros, señaló.",Neil lo pasó muy bien.,Neil y Fez se hicieron mejores amigos.,1
41,Necesitaba llevar a mi perro a pasear.,Mi vecindario requiere una correa.,Busqué en mi casa la correa.,No pude encontrarlo.,Decidí llevar a mi perro al patio trasero.,Dejé que mi perro entrara en la casa.,1
42,Era un día brillante y cálido.,Así que Joe pensó que sería bueno dar un paseo.,Decidió ir a pie a su cafetería local.,"Pero a mitad de camino, comenzó a cansarse.",Así que corrió a la cafetería.,Joe se arrepiente de haber salido.,2
43,Jen estuvo esperando un paquete todo el día.,Finalmente vio al hombre de UPS acercándose a la puerta.,Él entregó el paquete y ella lo trajo adentro.,Ella abrió el paquete con un cuchillo.,En la caja había un bebé recién nacido.,Jen encontró su nuevo abrigo dentro del paquete.,2
44,Frank no quería hacer su tarea.,Quería jugar a videojuegos en su lugar.,Los padres de Frank le dijeron que hiciera primero su tarea.,Frank hizo un berrinche y fue castigado.,Frank perdió sus videojuegos por una semana.,Frank tiene un juego nuevo.,1
45,Timmy estaba compitiendo en la competencia de 3 puntos en su escuela.,El ganador tendría la oportunidad de ganar una beca de $ 1000 para la universidad.,Timmy practicó tiros de 3 puntos todo el fin de semana.,Estaba listo cuando llegó el día de la competencia.,Timmy ganó la competencia.,Timmy fue al campo de pruebas el día de la competencia.,1
46,Drake asistió a una fiesta el viernes.,Descubrió que le habían robado la cartera de su abrigo.,"Drake llamó inmediatamente a la policía, pero la cartera no fue encontrada.",Drake se enfrentó al anfitrión de la fiesta sobre el tema.,Y el anfitrión le dijo que él tampoco lo sabía.,Drake le dijo al anfitrión que quería asistir a sus fiestas de nuevo.,1
47,Bob descubrió que su camión tenía un neumático pinchado.,Nunca había cambiado una rueda antes.,Sacó el gato de neumáticos y el hierro.,No pudo quitar los pernos.,Bob llamó a alguien para que le arreglara su neumático pinchado.,Bob condujo su camión al mercado.,1
48,Jack está cansado de escribir correos electrónicos en su computadora tablet.,Decide que necesita invertir en una computadora portátil.,Investiga diferentes computadoras portátiles hasta que encuentra la perfecta.,Finalmente lo compra.,Ahora Jack realmente disfruta respondiendo a los correos electrónicos.,Jack ahora usa el servicio postal en lugar del correo electrónico.,1
49,El pelo de Jake se estaba haciendo demasiado largo.,Tenía una entrevista de trabajo.,Le pidió a su madre que le cortara el pelo.,Su madre le hizo un corte de pelo muy profesional.,Jake se lavó las manos.,Jake consiguió el trabajo.,2
50,Sean vino hoy.,"Sam, Sean y yo jugamos juegos.",Empezaron a enojarse conmigo por lo malo que era.,Dijeron que no podía jugar más hasta que estuviera mejor.,Me ha hecho daño.,Me ha encantado.,1
51,Sarah quería enviar una tarjeta.,Fue a la oficina de correos.,Ella pagó por los sellos.,Ella puso la carta en un sobre.,Sarah entregó su carta ella misma.,La carta de Sarah pronto se dirigía a su destino.,2
52,Chuck estaba cansado de trabajar.,Cerró su trabajo por un tiempo.,Abrió el foro para charlar con sus compañeros de trabajo.,Después de esos golpes desagradables Zoltar necesitaba este descanso.,Chuck decidió dejar su trabajo.,Luego se sintió obligado a volver al trabajo.,2
53,Bob usaba bolsas de plástico para ir de compras.,"Entonces, su amigo le dijo que el plástico es malo para el medio ambiente.",Bob decidió renunciar a sus bolsas de plástico.,Bob invirtió en algunas bolsas de comestibles reutilizables.,Bob usaba sus bolsas reutilizables para ir de compras.,Bob continuó usando sus bolsas de plástico para ir de compras.,1
54,Joe necesitaba un retrato de sí mismo para un proyecto.,Llamó a algunos artistas locales y les preguntó sus tarifas.,Uno de los artistas tenía tarifas razonables.,Joe se ha quedado con ese artista para hacer el retrato.,Joe estaba muy satisfecho con los resultados.,El artista pintó un gato de Joe.,1
55,Ann estaba tratando de dejar de fumar.,Hizo varios intentos pero siempre falló.,Luego se aplicó parche de nicotina para ayudarla.,¡Y la ayudó a hacerlo!,Ann duplicó la cantidad de cigarrillos que fumaba cada día.,Ann pudo dejar de fumar con éxito.,2
56,Jen fue enviada a la casa de su tía por el verano.,Odiaba la idea de estar lejos de su biblioteca local todo el verano.,Ella se llevó algunos libros con ella pero ella los leería rápidamente.,"Cuando llegó, su tía la llevó a una habitación especial de su casa.",Jen vio sus libros ardiendo en la chimenea.,La habitación estaba llena de estantes de libros que atraían a las niñas.,2
57,Ayer fue el limpieza de dientes de Rob.,Normalmente tiene mucho miedo de los dentistas.,Pero hay una enfermera nueva y linda en la oficina.,Así que estaba emocionado de ir.,Rob se sintió refrescado después de su colonoscopia.,Rob se desanimó cuando la enfermera guapa no estuvo ese día.,2
58,A Joe le encantaba comer tierra.,Hacía pasteles de barro cada vez que tenía la oportunidad.,Estaba comiendo un pastel cuando sintió algo muy duro en su boca.,Joe había mordido una roca y se le había caído un diente.,Joe quería masticar más piedras.,Joe decidió no comer tierra otra vez.,2
59,Rob nunca ha estado en una montaña rusa.,Los amigos de Rob le ofrecieron un boleto gratis a Six Flags.,Rob decidió que también podría unirse.,Todos fueron y esperaron en una larga fila.,Rob tenía amigos generosos.,Los amigos de Rob no pensaron en nada.,1
60,Carly estaba esperando a que Sam la llamara.,Me lo prometió el viernes.,Era ya tarde el sábado y ella no había oído nada.,Finalmente decidió llamarlo.,Sam contestó el teléfono.,Carly pidió comida para llevar por teléfono.,1
61,Amy llegó a casa de la escuela en su cumpleaños a una casa vacía.,Estaba molesta porque todos se habían olvidado de su día especial.,Ella entró tristemente en la sala de estar.,"De repente, sus amigos y familiares saltaron de sus escondites.",Amy sonrió con deleite.,Amy salió de la habitación y de la casa.,1
62,Pan intentó golpearme sin razón aparente.,"Como estaba enojado, simplemente defendí su golpe.",Ella continuó lanzándome su puño.,"En un esfuerzo por detenerla, la tiré al suelo.",Pan finalmente se detuvo.,Le di a Pan un gran abrazo.,1
63,Becky tiene una prima llamada Ashley.,Becky y Ashley solían ser amigas cuando eran niñas.,Ashley comenzó a ser estúpida cuando creció.,Fue a la cárcel por robar tampones de una tienda de un dólar.,Becky perdió el contacto con ella.,Becky está orgullosa de Ashley.,1
64,El bebé de Pam y Tom dormía poco.,Su vecino descuidado solía dejar a su perro afuera ladrando todo el día.,"Cada vez que Pam hacía dormir a su bebé, el perro empezó a ladrar.",Pam fantaseaba con soltar al perro para que huyera.,"Una noche, Pam dejó entrar a sus gatos en su casa.","Una noche, Pam decidió soltar a los perros.",2
65,May fue aceptada en la universidad de Fredonia.,Ella tomó el autobús a su nueva escuela.,Ella exploró el campus.,Le encantaba todo lo que veía.,Ella dejó la escuela.,Incluso le gustaban todos sus profesores.,2
66,Mary necesitaba que le sacaran los dientes.,Quería que el dentista la adormeciera.,Todo lo que pudo hacer fue adormecer el área con Novocaína.,Mary lo miró con horror.,"Después de ver su expresión, el dentista pudo ayudar a Mary.",Mary salió del dentista de muy buen humor.,1
67,Ford estaba orgulloso de su alta media.,Trabajaba todas las noches en tareas para mejorarlo.,Los amigos de Ford le advirtieron que se estaba perdiendo la diversión.,"Más tarde en la vida, Ford se convirtió en un exitoso abogado.",Ford estaba triste de haber logrado tanto.,Ford estaba orgulloso de sus logros.,2
68,Mi esposa dice que me falta pasión.,Que no tengo muchos hobbies o intereses.,"Traté de discutir, pero no pude.",Me di cuenta de que tenía razón.,Decidí cambiar.,No estoy casada.,1
69,Nina quería un bonito disfraz de Halloween.,Pero no podía permitirse nada de lujo.,Ella buscó ideas en su casa.,Luego encontró un gran disfraz gratis.,Nina compró un juguete.,Nina estaba muy emocionada.,2
70,A Veronika le gustaba caminar por el bosque.,Un día estaba en un sendero y encontró una casa en el árbol.,Subió a la escalera y se sorprendió de todas las cosas en la casa.,Estaba completamente amueblado con muebles y mantas.,Veronika no le gustaba mucho la casa del árbol.,Veronika decide visitar la casa del árbol más a menudo.,2
71,Era un hermoso día de primavera a principios de marzo.,Tracey decidió dar un paseo por el bosque detrás de su casa.,Oyó un pájaro carpintero y comenzó a buscarlo en los árboles.,Se tropezó con una raíz y cayó en el camino.,Tracey corrió de vuelta a casa.,Tracey se encogió de hombros sin pensar en su caída.,2
72,Bob tenía mucha sed y quería un refresco.,"Desafortunadamente, no tenía dinero.",Bob entró en una gasolinera y le preguntó si podía tomar una soda.,El cajero le preguntó si tenía dinero.,Dijo que no y se fue de la gasolinera.,Decidió salir a correr.,1
73,Jim estaba esperando en el aeropuerto.,Su esposa estaría allí en una hora.,Estaba muy aburrido.,Entonces decidió ponerse al día con su libro.,Jim vio a su esposa después de una hora.,Jim se fue antes de que su esposa apareciera.,1
74,Joe realmente quería asistir a la Universidad de Columbia.,"Trabajó muy duro en la escuela, estaba en el equipo de fútbol.",Lo pusieron en la lista de espera.,"Aunque se sintió decepcionado, hizo todo lo posible hasta el final.",Joe todavía estaba muy orgulloso de su arduo trabajo.,Joe decidió que no quería ir a la universidad.,1
75,"La amiga de Gina, Tami, tenía una carpeta que no quería que nadie tuviera.",Gina quería uno pero no sabía dónde comprar uno.,Ahora Tami tenía una nueva Lisa Frank Trapper Keeper.,Gina estaba celosa porque también quería uno.,Gina comprobó en eBay y encontró uno que podía pagar.,Gina podó todo el jardín y no tuvo ayuda de nadie.,1
76,Leah tenía un hermoso árbol de Navidad en su casa.,"Un día, se fue a comprar.","Cuando regresó, el árbol fue derribado.",¡Su gato lo había subido y lo había tirado abajo!,Leah decidió que le gustaba más el árbol en el suelo que de pie.,Leah castigó a su gato.,2
77,Peter había usado la misma silla durante años.,Se estaba desgastando.,Decidió comprar una silla nueva y más cómoda.,"Cuando llegó, Peter estaba muy feliz.",Peter pensó que podría ser incluso más cómodo que el viejo.,Peter dejó que su perro usara la silla para él.,1
78,Rex se está preparando para una fiesta esta noche.,Se da cuenta de que no ha preparado nada para que los invitados coman con queso.,Rex salió a por una baguette.,Lo corta en rebanadas finas y uniformes para que sea fácil de comer.,Rex hizo un largo viaje a través del océano.,Todos disfrutaron del queso y el pan.,2
79,Ali siempre toma el tren para ir a trabajar cada día.,"Un día estaba muy enferma, pero aun así fue a trabajar.",Trabajó duro todo el día e incluso se llevó el trabajo a casa.,Se subió al tren y se quedó dormida.,Era una empleada perezosa.,Perdió su parada y tuvo que tomar un autobús a casa.,2
80,El equipo de fútbol había trabajado duro toda la temporada.,Habían ganado todos los partidos y habían llegado al campeonato.,Sólo quedaban segundos en el reloj y el juego estaba empatado.,El mariscal de campo hizo un pase largo y el receptor anotó.,La multitud abucheó al equipo en voz alta.,La multitud se levantó de sus asientos y aplaudió con entusiasmo.,2
81,Vivimos en un edificio de gran altura.,"Un día el viento era fuerte, en parte debido a la altura del edificio.",El viento soplaba tanto las ramas de los árboles que mi esposa no podía dormir.,El viento también derribó el cable de internet.,Mi esposa y yo estábamos muy tristes de perder nuestra conexión a Internet.,Nos encantaba el viento fuerte y la falta de sueño.,1
82,Kate quería comprar un teclado nuevo para su computadora.,Ahorró durante meses para comprar un buen teclado.,¡Kate finalmente fue a Internet y pidió su teclado!,Esperó con entusiasmo durante días su llegada.,Entonces canceló su pedido.,Entonces su teclado llegó por correo.,2
83,Jon se graduó de la universidad y comenzó a buscar trabajo.,Solicitaba trabajos en su campo todos los días.,"Tres semanas después de que comenzara, recibió una llamada.",La persona que llamaba le preguntó si estaría interesado en una entrevista.,Jon aceptó.,Jon rechazó la oferta.,1
84,A Julie le encantaba leer todo lo que podía conseguir.,La mayor parte de su tiempo lo pasaba en la biblioteca.,Su biblioteca favorita estaba atendida por la Srta. Watson.,La Srta. Watson vio el amor de Julie por los libros y le ofreció un trabajo.,¡Julie aceptó con mucho gusto!,Julie le dio un puñetazo a su amiga en el ojo.,1
85,La familia de Amy iba a ir a Six Flags.,Se sentó pacientemente en el coche esperando a llegar.,Cuando llegaron se sentó de rodillas y observó el parque.,Esperó una hora en la fila para montar en la montaña rusa más grande.,Amy estaba muy emocionada de estar en el parque.,Amy pensó que el parque era aburrido.,1
86,Steve tenía prisa por ir al partido de fútbol.,"En la carretera, Steve condujo su coche muy rápido.",La patrulla de la carretera detuvo el coche de Steve.,El oficial le escribió una multa a Steve por exceso de velocidad.,Steve estaba contento.,Steve estaba molesto.,2
87,Mi hija fue a su primera fiesta de cumpleaños para una amiga.,Estaba tan emocionada de llegar a la fiesta.,No habló de otra cosa durante una semana.,Fue a la fiesta y se lo pasó muy bien.,Decidió no volver a ir a una fiesta.,"Cuando llegó a casa se quedó dormida inmediatamente, agotada.",2
88,Bob necesitaba dinero para comprar comida.,Estaba triste porque no podía comer porque no tenía dinero.,Decidió escribir un libro sobre su dura vida.,¡La gente elogió inmediatamente el libro y compró miles de ejemplares!,Las ganancias de la venta de libros le daban a Bob suficiente dinero para comer.,La reacción del público al libro significa que Bob todavía tiene hambre.,1
89,Acabo de completar mi primera maratón hoy.,Eran unas seis millas y trabajé muy duro.,Me entrené para ello durante unos tres meses.,Siempre ha estado en mi lista de cosas por hacer en la vida,Nunca he sido más feliz.,Estoy muy decepcionado conmigo mismo.,1
90,Bobby dobló su rollo de frutas en forma de avión.,Se enrolló el brazo y lanzó el avión tan fuerte como pudo.,"Era demasiado pesado, sin embargo, y se cayó como un ladrillo.",Bobby decidió que los aviones deberían estar hechos de papel.,Bobby tenía cinco años.,Bobby tenía 35 años.,1
91,Sam estaba mirando las estrellas una noche.,De repente se sentó en posición vertical.,¡Vió una estrella que se movía y brillaba!,Corrió a mostrárselo a su padre.,Su padre se rió porque la estrella era en realidad un avión con luces.,El padre de Sam estaba contento de que su hijo estuviera interesado en la geología.,1
92,John y Meg habían salido durante cinco años.,"John amaba a Meg, y quería casarse con ella.","Decidió pedirle matrimonio esta noche, después de una cita para ver una película.","Cuando salieron del cine, de repente cayó de rodillas.",Comenzó a gritar obscenidades a Meg.,Él le pidió que se casara con él.,2
93,Un hermoso puñado de plátanos colgando fuera de su alcance.,"Bobby intentó lanzar su zapato, pero se atascó.","Intentó trepar al árbol, pero se cayó.","Luego, golpeó furiosamente con una azada, pero era demasiado corta para alcanzarla.",Bobby estaba molesto porque él se llevó los plátanos.,Bobby fue al cobertizo a buscar una escalera para los plátanos.,2
94,Beth se estaba recuperando de una enfermedad.,Finalmente pudo comer después de 4 días.,"Aunque estaba mejor, no estaba bien.",Decidió tomar el viernes libre de la escuela y tomar tiempo para sanar.,Beth necesitaba descansar.,Beth jugó al fútbol en su viernes libre.,1
95,Rhonda compró unos calcetines rosados nuevos para usar.,Ella las amaba.,"Pero cuando se las quitó, se mezclaron con la ropa.","El día de la lavandería, lavó su ropa sin clasificarla.",Rhonda entonces decidió almorzar y devolver correos electrónicos.,"Lamentablemente, se arruinaron y Rhonda tuvo que comprar un par nuevo.",2
96,El mar era aterrador durante una tormenta.,Marcus odiaba la forma en que el barco se elevaba y se estrellaba.,Le hacía sentirse mal de estómago.,"Se acurrucó en su camarote y cerró los ojos, pero no ayudó.",Marcus estaba tan emocionado que comenzó a bailar.,Marcus luego vomitó por mareo.,2
97,"Ayer, Anna decidió tomar una siesta.",Se sentó cómodamente en su silla y cerró los ojos.,"¡Justo cuando se quedó dormida, el cachorro de su hija saltó en su regazo!",Ella estaba muy sorprendida.,"Ella se acurrucó con el adorable cachorro, feliz de verlo.",El gatito era muy lindo.,1
98,Chuck ama este bar cerca de su casa.,Va allí todo el tiempo con amigos.,Un día iba de camino y se dio cuenta de que estaba cerrado.,Había cerrado.,Chuck estaba molesto.,Chuck estaba feliz de que ese lugar finalmente cerró.,1
99,Steve estaba sentado en el café.,"Mientras estaba en el café, solía leer un libro.","Sin embargo, hoy se olvidó de su libro.",No tuvo más remedio que pensar mucho.,Steve completó su crucigrama en tiempo récord.,"Mientras pensaba, a Steve se le ocurrió una idea para una novela.",2
100,John estaba conduciendo a la tienda cuando se dio cuenta de que había olvidado su billetera.,Su licencia de conducir estaba en la cartera.,Las luces de la policía comenzaron a parpadear detrás de él.,"Después de detenerse, le dijo al oficial que había olvidado su billetera en casa.",John entonces procedió a agredir al oficial.,El oficial fue comprensivo.,2
101,Tom disfrutaba de los rompecabezas cuando era niño.,No estaba fuera de la aventura de la sala de escape.,Calmó su respiración y se preparó mentalmente.,"Treinta minutos después, salió de la sala de escape en tiempo récord.",Se sentía orgulloso de su logro.,Tom estaba molesto porque lo hizo mal.,1
102,Gina estaba aburrida mientras limpiaba su habitación.,Pero tenía que hacerse.,Ella decidió encender la radio.,Había una canción que nunca había oído antes.,Le gustó la canción.,Gina se vistió y se fue a trabajar.,1
103,Una pequeña tormenta de nieve atravesó una ciudad.,El techo de la escuela se dobló bajo el peso.,Un conserje subió a la cima para inspeccionar.,El techo tembló bajo el nuevo peso.,El techo estaba perfectamente bien.,El conserje estaba asustado.,2
104,Ayer fue mi cumpleaños.,"Para mi sorpresa, mis amigos planearon una fiesta para mí.",No podía creerlo.,La fiesta fue muy divertida.,Odié mi cumpleaños.,Fue la mejor fiesta de cumpleaños de la historia.,2
