,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
40,Neil var på rundtur i byen Fez.,Han smaka på det etniske kjøkkenet deira.,Så gjekk han og kjøpte suvenirar.,"Fez hadde òg gode gatekonsertsmenn, sa han.",Neil hadde det så gøy.,Neil og Fez blei bestevenner.,1
41,Eg trengte å ta hunden min ut på ein tur.,I kvartalet mitt treng ein lein.,Eg leita gjennom huset mitt etter båndet.,Eg fann ikkje det.,Eg bestemte meg for å ta hunden min med ut i hagen.,Eg lét hunden min gå inn i huset.,1
42,Det var ein lys og varm dag.,Så Joe tenkte det ville vera fint å gå ein tur.,Han bestemte seg for å gå til ein lokal kaffibutikk.,Men midtveis gjekk han og fekk vekk merka.,Så han sprang til kaffebarane.,Joe angrar at han gjekk ut.,2
43,Jen venta på ein pakke heile dagen.,Til slutt såg ho ein mann som gjekk opp til døra.,"Han leverte pakken, og ho tok han med seg inn.",Ho opna pakka med ein kniv.,I esken var det ein nyfødd baby.,Jen fann den nye kappa si inne i pakken.,2
44,Frank ville ikkje gjera leksene sine.,Han ville leke med meg på ein video.,Foreldra til Frank sa at han skulle gjera leksene sine først.,Frank fekk eit raseri og vart straffa.,Frank tapte alle dataspelet hans for ei veke.,Frank har eit heilt nytt speltitall.,1
45,Timmy var med i ein av dei tre kappingane på skulen hans.,Vinnaren har ein sjanse til å vinna ein $ 1000-studentsbeurs.,Timmy øvde seg på tre poeng heile helga.,Han var klar då dagen for tevlinga kom.,Timmy vann konkurransen.,Timmy gjekk på driving range på dagen for konkurransen.,1
46,Drake var på ei fest på fredag.,Han oppdaga at lommeboka hans hadde vorte stjålne frå kappa hans.,"Drake ringte straks politiet, men vesken blei ikkje funnen.",Drake konfronterte vertane til festinga om problemet.,Og vertelen sa til han at han ikkje visste det heller.,Drake sa til vertane at han ville delta i festane hans igjen.,1
47,Bob oppdaga at vogna hans hadde eit flat dekk.,Han hadde aldri bytt dekk før.,Han tok ut dekkjacken og jernet.,Han kunne ikkje fjerne boltene.,Bob ringde nokon for å laga det sprekke dekket hans.,Bob køyrde bilen sin til marknaden.,1
48,Jack er trøytt av å skriva e-post på nettbrettet sitt.,Han bestemmer seg for at han treng ein laptop.,Han undersøkjer ulike bærbare datamaskinar til han har funne den perfekte.,Til slutt gjekk han over det.,No elskar Jack å svara på mail.,Jack brukar no posttjenesten i staden for e-post.,1
49,Jake hadde hatt håret litt for langt.,Han hadde eit jobbintervju.,Han bad mora si klippa håret hans.,"Mor hans gav han eit fint klippe, profesjonelt hår.",Jake vaska hendene sine.,Jake fekk jobben.,2
50,Sean kom over i dag.,"Sam, Sean og eg spelte nokre spel.",Dei vart sjokkerte over kor dårleg eg var.,Dei sa at eg ikkje kunne spela meir før eg var frisk.,Eg vart verkeleg opprørt.,Eg var verkeleg fornøyd.,1
51,Sarah ville senda eit kort.,Ho gjekk til postkontoret.,Ho betalte for frimerke.,Ho la brevet i ein konvolutt.,Sarah leverte brevet sitt sjølv.,Brevet frå Sarah var snart på veg til målis.,2
52,Chuck var trøytt etter å ha jobba.,Han stengde arbeidet sitt ei stund.,Han opna forumet for å snakka med medarbeidarane.,"Etter å ha vunne dei vonde Zoltar-lønene, trengde han ein pause.",Chuck bestemte seg for å gå av jobben sin.,Så følde han seg tvinga til å gå tilbake til arbeidet.,2
53,Bob brukte plastposar til mat når han gjekk på kjøp.,Venen hans sa til han at plast ikkje er godt for miljøet.,Bob bestemte seg for å avstå frå plastposane sine.,Bob investerte i nokre gjenbrukelege kjøpesekk.,Bob brukte dei gjenbruke kjøpesekkane sine til å handla.,Bob heldt fram med å bruka plastposane sine til mat når han gjekk på kjøp.,1
54,Joe måtte laga eit portrett av seg sjølv for eit prosjekt.,Han ringte nokre lokale kunstnarar og spurde om prisane.,Ein av desse hadde eit rimeleg lønn.,Joe avtala eit møte med kunstnaren for å laga portrettet.,Joe var svært fornøyd med resultatet.,Kunstnaren måla ei Joe-kat.,1
55,Ann prøvde å slutte å røyke.,"Ho gjorde fleire forsøk, men mislyktast alltid.",Så søkte ho om å få eit nikotinplaster som kunne hjelpa henne.,Og det gjorde han òg!,Ann dobla mengda røykingar ho røykte kvar dag.,Ann fekk heldt på å slutte å røyke.,2
56,Jen vart sendt til tante si for sommaren.,Ho hata tanken på å vere borte frå biblioteket heile sommaren.,"Ho tok nokre bøker med seg, men ho ville gå gjennom dei fort.","Då ho kom dit, tok moster hennar henne med seg til eit spesielt rom i huset sitt.",Jen såg bøkene brenna i peisen.,Rommet var fullt av hyllar med bøker som appellerte til jenter.,2
57,I går var det tannrening for Rob.,Han er vanlegvis redd tannlege.,"Men det er ei ny, søt, ny sjukskvinne på kontoret.",Så han var verkeleg opprømt.,Rob følde seg frisk etter kolonoskopien.,Rob var lei av at den søte sykepleiaren ikkje kom.,2
58,Joe elska å eta jord.,Han laga laga laga mubbekaker kvar gong han fekk høve til det.,Han åt ei paje då han følde noko veldig hardt i munnen.,Joe hadde biten ned på ein stein og slått ut tannen sin.,Joe ville tygge på fleire steinar.,Joe bestemte seg for ikkje å eta jord igjen.,2
59,Rob har aldri vore på ei berg- og dalbane.,Vennene hans tilbød han ein gratis billett til Six Flags.,Rob bestemte at han kunne verta med.,Dei gjekk alle og venta i ei lang kø.,Rob hadde generøse vener.,Vennene til Rob var tankeløse.,1
60,Carly venta på at Sam skulle ringje henne.,Han lovde å gjera det på fredag.,"Det var no seint på ein laugardag, og ho hadde ikkje høyrt noko.",Til slutt bestemte ho seg for å ringje han.,Sam tok telefonen.,Carly bestilte mat over telefonen.,1
61,Amy kom heim frå skulen på bursdagen sin til eit tomt hus.,Ho var opprørt fordi alle hadde gløymt den spesielle dagen hennar.,Ho gjekk sorgleg inn i stua.,Brått kom venene og familien ut av gjemda.,Amy grin av glede.,Amy gjekk ut av rommet og forlét huset.,1
62,Pan prøvde å slå meg utan grunn.,"Eg var sint, men forsvarte ho.",Ho heldt fram med å kasta knytneven på meg.,"I eit forsøk på å stoppa henne, kasta eg henne på jorda.",Pan stoppa endeleg.,Eg gav Pan ein stor klem.,1
63,Becky har ein fetter som heiter Ashley.,Becky og Ashley var vener då dei var små.,Ashley byrja å vere dumme då ho voks opp.,Ho vart fengsla for å ha stjålet tamponger frå ein butikk.,Becky mista kontakten med ho.,Becky er stolt av Ashley.,1
64,Barnet til Pam og Tom sov lett.,Den tankeløse naboen deira lét ofte hunden sin vera ute og gøyr heile dagen.,"Kvar gong Pam fekk barnet sitt til å sova, byrja hunden å gø.",Pam fantiserte om å løyse hunden slik at han kunne rømma.,Ein natt lét Pam kattene sine koma inn i heimen.,Ein natt bestemte Pam seg for å løysa hundane.,2
65,May blei akseptert på college i Fredonia.,Ho tok bussen til den nye skulen sin.,Ho utforskte campus.,Ho likte alt ho såg.,Ho gjekk ikkje på skule.,Ho likte professorar frå heile Europa.,2
66,Mary trong å få trekt tenn.,Ho ville at tannlegen skulle sovna henne.,Han kunne ikkje gjera anna enn å bedøve området med Novocaine.,Mary stirra på han i raring.,"Etter å ha sett uttrykket hennar, kunne tannlegen hjelpa Mary.",Mary gjekk frå tannlegen i eit godt humør.,1
67,Ford var stolt av den høge gjennomsnittet hans.,Han arbeidde kvar kveld med oppgåver for å bli betre.,Vennane hans åtvara han om at han gjekk glipp av moroa.,Seinare i livet vart Ford ein suksessfull advokat.,Ford var lei seg over at han hadde oppnådd så mykje.,Ford var stolt av prestasjonane sine.,2
68,Kona mi seier at eg manglar lidenskap.,At eg ikkje har mange hobbyer eller interessar.,"Eg prøvde å argumentere, men kunne ikkje.",Eg innsåg at ho hadde rett.,Eg bestemte meg for å endra.,Eg er ugift.,1
69,Nina ville ha ein fin Halloween-kostym.,Men ho hadde ikkje råd til noko fancy.,Ho såg gjennom huset sitt etter ide.,Så fann ho eit flott skodespelar for gratis.,Nina kjøpte eit leiktøy.,Nina var opprømt.,2
70,Veronika likte å gå på tur i skogen.,Ein dag var ho på ein tur og fann eit trehus.,Ho klatrer opp på stigen og er forbauka over alle dei tinga som er i huset.,Det var fullt møblert med møbler og tepper.,Veronika likte ikkje trehuset særs mykje.,Veronika bestemmer seg for å vitja trehuset oftere.,2
71,Det var ein vakker vårdag tidleg i mars.,Tracey bestemte seg for å gå ein tur i skogen bak huset sitt.,Ho høyrde ein speid og byrja å leita etter han i trea.,Ho snubla over ei rot og fall på stien.,Tracey sprang heim att.,Tracey overførte fallane sine.,2
72,Bob var veldig tørst og ville ha ein soda.,Dessverre hadde han ikkje pengar.,Bob gjekk inn på ein bensinstasjon og spurde om han kunne få ein soda.,Kassereren spurde han om han hadde pengar.,Han sa nei og gjekk ut av bensinstasjonen.,Han bestemte seg for å gå på ein løype.,1
73,Jim venta på flyplassen.,Kona hans ville vore der om ein time.,Han var særs kjedeleg.,Han bestemte seg då for å ta opp boka si.,Jim såg kona si etter ein time.,Jim køyrde bort før kona hans kom.,1
74,Joe ville verkeleg gå på Columbia University.,Han var ein veldig hard lærar. Han spelte med i fotballlaget.,Han vart sett på ventingelista.,"Sjølv om han var skuffa, gjorde han sitt beste til det siste.",Joe var framleis veldig stolt av det harde arbeidet sitt.,Joe bestemte at han ikkje ville gå på college.,1
75,"Tami, Ginas veninne, hadde ei mappe som ho ikkje ville at nokon annan skulle ha.","Gina ville ha ein, men visste ikkje kvar ho kunne få ein.",No hadde Tami ein ny Lisa Frank som var leiaren for fangsten hennar.,Gina var sjalu fordi ho ville ha ein også.,Gina gjekk på eBay og fann ein ho kunne betale for.,Gina klipte heile hagen og hadde ingen hjelp frå nokon.,1
76,Leah hadde eit vakkert juletre i huset sitt.,Ein dag gjekk ho ut for å handla.,"Då ho kom tilbake, vart treet knekke om.",Katten hennar hadde klatret opp på han og trekt han ned!,Leah bestemte seg for at ho likte treet på golvet betre enn å stå.,Leah tukta katten sin.,2
77,Peter hadde brukt den same stolen i åravis.,Det var blitt slitent.,"Han bestemte seg for å kjøpa ein ny, meir komfortabel stol.","Då han kom, var Peter svært glad.",Peter tenkte det kanskje var meir komfortabelt enn det gamle.,Peter lét hunden sin bruke stolen for seg sjølv.,1
78,Rex er klar for å feste i kveld.,Han innsett at han ikkje har laga noko til gjestene å eta med ost.,Rex går ut og tek ei bagett.,"Han skjærer det i tynne, jamne skiver for å gjera det lett å eta.",Rex gjekk på ei lang reise over havet.,Alle likte ost og brød.,2
79,Ali tek alltid toget for å koma til jobb kvar dag.,"Ein dag var ho veldig sjuk, men gjekk likevel på jobb.",Ho arbeidde hardt heile dagen og tok til og med arbeid med seg heim.,Ho steig på toget og sovna.,Ho var ein lat arbeidar.,Ho mista stoppestaden sin og måtte ta bussen heim.,2
80,Fotballlaget hadde arbeidd hardt heile sesongen.,Dei hadde vunne alle kampane og vart til VM-gamer.,"Det var berre få sekund igjen på timen, og kampen var enda.","Quarterbacken kastar ein lang pass, og mottakaren skorar.",Folkemengda booed laget høgt.,Folkehopen reiste seg alle opp frå plassene sine og klappa vilt.,2
81,Vi bur i ein høgklossarbygning.,"Ein dag var vinden sterk, delvis på grunn av høgda til bygningen.",Vindet blåste tregren så mykje at kona mi ikkje kunne sova.,Vindet reiv òg ned internettkabeln.,Kona mi og eg var veldig misunnelege over å mista internettforbindinga vår.,Vi likte den sterke vinden og mangelen på søvn.,1
82,Kate ville kjøpa eit nytt tastatur til datamaskina si.,Ho spara i fleire månader for å få råd til eit godt tastatur.,Kate gjekk endeleg online og bestilde keyboardet sitt!,Ho venta spent i fleire dagar på at han skulle koma.,Så kansellerte ho.,Seinare fekk ho ein ny bordspelar.,2
83,Jon tok eksamen frå høgskole og byrja å søkja arbeid.,Han søkte om ein jobb på sitt område kvar dag.,"Tre veker etter at han byrja, blei han oppringt.",Den som ringde spurde om han var interessert i å bli intervjud.,Jon godkjende.,Jon avviste tilbodet.,1
84,Julie elska å lesa alt ho fekk tak i.,Mesteparten av tida hennar var på biblioteket.,Favorittbiblioteket hennar var bemanna av Miss Watson.,Miss Watson såg at Julie elska bøker og tilbød henne ein jobb.,Julie godtok med glede!,Julie slo venen sin i auget.,1
85,Familjen hennar var på veg til Six Flags.,Ho sat tålmodig i bilen og venta på å koma.,"Då dei kom dit, sette ho seg på kne og såg ut i parken.",Ho venta i kø i ein time for å få ri på den største berg- og dalbane-fjellet.,Amy var verkeleg spent på å vere i parken.,Amy meinte at parken var kjedeleg.,1
86,Steve hadde skund til å koma til fotballkampen.,På motorvegen køyrde Steve bilen sin veldig fort.,Straumgarden stoppa bilen hans.,Offiseren skreiv ut ein bøte til Steve for å ha kjørt for fort.,Steve var glad.,Steve var opprørt.,2
87,Dottera mi gjekk til den fyrste bursdagsfeira hennar for ein ven.,Ho var så spent på å halde fest.,Ho snakka ikkje om noko anna i ei viku.,Ho gjekk til fest og hadde det fantastisk.,Ho bestemte seg for aldri å gå på fest att.,"Då ho kom heim, fall ho i søvn med ein gong, utslept.",2
88,Bob trong pengar til å kjøpa mat.,Han var trist fordi han ikkje kunne eta fordi han ikkje hadde pengar.,Han bestemte seg for å skriva ei bok om det vanskelege livet sitt.,Folk roste boka med ein gong og kjøpte tusenvis av eksemplar!,Profittet frå salget av boka gav Bob nok pengar til å eta.,Reaksjonen frå offentligheten på boka tyder at Bob framleis er svolten.,1
89,Eg fullførte første maraton i dag.,Det var cirka seks miles og eg jobbet verkeleg hardt.,Eg trena for det i om lag tre månader.,Eg har alltid hatt det på mi liste over alle eg har gjort,Eg har aldri vore lykkelegare.,Eg er verkeleg skuffa over meg sjølv.,1
90,Bobby foldte fruktpakken sin i form av eit fly.,Han samla armane og kasta flyet så hardt han kunne.,"Det var altfor tungt, og fall som ein murstein.",Bobby bestemte at fly skulle laga av papir.,Bobby var fem år gamal.,Bobby var 35 år gamal.,1
91,Sam var stjerneutøvar ein natt.,Plutseleg sat han bolt oppreist.,"Han såg ein blinkande, bevegeleg stjerne!",Han sprang for å visa det til faren sin.,Far hans grin om han såg at stjerna var ein stråleflygning med lys.,Sam si far var glad at sonen hans var interessert i geologi.,1
92,John og Meg hadde vore saman i fem år.,"John elska Meg, og ville gifta seg med henne.",Han bestemte seg for å gifta seg med henne i kveld etter ein film-date.,"Då dei gjekk ut av biografen, fall han plutseleg på kne.",Han byrja å skrike vanære på Meg.,Han spurde henne om å gifta seg med han.,2
93,Ei vakker haug med bananar som hang der ute av rekkevidde.,"Bobby prøvde å kasta skoen sin, men han vart sitjande fast.","Han prøvde å klatra opp i treet, men han fall.","Seinare slo han han rasande med ein hakke, men han var for kort til å nå.",Bobby var opprørt over at han fekk bananane.,Bobby gjekk inn i skuren for å henta ei stige for å få bananane.,2
94,Beth var på bedring etter ei sjukdom.,Ho fekk endeleg mat etter 4 dagar.,Ho må ha vore litt betre. Ho må ha vore litt sjukare.,Ho bestemte seg for å ta fredag fri frå skulen og ta seg tid til å helbrede seg.,Beth trong å hvile.,Beth spelte fotball på fridagen hennar.,1
95,Rhonda kjøpte nokre nye rosa sokkar å ha på seg.,Ho elska dei.,"Men då ho tok dei av, blei dei blanda med anna vask.",På vaskingsdagen vaska ho kleda utan å sortera dei.,Rhonda bestemte seg for å eta lunsj og svara på e-post.,"Dessverre vart dei øydelagde, og Rhonda måtte kjøpa eit nytt par.",2
96,Havet var skumle under ein storm.,Marcus hatet korleis båten gjekk opp og ned.,Det gjorde han sjuk i magen.,"Han krøymde seg i hytte og lukka augo, men det hjelpte ikkje.",Marcus var så begeistrad at han byrja å dansa.,Marcus vomma etterpå av sjøsykdom.,2
97,I går bestemte Anna seg for å ta ein tupplur.,Ho sette seg komfortabel i stolen sin og lukka augo.,"Akkurat då ho sovna, hoppa valpen hennar inn i føtene hennar!",Ho var svært overraska.,"Ho klemte den søte valpen, glad for å sjå han.",Kattungen var veldig søt.,1
98,Chuck elskar denne baren ved huset sitt.,Han går dit heile tida med vener.,Han var på veg dit ein dag og merka at det var stengt.,Dei hadde gått bort frå kvarandre.,Chuck var opprørt.,Chuck var glad fordi dei omsider hadde stengt.,1
99,Steve sat i kaféet.,"Medan han var på kaféen, las han vanlegvis ei bok.",Men i dag gløymde han boka si.,Han hadde ikkje noko anna val enn å tenkja mykje.,Steve fullførte krossgrepet sitt på rekordtid.,"Medan han tenkte, fekk Steve ei roman-ide.",2
