,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
18,Gina ရဲ့အစ်မက မှန်စတွေပေါ် သူ့ခြေချင်းဝတ်ကို ဖြတ်တယ်။,သွေးဟာ သူ့ခြေထောက်ကနေ ဖိနပ်ထဲထိ စီးသွားတယ်။,သွေးတွေ့တော့ သူအိမ်ကို ပြေးသွားတယ်။,Gina က သူမနောက်ကို လိုက်ပြေးပေမဲ့ သူမ လိုက်နိုင်ခဲ့ဘူး။,သူတို့အားလုံး အိမ်ရောက်တော့ ရေခဲမုန့်စားကြတယ်။,ဂျင်းနားရဲ့ ညီမဟာ ဆရာဝန်ဆီ သွားခဲ့တယ်။,2
19,ကလေးတစ်ယောက်က တတိယတန်းမှာပါတယ်,သူဟာ တော်တော်လေးကို တော်ခဲ့ပါတယ်၊ ဒါပေမဲ့ စာဖတ်ရတာကျတော့ ခက်ခဲပါတယ်။,သူအော်ဟစ်ဖတ်လိုက်တိုင်း သူ့အတန်းဖော်တွေက သူ့ကို လှောင်ကြတာပေါ့။,နေ့တိုင်း စာဖတ်လေ့ကျင့်တယ်။,ကောင်လေးက သူဘယ်တော့မှ တိုးတက်မလာတာကို လက်ခံခဲ့တယ်။,စာဖတ်တာမှာ သူတော်ကောင်းခဲ့တယ်,2
20,Rosie ရဲ့ အတန်းက ပါတီလေးတစ်ခု လုပ်နေတယ်။,လူတိုင်းအတွက် သစ်သီးဆလပ်ရွက် လုပ်ဖို့ ဆုံးဖြတ်လိုက်တယ်။,သူမဟာ အသီးအနှံအတွက် ငွေအမြောက်အများသုံးပြီး အသီးအနှံပြင်ဆင်ဖို့ အချိန်အတော်ယူခဲ့ပါတယ်,ပါတီနေ့မှာ သူမဟာ သကြားလုံးအိုးကြီးတစ်လုံး ဖောက်ထွင်းခဲ့တယ်။,Rosie ရဲ့အတန်းက သစ်သီးဆလပ်ရွက်ကို မျှဝေခဲ့တယ်။,Rosie ဟာ သူ့အိမ်မှာ ရေခဲသေတ္တာထဲမှာ သစ်သီး ဆလပ်ရွက် အိုးကို ထားခဲ့တယ်။,1
21,Kelly ဟာ သူ့ဖုန်းသစ်ရတာကို ပျော်နေတယ်။,သူမဟာ ဒါကို နေရာတိုင်း ယူသွားခဲ့တယ်။,ကံဆိုးချင်တော့ သူမ ရိုက်ချိုးလိုက်တယ်။,ဒါပေမဲ့ ကံကောင်းချင်တော့ သူမက ပြင်ပေးလို့ ရခဲ့ပါတယ်။,ဆိုင်က သူမကို ပြင်ခိုင်းတယ်။,Kelly က ဖုန်းအသစ်ကို ဝယ်လိုက်တယ်။,1
22,ကောလိပ်တက်နေတုန်း လူကြီးတစ်ယောက်နဲ့ ဆုံခဲ့တယ်။,ကျွန်မက ၂၂ နှစ်၊ သူက ၃၈ နှစ်ပါ။,ကျွန်မတို့မှာ ကောင်းမွန်တဲ့ နားလည်မှုတစ်ခုရှိခဲ့ပြီး အတူတူ ပျော်ရွှင်ခဲ့ကြတယ်။,ကျွန်မ အဲဒီမှာ ရှိစဉ် တစ်ချိန်လုံး အတူတူ ရှိခဲ့ကြတယ်။,[စာမျက်နှာ ၂၂ ပါ ရုပ်ပုံ],အဲဒီတုန်းက အဆိုးဝါးဆုံး အမှတ်ရမှုတွေ ရှိခဲ့တယ်။,1
23,Bob က ကျောင်းပြဇာတ်မှာ ပါဝင်ချင်ခဲ့တယ်။,သူဟာ ဒီခန်းမကို ဂရုတစိုက် လေ့လာခဲ့တယ်။,သူ့စကားလုံးတွေကို မကြာခဏ လေ့ကျင့်တယ်။,သူပါဝင်ခဲ့တဲ့ စစ်ဆေးတဲ့နေ့ကကဆို အတော်ကောင်းခဲ့တယ်။,Bob ဟာ အရမ်းကို ဂုဏ်ယူခဲ့တယ်။,Bob ဟာ အင်မတန် ရှက်မိပါတယ်။,1
24,Jackie ကို အဌမတန်း အခန်းစောင့်သူအဖြစ် ခန့်ထားတယ်။,သူမဟာ အတန်းထဲမှာ အားကျစရာပါ။,[စာမျက်နှာ ၂၃ ပါ ရုပ်ပုံ],Jackie ရဲ့ ခန်းမဝင် လက်မှတ်တွေကို ခိုးယူကြလိမ့်မယ်။,ကျောင်းအုပ်ကြီးက အော်ဟစ်တတ်တဲ့ အတန်းဖော်တွေကို ကျောင်းက ထုတ်လိုက်တယ်,[စာမျက်နှာ ၂၃ ပါ ရုပ်ပုံ],1
25,ကျွန်မအဖေ ကားသစ်တစ်စီးဝယ်လိုက်တယ်,အဲဒါကို ကျင်းပဖို့အတွက် ကျွန်မတို့ အားလုံးဟာ ကားနဲ့ သွားခဲ့ကြတယ်။,ကားတစ်စီးက ရပ်ကြဉ်တိုင်ကို ကျော်ပြီး ကျွန်မတို့ကို ဝင်တိုက်လိုက်တယ်။,ပြတင်းပေါက်ကို ပြုတ်ကျလောက်အောင် ရိုက်မိခဲ့တယ်။,ကျွန်မက အပြင်ကိုတက်လိုက်တယ်၊ ကျွန်မနဲ့ အဖေက အဆင်ပြေပါတယ်။,နှစ်ယောက်စလုံး ကားနဲ့တိုက်မိတယ်။,1
26,ကျွန်မ တူက Frozen ရုပ်ရှင်ကို ကြိုက်တယ်။,သူမက အမြဲတမ်း ဒါကို ဝတ်ချင်တာလေ။,သူမဟာ အိမ်တစ်ဝိုက်မှာ သီချင်းဆိုနေတာပေါ့။,အော်ဟစ်တာကို ကြိုက်တယ်။,သူမဟာ ဒါကို အထပ်ထပ် ဆိုတယ်။,သူမဟာ အားကစားကို နှစ်သက်ပြီး မင်းသမီးလို အရာတွေကို မုန်းတယ်။,1
27,Alex က သူ့အသင်းက ၂ မှတ်ရှုံးနေချိန်မှာ ကွင်းထဲကို လှိမ့်ဝင်လာခဲ့တယ်။,အမှတ်သင်ပုန်းကို သူကြည့်လိုက်တော့ ငါးစက္ကန့်ပဲကျန်တော့တာ သူမြင်ခဲ့တယ်။,သူ့စိတ်က ပွင့်လင်းတဲ့ လူကိုရှာရင်း ပြေးနေတယ်။,ခံစစ်သမားတွေက အသင်းဖော်တွေကို ကော်လို ကပ်နေခဲ့တယ်။,သူ့အသင်းဟာ ပွဲကို နိုင်ခဲ့တယ်။,သူဟာ သုံးချက်ပစ်ဖို့ ကြိုးစားခဲ့ပေမဲ့ မအောင်မြင်ခဲ့ပါ။,2
28,စာကြည့်တိုက်ထဲဝင်ပြီး ထိုင်လိုက်တယ်။,လှည့်ပတ်ကြည့်လိုက်တော့ ကလေးတစ်ယောက်ကို သတိထားမိတယ်။,သူက ကျွန်တော့ကို ခဏကြာ ကြည့်နေတယ်။,ကျွန်မ စိတ်ပျက်လာပြီး ထိုင်ခုံက မတ်တပ်ထလာတယ်။,ကောင်လေးဘာလုပ်နေလဲဆိုတာ ဂရုမစိုက်ခဲ့ဘူး။,သူ့မှာ ဘာပြဿနာရှိလဲလို့ သူ့ကိုမေးလိုက်တယ်။,2
29,Iva နဲ့ Brant တို့ဟာ ကလေးရဖို့ ကြိုးစားနေခဲ့တယ်။,သူတို့ ခြောက်လကြာ ကြိုးစားခဲ့ပေမဲ့ အောင်မြင်မှု မရခဲ့ပါ။,[စာမျက်နှာ ၂၃ ပါ ရုပ်ပုံ],ဒါပေမဲ့ ဆရာဝန်က ပြုံးနေတာ တွေ့တယ်။,Brant က ကလေးကို ပြန်ပေးဆွဲဖို့ သူ့အစီအစဉ်ကို ဖျက်သိမ်းလိမ့်မယ်။,သူတို့မှာ ကလေးတစ်ယောက်ရှိနေတာကို သိရတာ ပျော်ကြမှာပါ။,2
30,ကတ်သရင်းဟာ ကော်လင်း အားကစားကို အမြဲစိတ်ဝင်စားခဲ့တယ်။,Catherine ဟာ အားကစားသမားတွေကို တီဗီမှာ ကြည့်ရတာကို ကြိုက်တယ်။,တစ်နေ့မှာတော့ Catherine ဟာ ကာလင်း လေ့ကျင့်ခန်းကို သွားဖို့ ဆုံးဖြတ်လိုက်တယ်။,လေ့ကျင့်ခန်းလုပ်ရင်း အားကစားသမားတစ်ယောက်က Catherine ကို ကစားဖို့ ဖိတ်တယ်။,Catherine ဟာ နေ့တိုင်း စလေ့ကျင့်ခဲ့ပြီး အတော်လေး ကျွမ်းကျင်လာခဲ့တယ်။,ကတ်သရင်းက ကတ်ကြေးဆွဲတာ ပျင်းစရာပုံပေါက်တယ်တဲ့။,1
31,Francis ဟာ ကားမောင်းသင်ဖို့ အမြဲတမ်း စိတ်ထက်သန်တယ်။,နောက်ဆုံးတော့ သူ့အသက်က ကားမောင်းလိုင်စင်ရလောက်ပြီ။,လိုင်စင်ရဖို့ Francis ဟာ ကြိုးစား သင်နေတယ်။,သူဟာ ကားမောင်းသင်တန်းမှာ လွယ်လွယ်နဲ့ အောင်ခဲ့တယ်။,Francis ဟာ သူ့ရဲ့အောင်မြင်မှုအတွက် တကယ်ကို ဂုဏ်ယူတယ်။,Francis က အများသုံးယာဉ်ကို ရွေးချင်တယ်လို့ ဆုံးဖြတ်လိုက်တယ်။,1
32,မနေ့က The Nutcracker ကို ကြည့်ရင်း ပျော်ရွှင်မိခဲ့တယ်။,ကျွန်မ ဒါကို လုံးဝ ကြိုက်တယ်။,ကချေသည်တွေ စင်ကို လှပစွာ လှပအောင် ကပြခဲ့ကြတယ်။,ဒီပွဲကို ကြည့်ရတာ ဂုဏ်ယူပါတယ်။,ဒါကို နောက်တစ်ခါ မမြင်ရဘူးလို့ ကျိန်ဆိုခဲ့တယ်။,ကျွန်မ ဒါကို ထပ်မြင်ချင်တယ်။,2
33,မနက် ၈ နာရီခွဲမှာ ကျွန်မအတန်းအတွက် အိပ်ရာထတယ်။,အိပ်ချင်စဲစဲနဲ့ အိပ်ရာကထပြီး ရေချိုးလိုက်တယ်။,မနက်စာကို အလျင်အမြန်စားပြီး အတန်းကို စလျှောက်ခဲ့တယ်။,စာသင်ခန်းရဲ့ မိနစ် ၅၀ အပြီးမှာ ကျွန်မဟာ အဆောင်ကို လမ်းလျှောက်ပြန်တယ်။,ကျွန်မ စာသင်ခန်းကို ပြန်သွားဖို့ ဆုံးဖြတ်လိုက်တယ်။,အဲဒီကိုရောက်တော့ တစ်မှေးအိပ်မိတယ်။,2
34,Gary ဟာ Lisa ရဲ့ အာရုံစိုက်မှုကို ဆွဲယူချင်ခဲ့တယ်။,တစ်နေ့မှာ သူက လီဆာကို ကဗျာတစ်ပုဒ်ရေးဖို့ ဆုံးဖြတ်လိုက်တယ်။,နောက်နေ့ ကျောင်းမှာ ဂယ်ရီက လစ်ဇာကို စင်္ကြံမှာ တွေ့တယ်။,Gary က Lisa ကို ပြုံးပြပြီး ကဗျာကို ကမ်းပေးတယ်။,Gary က Lisa ကို ပြင်းထန်စွာ ရိုက်လိုက်ပြီး ထွက်သွားတယ်။,Lisa ကလည်း Gary ကိုကြိုက်တယ်လို့ ဝန်ခံတယ်။,2
35,Carlos က ပြင်သစ်ကို အမြဲသွားချင်ခဲ့တာ။,မသွားခင် ပြင်သစ်စကား သင်သင့်တယ်လို့ သူဆုံးဖြတ်တယ်။,ညနေခင်း စာသင်ခန်းကို သွားပြီး ကြိုးစားသင်ယူတယ်။,နောက်ဆုံး Carlos ဟာ ပြင်သစ်စကား ကောင်းကောင်း ပြောနိုင်တယ်။,Carlos ဟာ ဩစတြေးလျကို လေယာဉ်နဲ့ သွားဖို့ စာရင်းပေးတယ်။,Carlos ဟာ ပြင်သစ်စာကို ပါရီခရီးစဉ်မှာ အကောင်းဆုံး အသုံးချတယ်။,2
36,Lars က ဓာတ်ပုံပညာကို အမြဲတမ်း စမ်းသပ်ချင်ခဲ့တယ်။,သူ့မိတ်ဆွေက ဓာတ်ပုံသမားကောင်းဆိုပေမဲ့ သူ တစ်ခါမှ မကြိုးစားခဲ့ဘူး။,တစ်နေ့တော့ သူ ရိုးရိုးလေး၊ အရည်အသွေးမြင့် ကင်မရာတစ်လုံးဝယ်လိုက်တယ်,အဲဒီနေ့ကစပြီး Lars ဟာ သဘာဝကို နေ့တိုင်း ရိုက်ကူးခဲ့တယ်။,Lars ဟာ ဓာတ်ပုံပညာကို နှစ်သက်လာခဲ့တယ်။,Lars က ဓာတ်ပုံပညာကို မုန်းတယ်။,1
37,ကျွန်မ အီလက်ထရောနစ်ပစ္စည်းဆိုင်က တီဗီတစ်လုံးဝယ်ခဲ့တယ်။,ဒါက ကြည်လင်ပြတ်သားမှုမြင့်တဲ့ အရည်အသွေးရှိတဲ့ ဖန်သားပြင်ကြီးပါ။,ဝန်ထမ်းက အဲဒါအတွက် အာမခံကို ဝယ်ပေးရန် ပြောတယ်။,တစ်ပတ်အကြာမှာ တီဗွီက နံရံကနေ ကျသွားပြီး ပြိုကျသွားတယ်။,အာမခံနဲ့ ပြင်ပေးလိုက်တာပါ,ဝန်ထမ်းဟာ နောက်ပိုင်းမှာ သေဆုံးနေတာကို တွေ့ရှိခဲ့ပါတယ်။,1
38,Ryan က ပန်းခြံတစ်ခုမှာပေါ့။,နောက်ပြီး ကလေးမလေးတစ်ယောက်ကို ပူဖောင်းတစ်လုံး ကိုင်ထားတာကို တွေ့ရတယ်။,ပန်းခြံကနေထွက်ခါနီး သစ်ပင်တစ်ပင်မှာ ပိတ်မိနေတဲ့ ပူဖောင်းတစ်လုံးကို တွေ့တယ်။,သူက ပူဖောင်းကိုယူဖို့ သစ်ပင်ပေါ်တက်တယ်။,Ryan က ရည်ရွယ်ချက်ရှိရှိနဲ့ ပူဖောင်းကို ပေါက်ကွဲစေတယ်။,Ryan က ကောင်မလေးကိုတွေ့ပြီး ပျောက်သွားတဲ့ ပူဖောင်းကိုပေးတယ်။,2
39,Jenn ရဲ့မန်နေဂျာက သူမရဲ့ ကိုယ်ရေးအကျဉ်းကို တင်ပေးဖို့ပြောတယ်။,သူ့ရဲ့ ကိုယ်ရေးအကျဉ်းဟာ ပုံစံမကျတာ သူသိခဲ့တယ်။,သူမဟာ မှန်ကန်တဲ့ ပုံစံငယ်ထဲတွင် အကြောင်းအရာ အားလုံးကို ထည့်ပေးခဲ့တယ်။,သူမရဲ့ နောက်ဆုံးအလုပ်အကြောင်း အချက်အလက်တွေထည့်ပြီး အလွတ်သဘော အမှာစာကို မွမ်းမံတယ်။,နောက် သူမရဲ့ မန်နေဂျာဆီ ပို့လိုက်တယ်။,Jen ဟာ ပန်းကန်ဆေးတာကို မုန်းတယ်။,1
40,Neil ဟာ Fez မြို့ကို လှည့်လည်နေခဲ့တယ်။,သူဟာ သူတို့ရဲ့ တိုင်းရင်းသား အစားအစာတွေကို စားကြည့်ခဲ့တယ်။,နောက်ပြီး အမှတ်တရ ပစ္စည်းတွေဝယ်ဖို့ ထွက်ခဲ့တယ်။,ဖက်စ်မြို့တွင် လမ်းပေါ်တွင် ဖျော်ဖြေသူများလည်း ရှိခဲ့ကြောင်း ၎င်းက ဆိုသည်။,Neil က အရမ်းပျော်ခဲ့တယ်။,Neil နဲ့ Fez ဟာ အခင်ဆုံး မိတ်ဆွေတွေဖြစ်လာခဲ့တယ်။,1
41,ကျွန်မခွေးကို လမ်းလျှောက်ထွက်ဖို့ ခေါ်သွားရတယ်,ကျွန်မ ရပ်ကွက်မှာ သော့ခလောက်လိုတယ်။,အိမ်ကို ပတ်ပြီး ကြိုးရှာတယ်။,ကျွန်တော် ရှာမတွေ့ခဲ့ဘူး။,ခွေးကို အိမ်နောက်ဖေးကို ခေါ်သွားဖို့ ဆုံးဖြတ်ခဲ့တယ်။,ကျွန်မခွေးကို အိမ်ထဲဝင်ခွင့်ပေးလိုက်တယ်။,1
