,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
10,Bob kartis oma esimest päeva töötamist kiirtoidukaupluses.,"Ta kavatses oodata, et panna oma peened mereväevormid selga.",Bob sai pärast vormi kandmist kalaburgerit tegema hakata.,"Tal oli nii palju tegemist, et ta unustas oma tänava riided tagasi vahetada.","Bob armastas seda riietust nii väga, et näitas seda oma sõpradele.",Bob läks pärast tööd meremehe kostüümi selga.,2
11,Sõber tuli külla.,"Ütlesin talle, et mu koer hammustab.",Ta ei kuulanud.,Ta üritas teda hellitada ja temaga mängida.,Mu koer hammustas teda.,Mu koer jooksis minema.,1
12,Lester on alati tahtnud olla rohkem kunstnik.,Ühel päeval otsustab ta proovida joonistada lilli.,Ta istub ilusa orhidee ees ja hakkab joonistama.,Lesteri joonistus tuleb väga hästi välja.,Ta ripub selle pildi oma elutoas seinale.,Ta otsustas enam kunagi midagi joonistada.,1
13,Pablolle meeldivad ussid.,"Ta luges koolis raamatut, kuidas seda teha.",Ta praab neid oliiviõlis.,Ta teeb seda vähemalt kord kuus.,Pablole meeldivad ussid ja ta peab neid delikaatseks.,Pablolle ei meeldi ussid süüa.,1
14,Kira on alati armastanud Jaapani kultuuri.,Paljud tema lemmikfilmid olid jaapanikeelsed.,"Ta otsustas, et ta läheb sinna.",Ta oli aastaid raha säästnud.,Ta kulutas kõik raha kingadele.,See oli tema elu parim reis.,2
15,Glenil oli tuju jalutama minna.,Ta pani oma jakki selga ja läks välja.,Kõndides kõnniteel komistas ta ja murdis põlve.,Glen tõusis tagasi ja kõndis kõndis tagasi oma majja.,Glen jookseb oma parima maratoni aja.,"Glen vandus, et ta ei kõnni enam kunagi.",2
16,Jeesus veetis päeva mööbli polerides.,"Kui öö lähenes, vaatas ta üle oma tehtud tööd.",Kõik oli särav ja uus.,Jeesus kutsus kõik oma sõbrad sel õhtul peole.,"Nad ütlesid, et tema mööbel on kena.",Tema sõbrad poleerisid tema mööblit.,1
17,Ma käisin hiljuti poodi.,"Kui ma väljapääsu mööda läksin, tundsin külma, kõva terasest käe külge.","Ma olin šokeeritud, et mind auto alla lüüa sai!","Autojuht vabandas, kui nägi, et mind lüüakse.","Ütlesin, et kõik on korras ja läksin minema.",Autojuht sai minu peale väga vihaseks.,1
18,Gina õde lõikas klaasipurkiga oma pahkluu.,Veri jooksis tema jalast alla ja tema kinga sisse.,"Kui ta nägi verd, jooksis ta koju.","Gina jooksis talle järele, aga ei suutnud kinni hoida.","Kui nad koju jõudsid, sõid nad kõik jäätist.",Gina õde läks arsti juurde.,2
19,Üks poiss oli kolmandas klassis.,"Ta oli väga tark, kuid lugemisest oli raske aru saada.","Kui ta luges seda valjusti, naerisid klassikaaslased talle.",Ta hakkas iga päev lugemist harjutama.,"Väike poiss nõustus, et ta ei muutu kunagi paremaks.",Aasta lõpus oli ta lugemiseksami puhul edukas.,2
20,Rosie klass oli väikese pidu.,Ta otsustas kõigile puuviljalasalati teha.,Ta kulutas palju raha puuviljade ostmiseks ja palju aega nende valmistamiseks.,Peoletu päeval võttis ta suure kaussi puuviljalaadi.,Rosie klass jagas puuviljalatu.,Rosie hoidis oma kodus külmikus puuviljalaadi.,1
21,"Kelly oli õnnelik, et tal uus telefon on.",Ta võttis selle kõikjale kaasa.,Kahjuks ta purustas selle.,Õnneks õnnestus tal seda parandada.,Pood andis talle selle parandamiseks õiglase hinnaga.,Kelly ostis uue telefoni.,1
22,"Kui ma ülikoolis käisin, kohtasin ma vanemat meest.",Ma olin 22 ja tema 38 aastat vana.,Meil oli hea arusaam ja meil oli koos hea aeg.,"Me olime koos kogu selle aja, kui ma seal olin.",Mul on sellest ajast meeldivad mälestused.,Mul on sellest ajast negatiivseid mälestusi.,1
23,Bob tahtis kooli näidendis osaleda.,Ta uuris rolli hoolikalt.,Ta harjutas tihti oma rida.,Prooviesinemisel tegi ta suurepärase töö.,Bob oli väga uhke.,Bob oli väga häbenenud.,1
24,Jackie on määratud kaheksanda klassi koridori valvuriks.,Kogu klass kadestab teda.,Klassikaaslased ohustasid tihti tema töö.,Nad varastasid Jackie käiku.,Juhataja lükkas tema lärmakad klassikaaslased koolist välja.,Tema klassikaaslased said oma käitumise eest auhindu.,1
25,Mu isa oli just saanud uue auto.,"Et seda tähistada, läksime sõitma.",Teine auto sõitis üle stop-märgi ja sõitis meie vastu.,"Ma löin aknast piisavalt kõvasti, et see puruks.",Ma ronisin välja ja mina ja mu isa olime korras.,Me mõlemad lasime auto alla.,1
26,Mu vennatütar armastab Frozen'i filmi.,Ta tahab seda alati kanda.,Ta käib maja ümber laulmas.,"Talle meeldib karjuda, et laske lahti.",Ta laulab seda ikka ja jälle.,Ta armastab sporti ja vihkab printsessi asju.,1
27,"Alex oli väljakul, oma meeskonnaga kaks punkti all.","Ta vaatas tulemustahvlile ja nägi, et alles oli 5 sekundit.","Ta mõtles kiiresti, otsides avatud meest.",Kaitsjad olid tema meeskonnakaaslastele nagu liim.,Kella helises ja tema meeskond võitis mängu.,Ta püüdis kolmekesi ja jäi vahele.,2
28,Ma tulin raamatukokku ja istusin.,"Kui ma ringi vaatasin, siis märkasin last.",Ta vaatas mind mõnda aega.,Ma olin pettunud ja tõusin istmest.,"Mind ei huvitanud, mida poiss tegi.","Küsisin, mis tal viga on.",2
29,Iva ja Brant üritasid last saada.,"Nad olid seda juba kuus kuud üritanud, kuid ei saanud midagi.",Arsti juures olid nad masendunud.,Kuid siis nägid nad arsti laialt naeratamas.,Brant tühistab oma plaani röövida laps.,"Paar on õnnelik, kui nad kuulevad, et neil on laps teel.",2
30,Catherine on alati huvi tundnud curlingu vastu.,"Catherinele meeldib vaadata, kuidas sportlased telekast sporti mängivad.",Ühel päeval otsustas Catherine külastada Curlingu treeningut.,Treeningu ajal kutsus üks sportlane Catherine'i mängima.,Catherine hakkas siis iga päev harjutama ja sai selles osavaks.,"Catherine arvas, et karvli mängimine on igav.",1
31,Francis on alati tahtnud autojuhtimist õppida.,"Lõpuks on ta piisavalt vana, et saada juhiluba.","Francis õpib väga kõvasti, et oma juhiluba saada.",Ta läbis autojuhtimiseksami kergesti.,Francis on oma saavutuse üle uhke.,"Francis otsustab, et ta pigem võtab ühistransporti.",1
32,"Eile oli tore vaadata ""Nutcrackeri"".",Mulle see väga meeldis.,"Kui tantsijad laval olid, oli see ilus.",Mul oli au seda etendust näha.,"Ma vandusin, et ei näe seda enam kunagi.",Ma tahtsin seda uuesti näha.,2
33,Ma ärkasin oma klassi jaoks kell 8:30 hommikul.,Tõusin uniseks voodist ja käisin duði all.,Ma sõin kiiresti hommikusöögi ja hakkasin klassi minema.,Pärast 50 minutit tundi hakkasin ma kõndima tagasi oma magamistuppa.,Ma otsustasin minna tagasi klassi.,"Kui ma sinna jõudsin, siis ma magasin.",2
34,Gary tahtis Lisa tähelepanu.,Ühel päeval otsustas ta kirjutada Lisale luuletuse.,Järgmisel päeval näeb Gary koolis Lisa't koridoris.,Gary naeratab Lisale ja annab talle luuletuse.,Gary lööb Lisa'le kõvasti ja kõnnib minema.,"Lisa tunnistab, et ta on Gary's armunud.",2
35,Carlos on alati tahtnud Prantsusmaad külastada.,"Ta otsustas, et peab enne lahkumist prantsuse keelt õppima.",Ta läheb õhtuõppele ja õpib väga kõvasti.,Carlos oskab lõpuks päris hästi prantsuse keelt rääkida.,Carlos broneeris Austraaliasse lennuki.,Carlos õpib Pariisi sõites prantsuse keelt.,2
36,Lars oli alati tahtnud fotograafiat proovida.,"Tema sõber oli suurepärane fotograaf, kuid ta ei olnud kunagi proovinud.","Ühel päeval ostis ta lihtsa, kuid kvaliteetse kaamera.",Sellest päevast alates tegi Lars iga päev looduse pilte.,Lars armus fotograafiasse.,Lars vihkas fotograafiat.,1
37,Ostsin telekat elektroonika poest.,"See on suur lahtine ekraan, millel on kõrge kvaliteediga pilt.","Töötaja veenis mind, et ostaksin selle garantii, igaks juhuks.",Nädal hiljem kukkus mu teler seest maha ja läks katki.,Ma sain selle garantii eest korda teha.,Töötaja leiti hiljem surnuna.,1
38,Ryan oli pargis.,"Ja ta nägi väikest tüdrukut, kes hoidis õhupalli.","Kui ta pargist lahkus, nägi ta sama õhupalli puusse kinni.","Ta ronis puule, et õhupalli tagasi tuua.",Ryan lasi siis õhupalli meelega lahti.,"Ryan leidis tüdruku ja andis talle õhupalli, mille ta kaotas.",2
39,"Jen'i juht ütles, et ta peab oma elulookirjelduse üles laadima.","Ta mõistis, et tema CV ei olnud õigesti vormitud.",Ta viis kogu sisu üle sobivale mallile.,Ta lisas oma viimase töö kohta informatsiooni ja ajakohastas oma elulookirjeldust.,Siis ta saatis selle oma juhatajale.,Jen vihkas nõudepesemist.,1
40,Neil käis Fezi linnas.,Ta maitses nende rahvuslikku kööki.,Siis läks ta suveniire ostma.,"Ta märkis, et Fezis olid ka suurepärased tänavaesindajad.",Neilil oli tore.,Neilist ja Fezist said parimad sõbrad.,1
41,Ma pidin oma koera jalutama viima.,Minu naabruskond vajab rihma.,"Ma otsisin oma maja läbi, et seda joont leida.",Ma ei leidnud seda.,Otsustasin oma koera tagahoovi viia.,Ma lasin oma koeral majja sisse minna.,1
42,Oli hele ja soe päev.,"Joe arvas, et oleks tore jalutada.",Ta otsustas jalutada oma kohvikusse.,Aga poolel teel hakkas ta väsima.,Nii et ta jooksis kohvikusse.,"Joe kahetseb, et läks välja.",2
43,Jen ootas terve päeva pakki.,Lõpuks nägi ta UPS-i meest ukse juurde lähenemas.,Ta toimetas pakki ja tema tõi selle sisse.,Ta avas pakki noa abil.,Kasti sees oli vastsündinud laps.,Jen leidis paki sees oma uue mantli.,2
44,Frank ei tahtnud oma kodutööd teha.,Ta tahtis selle asemel videomänge mängida.,"Franki vanemad ütlesid talle, et ta peaks enne kodutööd tegema.",Frank sai tantriimi ja sai karistuse.,Frank kaotas nädalaks oma videomängud.,Frank sai täiesti uue mängu.,1
45,Timmy võistles oma koolis 3 punkti võistlusel.,Võitjal oleks võimalus võita 1000 dollarit kolledži stipendiumi.,Timmy harjutas kogu nädalavahetuse jooksul kolmepunkti laskmist.,"Ta oli valmis, kui võistluspäev saabus.",Timmy võitis võistluse.,Timmy läks võistluspäeval sõiduplatsile.,1
46,Drake käis reedel peol.,"Ta avastas, et tema koti seast on varastatud tema rahakoti.","Drake helistas kohe politseisse, aga rahakoti ei leitud.",Drake rääkis sellest juhtumist peopidajale.,"Ja võõrustaja ütles talle, et ta ei tea ka.","Drake ütles võõrustajale, et tahab jälle tema peol osaleda.",1
47,"Bob avastas, et tema veoautol on tühi.",Ta polnud varem ratta vahetanud.,Ta võttis välja rattavõti ja raud.,Ta ei saanud pultse eemaldada.,"Bob helistas kellelegi, et ta puhas rehv parandataks.",Bob sõitis oma veokiga turule.,1
48,Jack on väsinud oma tahvelarvutis e-kirju kirjutamisest.,"Ta otsustab, et peab arvutisse investeerima.","Ta uurib erinevaid sülearvutid, kuni leiab täiusliku.",Lõpuks ta usub seda.,Nüüd meeldib Jack e-kirjadele vastata.,Jack kasutab nüüd postiteenust e-posti asemel.,1
49,Jake'i juuksed olid liiga pikad.,Tal oli tööintervjuu tulemas.,Ta palus oma emalt juukseid lõigata.,Tema ema tegi talle kenasti lõikatud professionaalse soenguga soeng.,Jake pesis oma käed.,Jake sai töö.,2
50,Sean tuli täna.,"Sam, Sean ja mina mängisime mänge.","Nad hakkasid mu peale vihaseks saama, kui halb ma olin.","Nad ütlesid, et ma ei saa enam mängida, kuni ma paranen.",Ma olin tõesti haiget saanud.,Mul oli väga hea meel.,1
51,Sarah tahtis postitada kaardi.,Ta läks postkontorisse.,Ta maksis postipabereid.,Ta pani kirja ümbrikusse.,Sarah toimetas oma kirja ise.,Sarah' kirja oli varsti sihtkohale suundumas.,2
52,Chuck oli tööl väsinud.,Ta lõpetas oma töö mõneks ajaks.,"Ta avas foorumi, et vestelda kolleegidega.",Pärast neid Zoltari lööke vajas ta puhkust.,Chuck otsustas oma tööst loobuda.,"Siis tundis ta, et peab tööle tagasi minema.",2
53,"Bob kasutas plastikut poodipakkeid, et poodides käia.","Siis ütles tema sõber talle, et plast on keskkonnale kahjulik.",Bob otsustas oma plastikkottidest loobuda.,Bob investeeris taaskasutatavate toidupotidesse.,"Bob kasutas oma ühekordselt kasutatavaid toidupookide kotte, et poodides käia.",Bob kasutas oma plastikut poodikassi ostmiseks.,1
54,Joe tahtis endale portreed teha.,Ta helistas mõnele kohalikule kunstnikule ja küsis nende hinnad.,Ühel kunstnikul oli mõistlik hind.,"Joe tegi kunstnikuga kohtumise, et portree teha.",Joe oli tulemustega väga rahul.,Kunstnik joonistas Joe kassi.,1
55,Ann üritas suitsetamisest loobuda.,"Ta tegi mitu katset, kuid alati ebaõnnestunud.","Siis ta kandis nikotiinplaastrit, et teda aidata.",Ja aitasid tal seda teha!,Ann kahekordistas iga päev suitsetatud sigarettide arvu.,Ann suutis suitsetamisest loobuda.,2
56,Jen saadeti suve jooksul tädi juurde.,"Ta vihkas mõtet, et ta on terve suve oma kohaliku raamatukogust eemal.","Ta võttis kaasa mõned raamatud, kuid luges neid kiiresti läbi.","Kui ta saabus, viis tädi ta oma majas erilisse tuppa.",Jen nägi oma raamatuid kaminas põlemas.,"Toas oli palju riiule raamatuid, mis meeldisid tüdrukutele.",2
57,Eile oli Rob'i hammaste puhastamine.,Tavaliselt kardab ta hambaarsti.,Aga kontoris on uus armas õde.,Ta oli väga elevil.,Rob tundis end pärast kolonoskoopiat värskendatuna.,"Rob oli pettunud, kui kena õde tol päeval ei olnud.",2
58,Joe armastas mulda süüa.,Ta tegi iga võimaluse korral muda pirukaid.,"Ta sõi pirukat, kui tundis midagi kõva oma suus.",Joe oli kivi ära hammustanud ja oma hammas välja löönud.,Joe tahtis rohkem kive närida.,Joe otsustas enam mitte mulda süüa.,2
59,Rob pole kunagi rattamaterjal käinud.,Rob'i sõbrad pakkusid talle tasuta pileti Six Flags'i.,"Rob otsustas, et võib ka liituda.",Nad kõik läksid ja ootasid pikas järjekorras.,Robil olid helde sõbrad.,Rob'i sõbrad olid mõtlematud.,1
60,"Carly ootas, et Sam talle helistaks.",Ta lubas seda reedel teha.,See oli nüüd hilja laupäev ja ta ei kuulnud midagi.,Lõpuks otsustas ta talle helistada.,Sam võttis telefoni vastu.,Carly tellis telefoni teel toitu.,1
61,Amy tuli oma sünnipäeval koolist koju ja leidis tühja maja.,"Ta oli endast väljas, et kõik olid unustanud tema erilise päeva.",Ta kõndis kurbalt elutoas.,Äkki hüppavad tema sõbrad ja pere oma peidupaikadest välja.,Amy naeratas rõõmust.,Amy kõndis toast välja ja lahkus majast.,1
62,Pan üritas mind ilma ilmselge põhjuseta lüüa.,Olin vihane ja kaitsesin lihtsalt tema lööki.,Ta jätkas minu vastu rusikaid.,"Püüdsin teda peatada, viskasin ta maha.",Pan lõpetas lõpuks.,Ma kallistasin Pani.,1
63,Becky nõbu nimi on Ashley.,"Becky ja Ashley olid sõbrad, kui nad olid lapsed.","Ashley hakkas lolliks saama, kui ta suureks sai.","Ta läks vanglasse, kuna varastas tampone dollarikauplast.",Becky kaotas temaga kontakti.,Becky on Ashley'ga uhke.,1
64,Pam ja Tomi laps magab kergelt.,Nende mõtlematu naaber jättis tihti oma koera terve päeva õiklema.,"Iga kord, kui Pam pani oma lapse magama, hakkas koer haukumist.","Pam fantaasistas koera vabastamisest, et see ära jookseks.",Ühel õhtul lasi Pam kassidesse sisse.,Ühel õhtul otsustas Pam koerad vabaks lasta.,2
65,May võeti Fredonias kolledžisse vastu.,Ta sõitis bussiga oma uude kooli.,Ta uuris ülikooli.,"Talle meeldis kõik, mida ta nägi.",Ta jättis kooli maha.,Ta isegi meeldis kõigile oma professoritele.,2
66,Maryle tuli hambaid välja tõmmata.,"Ta tahtis, et hambaarst ta magama paneks.",Ta sai ainult seda piirkonda Novocainiga tuimestada.,Mary vaatas teda õudusega.,"Kui hambaarst nägi Mariat, sai ta teda aidata.",Mary lahkus hambaarsti juurest väga heas tujus.,1
67,Ford oli uhke oma kõrge keskmise kohta.,"Ta töötas igal õhtul ülesannete täitmisel, et seda parandada.","Ford sõbrad hoiatasid teda, et ta on kaotamas lõbu.",Hiljem sai Fordist edukas advokaat.,"Ford oli kurb, et ta nii palju saavutas.",Ford oli oma saavutuste üle uhke.,2
68,"Mu naine ütleb, et mul puudub kirg.",Et mul pole palju hobisid või huve.,"Ma üritasin vaidlustada, aga ei suutnud.","Ma mõistsin, et tal oli õigus.",Ma otsustasin muutuda.,Ma olen vallaline.,1
69,Nina tahtis kena Halloweeni kostüümi.,Kuid ta ei saanud endale midagi erilist lubada.,Ta otsis oma maja läbi ideid.,Siis leidis ta tasuta suurepärase kostüümi.,Nina ostis mänguasja.,Nina oli elevil.,2
70,Veronikale meeldis metsas matkata.,Ühel päeval oli ta teel ja leidis puumaja.,Ta ronis redeli ja oli hämmastunud kõik asjad maja.,See oli täielikult mööbli ja tekkidega.,Veronikale ei meeldinud puumaja eriti.,Veronika otsustab külastada puuhoonet sagedamini.,2
71,See oli ilus kevadpäev märtsi alguses.,Tracey otsustas minna jalutama metsa oma maja taga.,Ta kuulis peegeldamist ja hakkas seda puude vahel otsima.,Ta komistas juurest ja kukkus tee peale.,Tracey jooksis tagasi koju.,Tracey ei mõelnud oma kukkumisele.,2
72,Bob oli väga janune ja tahtis limonaadi.,Kahjuks polnud tal raha.,"Bob käis bensiinijaamas ja küsis, kas ta saaks limonaadi.","Kassa küsis, kas tal on raha.",Ta ütles ei ja lahkus bensiinijaamast.,Ta otsustas minna jooksma.,1
73,Jim ootas lennujaamas.,Tema naine on tunni pärast kohal.,Tal oli väga igav.,Siis otsustas ta oma raamatuga kaasa minna.,Jim nägi oma naist tunni pärast.,"Jim sõitis ära enne, kui ta naine tuli.",1
74,Joe tahtis väga Columbia Ülikooli minna.,"Ta töötas koolis kõvasti, oli jalgpallimeeskonnas.",Ta pandi ootelisti.,"Kuigi ta oli pettunud, tegi ta oma parima kuni lõpuni.",Joe oli ikka veel uhke oma kõvasti töötanud töö üle.,"Joe otsustas, et ta ei taha kolledþisse minna.",1
75,"Gina sõbral Tami'l oli kausta, mida ta ei tahtnud, et keegi teine saaks.","Gina tahtis ühte, aga ei teadnud, kust seda osta.",Nüüd oli Tami'l uus Lisa Frank Trapper Keeper.,"Gina oli armukade, sest ta tahtis ka ühte.","Gina otsis eBay-l ja leidis ühe, mida ta endale lubada sai.",Gina lõikas terve õue ja ei saanud kelleltki abi.,1
76,Leah'l oli kodus ilus jõulupuu.,Ühel päeval läks ta poodi.,"Kui ta tagasi tuli, kukkus puu ümber.",Tema kass oli selle peale roninud ja seejärel alla tõmmanud!,"Leah otsustas, et talle meeldib põrandal olev puu rohkem kui seismine.",Leah karistas oma kassi.,2
77,Peter oli kasutanud sama tooli aastaid.,See oli juba kulunud.,"Ta otsustas osta uue, mugavam tooli.","Kui see saabus, oli Peter väga õnnelik.","Peter arvas, et see on isegi mugavam kui vana.",Peter lasi oma koeral seda tooli kasutada.,1
78,Rex valmistab end tänaõhtuseks peole.,"Ta mõistab, et ta pole külalistele juustuga midagi valmistanud.","Rex jooksis välja, et saada baguette.","Ta lõikab selle õhukesteks, ühtlasteks tükideks, et seda oleks kerge süüa.",Rex läks pikka reisi üle ookeani.,Kõik naudivad juustu ja leiba.,2
79,Ali sõidab iga päev tööle rongiga.,"Ühel päeval oli ta väga haige, kuid läks siiski tööle.",Ta töötas terve päeva ja võttis isegi töö koju.,Ta läks rongile ja jäi magama.,Ta oli laisk töötaja.,Ta jäi oma peatusest maha ja pidi koju bussis sõitma.,2
80,Jalgpallur oli terve hooaja kõvasti töötanud.,Nad olid võitnud kõik mängud ja jõudnud meistrivõistlusesse.,Kell oli jäänud vaid paar sekundit ja mäng oli võrdne.,Veeremees andis pika passi ja vastuvõtja tegi värava.,Rahvas huulis tiimi kõvasti.,Kõik rahvahulgad tõusid oma kohtadest ja plaksutasid lausa.,2
81,Me elame kõrghoones.,"Ühel päeval oli tuul tugev, osaliselt hoone kõrguse tõttu.","Tuul puhus puude oksad nii palju, et mu naine ei saanud magada.",Tuul lõi ka interneti kaabli alla.,"Me olime naisega väga kurvad, et me kaotasime internetiühenduse.",Meile meeldis tugev tuul ja unetuse puudumine.,1
82,Kate tahtis oma arvutisse uue klaviatuuri osta.,"Ta oli kuude jooksul raha kokku hoidnud, et endale hea klaviatuuri osta.",Kate läks lõpuks internetti ja tellis oma klaviatuuri!,Ta ootas seda päevade kaupa põnevalt.,Siis ta tühistas oma tellimuse.,Siis saabus tema klaviatuur posti teel.,2
83,Jon lõpetas kolledži ja hakkas tööd otsima.,Ta taotles iga päev töökohti oma valdkonnas.,"Kolm nädalat pärast seda, kui ta alustas, sai ta kõne.","Helistaja küsis, kas ta on huvitatud intervjuust.",Jon nõustus.,Jon keeldus pakkumisest.,1
84,"Juliele meeldis lugeda kõike, mis ta kätte sai.",Enamiku ajast veetis ta raamatukogus.,Tema lemmikraamatukogu oli preili Watsoni poolt.,Preili Watson nägi Julie armastust raamatute vastu ja pakkus talle tööd.,Julie võttis selle rõõmuga vastu!,Julie lõi oma sõbrale silma.,1
85,Amy pere oli Six Flags'i teel.,"Ta istus kannatlikult autos ja ootas, kuni saabus.","Kui nad saabusid, istus ta põlvili ja vaatas parki üle.","Ta ootas tunni järjest järjekorras, et saada suurima mägironiga sõita.","Amy oli väga elevil, et saab pargis olla.","Amy arvas, et park on igav.",1
86,Steveil oli kiire jalgpallimängu juurde minna.,Kiirelt sõitis Steve maanteel.,Maantee patrull peatas Steve'i auto.,Ohvitser kirjutas Steve'ile trahvi kiiruse ületamise eest.,Steve oli rahul.,Steve oli endast väljas.,2
87,Mu tütar läks oma sõbrale esimesele sünnipäevapeole.,"Ta oli nii elevil, et peole jõuab.",Ta ei rääkinud nädala jooksul muust.,Ta läks peole ja oli lõbus.,Ta otsustas enam kunagi pidudele mitte minna.,"Kui ta koju tuli, jäi ta kohe uinuks, väsinud.",2
88,"Bobil oli vaja raha, et süüa osta.","Ta oli kurb, et ei saanud süüa, sest tal polnud raha.",Ta otsustas kirjutada raamatu oma rasketest eludest.,Inimesed kiitsid seda raamatut kohe ja ostsid tuhandeid eksemplare!,"Raamatutööst saadud kasum andis Bobile piisavalt raha, et süüa.","Avalikkuse reaktsioon raamatule tähendab, et Bob on endiselt näljas.",1
89,Ma lõpetasin just oma esimese maratooni täna.,See oli umbes kuus miili ja ma töötasin kõvasti.,Ma treenis selle jaoks umbes kolm kuud.,See on alati olnud minu elus,Ma pole kunagi olnud õnnelikum.,Ma olen iseendaga väga pettunud.,1
90,Bobby sulges oma puuvilja rulli lennuki kuju.,Ta haavata oma käe ja viskas roll-up lennuk nii kõvasti kui ta sai.,See oli aga liiga raske ja kukkus nagu telliskivi.,"Bobby otsustas, et lennukid peaksid olema paberist.",Bobby oli 5-aastane.,Bobby oli 35 aastane.,1
91,Sam vaatas ühel õhtul tähti.,Äkki ta istus pult püsti.,Ta nägi säravat liikuvat tähte!,Ta jooksis oma isale näidata.,"Ta isa naeris, sest täht oli tegelikult tuled.","Sam isa oli rõõmus, et ta poeg on geoloogias huvitatud.",1
92,John ja Meg olid käinud koos viis aastat.,John armastas Megit ja tahtis temaga abielluda.,Ta otsustas täna õhtul pärast kinno minna talle abieluettepaneku teha.,"Kui nad kinost lahkusid, kukkus ta äkki põlvili.",Ta hakkas Megile räpaseid sõnu karjuma.,Ta palus teda endale naiseks.,2
93,Ilus banaanide karp oli käest väljas.,"Bobby üritas oma kinga visata, aga see jäi kinni.","Ta üritas puule ronida, aga kukkus.","Seejärel lõi ta raevukalt hauga, kuid see oli liiga lühike, et jõuda.","Bobby oli endast väljas, et ta sai banaanid.","Bobby läks kaevu, et saada banaane.",2
94,Beth oli haigestunud.,Ta sai lõpuks süüa pärast nelja päeva.,"Kuigi ta oli parem, ei olnud ta terve.",Ta otsustas reedel kooli jätta ja aega võtta tervenemiseks.,Beth vajas puhkust.,Beth mängis oma reedevabal jalgpalli.,1
95,Rhonda ostis endale uusi roosasid sokke.,Ta armastas neid.,"Kui ta need ära võttis, segunesid nad teiste pesudega.",Pesupühal pesib ta oma riideid sortimata.,Rhonda otsustas siis lõunat süüa ja e-kirjadele vastata.,Kahjuks läksid nad rikkiseks ja Rhonda pidi ostma uue paari.,2
