,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
10,Bob var hræddur við fyrsta dag sinn í fiskbúð.,Hann ætlaði að bíða með að fara í sjómannsbúninginn sinn.,Bob fķr í vinnu ađ gera fiskborgara eftir ađ hafa sett sér búninginn.,Hann var svo upptekinn ađ hann gleymdi ađ skipta um í götufatnađ.,Bob elskaði búninginn svo mikið að hann sýndi vinum sínum hann.,Bob fór út eftir vinnu í sjómannskjólanum.,2
11,Vinur minn kom í heimsókn.,Ég sagđi henni ađ hundurinn minn biti.,Hún hlustađi ekki.,Hún reyndi ađ kæla hann og leika sér viđ hann.,Hundurinn minn beit hana.,Hundurinn minn hljóp burt.,1
12,Lester hefur alltaf viljađ vera meira listamađur.,Hann ákveđur ađ reyna ađ teikna blķm einn daginn.,Hann situr fyrir framan fallega orkideu og byrjar að teikna.,Teikning Lesters kemur mjög vel út.,Hann hengir myndina á vegg í stofunni.,Hann ákveđur ađ teikna aldrei neitt aftur.,1
13,Pabló er hrifinn af ormum.,Hann las bók í skólanum um hvernig á ađ gera ūetta.,Hann steikir ūau í olífuolíu.,Hann gerir ūetta a.m.k. einu sinni í mánuði.,Pablo er hrifinn af ormum og lítur á þá sem delikatessa.,Pabló hefur ekki gaman af því að borða orma.,1
14,Kira hefur alltaf elskađ japanska menninguna.,Margar af uppáhaldsmyndum hennar voru á japönsku.,Hún ákvað að fara þangað.,Í mörg ár sparaði hún peninga fyrir ferðina.,Hún eyddi öllum peningum í skó.,Ūetta var besta ferđ hennar.,2
15,Glen var í gķđu skapi fyrir göngutúr.,Hann klæddist jakkanum og fór út.,Hann féll á hné þegar hann gekk á gangstéttinni og braut það.,Glen stóð aftur upp og hallaði aftur heim til sín.,Glen hlaupađi sinn besta tíma í maraþoni.,Glen sverđi ađ hann myndi aldrei ganga aftur.,2
16,Jesús eyddi deginum í ađ pússa húsgögn.,Þegar nótt nálgaðist hann skoðað vinnu sem hann hafði gert.,Allt leit ljómandi og ný.,Jesús bauð öllum vinum sínum í veislu um kvöldið.,Ūeir sögđu ađ húsgögn hans væru falleg.,Vinir hans pússuðu húsgögn hans.,1
17,Ég var ađ ganga í búđ fyrir skömmu.,"Þegar ég var að fara fram fyrir útgang, fann ég fyrir kulda og harða stáli á handleggnum.",Ég var í sjokki yfir því að vera kominn í bíl!,Bílstjórinn baðst afsökunar eftir að hafa séð að ég var fyrir högg.,Ég sagđi ađ ūađ væri í lagi og gekk svo burt.,Ökumaðurinn varð mjög reiður á mig.,1
18,Systir Ginas skar sig í ökkla á gleri.,Blóðið rann niður í fótinn og í skóinn.,Ūegar hún sá blóđiđ hljóp hún heim.,Gina hlaup á eftir henni en gat ekki fylgt henni.,Ūegar ūeir komu heim fķru allir međ ís.,Systir Gínu fór til læknis.,2
19,Litli drengur var í þriðja bekk.,Hann var mjög klár en átti erfitt með að lesa.,Þegar hann las upphátt hlóðu bekkjarfélagar hans að honum.,Hann fór að æfa sig í að lesa á hverjum degi.,Litli drengurinn samþykkti að hann myndi aldrei bæta sig.,Í lok ársins stóð hann vel í lestrarprófi.,2
20,Flokkur Rósí hélt smá veislu.,Hún ákvað að gera ávaxtablað fyrir alla.,Hún eyddi miklum peningum í ávexti og miklum tíma í að útbúa það.,Á daginn af aðila hún sköpum a risastór skál af ávaxtasalat upp.,Rosie fékk ávaxtablöđ í bekknum.,Rosie hélt ávaxtablöðunni í ísskápnum heima.,1
21,Kelly var ánægđ međ nũja símanum.,Hún fķr međ hann hvert sem hún fķr.,Því miður hún braut það.,Hún gat samt lagfært hann.,Verslunin gaf henni sanngjarnt verð fyrir að laga hann.,Kelly keypti sér nũjan síma.,1
22,Þegar ég var í háskóla hafði ég kynnst eldri manni.,Ég var 22 ára og hann var 38 ára.,Viđ áttum gott skilning og áttum góðan tíma saman.,Viđ vorum saman ūegar ég var ūar.,Ég á góðar minningar af þeim tíma.,Ég á slæmar minningar um það.,1
23,Bob vildi vera í leikritinu.,Hann rannsakaði hlutverkið vandlega.,Hann æfði oft línurnar sínar.,Hann vann frábært á prófsdaginn.,Bob var mjög stoltur.,Bob skammaðist sín mjög.,1
24,Jackie hefur veriđ útnefnd sem salvarđari í áttunda bekk.,Hún er öfundsverð í öllum bekknum.,Samkennarar hennar lögðu oft störf hennar í hættu.,Ūeir myndu stela innkeyrslum Jacky.,Skólastjóri útskrifaði hávaðasinna bekkjarfélaga hennar.,Samnemendur hennar fengu verðlaun fyrir hegðun sína.,1
25,Pabbi var ađ fá nũjan bíl.,Til ađ fagna fórum viđ öll í bíl.,Annar bíll kom fram á stoppmerki og lenti í okkur.,Ég slķ glugganum nægilega hart til ađ brjóta hann.,Ég klifrađi út og viđ pabbi vorum í lagi.,Viđ vorum báđir drepnir af bílnum.,1
26,Frænka mín elskar Frozen myndina.,Hún vill alltaf hafa hann á sér.,Hún fer um húsið og syngur.,"Hún elskar ađ öskra: ""Losađu ūér"".",Hún syngur hana aftur og aftur.,Hún elskar íþróttir og hatar prinsessumál.,1
27,Alex var ađ dribla upp á völlinn međan liđiđ hans var ađ tapa tveimur stigum.,Hann leit á skoraborđiđ og sá ađ ūađ voru bara fimm sekúndur eftir.,Hann leit á lausnarsinnaðan mann.,Varnarmennirnir voru fastir á liðsfélaga hans eins og lím.,Síman hringdi og liðið hans vann leikinn.,Hann reyndi ađ skora ūriggja stiga og missti.,2
28,Ég kom inn í bókasafnið og settist.,"Þegar ég leit í kringum mig, sá ég barn.",Hann starđi á mig um stund.,Ég varð pirraður og stóð upp úr sæti.,Mér var sama hvađ strákurinn var ađ gera.,Ég spurði hann hvađ væri vandamálið.,2
29,Iva og Brant voru ađ reyna ađ eignast barn.,Þeir höfðu reynt í sex mánuði án árangurs.,Þegar þau komu til læknisins lýstu þau vonbrigðum.,En þá sáu þeir lækninn brosa vítt og breitt.,Brant segist hætta á áætlunum sínum um að ræna barn.,Hjónin verða ánægð að vita að þau eru með barn á leiðinni.,2
30,Catherine hefur alltaf haft áhuga á curling.,Catherine elskar að horfa á íþróttamennina í sjónvarpi.,Einn daginn ákvað Catherine að fara á æfingu í Curling.,Á æfingu bauđ einn íþróttamannanna Catherine ađ leika.,Catherine fór síðan að æfa sig daglega og varð góð í því.,Catherine fannst krullaleikur vera leiðinlegur.,1
31,Francis hefur alltaf hlakkað til að læra að keyra.,Loksins er hann nógu gamall til að fá ökuskírteini.,Francis er ađ læra mjög hart til ađ fá leyfi.,Hann gengur vel í ökuprófi.,Francis er mjög stoltur af árangri sínum.,Francis ákveđur ađ hann vilji frekar fara á almenningssamgöngum.,1
32,Í gær skemmti mér vel ađ sjá Hnáknúsaskurđinn.,Ég elskađi ūađ.,Ūađ var fallegt ūegar dansararnir prýddu sviđinn.,Mér fannst það heiður að hafa séð sýninguna.,Ég lofađi ađ sjá hann aldrei aftur.,Ég vildi sjá ūađ aftur.,2
33,Ég vaknaði kl. 8:30 í morgun til að fara í kennslustund.,Ég stakk svefnandi upp úr rúminu og tók sturtu.,Ég borðaði fljótt morgunmat og fór að ganga í kennslustundina.,Eftir 50 mínútna kennslu fór ég aftur á herbergi.,Ég ákvað að fara aftur í kennslustund.,Ég tók mig smá svefn.,2
34,Gary vildi vekja athygli Lisu.,Einn daginn ákveđur hann ađ skrifa Lisu ljóð.,Daginn eftir í skólanum sér Gary Lísu í ganginum.,Gary brosir mjög mikið og gefur Lisu ljóð.,Gary slær Lísu hart og gengur burt.,Lisa játađi ađ hún væri líka hrifin af Gary.,2
35,Carlos hefur alltaf langað til að heimsækja Frakkland.,Hann ákveður að hann eigi að læra að tala frönsku áður en hann fer.,Hann skráir sig í kvöldnámskeið og lærir mjög duglega.,Loksins getur Carlos talað frönsku ágætlega.,Carlos bókar flug til Ástralíu.,Carlos notar frönsku sína sem best í ferð sinni til Parísar.,2
36,Lars hafði alltaf viljað prófa ljósmyndun.,"Vinur hans var framúrskarandi ljósmyndari, en hann hafði aldrei reynt.",Einn daginn keypti hann sér einfalda myndavél en hún var af hágæða.,Frá þeim degi var Lars að taka myndir af náttúrunni á hverjum degi.,Lars varð ástfanginn af ljósmyndun.,Lars hatađi ljósmyndun.,1
37,Ég keypti sjónvarp í raftækiverslun.,Þetta er stór flatskjá með mynd af háskerpu gæðum.,Starfsmaðurinn sannfærði mig um að kaupa ábyrgð á henni fyrir allar öryggi.,Viku síðar féll sjónvarpið af veggnum og braut.,Ég gat lagađ hann međ ábyrgđ.,Starfsmaðurinn fannst látinn.,1
38,Ryan var í garđi.,Og hann sá litla stúlku halda í loftballón.,Þegar hann var að fara úr garðinum sá hann sömu loftbóluna fastan í tré.,Hann klifraði upp í tréð til að sækja loftbóluna.,Ryan sprakk loftballónuna af ásetningi.,Ryan fann stúlkuna og gaf henni loftballóninn sem hún hafði misst.,2
39,Stjķri Jens sagđi henni ađ hún ūyrfti ađ senda ferilskrá sína.,Hún áttađi sig á ađ ferilskrá hennar var ekki rétt formötuđ.,Hún flutti allt innihaldið yfir í rétta sniðmát.,Hún bætti við upplýsingum um nýjasta starfið og uppfærði ferilskrána.,Svo sendi hún ūessu yfirmanninum sínum.,Jen hatađi ađ ūvo upp.,1
40,Neil var á ferđ um bæinn Fez.,Hann smakkaði á þjóðartækjum þeirra.,Svo fór hann ađ kaupa minjagrip.,"Fez hafði líka frábærar götuleikarar, sagði hann.",Neil átti mjög gaman.,Neil og Fez urđu bestu vinir.,1
41,Ég ūurfti ađ fara međ hundinn minn út í göngutúr.,Hverfiđ mitt ūarf á leysti.,Ég leitađi í gegnum húsiđ eftir lestrinum.,Ég fann hana ekki.,Ég ákvað að fara með hundinn minn út í bakgarðinn.,Ég lét hundinn minn fara inn í húsið.,1
42,Ūađ var bjartur og heitur dagur.,Joe hélt ađ ūađ væri gott ađ fara í göngutúr.,Hann ákvað að ganga til kaffihússins.,En á miđveginum var hann farinn ađ ūreytast.,Hann hljóp svo í kaffihúsið.,Joe sé eftir ūví ađ hafa fariđ út.,2
43,Jen beiđ eftir pakki allan daginn.,Loksins sá hún sendimanninn ganga upp að dyrunum.,Hann afhenti pakkann og hún kom međ hann inn.,Hún opnaði pakkann með hnífi.,Í kassanum var nýfæddur barn.,Jen fann nýja frakkinn sinn inni í pakkanum.,2
44,Frank vildi ekki gera heimaverkefni sín.,Hann vildi spila tölvuleiki í stađinn.,Foreldrar Franks sögðu honum að gera heimaverkefni sín fyrst.,Frank fékk reiđisárás og var refsađur.,Frank missti tölvuleikina sína í viku.,Frank fékk allt nũjan leik.,1
45,Timmy var í keppni í skólanum sínum.,Sigurvegarinn fær tækifæri til ađ vinna 1000 dala stúdentsstyrk.,Timmy æfđi sig í ūriđja skot í alla helgina.,Hann var tilbúinn ūegar keppnisdagurinn kom.,Timmy vann keppnina.,Timmy fķr á keppnisvöllinn á keppnisdeginum.,1
46,Drake var á veislu á föstudaginn.,Hann uppgötvaði að veskinu hans hafði verið stolið úr jakkanum.,Drake hringdi strax í lögregluna en veskið fannst ekki.,Drake ræddi viđ gestgjafa veislunnar um málið.,Og gestgjafinn sagđi honum ađ hann vissi ūađ ekki heldur.,Drake sagđi gestgjafanum ađ hann vildi mæta aftur á veislur hans.,1
47,Bob uppgötvaði að bílinn hans var með sprungt dekk.,Hann hafði aldrei skipt um dekk áður.,Hann fékk fram dekkjaföt og járn.,Hann gat ekki fjarlægt boltana.,Bob hringdi í einhvern til að laga sprungt dekk.,Bob keyrði bílinn sinn á markaðinn.,1
48,Jack er þreyttur á að skrifa tölvupóst á spjaldtölvunni sinni.,Hann ákveđur ađ hann ūarf ađ fjárfesta í fartölvu.,Hann rannsakar mismunandi fartölvur þar til hann hefur fundið hina fullkomnu.,Loksins kaupir hann ūađ.,Jack er ánægđur međ ađ svara tölvupóstum.,Jack notar póst í stað tölvupósts.,1
49,Hárið á Jake var orðið of langt.,Hann átti atvinnuviðtal.,Hann bað móður sína að klippa hárið á sér.,Mamma hans klippti honum faglega í háriđ.,Jake þvoði hendur sínar.,Jake fékk starfiđ.,2
50,Sean kom í heimsókn í dag.,"Sam, Sean og ég spiluđum leiki.",Ūeir fengu ađ reiđast yfir mér fyrir ađ ég væri svo slæmur.,Ég mátti ekki leika lengur fyrr en ég væri orđinn betri.,Ég var mjög sár.,Ég var mjög ánægð.,1
51,Sarah vildi senda á pósti kortið.,Hún fór á pósthús.,Hún borgađi fyrir frímerki.,Hún setti bréfið í umslag.,Sarah afhenti bréfiđ sjálf.,Bréf Sárar var brátt á leið til áfangastaðar.,2
52,Chuck var þreyttur eftir vinnu.,Hann lokaði vinnu sinni um stund.,Hann opnaði umræðusvæðið til að spjalla við vinnufélaga.,Eftir ūessa ķgeđlega Zoltar-slátt ūurfti hann ađ fá ađ hvílast.,Chuck ákvað að hætta í vinnunni.,Hann fann sig þá knúinn til að fara aftur í vinnuna.,2
53,Bob notaði plastpoka til að versla.,Svo sagði vinur hans honum að plast væri slæmt fyrir umhverfið.,Bob ákvað að hætta að nota plastpokana sína.,Bob fjárfesti í endurnýtanlegum vöxtum.,Bob notaði matvörubökin sín til að fara í búðir.,Bob héldi áfram að nota plastpoka sína til að fara í búð.,1
54,Joe ūurfti ađ fá portrett af sjálfum sér fyrir verkefni.,Hann hringdi í sumir listamenn og spurði um verðlag.,Einn listamannanna var á hæfilegum kjörum.,Joe pantađi fund hjá listamanninum til ađ gera portrettinn.,Joe var mjög ánægður með árangurinn.,Listamaðurinn málaði Joe's kött.,1
55,Ann var að reyna að hætta að reykja.,Hún reyndi nokkrum sinnum en mistókst alltaf.,Svo sótti hún um nikótínplástur til að hjálpa henni.,Og hjálpađu henni!,Ann tvöfaldaði magn reykinga sem hún reykti á dag.,Ann tókst að hætta að reykja.,2
56,Jen var send til frænku sinnar í sumar.,Hún hatađi ađ vera fjarri bókasafninu allt sumarið.,Hún tók nokkrar bækur með sér en hún myndi fara í gegnum þá fljótt.,Þegar hún kom til landsins tók frænka hennar hana með sér í sérstakt herbergi heima hjá sér.,Jen sá bækurnar brenna í eldstöđinni.,Herbergið var fullt af bókaskúlum sem höfðaðu til stúlkna.,2
57,Í gær var Rob á tannhreinsun.,Hann er yfirleitt mjög hræddur við tannlækna.,En ūađ er nýr sætur hjúkrunarfræðingur á skrifstofunni.,Hann var spenntur fyrir að fara.,Rob fannst hann hress eftir kolķnoskķpíuna.,Rob var leiđur ūegar sæta hjúkrunarkonan var ekki međ ūennan dag.,2
58,Joe elskađi ađ éta mold.,Hann gerði leirpítur í hvert tækifæri sem hann fékk.,Hann var ađ borða tertu ūegar hann fann eitthvađ mjög harđt í munni.,Joe hafði bitið niður á steini og slegið tönn út.,Joe vildi tyggja fleiri steina.,Joe ákvað að borða ekki mold aftur.,2
59,Rob hefur aldrei fariđ á gírabraut.,Vinir Robs buđu honum frítt miđa á Six Flags.,Rob ákvað að hann gæti líka tekið þátt.,Allir fóru og biðu í langri röð.,Rob átti gķđlátar vinir.,Vinir Robs voru hugsunarlausir.,1
60,Carly beiđ eftir ađ Sam hringdi í hana.,Hann lofađi ūví á föstudaginn.,Það var nú seint á laugardag og hún hafði ekki heyrt neitt.,Loksins ákvað hún að hringja í hann.,Sam svaraði í símann.,Carly pantađi mat í síma.,1
61,Amy kom heim úr skķlanum á afmælisdaginn sinn og fann tómt hús.,Hún var reið yfir því að allir hefðu gleymt sérstökum degi hennar.,Hún gekk sorglega inn í stofu.,Allt í einu spruttu vinir hennar og fjölskylda upp úr felustaðnum.,Amy brosti af ánægju.,Amy gekk út úr herberginu og yfirgaf húsið.,1
62,Pan reyndi ađ berja mig án nokkurrar ástæđu.,Ég var reiđ og varđ bara fyrir högg hennar.,Hún hélt áfram ađ kasta hnefi á mig.,Ég varði hana á jörðina til að reyna að stöðva hana.,Pan hætti loksins.,Ég faðmađi Pan.,1
63,Becky á frænda sem heitir Ashley.,Becky og Ashley voru vinkonur í æsku.,Ashley var orđin heimsk ūegar hún var orđin fullorđin.,Hún fķr í fangelsi fyrir ađ stela tampķnum úr verslun.,Becky missti samband viđ hana.,Becky er stolt af Ashley.,1
64,Barnið þeirra Pam og Toms svaf létt.,Óhugsanlegur nágranni þeirra lét oft hundinn sinn vera úti að boða allan daginn.,Í hvert sinn sem Pam lagði barnið sitt í svefn fór hundurinn að skalla.,Pam fantaserađi um ađ leysa hundinn af svo hann myndi hlaupa burt.,Eitt kvöldið lét Pam köttana sína fara inn í heimilið.,Eitt kvöldið ákvað Pam að sleppa hundunum.,2
65,May var tekin inn í háskķla í Fredonia.,Hún fór með strætó í nýja skólann sinn.,Hún rannsakaði háskólasvæðið.,Hún elskađi allt sem hún sá.,Hún hætti í skķlanum.,Hún var líkađ viđ alla kennara sína.,2
66,Mary þurfti að láta draga tennur.,Hún vildi ađ tannlæknirinn sæfi hana.,Hann gat bara deyft svæđiđ međ Novocaine.,Mary starði á hann í skelfingu.,Eftir að hafa séð andlit hennar gat tannlæknirinn hjálpað Mary.,Mary yfirgaf tannlækni í frábæru skapi.,1
67,Ford var stoltur af háum einkunnum sínum.,Hann vann á hverju kvöldi á verkefnum til að bæta það.,Vinir Ford varađi hann viđ ađ hann væri ađ missa af skemmtun.,Ford varð síðar í lífinu vel heppnaður lögfræðingur.,Ford var sorgmæddur yfir því að hann hefði náð svo miklu.,Ford var stoltur af afrekum sínum.,2
68,Konan mín segir ađ ég skorti ástríđ.,Ég hef ekki mörg áhugamál.,Ég reyndi ađ rífast viđ hann en gat ūađ ekki.,Ég áttađi mig á ađ hún hafði rétt fyrir sér.,Ég ákvað að breyta.,Ég er ógift.,1
69,Nina vildi gott halloween búning.,En hún gat ekki leyft sér neitt glæsilegt.,Hún leit í gegnum húsið sitt fyrir hugmyndir.,Svo fann hún flottan búning fyrir frjáls.,Nina keypti sér leikföng.,Nina var spennt.,2
70,Veronika elskaði að ganga í skóginn.,Einn daginn var hún á leiđ og fann tréhús.,Hún klifraði stiganum og var hissa á öllum hlutum í húsinu.,Það var að fullu innréttuð með húsgögnum og teppi.,Veronika var ekki hrifinn af trjáhúsinu.,Veronika ákveður að heimsækja trjáhúsinu oftar.,2
71,Það var fallegur vordagur í byrjun mars.,Tracey ákvað að fara í göngutúr í skóginum fyrir aftan húsið sitt.,Hún heyrði spjót og byrjaði að leita þess í trjánum.,Hún snaraðist um rót og féll á brautina.,Tracey hljóp heim.,Tracey hætti á fallinu.,2
72,Bob var mjög þyrstur og vildi fá sér gos.,Því miður hafði hann enga peninga.,Bob gekk inn á bensínstöđ og spurði hvort hann mætti fá sér gos.,Greiðslumaðurinn spurði hann hvort hann hefði pening.,Hann neitađi og yfirgaf bensínstöđina.,Hann ákvað að fara út að hlaupa.,1
73,Jim beiđ á flugvellinum.,Konan hans væri ūarna eftir klukkutíma.,Hann var mjög leið.,Hann ákvað svo að ná bókinni.,Jim sá konuna sína eftir klukkutíma.,Jim keyrđi burt áđur en konan hans kom.,1
74,Joe vildi virkilega fara í Columbia háskólann.,"Hann vann mjög duglega í skólanum, var í fótboltaliđinu.",Hann komst á biđlistann.,Hann var vonsvikinn en reyndi sitt besta til enda.,Joe var enn mjög stoltur af hörku vinnu sinni.,Joe ákvað að hann vildi ekki fara í háskóla.,1
75,"Tami, vinkona Ginu, átti möppu sem hún vildi ekki ađ neinn annar ætti.",Gina vildi fá einn en vissi ekki hvar hún gæti keypt einn.,Tami var nú međ nũja Lisa Frank sem var ađ halda föngum.,Gina var öfundsjúk af ūví hún vildi líka fá hana.,Gina leit á eBay og fann einn sem hún gat leyft sér.,Gina klippti allt garđinn og fékk enga hjálp frá neinum.,1
76,Leah átti fallegt jólatré heima hjá sér.,Einn daginn fór hún í búð.,Þegar hún kom aftur var tréð hertekið.,Kötturinn hennar hafði klifrað upp á hann og dregið hann niður!,Leah ákvað að hún vildi frekar að tréð væri á gólfinu en að hún stæði.,Leah refsaði köttinum sínum.,2
77,Peter hafði notað sama stólinn í mörg ár.,Hún var ađ verða úreld.,"Hann ákvað að kaupa nýjan, þægilegri stól.",Þegar hann kom var Pétur mjög ánægður.,Peter hélt ađ hún væri jafnvel notalegri en sú gamla.,Peter lét hundinn nota stólinn fyrir sig.,1
78,Rex er ađ undirbúa veislu í kvöld.,Hann gerir sér grein fyrir að hann hefur ekki útbúið neitt fyrir gesti til að borða með ost.,Rex fer út ađ sækja baguett.,Hann sker það í þunnar og jafnar sneiðar til að auðvelda matinn.,Rex fór á langa ferð yfir hafið.,Allir nutu ostsins og brauðsins.,2
79,Ali fer alltaf með lestinni í vinnuna á hverjum degi.,Einn daginn var hún mjög veik en fór samt í vinnu.,Hún vann hörðum höndum allan daginn og tók jafnvel vinnu heim.,Hún fór í lestina og sofnaði.,Hún var latur starfsmaður.,Hún missti af stöðunni og þurfti að taka strætó heim.,2
80,Fótboltaliðið hafði unnið hörðum höndum allt tímabilið.,Ūeir höfðu unnið alla leiki og komist í úrslitakeppnina.,Ūađ voru aðeins sekúndur eftir af tímanum og leikurinn var jafn.,Fylgismaðurinn sendi langinn fyrir og móttakandi skoraði.,Fjöldi fólks boygði liðið hátt.,Allur fjöldi stóð upp úr sætum sínum og klappaði af miklum krafti.,2
81,Við búum í háum húsum.,"Einn daginn var vindurinn mikill, meðal annars vegna hæðar hússins.",Vindurinn blés á trjánum svo mikið ađ konan mín gat ekki sofiđ.,Vindurinn risti líka net- snúruna.,Við konan vorum mjög ósáttir að missa netviðskipti okkar.,Við elskum sterkan vind og svefnleysi.,1
82,Kate vildi kaupa nýtt lyklaborð fyrir tölvuna sína.,Hún sparađi í marga mánuði til ađ eiga efni á gķđum lyklaborđi.,Kate fór loksins á netið og pantaði lyklaborðið sitt.,Hún beið spenntur eftir því í marga daga.,Hún afbókađi pöntunina.,Svo kom lyklaborðið í pósti.,2
83,Jón útskrifaðist úr háskóla og fór að leita að vinnu.,Hann sótti um störf á sínu sviði á hverjum degi.,Hann fékk símtal ūremur vikum eftir ađ hann var byrjađur.,Sá sem hringdi spurði hvort hann væri áhuga á viðtali.,Jón samþykkti það.,Jón hafnaði tilboði.,1
84,Julie elskađi ađ lesa allt sem hún fengi.,Hún var oftast á bókasafninu.,Frú Watson var starfsmaður í uppáhaldsbókasafni hennar.,Fröken Watson sá bókaástríđ Julie og bauđ henni starf.,Julie samþykkti það með gleði.,Julie sló vinkonu sinni í augað.,1
85,Fjölskylda Amy var ađ fara á Six Flags.,Hún sat þolinmóð í bílnum og beið eftir að koma.,Þegar þeir komu hún sat á hnén hennar skoðun garðinn.,Hún beiđ í klukkutíma í röđinni til ađ komast á stærstu gígarann.,Amy var mjög spennt fyrir ađ vera í garđinum.,Amy fannst garðurinn leiðinlegur.,1
86,Steve var í flýti til að komast á fótboltaleikinn.,Á þjóðveginum keyrði Steve bílinn mjög hratt.,Vegagerđinni var hætt viđ bíl Stev.,Lögreglumaðurinn gaf Steve sekt fyrir hraðakstur.,Steve var ánægður.,Steve var reiđur.,2
87,Dóttir mín fķr í fyrsta afmælisveislu vinar síns.,Hún var svo spennt fyrir veislunni.,Hún talađi um ekkert annađ í viku.,Hún fķr í veisluna og skemmti sér vel.,Hún ákvað að fara aldrei aftur í veislur.,"Ūegar hún kom heim sofnaði hún strax, ūreytt.",2
88,Bob þurfti peninga til að kaupa mat.,Hann var dapur yfir því að hann gat ekki borðað vegna þess að hann hafði enga peninga.,Hann ákvað að skrifa bók um erfitt líf sitt.,Fólk hrósaði bókinni strax og keypti þúsundir eintaka!,Hagnaðurinn af bókaöflunum gaf Bob nægan pening til að borða.,Viðbrögđ almennings viđ bókinni ūũđa ađ Bob er enn svangur.,1
89,Ég klárađi fyrsta maraþoniđ mitt í dag.,Ūađ voru um sex mílur og ég vann mjög hörđlega.,Ég æfđi í ūrjá mánuði.,Ūađ hefur alltaf veriđ á lista mínum.,Ég hef aldrei veriđ hamingjusamari.,Ég er mjög vonsvikinn á sjálfum mér.,1
90,Bobby foldi ávaxtaklútuna sína í flugvél.,Hann sár upp handlegg hans og kastaði rúlla-up flugvél eins hart og hann gat.,En hann var of þungur og féll eins og steinn.,Bobby ákvað að flugvélar yrðu gerðar úr pappír.,Bobby var fimm ára gamall.,Bobby var 35 ára gamall.,1
