,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
10,בוב פחד מהיום הראשון שלו בעבודה במסעדה של דגים.,הוא תכנן לחכות כדי ללבוש את המדים הימיים המרהיבים שלו.,בוב החל לעבוד בישול בורגר דגים אחרי שהתלבש במדים.,"הוא היה כל כך עסוק, הוא שכח להחליף בחזרה בגדי הרחוב שלו",בוב כל כך אהב את התלבושת שהוא הראה אותה לחברים שלו.,בוב יצא אחרי העבודה לבוש בחליפת מלח.,2
11,חבר בא לבקר.,אמרתי לה שהכלב שלי נושך.,היא לא הקשיבה.,היא ניסתה ללטף אותו ולשחק איתו.,הכלב שלי נשך אותה.,הכלב שלי ברח.,1
12,לסטר תמיד רצה להיות יותר אמנותי.,הוא מחליט לנסות לצייר יום אחד פרח.,הוא יושב מול סחלב יפה ומתחיל לצייר.,הציור של לסטר יוצא יפה מאוד.,הוא תולה את התמונה על הקיר בסלון שלו.,הוא מחליט לא לצייר יותר.,1
13,פבלו אוהב לאכול תולעים.,הוא קרא ספר בבית הספר על איך לעשות את זה.,הוא מטגן אותם בשמן זית.,הוא אוהב לעשות את זה לפחות פעם בחודש.,פבלו נהנה מתולעים וקורא להם מעדן.,פאבלו לא נהנה לאכול תולעים.,1
14,קירה תמיד אהב את התרבות היפנית.,הרבה מהסרטים האהובים עליה היו ביפנית.,היא החליטה שהיא תסע לשם.,במשך שנים היא חסכה כסף למסע שלה.,היא בזבזה את כל הכסף על נעליים.,זה היה הטיול הכי טוב בחייה.,2
15,גלן היה במצב רוח לטיול.,הוא לבש את המעיל שלו ויצא החוצה.,"בזמן שהלך על המדרכה, הוא מעד ופרץ את הברך שלו.",גלן קם שוב ונחלש חזרה לביתו.,גלן רץ את הזמן הטוב ביותר שלו במרתון.,גלן נשבע שהוא לעולם לא ילך שוב.,2
16,ישו בילה את היום בלשוח הרהיטים.,כשהלילה התקרב הוא סקר את העבודה שהוא עשה.,הכל נראה מבריק וחדש.,ישו הזמין את כל חבריו למסיבה באותו ערב.,הם אמרו שהרהיטים שלו נראים טוב.,חבריו שיפצו את הרהיטים שלו.,1
17,הלכתי לחנות לאחרונה.,"כשעברתי את היציאה, הרגשתי קר, פלדה קשה על הזרוע שלי.",הייתי בהלם שנגרמתי על ידי מכונית!,הנהג התנצל מאוד אחרי שראה שאני נפגעתי.,אמרתי להם שזה בסדר ואז הלכתי.,הנהג של המכונית כעס עלי מאוד.,1
18,אחותה של ג'ינה חתכה את הקרסול על זכוכית שבורה.,הדם ירד לה ברגל ונכנס לנעליים.,כשהיא ראתה את הדם היא רצתה הביתה.,"ג'ינה רצתה אחריה, אבל לא הצליחה לעמוד בקצב.",כשהם הגיעו הביתה כולם אכלו גלידה.,אחותה של ג'ינה הלכה לרופא.,2
19,ילד קטן היה בכיתה ג'.,הוא היה חכם מאוד אבל נאבק עם קריאה.,"בכל פעם שהוא קרא בקול, חבריו לכיתה צחקו עליו.",הוא התחיל להתאמן בקריאה בכל יום.,הילד הקטן קיבל את העובדה שהוא לעולם לא ישתפר.,"בסוף השנה, הוא הצליח במבחן הקריאה שלו.",2
20,בכיתה של רוזי הייתה מסיבה קטנה.,היא החליטה להכין סלט פירות לכולם.,היא הוציאה הרבה כסף על הפירות והרבה זמן להכין אותם.,ביום המסיבה היא לקחה קערה ענקית של סלט פירות.,הכיתה של רוזי חלקה בסלט הפירות.,רוזי שמרה את קערת סלט הפירות במקרר שלה בבית.,1
21,קלי שמחה לקבל את הטלפון החדש שלה.,היא לקחה אותו איתה לכל מקום.,למרבה הצער היא הרסה אותו.,"למרבה המזל, היא הצליחה לתקן את זה.",החנות נתנה לה מחיר הוגן כדי לתקן את זה.,קלי קנתה טלפון חדש.,1
22,"כשהייתי בקולג', פגשתי גבר מבוגר ממני.",הייתי בת 22 והוא היה בן 38.,הייתה לנו הבנה טובה והיה לנו זמן טוב ביחד.,נשארנו ביחד כל הזמן שהייתי שם.,יש לי זכרונות טובים של אותה תקופה.,יש לי זכרונות שליליים של אותו זמן.,1
23,בוב רצה להיות במחזה של בית הספר.,הוא למד את התפקיד בזהירות.,הוא התאמן על השורות שלו לעתים קרובות.,"ביום האודישן, הוא עשה עבודה נהדרת.",בוב היה גאה מאוד.,בוב היה מאוד מתבייש.,1
24,ג'קי מונה למפקח חדר בכיתה ח.,כל הכיתה מקנאה בה.,חבריה לכיתה לעתים קרובות סיכנו את עבודתה.,הם היו גונבים את כרטיסי הכניסה של ג'קי.,המנהל השעה את חבריה לכיתה הרועשים.,חבריה לכיתה קיבלו פרסים על התנהגותם.,1
25,אבא שלי בדיוק קנה מכונית חדשה.,"כדי לחגוג, כולנו יצאנו לטיול.","מכונית אחרת עברה את שלט ה""עצור"" והתנגשה בנו.",פגעתי בחלון חזק מספיק כדי לשבור אותו.,אני טיפסתי החוצה ואני ואבא שלי היו בסדר.,שנינו נמחצו על ידי הרכב.,1
26,"אחיינית שלי אוהבת את הסרט ""הקפוא"".",היא תמיד רוצה לשים את זה.,היא הולכת בבית ושרה.,"היא אוהבת לצעוק, ""תניח לזה"".",היא שרה את זה שוב ושוב.,היא אוהבת ספורט ושונאת דברים נסיכות.,1
27,"אלכס היה דריבל עד המגרש, עם הקבוצה שלו למטה שתי נקודות.","הוא הבהיר את לוח התוצאות, וראה שנותרו רק 5 שניות.",מוחו רץ כשהוא ניסה למצוא אדם פתוח.,המגינים דבקו לחבריו לקבוצה כמו דבק.,הצליל צלצל והקבוצה שלו ניצחה במשחק.,הוא ניסה שלוש נקודות וחסר.,2
28,נכנסתי לספרייה והתיישבתי.,"כשסתכלתי מסביב, שמתי לב לילד.",הוא הסתכל עלי לזמן מה.,התוסכלתי וקמתי מהמושב.,לא היה אכפת לי מה הילד עושה.,שאלתי אותו מה הבעיה שלו.,2
29,איבה ובראנט ניסו להרות ילד.,הם ניסו במשך שישה חודשים ללא הצלחה.,"בפגישה עם הרופא, הם הביעו אכזבה.",אבל אז הם ראו את הרופא מחייך בקריאה.,ברנט יבטל את תוכניותיו לחטוף ילד.,הזוג יהיה שמח לדעת שיש להם תינוק בדרך.,2
30,קתרין תמיד התעניינה בספורט של קרלינג.,קתרין אוהבת לצפות בספורטאים משחקים את הספורט בטלוויזיה.,"יום אחד, קתרין החליטה שהיא תבקר בפגישת אימון קרלינג.","באימון, אחד הספורטאים הזמין את קתרין לשחק.",קתרין התחילה להתאמן כל יום והייתה טובה בזה.,קתרין חשבה שהקרלינג נראה משעמם.,1
31,פרנסיס תמיד ציפה ללמוד איך לנהוג.,סוף סוף הוא מבוגר מספיק כדי לקבל רישיון נהיגה.,פרנסיס לומד קשה מאוד כדי לקבל רישיון.,הוא עובר בקלות את מבחן הנהיגה שלו.,פרנסיס גאה מאוד בהישג שלו.,פרנסיס מחליט שהוא מעדיף לנסוע בתחבורה ציבורית.,1
32,"אתמול היה לי כיף לראות את ""מקרע אגוזים"".",אני ממש אהבתי את זה.,"כשהרקדנים שימשו כטבע לבמה, זה היה יפהפה.",הרגשתי לכבוד לראות את התוכנית.,נשבעתי לא לראות אותו שוב.,רציתי לראות את זה שוב.,2
33,התעוררתי לקורס שלי ב-8: 30 בבוקר.,קמתי מתוך שינה ולקחתי מקלחת.,אכלתי ארוחת בוקר במהירות והתחלתי ללכת לכיתה.,"אחרי 50 דקות של שיעור, התחלתי ללכת חזרה למעונות שלי.",החלטתי לחזור לכיתה שוב.,"כשהגעתי לשם, לקחתי תנומה.",2
34,גארי רצה למשוך את תשומת הלב של ליסה.,יום אחד הוא מחליט לכתוב ליסה שיר.,"למחרת בבית הספר, גארי רואה את ליסה במסדרון.",גארי מחייך לרסה וחלק לה את השיר.,"גארי מכה את ליסה חזק, ויוצא.",ליסה מודה שהיא גם מאוהבת בגארי.,2
35,קרלוס תמיד רצה לבקר בצרפת.,הוא מחליט שהוא צריך ללמוד לדבר צרפתית לפני שהוא הולך.,הוא נרשם לשיעור לילה ולומד קשה מאוד.,סוף סוף קרלוס מדבר צרפתית די טוב.,קרלוס מזמין טיסה לאוסטרליה.,קרלוס מנצל את הצרפתית שלו בצורה הטובה ביותר בטיול שלו לפריז.,2
36,לארס תמיד רצה לנסות צילום.,"חברו היה צלם מצוין, אבל הוא מעולם לא ניסה.","יום אחד הוא קנה מצלמה פשוטה, אבל באיכות גבוהה.","מהיום הזה ואילך, לארס צילם תמונות של הטבע כל יום.",לארס התאהב בצילום.,לארס שנא צילום.,1
37,קניתי טלוויזיה מחנות אלקטרוניקה.,זה מסך שטוח גדול עם איכות תמונה ברזולוציה גבוהה.,"העובד שכנע אותי לקנות אחריות על זה, למקרה.",שבוע לאחר מכן הטלוויזיה נפלה מהקיר שלי ונשברה.,הצלחתי לתקן את זה עם אחריות.,העובד נמצא מאוחר יותר מת.,1
38,ריאן היה בפארק.,והוא ראה ילדה קטנה מחזיקה בלון.,"כשהוא עזב את הפארק, הוא ראה את אותו בלון תקוע בעץ.",הוא טיפס על העץ כדי להשיב את הבלון.,ריאן פוצץ את הבלון בכוונה.,ריאן מצא את הילדה ונתן לה את הבלון שהיא איבדה.,2
39,המנהל של ג'ן אמר לה שהיא צריכה להעלות את קורות החיים שלה.,היא הבינה שהרז'יום שלה לא פורמט כראוי.,היא העבירה את כל התוכן אל התבנית הנכונה.,"היא עדכנה את קורות החיים שלה, והוסיפה מידע על העבודה האחרונה שלה.",ואז היא שלחה אותו למנהל שלה.,ג'ן שנאה לשטוף כלים.,1
40,ניל היה בסיור בעיר פז.,הוא טעם את המטבח האתני שלהם.,ואז הוא הלך לקנות מזכרות.,"לפז היו גם אמני רחוב גדולים, הוא ציין.",ניל נהנה מאוד.,ניל ופז הפכו לחברים הכי טובים.,1
41,הייתי צריך לקחת את הכלב שלי לטיול.,השכונה שלי דורשת שרשרת.,חיפשתי בבית שלי את הרצועה.,לא הצלחתי למצוא אותו.,החלטתי לקחת את הכלב שלי לחצר האחורית.,נתתי לכלב שלי להיכנס לבית.,1
42,היה יום בהיר וחם.,אז ג'ו חשב שיהיה נחמד לצאת לטיול.,הוא החליט ללכת לבית הקפה המקומי שלו.,"אבל באמצע הדרך, הוא התחיל להתעייף.",אז הוא רץ לבית הקפה.,ג'ו מתחרט על כך שיצא החוצה.,2
43,ג'ן חיכתה לחבילה כל היום.,לבסוף היא ראתה את איש ה-איי.פי.אס. הולך אל הדלת.,הוא העביר את החבילה והיא הביאה אותה פנימה.,היא פתחה את החבילה עם סכין.,בקופסה היה תינוק חדש.,ג'ן מצאה את המעיל החדש שלה בתוך החבילה.,2
44,פרנק לא רצה לעשות את שיעורי הבית שלו.,הוא רצה לשחק במשחקי וידאו במקום.,ההורים של פרנק אמרו לו לעשות קודם את שיעורי הבית שלו.,פרנק עשה התקף זעם ונענש.,פרנק איבד את משחקי הוידאו שלו לשבוע.,פרנק קיבל משחק חדש לגמרי.,1
45,טימי התחרה בתחרות שלוש הנקודות בבית הספר שלו.,המנצח יהיה סיכוי לזכות במלגה של 1000 דולר.,טימי התאמן על ירי בשלושה נקודות כל סוף השבוע.,הוא היה מוכן כשהגיע יום התחרות.,טימי ניצח בתחרות.,טימי הלך למגרש ההסקה ביום התחרות.,1
46,דרייק השתתף במסיבה ביום שישי.,הוא גילה שגנבו את הארנק שלו מהמעיל שלו.,"דרייק מיד התקשר למשטרה, אבל הארנק לא נמצא.",דרייק התעמת עם המארח של המסיבה בנוגע לנושא.,והמארח אמר לו שהוא גם לא יודע.,דרייק אמר למארח שהוא רוצה להשתתף שוב במסיבות שלו.,1
47,בוב גילה שהרכב שלו היה עם צמיג פנוי.,הוא מעולם לא החליף צמיג לפני כן.,הוא הוציא את ג'ק הצמיג והברזל.,הוא לא הצליח להוציא את הבורות.,בוב קרא למישהו לתקן את הצמיג הפנימי שלו.,בוב נהג במשאית שלו לשוק.,1
48,"ג'ק עייף מלכתוב דוא""ל במחשב הלוח שלו.",הוא מחליט שהוא צריך להשקיע במחשב נייד.,הוא חוקר מחשבים ניידים שונים עד שמצא את המחשב המושלם.,לבסוף הוא קונה את זה.,עכשיו ג'ק נהנה לענות על אימיילים.,ג'ק משתמש כעת בשירות הדואר במקום בדואר אלקטרוני.,1
49,השיער של ג'ייק התארך יותר מדי.,היה לו ראיון עבודה מתקרב.,הוא ביקש מאמו לחתוך לו את השיער.,"אמו חתכה לו את השיער יפה, נראה כמו מקצוען.",ג'ייק רחץ את ידיו.,ג'ייק קיבל את העבודה.,2
50,שון הגיע היום.,"סאם, שון ואני שיחקנו משחקים.",הם התחילו לכעוס עליי על כמה רע הייתי.,הם אמרו שאני לא יכול לשחק יותר עד שאני מרגיש טוב יותר.,באמת נפגעתי.,אני באמת שמח.,1
51,שרה רצתה לשלוח כרטיס.,היא הלכה למשרד הדואר.,היא שילמה עבור בולים.,היא שמה את המכתב במעטפה.,שרה הביאה את המכתב בעצמה.,המכתב של שרה היה בדרך למקום היעד שלו.,2
52,צ'אק היה עייף מהעבודה.,הוא סגר את עבודתו לזמן מה.,הוא פתח את הפורום כדי לשוחח עם עמיתים לעבודה.,"אחרי ההצלחות המגעילות של זולטר, הוא היה צריך הפסקה.",צ'אק החליט לפרוש מעבודתו.,הוא הרגיש מחויב לחזור לעבודה.,2
53,בוב השתמש בשקיות פלסטיק לקניות.,"ואז, חברו אמר לו שפלסטיק הוא רע לסביבה.",בוב החליט לוותר על שקיות הפלסטיק שלו.,בוב השקיע בכמה שקיות קניות שניתן להשתמש בהן שוב.,בוב השתמש בשקיות המכולת שניתן להשתמש בהן שוב ושוב כדי ללכת לקניות.,בוב המשיך להשתמש בשקיות הפלסטיק שלו כדי ללכת לקניות.,1
54,ג'ו היה צריך לקבל דיוקן של עצמו לפרויקט.,הוא התקשר לכמה אמנים מקומיים ושאל את המחירים שלהם.,לאחד האמנים היו מחירים סבירים.,ג'ו קבע פגישה עם האמן הזה כדי לעשות את הדיוקן.,ג'ו היה מרוצה מאוד מהתוצאות.,האמן צייר חתול של ג'ו.,1
55,אן ניסתה להפסיק לעשן.,"היא ניסתה כמה פעמים, אבל תמיד נכשלה.",ואז היא החלה להשתמש במעטפת ניקוטין כדי לעזור לה.,ועזרו לה לעשות זאת!,אן הכפילה את כמות הסיגריות שהיא עישנה בכל יום.,אן הצליחה להפסיק לעשן.,2
56,ג'ן נשלחה לדודה שלה לקיץ.,היא שנאה את המחשבה על להיות רחוק מהספרייה המקומית שלה כל הקיץ.,"היא לקחה איתה כמה ספרים, אבל היא הייתה עוברת עליהם במהירות.","כשהיא הגיעה, דודתה לקחה אותה לחדר מיוחד בבית שלה.",ג'ן ראתה את הספרים שלה נשרפים במנורה.,החדר היה מלא מדפים של ספרים שהמשכו את הבנות.,2
57,אתמול היה ניקוי השיניים של רוב.,הוא בדרך כלל ממש מפחד מרופאי שיניים.,אבל יש אחות חדשה חמודה במשרד.,אז הוא היה נרגש ללכת.,רוב הרגיש מרענן לאחר הקולונוסקופיה שלו.,רוב היה עצוב כשהאחות החמודה לא הייתה שם באותו יום.,2
58,ג'ו אהב לאכול אדמה.,הוא היה מכין פשטידות בוץ בכל הזדמנות שהייתה לו.,הוא אכל פאי כשהוא הרגיש משהו מאוד קשה בפה שלו.,ג'ו נשך על סלע וניפץ את שןו.,ג'ו רצה ללעוס עוד אבנים.,ג'ו החליט לא לאכול שוב אדמה.,2
59,רוב מעולם לא היה על רכבת הרים.,"חבריו של רוב הציעו לו כרטיס חינם ל""שש דגלים"".",רוב החליט שהוא יכול להצטרף.,כולם הלכו וחיכו בתור ארוך.,לרוב היו חברים נדיבים.,חבריו של רוב היו חסרי מחשבה.,1
60,קרלי חיכתה שסאם יתקשר אליה.,הוא הבטיח ביום שישי.,זה היה מאוחר בשבת והיא לא שמעה כלום.,לבסוף היא החליטה להתקשר אליו.,סאם ענה לטלפון.,קרלי הזמינה אוכל לטלפון.,1
61,איימי חזרה הביתה מבית הספר ביום ההולדת שלה לבית ריק.,היא כעסה שכולם שכחו את היום המיוחד שלה.,היא נכנסה באומץ לסלון.,"פתאום, חבריה ובני משפחתה קפצו ממקומות הסתרתם.",איימי חייכה בשמחה.,איימי יצאה מהחדר ועזבה את הבית.,1
62,פאן ניסה להכות אותי ללא סיבה.,"כעסתי, פשוט הגנתי על המכה שלה.",היא המשיכה לזרוק את האגרוף שלה עליי.,"בניסיון לעצור אותה, זרקתי אותה על הקרקע.",פאן סוף סוף הפסיק.,נתתי לפאן חיבוק גדול.,1
63,לבקי יש בת דודה בשם אשלי.,בקי ואשלי היו חברות כשהן היו ילדות.,אשלי התחילה להיות טיפשה כשהיא גדלה.,היא הלכה לכלא על גניבת טמפונים מחנות דולר.,בקי איבדה קשר איתה.,בקי גאה באשלי.,1
64,התינוק של פאם וטום ישן קל.,"השכן שלהם, שלא חשב על דבר, השאיר את הכלב שלו בחוץ כל היום נובח.","בכל פעם שפאם השכיבה את התינוק שלה לישון, הכלב התחיל לנבוח.",פאם חלמה על לשחרר את הכלב כדי שהוא יברח.,"לילה אחד, פאם הכניסה את החתולים שלה לבית שלה.","לילה אחד, פאם החליטה לשחרר את הכלבים.",2
65,מאי התקבלה לקולג' בפרדוניה.,היא לקחה את האוטובוס לבית הספר החדש שלה.,היא חקרה את הקמפוס.,היא אהבה כל מה שהיא ראתה.,היא עזבה את בית הספר.,היא אפילו אהבה את כל הפרופסורים שלה.,2
66,מרי הייתה צריכה שיניים משולבות.,היא רצתה שהרופא השיניים ישנה אותה.,כל מה שהוא יכול היה לעשות היה להטמם את האזור עם נובוקאין.,מרי הביטה בו בהלם.,"לאחר שראה את הבעת פניה, רופא השיניים היה מסוגל לעזור למרי.",מרי עזבה את רופא השיניים במצב רוח נהדר.,1
67,פורד היה גאה בממוצע הציונים הגבוה שלו.,הוא עבד כל ערב על משימות כדי לשפר את זה.,חבריו של פורד הזהירו אותו שהוא מפספס כיף.,מאוחר יותר בחייו הפך פורד לעורך דין מצליח.,פורד היה עצוב שהוא השיג כל כך הרבה.,פורד היה גאה בהישגיו.,2
68,אשתי אומרת שאין לי תשוקה.,שאין לי הרבה תחביבים או תחומי עניין.,ניסיתי להתווכח אבל לא יכולתי.,הבנתי שהיא צודקת.,החלטתי להשתנות.,אני רווקה.,1
69,נינה רצתה תחפושת ליל כל הקדושים.,אבל היא לא יכלה להרשות לעצמה משהו מפואר.,היא חיפשה דרך הבית שלה רעיונות.,ואז היא מצאה תחפושת נהדרת בחינם.,נינה קנתה צעצוע.,נינה התרגשה.,2
70,ורוניקה אהבה לטייל ביער.,יום אחד היא הייתה במסלול ומצאה בית עץ.,היא טיפה במדרגה והדהדה מכל הדברים בבית.,הוא היה מעוטר במלואו עם רהיטים ושמיכות.,ורוניקה לא אהבה את בית העץ.,ורוניקה מחליטה לבקר בבית העץ לעתים קרובות יותר.,2
71,היה יום אביב יפהפה בתחילת מרץ.,טרייסי החליטה לצאת לטיול ביער מאחורי ביתה.,היא שמעה דג דק והתחילה לחפש אותו בעצים.,היא מעד על שורש ונפלה על השביל.,טרייסי רצה הביתה.,טרייסי התעלמה מהנפילה שלה.,2
72,בוב היה ממש צמא ורצה משקה קלים.,"למרבה הצער, לא היה לו כסף.",בוב נכנס לתחנת דלק ושאל אם הוא יכול לקבל סודה.,הקופאי שאל אותו אם יש לו כסף.,הוא אמר לא ועזב את תחנת הדלק.,הוא החליט לצאת לריצה.,1
73,ג'ים חיכה בשדה התעופה.,אשתו תהיה שם תוך שעה.,הוא היה משועמם מאוד.,הוא החליט להדביק את הספר שלו.,ג'ים ראה את אשתו לאחר שעה.,ג'ים נסע לפני שאשתו הופיעה.,1
74,ג'ו באמת רצה ללמוד באוניברסיטת קולומביה.,"הוא עבד קשה מאוד בבית הספר, היה בקבוצת הכדורגל.",הוא הוסף לרשימת המתנה.,"למרות שהוא היה מאוכזב, הוא ניסה כמיטב יכולתו עד הסוף.",ג'ו עדיין היה גאה מאוד בעבודה הקשה שלו.,ג'ו החליט שהוא לא רוצה ללכת לקולג'.,1
75,"לחברה של ג'ינה, טמי, הייתה תיקיה שהיא לא רצתה שאף אחד אחר יקבל.",ג'ינה רצתה אחד אבל לא ידעה איפה לקנות אחד.,"עכשיו לטמי יש ליסה פרנק חדשה, שומרת הצייד.",ג'ינה קינאה כי גם היא רצתה אחד.,ג'ינה בדקה באיביי ומצאה אחד שהיא יכולה להרשות לעצמה.,ג'ינה קצרה את כל החצר ולא קיבלה עזרה מאף אחד.,1
76,לייה הייתה עץ חג המולד יפה בבית שלה.,"יום אחד, היא עזבה ללכת לחנות.","כשהיא חזרה, העץ התהפך.",החתול שלה טיפס עליו ושלף אותו למטה!,לאה החליטה שהיא אוהבת את העץ על הרצפה יותר מאשר לעמוד.,ליאה הענישה את החתול שלה.,2
77,פיטר השתמש באותו כיסא במשך שנים.,זה היה מתחיל להתבזבז.,הוא החליט לקנות כיסא חדש ונוח יותר.,כשזה הגיע פיטר היה מאוד שמח.,פיטר חשב שזה אפילו יהיה נוח יותר מהישן.,פיטר נתן לכלב שלו להשתמש בכיסא שלו.,1
78,רקס מתכונן למסיבה הערב.,הוא מבין שהוא לא הכין שום דבר לאורחים לאכול עם גבינה.,רקס רץ להביא בגיט.,הוא חותך אותו לחתיכות דקות כדי שיהיה קל לאכול.,רקס יצא למסע ארוך מעבר לאוקיינוס.,כולם נהנו מהגבינה והלחם.,2
79,אלי תמיד נוסעת ברכבת לעבודה בכל יום.,יום אחד היא הייתה חולה מאוד אבל עדיין הלכה לעבודה.,היא עבדה קשה כל היום ואפילו לקחה את העבודה הביתה.,היא עלתה לרכבת ונרדמה.,היא הייתה עובדת עצלנית.,היא החמיצה את התחנה שלה והייתה צריכה לקחת אוטובוס הביתה.,2
80,קבוצת הפוטבול עבדה קשה כל העונה.,הם ניצחו בכל משחק והגיעו לאליפות.,היו רק שניות שנותרו על השעון והמשחק היה שווה.,הקוורטרבק העביר את ההעברה הארוכה והרוכב כבש.,הקהל ביא בקול רם לקבוצה.,הקהל כולו קם ממקומותיו והתריע בקול רם.,2
81,אנחנו גרים בבניין גבוה.,"יום אחד הייתה רוח חזקה, חלקית בגלל הגובה של הבניין.",הרוח נשבה את ענפי העץ כל כך שאשתי לא יכלה לישון.,הרוח גם הפילה את כבל האינטרנט.,אשתי ואני היינו מאוד לא מרוצים לאבד את חיבור האינטרנט שלנו.,אהבנו את הרוח החזקה וחוסר השינה.,1
82,קייט רצתה לקנות מקלדת חדשה למחשב שלה.,היא חסכה במשך חודשים כדי להרשות לעצמה מקלדת טובה.,קייט סוף סוף הלכה לאינטרנט והזמינה את המקלדת שלה!,היא חיכתה בכליון עיניים במשך ימים להגעתה.,ואז היא ביטלה את ההזמנה שלה.,ואז המקלדת שלה הגיעה בדואר.,2
83,ג'ון סיים את לימודיו במכללה והחל לחפש עבודה.,הוא הגיש בקשה לעבודה בתחום שלו כל יום.,"שלושה שבועות לאחר שהחל, הוא קיבל שיחה.",האדם שהתקשר שאל אם הוא מעוניין בראיון.,ג'ון הסכים.,ג'ון דחה את ההצעה.,1
84,ג'ולי אהבה לקרוא כל מה שהצליחה להשיג.,רוב זמנה בילה בספרייה.,הספרייה האהובה עליה הייתה מיס ווטסון.,גברת ווטסון ראתה את אהבתה של ג'ולי לספרים והצעה לה עבודה.,ג'ולי קיבלה בשמחה!,ג'ולי היכה את חברתה בעין.,1
85,"המשפחה של איימי הייתה הולכת ל""שישה דגלים"".",היא ישבה בסבלנות במכונית וחיכתה להגיע.,כשהם הגיעו היא ישבה על ברכיה סקרת את הפארק.,היא חיכתה בתור במשך שעה כדי לרכוב ברכבת הרים הגדולה ביותר.,איימי הייתה ממש נרגשת להיות בפארק.,איימי חשבה שהפארק משעמם.,1
86,סטיב היה ממהר להגיע למשחק הפוטבול.,"בכביש המהיר, סטיב נהג מהר מאוד.",משטרת הכביש המהיר עצרה את המכונית של סטיב.,"השוטר כתב סטיב דו""ח על גזז.",סטיב היה מרוצה.,סטיב היה נסער.,2
