,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
12,"Lesterqa, astawan artisticata munarqa.","Chaypin payqa, uj pʼunchay uj floresta dibujananta munarqa.","Chaymantataq, sumaq orquídeaspa ñawpaqenpi tiyaykuspa dibujayta qallarirqa.","Lesterqa, dibujota ruwaspa sumaqta rikukun.","Chay dibujotaqa, salónpi tʼikrasqa.",Chaymantataj manañataj ima dibujotapis dibujayta atinkuchu.,1
13,Pabloqa q'illu mikhuyta munakun.,"Yachana wasipi uj librota leeyta qallarerqa, chaypi imaynatachus chayta ruwanamanta.",Chaykunataqa aceiteman q'aparin.,Payqa sapa killa chaykunata ruwan.,"Pabloqa, q'asakunatapas, sumaq mikhunatapas munakun.",Pabloqa mana munakunchu llanthunata mikhunanpaq.,1
14,Kiraqa japonespa cultura-ninkunata munakun.,Payqa japones simillapipuni filmasta munarqa.,Chayman riyta munarqa.,"Payqa, ashkha watastaña viajananpaq qolqeta qokusharqa.",Tukuy qolqeta zapatospi churarqa.,"Chayqa, payqa mana jaykʼaq jinachu karqa.",2
15,"Glenqa, puriyta munarqa.","Chaymantataq, chay runaqa, chay runaq q'epipi, chaymantaqa, chay runaq q'epipi.","Chay runaqa, ñanpi purispan, urman, jinaspataq chʼakiykukorqa.","Glenqa, wasimpi kutiytawan, sayarispa, chʼakiykukuspa, kutirqa.","Glenqa, aswan allin tiempota maratónpi ruwarqa.",Glenqa ni jaykʼaj purisqanta ni jaykʼaj purisqanta ni jaykʼajpis.,2
16,Jesúsqa tukuy p'unchaymi wasikunata k'achachirqan.,"Tutayaqtin, ruwasqanta qhawarirqa.",Tukuy imapis mosoj jina kʼanchakorqa.,"Jesusqa, chay tuta tukuy amigosninta wajyarqa uj fiestapi.","Paykunaqa, wasimpi churasqanku mueblesqa kʼacha kasqanta ninku.",Amigonkunataj mueblesninta kʼachachirqanku.,1
17,"Ñaupa tiempopiqa, rantikuqman risqay.","Chay llajtamanta llojsimuyta munaspay, maqaypi sinchʼi, chʼaki, sinchʼi metalta rikorqani.","¡Mayta llakikorqani, chay carreterataqa chayarqachej!","Chay carreteroqa, chay chʼampaypi urmasqa kasqayta rikuspataj, mayta perdonawarqan.","Chaytaj mana allinchu kasqanta nerqani, chaymantataj riporqani.","Chay carretata apaykachaqtaj, mayta phiñakorqa.",1
18,"Ginaj hermananqa, vidriosta chʼaqwaspa, chʼakipi tʼaqakusqa.","Yawarqa chakipi, chakinmanpis yaykurqa.",Yawarta rikuspataj wasinman ayqekorqa.,"Ginaqa qhepanta riporqa, ichaqa mana chayman jinachu.","Wasinkuman chayaspaqa, llapallanku aysa mikhurqanku.",Jinamanta hermananqa doctorman riporqa.,2
19,"Uj wawataj, kinsa gradotaña estudiasharqa.","Payqa yachayniyoj karqa, chaywanpis leeyta mana atillarqachu.","Chaytaj, payjina, Bibliata ñawiriyta qallariytawan, mana allinchu karqa.",Sapa pʼunchay leeyta yachayta qallarerqa.,Chay wawataj mana allinman tukunanta yacharqa.,"Chay watamanta, ñawiriyta yachayta yachakuspa, sumajta yachakurqa.",2
20,Rosiepa clasepi uj fiesta karqa.,"Chay warmiqa, tukuypaj sachʼa-sachʼa sallata ruwarqa.","Payqa, chay frutasmanta mayta gastakorqa, chayraykutaj mayta kallpachakorqa.","Chay fiesta pʼunchaypi, payqa uj jatun platopi sachʼa-sachʼa salatata japʼerqa.","Rosiepa clasepi kaqkunaqa, chay frutaswan salatata mikhurqanku.","Rosieqa, chay frutaswan juntʼasqa salatata wasipi chʼisiyaykusqa.",1
21,"Kellyqa, mosoj celularninta japʼisqanmanta mayta kusikorqa.",Chay cartataqa tukuyman apakurqa.,"Chayqa, mana allinchu karqa.","Chaywanpis, chay llajtanman chayayta atispa, reparayta atiran.","Chaytaj, chay maquinata allichananpaj, may valorniyoj qolqeta qollqeta qollqetawan churarqa.",Kellyqa musuq celularta rantirqan.,1
22,"Yachachisqaypi, kuraj runawan tinkurqani.","Noqaqa 22 wataypi karqani, payqa 38 watayoj.","Chaypi, uj kʼacha tiempota kusisqa kawsarqayku.","Chaypi kashaspa, ujllapi kasharqayku.","Chay tiempomantaqa, mayta yuyarikuni.",Chay tiempomanta mana allin recuerdosniyojta yuyarikuni.,1
23,Bobqa escuelapi teatrota ruwayta munarqan.,Chay papelta sumajta estudiarqa.,Payqa sapa kutipuni qelqakunata yachachirqa.,"Chay kutipi, sumajta llankʼarqa.",Bobqa anchata orgulloso karqa.,Bobqa anchata penqakurqa.,1
24,Jackieqa pusaqnin klasopi estudiota qhawaq karqa.,Payqa tukuy clasepi envidiakunku.,"Yachana wasipi yachakuqkunan, llamkʼayninkuta mana allinpaq qhawanankupaq tanqawarqanku.",Paykunaqa Jackiepa pasajninta suwarqanku.,"Chay escuelapi yachachiq, mana allin ruwaq hermanosta, escuelamanta wijchʼuykorqa.","Yachachisqasninqa, sumajta ruwasqankumanta premiota japʼerqanku.",1
25,Taytayqa mosoj carrota japʼishanña.,"Chay fiestapajqa, tukuyniyku carretapi puriyman riporqayku.","Chaypin uj carroqa, ""Stop"" nisqa cartata pasawarqayku, chaymantataq nuqaykuwan churanakurqayku.","Chay ventanataqa sinchita ch'aqwarqani, chayraykutaq p'akirqani.","Chaymanta lloqsirqani, taytaywantaj mana ima llakiypichu karqayku.",Chay carretataj iskayninchejta urmarqa.,1
26,Niwasniyqa Frozen nisqa películata munakun.,Payqa tukuy kuti chay p'achata churayta munan.,Wasinpi takispa purikun.,"Payqa, mana imatapis saqerparinanta munakun.",Chay takiytaqa sapa kutipuni takirqa.,"Payqa sportta munakun, princesa jina ima ruwaykunatataj cheqnikun.",1
27,"Alexqa, iskay puntata pisiyachispa, chakra patapi chʼampaykusharqa.","Pichqa segundosllaña qhepakusqanta rikuspa, chay cartata qhawarqa.","Payqa, mana allin runata maskʼasqanpi, yuyayninpi tʼukurqa.","Chaytaj, mana allinchu karqa.","Chay chʼampayqa, paypa llajtanta atiparqa.","Piru kimsa puntata churanampaq munarqan, mana atiparqachu.",2
28,Biblioteka wasiman yaykuspa tiyaykurqani.,Maypichus rikurqani chaypiqa uj wawata rikurqani.,Payqa unayta qhawariwarqan.,"Chaytaj mayta phiñacherqa, chayraykutaj tiyaykuyta saqerqani.",Chay wawaqa imachus ruwasqantaqa mana llakikunichu.,"Chaytaj, ¿imataj llakiynin kasqanta tapurqani?",2
29,"Ivawan Brantqa, wawanta tarinankupaq kallpachakusharqanku.","Chay watamantapacha, mana allinchu karqa.","Doctorman risqankupi, llakisqa kasqankuta rikuchirqanku.","Chaymantataj doctorqa, mayta sonqota chʼichʼiyta qallarerqa.","Brantqa, wawa suwasqanta mana ruwanachu.","Chay warmisqa, wawayuq kasqankuta yachaspa kusikunmanku.",2
30,"Catherineqa curling nisqa deporteta munakusqanrayku, chaymantapacha qʼepipi pukllayta munarqa.","Catherineqa, televisionpi atleta-kunaq pukllananta qhawananpaq munakun.","Juk pʼunchaytaj, Catherineqa curlingpi entrenakuyman rinanta yuyaycharqa.","Chay tantakuypi, uj atleta Catherinewan khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska khuska","Chaymantataq Catherineqa sapa pʼunchay yachachiyta qallarirqa, chaytaq sumaqtapuni karqa.","Catherineqa, curlingqa chʼakiy jina kasqanta yuyarqa.",1
31,"Francisqa, carretata apayta yachakuyta munarqa.","Chaymantataq machuña kashaspa, maquinata apachiyta atinman.","Francisqa, licenciapaq sinchita estudiashan.","Chay runaqa, chay examenta mana sasachakuspa jap'in.","Francisqa, chay ruwasqanmanta mayta kusikun.","Francisqa, transportomanta riyta munarqa.",1
32,"Q'ayantinqa, ""Nutcracker"" nisqa q'illaypi, ancha kusisqa kasharqani.",Chaytaj mayta kusichiwarqa.,"Chay tantakuyqa, may sumaq karqa.","Chay programata rikusqayqa, jatunpaq qhawasqa.",Manañataj chay llajtapi kutirikunaypaj niñorqani.,Chaytaqa uj kutipi rikurqani.,2
33,8:30 p'unchaypi claseypaj sayaricherqani.,"Chaymantataj puñusqaymanta llojsispa, uj chʼichiwan mayllakorqani.","Chay ratollaqa, tʼantata mikhuytawan, clasepi riyta qallarerqani.","50 minutos yachachikuyta tukuspa, wasiyman kutirqani.",Yachana wasiyman kutiyta munarqani.,"Chayman chayaspa, uj ratolla puñurqani.",2
34,"Garyqa, Lisaj qhawayninta japʼinanpaj mayta kallpachakorqa.","Uj p'unchayqa, Lisapaj uj poemata qhelqachin.","Qhepantin pʼunchay escuelapi, Garyqa Lisawan tinkukorqa.","Garyqa, Lisawan kusisqa sonqota churan, chaymanta qelqata jaywan.","Garyqa Lisata sinchita ch'aqwaykuspa, lloqsin.","Lisaqa, Garywan kusisqa kashasqanta nin.",2
35,Carlosqa Franciapi visitasqa kayta munarqa.,"Chaymantataj, Franciapi parlayta yachakunanta nerqa.","Chaymantataq, tutapi clasepi yachachin, tukuy sonqowantaj ukhunchakun.","Carlosqa, francés simita allinta parlan.","Carlosqa, Australia suyuman pasaj cargokunata japʼin.","Carlosqa, Parisman riyta munaspanmi francés simita allinta yachakun.",2
36,Larsqa fotosta japʼiyta munarqa.,"Amigonqa fotosta allinta japʼiyta atisqanta, ichaqa mana jaykʼaq chay fotosta japʼiyta atisqanta yacharqachu.","Uj kutiqa, uj fotokamerata rantikorqa.",Chay pʼunchaymantapacha Larsqa sapa pʼunchaymi imachus rikukunanta fotosta ruwarqa.,Larsqa fotokunata munakurqa.,Larsqa fotosta mana munarqachu.,1
37,Televisiónta rantikurqani electronicas ima ima ima ima ima ima ima ima ima ima ima ima ima ima ima ima ima.,"Chay videonqa jatun pantallapi, sumajta rikukun.","Chay llankʼajqa, mana imapaqchus kachkaspa, garantiata qojta niwarqa.","Chay semana qhepata, televisionqa pampamanta urmaykuspa, chinkapusqa.",Chaytaqa garantiapi allicharqani.,Chay llankʼajqa wañusqa tarisqa.,1
38,Ryanqa parkipi kasharqa.,"Chaypin uj sipasta rikorqa, uj balónta japʼishan.","Parquemanta llojsimushajtin, chay globota uj sachʼapi chʼichiykusqa rikorqa.","Chay sachaman wicharqa, chay globota apananpaq.","Ryanqa, chay globota chʼinllapi chʼichicharqa.","Ryanqa, chay sipasta tarispa, chinkaykusqan balónta qosqa.",2
39,"Jenpa empresarionqa, CVninta apachinanta nirqa.","Payqa, mana allintachu qillqasqanta repararqa.","Chaypaqqa, tukuy ima qillqasqanta, chay qillqasqaman churarqan.","Chay qhepamanqa, qhepaman llankʼasqanmantapis willarqa.",Chaymantataq empresanman apachirqa.,"Jenqa, mana imawanpas tʼaqasqa kayta munarqachu.",1
40,Neilqa Fez llajtata waturikusharqa.,Chay nacionpi mikhunata mikhuyta yacharqa.,Chaymantataj suveniresta rantiman risqa.,"Fez llaqtapipis, may sumaj runas kasharqanku.",Neilqa sumaqta kusikurqa.,Neilwan Fezwantaj sumaj amigos karqanku.,1
41,"Chaytaqa, ñuqawan, ñuqawan, ñuqawan ima, ruwarqani.","Ñuca llajtapica, llaquihuanmi causan.",Wasinipi tʼukurqani.,Mana tarirqanichu.,"Chaymantataj, chay animalta patioman pusarqani.","Chay wasimanqa, chay perqataqa haywarqani.",1
42,"Chay p'unchayqa k'anchay, k'anchay, k'anchaymi karqa.","Chayrayku Joeqa, chʼichi puriyta munarqa.",Chaypin chay lugarpi kaq caféman riyta munarqan.,"Chaytaj, chʼampayta qallarerqa.","Chayrayku, chay coffeeshopman ayqekorqa.","Joeqa, mana llojsisqanta pesachikorqa.",2
43,Jenqa tukuy pʼunchay chay paqueteta suyarqa.,"Chaymantataq, chay runaqa, punkuman chayashasqanta rikurqan.","Paytaj chay paqueteta apacherqa, chaymantataj chay warmiqa chayman apamorqa.",Chay cartataqa cuchillolla kicharan.,Chay qʼepapiqa uj wawata tarerqanku.,Jenqa mosoj chaleconta tarerqa.,2
44,"Frankqa, mana wasipi llankʼayta munarqachu.",Chaywanpas videojuegospi pukllanayta munarqa.,"Frankpa tatasninqa, ñaupajta wasipi llankʼayta ruwananta nerqanku.","Frankqa, mana allinta ruwasqanrayku castigasqa karqa.",Frankqa uj semana videojina juegosninmanta karunchakorqa.,"Frankqa, mosoj pukllayta japʼin.",1
45,"Timmyqa, escuelapi 3 puntos nisqata atipanankupaq, atipanankupaq.","Chaypi atipanqa, 1000 dólares qolqeta universidadpi estudianapaq.",Timmyqa tukuy semanapi 3 puntata churanata yachakurqa.,"Chay kutipi, chay runaqa tukuy imata wakichikuyta qallarerqa.",Timmyqa atipanmi.,"Timmyqa, chay kutipi, chay campota riporqa.",1
46,Drakeqa p'unchaypi uj fiestapi karqa.,Chaymantataj monedanta suwasqankuta repararqa.,"Chay ratopajqa, Drakeqa policíata wajyarqa, chaywanpis mana tarerqankuchu.",Drakeqa chay fiestapi kaq runata wajyarerqa.,"Chay runaqa, mana yachayta atispa, mana imachus kasqanta nerqa.","Drakeqa, wasimpi tantakuykunaman kutiyta munasqanta willarqa.",1
47,"Bobqa, carretanpi llant'ata tarirqa.",Payqa mana jaykʼaqchu llantʼata cambiarqa.,Chaypin llantata jap'iykurqan.,Mana atiparqachu chay llallinata.,"Bobqa, uj runata wajyarqa, chay ruedasninta allichanankupaj.","Bobqa, carretantawan, mercadota rirqa.",1
48,Jackqa tablet computadorapi emailkunata qillqaspa llumpay llakisqa kachkan.,Paytaj computadoraman qollqe churayta munasqanta nin.,"Payqa, may chhika computadorasta maskʼashan, chayrayku chay computadorata maskʼashan.","Chaytaj, payman chayarqa.","Kunanqa, Jackqa, e-mailman kutichinanta munakun.","Jackqa, kunanqa correo electrónico nisqamantaqa, correo postal nisqallawan llamkʼachkan.",1
49,"Jakeqa, sinchi pʼachayojña kasharqa.","Payqa, juk llankʼaypi parlarqa.","Mamantapis, chaymantaqa, k'uchusqanta mañakurqa.","Mamayqa, sumaqta pʼachanta kʼachachirqa, chaytaj sumajta qhawachikorqa.",Jakeqa makinta mayllakorqa.,Jakeqa llankʼayta japʼerqa.,2
50,"Seanqa, kunan jamorqa.","Sam, Sean, noqaykunapis juj jujllapi karqayku.",Paykunaqa phiñakuranku mana allin ruwasqaymanta.,"Paykunaqa niwarqanku manaña pukllayta atiymanchu, aswan allinman tukunaykama.",Chaytaj mayta llakichiwarqa.,Chaytaj mayta kusichiwarqa.,1
51,Sarahqa cartata apachiyta munarqa.,Payqa postaman risqa.,Paymi estampakunata pagaran.,"Chay cartataqa, uj sobrepi churarqa.",Sarahqa kikinmi cartanta apachirqa.,"Chay cartata apachkaptinku, Saraqa, chay cartata apachkarqa.",2
52,Chuckqa llankʼasqanwan qarqusqa karqa.,"Chaypaqqa, llank'ayninmanta karunchakurqan.",Chaypi llamkʼajkunaswan parlanakuyta qallarerqa.,"Zoltarpa mana allin ruwasqankunamantaqa, chaymi chayman chayarqa.",Chuckqa llankʼayninmanta ripunanta munarqan.,Chaymantataq llamkʼananpaq kutirqa.,2
53,"Bobqa, plastikopi q'uñi q'uñi sach'ata rantikuq ripunapaq.","Chaymantataj amigonqa, plásticoqa mana allinchu kasqanta nerqa.","Bobqa, plastikosta saqerparerqa.","Bobqa, wakin qʼuñi qʼuñi sachʼaspi ima gastasqa.","Bobqa, rantikuqkunaman, qʼepisninwan, rantikuq ripun.","Bobqa, plastikopi qʼuñi qʼuñi sachʼasninwan rantikuytapuni qallarirqa.",1
54,"Joeqa, uj proyectopaj kikinpa dibujonta japʼinan karqa.","Chaypin wakin artistacunata wajyarqa, costumbrenkuta tapurqataj.","Artistaqa, mana qollqeyuqchu karqa.",Joeqa chay dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibujopi dibuj,Joeqa chay ruwasqanmanta mayta kusikurqa.,Artistaqa Joe's cat nisqa pisiwan pintasqa.,1
55,"Annqa, cigarrota saqeyta munarqan.","Payqa, ashkha kutistaña chayman riyta munarqa, ichaqa mana atiparqachu.","Chaymantataq, nicotina platowan chʼampaykusqa.",¡Chayta ruwasqantaq yanaparqa!,Annqa sapa pʼunchay iskay kutillata cigarrota fumasqa.,"Annqa, cigarrota saqerparirqa.",2
56,Jenqa tiyninta watukuq rirqa.,"Payqa Bibliata mana estudiananpaqqa, mana munarqachu.","Chay warmiqa, wakin librosta apamorqa, chaywanpis chay librostaqa usqhayllata leeyta qallarerqa.","Chay llajtaman chayaspa, tiantaqa, wasinpi uj tʼaqasqa wasipi churarqa.","Jenqa, librosta nina ruphachisqanta rikorqa.","Chay wasipi, warmispaq may allin librosta churarqanku.",2
57,Qayna p'unchay Robpa kirusnin llimphuchasqa karqa.,"Payqa, dentistawan parlayta manchay manchakun.","Chaywanpis, chay oficinapi uj kʼacha enfermera tiyan.","Chayrayku, mayta kusikurqa.",Robqa colonoscopía ruwasqanwan sumaqta sientekurqa.,"Robqa, chay pʼunchaypi mana chay sumaq enfermerata tarikusqanrayku, llakikurqa.",2
58,"Joeqa, jallpʼata mikhunata munarqa.","Payqa, tukuy atisqanpi q'omermanta tarta ruwaq.","Chayqa, juk tarta mikhuspa, uj k'ullpipi sinch'ita t'urparisqanta rikuspa.","Joeqa, uj rumita chʼakiykuspa, chʼakiymanta chʼakiykorqa.","Joeqa, juk rumita maskhayta munarqa.",Joeqa manañataj jallpʼata mikhunanpajchu yuyaykurqa.,2
59,Robqa mana jaykʼaqpis uj trineopichu kachkarqa.,"Robpa amigosninqa, Six Flags nisqa festivalman mana qolqewan rinata suyarqanku.","Robqa, paywan khuska kayta munarqa.","Paykunaqa, tukuynejman rispa, uj jatun trampapi suyarqanku.","Robqa, mana qʼochukuq amigosniyoj karqa.",Robpa amigonkunaqa mana yuyayniyojchu karqanku.,1
60,Carlyqa Samta suyarqa.,P'unchaypi willarqa.,"Chay pʼunchayqa sábado pʼunchay karqa, mana ima willasqantapis yacharqachu.","Chaymantataq, payman telefononta churaykurqa.",Samqa telefononta japʼirqa.,"Carlyqa, mikhunata telefonopi mañakurqa.",1
61,"Amyqa escuelamanta wasiman kutipurqa, mana ima wasis kananta yachaspa.",Payqa llakikurqa tukuypis paypaj jatun pʼunchay kasqanta qonqasqankurayku.,Payqa llakisqa salonta yaykurqa.,"Chay ratopaj, familian, amigosnin ima, pakakusqankumanta llojsimorqanku.",Amyqa kusisqa qhaparirqa.,"Amyqa wasi ukhupi llojsispa, wasimanta llojsimorqa.",1
62,"Panqa mana ima juchayoj kasqanraykutaj, maqanakunayta munarqa.","Chaytaj phiñacherqa, chayraykutaj mana juchayojchu kani.","Payqa, mana saqerparqachu.","Chay warmiqa, mana chayllachu karqa, chayrayku pampaman urmarqani.",Chaymantataq Panqa sayariyta tukurqa.,Panta sinchita mucharqani.,1
63,Beckyqa Ashley sutiyoq primo-mamanmi.,Beckywan Ashleyqa wawallaraq kashaspa amigokuna karqanku.,"Ashleyqa, kuraq kashaspa, pisi yuyayniyuq kayta qallarirqan.","Carcelmanmi rirqa, tamponkunata suwasqanrayku.",Beckyqa manaña paywan parlanqachu.,Beckyqa Ashleywan kusikuran.,1
64,"Pamwan Tompa wawanqa, mana anchata puñurqachu.","Chay runaqa, qosanta tukuy pʼunchay saqerparispa, qhatirparirqa.","Pamqa, wawitanta puñuchkaptin, chay perqa waqachirqa.","Pamqa, chay qosa ayqeyta munaspa, chay qosawan kuskaña kasharqa.","Uj pʼunchay, Pamqa, wasinman pusachiran.","Uj pʼunchay, Pamqa chay alqochasta kacharichiyta munarqa.",2
65,Mayqa Fredoniapi universidadpi estudiananpaqmi aceptasqa.,"Chay escuelamanqa, autobuspi rirqa.",Campuspi yachakusqanta qhawarqa.,Payqa tukuy rikusqanta munarqa.,Payqa escuelata saqerparqa.,Yachachiqninkutapas munakusqa.,2
66,"Maryqa, kiruta lluqsinanpaq.","Chay warmiqa, dentistawan puñunanpaqmi, chaymanta qʼepiyta munarqa.",Chay lugarpi Novocaínawan mana imatapis ruwanchu.,"Maryqa, mancharisqa payta qhawaykorqa.","Chay dentistaqa, Mariaj sonqonta rikuspa, yanapayta atirqa.",Maryqa dentistawan kuska lloqsirqan.,1
67,"Fordqa, ancha allin yachayniyuq kasqanmanta kusikuran.","Sapa pʼunchaymi llankʼarqa, chayrayku astawan sumajta yachananpaj.","Fordpa amigosninqa, payman willarqanku kusisqa kawsayta saqerupusqanta.",Qhepaman Fordqa allin abogadoña tukorqa.,"Fordqa, chay ruwasqanwan mayta llakikurqa.","Fordqa, ruwasqasninmanta mayta kusikorqa.",2
68,Warmiyqa nin mana munapayasqaymanta.,Mana imawanpas kusikunichu.,"Chaywan chʼaukiyta munaspa, mana atipayta atirqanichu.","Chaytaj, paypa nisqan cheqan kasqanta rikuchiwarqa.","Chaytaj, cambiayta munarqani.",Mana casarasqa kani.,1
69,"Ninaqa, Halloweenpaj uj kʼacha pʼachata munarqa.","Chaywanpis, mana ima qolqetapis qollqeyta qokusqachu.","Wasintaqa, yuyaykunawan qhawarirqa.","Chaymantataq, mana qollqepaq sumaq p'achata tarirqan.",Ninaqa uj pukllayta rantikorqa.,"Ninaqa, mayta kusikurqa.",2
