,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
13,Pablo szereti a férget.,"Egy könyvet olvast az iskolában, hogy hogyan kell ezt csinálni.",Az olivaolajban süt.,Ő legalább havonta egyszer ezt csinálja.,"Pablo élvezi a férget, és finomságnak tartja.",Pablo nem szereti a férgeket.,1
14,Kira mindig is szerette a japán kultúrát.,Sok kedvenc filmje japánul volt.,"Elhatározta, hogy elutazik oda.",Évekig gyűjtött pénzt az utazására.,Minden pénzét cipőre költötte.,Élete legjobb utazása volt.,2
15,Glennek volt kedve sétálni.,Felvette a kabátját és kiment.,A járdán sétálva megbotlott és eltört a térde.,"Glen újra felállt, és visszament a házához.",Glen a legjobb maratoni időjét futta.,"Glen megesküdött, hogy soha többé nem fog járni.",2
16,Jézus egész nap a bútorokat csiszolta.,"Ahogy közeledett az éjszaka, átnézte a munkáját.",Minden ragyogóan újnak tűnt.,Jézus meghívta az összes barátját egy buliba aznap este.,"Azt mondták, a bútora szép.",A barátai kipofozták a bútorait.,1
17,Nemrég sétáltam a boltba.,"Ahogy elmentem egy kijárat mellett, hideg, kemény acélt éreztem a karomon.","Megdöbbentem, hogy elütött egy autó!","A sofőr nagyon elnézést kért, miután látta, hogy elütöttek.","Mondtam nekik, hogy rendben van, és aztán elmentem.",A sofőr nagyon mérges lett rám.,1
18,Gina húga a bokáját vágta meg egy üvegtörésen.,A vér lecsúszott a lábáról a cipőjébe.,"Amikor látta a vért, hazament.","Gina lelépett, de nem tudott tartani.","Amikor hazaértek, mind jégkrémet ettek.",Gina húga elment az orvoshoz.,2
19,Egy kisfiú harmadikos volt.,"Nagyon okos volt, de nehezen tudott olvasni.","Amikor hangosan olvasott, az osztálytársai kinevették.",Elkezdett gyakorolni az olvasást minden nap.,"A kisfiú elfogadta, hogy soha nem fog jobbá válni.",Az év végén jól teljesített az olvasási vizsgán.,2
20,Rosie osztályának volt egy kis bulika.,"Úgy döntött, hogy gyümölcs salátát készít mindenki számára.","Sok pénzt költött a gyümölcsre, és sok időt töltött a készítésével.",A parti napján felkapott egy hatalmas tál gyümölcs salátát.,Rosie osztályában is megettük a gyümölcs salátát.,Rosie otthon tartotta a hűtőszekrényben a gyümölcssalátát.,1
21,Kelly örült az új telefonjának.,Mindenhová magával vitte.,Sajnos összetörte.,Szerencsére sikerült megjavítani.,A bolt tisztességes árat adott neki a javításért.,Kelly vett egy új telefont.,1
22,"Amikor főiskolán voltam, találkoztam egy idősebb férfival.","Én 22 voltam, ő meg 38 éves.","Jó egyetértésünk volt, és jól éreztük magunkat.","Egész idő alatt együtt voltunk, amíg ott voltam.",Szép emlékekkel tölt el az idő.,Rossz emlékekkel tölt el az idő.,1
23,Bob az iskolai darabban akart szerepelni.,Alaposan megvizsgálta a szerepet.,Gyakran próbálta a szövegét.,A meghallgatás napján remek munkát végzett.,Bob nagyon büszke volt rá.,Bob nagyon szégyellte magát.,1
24,Jackie-t nyolcadik osztályos hall-felügyelőnek nevezték ki.,Az egész osztály irigyli őt.,Az osztálytársai gyakran veszélyeztették a munkáját.,Ellopták Jackie hall-kártyáit.,Az igazgató felfüggesztette a zajos osztálytársait.,A tanítványait díjakkal kitüntetik a viselkedésükért.,1
25,Apám épp most vette az új autóját.,Az ünneplés kedvéért elmentünk egy kicsit.,Egy másik autó átment egy stoptábláján és belénk zuhant.,"Elég erősen ütöttem az ablakot, hogy eltörjem.","Kiugrottam, és apámmal minden rendben volt.",Mindkettőnket összezúzott a jármű.,1
26,Az unokahúgom imádja a Fagyott filmet.,"Mindig azt akarja, hogy felvegyem.",Énekel a házban.,"Imád sikítani, hogy hagyja abba.",Újra és újra énekli.,"Imádja a sportot, és utálja a hercegnői dolgokat.",1
27,"Alex a pályán dobogott, a csapat két pontot veszített.","Megnézte a táblát, és látta, hogy már csak 5 másodperc maradt.","A gondolatai elforgattak, miközben megpróbált egy nyitott férfit találni.","A védők ragaszkodtak a csapattársaikhoz, mint a ragasztó.","A csengő csörgött, és a csapata megnyerte a meccset.","Megpróbált hármasat dobni, de elhibázta.",2
28,Bementem a könyvtárba és leültem.,"Amikor körülnéztem, egy gyereket vettem észre.",Egy ideig bámult.,Elkeseredtem és felkeltem a székről.,"Nem érdekelt, hogy mit csinál a gyerek.","Megkérdeztem, mi a baja.",2
29,Iva és Brant gyermeket akartak.,"Hat hónapja próbálkoztak, de nem sikerült.",Az orvoshoz való látogatásukkor elkeseredettnek érezték magukat.,"De aztán látták, hogy a doktor széles mosollyal néz ki.",Brant lemond egy gyermek elrablásáról.,"A pár örülni fog, hogy gyermekük várható.",2
30,Catherine-t mindig is érdekelte a curling.,Catherine imádja nézni a sportolókat a tévében.,"Egy nap Catherine úgy döntött, hogy elmegy egy Curling edzésre.","A gyakorláson az egyik sportoló meghívta Catherine-t, hogy játsszon.","Catherine ekkor kezdett minden nap gyakorolni, és nagyon jó lett benne.",Catherine szerint a curling unalmasnak tűnt.,1
31,"Francis mindig is várta, hogy megtanuljon vezetni.","Végre elég idős ahhoz, hogy jogosítványt szerezzen.","Francis nagyon keményen tanul, hogy engedélyt szerezzen.",Könnyen átment a vezetői vizsgán.,Francis nagyon büszke a teljesítményére.,"Francis úgy dönt, hogy inkább a tömegközlekedést használja.",1
32,Tegnap nagyon jól éreztem magam a Mogyorószegényen.,Nagyon tetszett.,"Ahogy a táncosok díszítették a színpadot, gyönyörű volt.","Megtiszteltetésnek éreztem, hogy megnéztem a műsort.","Megesküdtem, hogy soha többé nem látom.",Újra akartam látni.,2
33,Fél nyolckor ébredtem az órámra.,Alvásosan felkeltem az ágyból és lezuhanyoztam.,"Gyorsan reggeliztem, és elkezdtem az osztályba járni.","50 perces órák után, elkezdtem visszamenni a kollégiumba.","Úgy döntöttem, hogy visszamegyek az osztályba.","Amikor odaértem, szundítottam.",2
34,Gary meg akarta szerezni Lisa figyelmét.,"Egy nap úgy dönt, hogy verset ír Lisának.",Másnap a suliban Gary meglátja Lisát a folyosón.,Gary nagy mosollyal átadja Lisának a verset.,"Gary keményen megütötte Lisát, és elment.","Lisa bevallotta, hogy Gary-be is bele van zúgva.",2
35,Carlos mindig is meg akarta látogatni Franciaországot.,"Úgy dönt, hogy tanulnia kell franciául, mielőtt elmegy.","Éjszakai órákra jár, és nagyon keményen tanul.",Carlos végre elég jól beszél franciául.,Carlos foglal egy repülőjegyet Ausztráliába.,Carlos a legtöbbet a francia nyelvből szerzi meg Párizsban.,2
36,Lars mindig is fotózni akart.,"A barátja kiváló fotós volt, de még soha nem próbálta.","Egy nap vett egy egyszerű, de kiváló minőségű fényképezőgépet.",Ettől a naptól kezdve Lars minden nap lefényképezett egy természetet.,Lars beleszeretett a fotózásba.,Lars utálta a fotózást.,1
37,Egy televíziót vettem egy elektronikai boltban.,"Ez egy nagy lapos képernyő, nagyfelbontású képminőséggel.","Az alkalmazott meggyőzött, hogy vegyek rá garanciát, minden esetre.",Egy héttel később a tévé leesett a falról és eltört.,A garanciával sikerült megjavítani.,A dolgozót később holtan találták meg.,1
38,Ryan a parkban volt.,"És látott egy kislányt, aki egy lufit tartott.","Amikor elhagyta a parkot, látta, hogy ugyanaz a lufi egy fán ragadt.","Felmászott a fára, hogy visszaszerezze a ballont.",Ryan aztán szándékosan felrobbantotta a ballont.,"Ryan megtalálta a lányt, és odaadta neki a ballont, amit elvesztett.",2
39,"Jen menedzsere azt mondta neki, hogy feltöltenie kell az önéletrajzát.","Rájött, hogy az önéletrajzát nem formázta megfelelően.",Átvitte az összes tartalmat a megfelelő sablonra.,"A legutóbbi munkájáról is beszámolt, és frissítette az önéletrajzát.",Aztán elküldte a menedzserének.,Jen utálta a mosogatást.,1
40,Neil Fez városát járta.,Megkóstolta az etnikai konyhájukat.,Aztán elment ajándékot venni.,"Fezben is voltak nagyszerű utcai előadók, mondta.",Neil jól érezte magát.,Neil és Fez a legjobb barátok lettek.,1
41,El kellett mennem sétálni a kutyámmal.,A szomszédságomnak szüksége van egy pórázra.,Átnéztem a házamat a pórázért.,Nem találtam.,"Úgy döntöttem, a hátsó udvarba viszem a kutyámat.",Beengedtem a kutyámat a házba.,1
42,"Egy fényes, meleg nap volt.","Joe úgy gondolta, jó lenne, ha sétálnánk egyet.","Úgy döntött, hogy a helyi kávézóba megy.",De félúton kezdett fáradni.,Szóval elfutott a kávézóba.,"Joe megbánta, hogy kiment.",2
43,Jen egész nap várt egy csomagra.,"Végül meglátta a UPS-es embert, amint az ajtóhoz közeledik.","Ő szállította a csomagot, és a nő bevitte.",Késsel nyitotta ki a csomagot.,A dobozban egy újszülött volt.,Jen megtalálta az új kabátját a csomagban.,2
44,Frank nem akarta megcsinálni a házi feladatát.,Inkább videojátékokat akart játszani.,"Frank szülei azt mondták neki, hogy először csinálja meg a házi feladatát.","Frank dührohamot kapott, és megbüntették.",Frank egy hétig elvesztette a videojátékokat.,Frank új játékot kapott.,1
45,Timmy részt vett az iskolai 3 pontos versenyen.,A győztesnek 1000 dolláros ösztöndíjat kaphat.,Timmy egész hétvégén gyakorolt a hárompontos lövésekre.,"Készen állt, amikor a verseny napja megérkezett.",Timmy nyerte a versenyt.,Timmy a verseny napján ment a versenypályára.,1
46,Drake pénteken egy partin volt.,"Rájött, hogy ellopták a pénztárcáját a kabátjából.","Drake azonnal hívta a rendőrséget, de a tárcát nem találták meg.",Drake a párt házigazdájával beszélt erről a témáról.,"És a házigazda azt mondta neki, hogy ő sem tudja.","Drake azt mondta a házigazda, hogy megint részt akar venni a buliján.",1
47,"Bob felfedezte, hogy a teherautója gumiabroncsja kiégett.",Még soha nem cserélt gumit.,Kivette a gumiabroncs-fűzőt és a vasat.,Nem tudta kivenni a csavarokat.,"Bob hívott valakit, hogy javítsa meg a törött gumit.",Bob a kocsijával ment a piacra.,1
48,"Jack belefáradt, hogy e-maileket ír a táblagépén.","Úgy dönt, hogy be kell fektetni egy laptopba.","Különböző laptopokat kutat, amíg meg nem találja a tökéleteset.",Végre megveszi.,Most Jack tényleg élvezi az e-mailek megválaszolását.,Jack mostantól a postát használja az e-mail helyett.,1
49,Jake haja már túl hosszú volt.,Egy állásinterjút kapott.,"Megkért az anyját, hogy vágassa le a haját.","Az anyja finoman vágta le a haját, hogy profi legyen.",Jake megmosta a kezét.,Jake-nek megvan a munkája.,2
50,Sean átjött ma.,"Sam, Sean és én játszottunk.","Elkezdtek mérgesek lenni rám, hogy milyen rossz vagyok.","Azt mondták, nem játszhatok, amíg jobban nem leszek.",Nagyon megsérültem.,Nagyon örültem.,1
51,Sarah egy képeslapot akart küldeni.,A postahivatalba ment.,Ő fizetett bélyegekért.,Egy borítékba tette a levelet.,Sarah maga szállította a levelet.,Sarah levele hamarosan a célállomás felé tartott.,2
52,Chuck fáradt volt a munkától.,Egy ideig bezárt a munkáját.,"Felnyitotta a fórumot, hogy beszélgetjen a munkatársaival.",Azok után a csúnya Zoltar-ütések után szüksége volt erre a szünetre.,"Chuck úgy döntött, hogy felmond.","Aztán úgy érezte, hogy vissza kell térnie a munkához.",2
53,Bob műanyag zsákokat használt bevásárolni.,"Aztán a barátja azt mondta neki, hogy a műanyag káros a környezetre.","Bob úgy döntött, hogy lemond a műanyag zacskójáról.",Bob újrahasznosítható zsákokat vásárolt.,Bob a többszörös használatú zsákjait használta vásárolni.,Bob továbbra is a műanyag zsákjait használta vásárláshoz.,1
54,Joe-nak egy portré kellett egy projekthez.,"Felhívott néhány helyi művészt, és megkérdezte az árukat.",Az egyik művésznek jó ára volt.,"Joe találkozót kötött a festővel, hogy készítsen egy portrét.",Joe nagyon elégedett volt az eredményekkel.,A művész festett egy Joe macskát.,1
55,Ann megpróbált leszokni a dohányzásról.,"Többször is megpróbálta, de mindig kudarcot vallott.","Aztán nikotin tapaszt kért, hogy segítsen neki.",És segítettem neki!,Ann megduplázta a napi cigaretta mennyiségét.,Ann sikeresen sikerült leszoknia a dohányzásról.,2
56,Jen-t a nagynénjehez küldték nyáron.,"Utálta a gondolatot, hogy egész nyáron távol legyen a helyi könyvtárától.","Elvitt magával néhány könyvet, de gyorsan átolvasta őket.","Amikor megérkezett, a nagynénje egy különleges szobába vitte a házába.",Jen látta a könyveit égni a kandallóban.,"A szoba tele volt olyan polcokkal, amelyek a lányok kedvéért voltak.",2
57,Tegnap Rob fogát tisztították.,Általában nagyon fél a fogorvosoktól.,De van egy aranyos új nővér az irodában.,"Izgatott volt, hogy elmehet.",Rob felfrissült a kolonoszkópiája után.,"Rob lehangolt, amikor a csinos nővér nem volt ott azon a napon.",2
58,Joe szerette a földet enni.,Minden alkalmat kihasználva sáros pitét készített.,"Egy pitét evett, amikor valami nagyon keményet érezett a szájában.","Joe megharapott egy követ, és kiütötte a fogát.",Joe még több követ akart rágni.,"Joe úgy döntött, nem eszik többé földet.",2
59,Rob még sosem volt hullámvasútban.,Rob barátai ingyen jegyet ajánlottak neki a Six Flags-ra.,"Rob úgy döntött, hogy csatlakozhat.",Mindannyian elmentek és hosszú sorban vártak.,Robnak nagylelkű barátai voltak.,Rob barátai gondatlanok voltak.,1
60,Carly Sam hívására várt.,Megígérte pénteken.,"Már késő szombat volt, és nem hallott semmit.","Végül úgy döntött, hogy felhívja.",Sam vette fel a telefont.,Carly telefonon rendelte a kaját.,1
61,"Amy a szülinapján hazajött az iskolából, és egy üres házat talált.","Dühös volt, hogy mindenki elfelejtette a különleges napját.",Szomorúan lépett a nappaliba.,Hirtelen a barátai és a családja kiugrott a rejtekhelyükből.,Amy örömmel mosolygott.,Amy kisétált a szobából és elhagyta a házat.,1
62,"Pan meg akart ütni, nyilvánvaló ok nélkül.","Dühös voltam, egyszerűen védtem a pofont.",Folyton rám dobta az öklét.,"Megpróbáltam megállítani, és a földre dobtam.",Pan végre megállt.,Nagy ölelést adtam Pannak.,1
63,Becky-nek van egy Ashley nevű unokatestvére.,Becky és Ashley gyerekkorukban barátok voltak.,"Ashley kezdett hülyének lenni, amikor felnőtt.","Börtönbe került, mert tampont lopott egy dolláros boltból.",Becky elvesztette a kapcsolatot vele.,Becky büszke Ashley-re.,1
64,Pam és Tom gyereke könnyű alvó volt.,A gondatlan szomszédjuk gyakran egész nap kint hagyta ugatva a kutyáját.,"Amikor Pam lefeküdtette a babáját, a kutya elkezdett ugatni.","Pam arról fantáziált, hogy elengedi a kutyát, hogy elmeneküljön.",Egyik este Pam beengedte a macskáit a házába.,"Egy este Pam úgy döntött, hogy elengedi a kutyákat.",2
65,May-t Fredoniában fogadták fel a főiskolára.,Busszal ment az új iskolájába.,Felfedezte a campusot.,"Minden tetszett neki, amit látott.",Kihagyta az iskolát.,Még az összes professzorát is kedvelte.,2
66,Marynek ki kellett húzni a fogait.,"Azt akarta, hogy a fogorvos elaltassa.",Csak novokainnal tudott elzsibbítani a területet.,Mary rémülten bámulta.,"Miután látta a nő arckifejezését, a fogorvos segített Marynek.","Mary remekül érzi magát, amikor elmegy a fogorvoshoz.",1
67,Ford büszke volt a magas átlagára.,"Minden este dolgozott a feladatokon, hogy jobbá tegye.","Ford barátai figyelmeztették, hogy kihagyja a mókát.",Később sikeres ügyvéd lett.,"Ford szomorú volt, hogy ilyen sokat ért el.",Ford büszke volt a teljesítményére.,2
68,A feleségem szerint nincs szenvedélyem.,Hogy nincs sok hobbim vagy érdeklődésem.,"Próbáltam vitatkozni, de nem sikerült.","Rájöttem, hogy igaza volt.","Úgy döntöttem, megváltozom.",Nem vagyok házas.,1
69,Nina szép Halloween jelmezt akart.,De nem engedhetett meg magának semmi díszeset.,Ideákat keresett a házában.,Aztán ingyen talált egy nagyszerű jelmezt.,Nina vett egy játékot.,Nina izgatott volt.,2
70,Veronika szerette az erdőben túrázni.,"Egy nap egy ösvényen volt, és talált egy faházat.","Felmászott a létrára, és megdöbbent a házban lévő minden dologtól.","Teljesen berendezett volt, bútorokkal és takarókkal.",Veronika nem szerette a faházat.,"Veronika úgy dönt, hogy gyakrabban látogatja meg a faházat.",2
71,Gyönyörű tavaszi nap volt március elején.,"Tracey úgy döntött, hogy sétálunk az erdőben a háza mögött.",Hallott egy csípőt és elkezdte keresni a fák között.,Megbotlott egy gyökerre és leesett az ösvényre.,Tracey hazament.,Tracey nem vette figyelembe a bukását.,2
72,Bob nagyon szomjas volt és egy üdítőt akart.,"Sajnos, nem volt pénze.","Bob belépett egy benzinkútra, és megkérdezte, hogy kaphat-e egy üdítőt.","A pénztáros megkérdezte tőle, van-e pénze.",Nemet mondott és elment a benzinkútról.,"Elhatározta, hogy elmegy futni.",1
73,Jim a reptéren várt.,A felesége egy óra múlva ott lesz.,Nagyon unatkozott.,"Aztán úgy döntött, hogy felzárkózik a könyvéhez.",Jim egy óra múlva találkozott a feleségével.,"Jim elment, mielőtt a felesége megjelent.",1
74,Joe nagyon szerette volna a Columbia Egyetemen tanulni.,"Nagyon keményen dolgozott az iskolában, volt a focicsapatban.",A várólistára tették.,"Bár csalódott volt, a legvégéig mindent megtett.",Joe még mindig büszke volt a kemény munkájára.,"Joe úgy döntött, hogy nem akar főiskolára menni.",1
75,"Gina barátnőjének, Taminak volt egy mappája, amit nem akart, hogy bárki másnak is legyen.","Gina akart egyet, de nem tudta, hol vesz.",Most Tami új Lisa Frank csapdász őrzővel rendelkezett.,"Gina féltékeny volt, mert ő is akart egyet.","Gina megnézte az eBay-en, és talált egyet, amit megengedhet magának.","Gina az egész kertet nyírta, és senki nem segített neki.",1
76,Leah-nak volt egy gyönyörű karácsonyfája a házában.,Egy nap elment a boltba.,"Amikor visszatért, a fát leverték.","A macskája felmászott rá, és lehúzta!","Leah úgy döntött, hogy jobban szereti a fa a padlón, mint a lábon.",Leah megkorbácsolta a macskáját.,2
77,Peter évekig ugyanazt a széket használta.,Kezdett elhasználódni.,"Elhatározta, hogy vesz egy új, kényelmesebb széket.","Amikor megérkezett, Peter nagyon boldog volt.","Peter azt gondolta, hogy talán még kényelmesebb is, mint a régi.","Peter hagyta, hogy a kutyája a saját székét használja.",1
78,Rex ma este bulira készül.,"Rájön, hogy nem készített semmit a vendégek számára, hogy sajtos legyen.",Rex elfutott egy bagettért.,"A csésze egyenletes szeletekre vágja, hogy könnyen ehető legyen.",Rex hosszú utazásra indult az óceánon.,Mindenki élvezte a sajtot és a kenyeret.,2
79,Ali mindig vonattal megy dolgozni minden nap.,"Egy nap nagyon beteg volt, de mégis elment dolgozni.","Egész nap keményen dolgozott, és még a munkáját is hazavitte.",Felkelt a vonatra és elaludt.,Lusta alkalmazott volt.,"Lekéste a megállóját, és haza kellett busszal mennie.",2
80,A focicsapat egész szezonban keményen dolgozott.,"Minden meccset megnyertek, és bekerültek a bajnokságba.","Csak másodpercek voltak hátra az órán, és a játék megegyezik.","A védő hosszú passzon keresztül, és a fogadó pontot szerzett.",A tömeg hangosan kiköpött a csapatnak.,A tömeg mind felállt a helyéről és vadul tapsolt.,2
81,Egy magas épületben élünk.,"Egy nap erős szél fújt, részben az épület magasságának köszönhetően.","A szél annyira elfújta a fákat, hogy a feleségem nem tudott aludni.",A szél ledöntötte az internet kábelt is.,"A feleségem és én nagyon boldogtalanok voltunk, hogy elvesztettük az internetkapcsolatunkat.",Imádtuk a erős szelet és az alváshiányt.,1
82,Kate új billentyűzetet akart venni a számítógépéhez.,"Hónapokig takarított, hogy legyen pénze egy jó billentyűzetre.",Kate végre online volt és megrendelte a billentyűzetét!,Napokig várta izgatottan a megérkezését.,Aztán lemondta a rendelését.,Aztán a billentyűzete a postában érkezett.,2
83,"Jon diplomázott a főiskolán, és elkezdett munkát keresni.",Minden nap pályázott a szakmájához.,"Három héttel azután, hogy elkezdte, telefonált.","A hívó megkérdezte, hogy érdekli-e egy interjú.",Jon elfogadta.,Jon elutasította az ajánlatot.,1
84,"Julie szerett mindent olvasni, ami a kezébe került.",Az időjének nagy részét a könyvtárban töltötte.,A kedvenc könyvtárát Miss Watson tartotta.,Miss Watson látta Julie könyves szerelmét és felajánlotta neki a munkát.,Julie örömmel elfogadta!,Julie a szemébe ütötte a barátját.,1
85,Amy családja a Six Flagsba ment.,"Türelmesen ült a kocsiban, és várta, hogy megérkezzen.","Amikor megérkeztek, ő térden ülve nézte a parkot.","Egy órát állt sorban, hogy meglovagolja a legnagyobb hullámvasutat.","Amy nagyon izgatott volt, hogy a parkban lehet.",Amy szerint a park unalmas.,1
86,"Steve sietett, hogy eljuthasson a foci meccsre.",Az autópályán Steve nagyon gyorsan vezetett.,A járőr megállította Steve autóját.,A rendőr bünteti Steve-et a gyorshajtás miatt.,Steve örült.,Steve feldúlt volt.,2
87,A lányom elment az első születésnapi bulijára egy barátjának.,Annyira izgatott volt a buli előtt.,Egy hétig nem beszélt másról.,Elment a partira és jól szórakozott.,"Úgy döntött, hogy soha többé nem megy bulizni.","Amikor hazaért, azonnal elaludt, kimerült.",2
88,"Bobnak pénzre volt szüksége, hogy élelmet vegyen.","Szomorú volt, hogy nem tud enni, mert nincs pénze.","Elhatározta, hogy könyvet ír a nehéz életéről.","Az emberek azonnal dicsérették a könyvet, és több ezer példányt vásároltak!","A könyv eladásából származó profitból Bobnak elég pénze volt, hogy megehesse.","A nyilvánosság reakciója a könyvre azt jelenti, hogy Bob még mindig éhes.",1
89,Ma teljesítettem az első maratont.,"Körülbelül hat mérföld volt, és nagyon keményen dolgoztam.",Három hónapig edzettem.,Mindig is szerepel a listámon.,Soha nem voltam boldogabb.,Nagyon csalódtam magamban.,1
90,Bobby a gyümölcscsomagját repülőgép alakúra hajtotta.,Felhúzta a karját és a lehető legerősebben dobta a repülőgépet.,"De túl nehéz volt, és úgy esett, mint egy tégla.","Bobby úgy döntött, hogy a repülőgépeket papírból kell készíteni.",Bobby öt éves volt.,Bobby 35 éves volt.,1
91,Sam egy este csillagokat nézett.,Hirtelen felállt.,"Egy csillogó, mozgó csillagot látott!","Elfutott, hogy megmutassa az apjának.","Az apja nevetett, mert a csillag valójában egy sugárhajtású repülő volt, fényekkel.","Sam apja örült, hogy a fia érdeklődik a geológia iránt.",1
92,John és Meg öt éve jártak.,"John szerette Meget, és feleségül akarta venni.","Elhatározta, hogy ma este megkérdi a kezét, egy mozi randi után.","Amikor kimentek a moziból, hirtelen térdre borult.",Meg-re kezdett ordítani.,Megkérte a kezét.,2
93,"Egy gyönyörű darab banán, ami a kezünkben lógott.","Bobby megpróbálta eldobni a cipőjét, de beakadt.","Megpróbált felmászni a fára, de elesett.","Ezután dühösen megütött egy kopóval, de túl rövid volt ahhoz, hogy elérje.","Bobby dühös volt, hogy megkapta a banánt.","Bobby a fészerbe ment, hogy hozzon egy létrát, hogy elvigye a banánt.",2
94,Beth egy betegség után gyógyult.,4 nap után végre tudott enni.,"Bár jobban volt, nem volt jól.","Elhatározta, hogy pénteken nem megy iskolába, és időt szán a gyógyulásra.",Bethnek pihennie kellett.,Beth pénteken futballozott.,1
95,Rhonda vett pár új rózsaszín zoknit.,Imádta őket.,"De amikor levette, a többi ruhával összekeveredtek.","A mosás napján a ruháit is úgy mosta, hogy nem rendezte el őket.","Rhonda aztán úgy döntött, ebédel, és válaszol az e-mailekre.","Sajnos tönkrementek, és Rhondának új párat kellett vennie.",2
96,A tenger félelmetes volt egy vihar alatt.,"Marcus utálta, ahogy a hajó felállt és összeomlott.",Megbetegítette a gyomrában.,"A kunyhójában bújt össze és becsukta a szemét, de nem segített.","Marcus annyira meg volt ragadtatva, hogy elkezdett táncolni.",Marcus aztán hányt a tengeri betegségtől.,2
97,"Tegnap Anna úgy döntött, hogy szundít.",Kényelmesen ült a székében és becsukta a szemét.,"Épp amikor elaludt, a lánya kutyája a karjába ugrott!",Nagyon meglepődött.,"Megölelte az imádnivaló kiskutyát, örülve, hogy látja.",A kiscicája nagyon aranyos volt.,1
