,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
11,Een vriend kwam op bezoek.,Ik zei dat mijn hond bijt.,Ze luisterde niet.,Ze probeerde hem te aaien en met hem te spelen.,Mijn hond heeft haar gebeten.,Mijn hond is weggelopen.,1
12,Lester wilde altijd al meer artistiek zijn.,Hij besluit om een bloem te tekenen.,Hij gaat voor een mooie orchidee zitten en begint te tekenen.,Lester's tekening komt er heel goed uit.,Hij hangt het schilderij aan de muur in zijn woonkamer.,Hij besluit nooit meer iets te tekenen.,1
13,Pablo eet graag wormen.,Hij heeft op school een boek gelezen over hoe dit moet.,Hij friet ze in olijfolie.,Hij doet dit minstens een keer per maand.,Pablo houdt van wormen en ziet ze als een delicatesse.,Pablo eet geen wormen.,1
14,Kira hield altijd van de Japanse cultuur.,Veel van haar favoriete films waren in het Japans.,Ze besloot dat ze daarheen zou reizen.,Jarenlang heeft ze geld gespaard voor haar reis.,Ze gaf al het geld uit aan schoenen.,Het was de beste reis van haar leven.,2
15,Glen had zin in een wandeling.,Hij trok zijn jas aan en ging naar buiten.,"Terwijl hij op de stoep liep, struikelde hij en brak zijn knie open.",Glen stond weer op en liep mank terug naar zijn huis.,Glen liep zijn beste marathontijd ooit.,Glen zwoer dat hij nooit meer zou lopen.,2
16,Jezus heeft de meubels gepoetst.,"Toen de nacht naderde, keek hij naar het werk dat hij had gedaan.",Alles zag er glanzend en nieuw uit.,Jezus nodigde al zijn vrienden uit voor een feestje die avond.,Ze zeiden dat zijn meubels er mooi uitzagen.,Zijn vrienden hebben zijn meubels gepolijst.,1
17,Ik liep onlangs naar de winkel.,"Toen ik een uitgang passeerde, voelde ik koud, hard staal op mijn arm.",Ik was geschokt dat ik geraakt werd door een auto!,De chauffeur verontschuldigde zich erg toen hij zag dat ik geraakt was.,Ik zei dat het goed was en liep weg.,De chauffeur van de auto werd erg boos op me.,1
18,Gina's zus sneed haar enkel door gebroken glas.,Het bloed liep haar voet en in haar schoen.,"Toen ze het bloed zag, rende ze naar huis.","Gina liep achter haar aan, maar kon niet bijhouden.","Toen ze thuis kwamen, hadden ze allemaal ijs.",Gina's zus ging naar de dokter.,2
19,Een kleine jongen zat in de derde klas.,"Hij was erg slim, maar had moeite met lezen.","Als hij hardop las, lachten zijn klasgenoten hem uit.",Hij begon elke dag te lezen.,De kleine jongen accepteerde dat hij nooit zou verbeteren.,Aan het eind van het jaar scoorde hij goed in zijn leestoets.,2
20,Rosie's klas was aan het feesten.,Ze besloot een fruitsalade voor iedereen te maken.,Ze gaf veel geld uit aan het fruit en veel tijd om het te bereiden.,Op de dag van het feest schoop ze een grote kom fruitsalade op.,Rosie's klas deelde de fruitsalade.,Rosie bewaarde de kom fruitsalade thuis in haar koelkast.,1
21,Kelly was blij met haar nieuwe telefoon.,Ze nam het overal mee naartoe.,Helaas heeft ze het kapot gemaakt.,Gelukkig kon ze het laten repareren.,De winkel gaf haar een eerlijke prijs om het te repareren.,Kelly heeft een nieuwe telefoon gekocht.,1
22,"Toen ik op de universiteit zat, had ik een oudere man ontmoet.",Ik was 22 en hij was 38.,We hadden een goed begrip en hadden een goede tijd samen.,We bleven samen de hele tijd dat ik daar was.,Ik heb mooie herinneringen aan die tijd.,Ik heb negatieve herinneringen aan die tijd.,1
23,Bob wilde in het schoolspel.,Hij bestudeerde de rol zorgvuldig.,Hij oefende vaak zijn tekst.,Op de auditiedag deed hij het geweldig.,Bob was erg trots.,Bob schaamde zich erg.,1
24,Jackie is aangewezen als halbewaker.,Ze wordt door de hele klas benijd.,Haar klasgenoten brachten haar baan vaak in gevaar.,Ze zouden Jackie's pasjes stelen.,De directeur schorste haar luidruchtige klasgenoten.,Haar klasgenoten kregen prijzen voor hun gedrag.,1
25,Mijn vader had net een nieuwe auto gekregen.,Om het te vieren gingen we met z'n allen een ritje.,Een andere auto reed een stopbord voorbij en botste tegen ons aan.,Ik heb het raam zo hard geslagen dat het is gebroken.,Ik klom eruit en mijn vader en ik waren oké.,We werden allebei platgeslagen door het voertuig.,1
26,Mijn nicht is gek op de Frozen film.,Ze wil het altijd aan.,Ze gaat door het huis zingen.,"Ze houdt ervan om te schreeuwen, laat het gaan.",Ze zingt het steeds weer.,Ze houdt van sport en haat prinsessen.,1
27,"Alex dribbelde op het veld, met zijn team twee punten achter.",Hij keek naar het scorebord en zag dat er nog maar vijf seconden over waren.,Zijn geest raasde terwijl hij een open man probeerde te vinden.,De verdedigers kleefden als lijm aan zijn teamgenoten.,De bel ging af en zijn team won de wedstrijd.,Hij probeerde een drieknop te raken en miste.,2
28,Ik kwam de bibliotheek binnen en nam plaats.,"Toen ik rondkeek, zag ik een kind.",Hij staarde me een tijdje aan.,Ik werd gefrustreerd en stond op van de stoel.,Het kon me niet schelen wat het kind deed.,Ik vroeg hem wat zijn probleem was.,2
29,Iva en Brant probeerden een kind te krijgen.,Ze hadden het zes maanden lang zonder succes geprobeerd.,Bij hun afspraak bij de dokter spraken zij ontmoedigd uit.,Maar toen zagen ze de dokter wijd glimlachen.,Brant zal zijn plannen om een kind te ontvoeren afzeggen.,Het stel zal blij zijn om te weten dat ze een baby op de weg hebben.,2
30,Catherine is altijd al geïntrigeerd geweest door de sport curling.,Catherine kijkt graag naar de sporters op tv.,Op een dag besloot Catherine een curling-oefensessie te bezoeken.,Tijdens de training nodigde een van de atleten Catherine uit om te spelen.,Catherine begon dan elke dag te oefenen en werd er goed in.,Catherine vond curling saai.,1
31,Francis heeft altijd al graag willen leren rijden.,Eindelijk is hij oud genoeg voor een rijbewijs.,Francis studeert hard om een rijbewijs te krijgen.,Hij slaagt makkelijk zijn rijbewijs.,Francis is erg trots op zijn prestatie.,Francis besluit dat hij liever met het openbaar vervoer gaat.,1
32,Gisteren heb ik een geweldige tijd gehad met het zien van The Nutcracker.,Ik vond het geweldig.,De dansers schoneerden het podium.,Ik voelde me vereerd om de show te hebben gezien.,Ik heb gezworen het nooit meer te zien.,Ik wilde het nog eens zien.,2
33,Ik werd om half negen wakker voor mijn les.,Ik stond slapend uit bed en nam een douche.,Ik nam snel mijn ontbijt en liep naar de klas.,Na 50 minuten les begon ik terug te lopen naar mijn slaapzaal.,Ik besloot om weer naar de klas te gaan.,"Toen ik daar aankwam, heb ik een dutje gedaan.",2
34,Gary wilde Lisa's aandacht.,Op een dag besluit hij Lisa een gedicht te schrijven.,De volgende dag op school ziet Gary Lisa in de gang.,Gary glimlacht en geeft Lisa het gedicht.,Gary slaat Lisa hard en loopt weg.,Lisa geeft toe dat ze ook verliefd is op Gary.,2
35,Carlos heeft altijd al Frankrijk willen bezoeken.,Hij besloot dat hij eerst Frans moest leren spreken voordat hij ging.,Hij gaat naar een avondles en studeert heel hard.,Carlos spreekt eindelijk goed Frans.,Carlos boekt een vlucht naar Australië.,Carlos maakt het beste van zijn Frans op zijn reis naar Parijs.,2
36,Lars wilde altijd al fotografie proberen.,"Zijn vriend was een uitstekende fotograaf, maar hij had het nooit geprobeerd.","Op een dag kocht hij een eenvoudige, maar van hoge kwaliteit, camera.",Vanaf die dag maakte Lars elke dag beelden van de natuur.,Lars werd verliefd op fotografie.,Lars haatte fotografie.,1
37,Ik heb een televisie gekocht in een elektronicawinkel.,Het is een groot flatscreen met een hoge resolutie beeldkwaliteit.,De werknemer overtuigde me om een garantie te kopen voor het geval dat.,Een week later viel de televisie van mijn muur en brak.,Ik kon het laten repareren met de garantie.,De werknemer werd later dood aangetroffen.,1
38,Ryan was in een park.,En hij zag een klein meisje met een ballon.,"Toen hij het park verliet, zag hij dezelfde ballon in een boom zitten.",Hij klom in de boom om de ballon te halen.,Ryan heeft de ballon met opzet geblazen.,Ryan vond het meisje en gaf haar de ballon die ze kwijt was.,2
39,Jen's manager zei dat ze haar cv moest uploaden.,Ze besefte dat haar cv niet goed geformatteerd was.,Ze heeft alle inhoud overgedragen naar de juiste sjabloon.,Ze voegde informatie toe over haar laatste baan en ze werkte haar cv bij.,Toen stuurde ze het naar haar manager.,Jen haatte afwassen.,1
40,Neil was in de stad Fez.,Hij proefde hun etnische keuken.,Toen ging hij souvenirs kopen.,"Fez had ook geweldige straatartiesten, merkte hij op.",Neil had een geweldige tijd.,Neil en Fez werden beste vrienden.,1
41,Ik moest mijn hond uitlaten.,Mijn buurt vereist een riem.,Ik heb in mijn huis naar de riem gezocht.,Ik kon het niet vinden.,Ik besloot mijn hond naar de achtertuin te brengen.,Ik liet mijn hond het huis in.,1
42,"Het was een heldere, warme dag.",Dus Joe dacht dat het leuk zou zijn om een wandeling te maken.,Hij besloot naar zijn plaatselijke koffiewinkel te lopen.,Maar halverwege begon hij moe te worden.,Dus rende hij naar de koffiezaak.,Joe heeft spijt dat hij naar buiten ging.,2
43,Jen wachtte de hele dag op een pakket.,Uiteindelijk zag ze de UPS-man naar de deur lopen.,Hij leverde het pakket af en zij bracht het naar binnen.,Ze opende het pakket met een mes.,In de doos zat een pasgeboren baby.,Jen vond haar nieuwe jas in het pakje.,2
44,Frank wilde zijn huiswerk niet doen.,Hij wilde videospelletjes spelen.,Frank's ouders zeiden dat hij eerst zijn huiswerk moest doen.,Frank had een driftbui en werd gestraft.,Frank verloor zijn videospelletjes voor een week.,Frank heeft een nieuw spel.,1
45,Timmy deed mee aan de 3 punten wedstrijd op zijn school.,De winnaar krijgt een kans om een beurs van 1000 dollar te winnen.,Timmy heeft het hele weekend geoefend met het schieten van drie punten.,Hij was klaar toen de dag van de wedstrijd kwam.,Timmy won de wedstrijd.,Timmy ging naar de driving range op de dag van de wedstrijd.,1
46,Drake was vrijdag op een feestje.,Hij ontdekte dat zijn portemonnee uit zijn jas was gestolen.,"Drake belde meteen de politie, maar de portefeuille werd niet gevonden.",Drake confronteerde de gastheer van het feest over de kwestie.,En de gastheer zei dat hij het ook niet wist.,Drake zei tegen de gastheer dat hij weer aan zijn feesten wilde deelnemen.,1
47,Bob ontdekte dat zijn truck een lekke band had.,Hij had nog nooit een band veranderd.,Hij heeft de bandenboor en het ijzer eruit gehaald.,Hij kon de bouten niet verwijderen.,Bob belde iemand om zijn lekke band te laten maken.,Bob reed met zijn truck naar de markt.,1
48,Jack is het zat om e-mails te schrijven op zijn tablet.,Hij beslist dat hij in een laptop moet investeren.,Hij onderzoekt verschillende laptops totdat hij de perfecte heeft gevonden.,Eindelijk koopt hij het.,Nu geniet Jack ervan om e-mails te beantwoorden.,Jack gebruikt nu de post in plaats van e-mail.,1
49,Jake's haar werd een beetje te lang.,Hij had een sollicitatiegesprek.,Hij vroeg zijn moeder om zijn haar te knippen.,"Zijn moeder heeft hem een mooi geknipt, professioneel kapsel gegeven.",Jake heeft zijn handen gewassen.,Jake heeft de baan.,2
50,Sean kwam vandaag langs.,"Sam, Sean en ik speelden spelletjes.",Ze werden boos op me omdat ik zo slecht was.,Ze zeiden dat ik niet meer kon spelen tot ik beter werd.,Ik was echt gekwetst.,Ik was echt blij.,1
51,Sarah wilde een kaartje sturen.,Ze ging naar het postkantoor.,Ze betaalde postzegels.,Ze heeft de brief in een envelop gedaan.,Sarah heeft haar brief zelf afgeleverd.,Sarah's brief was al snel op weg naar zijn bestemming.,2
52,Chuck was moe van het werk.,Hij heeft zijn werk een tijdje gesloten.,Hij opende het forum om met collega's te praten.,Na die nare Zoltar hits had hij deze pauze nodig.,Chuck besloot zijn baan op te geven.,Hij voelde zich dan gedwongen om weer aan het werk te gaan.,2
53,Bob ging met plastic boodschappenzakjes winkelen.,Toen vertelde zijn vriend hem dat plastic slecht is voor het milieu.,Bob besloot zijn plastic zakken te laten varen.,Bob heeft geïnvesteerd in herbruikbare boodschappenzakken.,Bob gebruikte zijn herbruikbare boodschappenzakjes om te gaan winkelen.,Bob bleef zijn plastic boodschappenzakjes gebruiken om te gaan winkelen.,1
54,Joe moest een portret van zichzelf maken voor een project.,Hij belde een paar lokale artiesten en vroeg naar hun tarieven.,Een van de kunstenaars had redelijke prijzen.,Joe heeft een afspraak gemaakt met die kunstenaar om het portret te maken.,Joe was zeer tevreden met de resultaten.,De kunstenaar schilderde een kat van Joe.,1
55,Ann probeerde te stoppen met roken.,"Ze heeft het meerdere keren geprobeerd, maar altijd gefaald.",Toen deed ze een nicotineplaster om haar te helpen.,En haar hielp het te doen!,Ann verdubbelde de hoeveelheid sigaretten die ze elke dag rookte.,Ann kon met succes stoppen met roken.,2
56,Jen is naar haar tante gestuurd voor de zomer.,Ze haatte de gedachte om de hele zomer weg te zijn van haar plaatselijke bibliotheek.,"Ze nam een paar boeken mee, maar ze ging er snel doorheen.","Toen ze aankwam, nam haar tante haar mee naar een speciale kamer in haar huis.",Jen zag haar boeken branden in de open haard.,De kamer stond vol met boeken die meisjes aantrekkelijk vonden.,2
57,Gisteren was Robs tandreiniging.,Hij is normaal erg bang voor tandartsen.,Maar er is een leuke nieuwe verpleegster op kantoor.,Hij was enthousiast om te gaan.,Rob voelde zich verfrissend na zijn colonoscopie.,Rob was teleurgesteld toen de leuke verpleegster er niet was.,2
58,Joe hield van vuil eten.,Hij maakte altijd moddertaart.,Hij at een taart toen hij iets heel hard voelde in zijn mond.,Joe had op een steen gebeten en zijn tand eruit geknapt.,Joe wilde nog meer stenen kauwen.,Joe besloot niet meer vuil te eten.,2
59,Rob is nog nooit op een achtbaan geweest.,Rob's vrienden boden hem een gratis ticket aan voor Six Flags.,Rob besloot dat hij ook mee kon doen.,Ze gingen allemaal en wachtten in een lange rij.,Rob had vrijgevig vrienden.,Robs vrienden waren onbedachtzaam.,1
60,Carly wachtte tot Sam haar belde.,Hij beloofde het vrijdag.,Het was nu zaterdag laat en ze had niets gehoord.,Uiteindelijk besloot ze hem te bellen.,Sam nam de telefoon op.,Carly bestelde via de telefoon.,1
61,Amy kwam thuis van school op haar verjaardag naar een leeg huis.,Ze was boos dat iedereen haar speciale dag was vergeten.,Ze liep verdrietig de woonkamer in.,Plots sprongen haar vrienden en familie uit hun schuilplaats.,Amy glimlachte van vreugde.,Amy liep de kamer uit en verliet het huis.,1
62,Pan probeerde me zonder duidelijke reden te slaan.,Ik was zo boos dat ik haar klap verdedigde.,Ze bleef haar vuist naar me gooien.,"In een poging haar tegen te houden, gooide ik haar op de grond.",Pan stopte eindelijk.,Ik gaf Pan een dikke knuffel.,1
63,Becky heeft een nichtje die Ashley heet.,Becky en Ashley waren vroeger vrienden toen ze kinderen waren.,Ashley begon dom te zijn toen ze opgroeide.,Ze ging naar de gevangenis voor het stelen van tampons uit een dollar winkel.,Becky verloor contact met haar.,Becky is trots op Ashley.,1
64,Pam en Toms baby sliep licht.,Hun onbedachtzame buurman liet zijn hond vaak de hele dag buiten blaffen.,"Elke keer als Pam haar baby in slaap bracht, begon de hond te blaffen.",Pam fantaseerde over de hond loslaten zodat hij weg zou lopen.,Op een avond liet Pam haar katten binnen.,Op een avond besloot Pam de honden vrij te laten.,2
65,May is geaccepteerd voor de universiteit in Fredonia.,Ze nam de bus naar haar nieuwe school.,Ze verkende de campus.,Ze hield van alles wat ze zag.,Ze is van school af.,Ze vond zelfs al haar professoren leuk.,2
66,Mary moest haar tanden laten trekken.,Ze wilde dat de tandarts haar in slaap bracht.,Hij kon alleen het gebied verdoven met Novocaine.,Mary staarde hem in verschrikking.,"Nadat de tandarts haar uitdrukking had gezien, kon hij Mary helpen.",Mary verliet de tandarts in een geweldige stemming.,1
67,Ford was trots op zijn hoge GPA.,Hij werkte elke avond aan zijn opdrachten om het te verbeteren.,Ford's vrienden waarschuwden hem dat hij plezier miste.,Later in zijn leven werd Ford een succesvolle advocaat.,Ford was verdrietig dat hij zoveel had bereikt.,Ford was trots op zijn prestaties.,2
68,Mijn vrouw zegt dat ik geen passie heb.,Dat ik niet veel hobby's of interesses heb.,"Ik probeerde te discussiëren, maar kon het niet.",Ik besefte dat ze gelijk had.,Ik besloot te veranderen.,Ik ben niet getrouwd.,1
69,Nina wilde een mooi Halloween kostuum.,Maar ze kon zich niets chique veroorloven.,Ze zocht haar huis door voor ideeën.,Toen vond ze een geweldig kostuum gratis.,Nina heeft een speeltje gekocht.,Nina was opgewonden.,2
70,Veronika hield van wandelen in het bos.,Op een dag was ze op een pad en vond een boomhut.,Ze klom de ladder op en was verbaasd over alle spullen in het huis.,Het was volledig ingericht met meubels en dekens.,Veronika vond het boomhut niet erg leuk.,Veronika besluit het boomhut vaker te bezoeken.,2
71,Het was een prachtige lentedag begin maart.,Tracey besloot om een wandeling te maken in het bos achter haar huis.,Ze hoorde een specht en begon het te zoeken in de bomen.,Ze struikelde over een wortel en viel op het pad.,Tracey rende terug naar huis.,Tracey heeft haar val over het hoofd gezien.,2
72,Bob had dorst en wilde een frisdrank.,Helaas had hij geen geld.,Bob liep een tankstation binnen en vroeg of hij een frisdrank mocht hebben.,De kassier vroeg hem of hij geld had.,Hij zei nee en verliet het tankstation.,Hij besloot om te gaan hardlopen.,1
73,Jim wachtte op het vliegveld.,Zijn vrouw zou er binnen een uur zijn.,Hij verveelde zich erg.,Hij besloot toen zijn boek op te pakken.,Jim zag zijn vrouw na een uur.,Jim reed weg voor zijn vrouw kwam.,1
74,Joe wilde echt naar Columbia University.,"Hij werkte hard op school, zat in het voetbalteam.",Hij staat op de wachtlijst.,"Hoewel hij teleurgesteld was, deed hij tot het einde toe zijn best.",Joe was nog steeds erg trots op zijn harde werk.,Joe besloot dat hij niet naar de universiteit wilde.,1
75,Gina's vriendin Tami had een map die ze niet wilde dat iemand anders had.,"Gina wilde er een, maar wist niet waar ze die kon kopen.",Nu had Tami een nieuwe Lisa Frank Trapper Keeper.,Gina was jaloers omdat ze er ook een wilde.,Gina heeft op eBay een gekocht die ze zich kon veroorloven.,Gina maaide de hele tuin en had geen hulp van iemand.,1
76,Leah had een mooie kerstboom in haar huis.,Op een dag ging ze winkelen.,"Toen ze terugkwam, werd de boom omvergeworpen.",Haar kat had er geklommen en het naar beneden getrokken!,Leah vond de boom op de vloer beter dan staand.,Leah tuchtigt haar kat.,2
77,Peter had jarenlang dezelfde stoel gebruikt.,Het werd versleten.,"Hij besloot een nieuwe, comfortabelere stoel te kopen.","Toen het kwam, was Peter erg blij.",Peter dacht dat het misschien zelfs comfortabeler was dan de oude.,Peter liet zijn hond de stoel voor zichzelf gebruiken.,1
78,Rex maakt zich klaar voor een feest vanavond.,Hij beseft dat hij niets heeft bereid voor gasten om met kaas te eten.,Rex gaat een baguette halen.,"Hij snijdt het in dunne, gelijkmatige sneetjes om het makkelijk te eten.",Rex ging op een lange reis over de oceaan.,Iedereen genoot van de kaas en het brood.,2
79,Ali neemt elke dag de trein om naar het werk te gaan.,"Op een dag was ze erg ziek, maar ging toch naar haar werk.",Ze werkte de hele dag hard en nam zelfs werk mee naar huis.,Ze stapte in de trein en viel in slaap.,Ze was een luie werknemer.,Ze miste haar halte en moest met de bus naar huis.,2
80,Het voetbalteam had het hele seizoen hard gewerkt.,Ze hadden elke wedstrijd gewonnen en het kampioenschap gehaald.,Er waren nog maar seconden over en het spel was gelijkspel.,De quarterback gaf een lange pass en de ontvanger scoorde.,Het publiek booed het team luid.,De menigte stond allemaal op en applaudisseerde wild.,2
81,We wonen in een hoog gebouw.,"Op een dag was de wind sterk, mede door de hoogte van het gebouw.",De wind blies de takken van de bomen zo hard dat mijn vrouw niet kon slapen.,De wind heeft ook de internetkabel omvergeworpen.,Mijn vrouw en ik waren erg ongelukkig om onze internetverbinding te verliezen.,We hielden van de sterke wind en het gebrek aan slaap.,1
82,Kate wilde een nieuw toetsenbord voor haar computer kopen.,Ze heeft maanden gespaard om een goed toetsenbord te kopen.,Kate bestelde eindelijk haar toetsenbord.,Ze wachtte dagenlang opgewonden op de aankomst ervan.,Toen annuleerde ze haar bestelling.,Toen kwam haar toetsenbord in de post.,2
83,Jon studeerde af aan de universiteit en begon werk te zoeken.,Hij solliciteerde elke dag naar banen in zijn vakgebied.,"Drie weken nadat hij begon, kreeg hij een telefoontje.",De persoon die belde vroeg of hij geïnteresseerd zou zijn in een interview.,Jon accepteerde.,Jon heeft het aanbod afgewezen.,1
84,Julie hield ervan om alles te lezen wat ze kon krijgen.,Ze was meestal in de bibliotheek.,Haar favoriete bibliotheek werd bemand door Miss Watson.,Miss Watson zag Julie's liefde voor boeken en bood haar een baan aan.,Julie heeft het met plezier geaccepteerd!,Julie sloeg haar vriendin in het oog.,1
85,Amy's familie ging naar Six Flags.,Ze zat geduldig in de auto te wachten tot ze aankwam.,Toen ze aankwam zat ze op haar knieën en keek ze het park in.,Ze stond een uur in de rij om op de grootste achtbaan te kunnen rijden.,Amy was erg blij om in het park te zijn.,Amy vond het park saai.,1
86,Steve had haast om naar de voetbalwedstrijd te gaan.,Op de snelweg reed Steve heel snel.,De snelwegpatrouille heeft Steve's auto aangehouden.,De agent schreef Steve een boete voor te snel rijden.,Steve was blij.,Steve was overstuur.,2
87,Mijn dochter ging naar haar eerste verjaardagsfeestje voor een vriend.,Ze was zo opgewonden om naar het feest te gaan.,Ze sprak een week lang niet over iets anders.,Ze ging naar het feest en had een geweldige tijd.,Ze besloot nooit meer naar een feestje te gaan.,"Toen ze thuiskwam viel ze meteen in slaap, uitgeput.",2
88,Bob had geld nodig om eten te kopen.,Hij was verdrietig dat hij niet kon eten omdat hij geen geld had.,Hij besloot een boek te schrijven over zijn zware leven.,De mensen prezen het boek onmiddellijk en kochten duizenden exemplaren!,De winst van de boekverkoop gaf Bob genoeg geld om te eten.,De reactie van het publiek op het boek betekent dat Bob nog steeds honger heeft.,1
89,Ik heb vandaag mijn eerste marathon afgerond.,Het was ongeveer zes mijl en ik werkte heel hard.,Ik heb er drie maanden voor getraind.,Het staat altijd op mijn lijstje.,Ik ben nog nooit zo gelukkig geweest.,Ik ben echt teleurgesteld in mezelf.,1
90,Bobby heeft zijn fruitrolletje in de vorm van een vliegtuig gevouwen.,Hij zette zijn arm op en gooide een vliegtuig zo hard als hij kon.,Maar het was veel te zwaar en viel als een steen.,Bobby besloot dat vliegtuigen van papier gemaakt moesten worden.,Bobby was vijf jaar oud.,Bobby was vijfendertig jaar oud.,1
91,Sam was een nacht naar de sterren aan het kijken.,Plotseling zat hij rechtop.,"Hij zag een flikkerende, bewegende ster!",Hij liep het aan zijn vader te laten zien.,Zijn vader lachte omdat de ster echt een straal met lichten was.,Sam's vader was blij dat zijn zoon geïnteresseerd was in geologie.,1
92,John en Meg hadden vijf jaar een relatie.,John hield van Meg en wilde met haar trouwen.,"Hij vroeg haar vanavond ten huwelijk, na een afspraakje met een film.","Toen ze de bioscoop uitliepen, viel hij plotseling op zijn knieën.",Hij begon obsceniteiten tegen Meg te schreeuwen.,Hij vroeg haar ten huwelijk.,2
93,Een mooie bos bananen die net buiten bereik hing.,"Bobby probeerde zijn schoen te gooien, maar hij zat vast.","Hij probeerde de boom te beklimmen, maar hij viel.","Vervolgens sloeg hij woedend met een hoeve, maar die was te kort om te bereiken.",Bobby was boos dat hij de bananen kreeg.,Bobby ging naar de schuur om een ladder te halen om de bananen te halen.,2
94,Beth was aan het herstellen van een ziekte.,Ze kon eindelijk na 4 dagen eten.,"Hoewel ze beter was, was ze niet goed.",Ze besloot vrijdag vrij te nemen van school en tijd te nemen om te genezen.,Beth moest rusten.,Beth speelde voetbal op haar vrijdag vrij.,1
95,Rhonda heeft nieuwe roze sokken gekocht.,Ze hield van ze.,"Maar toen ze ze uittrok, werden ze verward met andere was.",Op de wasdag was ze haar kleren zonder ze te sorteren.,Rhonda besloot dan om te lunchen en e-mails te beantwoorden.,Helaas waren ze kapot en moest Rhonda een nieuw paar kopen.,2
96,De zee was beangstigend tijdens een storm.,Marcus haatte de manier waarop de boot opstond en neerstortte.,Het maakte hem misselijk.,"Hij verstopte zich in zijn hut en sloot zijn ogen, maar dat hielp niet.",Marcus was zo opgewonden dat hij begon te dansen.,Marcus braakte over van zeeziekte.,2
97,Gisteren besloot Anna een dutje te doen.,Ze ging lekker in haar stoel zitten en sloot haar ogen.,"Net toen ze in slaap viel, sprong de puppy van haar dochter in haar schoot!",Ze was erg verrast.,"Ze knuffelde met de schattige puppy, blij om hem te zien.",Het katje was erg schattig.,1
