,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
10,Bob wedi karo dina kapisan nyambut gawé ing restoran iwak panganan cepet.,Dhèwèké arep ngentèni nganggo klambi pelaut sing apik banget.,Bob banjur kerja nggawé burger iwak sawisé nganggo seragam.,"Dheweke sibuk banget, dheweke lali ganti klambi ing dalan","Bob seneng banget karo klambi kasebut, mula ditampilake karo kanca-kancane.",Bob metu sawise kerja nganggo klambi pelaut.,2
11,Kanca teka kanggo ngunjungi.,Aku kandha yèn asuku ngigit.,Dhèwèké ora ngrungokké.,dhèwèké ngupaya ngrangkul lan main karo dhèwèké.,Anjingku ngigit dheweke.,Anjingku mlayu.,1
12,Lester tansah kepéngin dadi luwih artistik.,Dhèwèké mutusaké kanggo nggambar kembang ing sawijining dina.,Dhèwèké lungguh ing ngarepé anggrek sing éndah lan wiwit nggambar.,Gambar Lester metu banget.,Dhèwèké nggantungké gambar kuwi ing témbok kamaré.,Dhèwèké mutusaké ora bakal nggambar manèh.,1
13,Pablo seneng mangan cacing.,Dhèwèké maca buku ing sekolah bab carané nindakké iki.,Dheweke nggoreng ing lenga zaitun.,Dhèwèké seneng nindakké kuwi paling ora sepisan saben sasi.,Pablo seneng karo cacing lan nganggep panganan sing enak.,Pablo ora seneng mangan cacing.,1
14,Kira tansah seneng karo budaya Jepang.,Akèh filem sing disenengi dhèwèké iku nganggo basa Jepang.,Dhèwèké mutuské arep lunga ing kana.,Wis pirang-pirang taun dhèwèké nyimpen dhuwit kanggo perjalanan.,Dhuwité kabèh dienggo tuku sepatu.,Iku perjalanan sing paling apik ing uripé.,2
15,Glen kepéngin mlaku-mlaku.,Dheweke nganggo jaket lan metu.,"Wektu mlaku ing trotoar, dhèwèké kesandhung lan lututé pecah.",Glen banjur ngadeg lan mlaku-mlaku bali menyang omahé.,Glen mlayu maraton kanthi wektu paling apik.,Glen sumpah ora bakal mlaku manèh.,2
16,Yésus ngentèkaké dina kanggo nglereni perabotan.,Nalika wengi nyedhaki kang survey karya kang wis rampung.,Kabèh katon anyar lan mencorong.,Yésus ngundang kabèh kancané ing pésta kuwi.,Wong-wong kandha nèk peraboté apik.,Kancané ngrusak peraboté.,1
17,Aku mlaku-mlaku menyang toko bubar.,"Wektu aku ngliwati lawang metu, aku krasa tanganku adhem lan atos.",Aku kaget banget merga arep ditabrak mobil!,Sopir kuwi njaluk ngapura banget sakwisé ndelok aku ditabrak.,"Aku kandha nèk ora masalah, terus lunga.",Sopir mobil kuwi nesu banget karo aku.,1
18,Adhine Gina ngethok pergelangan sikil ing kaca sing rusak.,Getihé mili ing sikilé lan mlebu ing sepatuné.,Nalika dheweke weruh getih dheweke mlayu mulih.,"Gina mlayu ing mburiné, nanging ora isa njaga.","Wektu tekan omah, kabèh padha mangan es krim.",Adhiné Gina lunga menyang dhokter.,2
19,Ana bocah lanang sing kelas telu.,"Dhèwèké pinter banget, nanging ora isa maca.","Saben maca kanthi banter, kanca-kancané padha ngguyu.",Dhèwèké mulai latihan maca saben dina.,Bocah cilik mau nampa yèn dhèwèké ora bakal dadi luwih apik.,"Ing pungkasan taun, dhèwèké wis lulus ujian maca.",2
20,Kelasé Rosie lagi nganakké pesta cilik.,Dhèwèké mutuské nggawé salad woh-wohan kanggo kabèh wong.,Dhèwèké nggunakké akèh dhuwit kanggo tuku woh-wohan kuwi lan akèh wektu kanggo nyiapké.,Ing dina partai dheweke scooped mangkuk ageng salad woh munggah.,Kelasé Rosie mangan salad woh-wohan.,Rosie nyimpen mangkuk salad woh ing kulkas ing omahé.,1
21,Kelly seneng banget merga nduwé telpon anyar.,Dhèwèké nggawa kuwi ing ngendi waé.,Sayange dheweke ngrusak.,"Nanging, matur nuwun sanget, dheweke bisa ndandani.",Toko kuwi mènèhi rega sing cukup kanggo ndandani.,Kelly tuku telpon anyar.,1
22,"Wektu kuliah, aku ketemu karo wong lanang sing luwih tuwa.",Aku umur 22 taun lan dhèwèké umur 38 taun.,Kita duwe pangerten sing apik lan seneng-seneng bebarengan.,Kita tetep bebarengan kabeh wektu aku ana.,Aku isih éling wektu kuwi.,Aku nduwé kenangan sing ora nyenengké bab kuwi.,1
23,Bob kepéngin dadi pemain sekolah.,Dhèwèké sinau bab peran kuwi kanthi tenanan.,Dhèwèké kerep nglatih ayat-ayaté.,"Ing dina audisi, dhèwèké kerja apik.",Bob bangga banget.,Bob isin banget.,1
24,Jackie wis ditunjuk minangka pengawas aula kelas wolu.,Dheweke iri ing kabeh kelas.,Kanca-kanca sekolahé kerep ngrusak gawéané.,Wong-wong mau bakal nyolong tiket mlebu Jackie.,Kepala sekolah ngukum kanca-kancané sing seneng mbengok.,Kanca-kancané diwènèhi penghargaan merga tumindak apik.,1
25,Bapakku lagi waé éntuk mobil anyar.,"Kanggo ngrayakké kuwi, aku lan para sedulur padha numpak mobil.",Mobil liyané mlayu liwat tandha mandheg lan nabrak awaké dhéwé.,Aku mbanting jendhela kanthi kuat nganti pecah.,Aku metu lan aku lan bapakku ora apa-apa.,Aku lan bojoku padha ditumpes karo kendaraan kuwi.,1
26,Keponakanku seneng film Frozen.,Dheweke tansah kepengin nganggo.,Dheweke mlaku-mlaku ing omah sing nyanyi.,"Dheweke seneng njerit, ""Lelesen"".",Dhèwèké terus-terusan nyanyi lagu kuwi.,Dheweke seneng olahraga lan sengit karo perkara-perkara putri.,1
27,"Alex wis dribbling munggah pengadilan, karo tim kang loro TCTerms.","Dhèwèké ndelok papan skor, lan weruh mung kari 5 detik.",Pikirane mlayu nalika nyoba golek wong sing mbukak.,Para pembela padha nempel karo kanca-kancané kaya lem.,Tombolé muni lan timé menang.,Dhèwèké nyoba gol telung poin lan ora bisa.,2
28,Aku mlebu perpustakaan lan lungguh.,"Nalika aku nyawang, aku weruh bocah.",Dheweke nyawang aku sawetara wektu.,Aku dadi frustasi lan ngadeg saka kursi.,Aku ora peduli karo apa sing ditindakake bocah kasebut.,Aku takon apa sing dadi masalahé.,2
29,Iva lan Brant lagi nyoba kanggo ngandhut anak.,"Wong-wong kuwi wis ngupaya suwé, nanging ora isa.","Wektu ketemu dhokter, wong loro kuwi ngrasa ora kuwatir.","Ning, wong-wong kuwi ndelok dhokter kuwi mesem.",Brant bakal mbatalake rencana kanggo nyulik bocah.,Pasangan kasebut bakal seneng ngerti yen dheweke duwe bayi.,2
30,Catherine mesthi kepincut karo olahraga Curling.,Catherine seneng ndelok para atlit main ing televisi.,"Ing sawijining dina, Catherine mutusaké arep nekani sesi latihan Curling.","Ing latihan, salah siji atlit ngajak Catherine main.",Catherine banjur mulai latihan saben dina lan dadi trampil.,Catherine mikir curling katon mboseni.,1
31,Francis mesthi kepengin sinau carane nyopir.,Pungkasané dhèwèké wis cukup umur kanggo njupuk SIM.,Francis sinau kanthi tenanan kanggo entuk lisensi.,Dhèwèké lulus ujian nyopir kanthi gampang.,Francis pancen bangga karo prestasi kasebut.,Francis mutusaké yèn dhèwèké luwih seneng numpak transportasi umum.,1
32,Wingi aku seneng banget nonton The Nutcracker.,Aku seneng banget.,"Nalika para penari ngrayakake panggung, iku apik banget.",Aku rumangsa diajeni amarga wis ndeleng pertunjukan kasebut.,Aku sumpah ora bakal ketemu maneh.,Aku kepéngin ndelok manèh.,2
33,Aku tangi kanggo kelas jam 8:30 esuk.,Aku ngantuk-ngantuk tangi saka kasur lan adus.,Aku cepet-cepet sarapan lan mlaku menyang kelas.,"Sakwisé 50 menit, aku mlaku bali menyang asrama.",Aku mutuské kanggo bali menyang kelas manèh.,"Wektu tekan kono, aku turu sedhela.",2
34,Gary péngin narik kawigaten Lisa.,Ing sawijining dina dhèwèké mutusaké kanggo nulis puisi kanggo Lisa.,"Dina candhaké, Gary ndelok Lisa ing lorong sekolah.",Gary menehi Lisa eseman gedhe tenan lan menehi dheweke puisi.,"Gary ngalahké Lisa, banjur lunga.",Lisa ngakoni dhèwèké uga seneng karo Gary.,2
35,Carlos mesthi kepengin ngunjungi Prancis.,Dhèwèké mutuské nèk kudu sinau basa Prancis sakdurungé lunga.,Dhèwèké mlebu kelas wengi lan sinau kanthi tenanan.,Pungkasané Carlos bisa ngomong basa Prancis kanthi apik.,Carlos pesen pesawat menyang Australia.,Carlos nggunakaké basa Prancisé kanthi maksimal nalika lunga menyang Paris.,2
36,Lars mesthi kepéngin nyoba fotografi.,"Kanca iku fotografer banget, nanging durung tau nyoba.","Ing sawijining dina, dhèwèké tuku kamera sing sederhana, nanging apik banget.","Wiwit dina kuwi, Lars njupuk gambar alam saben dina.",Lars seneng banget karo fotografi.,Lars sengit karo fotografi.,1
37,Aku tuku televisi ing toko elektronik.,Iki minangka layar datar gedhe kanthi gambar kualitas definisi tinggi.,"Aku dikon tuku garansi kanggo kuwi, mung kanggo mesthiné.","Seminggu sabanjuré, televisi tiba saka témbok lan rusak.",Aku bisa ndandani kanthi garansi.,Karyawan kasebut banjur ditemokake mati.,1
38,Ryan ana ing taman.,Lan dhèwèké weruh bocah wadon cilik sing nyekel balon.,"Nalika metu saka taman, dhèwèké weruh balon sing padha macet ing wit.",Dhèwèké munggah ing wit kanggo njupuk balon.,Ryan banjur sengaja mbongkar balon kuwi.,Ryan banjur nemoni bocah wadon kuwi lan mènèhi balon sing ilang.,2
39,Manajer Jen ngandhani yen dheweke kudu ngunggah resume.,Dhèwèké ngerti nèk cv-né ora diformat kanthi bener.,Dheweke mindhah kabeh isi menyang template sing bener.,"Dhèwèké nambah katrangan bab gawéan sing paling anyar, lan nganyari resume.",Banjur dikirim menyang manajeré.,Jen ora seneng ngumbah piring.,1
40,Neil lagi ngunjungi kutha Fez.,Dhèwèké ngrasakké masakan etniké.,"Banjur, dhèwèké lunga kanggo tuku barang-barang suvenir.","Fez uga duwe seniman jalanan sing apik, jarene.",Neil seneng banget.,Neil lan Fez dadi kanca akrab.,1
41,Aku kudu nggawa asuku mlaku-mlaku.,Lingkunganku mbutuhake tali.,Aku nggolèki ing omahku kanggo tali.,Aku ora isa nemokké.,Aku mutusaké kanggo njupuk asu menyang latar mburi.,Aku ngeculake asu ing njero omah.,1
42,Dina kuwi cerah lan anget.,Dadi Joe mikir yen bakal apik kanggo mlaku-mlaku.,Dhèwèké mutuské mlaku menyang warung kopi ing dhaérah kono.,"Nanging sakwisé tekan kana, dhèwèké mulai kesel.",Mula dhèwèké mlayu menyang warung kopi.,Joe gela merga lunga ing njaba.,2
43,Jen ngentèni paket sedina muput.,"Akiré, dhèwèké ndelok wong sing ngeterké barang menyang kantoré teka.",Dheweke ngirim paket lan dheweke nggawa ing njero.,Paket kuwi dibukak nganggo pisau.,Ing njero kothak kuwi ana bayi sing lagi waé lair.,Jen nemokké jas anyaré ing njero paket kuwi.,2
44,Frank ora gelem nyambut gawé ing omah.,Dhèwèké péngin main game vidhéo.,Wong tuwané Frank kandha nèk dhèwèké kudu ngrampungké PR-é dhisik.,Frank dadi nesu lan dihukum.,Frank ora main-main ing komputer nganti seminggu.,Frank entuk game anyar.,1
45,Timmy saingan ing kompetisi 3 poin ing sekolahé.,Pemenang bakal duwe kesempatan kanggo menang beasiswa kuliah $ 1000.,Timmy latihan nembak 3 pointers kabeh akhir minggu.,Dhèwèké wis siap wektu dina kompetisi teka.,Timmy menang ing kompetisi.,Timmy lunga menyang lapangan nyopir ing dina kompetisi.,1
46,Drake nekani pesta ing dina Jumuah.,Dhèwèké ngerti nèk dompeté dicolong saka jasé.,"Drake langsung ngundang polisi, nanging dompet kasebut ora ditemokake.",Drake ngadhepi host partai babagan masalah kasebut.,Lan tuan rumah kandha yèn dhèwèké uga ora ngerti.,Drake ngandhani host yen dheweke pengin melu pesta maneh.,1
47,Bob ngerti nèk mobilé wis kobong bané.,Dhèwèké durung tau ngganti ban.,Dheweke njupuk jack ban lan wesi.,Dheweke ora bisa mbusak baut.,Bob ngundang wong kanggo ndandani ban sing pecah.,Bob numpak truké menyang pasar.,1
48,Jack wis bosen nulis e-mail ing komputer tablet.,Dheweke mutusake dheweke kudu nandur modal ing laptop.,Dhèwèké nggoleki komputer laptop sing béda-béda nganti nemokké sing paling cocog.,"Akiré, dhèwèké gelem.",Saiki Jack malah seneng njawab e-mail.,Saiki Jack nganggo layanan pos tinimbang email.,1
49,Rambuté Jake wis dawa banget.,Dhèwèké arep wawancara kerja.,Dheweke njaluk ibune kanggo ngethok rambut.,Ibuné ngethok rambuté kanthi apik lan katon profesional.,Jake wisuh tangané.,Jake entuk tugas.,2
50,Sean teka ing dina iki.,"Sam, Sean, lan aku main game.",Wong-wong kuwi nesu merga aku ora apik.,Wong-wong mau kandha nèk aku ora isa main manèh nganti aku séhat.,Aku dadi lara ati.,Aku seneng banget.,1
51,Sarah péngin ngirim kertu.,Dhèwèké lunga menyang kantor pos.,Dhèwèké mbayar kanggo prangko.,Dhèwèké masang layang kuwi ing amplop.,Sarah dhéwé sing ngirim layangé.,Ora let suwé layangé Sarah wis tekan panggonan sing dituju.,2
52,Chuck wis kesel amarga kerja.,Dheweke nutup gaweyane sawetara wektu.,Dheweke mbukak forum kanggo ngobrol karo kanca kerja.,Sawise Zoltar sing ora nyenengake dheweke butuh istirahat iki.,Chuck mutuské kanggo ninggalké gawéan.,Banjur dhèwèké rumangsa kudu bali nyambut gawé.,2
53,Bob migunakaké kanthong plastik kanggo blanja.,"Banjur, kancané kandha nèk plastik kuwi mbebayani kanggo lingkungan.",Bob mutusaké ora nganggo kanthong plastik.,Bob nandur modal ing sawetara tas blanja sing bisa digunakake maneh.,Bob nggunakké tas blanja kanggo blanja.,Bob terus nggunakake tas plastik kanggo blanja.,1
54,Joe kudu nggawé potret dhéwé kanggo proyek.,Dhèwèké ngubungi para seniman lokal lan takon bab rega.,Salah siji artis kuwi nduwé rega sing cukup.,Joe nggawé janji karo seniman kuwi kanggo nggawé potret.,Joe seneng banget karo asilé.,Artis iku nggambar kucing Joe.,1
55,Ann lagi nyoba mandheg ngrokok.,"Dhèwèké wis nyoba ping pirang-pirang, nanging ora isa.",Banjur dhèwèké nggunakké plester nikotin kanggo mbantu dhèwèké.,Lan mbantu dhèwèké!,Ann tikel loro jumlah rokok sing disedhot saben dina.,Ann wis bisa mandheg ngrokok.,2
56,Jen dikirim menyang omahé bibi kanggo mangsa panas.,Dhèwèké ora seneng nèk ora ana ing perpustakaan saksuwéné musim panas.,"Dhèwèké nggawa buku-buku, ning buku-buku kuwi cepet-cepet dilirwakké.","Wektu tekan kono, ibuné digawa ing kamar sing khusus.",Jen weruh buku-bukuné kobong ing geni.,Kamar kuwi kebak rak buku sing disenengi bocah-bocah wadon.,2
57,Wingi iku ngresiki untu Rob.,Biasane dheweke wedi banget karo dokter gigi.,Nanging ana perawat anyar sing lucu ing kantor.,"Mula, dhèwèké seneng banget lunga.",Rob rumangsa seger sawise kolonoskopi.,Rob kuciwa nalika perawat lucu ora ana ing dina kasebut.,2
58,Joe seneng mangan lemah.,Dhèwèké mesthi nggawé pai lumpur saben ana kesempatan.,Dheweke mangan pie nalika dheweke felt soko banget hard ing cangkeme.,Joe wis ngethok watu lan ngethok untu.,Joe péngin ngunyah watu manèh.,Joe mutuské ora mangan lemah manèh.,2
59,Rob durung tau numpak rollercoaster.,Kanca-kancané Rob nawakké tiket gratis kanggo nonton acara Six Flags.,Rob mutusaké dhèwèké uga bisa mèlu.,Wong-wong kuwi kabèh lunga lan ngentèni ing antrian sing dawa.,Rob nduwé kanca-kanca sing loma.,Kanca-kancané Rob ora mikirké.,1
60,Carly ngentèni telpon saka Sam.,Dheweke janji bakal dina Jumuah.,Iku saiki pungkasan ana lan dheweke wis ora krungu apa-apa.,"Akiré, dhèwèké mutuské kanggo nelpon.",Sam njawab telponé.,Carly pesen panganan liwat telpon.,1
61,Amy teka saka sekolah ing dina ulang tauné lan omahé kosong.,Dhèwèké nesu merga kabèh wong lali karo dina kususé.,Dheweke mlaku kanthi sedhih menyang ruang tamu.,"Ora suwé, kanca-kancané lan keluargané metu saka panggonan sing didhelikké.",Amy mesem kanthi bungah.,Amy metu saka kamar lan metu saka omah.,1
62,Pan nyoba ngalahké aku tanpa alesan sing jelas.,"Merga nesu, aku mung mbélani pukulané.",Dhèwèké terus mbanting aku.,Aku banjur mbanting dhèwèké ing lemah.,Pan pungkasané mandheg.,Aku ngrangkul Pan.,1
63,Becky nduwé seduluré sing jenengé Ashley.,Becky lan Ashley biyèn dadi kanca nalika isih cilik.,Ashley wiwit bodho nalika dheweke tuwuh.,Dheweke mlebu kunjara amarga nyolong tampon saka toko dolar.,Becky ora isa ngubungi dhèwèké manèh.,Becky bangga karo Ashley.,1
64,Anaké Pam lan Tom ora pati turu.,"Wong-wong kuwi ora mikirké wong liya, mula asué terus ditinggal ing njaba.","Saben Pam nyandhet bayiné, asu kuwi mulai nggonggong.",Pam mbayangké nèk dhèwèké bakal mbébaské asu kuwi bèn mlayu.,"Ing sawijining wengi, Pam ngeculaké kucing-kucingé ing njero omah.","Ing sawijining wengi, Pam mutusaké kanggo ngeculaké asu-asu kuwi.",2
65,Mei ditampa ing perguruan tinggi ing Fredonia.,Dheweke numpak bis menyang sekolah anyar.,Dhèwèké njelajah kampus.,Dhèwèké seneng karo kabèh sing dideleng.,Dhèwèké ora sekolah manèh.,Malah dhèwèké seneng karo kabèh dosené.,2
66,Maria kudu diusir untu.,Dhèwèké péngin dhokter untu kuwi nggawé dhèwèké turu.,Sing isa ditindakké mung nglarani panggonan kuwi nganggo Novocaine.,Maria nyawang wong karo medeni.,"Sakwisé ndelok raosé Mary, dhokter kuwi isa mbantu Mary.",Mary metu saka dokter gigi kanthi swasana ati sing apik.,1
67,Ford bangga karo GPA sing dhuwur.,Saben sore dhèwèké nggarap tugas-tugas kanggo nambah.,Kanca-kancané Ford ngélingké nèk dhèwèké ora éntuk nyenengké.,"Ing umuré, Ford dadi pengacara sing sukses.",Ford sedhih amarga wis entuk akeh.,Ford bangga karo prestasié.,2
68,Bojoku kandha aku ora nduwé semangat.,Aku ora nduwé hobi utawa minat.,"Aku nyoba mbantah, nanging ora isa.",Aku ngerti nèk dhèwèké bener.,Aku mutuské kanggo ngowahi.,Aku durung nikah.,1
69,Nina péngin kostum Halloween sing apik.,"Nanging, dhèwèké ora isa tuku barang-barang mewah.",Dhèwèké nggolèki gagasan-gagasan ing omahé.,Banjur dheweke nemokake kostum sing apik kanthi gratis.,Nina tuku dolanan.,Nina seneng banget.,2
70,Veronika seneng mlaku-mlaku ing alas.,"Ing sawijining dina, dhèwèké nempuh dalan lan nemokké omah ing wit.",Dhèwèké munggah ing undhak-undhakan lan gumun banget karo kabèh barang ing omah kuwi.,Iku wis kebak dilengkapi karo Furnitur lan selimut.,Veronika ora seneng banget karo omah wit kuwi.,Veronika mutusaké kanggo ngunjungi omah wit luwih asring.,2
71,Dina iki dina musim semi sing apik banget ing wiwitan Maret.,Tracey mutusaké kanggo mlaku-mlaku ing alas ing mburi omahé.,Dheweke krungu woodpecker lan wiwit looking ing wit-witan.,Dhèwèké kesandhung ing oyot lan tiba ing dalan.,Tracey mlayu mulih.,Tracey ora nggatèkké sing dialami.,2
72,Bob pancen ngelak banget lan pengin soda.,"Sayange, dheweke ora duwe dhuwit.",Bob mlebu ing stasiun bensin lan takon apa dhèwèké éntuk ngombé soda.,Kasir takon apa dheweke duwe dhuwit.,Dhèwèké kandha ora lan lunga saka stasiun bensin.,Dhèwèké mutuské arep mlayu.,1
73,Jim ngenteni ing bandara.,Bojone bakal ana ing sawijining jam.,Dhèwèké bosen banget.,Banjur dhèwèké mutuské kanggo ngrampungké buku kuwi.,Jim ketemu karo bojoné sakwisé sakjam.,Jim mlayu sadurunge bojone teka.,1
74,Joe pancen kepengin melu ing Universitas Columbia.,"Dheweke kerja keras ing sekolah, dadi tim bal-balan.",Dhèwèké dilebokaké ing daftar tunggu.,"Senajan kuciwa, dhèwèké ngupaya sak isa-isané nganti tekan pungkasan.",Joe isih bangga karo kerja kerasé.,Joe mutusaké ora arep kuliah.,1
75,"Tami, kancané Gina, nduwé folder sing ora dikarepké wong liya.","Gina péngin nduwé, ning ora ngerti arep tuku ing ngendi.",Saiki Tami nduwé Lisa Frank Trapper Keeper sing anyar.,Gina ngécé merga dhèwèké uga péngin nduwé.,Gina mriksa ing ebay lan nemu siji dheweke bisa saged.,Gina ngethok kabèh halaman lan ora ana sing nulungi.,1
76,Leah nduwé wit Natal sing éndah ing omahé.,"Ing sawijining dina, dhèwèké lunga menyang toko.","Wektu bali, wit kuwi digulingké.",Kucingé wis munggah lan mudhun!,Leah mutusaké dheweke luwih seneng wit ing lantai tinimbang ngadeg.,Leah ngécé kucingé.,2
77,Peter wis nggunakake kursi sing padha kanggo taun.,Wis dadi rusak.,Dhèwèké mutuské arep tuku kursi sing luwih nyaman.,"Wektu kuwi, Pétrus seneng banget.",Peter mikir nèk kuwi malah luwih nyaman ketimbang sing lawas.,Peter ngidini asué nganggo kursi kanggo awake dhewe.,1
78,Rex lagi siyap-siyap kanggo pesta bengi iki.,Dhèwèké sadhar nèk ora nggawé apa-apa kanggo tamu kanggo mangan nganggo keju.,Rex mlayu metu kanggo njaluk baguette.,Dheweke ngiris dadi irisan tipis supaya gampang dipangan.,Rex lunga ing perjalanan dawa ing samodra.,Kabèh wong seneng karo keju lan roti.,2
79,Ali tansah numpak sepur kanggo nyambut gawe saben dina.,"Ing sawijining dina, dhèwèké lara banget, nanging isih kerja.",Dhèwèké kerja keras sedina muput lan malah nggawa gawéan menyang omah.,Dhèwèké munggah ing sepur lan turu.,Dhèwèké kuwi karyawan sing malas.,Dhèwèké ora tekan stasiuné lan kudu numpak bis mulih.,2
80,Tim bal-balan wis kerja keras ing musim iki.,Wong-wong kuwi menang kabèh pertandingan lan dadi juara.,Mung ana detik-detik sing isih ana ing jam lan pertandingan kasebut digandhengake.,Quarterback liwat liwat dawa lan panrima damel gol.,Wong akèh padha nguwuh-uwuh marang tim kasebut kanthi banter.,Kabèh wong ing acara kuwi ngadeg lan ngajèni banget.,2
81,Kita manggon ing gedhong dhuwur.,"Ing sawijining dina, anginé banter banget, sebagéyan amarga dhuwuré bangunan.",Angin nguntal cabang wit-witan nganti bojoku ora bisa turu.,Angin uga ngethok kabel internet.,Aku lan bojoku ora seneng banget amarga ora nyambung menyang internet.,Aku lan bojoku seneng banget merga anginé banter lan ora isa turu.,1
82,Kate kepengin tuku keyboard anyar kanggo komputeré.,Dhèwèké nyimpen dhuwit pirang-pirang sasi kanggo tuku keyboard sing apik.,Kate pungkasané mlebu online lan pesen keyboardé!,Dhèwèké ngentèni nganti pirang-pirang dina.,Banjur dhèwèké mbatalake pesenané.,Banjur keyboardé dikirim liwat pos.,2
83,Jon lulus saka perguruan tinggi lan miwiti nggolèki pagawéan.,Saben dina dhèwèké nglamar kerja ing bidangé.,"Telung minggu sakwisé mulai, dhèwèké ditelpon.",Wong sing nelpon takon apa dheweke kepengin wawancara.,Jon gelem.,Jon nolak tawaran kuwi.,1
84,Julie seneng maca apa waé sing isa ditampa.,Akèh-akèhé wektu dhèwèké ngentèkaké ing perpustakaan.,Perpustakaan favorité dijaga déning Miss Watson.,Bu Watson weruh Julie seneng karo buku lan nawaraké gawéan.,Julie seneng nampa!,Julie natoni mripaté kancané.,1
85,Kulawargane Amy arep menyang Six Flags.,Dhèwèké sabar ngentèni ing mobil.,Nalika padha teka dheweke lungguh ing dhengkul surveying taman.,Dhèwèké ngentèni antri nganti sakjam kanggo numpak montor gunung sing paling gedhé.,Amy seneng banget bisa ana ing taman.,Amy mikir nèk taman kuwi mboseni.,1
86,Steve cepet-cepet arep menyang pertandingan bal-balan.,"Ing dalan gedhe, Steve nyopir montoré kanthi cepet banget.",Patrol dalan gedhe mandheg mobil Steve.,Petugas kuwi nulis layang multa kanggo Steve merga ngliwati wates kecepatan.,Steve seneng banget.,Steve nesu banget.,2
