,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
10,ボブはファーストフード店で働く最初の日を恐れた.,彼はその華やかな水上制服を 着るのを待つことを計画していた.,ボブは制服を着てから 魚ハンバーガーを作る,忙しくて 服を替えることも忘れていた,"ボブはその服をとても気に入って,友達に見せました.",ボブは仕事後に水兵服を着て外に出た.,2
11,友人が訪ねて来た.,"私は彼女に,私の犬が噛むと言った.",彼女は聞かなかった.,遊んでた,私の犬が彼女を噛んだ.,私の犬は逃げました.,1
12,レスターはいつも もっと芸術的になりたいと思ってた,彼はある日 花の絵を描こうと決意します,彼は美しいオルキディアの前に座って 描き始めます,レスターの絵は とても良く出来ている,彼はその絵を自分の居室の壁に掛けた.,彼は二度と何も描かないと決心した.,1
13,パブロは虫を食べるのが好きだ.,学校でこんなことを教えている本を読んだんだ,オリーブ油で揚げます,彼は少なくとも月に一度はこれをするのが好きだ.,パブロは虫が好きで 珍味だと考えています,パブロは虫を食べるのが好きじゃない.,1
14,キラはいつも日本の文化を愛していた.,彼女の好きな映画の多くは日本語だった.,彼女はそこへ旅することを決めた.,彼女は何年も旅のためにお金を貯めた.,彼女はお金を全部靴に費やした.,人生で一番の旅だった,2
15,グレンは散歩の気分だった.,彼はジャケットを着て外へ出かけた.,"歩道を歩いていると,彼はつまずき,膝を割って開けました.","グレンは立ち上がり,足がいて家に戻った.",グレンが史上最高のマラソン走行時間だった.,グレンは二度と歩けないと誓った,2
16,イエスが一日中家具を磨いてた.,夜が近づくと彼は彼がやった仕事を調査した.,すべてが輝き新鮮に見えた.,"イエスはその晩,友人たちをみんなパーティーに招待した.",家具が綺麗だったって,彼の友人は彼の家具を磨いた.,1
17,最近 店まで歩いていた,寒くて硬い鋼鉄の腕に 感えた,ショックだったわ 車にかれて!,"運転手は私がぶつかったのを見て,とても申し訳なくなりました.",わかったと答え 逃げました,車の運転手は私に非常に怒った.,1
18,ジナの妹は 割れたガラスで足首を切り傷めた,血は彼女の足から靴に流れ込んだ,"彼女は血を見た時,家へ走った.","ジナは彼女の後ろを走ったが,追いつけなかった.",帰宅するとみんなアイスクリームを食べた.,ジナの妹は医者に行った,2
19,小さい男の子が3年生だった,彼はとても頭が良くても 読むことが苦手だった.,"彼は大声で読んでいたとき,クラスメイトは彼を笑った.",彼は毎日読書を練習し始めました,"その少年は,決して改善しないことを受け入れました.","その年の終わりに,彼は読書のテストで得点をあげました.",2
20,ロージのクラスで パーティーをした,彼女はみんなのためにフルーツサラダを作ろうと決めた.,"果実 に は 大金 を 費やし,その 準備 に は 大いに 時間を 費やし まし た.",パーティーの日に彼女は果物サラダの巨大なボールを拾った.,ロージのクラスで 果物サラダを食べました,"ロージは,フルーツサラダを家に冷蔵庫に保管していた.",1
21,ケリーは新しい携帯を手に入れて嬉しかった.,彼女はどこへでも持っていきました.,残念なことに彼女はそれを壊した.,"しかし,幸いなことに,彼女はそれを修正することができました.",店は修理に適した値段を支払った.,ケリーは新しい電話を買った.,1
22,"大学に通っていた時,私は年上の男性と出会いました.",私は22歳で 彼は38歳でした,"私たちはよく理解し,一緒に良い時間を過ごしました.",俺がそこにいた間ずっと 一緒に居た,その時のことは 懐かしい思い出です,その時の悪い思い出がある.,1
23,ボブは学校の劇に出たいって,彼はその役を慎重に勉強した.,彼はよくその行をリハーサルした.,オーディションの日に 彼は素晴らしい仕事をした,ボブはとても誇りを持っていました.,ボブはとても恥ずかしかった.,1
24,ジャッキーは8年生で 廊下監視員に任命された,彼女はクラス全体で羨ましがられる.,クラスメイトはしばしば彼女の仕事を危険にさらした.,ジャッキーの通行券を盗む,校長が騒がしいクラスメイトを休学させた.,クラスメイトは 行動に表彰された,1
25,父は新車を買ったばかりだった,祝うためにドライブに出かけました,"別の車がストップサインを過ぎて,僕らにぶつかった.",窓を壊すほど強く叩いた,登って帰った時 父と僕は大丈夫だった,車が2人を打ち倒した,1
26,"姪は""フローゼン""が大好きだ",いつも着たいって,彼女は歌って家の周りを回る.,怒鳴るのが好きだ,彼女はそれを何度も何度も歌う.,スポーツが大好きで プリンセスっぽいことは嫌いだ,1
27,アレックスは球場をドリブルし チームは2ポイント落下していた,"彼はスコアボードを覗き込み,残りわずか5秒だった.",彼は開かれた男を見つけるために彼の頭が走った.,守備はチームメイトに 粘りのように付着していた,鈴が鳴り 彼のチームが勝った,"彼は3ポイントを狙ったが,失敗した.",2
28,私は図書館に入って座った.,周りを見回すと ある子供に気づきました,彼はしばらく私を見つめていた.,"私は不満を抱き,座席から立ち上がった.",子供の行動が気にならなかった,私は彼に何が問題か尋ねた.,2
29,イヴァとブラントは 妊娠しようとしていた,彼らは6ヶ月も試みたが 失敗した.,医者の診察で 落ち込んだことを表しました,"しかし,そのとき,彼らは医師が大きく微笑んでいるのを見た.",ブラントは子供を誘拐する計画を キャンセルする,"その夫婦は,赤ちゃんが来るのを知って幸せになるでしょう.",2
30,キャサリンにはいつもカーリングのスポーツが興味を引いていた.,キャサリンはテレビでスポーツ選手の試合を見るのが大好きです.,ある日 キャサリンがカーリングの練習会に行くことにした,練習中にアスリートの一人が キャサリンを招いた,キャサリンが毎日練習し 上手くやりました,キャサリンもカーリングは退屈だと思った,1
31,フランシスはいつも運転を学ぶのを楽しみにしていた.,彼はついに運転免許を取れる年齢になった.,フランシスは免許を取るために一生懸命勉強する.,彼は運転免許試験を楽に合格する.,フランシスは自分の業績に本当に誇りを持っています,フランシスは公共交通機関を使うことを好むと決めた,1
32,"昨日,ナッツクラッカーを観てとても楽しかった.",気に入った,舞踊家がステージを飾る様子は美しいものでした.,番組を観て光栄でした,二度と会わないと誓った,もう一度見たいと思った,2
33,私は朝8時半に授業のために目覚めた.,私は眠気なくベッドから起きてシャワーを浴びた.,"私は急いで朝食を食べて,歩いて教室へ行った.",50分間の授業の後 私は寮に戻り始めました,私は再び授業に戻ることにしました.,"到着すると,昼寝をしました.",2
34,ゲイリーはリサの注意を引きたかった,ある日彼はリサに詩を書こうと決心した.,翌日 学校で ガリーは リサを廊下で目にします,"詩を手に渡すのです 詩は""愛""と","ゲイリーはリサを強く叩き,そして立ち去ります.",リーサもゲイリーに 恋してるって告白した,2
35,カルロスはいつもフランスを訪れたいと思っていた.,彼は行く前にフランス語を学ばなければならないと決めた.,"彼は夜間クラスに登録し,一生懸命勉強します.",ようやくカルロスはフランス語をかなり上手く話せるようになった.,カルロスはオーストラリアのフライトを予約する.,カルロスはパリ旅行でフランス語を最大限に活用する.,2
36,ラースはずっと写真に挑戦したかった,"彼は,彼の友人は優れた写真家だった,しかし彼は試みたことがなかった.",ある日 彼はシンプルで高品質なカメラを買った.,その日から ラスは毎日自然を撮り始めました,ラスは写真に恋した.,ラースは写真が嫌いだった,1
37,私は電子機器店でテレビを買った.,画質の高画質の大きなフラットスクリーンです,従業員は万一に保証書を買って欲しいと説得した.,壁から落ちて壊れた,保証金で修理できた,その従業員は後に死亡している.,1
38,ライアンは公園にいた,女の子が風船を手にしているのを見た,公園を出て行くと 同じ風船が木にぶつかったのを見た,彼は風船を回収するために木に登った.,ライアンは故意に風船を 爆破した,ライアンが少女を見つけ 失った風船を彼女に渡した,2
39,ジェンのマネージャーから 履歴書をアップするって言われた,彼女は履歴書のフォーマットが 間違っていたことに気づきました,コンテンツを全部 適切なテンプレートに転送しました,"彼女は最新仕事に関する情報を追加し,履歴書を更新しました.",それからマネージャーに 送った,ジェンは皿洗いを嫌った.,1
40,ニールはフェス市を巡回していた.,彼は彼らの民族料理を味わった.,それから彼は記念品を買いに行った.,彼はフェスには素晴らしいストリート・アーティストもいると指摘しました,ニールは楽しかった,ニールとフェスは親友になった,1
41,犬を散歩に連れ出したい,私の近所では リードが必要なんです,家の中を覗いて見ました,見つけられなかった.,私は犬を裏庭に連れ出そうと決めました.,私は犬を家の中に入らせた.,1
42,"それは晴れ,暖かい日だった.",ジョーは散歩をするといいと思った,彼は地元のコーヒーショップまで歩いて行くことにした.,しかし途中で 疲れ始めました,彼はコーヒーショップに走った,ジョーは外に出たことを後悔する.,2
43,ジェンは一日中 荷物を待ってた,ついに彼女はUPSの男がドアに向かって歩いているのを見た.,彼は荷物を届けて 彼女はそれを持ち込んだ,彼女は包装物をナイフで開いた.,その箱には新生児がいました,ジェンは新しいコートを箱の中に見つけた.,2
44,フランクはその宿題をやりたくなかった.,彼は代わりにビデオゲームをしたいと思った.,"フランクのお両親は,まず宿題をやるように言った.",フランクは怒りを発して罰を受けた.,フランクが1週間 ビデオゲームを失いました,フランクには新しいゲームがある,1
45,ティミーは学校で3ポイントの競技に参戦していた.,優勝者は大学奨学金1000ドルを 獲得するチャンスです,ティミーは週末に3ポイントを 練習したんだ,"彼は競争の日が来た時,準備ができていた.",ティミーは競争で勝った.,ティミーは競技の日に ドライブ・ライングに行った,1
46,ドレイクは金曜日にパーティに出席した.,彼は財布がコートから盗まれたことに気がついた.,ドレイクはすぐに警察に電話したが 財布は見つからなかった,ドレイクはパーティーのホストにこの問題について尋ねた.,宿主も彼も知らないと,ドレイクはホストに パーティにまた参加したいと 言った,1
47,ボブはトラックがパンクしたのを発見した.,"彼は以前,タイヤを交換したことがない.",輪胎のジャックと鉄を取り出した,ボルトを外せない,ボブは誰かが彼の破れたタイヤを直すように言った.,ボブはトラックで市場へ行った.,1
48,ジャックはタブレットPCでメールを書くことに疲れている.,彼はラップトップに 投資する必要があると判断しました,"彼は完璧なものを見つけるまで,さまざまなノートパソコンを研究します.",彼はついにそれを買いました,ジャックはメールの返信を 楽しんでる,"ジャックは今,メールの代わりに郵便を利用している.",1
49,ジェイクの髪が長くなって,面接が迫っていた,彼は母親に髪を切ってもらった.,彼の母親は彼にプロっぽい髪型を整えてくれた.,ジェイクは手を洗った.,ジェイクが仕事を手に入れた,2
50,ショーンが今日来た,サムとショーンとゲームをした,"怒って言ったんです ""悪い子だ""と",回復するまで 遊べないって,傷ついた,本当に嬉しかった.,1
51,サラはカードを郵送したかった.,彼女は郵便局へ行った.,彼女は切手代を払った.,彼女は手紙を封筒に入れた.,サラは手紙を自分で届けた.,サラの手紙はすぐに宛先に向かっていた.,2
52,チャックは仕事で疲れていた.,彼はしばらく仕事も休んだ.,彼は同僚とチャットするためにフォーラムを開いた.,ゾルターに ひどい攻撃を受けた後 彼は休憩が必要だった,チャックは仕事を辞めようと決めた.,"彼はその後,仕事に戻る必要を感じた.",2
53,ボブは買い物をするのにプラスチック袋を使っていた.,友達にプラスチックが環境に害を及ぼすと 聞いたんです,ボブはプラスチック袋を捨てることに決めた.,ボブは再利用可能な食料品袋に投資した.,"ボブは買い物をするのに,再利用可能な食料品袋を使っていた.",ボブは買い物をするのにプラスチック袋を使っていました,1
54,ジョーは自分の肖像画を プロジェクトのために撮る必要があった,彼は地元のアーティストに電話して 値段を聞きました,芸術家の1人が 合理的な料金を払った,ジョーは肖像画の 撮影を依頼した,ジョーは結果に非常に満足した.,その画家はジョーの猫を描いた.,1
55,アンは禁煙しようとしていた.,"彼女は何度も試みたが,いつも失敗した.",ナイコチンパッチを 適用して 治療を始めました,"そして,彼女もそうしてくれた!",アンは毎日吸うタバコの量を2倍にしました.,アンは成功裏にタバコをやめることができた.,2
56,ジェンは夏の間 叔母さんのところへ,彼女は夏の間 図書館から離れることを 嫌った.,"彼女は数冊の本を連れて行ったが,それを素早く読み終えた.",叔母が彼女を家に連れて行った,ジェンは彼女の本が暖炉で燃えているのを見た.,"その部屋は,女の子に魅力的な本が棚に並ぶままだった.",2
57,昨日ロブの歯磨きだった,"彼は通常,歯医者を本当に怖がっている.",でもオフィスに 新しいかわいい看護婦が,彼は興奮して行きました,ロブは結腸鏡検査の後 気分が良くなった,ロブはかわいい看護婦が いなかったことを 悲しんだ,2
58,ジョーは泥を食べるのが好きだった.,彼は機会に泥のパイを作っていた.,"彼はパイを食べていると,口に何かとても硬いものを感じた.","ジョーは岩を噛み,歯を抜いた.",ジョーはもっと石を噛みたくなった.,ジョーは二度と土を食べないことに決めた.,2
59,ロブはホラーコースターに乗ったことがない,ロブの友達は彼にシックスフラッグの無料チケットを 提供した.,ロブは参加してもいいと決めた,"彼らは皆,長い列に並んで待った.",ロブには寛大な友達がいた,ロブの友達は無謀だった,1
60,カーリーはサムが電話するのを待っていた,金曜日に約束した,"彼女は何も聞いたことがなかった. 彼女は,彼女が何を聞いたのかわからない",彼女はついに彼に電話をすることに決めた.,サムは電話に応じた.,カーリーは電話で外食を注文した,1
61,エイミーは誕生日に学校から帰宅すると 空き家を見つけました,"彼女は,誰もが彼女の特別な日を忘れていたことに腹を立てていた.",彼女は悲しんでリビングへ歩いた.,隠れ場所から飛び出した,エイミーは喜びで微笑んだ.,エイミーは部屋から出て家を出た.,1
62,パンは理由もなく私を殴ろうとした.,怒った私はただ彼女の拳を擁護した.,彼女は私に拳を投げ続けました.,"彼女を止めようと,私は彼女を地面に投げつけた.",パンはついに止まった.,パンを抱きしめた,1
63,ベッキーはアシュリーといういとこがいる.,ベッキーとアシュリーは 子供の頃の友達だった,アシュリーは大人になってからバカに なった.,タンポンを盗んだ罪で 刑務所に入ってた,ベッキーと連絡が取れなくなった,ベッキーはアシュリーを誇りに思っている.,1
64,パムとトムの赤ちゃんは軽い睡眠でした.,周りの考えが悪い人は犬を外で一日中吠えさせていた.,"パムが赤ちゃんを寝かせると,いつも犬が吠え始めた.","パムは犬を放つ夢を見ていたので,犬は逃げ出した.",ある晩 パムが猫を家に入れました,ある夜 パムは犬を放出することにしました,2
65,メイはフレドニアの大学に受験した,彼女は新しい学校へバスで行った.,彼女はキャンパスを探検した.,彼女は見たもの全てを愛した.,彼女は学校を中退した.,彼女は教授をみんな好きだった,2
66,メアリーは歯を抜ける必要があった.,彼女は歯医者さんに 眠らせてもらいたいと,ノボカインで麻痺させられた,メアリーは恐怖で彼をじっと見つめた.,"その歯医者は彼女の表情を見て,メアリーを助けることができた.",メアリーは歯医者からとても良い気分で帰った.,1
67,フォードは高得点の成績を誇っていた.,"彼はそれを改善するために毎晩,課題で働きました.",フォードの友達は彼が楽しさを逃していると警告した.,"フォードは後年,成功した弁護士になりました.","フォードは,彼がこれほど多くのことを成し遂げたことに悲しんでいた.",フォードは自分の業績を誇りに思っていた.,2
68,妻は情熱が足りないって,趣味や興味が少ない,"議論しようとしたが,できなかった.",彼女が正しかったと気づいた,変わろうと決めた,私は未婚です.,1
69,ニナはハロウィーンの衣装を 欲しかった,しかし彼女は贅沢なものを 買えなかった,彼女はアイデアを捜すために家の中を覗いた.,素晴らしい仮装を無料で手に入れた,ニナはおもちゃを買った.,ニナは興奮した.,2
70,ヴェロニカは森でハイキングするのが好きだった.,ある日 彼女は道を歩いていたと 木の家にたどり着いた.,"彼女は階段を登り,家の中のすべてのものに驚きました.",それは家具と毛布で完全に装飾されました.,ベロニカはツリーハウスをあまり好きではなかった.,"ヴェロニカは,より頻繁にツリーハウスを訪問することを決定します.",2
71,3月上旬の美しい春の日だった.,トレイシーは家の裏の森で散歩をすることにしました,"彼女は,それが木々で探しはじめました.","彼女は根につまずき,道を転んだ.",トレイシーは家へ逃げました,トレイシーは 落ちたのを 軽視した,2
72,"ボブは本当に渇いて,ソーダを欲しがっていた.",残念ながら彼はお金を持っていなかった.,ボブはガソリンスタンドに入って ソーダを飲めるか尋ねた.,預金官は彼にお金があるか尋ねた.,彼は断って ガソリンスタンドを出て行った,彼は走ることに決めた.,1
73,ジムは空港で待っていた.,妻は1時間後に来る,彼はとても退屈だった.,彼はその本に追いつくことにしました,ジムは1時間後に妻に会った.,ジムは妻が現れる前に車で逃げ出した.,1
74,ジョーは本当にコロンビア大学に行きたかった.,学校で一生懸命勉強し サッカーチームに所属した,彼は待機リストに載った.,"彼は失望したものの,最後まで最善を尽くした.",ジョーはまだ彼の努力の誇りを持っていた.,ジョーは大学に行きたくないと決めた.,1
75,ジナの友達タミは 他人に渡したくない フォルダーを持っていました,ジナは買いたいけど どこで買えるか分からなかった,タミには新しい リーサ・フランク・トラッパー・キーパーがいた,ジナもうらやましくて 欲しいって,ジナはeBayで 買えるのを 見つけた,ジナは庭を刈り上げ 誰からも助けられませんでした,1
76,リアは家で美しいクリスマスツリーを飾っていた.,ある日 彼女は店に行こうと,"彼女が戻った時,その木は倒された.",猫が登って 引き下ろしたんだ!,リーアは床の上の木の方が 立ってるより好きだと決めた,レアはその猫を叱った.,2
77,ピーターは何年も同じ椅子を使っていた.,疲れ果てていた,"彼は新しい,より快適な椅子を買おうと決めた.",到着したときピーターはとても嬉しかった.,ピーターは古いより快適なかもしれないと思った.,ピーターは犬に椅子を使わせた.,1
78,レックスが今晩のパーティの準備をしてる,彼はお客様にチーズで食べるものは何かを用意していないことに気が付いた.,レックスがバゲットを買いに,食べるのが簡単になるように 細く均等に切る,レックスは海を越えて長い旅に出た,誰もがチーズとパンを楽しんだ.,2
79,アリは毎日仕事に行くのに列車に乗る.,"ある日,彼女はとても病気でしたが,それでも仕事に行きました.","彼女は一日中一生懸命働いたし,仕事も家に持って帰った.",彼女は電車に乗り込んで眠ってしまった.,彼女は怠け者だった.,彼女は停留所を逃してバスで帰らざるを得なかった.,2
80,サッカーチームはシーズン中一生懸命働いた.,彼らは全ての試合で勝って チャンピオンシップにたどり着いた,試合は数秒で終わりました,コーターバックが長いパスで リーバーがゴールを,観客はチームを大声でほのめかした.,"観客は皆,席から立ち上がり,熱烈に拍手した.",2
81,私たちは高層ビルに住んでいます.,"ある日,風が強く,部分的には建物の高さによる.",風が木の枝を吹いて 妻は眠れなかった,風が吹いてインターネットも壊れた,妻と私はインターネット接続が切れたことに非常に残念でした.,強い風と眠れないのが好きだった,1
82,ケイトはパソコン用の新しいキーボードを買いたかった.,彼女は良いキーボードを買うために何ヶ月も貯金した.,ケイトはネットで キーボードを注文した!,待ち受けた,注文をキャンセルした,メールで彼女のキーボードが届いた,2
83,"ジョンは大学を卒業し,仕事を探し始めました.",彼は毎日自分の分野の仕事に応募していた.,開始から3週間後 電話がかかってきました,"電話した人は,インタビューに興味があるか尋ねました.",ジョンは受け入れました,ジョンは申し出を断った.,1
84,ジュリーは手に届くものすべてを読んでいた.,彼女はほとんどの時間を図書館で過ごしていた.,彼女の好きな図書館はワトソンさんによって管理されていた.,"ワトソンさんはジュリーの本好きを見て,彼女に仕事を提供した.",ジュリーは喜んで受け入れた!,ジュリーは友人を目で殴った.,1
85,エイミーの家族はシックスフラッグに行く予定だった,彼女は車の中で辛抱強く到着を待っていた.,"彼女は,公園の調査を膝の上に座って.",彼女は最大級のローラーコースターに乗るために1時間並んで待った.,エイミーは公園にいることに興奮していた.,エイミーは公園が退屈だと思っていた.,1
86,スティーブはフットボール試合に急いでいた.,高速道路でスティーブは車を非常に速く運転した.,道路警備隊がスティーブの車を止めました,その警官はスティーブに高速運転の罰金を出した.,スティーブは満足した.,スティーブは動揺した.,2
87,娘は友達の最初の誕生日パーティーに行った.,彼女はパーティーの準備に とても興奮していた,彼女は一週間以上それ以外のことしか話さなかった.,"彼女はパーティーに行って,大喜びした.",彼女は二度とパーティーに行かないと決めた.,"彼女は家に帰ると,疲れ果ててすぐに眠りについた.",2
88,ボブは食料を買うためにお金が必要だった.,彼はお金がないので食べられないことに悲しんでいた.,彼はその苦しい人生について本を書こうと決めた.,"すぐ に 人 は この 本 を 賞賛 し,何千 冊 も 買っ て きました.","本の売り上げから得た利益は,ボブに食べられるだけのお金を与えてくれた.",公開された本への反応は ボブがまだ空腹を 抱えていることを意味しています,1
89,今日初めてマラソンに 走ったばかりだ,六マイルほどで 頑張った,私は3ヶ月ほど訓練した.,リストに載っている,こんなに幸せだったことはない,自分に失望した,1
90,ボビーはフルーツのロールアップを飛行機の形に折った.,"彼は彼の腕を傷つけたとロールアップ飛行機を投げ,彼はできるだけ強く.",石のように落ちた.,ボビーは飛行機は紙で作るべきだと決めた.,ボビーは5歳だった,ボビーは35歳だった.,1
91,サムは星を見ていた,"彼は突然,ボルトをまっすぐに座った.",星が動くのを見た,彼は父に見せようと走った.,父は笑った 星はライトを放ったジェットだったから,サムの父親は息子が地質学に興味を持つことに喜んだ.,1
92,ジョンとメグは5年間付き合っていた,"ジョンはメグを愛し,彼女と結婚したかった.",彼は今夜 映画のデートの後 彼女に結婚を申し出ることに決めた,"映画館を出ると,彼は突然ひざまずいた.",彼はメグに不倫を叫んでた,彼は彼女に結婚を申し出た.,2
93,美しいバナナが 届かないところに ぶら下がっていた,"ボビーは靴を投げようとしたが,引っかかった.","彼は木に登ろうとしたが,倒れた.",手を伸ばすには短かった,ボビーはバナナを手に入れたことに怒った.,ボビーは棚に入ってバナナを運ぶための梯子を手に入れた.,2
94,ベスは病気から回復していた.,彼女は4日後にようやく食べることができました.,良くなったけど 気分が悪かった,彼女は金曜日に休みを取って 癒される時間をとった,ベスは休む必要があった,ベスは休みの金曜日にフットボールをした.,1
95,ローナはピンクの靴下を買った.,彼女は愛してた,脱いだら 他の洗濯物と混じって,"洗濯の日に彼女は,その服を並べずに洗った.",ランチを食べてメールの返信をする,"悲しいことに,それらは破綻し,ロンダは新しいペアを買わなければならなかった.",2
96,"嵐の間,海は恐ろしいものだった.",マーカスは船が上がって 墜落する様子を嫌った,腹が立つようにした.,彼は小屋に身を隠し 目を閉じたが 役に立たなかった,マーカスは興奮して踊り始めた.,マーカスは海病で吐き出した,2
97,"昨日,アナは昼寝をすることに決めた.",彼女は椅子に座って目を閉じて快適に過ごしました.,眠りについた途端に 娘の子犬が 膝に飛び込んだ!,彼女はとても驚いた.,"彼女は可愛い子犬に抱きしめ,それを見て喜んだ.",その子猫はとても可愛かった.,1
98,チャックは このバーが大好きだ,彼はいつも友達とそこに行く.,"彼はある日,そこへ向かっていたが,閉まっていた.",廃業した,チャックは動揺していた,チャックは 店が閉店してよかった,1
99,スティーブはカフェに座っていた.,"彼はカフェで,たいてい本を読んでいた.","しかし,今日は本を忘れた.","彼は選択の余地なく,多くのことを考えました.",スティーブはクロスワードを記録的な時間で完成させた.,"考えながら,スティーブは小説のアイデアを思いついた.",2
100,ジョンは店へ向かっていると財布を忘れたことに気がついた.,免許証が財布に,警察の照明が彼の後ろで点滅し始めた.,"車を止めた後,彼は家に財布を忘れたと警察官に言った.","ジョンは,その後,その警官を襲った.",警官は理解していた.,2
101,トムは子供のころからパズルを楽しんでいた.,彼は単なる エスケープルームの冒険の外にいた わけではありません,彼は呼吸を落ち着かせて 精神的に準備した.,30分後 彼は記録的な時間内に エスケープルームを出て行きました,彼は自分の達成に誇りを持っていました.,トムは自分が悪いことをしたことに腹を立てていた.,1
102,ジナは部屋を掃除している間に退屈していた.,でも やらなければならなかった,彼女はラジオをオンにすることに決めた.,聞いたことのない歌が,彼女はその歌を気に入った.,ジナは服を着て仕事に行った.,1
103,小さな雪嵐が町を襲った.,学校の屋根は重さで折れた.,掃除人が登って見張った,新しい重さで屋根が揺れた.,屋根は全く問題なしでした,管理人は怖かった.,2
104,私の誕生日って昨日だった.,"驚いたことに,友達は私のためにパーティーを計画した.",信じられない,パーティーはとても楽しかった.,誕生日なんて嫌だった,最高の誕生日会だった,2
105,母は古い辞書を捨てました.,ゴミ箱から取り出した,座って見ると 匂いがする,古い図書館の匂いを思い出しました,ひどいことだった,香りがとてもいいので食べた.,1
106,1963年に両親がパラゴンパークに連れて行ってくれました,ボストンのローズ・ワールフからフェリーに乗った.,"カーソル,鞭,カタツムリに乗った",スキーボールもした,"私たちはこの幼少期の旅を,多くの良い思い出で過ごしています.",パラゴンパークに行った記憶はない,1
107,私の好きな映画は『オズの魔法使い』です.,若い頃は 本物だと思ってた,観るたびに 映画の中に 浸かってしまっていた,登場人物たちは私を オズの国に連れて行きました,ある日 映画を買おうと決めました,私はオズの魔法使いが好きではなかった.,1
108,メアリー・アンが公園の小径を歩いて行った.,子供や動物を連れて歩いていた,彼女はジョギングや自転車に乗っている人達を通り過ぎた.,彼女はたくさんの植物を見ました.,メアリー・アンが 毒 Ivy だったから 発疹になった,"メアリー・アンがサラダを仕上げ,それを楽しんで食べた.",1
109,"ある日,犬が2匹の猫を飼っている家族に引っ越した.","一匹の猫は新しい犬を気にしなかったが,もう一匹の猫は怖かった.","彼は大声でうなずいて,犬の鼻を掻いた.",彼は犬から逃れるために部屋の片側からもう片側へ飛び出した.,彼は犬に抱きしめた.,"犬が彼を見つけて,噛んだ.",2
110,私の好きな動物はアラビアのオリックスです.,アフリカの羊だから 通常は見えません,動物園に行かないと,"家族が今年,誕生日プレゼントをくれた.",アフリカの動物についての絵本をもらった,コンピュータの歴史を語る本をもらいました,1
111,"毎日,娘に宿題をやるように叱る.",私は最終的にそれが彼女の責任であると決定しました.,"確か,彼女は1晩でやったわけじゃない.","学校でトラブルになるのを 知って,とにかく寝かせた.",彼女はその課題で悪い成績を落とした.,彼女は午後中ずっと友達とバスケットボールをした.,1
