,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
36,Lars havde altid ønsket at prøve fotografering.,"Hans ven var en fremragende fotograf, men han havde aldrig prøvet.","En dag købte han et enkelt, men af høj kvalitet, kamera.","Fra den dag af, fotograferede Lars billeder af naturen hver dag.",Lars forelskede sig i fotografering.,Lars hadede fotografering.,1
37,Jeg købte et fjernsyn i en elektronikbutik.,Det er en stor fladskærm med en høj opløsningskvalitet.,"Medarbejderen overtalte mig til at købe en garanti for det, bare i tilfælde.",En uge senere faldt fjernsynet ned fra væggen og gik i stykker.,Jeg fik den repareret med garantien.,Ansatte blev senere fundet død.,1
38,Ryan var i en park.,"Og han så en lille pige, der holdt en ballon.","Da han forlod parken, så han den samme ballon fast i et træ.",Han klatrede op i træet for at hente ballonen.,Ryan sprang ballonen med vilje.,"Ryan fandt pigen og gav hende ballonen, hun havde mistet.",2
39,"Jens manager sagde, hun skulle uploade sit CV.","Hun indså, at hendes CV ikke var formateret korrekt.",Hun overførte alt indholdet til den rigtige skabelon.,Hun tilføjede oplysninger om sit seneste job og opdaterede sit CV.,Så sendte hun det til sin manager.,Jen hadede at vaske op.,1
40,Neil var på rundvisning i byen Fez.,Han smagte deres etniske køkken.,Så gik han ud for at købe souvenirs.,"Fez havde også gode gadekunstnere, bemærkede han.",Neil havde det sjovt.,Neil og Fez blev bedste venner.,1
41,Jeg skulle ud og gå med min hund.,Mit kvarter kræver en snor.,Jeg ledte i mit hus efter snor.,Jeg kunne ikke finde den.,Jeg besluttede at tage min hund med ud i baghaven.,Jeg lod min hund gå ind i huset.,1
42,Det var en lys og varm dag.,"Joe tænkte, det ville være rart at gå en tur.",Han besluttede at gå til sin lokale café.,"Men halvvejs derfra, begyndte han at blive træt.",Så han løb til kaffebaren.,Joe fortryder at gå udenfor.,2
43,Jen ventede på en pakke hele dagen.,Endelig så hun UPS-manden gå op til døren.,"Han leverede pakken, og hun tog den med ind.",Hun åbnede pakken med en kniv.,I kassen var en nyfødt baby.,Jen fandt sin nye frakke i pakken.,2
44,Frank ville ikke lave sit lektier.,Han ville spille videospil i stedet.,"Franks forældre sagde, han skulle lave sit hjemmearbejde først.",Frank fik et raserianfald og blev straffet.,Frank mistede sine videospil i en uge.,Frank har fået et helt nyt spil.,1
45,Timmy deltog i en 3-point konkurrence på skolen.,Vinderen vil have en chance for at vinde et $ 1000 college stipendium.,Timmy har øvet sig i tre point hele weekenden.,"Han var klar, da konkurrencens dag kom.",Timmy vandt konkurrencen.,Timmy gik til driving range på konkurrencedagen.,1
46,Drake var til fest på fredag.,Han opdagede at hans tegnebog var blevet stjålet fra hans frakke.,"Drake ringede straks til politiet, men tegnebogen blev ikke fundet.",Drake konfronterede festens vært om problemet.,"Og værten sagde, at han heller ikke vidste det.","Drake sagde til værten, at han ville deltage i hans fester igen.",1
47,"Bob opdagede, at hans lastbil havde et punkteret dæk.",Han havde aldrig skiftet et dæk før.,Han tog dækflasken og jernet ud.,Han kunne ikke fjerne boltene.,Bob ringede til nogen for at få sit punkterede dæk repareret.,Bob kørte sin lastbil til markedet.,1
48,Jack er træt af at skrive e-mails på sin tablet.,"Han beslutter, at han skal investere i en bærbar computer.",Han undersøger forskellige bærbare computere indtil han har fundet den perfekte.,Endelig køber han det.,Nu nyder Jack faktisk at besvare e-mails.,Jack bruger nu post i stedet for e-mail.,1
49,Jakes hår var ved at blive for langt.,Han havde et jobinterview.,Han bad sin mor om at klippe hans hår.,"Hans mor fik ham en pæn, professionel frisure.",Jake vaskede sine hænder.,Jake fik jobbet.,2
50,Sean kom forbi i dag.,"Sam, Sean og jeg legede.","De blev vrede på mig over, hvor slem jeg var.","De sagde, jeg ikke kunne spille mere, før jeg blev bedre.",Jeg var virkelig såret.,Jeg var virkelig glad.,1
51,Sarah ville sende et kort.,Hun tog til posthuset.,Hun betalte for frimærker.,Hun lagde brevet i en kuvert.,Sarah leverede selv sit brev.,Sarahs brev var snart på vej til sin destination.,2
52,Chuck var træt af arbejdet.,Han lukkede sit arbejde for en tid.,Han åbnede forummet for at chatte med kolleger.,Efter de grimme Zoltar-slag havde han brug for en pause.,Chuck besluttede at sige op.,Han følte sig tvunget til at vende tilbage til arbejdet.,2
53,Bob brugte plastikposer til indkøb.,"Så fortalte hans ven ham, at plastik er dårligt for miljøet.",Bob besluttede at droppe sine plastikposer.,Bob investerede i genbrugsposer.,Bob brugte sine genbrugsposer til at shoppe.,Bob brugte stadig sine plastikposer til at handle i.,1
54,Joe skulle have et portræt af sig selv til et projekt.,Han ringede til nogle lokale kunstnere og spurgte om deres priser.,En af kunstnerne havde en rimelig pris.,Joe har aftalt en aftale med kunstneren om at lave portrættet.,Joe var meget tilfreds med resultatet.,Kunstneren malede en Joe's kat.,1
55,Ann prøvede at holde op med at ryge.,"Hun gjorde flere forsøg, men mislykkedes altid.",Så søgte hun nikotinplaster for at få hjælp.,Og hjælpe hende med det!,Ann fordoblede antallet af cigaretter hun røg hver dag.,Ann kunne med held holde op med at ryge.,2
56,Jen er blevet sendt til sin tante i sommer.,Hun hadede tanken om at være væk fra sit lokale bibliotek hele sommeren.,"Hun tog nogle bøger med, men hun læste dem hurtigt igennem.","Da hun ankom, tog hendes tante hende med ind i et særligt værelse i sit hjem.",Jen så hendes bøger brænde i pejset.,Værelset var fyldt med hylder med bøger som tiltrak piger.,2
57,I går var det Robs tandrensning.,Han er normalt bange for tandlæger.,Men der er en sød ny sygeplejerske på kontoret.,Han var begejstret for at tage af sted.,Rob følte sig frisk efter koloskopien.,"Rob var ked af, at den søde sygeplejerske ikke var der den dag.",2
58,Joe elskede at spise jord.,"Han lavede mudderpiger, når han havde mulighed for det.","Han spiste en tærte, da han følte noget meget hårdt i munden.",Joe havde bidt ned på en sten og slået sin tand ud.,Joe ville tygge flere sten.,Joe besluttede ikke at spise jord igen.,2
59,Rob har aldrig været på en rutsjebane.,Robs venner tilbød ham en gratis billet til Six Flags.,"Rob besluttede, at han lige så godt kunne deltage.",De stod alle i en lang kø.,Rob havde generøse venner.,Robs venner var tankeløse.,1
60,"Carly ventede på, at Sam ringede.",Han lovede det på fredag.,Det var nu sent lørdag og hun havde ikke hørt noget.,Til sidst besluttede hun sig for at ringe til ham.,Sam tog telefonen.,Carly bestilte mad på telefonen.,1
61,Amy kom hjem fra skole på sin fødselsdag til et tomt hus.,"Hun var ked af, at alle havde glemt hendes særlige dag.",Hun gik trist ind i stuen.,Pludselig kom hendes venner og familie ud af deres skjulesteder.,Amy grinede af glæde.,Amy gik ud af værelset og forlod huset.,1
62,Pan prøvede at slå mig uden nogen grund.,"Jeg var vred, men forsvarede hendes slag.",Hun fortsatte med at kaste sin næve på mig.,"I et forsøg på at stoppe hende, kastede jeg hende på jorden.",Pan stoppede endelig.,Jeg gav Pan et stort knus.,1
63,"Becky har en kusine, der hedder Ashley.","Becky og Ashley var venner, da de var børn.","Ashley blev dum, da hun blev stor.",Hun sad i fængsel for at stjæle tamponer fra en dollarbutik.,Becky mistede kontakten med hende.,Becky er stolt af Ashley.,1
64,Pam og Toms baby sov let.,Deres tankeløse nabo lod ofte sin hund stå udenfor og gø hele dagen.,"Hver gang Pam fik sin baby i seng, begyndte hunden at gø.","Pam fantasierede om at slippe hunden løs, så den ville løbe væk.",En aften lukkede Pam sine katte ind i sit hjem.,En aften besluttede Pam at slippe hundene fri.,2
65,May blev optaget på college i Fredonia.,Hun tog bussen til sin nye skole.,Hun udforskede campus.,"Hun elskede alt, hvad hun så.",Hun droppede ud af skolen.,Hun kunne lide alle sine professorer.,2
66,Mary havde brug for at få tænder trukket ud.,"Hun ville have, at tandlægen skulle sove hende.",Han kunne kun gøre området følelsesløst med Novocain.,Mary stirrede på ham i rædsel.,Efter at have set hendes udtryk kunne tandlægen hjælpe Mary.,Mary forlod tandlægen i godt humør.,1
67,Ford var stolt af sin høje GPA.,Han arbejdede hver aften på opgaver for at forbedre det.,"Ford's venner advarede ham om, at han gik glip af sjov.",Senere i livet blev Ford en succesfuld advokat.,"Ford var ked af, at han opnåede så meget.",Ford var stolt af sine præstationer.,2
68,"Min kone siger, jeg mangler lidenskab.",At jeg ikke har mange hobbyer eller interesser.,"Jeg prøvede at argumentere, men kunne ikke.","Jeg indså, hun havde ret.",Jeg besluttede at ændre mig.,Jeg er ugift.,1
69,Nina ville have et flot Halloween kostume.,Men hun havde ikke råd til noget fancy.,Hun kiggede gennem huset efter ideer.,Så fandt hun et godt kostume gratis.,Nina har købt et legetøj.,Nina var begejstret.,2
70,Veronika elskede at vandre i skoven.,En dag var hun på en sti og fandt et træhus.,"Hun klatrede op ad stigen og var forbløffet over alt det, der var i huset.",Det var fuldt møbleret med møbler og tæpper.,Veronika kunne ikke lide træhuset.,Veronika beslutter sig for at besøge træhuset oftere.,2
71,Det var en smuk forårsdag i begyndelsen af marts.,Tracey besluttede at gå en tur i skoven bag hendes hus.,Hun hørte en spyd og begyndte at lede efter den i træerne.,Hun snublede over en rod og faldt på stien.,Tracey løb hjem.,Tracey tog sig ikke af faldet.,2
72,Bob var meget tørstig og ville have en sodavand.,Desværre havde han ingen penge.,"Bob gik ind på en tankstation og spurgte, om han kunne få en sodavand.",Kassereren spurgte ham om han havde penge.,Han sagde nej og forlod tankstationen.,Han besluttede at løbe en tur.,1
73,Jim ventede på lufthavnen.,Hans kone ville være der om en time.,Han kedede sig meget.,Han besluttede sig for at læse sin bog.,Jim så sin kone efter en time.,"Jim kørte væk, før hans kone kom.",1
74,Joe ville virkelig på Columbia University.,"Han arbejdede hårdt i skolen, var på fodboldholdet.",Han er på ventelisten.,"Selv om han var skuffet, gjorde han sit bedste indtil det sidste.",Joe var stadig meget stolt af sit hårde arbejde.,"Joe besluttede, at han ikke ville på college.",1
75,"Ginas veninde Tami havde en mappe, hun ikke ville have andre havde.","Gina ville have en, men vidste ikke hvor hun kunne købe en.",Nu havde Tami en ny Lisa Frank Trapper Keeper.,"Gina var jaloux, da hun også ville have en.",Gina tjekkede på ebay og fandt en hun havde råd til.,Gina klippede hele gården uden hjælp fra nogen.,1
76,Leah havde et smukt juletræ i sit hus.,En dag gik hun ud for at gå i butik.,"Da hun kom tilbage, var træet blevet væltet.",Hendes kat havde klatret op og trukket den ned!,"Leah besluttede, at hun kunne lide træet på gulvet bedre end stående.",Leah tugtede sin kat.,2
77,Peter havde brugt den samme stol i årevis.,Den var ved at blive slidt.,"Han besluttede at købe en ny, mere behagelig stol.","Da den kom, var Peter meget glad.","Peter tænkte, at den måske var mere behagelig end den gamle.",Peter lod sin hund bruge stolen.,1
78,Rex forbereder sig til en fest i aften.,Han indser at han ikke har tilberedt noget til gæsterne at spise med ost.,Rex løber ud for at hente en baguette.,"Han skærer den i tynde, jævne skiver for at gøre det let at spise.",Rex tog på en lang rejse over havet.,Alle nød osten og brødet.,2
79,Ali tager altid toget for at komme på arbejde hver dag.,"En dag var hun meget syg, men gik alligevel på arbejde.",Hun arbejdede hårdt hele dagen og tog endda arbejde med hjem.,Hun gik på toget og faldt i søvn.,Hun var en doven medarbejder.,Hun missede sit stop og måtte tage bussen hjem.,2
80,Footballholdet havde arbejdet hårdt hele sæsonen.,De havde vundet alle kampe og nået til mesterskabet.,"Der var kun sekunder tilbage på uret, og kampen var lige.",Quarterbacken gennem en lang pasning og receiveren scorede.,Publikum hylede højt på holdet.,Alle i salen rejste sig fra deres pladser og klapper vildt.,2
81,Vi bor i en højhusbygning.,"En dag var vinden stærk, delvis på grund af bygningens højde.","Vinden blæste trægrenene så meget, at min kone ikke kunne sove.",Vinden slog også internetkablet ned.,Min kone og jeg var meget ulykkelige over at miste vores internetforbindelse.,Vi elskede den stærke vind og søvnløshed.,1
82,Kate ville købe et nyt tastatur til sin computer.,Hun sparede i månedsvis for at få råd til et godt tastatur.,Kate bestilte endelig sit tastatur på nettet!,Hun ventede spændt i dagevis på at den skulle komme.,Så aflyste hun sin ordre.,Så kom hendes tastatur med posten.,2
83,Jon blev færdig med college og begyndte at søge arbejde.,Han søgte hver dag job på sit felt.,"Tre uger efter han begyndte, fik han et opkald.","Den, der ringede, spurgte, om han ville være interesseret i et interview.",Jon accepterede.,Jon afviste tilbuddet.,1
84,"Julie elskede at læse alt, hvad hun kunne få fat i.",Hun tilbragte det meste af sin tid på biblioteket.,Hendes yndlingsbibliotek blev betjent af Miss Watson.,Miss Watson så Julies kærlighed til bøger og tilbød hende et job.,Julie tog med glæde imod!,Julie slog sin ven i øjet.,1
85,Amys familie skulle til Six Flags.,Hun sad tålmodigt i bilen og ventede på at komme.,"Da de ankom, sad hun på knæ og undersøgte parken.",Hun stod i kø i en time for at køre på den største rutsjebanen.,Amy var meget spændt på at være i parken.,"Amy syntes, parken var kedelig.",1
86,Steve havde travlt med at komme til fodboldkampen.,På motorvejen kørte Steve sin bil meget hurtigt.,Motorvejspatruljen stoppede Steves bil.,Betjenten gav Steve en bøde for hastighed.,Steve var glad.,Steve var ked af det.,2
87,Min datter gik til sin første fødselsdagsfest for en ven.,Hun var så spændt på at komme til festen.,Hun talte ikke om andet i en uge.,Hun gik til festen og havde det sjovt.,Hun besluttede aldrig at gå til en fest igen.,"Da hun kom hjem, faldt hun straks i søvn, udmattet.",2
88,Bob havde brug for penge til at købe mad.,"Han var ked af, at han ikke kunne spise, fordi han ikke havde penge.",Han besluttede at skrive en bog om sit hårde liv.,Folk roste bogen straks og købte tusindvis af eksemplarer!,Indtægterne fra bogsalget gav Bob nok penge til at spise.,"Den offentlige reaktion på bogen betyder, at Bob stadig sulter.",1
89,Jeg har lige løbet mit første maraton i dag.,Det var omkring seks miles og jeg arbejdede virkelig hårdt.,Jeg har trænet i tre måneder.,Det har altid været på min liste over ting at gøre i livet.,Jeg har aldrig været lykkeligere.,Jeg er virkelig skuffet over mig selv.,1
90,Bobby foldede sin frugtpakke til en flyvemaskine.,Han fik en arm i hånden og kastede en flyvemaskine så hårdt han kunne.,Men den var alt for tung og faldt ned som en mursten.,"Bobby besluttede, at fly skulle laves af papir.",Bobby var fem år gammel.,Bobby var 35 år gammel.,1
91,Sam kiggede på stjernerne en aften.,Pludselig sad han bolt oprejst.,"Han så en blinkende, bevægende stjerne!",Han løb for at vise sin far den.,"Hans far grinede, fordi stjernen var en jet med lys.","Sams far var glad for, at hans søn var interesseret i geologi.",1
92,John og Meg havde datet i fem år.,John elskede Meg og ville gifte sig med hende.,Han besluttede at fri til hende i aften efter en film date.,"Da de gik ud af biografen, faldt han pludselig på knæ.",Han begyndte at råbe beskidte ord på Meg.,Han friede til hende.,2
93,"En smuk bunke bananer, der hang lige uden for rækkevidde.","Bobby prøvede at smide sin sko, men den sad fast.","Han prøvede at klatre op i træet, men han faldt.","Derefter slog han rasende med en hak, men den var for kort til at nå.","Bobby var ked af, at han fik bananerne.",Bobby gik ind i skuret for at hente en stige til bananerne.,2
94,Beth var ved at komme sig efter en sygdom.,Hun kunne endelig spise efter 4 dage.,"Selvom hun var bedre, var hun ikke rask.",Hun besluttede at tage fredag fri fra skolen og tage sig tid til at helbrede.,Beth havde brug for at hvile.,Beth spillede fodbold på sin fredag fri.,1
95,Rhonda har købt nye lyserøde sokker.,Hun elskede dem.,"Men da hun tog dem af, blev de blandet med andet vasketøj.",På vasketidens dag vaskede hun sine tøj uden at sortere dem.,Rhonda besluttede sig for at spise frokost og svare på e-mails.,"Desværre var de ødelagt, og Rhonda måtte købe et nyt par.",2
96,Havet var skræmmende under en storm.,Marcus hadede måden båden rejste sig og styrtede ned på.,Det gjorde ham syg i maven.,"Han skjulte sig i sin hytte og lukkede øjnene, men det hjalp ikke.","Marcus var så begejstret, at han begyndte at danse.",Marcus kastede op af søsyge.,2
97,I går besluttede Anna at tage en lur.,Hun satte sig i sin stol og lukkede øjnene.,"Lige da hun faldt i søvn, sprang hendes datters hvalp ind i hendes skød!",Hun var meget overrasket.,"Hun kramede den elskværdige hvalp, glad for at se den.",Kattekitten var meget sød.,1
98,Chuck elsker den her bar ved sit hus.,Han går der hele tiden med venner.,"Han var på vej derhen en dag og bemærkede, at den var lukket.",Den var blevet lukket.,Chuck var ked af det.,"Chuck var glad for, at stedet endelig lukkede.",1
99,Steve sad i cafeen.,"Mens han var på cafeen, læste han som regel en bog.",Men i dag glemte han sin bog.,Han havde intet andet valg end at tænke meget.,Steve færdiggjorde sit krydsord på rekordtid.,"Mens han tænkte over det, fik Steve en idé til en roman.",2
100,"John kørte til butikken, da han indså, at han havde glemt sin tegnebog.",Hans kørekort var i tegnebogen.,Politiets lys begyndte at blinke bag ham.,"Efter at have stoppet, fortalte han betjenten at han havde glemt sin tegnebog hjemme.",John overfaldt så betjenten.,Betjenten var forstående.,2
101,"Tom nød puslespil, da han voksede op.",Han var ikke bare uden for flugtværelset.,Han beroligede vejret og gjorde sig mentalt klar.,30 minutter senere forlod han flugtværelset på rekordtid.,Han var stolt af sin bedrift.,Tom var ked af at han gjorde det dårligt.,1
102,Gina kedede sig mens hun rydde sit værelse.,Men det måtte gøres.,Hun besluttede at tænde for radioen.,"Der var en sang, hun aldrig havde hørt før.",Hun nød sangen.,Gina tog tøj på og gik på arbejde.,1
103,En lille snestorm kom gennem en by.,Skolens tag bukkede under vægten.,En dørmand klatrede op for at inspicere.,Taget rystede under den nye vægt.,Taget var helt i orden.,Vagtmanden var bange.,2
104,Jeg havde fødselsdag i går.,Til min overraskelse planlagde mine venner en fest for mig.,Jeg kunne ikke tro det.,Festen var meget sjov.,Jeg hadede min fødselsdag.,Det var den bedste fødselsdagsfest nogensinde.,2
105,Min mor smed sin gamle ordbog ud.,Jeg fandt den i skraldespanden.,Jeg sad med den og lugtede den.,Det mindede mig om duften af et gammelt bibliotek.,Det var ulækkert.,"Det lugtede så godt, at jeg spiste det.",1
106,Vores forældre tog os med til Paragon Park i 1963.,Vi tog en færge fra Rowes Wharf i Boston.,"Vi kørte på karrusellen, pisken og larven.",Vi spillede skeeball.,Vi har mange gode minder fra denne barndomsrejse.,"Jeg kan ikke huske, jeg har været i Paragon Park.",1
