,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
10,كان (بوب) يخشى من أول يوم له في مطعم السمك,لقد خطط للانتظار حتى يرتدي زيّه البحريّ الراقي,بوب) ذهب للعمل لصنع برغر السمك) بعد ارتداء الزي الرسمي,لقد كان مشغولاً جداً، حتى أنه نسي أن يرتدي ملابسه,بوب أحب الزي كثيراً لدرجة أنه أظهره لأصدقائه,خرج بوب بعد العمل مرتديا بدلة البحارة,2
11,صديق جاء لزيارتنا,أخبرتها أن كلبي يعض,لم تستمع,حاولت أن ترضعه وتلعب معه,لقد عضها كلبي,لقد هرب كلبي,1
12,لطالما أراد (ليستر) أن يكون أكثر فنانية,قرر أن يحاول رسم صورة للزهرة ذات يوم,يجلس أمام زهرة السحلب الجميلة ويبدأ الرسم.,رسومات (ليستر) تظهر بشكل جيد,إنه يعلق الصورة على حائط غرفة معيشته,قرر ألا يرسم أي شيء مرة أخرى,1
13,بابلو يحب أكل الديدان,قرأ كتاباً في المدرسة عن كيفية القيام بذلك,يُقليهم في زيت الزيتون.,يحب أن يفعل هذا مرة واحدة في الشهر على الأقل,(بابلو) يستمتع بالديدان ويعتبرها شهية,بابلو لا يستمتع بأكل الديدان,1
14,كيرا دائماً أحب الثقافة اليابانية,العديد من أفلامها المفضلة كانت باللغة اليابانية.,قررت أن تسافر إلى هناك.,لسنوات كانت توفر المال لرحلتها,لقد أنفقت كل المال على الأحذية,كانت أفضل رحلة في حياتها,2
15,كان (غلين) في مزاج للمشي,لقد ارتدى سترته وخرج للخارج,بينما كان يسير على الرصيف، تعثّر وتحطّمت ركبته.,(جلين) عاد إلى الوقوف وعرج إلى منزله,جلن) ركض أفضل وقت له في الماراثون),أقسم (غلين) أنه لن يمشي مجدداً,2
16,قضى (يسوع) اليوم في تلميع الأثاث,مع اقتراب الليل، نظر إلى العمل الذي قام به,كل شيء بدا لامعاً وجديداً,دعى يسوع جميع أصدقائه إلى حفلة في تلك الليلة,قالوا أن أثاثه يبدو جميلاً,أصدقاؤه قاموا بتلميع أثاثه,1
17,كنت أسير إلى المتجر مؤخراً,عندما كنت أمرر مخرجًا، شعرت بالبرد والحديد الصلب على ذراعي.,لقد صدمت من أن سيارة صدمتني,السائق كان متأسفاً جداً بعد أن رأى أنّي صدمت,أخبرتهم أن الأمر على ما يرام ثم ذهبت بعيداً,سائق السيارة أصبح غاضباً جداً مني,1
18,شقيقة (جينا) جرحت كاحلها على زجاج مكسور,الدمّ هرب من قدمها إلى حذائها,عندما رأت الدم ركضت إلى المنزل,جينا ركضت خلفها، ولكن لم تستطع مواكبتها.,عندما وصلوا للمنزل كل منهم كان لديهم الآيس كريم.,أخت جينا ذهبت إلى الطبيب,2
19,كان هناك صبي صغير في الصف الثالث,كان ذكياً جداً لكن كان يعاني من القراءة,كلما قرأ بصوت عالٍ، ضحك عليه زملاؤه في الصف.,بدأ يتدرب على القراءة كل يوم,وافق الصبي الصغير على أنه لن يتحسن أبداً,في نهاية السنة، كان قد نجح في اختبار القراءة.,2
20,صف روزي كان يقيم حفلة صغيرة,قررت أن تصنع سلطة فاكهة للجميع,لقد أنفقت الكثير من المال على الفاكهة و الكثير من الوقت في إعدادها,في يوم الحفلة كانت تلتقط وعاء كبير من سلطة الفواكه,فصل روزي شارك في سلطة الفاكهة,روزي) كانت تحتفظ) بالسلطة الفاكهة في ثلاجتها في المنزل,1
21,كيلي كانت سعيدة بحصولها على هاتفها الجديد,لقد أخذتها معها في كل مكان,لسوء الحظ لقد حطمته,لحسن الحظ تمكنت من إصلاحه,أعطاها المتجر سعرًا مناسبًا لإصلاحه.,كيلي اشترت هاتف جديد,1
22,عندما كنت في الجامعة، قابلت رجلاً أكبر مني سناً.,كنتُ في الـ22 وهو في الـ38,كان لدينا تفاهم جيد و قضينا وقتاً ممتعاً معاً,بقينا معاً طوال الوقت الذي كنت فيه هناك,لدي ذكريات جميلة من ذلك الوقت,لدي ذكريات سلبية عن ذلك الوقت,1
23,بوب أراد أن يكون في مسرحية المدرسة.,لقد درس الدور بعناية,كان يتدرب على نصوصه كثيراً,في يوم الاختبار، لقد قام بعمل رائع,بوب) كان فخوراً جداً),كان (بوب) خجولاً جداً,1
24,تم تعيين جاكي مراقب قاعة الصف الثامن.,إنها تحسد في الصف بأكمله.,زملاؤها في المدرسة غالباً ما يُعرّضون وظيفتها للخطر,سيسرقون تصاريح (جاكي),المدير أوقف زملائها المزعجين,حصلت زملائها على جوائز لسياساتهم,1
25,والدي كان قد اشترى للتو سيارة جديدة,للاحتفال ذهبنا جميعاً في جولة بالسيارة,سيارة أخرى تجاوزت علامة التوقف واصطدمت بنا,لقد ضربت النافذة بقوة كافية لكى تكسرها,لقد تسلقت و أنا و أبي كنا بخير,كلانا سقطنا تحت السيارة,1
26,"ابنة أخي تحب فيلم ""فروزن""",إنها تريد دائماً أن ترتديه,إنها تدور حول المنزل تغني,إنها تحب الصراخ دعها تذهب,إنها تغنيه مراراً وتكراراً,إنها تحب الرياضة وتكره أميرات الأمور,1
27,كان (أليكس) ينزف في الملعب مع خسارة فريقه بنقاطين,نظر إلى لوحة النتائج ورأى أن هناك 5 ثوان فقط متبقية,عقله كان يبحث عن رجل مفتوح,المدافعون كانوا يلتصقون بزملائه كالصمغ,لقد رن الجرس وفريقه فاز بالمباراة,حاول إطلاق رصاصة ثلاثية و أخطأ,2
28,لقد دخلت إلى المكتبة وجلست,عندما نظرت حولى لاحظت طفل,كان يحدق بي لفترة,لقد أصبت بالإحباط و نهضت من مقعدي,لم أكن أهتم بما كان يفعله الفتى,سألته ما مشكلته,2
29,(إيفا) و (برانت) كانوا يحاولون إنجاب طفل,لقد حاولوا لمدة ستة أشهر دون نجاح,في موعد الطبيب، أعربوا عن خيبة أمل.,لكن بعد ذلك رأوا الطبيب يبتسم بصوت عريض,برانت) سيُلغي خطته لخطف طفل),سيكون الزوجان سعداء لمعرفة أن لديهم طفل في الطريق,2
30,لطالما كانت (كاثرين) مهتمة بلعبة الكيرلينغ,(كاثرين) تحب مشاهدة الرياضيين يلعبون الرياضة على التلفاز.,ذات يوم قررت كاثرين أن تزور جلسة تدريب الكيرلينغ,في التدريب، أحد الرياضيين دعى كاثرين للعب.,بدأت كاثرين بالتدرب كل يوم وأصبحت بارعة في ذلك,(كاثرين) إعتقدت أن التجعد يبدو مملاً,1
31,(فرانسيس) كان يتطلع دائماً لتعلم القيادة,أخيراً أصبح كبير بما يكفي للحصول على رخصة قيادة,فرانسيس يدرس بجد للحصول على رخصة,لقد اجتاز اختبار القيادة بسهولة,فرانسيس فخور حقاً بإنجازاته,قرر (فرانسيس) أنّه يفضل السفر بالنقل العام.,1
32,"أمضيت وقتاً ممتعاً بالأمس في مشاهدة ""كاسر الجوز"".",لقد أحببتها تماماً,بينما كان الراقصون يزينون المسرح كان جميلاً,شعرت بالفخر لرؤية العرض,لقد أقسمت ألا أراه مجدداً,أردت أن أراها مرة أخرى,2
33,استيقظت من أجل درسي في الثامنة والنصف صباحاً,خرجت من السرير وأخذت حماماً.,تناولت فطوري بسرعة وبدأت في السير إلى الصف.,بعد 50 دقيقة من الدرس، بدأت بالعودة إلى مسكني.,قررت العودة إلى الصف مرة أخرى.,عندما وصلت هناك، أخذت قيلولة.,2
34,غاري أراد أن يحصل على انتباه ليزا,في يوم من الأيام قرر أن يكتب لليسا قصيدة,في اليوم التالي في المدرسة، يرى غاري ليزا في الرواق.,غاري يبتسم لليسا ويمد لها القصيدة,غاري صفع ليزا بقوة، ويمشي بعيدا.,ليزا تعترف بأنها أيضاً معجبة بـ (غاري),2
35,(كارلوس) دائماً ما أراد زيارة فرنسا,قرر أن يتعلم الفرنسية قبل أن يذهب,لقد سجل في صف ليلي ويدرس بجد,أخيراً (كارلوس) يتحدث الفرنسية بشكل جيد,كارلوس حجز رحلة إلى أستراليا.,كارلوس يستفيد من لغته الفرنسية في رحلته إلى باريس,2
36,لطالما أراد (لارس) تجربة التصوير الفوتوغرافي,كان صديقه مصوراً ممتازاً لكنه لم يحاول قط,في يوم من الأيام اشترى كاميرا بسيطة، لكنها عالية الجودة.,منذ ذلك اليوم، قام (لارس) بتصوير صور الطبيعة كل يوم,(لارس) وقع في حب التصوير الفوتوغرافي,لارس كره التصوير الفوتوغرافي,1
37,اشتريت تلفازاً من متجر إلكترونيات.,إنه شاشة مسطحة كبيرة مع صورة عالية الجودة,الموظف أقنعني بشراء ضمانة له فقط في حالة.,بعد أسبوع سقط التلفاز من على جدار منزلي وتحطم,لقد تمكنت من إصلاحه مع الضمان,الموظف عثر عليه ميتاً لاحقاً,1
38,كان (رايان) في حديقة,ورأى فتاة صغيرة تحمل بالون,بينما كان يغادر الحديقة، رأى نفس البالون عالق في شجرة.,تسلق الشجرة لإستعادة البالون,ثم فجر (رايان) البالون عن قصد,ثم وجد (رايان) الفتاة وأعطاها البالون الذي فقدته,2
39,مدير عمل (جين) قال لها أنها بحاجة إلى تحميل سيرتها الذاتية,أدركت أن سيرتها الذاتية لم تكن مصممة بشكل صحيح,لقد نقلت كل المحتوى إلى القالب المناسب,إضافة معلومات عن وظيفتها الأخيرة، قامت بتحديث السيرة الذاتية.,ثم أرسلتها إلى مديرها,جين) كرهت غسل الصحون),1
40,نيل كان يزور مدينة فاس,تذوق طعامهم العرقي,ثم ذهب للتسوق للحصول على الهدايا التذكارية.,كما أشار إلى أن فيز كان لديها فنانين شوارع رائعين أيضاً.,نيل) قضى وقتاً رائعاً),نيل وفيز أصبحوا أفضل الأصدقاء.,1
41,كنت بحاجة إلى أخذ كلبي للتنزه,محلي يتطلب رباطاً,بحثت في منزلي عن الحبل,لم أستطع إيجاده,قررت أن آخذ كلبي إلى الفناء الخلفي,لقد سمحت للكلب بالدخول إلى المنزل,1
42,كان يومًا مشرقًا دافئًا.,لذا فكر (جو) أنه سيكون من اللطيف أن نتمشى,قرر أن يمشي إلى مقهى محلي,لكن في منتصف الطريق بدأ بالتعب,لذا ركض إلى المقهى,جو) يندم على الخروج),2
43,جين كانت تنتظر طرد طوال اليوم,أخيراً رأت رجل الشحن يتوجه إلى الباب,لقد سلم الطرد و هي أحضرته للداخل,فتحت العبوة بسكين,في الصندوق كان هناك طفل حديث الولادة,وجدت (جين) معطفها الجديد داخل العبوة,2
44,فرانك لم يرغب في القيام بواجباته المنزلية,أراد أن يلعب ألعاب الفيديو بدلاً من ذلك,والدا فرانك قالوا له أن يقوم بواجباته أولاً,فرانك) أطلق نوبة غضب) و تعاقب,(فرانك) فقد ألعابه الفيديو لمدة أسبوع,فرانك حصل على لعبة جديدة,1
45,تيمي كان يتنافس في مسابقة 3 نقاط في مدرسته,الفائز سيكون لديه فرصة للفوز بمنحة دراسية 1000 دولار,تيمي) تدرب على إطلاق النار على ثلاث نقاط) طوال عطلة نهاية الأسبوع,لقد كان مستعداً عندما وصل يوم المنافسة,تيمي فاز بالمنافسة,تيمي ذهب إلى ساحة القيادة يوم المنافسة,1
46,حضر دريك حفلة يوم الجمعة,اكتشف أن محفظته قد سُرقت من معطفه.,دريك) اتصل بالشرطة على الفور) لكن المحفظة لم يتم العثور عليها,واجه (دريك) مضيف الحفلة حول هذه المسألة,و المضيف قال له أنه لا يعرف أيضاً,أخبر (دريك) المضيف أنه يريد حضور حفلاته مجدداً,1
47,اكتشف بوب أن شاحنته كانت بها إطار منفجر,لم يسبق له أن غير إطارًا من قبل,لقد أخرج المفتاح و الحديد,لم يستطع إزالة المسامير,اتصل بوب بشخص ما لإصلاح إطارته المسدودة.,قاد بوب شاحنته إلى السوق.,1
48,لقد تعب جاك من كتابة رسائل البريد الإلكتروني على جهاز الكمبيوتر اللوحي الخاص به,قرر أن عليه أن يستثمر في جهاز كمبيوتر محمول,يبحث في أجهزة كمبيوتر محمولة مختلفة حتى يجد الكمبيوتر المثالي,أخيراً يشتريها,الآن جاك يستمتع بالرد على الرسائل الإلكترونية,جاك يستخدم الآن خدمة البريد بدلا من البريد الإلكتروني.,1
49,شعر (جيك) كان يزداد طولاً قليلاً,كان لديه مقابلة عمل قادمة,طلب من والدته أن تقص شعره.,أمّه أعطته قصّة شعر جميلة تبدو محترفة,جيك غسل يديه.,حصلت (جايك) على الوظيفة,2
50,(شون) جاء اليوم,سام، شون، وأنا لعبنا الألعاب.,بدأوا يُغضبون عليّ بشأن مدى سوءي,قالوا أنني لا أستطيع اللعب حتى أتحسن,لقد كنت مجروحة حقاً,لقد كنت مسرورة حقاً,1
51,سارة أرادت أن ترسل بطاقة,ذهبت إلى مكتب البريد.,لقد دفعت ثمن الطوابع,لقد وضعت الرسالة في مظروف,سارة) أرسلت رسالتها بنفسها),رسالة سارة كانت في طريقها إلى وجهتها,2
52,تشاك) كان متعب من العمل),لقد أغلق عمله لفترة,فتح المنتدى ليتحدث مع زملائه في العمل,بعد تلك الضربات السيئة لـ (زولتار) كان بحاجة إلى هذه الفاصلة,قرر تشاك أن يترك عمله,ثم شعر أنه مضطر للعودة إلى العمل,2
53,كان بوب يستخدم أكياس البلاستيك للتسوق,ثم أخبر صديقه أن البلاستيك سيء للبيئة,قرر بوب التخلي عن أكياس البلاستيك,بوب استثمر في بعض أكياس البقالة القابلة لإعادة الاستخدام,بوب استخدم أكياس البقالة التي يمكن إعادة استخدامها للذهاب للتسوق,واصل (بوب) استخدام أكياس البلاستيك للتسوق,1
54,جو) كان بحاجة إلى صورة لنفسه من أجل مشروع),اتصل ببعض الفنانين المحليين وسأل عن أسعارهم,أحد الفنانين كان لديه أسعار معقولة,(جو) حدد موعدًا مع ذلك الفنان ليقوم بالرسم,جو كان راضيا جدا عن النتائج,رسم الفنان قطة جو.,1
55,كانت (آن) تحاول الإقلاع عن التدخين,لقد حاولت عدة مرات ولكنها فشلت دائماً,ثمّ تطبّقت على رقعة النيكوتين لمساعدتها.,وساعدتها على ذلك,ضاعفت (آن) كمية السجائر التي تدخنها كل يوم.,ان استطاعت ان تتوقف عن التدخين بنجاح,2
56,لقد أرسلت (جين) إلى عمتها في الصيف,كانت تكره فكرة أن تكون بعيدة عن مكتبتها المحلية طوال الصيف,أخذت معها بعض الكتب لكنها كانت تدرسها بسرعة,عندما وصلت أخذتها عمتها إلى غرفة خاصة في منزلها,جين رأت كتبها تحترق في المدفأة,الغرفة كانت مليئة بأرفف الكتب التي كانت تُثير إعجاب الفتيات.,2
57,أمس كان تنظيف أسنان روب.,هو عادة يخاف من أطباء الأسنان,لكن هناك ممرضة جديدة جميلة في المكتب,لذا كان متحمساً للذهاب,روب) شعر بالتحسن بعد فحص القولون),كان (روب) محبطاً عندما لم تكن الممرضة الجميلة موجودة في ذلك اليوم,2
58,جو أحب أن يأكل التراب,كان يصنع فطائر الطين في كل فرصة تسنح له,كان يأكل فطيرة عندما شعر بشيء صلب جداً في فمه,لقد عض (جو) صخرة و فجر اسنانه,جو أراد مضغ المزيد من الصخور,قرر (جو) ألا يأكل التراب مجدداً,2
59,روب لم يسبق له أن ركب قطار الدوّار,أعضاء روب عرضوا عليه تذكرة مجانية لـ 6 أعلام,قرر (روب) أن ينضم إلينا,ذهبوا جميعاً وانتظروا في صف طويل,روب) كان لديه أصدقاء كريمون),أصدقاء روب كانوا غير مدروسين,1
60,(كارلي) كانت تنتظر أن يتصل بها (سام),لقد وعدني يوم الجمعة,كان الآن في وقت متأخر من يوم السبت ولم تكن قد سمعت أي شيء.,أخيراً قررت أن تتصل به,سام أجاب على الهاتف,(كارلي) طلبت الطعام عبر الهاتف,1
61,(إيمي) عادت من المدرسة في عيد ميلادها إلى منزل فارغ,كانت مستاءة لأن الجميع نسي يومها الخاص,لقد دخلت بحزن إلى غرفة المعيشة,فجأة، أصدقاؤها وعائلتها قفزوا من أماكن الاختباء.,ابتسمت (إيمي) من البهجة,خرجت (إيمي) من الغرفة وغادرت المنزل,1
62,حاول (بان) ضربي بدون سبب واضح,لقد كنت غاضباً، و ببساطة دافعت عن لكمتها,واصلت رمي قبضتها عليّ.,في محاولة لوقفها، رميتها على الأرض.,توقف (بان) أخيراً,أعطيت (بان) عناقاً كبيراً,1
63,بيكي لديها إبنة عم تسمى آشلي,بيكي و آشلي كانوا أصدقاء عندما كانوا أطفال,(آشلي) بدأت تصبح غبية عندما كبرت,ذهبت للسجن لسرقة سدادات من متجر دولار واحد,(بيكي) فقدت الاتصال بها,بيكي فخورة بأشلي,1
64,كان الطفل الذي أنجبته بام وتوم ينام بخفة,جارهم الغير مُتعمد غالباً ما يترك كلبه بالخارج ينبح طوال اليوم,في كل مرة تضع فيها بام طفلها في النوم، يبدأ الكلب بالنباح.,تخيلت (بام) بإطلاق العنان للكلب حتى يهرب,ذات ليلة، سمحت (بام) لقططها بالدخول إلى منزلها.,في إحدى الليالي قررت (بام) أن تطلق الكلاب,2
65,(ماي) قبلت في الكلية في (فريدونيا),لقد أخذت الحافلة إلى مدرستها الجديدة.,لقد استكشفت الحرم الجامعي,لقد أحببت كل ما رأته,لقد تركت المدرسة,حتى أنها كانت تحب كل أساتذتها,2
66,(ماري) احتاجت إلى سحب أسنان.,أرادت أن يُخدّمها طبيب الأسنان,كل ما كان يستطيع فعله هو تخدير المنطقة بالنيوفوكائين,نظرت ماري إليه في الرعب.,بعد أن رأى وجهها، كان طبيب الأسنان قادرا على مساعدة ماري.,غادرت ماري طبيب الأسنان في مزاج رائع.,1
67,فورد كان فخوراً بمعدله العالي,كان يعمل كل مساء على المهام لتحسينها,أصدقاء فورد حذروه من أنه يفوت المتعة,في وقت لاحق من الحياة، أصبح فورد محاميا ناجحا.,كان فورد حزيناً لأنه حقق الكثير,فورد كان فخوراً بإنجازاته,2
68,زوجتي تقول أنني أفتقر للشغف,بأنني لا أملك الكثير من الهوايات أو الاهتمامات,حاولت أن أجادل ولكن لم أستطع,أدركت أنها كانت محقة,قررت أن أتغير,أنا غير متزوجة,1
69,نينا) أرادت زيّ (هالويين) لطيفاً),لكنها لم تكن تستطيع شراء أي شيء فاخر,بحثت في منزلها عن أفكار,ثم وجدت زي رائع مجاناً,نينا اشترت لعبة,نينا كانت متحمسة,2
70,كانت (فيرونيكا) تحب التنزه في الغابة.,ذات يوم كانت تسير في طريقها ووجدت بيت شجرة,تسلقت السلم وذهلت بكل الأشياء في المنزل,كان مفروش تماما مع الأثاث والبطانيات.,لم تعجب (فيرونيكا) بيت الشجرة كثيراً,قررت فيرونيكا زيارة بيت الشجرة بشكل متكرر.,2
71,كان يوم ربيعي جميل في أوائل مارس.,قررت (ترايسي) أن تمشي في الغابة خلف منزلها,سمعت صوت طائر النجار وبدأت تبحث عنه في الأشجار,لقد تعثرت على جذور و سقطت على الطريق,تراسي) هربت إلى المنزل),تراسي) تجاهلت سقوطها),2
72,بوب كان عطشان جداً وأراد صودا,لسوء الحظ، لم يكن لديه أي مال.,دخل بوب إلى محطة وقود وسأل إذا كان بإمكانه شرب الصودا,سأله الصراف إن كان لديه أي مال.,قال لا و غادر محطة الوقود,قرر الذهاب للجري,1
73,(جيم) كان ينتظر في المطار,زوجته ستكون هناك في غضون ساعة,كان يشعر بالملل,ثم قرر أن يتابع كتابه,(جيم) رأى زوجته بعد ساعة,(جيم) قد رحل قبل أن تظهر زوجته,1
74,جو) أراد حقًا أن يلتحق بجامعة (كولومبيا),لقد عمل بجد في المدرسة، كان في فريق كرة القدم.,لقد وضع على قائمة الانتظار,على الرغم من خيبة أمله، فقد بذل قصارى جهده حتى النهاية.,كان جو لا يزال فخورا جدا بعمله الشاق,قرر (جو) أنه لا يريد الذهاب إلى الجامعة,1
75,صديقة (جينا) (تامي) لديها ملف لم تكن تريد لأي أحد آخر أن يمتلكه,جينا أرادت واحدة ولكن لم تكن تعرف من أين تشتري واحدة,الآن تامي لديها ليزا فرانك جديدة حارس الصيد,جينا كانت غيورة لأنها أرادت واحدة أيضاً,جينا) بحثت في موقع (إيباي) ووجدت واحدة) يمكنها شراءها,جينا قامت بقطع الحديقة بأكملها ولم تساعدها أحد,1
76,كان لدى (ليا) شجرة عيد الميلاد الجميلة في منزلها,ذات يوم، غادرت للذهاب إلى المتجر.,عندما عادت، تم إسقاط الشجرة.,قطتها تسلقته وسحبته للأسفل,قررت ليا أنها تحب الشجرة على الأرض أفضل من الوقوف.,ليا) عاقبت قطتها),2
77,لقد استخدم (بيتر) نفس الكرسي لسنوات,لقد كان يزداد إرهاقاً,قرر شراء كرسي جديد أكثر راحة.,عندما وصلت بيتر كان سعيدا جدا,(بيتر) ظن أنه ربما يكون أكثر راحة من القديم,بيتر) ترك كلبه يستخدم الكرسي),1
78,ريكس يستعد لحفلة الليلة,يدرك أنه لم يعد أي شيء للضيوف لتناول الطعام مع الجبن.,ريكس) يخرج ليحضر),يقطعه إلى شرائح رقيقة حتى يسهل تناوله,ريكس) ذهب في رحلة طويلة عبر المحيط),الجميع استمتع بالجبن والخبز,2
79,دائماً ما يأخذ علي القطار للذهاب إلى العمل كل يوم.,ذات يوم كانت مريضة جداً لكنها ذهبت للعمل,لقد عملت بجد طوال اليوم و حتى أخذت العمل إلى المنزل,ركبت القطار ونامت,كانت موظفة كسولة,لقد فاتتها محطتها و اضطرت لالتقاط الحافلة للمنزل,2
80,فريق كرة القدم عمل بجد طوال الموسم,لقد فازوا بكل مباراة وصعدوا إلى البطولة,لم يتبقى سوى ثواني على الساعة وكانت المباراة متعادلة,الظهير الربعي مرر طويل و المُستقبل سجل,لقد صرخ الحشد على الفريق بصوت عال,وقف الحشد كله في مقاعدهم و صفقوا بحماس,2
81,نحن نعيش في مبنى مرتفع,في يوم ما كانت الرياح قوية، وذلك جزئياً بسبب ارتفاع المبنى.,الرياح هبت فروع الأشجار كثيراً لدرجة أن زوجتي لم تستطع النوم,الرياح أسقطت أيضاً كابل الإنترنت,أنا وزوجتي كنا حزينين جداً لخسارة اتصال الإنترنت,لقد أحببنا الرياح القوية وقلة النوم,1
82,أرادت (كيت) شراء لوحة مفاتيح جديدة لجهاز الكمبيوتر الخاص بها.,لقد وفرت لشهور لشراء لوحة مفاتيح جيدة,أخيراً ذهبت (كايت) إلى الإنترنت وطلبت لوحة المفاتيح خاصتها,انتظرت بفارغ الصبر لأيام للوصول.,ثم ألغت طلبها,ثم وصلت لوحة مفاتيحها بالبريد,2
83,تخرج جون من الكلية وبدأ بحثه عن عمل,كان يتقدم للوظائف في مجاله كل يوم,بعد ثلاثة أسابيع من بدءه، تلقّى مكالمة.,الشخص الذي اتصل سأله إن كان مهتمًا بمقابلة.,جون وافق,(جون) رفض العرض,1
84,(جولي) أحبّت قراءة أيّ شيءٍ يصل إليها.,معظم وقتها كان يقضيه في المكتبة,مكتبتها المفضلة كانت موظفة من قبل الآنسة واتسون.,الآنسة (واتسون) رأت حب (جولي) للكتب وعرضت عليها وظيفة,جولي قبلت بكل سرور,ضربت جولي صديقتها في العين,1
85,عائلة (إيمي) كانت ذاهبة إلى (سيكس فليجز),جلست بصبر في السيارة تنتظر وصولها,عندما وصلت جلست على ركبتيها تراقب الحديقة,انتظرت في الصف لساعة لتجتاز أكبر قطار أفعى,(إيمي) كانت متحمسة جداً لكونها في الحديقة,إيمي) إعتقدت أن الحديقة مملة),1
86,(ستيف) كان في عجلة من أمره للوصول إلى مباراة كرة القدم,على الطريق السريع، (ستيف) قاد سيارته بسرعة كبيرة.,دورية الطريق السريع أوقفت سيارة ستيف,كتب الضابط لسيف غرامة بسبب تجاوز السرعة,(ستيف) كان سعيداً,(ستيف) كان منزعجاً,2
87,ذهبت ابنتي إلى حفلة عيد ميلادها الأول لصديقة,كانت متحمسة جداً لتقودنا إلى الحفلة,لم تتحدث عن أي شيء آخر لمدة أسبوع,ذهبت إلى الحفلة و قضت وقتاً ممتعاً,قررت ألا تذهب إلى حفلة ثانيةً,عندما عادت إلى المنزل، سقطت في النوم على الفور، متعبة.,2
88,بوب احتاج المال لشراء الطعام,كان حزيناً لأنه لم يستطع أن يأكل لأنه لم يكن لديه مال,قرر أن يكتب كتاباً عن حياته الصعبة,أشاد الناس بالكتب على الفور واشتروا الآلاف من النسخ!,الأرباح من مبيعات الكتب أعطت بوب ما يكفي من المال لتناول الطعام.,ردة فعل الجمهور على الكتاب تعني أن (بوب) لا يزال جائعاً,1
