,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
27,"Si Alex ay nag-drip sa korte, na may dalawang puntos ang kaniyang koponan.","Tumingin siya sa scoreboard, at nakita na 5 segundo pa lamang ang natitira.",Nag-iingat ang kaniyang isip habang sinisikap niyang makahanap ng isang taong bukas.,Ang mga tagapagtanggol ay nakatali sa kaniyang mga kasamahan sa koponan na parang pandikit.,Nagpatunog ang buzzer at nanalo ang kaniyang koponan sa laro.,Nagpasiya siyang mag-three-pointer at hindi siya nakaabot.,2
28,Pumasok ako sa aklatan at umupo.,"Nang tumingin ako sa paligid, napansin ko ang isang bata.",Tumitingin siya sa akin nang matagal.,Ako'y naging nasiraan at tumayo mula sa upuan.,Hindi ko pinapahalagahan ang ginagawa ng bata.,Tinanong ko siya kung ano ang problema niya.,2
29,Sinisikap ni Iva at ni Brant na magkaroon ng anak.,Sinusubukan nila ito sa loob ng anim na buwan nang walang tagumpay.,"Nang magkita sila sa doktor, sila'y naghinagpis.",Ngunit nakita nila ang doktor na nakangiti.,Kanselahin ni Brant ang kanyang mga plano na mag-kidnap ng isang bata.,Maligaya ang mag-asawa na malaman na sila'y may sanggol na papalapit.,2
30,Si Catherine ay laging nasasabik sa isport na Curling.,Gustung-gusto ni Catherine na panoorin sa telebisyon ang mga atleta na naglalaro ng isport.,"Isang araw, nagpasya si Catherine na dumalo sa isang sesyon ng pagsasanay sa Curling.","Sa pagsasanay, inanyayahan ng isa sa mga atleta si Catherine na maglaro.",Pagkatapos ay sinimulan ni Catherine ang pagsasanay araw-araw at naging mahusay sa pagsasanay.,Sa palagay ni Catherine ay parang nakakainis ang curling.,1
31,Si Francis ay laging nagnanais na matuto nang magmaneho.,Sa wakas ay sapat na siyang gulang na para sa isang lisensya sa pagmamaneho.,Si Francis ay nag-aaral nang husto upang makakuha ng lisensya.,Madali niyang naipasa ang eksaminasyon sa pagmamaneho.,Si Francis ay talagang ipinagmamalaki ang kaniyang nagawa.,Nagpasya si Francis na mas gusto niyang sumakay sa pampublikong transportasyon.,1
32,Kahapon ay napakasaya ko sa panonood ng The Nutcracker.,Lubos kong nagustuhan ito.,Habang ang mga mananayaw ay nag-aayos sa entablado ay maganda.,Ako'y nadama na ako'y pinarangalan na makita ang palabas.,Sumumpa ako na hindi ko na ito makikita muli.,Gusto kong makita ito muli.,2
33,Nagising ako para sa aking klase ng 8:30 ng umaga.,Ako'y nakatulog na bumangon at nag-shower.,Agad kong kumain ng almusal at naglakad papunta sa klase.,"Pagkatapos ng 50 minuto ng klase, nagsimulang bumalik ako sa aking dorm.",Nagpasya akong bumalik sa klase.,"Nang makarating ako roon, nag-nap ako.",2
34,Gusto ni Gary na makuha ang pansin ni Lisa.,Isang araw ay nagpasya siyang magsulat ng tula kay Lisa.,"Kinabukasan sa paaralan, nakita ni Gary si Lisa sa pasilyo.",Napangiti si Gary kay Lisa at ibinigay sa kanya ang tula.,"Si Gary ay nagsipalpak kay Lisa nang malakas, at umalis.",Inamin ni Lisa na siya rin ay mahilig kay Gary.,2
35,Lagi nang gustong bisitahin ni Carlos ang Pransiya.,Nagpasya siyang matutong magsalita ng Pranses bago siya umalis.,Nag-enroll siya sa isang klase sa gabi at nag-aaral nang husto.,Sa wakas ay makapagsalita na rin ng Pranses si Carlos.,Nag-book si Carlos ng flight papuntang Australia.,Ginagawa ni Carlos ang pinakamagaling sa kaniyang wikang Pranses sa kaniyang paglalakbay sa Paris.,2
36,Si Lars ay laging nagnanais na subukan ang pag-uusad ng larawan.,"Ang kaniyang kaibigan ay isang mahusay na litratista, ngunit hindi pa niya ito sinubukan.","Isang araw ay bumili siya ng isang simpleng, subalit mataas na kalidad na kamera.","Mula nang araw na iyon, araw-araw na nag-shoot si Lars ng mga larawan ng kalikasan.",Nagmahal si Lars sa pag-iipon.,Kinapootan ni Lars ang pag-iipon.,1
37,Bumili ako ng telebisyon sa isang tindahan ng electronics.,Ito ay isang malaking flatcreen na may kalidad na larawan na may mataas na kahulugan.,Pinasigla ako ng empleyado na bumili ng warranty para dito para lang sa mga kaso.,Pagkaraan ng isang linggo ang telebisyon ay bumagsak sa aking dingding at nasira.,Nakapag-ayos ako nito sa warranty.,Nang maglaon ay natagpuan na patay ang empleyado.,1
38,Si Ryan ay nasa isang parke.,At nakita niya ang isang batang babae na may balon.,"Nang siya'y umaalis sa parke, nakita niya ang parehong balon na nakulong sa isang punungkahoy.",Sumakay siya sa puno upang kunin ang balon.,Pagkatapos ay sinaksak ni Ryan ang balon nang sadyang-sadyang.,Pagkatapos ay natagpuan ni Ryan ang batang babae at ibinigay sa kaniya ang balon na nawala niya.,2
39,Sinabi ng manager ni Jen na kailangan niyang i-upload ang kanyang resume.,Napagtanto niya na hindi maayos ang format ng kaniyang resume.,Inilipat niya ang lahat ng nilalaman sa tamang template.,"Idinagdag niya ang impormasyon tungkol sa kaniyang pinakabagong trabaho, at pinabago niya ang resume.",Pagkatapos ay ipinadala niya ito sa kaniyang manager.,Ayaw ni Jen na maghugas ng pinggan.,1
40,Si Neil ay nagbibisitang-libot sa lunsod ng Fez.,Nakapagpasya siya sa kanilang etniko na pagkain.,Pagkatapos ay nag-shopping siya ng mga souvenir.,Sinabi rin niya na may magagandang artista sa lansangan ang Fez.,Nagkaroon si Neil ng magandang panahon.,Naging matalik na magkaibigan sina Neil at Fez.,1
41,Kailangan kong dalhin ang aking aso sa paglalakad.,Ang aking kapitbahayan ay nangangailangan ng leash.,Naghanap ako sa bahay para sa leash.,Hindi ko ito mahanap.,Nagpasya akong dalhin ang aking aso sa bakuran.,Pinapasok ko ang aking aso sa loob ng bahay.,1
42,"Isang maliwanag, mainit na araw iyon.",Kaya naisip ni Joe na mainam kung maglakad-lakad tayo.,Nagdesisyon siyang maglakad patungo sa kaniyang lokal na coffee shop.,"Subalit sa kalagitnaan ng paglalakbay, siya'y nagsimulang pagod.",Kaya tumakbo siya sa coffee shop.,Nagsisisi si Joe sa paglabas niya.,2
43,Buong araw na naghihintay si Jen para sa isang pakete.,Sa wakas ay nakita niya ang lalaki sa UPS na lumalakad patungo sa pintuan.,Inihatid niya ang pakete at dinala niya ito sa loob.,Binuksan niya ang pakete gamit ang kutsilyo.,Sa kahon ay isang bagong panganak na sanggol.,Natagpuan ni Jen ang kaniyang bagong balahibo sa loob ng pakete.,2
44,Ayaw ni Frank na gawin ang kaniyang araling-bahay.,Gusto niyang maglaro ng video games.,Sinabi ng mga magulang ni Frank na gawin muna niya ang kaniyang araling-bahay.,Nag- tantrum si Frank at pinarusahan.,Si Frank ay nawalan ng mga video game sa loob ng isang linggo.,Si Frank ay may bagong laro.,1
45,Si Timmy ay nakikipagkumpitensya sa 3 puntos na kumpetisyon sa kaniyang paaralan.,"Ang mananalo ay magkakaroon ng pagkakataon na manalo ng isang $1,000 na iskolar sa kolehiyo.",Nagsanay si Timmy sa pagbaril ng 3 pointers sa buong weekend.,Handa na siya nang dumating ang araw ng paligsahan.,Nanalo si Timmy sa paligsahan.,Si Timmy ay nagpunta sa driving range noong araw ng kompetisyon.,1
46,Nagpunta si Drake sa isang party noong Biyernes.,Natuklasan niya na ang wallet niya ay ninakaw sa kanyang balahibo.,"Agad na tinawag ni Drake ang pulisya, subalit hindi natagpuan ang pitaka.",Inharap ni Drake ang host ng party tungkol sa isyu.,At sinabi sa kaniya ng host na hindi rin niya alam.,Sinabi ni Drake sa host na gusto niyang dumalo muli sa kaniyang mga party.,1
47,Nalaman ni Bob na may patong ang gulong ng kaniyang trak.,Hindi pa niya kailanman binago ang gulong.,Kinuha niya ang jack at iron ng gulong.,Hindi niya maalis ang mga bolt.,Tinawagan ni Bob ang isang tao na mag-ayos ng kanyang pinutol na gulong.,Nagmaneho si Bob ng kaniyang trak papunta sa palengke.,1
48,Napagod na si Jack sa pagsulat ng mga e-mail sa kaniyang tablet computer.,Nagpasya siyang kailangan niyang mag-invest sa isang laptop.,Nag-aaral siya sa iba't ibang laptop hanggang sa mahanap niya ang perpektong isa.,Sa wakas ay binibili niya ito.,Ngayon ay talagang nasisiyahan si Jack sa pagtugon sa mga e-mail.,Gumagamit na ngayon si Jack ng serbisyo sa koreo sa halip na email.,1
49,Ang buhok ni Jake ay naging medyo mahaba.,Siya ay may isang panayam sa trabaho na papalapit.,Hiniling niya sa kanyang ina na palitan ang kanyang buhok.,Ang kaniyang ina ay nag-ayos ng buhok sa kaniya na parang propesyonal.,Nakipaghugas na si Jake ng kamay.,Si Jake ang nakakuha ng trabaho.,2
50,Dumating si Sean ngayon.,"Naglaro kami ni Sam, Sean, at ako.",Nagsimula silang magalit sa akin dahil sa aking kasamaan.,Sinabi nila na hindi na ako puwedeng maglaro hanggang sa gumaling ako.,Ako'y nasaktan.,Ako ay talagang nalulugod.,1
51,Nais ni Sarah na magpadala ng isang kard.,Pumunta siya sa post office.,Nagbayad siya para sa mga selyo.,Inilagay niya ang sulat sa isang sobre.,Si Sarah mismo ang naghatid ng kaniyang liham.,Ang liham ni Sarah ay malapit nang makarating sa kinaroroonan nito.,2
52,Napagod si Chuck sa trabaho.,Nagtagal siyang nagtratrabaho.,Binuksan niya ang forum upang makipag-usap sa mga katrabaho.,Pagkatapos ng mga masasamang pag-atake ni Zoltar kailangan niya ng pahinga.,Nagpasya si Chuck na umalis sa trabaho.,Pagkatapos ay nadama niyang kailangang bumalik sa trabaho.,2
53,Ginagamit ni Bob ang mga plastic grocery bag upang mag-shopping.,"Pagkatapos, sinabi sa kaniya ng kaniyang kaibigan na ang plastik ay masama sa kapaligiran.",Nagpasya si Bob na iwanan ang kaniyang mga plastic bag.,Nag-invest si Bob sa mga bag na magagamit muli.,Ginagamit ni Bob ang kaniyang mga bag na magagamit nang muli upang mag-shopping.,Patuloy na ginagamit ni Bob ang kaniyang mga plastic grocery bag upang mag-shopping.,1
54,Kailangan ni Joe na kumuha ng larawan ng kaniyang sarili para sa isang proyekto.,Tinawagan niya ang ilang lokal na artista at tinanong ang kanilang mga presyo.,Ang isa sa mga artista ay may makatuwirang presyo.,Nag-appoint si Joe sa artistang iyon para sa larawan.,Tuwang-tuwa si Joe sa mga resulta.,Nagpinta ang artist ng pusa ni Joe.,1
55,Sinisikap ni Ann na huminto sa paninigarilyo.,Ilang beses na niyang sinubukan ito ngunit laging nabigo.,Pagkatapos ay nag-aplay siya ng nikotin patch upang matulungan siya.,At tinulungan siya nito!,Pinagdoble ni Ann ang dami ng sigarilyo na kaniyang iniiinit araw-araw.,Si Ann ay matagumpay na huminto sa paninigarilyo.,2
56,Si Jen ay ipinadala sa kanyang tiyahin sa tag-init.,Kinapootan niya ang pag-iisip na maging malayo sa kaniyang lokal na aklatan sa buong tag-init.,Kinuha niya ang ilang aklat ngunit mabilis niyang binabasa ang mga ito.,"Nang dumating siya sa bahay, dinala siya ng kaniyang tiyahin sa isang espesyal na silid sa kaniyang bahay.",Nakita ni Jen ang kaniyang mga aklat na nasusunog sa apoy.,Ang silid ay punô ng mga estante ng mga aklat na kaakit-akit sa mga batang babae.,2
57,Kahapon ay ang paglilinis ng ngipin ni Rob.,Karaniwan nang natatakot siya sa mga dentista.,Ngunit may isang cute bagong nars sa opisina.,Kaya siya'y nasasabik na pumunta.,Naramdaman ni Rob ang kagalingan pagkatapos ng colonoscopy.,Na-disappoint si Rob nang hindi dumating ang cute na nars sa araw na iyon.,2
58,Mahilig kumain ng lupa si Joe.,Gumagawa siya ng mga mud pie sa tuwing may pagkakataon.,Kumain siya ng pie nang maramdaman niya ang isang bagay na napakahirap sa kaniyang bibig.,Si Joe ay nagsubo sa isang bato at nabalian ang kaniyang ngipin.,Gusto ni Joe na kumagat ng higit pang mga bato.,Nagpasya si Joe na huwag nang kumain ng lupa muli.,2
59,Si Rob ay hindi kailanman nasa isang rollercoaster.,Nag-alok sa kaniya ang mga kaibigan ni Rob ng libreng tiket sa anim na bandera.,Nagpasya si Rob na siya'y makakasama din.,Lahat sila ay nagpunta at naghintay sa mahabang linya.,Si Rob ay may mapagbigay na mga kaibigan.,Ang mga kaibigan ni Rob ay walang-isip.,1
60,Naghihintay si Carly na tawagan siya ni Sam.,Nangako siya na sa Biyernes.,Ito ay ngayon huli Sabado at siya ay hindi marinig ang anumang bagay.,Sa wakas ay nagpasya siyang tawagan siya.,Sinagot ni Sam ang telepono.,Nag-order si Carly ng takeout sa telepono.,1
61,Si Amy ay umuwi mula sa paaralan sa kaniyang kaarawan sa isang walang tao na bahay.,Nalulungkot siya dahil nakalimutan ng lahat ang kaniyang espesyal na araw.,Nalulungkot siyang pumasok sa sala.,Biglang lumabas ang kaniyang mga kaibigan at pamilya sa kanilang mga pagtatagoan.,Natuwa si Amy.,Lumabas si Amy sa silid at umalis sa bahay.,1
62,Sinubukan ni Pan na patulan ako nang walang malinaw na dahilan.,"Dahil galit ako, sinang-ayunan ko lang ang kaniyang panalo.",Patuloy siyang tumama sa akin.,"Sa pagsisikap na pigilan siya, inihagis ko siya sa lupa.",Sa wakas ay tumigil si Pan.,Bigyang-halong yakap ko si Pan.,1
63,Si Becky ay may pinsan na nagngangalang Ashley.,Si Becky at Ashley ay naging magkaibigan noong sila ay bata pa.,Nagsimula nang maging mangmang si Ashley nang lumaki siya.,Siya ay nabilanggo dahil sa pagnanakaw ng mga tampon mula sa isang dollar store.,Nawala ang pakikipag-ugnayan ni Becky sa kanya.,Ipinagmamalaki ni Becky si Ashley.,1
64,Ang sanggol nina Pam at Tom ay madaling natutulog.,Ang kanilang walang-isip na kapitbahay ay madalas na iniiwan ang kaniyang aso sa labas na nag-aahing buong araw.,"Tuwing pinatulog ni Pam ang kaniyang sanggol, nagsisimulang mag-aaway ang aso.",Nag-isip-isip si Pam na palayain ang aso upang tumakas ito.,"Isang gabi, pinapasok ni Pam ang kaniyang mga pusa sa kaniyang bahay.","Isang gabi, nagpasya si Pam na palayain ang mga aso.",2
65,Si May ay tinanggap sa kolehiyo sa Fredonia.,Sumakay siya ng bus papunta sa kaniyang bagong paaralan.,Sinuri niya ang kampus.,Nagustuhan niya ang lahat ng nakita niya.,Binigyan na niya ng trabaho ang paaralan.,Nagustuhan pa nga niya ang lahat ng kaniyang mga propesor.,2
66,Kailangan ni Mary na mag-extract ng ngipin.,Gusto niyang matulog siya ng dentista.,Ang magagawa lamang niya ay palampasin ang lugar na iyon ng Novocaine.,Mary tumingin sa kanya sa takot.,"Pagkatapos makita ang ekspresyon ng mukha ni Mary, natulungan siya ng dentista.",Si Mary ay umalis sa dentista na may magandang mood.,1
67,Ipinagmamalaki ni Ford ang kaniyang mataas na GPA.,Nagtatrabaho siya tuwing gabi sa mga atas upang mapabuti ito.,Pinasisigla siya ng mga kaibigan ni Ford na nawawalan siya ng kasiyahan.,"Nang maglaon, naging isang matagumpay na abogado si Ford.",Nalulungkot si Ford na napakarami ang nagawa niya.,Ipinagmamalaki ni Ford ang kaniyang mga nagawa.,2
68,Sinasabi ng aking asawa na kulang ako ng pagnanasa.,Na wala akong maraming libangan o interes.,Sinubukan kong makipagtalo ngunit hindi ko magawa.,Napagtanto ko na tama siya.,Nagpasya akong magbago.,Hindi ako nag-asawa.,1
69,Gusto ni Nina ng magandang costume ng Halloween.,Subalit wala siyang magawa na anumang bagay na mahal.,Naghanap siya ng mga ideya sa kaniyang bahay.,Pagkatapos ay nakahanap siya ng isang magandang kasuotan nang libre.,Bumili si Nina ng laruan.,Si Nina ay nasasabik.,2
70,Mahilig si Veronika sa paglalakad sa kagubatan.,"Isang araw, nasa isang landas siya at nakakita ng isang bahay sa puno.",Sumakay siya sa hagdan at nagulat sa lahat ng bagay sa bahay.,Ito ay ganap na may kasangkapan na may isang kasangkapan at mga kumot.,Hindi gaanong nagustuhan ni Veronika ang bahay sa puno.,Nagpasya si Veronika na mas madalas na bisitahin ang bahay sa puno.,2
71,Isang magandang araw noong unang bahagi ng Marso.,Nagpasya si Tracey na maglakad-lakad sa kagubatan sa likod ng kaniyang bahay.,Narinig niya ang isang woodpecker at nagsimulang hanapin ito sa mga puno.,Nagtaksil siya sa isang ugat at bumagsak sa landas.,Tumakbo si Tracey pabalik sa bahay.,Hindi pinansin ni Tracey ang kaniyang pagkahulog.,2
72,Si Bob ay talagang uhaw at gusto ng soda.,"Sa kasamaang palad, wala siyang pera.",Si Bob ay pumasok sa isang gas station at nagtanong kung puwede siyang uminom ng soda.,Tinanong siya ng cashier kung may pera siya.,Sinabi niya na hindi at umalis sa gas station.,Nagpasya siyang maglakad.,1
73,Naghihintay si Jim sa paliparan.,Ang kanyang asawa ay darating doon sa loob ng isang oras.,Siya ay lubhang nauuwi.,Pagkatapos ay nagpasya siyang magpatuloy sa kaniyang aklat.,Nakita ni Jim ang kaniyang asawa pagkaraan ng isang oras.,Nag-drive si Jim bago dumating ang kaniyang asawa.,1
74,Gusto talaga ni Joe na pumasok sa Columbia University.,"Nagtrabaho siya nang husto sa paaralan, kasama sa koponan ng soccer.",Siya ay inilagay sa waiting list.,"Bagaman siya'y nahihiya, ginawa niya ang kaniyang makakaya hanggang sa wakas.",Ipinagmamalaki pa rin ni Joe ang kaniyang pagsisikap.,Nagpasya si Joe na ayaw niyang mag-aral sa kolehiyo.,1
75,Ang kaibigan ni Gina na si Tami ay may folder na ayaw niyang magkaroon ng iba.,Gusto ni Gina ang isa ngunit hindi niya alam kung saan ito bibili.,Ngayon si Tami ay may bagong Lisa Frank Trapper Keeper.,Si Gina ay nainggit dahil gusto rin niya ng isa.,Nakita ni Gina sa ebay ang isa na kayang bayaran.,Si Gina ay nag-aani ng buong bakuran at walang tumulong sa kaniya.,1
