,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
40,Ніл проїжджав по місті Фес.,Він скуштував їхню етнічну кухню.,Потім він пішов по сувеніри.,"Він зазначив, що у Фесу також були великі вуличні артисти.",Ніл добре провів час.,Ніл і Фез стали найкращими друзями.,1
41,Мені потрібно було вивести собаку на прогулянку.,У моєму районі потрібен повод.,Я шукав по будинку поводок.,Я не міг знайти його.,Я вирішив вивести свою собаку на задній двір.,Я впустив свою собаку до будинку.,1
42,"Це був яскравий, теплий день.","Джо подумав, що було б добре прогулятися.",Він вирішив пішки піти до місцевої кав'ярні.,Але на півдорозі він почав втомитися.,Він пішов до кав'ярні.,"Джо шкодує, що вийшов на вулицю.",2
43,Джен цілий день чекала на посылку.,"Нарешті вона побачила, як до дверей підходить чоловік з UPS.","Він доставив посылку, а вона принесла її додому.",Вона відкрила пачку ножем.,У коробці була новонароджена дитина.,Джен знайшла своє нове пальто всередині пакети.,2
44,Френк не хотів робити домашнє завдання.,Він хотів грати у відеоігри.,Батьки Френка сказали йому спочатку зробити домашню роботу.,Френк вирвався і був покараний.,Френк втратив свої відеоігри на тиждень.,Френк отримав нову гру.,1
45,Тімі брав участь у конкурсі з трьома очками у своїй школі.,Переможця отримає шанс виграти стипендію в коледжі в 1000 доларів.,Тиммі весь вихідний тренувався на трибійки.,"Він був готовий, коли прийшов день змагань.",Тімі виграв конкурс.,Тімі пішов на полігоні в день змагань.,1
46,Дрейк був на вечірці в п'ятницю.,"Він виявив, що у нього вкрали гаманець з пальто.","Дрейк відразу подзвонив в поліцію, але гаманець не був знайдений.",Дрейк звернувся до ведучого вечірки з цією проблемою.,"І господар сказав йому, що він теж не знає.","Дрейк сказав ведучому, що хоче знову відвідувати його вечірки.",1
47,"Боб виявив, що у його вантажівки пробита шина.",Він ніколи раніше не міняв шину.,Він витягнув джак і джокер.,Він не зміг зняти болти.,"Боб покликав когось, щоб починили його проболену шину.",Боб поїхав на своєму вантажівнику на ринок.,1
48,Джеку набридло писати електронні листи на планшеті.,"Він вирішує, що йому потрібно вкласти гроші в ноутбук.","Він досліджує різні ноутбуки, поки не знайде ідеального.",Нарешті він купив його.,Тепер Джек дійсно любить відповідати на електронні листи.,Джек тепер використовує поштову службу замість електронної пошти.,1
49,Волосся Джека стало занадто довгим.,У нього скоро було співбесіда.,Він попросив свою матір стригти йому волосся.,"Його мати пристригла його гарно, щоб він виглядав професійно.",Джейк вимив руки.,Джейк отримав роботу.,2
50,Шон прийшов сьогодні.,"Сем, Шон і я грали в ігри.","Вони почали злитися на мене, бо я була поганою.","Вони сказали, що я не можу грати, поки не поправиться.",Мені було дуже боляче.,Я був дуже задоволений.,1
51,Сара хотіла надіслати листівку.,Вона пішла до поштового відділення.,Вона платила за марки.,Вона поклала лист у конверт.,Сара сама доставила свій лист.,Лист Сары незабаром прямував до місця призначення.,2
52,Чак був втомився від роботи.,Він на деякий час закрив свою роботу.,"Він відкрив форум, щоб поспілкуватися з колегами.",Після тих неприємних ударів Золтара йому потрібна була перерва.,Чак вирішив піти з роботи.,"Потім він відчув, що мусить повернутися до роботи.",2
53,Боб використовував пластикові пакетики для покупки.,"Потім його друг сказав йому, що пластик шкідливий для навколишнього середовища.",Боб вирішив відмовитися від пластикових пакетів.,Боб вклав гроші в кілька неодноразових мішків для вживання.,Боб використовував свої багаторазові мішки для покупки.,Боб продовжував користуватися пластиковими мішками для покупки.,1
54,Джо потрібно було зробити портрет себе для проекту.,Він подзвонив місцевим художникам і запитав їх про ціни.,Один з художників мав розумну ціну.,Джо домовився з художником зробити портрет.,Джо був дуже задоволений результатами.,Художник намалював кота Джо.,1
55,Енн намагалася кинути курити.,"Вона кілька разів намагалася, але завжди зазнавала невдач.",Потім вона звернулася за допомогою до нікотинового пластыря.,І допоможи їй!,"Енн подвоїла кількість сигарет, які курила щодня.",Енн змогла успішно кинути курити.,2
56,Джен відправили до тітки на літо.,"Вона ненавиділа думати про те, що не буде в місцевій бібліотеці все літо.","Вона взяла з собою кілька книг, але швидко їх перечитувала.","Коли вона приїхала, її тітка забрала її до особливої кімнати в своєму будинку.","Джен бачила, як її книги горять у каміні.","У кімнаті були полиці з книгами, які подобалися дівчатам.",2
57,Вчора Роба чистили зуби.,Він зазвичай дуже боїться стоматологів.,Але в офісі є нова мила медсестра.,Він був дуже радий поїхати.,Роб відчув себе свіжим після колоноскопії.,"Роба засмутило, що в той день не було симпатичної медсестри.",2
58,Джо любив їсти бруду.,Він робив грязеві піріди при кожній нагоді.,"Він їв пиріг, коли відчув щось дуже тверде в роті.",Джо зрізав камінь і вибив зуб.,Джо хотів пережовити ще каміння.,Джо вирішив більше не їсти бруду.,2
59,Роб ніколи не був на гірських горах.,"Друзі Роба запропонували йому безкоштовний квиток на ""Шість флагов"".","Роб вирішив, що може приєднатися.",Всі вони пішли і стояли у довгій черзі.,У Роба були щедрі друзі.,Друзі Роба були бездумні.,1
60,"Карлі чекала, поки Сем їй не зателефонує.",Він обіцяв у п'ятницю.,"Це було пізно в суботу, і вона нічого не чув.",Нарешті вона вирішила зателефонувати йому.,Сем відповів на телефон.,Карлі замовила їжу по телефону.,1
61,Емі повернулася зі школи на свій день народження до порожнього будинку.,"Вона була засмучена, що всі забули про її особливий день.",Вона сумно заходила в вітальню.,Незабаром друзі та родина вискочили з схованків.,Емі з радістю посміхнулася.,Емі вийшла з кімнати і покинула будинок.,1
62,Пан намагався вбити мене без видимих причин.,"Я був злий, і просто захищав її удар.",Вона продовжувала кидати по мені кулаком.,"Я намагався зупинити її, кинувши її на землю.",Пан нарешті зупинився.,Я дуже обійняв Пена.,1
63,У Беккі є кузина на ім'я Ешлі.,"Беккі та Ешлі були друзями, коли були дітьми.","Ешлі стала тупою, коли виросла.",Вона потрапила до в'язниці за крадіжку тампонів з магазину.,Беккі втратила з нею зв'язок.,Беккі пишається Ешлі.,1
64,Дитина Пам і Тома мала легкий сон.,"Їхній невдумний сусід часто залишав собаку на вулиці, яка весь день лаяла.","Кожного разу, коли Пем засипала дитину, собака починала лаяти.","Пем фантазувала про те, що звільнить собаку, щоб вона втекла.",Одного разу Пем впустила котів до себе додому.,Одного разу Пем вирішила випустити собак.,2
65,Мей була прийнята до коледжу у Фредонії.,Вона поїхала автобусом до нової школи.,Вона досліджувала кампус.,"Їй подобалося все, що вона бачила.",Вона кинула школу.,Вона навіть любила всіх своїх професорів.,2
66,Мері потрібно було витягнути зуби.,"Вона хотіла, щоб стоматолог її приспав.","Все, що він міг зробити, це притуплити місце з новокаїном.",Мері глянула на нього з жахом.,"Коли стоматолог побачив її вираз, то зміг допомогти Мері.",Мері вийшла з стоматолога у чудовому настрої.,1
67,Форд пишався своїм високим середнім баллом.,"Він щовечора працював над завданнями, щоб покращити його.","Друзі Форда попередили його, що він втрачає веселість.",Пізніше у житті Форд став успішним адвокатом.,"Форду було сумно, що він досяг стільки.",Форд пишався своїми досягненнями.,2
68,"Моя дружина каже, що мені бракує пристрасті.",Що у мене немає багато хобі чи інтересів.,"Я намагався заперечити, але не міг.","Я зрозумів, що вона мала рацію.",Я вирішив змінити своє життя.,Я неодружена.,1
69,Ніна хотіла гарний костюм на Хеллоуін.,Але вона не могла собі дозволити нічого вишуканого.,Вона шукала в своєму будинку ідеї.,Потім вона знайшла чудовий костюм безкоштовно.,Ніна купила іграшку.,Ніна була дуже в захваті.,2
70,Вероніка любила походи в лісі.,Одного дня вона була на стежці і знайшла будинок на дереві.,"Вона піднялася на сходу і була вражена всім, що було в будинку.",Він був повністю обставлений меблями і ковдрами.,Вероніці не дуже сподобався будинок на дереві.,Вероніка вирішує частіше відвідувати будинок на дереві.,2
71,Це був прекрасний весняний день на початку березня.,Трейсі вирішила піти прогулятися в ліс за своїм будинком.,Вона почула дріб'яка і почала шукати його на деревах.,Вона споткнулася про корень і впала на стежку.,Трейсі бігла додому.,Трейсі не сприймала падіння.,2
72,Боб дуже спраг і хотів соду.,"На жаль, у нього не було грошей.","Боб заходив на заправку і запитав, чи може він випити соду.","Касіонер запитав його, чи є у нього гроші.",Він сказав ні і пішов з бензозаправки.,Він вирішив піти на біг.,1
73,Джим чекав в аеропорту.,Його дружина буде там за годину.,Йому було дуже нудно.,Потім він вирішив продовжити роботу над книжкою.,Джим побачив свою дружину через годину.,"Джим поїхав до того, як з'явилася його дружина.",1
74,Джо дуже хотів поступити в Колумбійський університет.,"Він дуже старанно працював у школі, був у футбольній команді.",Його внесли до списку очікування.,"Хоча він був розчарований, він до кінця намагався зробити все можливе.",Джо все ще дуже пишався своєю важкою роботою.,"Джо вирішив, що не хоче йти в коледж.",1
75,"У подруги Джина, Тамі, була папка, яку вона не хотіла, щоб хтось інший мав.","Джина хотіла, але не знала, де купити.","Тепер у Тамі є нова Ліза Франк, охоронця.","Джина ревнувала, бо теж хотіла мати.","Джина перевірила на eBay і знайшла таку, яку могла собі дозволити.",Джина косила весь двір і нікому не допомагала.,1
76,У Леї вдома була гарна різдвяна ялинка.,Одного разу вона пішла в магазин.,"Коли вона повернулася, дерево було зринуто.",Її кіт залез на нього і звалив його вниз!,"Лія вирішила, що їй більше подобається дерево на підлозі, ніж стояти.",Лія карала свого кота.,2
77,Пітер використовував той же стілець роками.,Він став зношуватися.,"Він вирішив купити новий, більш зручний стілець.","Коли він прийшов, Петро був дуже щасливий.","Пітер думав, що він може бути навіть зручнішим за старий.",Пітер дозволив своїй собаці використовувати стілець.,1
78,Рекс готується до вечірки сьогодні ввечері.,"Він розуміє, що не приготував нічого для гостей з сиром.","Рекс вибіг, щоб купити багетт.","Він нарізає його на тонкі рівномісні шматочки, щоб його було легко з'їсти.",Рекс вирушив у довгу подорож через океан.,Усім сподобався сир і хліб.,2
79,Алі щодня їздить на роботу поїздом.,"Одного разу вона дуже захворіла, але все ж пішла на роботу.",Вона працювала цілий день і навіть брала роботу додому.,Вона сіла на поїзд і заснула.,Вона була лінивою працівницею.,Вона пропустила свою зупинку і довелося сісти на автобус додому.,2
80,Футбольна команда наполегливо працювала весь сезон.,Вони виграли кожну гру і вийшли в чемпіонат.,"На годиннику залишилися лише секунди, і гра була нічиєю.","Квартербек провів довгий пас, а ресівер забив.",Натовп гучно вив команду.,Всі присутні встали з місць і розпально аплодували.,2
81,Ми живемо в багатоповерховій будівлі.,"Одного разу був сильний вітер, частково через висоту будівлі.","Вітер так сильно видував ветки дерев, що моя дружина не могла спати.",Вітер також збив інтернет-кабель.,"Ми з дружиною були дуже нещасні, що втратили інтернет-з'єднання.",Ми любили сильний вітер і відсутність сну.,1
82,Кейт хотіла купити нову клавіатуру для свого комп'ютера.,"Вона місяцями заощаджувала, щоб купити хорошу клавіатуру.",Кейт нарешті замовила клавіатуру онлайн!,Вона з нетерпінням чекала його прибуття протягом декількох днів.,Потім вона скасувала замовлення.,Потім її клавіатура прибула поштою.,2
83,Джон закінчив коледж і почав шукати роботу.,Він щодня звертався за роботою у своїй галузі.,Через три тижні після початку роботи йому зателефонували.,"Той, хто дзвонив, запитав, чи не цікавить його інтерв'ю.",Джон погодився.,Джон відмовився.,1
84,"Джулі любила читати все, що траплялося у її руки.",Більшість часу вона проводила в бібліотеці.,Її улюблена бібліотека була у місіс Ватсон.,Міс Ватсон побачила любов Джулі до книг і запропонувала їй роботу.,Джулі з радістю погодилася!,Джулі ударила свою подругу по оці.,1
85,"Сім'я Емі їхала в ""Шість прапорів"".","Вона терпеливо сиділа в машині, чекаючи, коли прибуде.",Коли вони прибули вона сиділа на колінах обстеження парку.,"Вона чекала в черзі годину, щоб їхати на найбільшому гірському гірському залі.",Емі була дуже рада бути в парку.,Еймі вважала парк нудним.,1
86,Стів поспішав на футбольний матч.,На шосе Стів їхав дуже швидко.,Патруль шосе зупинив машину Стіва.,Офіцер виписав Стіву штраф за перевищення швидкості.,Стів був задоволений.,Стів був засмучений.,2
87,Моя дочка пішла на свою першу вечірку в честь дня народження подруги.,Вона була така в захваті від вечірки.,Вона не говорила про нічого іншого протягом тижня.,Вона пішла на вечірку і дуже розважилася.,Вона вирішила більше ніколи не ходити на вечірку.,"Коли вона прийшла додому, вона відразу заснула, виснажена.",2
88,Бобу потрібні були гроші на їжу.,"Йому було сумно, що він не міг їсти, бо не мав грошей.",Він вирішив написати книгу про своє важке життя.,Люди відразу похвалили цю книгу і купили тисячі примірників!,"Прибутки від продажу книг давали Бобу достатньо грошей, щоб їсти.","Реакція громадськості на книгу означає, що Боб все ще голодує.",1
89,Я сьогодні закінчив свій перший марафон.,"Це було близько шести миль, і я дуже багато працював.",Я тренувався на це близько трьох місяців.,Це завжди було в моєму списку завдань у житті.,Я ніколи не була щасливішою.,Я дуже розчарована в собі.,1
90,Боббі склав свою фруктову паличку у форму літака.,"Він закрутив руку і кинув рулон-авіалайнер так сильно, як він міг.","Однак він був занадто важкий і впав, як цеглина.","Боббі вирішив, що літаки повинні бути зроблені з паперу.",Бобі було п'ять років.,Бобі було тридцять п'ять років.,1
91,Сем дивився на зірки одна ніч.,Раптом він сидів болт прямо.,"Він бачив блискучу, рухаючу зорю!","Він біг, щоб показати його батькові.","Його батько сміявся, бо зірка була насправді літаком з світлами.","Батько Сэма був радий, що його син цікавиться геологією.",1
92,Джон і Мег зустрічалися п'ять років.,Джон любив Мег і хотів одружитися з нею.,"Він вирішив запропонувати їй вийти за нього сьогодні заміж, після побачення в кіно.","Коли вони вийшли з кіно, він раптом впав на коліна.",Він почав кричати на Мег непристойні слова.,Він запропонував їй одружитися.,2
