,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
10,Bob bał się pierwszego dnia pracy w restauracji z rybami.,"Zamierzał poczekać, by założyć swój żeglarski mundur.",Bob zaczął robić rybie hamburgery po założeniu munduru.,"Był tak zajęty, że zapomniał przebrać się w swoje ubrania uliczne.","Bob tak bardzo pokochał ten strój, że pokazał go swoim przyjaciołom.",Bob wyszedł po pracy w marynarskim stroju.,2
11,Przyjechał do nas przyjaciel.,"Powiedziałem jej, że mój pies gryzie.",Nie słuchała.,Próbowała go pogłaskać i bawić się z nim.,Mój pies ją ugryzł.,Mój pies uciekł.,1
12,Lester zawsze chciał być bardziej artystyczny.,Pewnego dnia postanawia spróbować narysować kwiat.,Siada przed piękną orchideą i zaczyna rysować.,Rysunek Lestera jest bardzo dobry.,Zawiesił ten obraz na ścianie w swoim salonie.,Postanawia już nigdy nic nie rysować.,1
13,Pablo lubi jeść robaki.,"Czytał w szkole książkę o tym, jak to zrobić.",Smaża je w oliwie z oliwek.,Lubi to robić przynajmniej raz w miesiącu.,Pablo lubi robaki i uważa je za delikatność.,Pablo nie lubi jeść robaków.,1
14,Kira zawsze kochał japońską kulturę.,Wiele jej ulubionych filmów było w języku japońskim.,"Postanowiła, że tam pojedzie.",Przez lata oszczędzała na podróż.,Wydała wszystkie pieniądze na buty.,To była najlepsza podróż w jej życiu.,2
15,Glen miał ochotę na spacer.,Założył kurtkę i wyszedł na zewnątrz.,"Kiedy szedł na chodniku, potknął się i rozbił kolano.",Glen wstał i kulał do domu.,Glen biegł w najlepszym czasie w historii.,"Glen przysiągł, że już nigdy nie będzie chodził.",2
16,Jezus spędził cały dzień na polerowaniu mebli.,"Gdy nadszedł wieczór, rozważał swoją pracę.",Wszystko wyglądało świeżo i świeżo.,Jezus zaprosił wszystkich swoich przyjaciół na przyjęcie tego wieczoru.,"Mówili, że jego meble wyglądają ładnie.",Jego przyjaciele polerowali jego meble.,1
17,Ostatnio szedłem do sklepu.,"Kiedy przechodziłem przez wyjście, poczułem zimny, twardy stal na ramieniu.","Byłem w szoku, że mnie potrącił samochód!","Kierowca bardzo przeprosił, kiedy zobaczył, że zostałem potrącony.","Powiedziałem im, że to w porządku i odszedłem.",Kierowca samochodu bardzo się na mnie wściekł.,1
18,Siostra Ginie podcięła kostkę na rozbite szkło.,Krew biegła jej stopą i w but.,"Kiedy zobaczyła krew, pobiegła do domu.","Gina biegła za nią, ale nie mogła nadążyć.","Kiedy wrócili do domu, wszyscy jedli lody.",Siostra Ginie poszła do lekarza.,2
19,Jeden chłopiec był w trzeciej klasie.,"Był bardzo bystry, ale nie umiał czytać.","Kiedy czytał głośno, jego koledzy z klasy śmiali się z niego.",Zaczął ćwiczyć codzienne czytanie.,"Mały chłopiec zaakceptował, że nigdy się nie poprawi.",Pod koniec roku dobrze zdał test z czytania.,2
20,W klasie Rosie było małe przyjęcie.,Postanowiła zrobić dla wszystkich sałatkę owocową.,Na zakup owoców wydała dużo pieniędzy i dużo czasu.,W dniu imprezy zgarnęła ogromną miskę sałatki owocowej.,W klasie Rosie jedli razem sałatkę owocową.,Rosie trzymała miskę sałatki owocowej w lodówce w domu.,1
21,"Kelly była szczęśliwa, że ma nowy telefon.",Wszędzie ją zabierała.,"Niestety, rozbiła go.",Na szczęście udało jej się to naprawić.,Sklep dał jej uczciwą cenę za naprawę.,Kelly kupiła nowy telefon.,1
22,"Kiedy byłam na studiach, poznałam starszego mężczyznę.","Miałam 22 lata, a on miał 38.",Dobrze się dogadywaliśmy i dobrze się spędziliśmy.,"Byliśmy razem przez cały czas, kiedy tam byłem.",Mam dobre wspomnienia z tamtych czasów.,Mam złe wspomnienia z tamtego czasu.,1
23,Bob chciał być w szkolnej sztuce.,Zastanowił się dokładnie nad rolą.,Często ćwiczył swoje wersy.,"W dniu przesłuchania, wykonał świetną robotę.",Bob był bardzo dumny.,Bob był bardzo zawstydzony.,1
24,Jackie została wyznaczona na opiekunkę w ósmej klasie.,Jest zazdrosna o całą klasę.,Koledzy często narażali ją na niebezpieczeństwo.,Ukradliby przepustki Jackie.,Dyrektor zawiesiła jej hałaśliwych kolegów z klasy.,Jej koledzy otrzymali nagrody za dobre zachowanie.,1
25,Mój tata właśnie kupił nowy samochód.,"By to uczcić, wszyscy pojechaliśmy na przejażdżkę.",Inny samochód przejechał znak stop i wjechał w nas.,"Uderzyłem w okno tak mocno, że się rozbiło.",Wyszłam i z tatą było dobrze.,Obaj zostaliśmy zderzeni przez pojazd.,1
26,"Moja siostrzenica uwielbia film ""Zamarznięty"".",Zawsze chce go mieć na sobie.,Ona chodzi wokół domu śpiewając.,"Uwielbia krzyczeć ""Pozwól sobie"".",Śpiewa to ciągle i ciągle.,Kocha sport i nienawidzi księżniczek.,1
27,"Alex dribblał na boisku, a jego drużyna przegrywała o dwa punkty.","Spojrzał na tablicę wyników i zobaczył, że zostało tylko 5 sekund.","Jego umysł biegł, gdy próbował znaleźć otwartego człowieka.",Obrońcy trzymali się jego kolegów jak klejek.,Zadzwonił dzwonek i jego drużyna wygrała mecz.,Próbował trafić trzy punkty i nie trafił.,2
28,Weszłam do biblioteki i usiadłam.,"Kiedy się rozejrzałem, zauważyłem dziecko.",Patrzył na mnie przez chwilę.,Zdenerwowałem się i wstałem z krzesła.,"Nie obchodziło mnie, co robił ten dzieciak.","Zapytałem go, co mu dolega.",2
29,Iva i Brant próbowali zajść w ciążę.,"Próbowali przez sześć miesięcy, ale bezskutecznie.",Podczas wizyty u lekarza wyrazili się zniechęceni.,"Ale potem zobaczyli, że lekarz się szeroko uśmiecha.",Brant odwoła swój plan porwania dziecka.,"Para będzie szczęśliwa, że czeka na dziecko.",2
30,Katarzyna zawsze była zafascynowana curlingem.,Catherine uwielbia oglądać sportowców w telewizji.,Pewnego dnia Catherine postanowiła odwiedzić sesję treningową w curlingu.,Na treningu jeden z zawodników zaprosił Catherine do gry.,Potem zaczęła codziennie ćwiczyć i stała się w tym dobra.,"Catherine uważała, że curling wygląda nudnie.",1
31,Francis zawsze chciał się nauczyć prowadzić.,"W końcu jest na tyle duży, by dostać prawo jazdy.","Francis bardzo się uczy, żeby dostać licencję.",Łatwo zdał egzamin na prawo jazdy.,Francis jest naprawdę dumny ze swojego osiągnięcia.,"Francis postanowił, że wolałby jechać transportem publicznym.",1
32,Wczoraj świetnie się bawiłem oglądając Rozkładacza Orzechów.,Uwielbiałem to.,Tancerze zdobili scenę pięknie.,"Czułem się zaszczycony, że mogłem obejrzeć ten pokaz.","Przysiągłem, że już nigdy go nie zobaczę.",Chciałem to zobaczyć jeszcze raz.,2
33,Obudziłam się na zajęcia o 8:30 rano.,"Zasypiało mi, więc wstałem z łóżka i wziąłem prysznic.",Szybko zjadłam śniadanie i zaczęłam chodzić do klasy.,"Po 50 minutach zajęć, zacząłem wracać do swojego akademika.",Postanowiłam wrócić do klasy.,"Kiedy tam dotarłem, zdrzemnąłem się.",2
34,Gary chciał zwrócić uwagę Lisy.,Pewnego dnia postanowił napisać Lisie wiersz.,Następnego dnia w szkole Gary widzi Lisę na korytarzu.,Gary uśmiecha się do Lisy i poda jej wiersz.,Gary mocno uderza Lisę i odchodzi.,"Lisa przyznaje, że też jest zakochana w Garym.",2
35,Carlos zawsze chciał odwiedzić Francję.,"Postanawia, że powinien nauczyć się mówić po francusku, zanim wyjdzie.",Zapisuje się na wieczorne zajęcia i bardzo się uczy.,Carlos w końcu mówi po francusku.,Carlos zarezerwował lot do Australii.,Carlos wykorzystuje swój francuski na wycieczkę do Paryża.,2
36,Lars zawsze chciał spróbować fotografii.,"Jego przyjaciel był świetnym fotografem, ale nigdy nie próbował.","Pewnego dnia kupił prosty, ale wysokiej jakości aparat fotograficzny.",Od tego dnia Lars codziennie fotografował przyrodę.,Lars zakochał się w fotografii.,Lars nienawidził fotografii.,1
37,Kupiłem telewizor w sklepie z elektroniką.,To duży płaski ekran z wysokiej jakości obrazami.,"Pracownik przekonał mnie, żebym kupił na niego gwarancję, na wszelki wypadek.",Tydzień później telewizor spadł z mojej ściany i się zepsuł.,Udało mi się naprawić to z gwarancją.,Pracownik został znaleziony martwy.,1
38,Ryan był w parku.,I zobaczył dziewczynkę z balonem.,"Kiedy opuszczał park, zobaczył ten sam balon w drzewie.","Wskoczył na drzewo, żeby odzyskać balon.",Ryan celowo wysadził balon.,"Ryan odnalazł dziewczynę i dał jej balon, który zgubiła.",2
39,"Menadżer Jen powiedział jej, że musi przesłać swoje CV.","Zdała sobie sprawę, że jej życiorys nie jest poprawnie sformatowany.",Przeniosła całą zawartość na odpowiedni szablon.,"Dodała informacje o swojej ostatniej pracy, i zaktualizowała swoje CV.",Potem wysłała go do swojego menadżera.,Jen nienawidziła zmywania naczyń.,1
40,Neil zwiedzał miasto Fez.,Próbował ich kuchni etnicznej.,Potem poszedł na zakupy pamiątkowe.,"Fez miał również świetnych artystów ulicznych, zauważył.",Neil świetnie się bawił.,Neil i Fez zostali najlepszymi przyjaciółmi.,1
41,Musiałem wyprowadzić psa na spacer.,Moja okolica wymaga smyczy.,Szukałem jej w domu.,Nie mogłem go znaleźć.,Postanowiłem zabrać psa na podwórko.,Wpuściłem psa do domu.,1
42,"To był jasny, ciepły dzień.","Joe pomyślał, że może się przejdziemy.",Postanowił pójść do kawiarni.,Ale w połowie drogi zaczął się męczyć.,Więc pobiegł do kawiarni.,"Joe żałuje, że wyszedł na zewnątrz.",2
43,Jen czekała na paczkę cały dzień.,"W końcu zobaczyła, jak pracownik UPS podchodzi do drzwi.","On dostarczył paczkę, a ona ją wnieśliła.",Otworzyła paczkę nożem.,W pudełku było noworodek.,Jen znalazła swój nowy płaszcz w paczce.,2
44,Frank nie chciał robić swoich zadań domowych.,Zamiast tego chciał grać w gry wideo.,"Rodzice Franka powiedzieli mu, żeby najpierw zrobił pracę domową.",Frank miał atak i został ukarany.,Frank stracił swoje gry wideo na tydzień.,Frank ma nową grę.,1
45,Timmy rywalizował w szkolnym konkursie 3 punktów.,Zwycięzca będzie miał szansę na zdobycie stypendium na 1000 dolarów.,Timmy ćwiczył strzelanie do 3 punktów przez cały weekend.,"Był gotowy, gdy nadszedł dzień zawodów.",Timmy wygrał konkurs.,Timmy poszedł na driving range w dzień zawodów.,1
46,Drake był na imprezie w piątek.,"Odkrył, że skradziono mu portfel z płaszcza.","Drake natychmiast wezwał policję, ale portfela nie znaleziono.",Drake skonfrontował się z gospodarzem imprezy w tej sprawie.,"A gospodarz powiedział mu, że on też nie wie.","Drake powiedział gospodarzowi, że chce znowu uczestniczyć w jego imprezach.",1
47,"Bob odkrył, że jego ciężarówka miała wybicie.",Nigdy wcześniej nie zmienił opony.,Wyciągnął podnośnik i żelazko.,Nie mógł zdjąć śrub.,"Bob wezwał kogoś, żeby naprawił mu wybieraną oponę.",Bob pojechał ciężarówką na rynek.,1
48,Jack jest zmęczony pisaniem e-maili na swoim tablecie.,"Postanawia, że musi zainwestować w laptop.","Bada różne laptopy, aż znajdzie ten idealny.",W końcu to kupił.,Teraz Jack naprawdę lubi odpowiadać na maile.,Jack używa teraz poczty zamiast e-maila.,1
49,Włosy Jake'a były zbyt długie.,Miał wywiad o pracę.,"Poprosił matkę, żeby mu obciąła włosy.","Jego matka przycięła mu włosy, żeby wyglądały profesjonalnie.",Jake umył ręce.,Jake dostał pracę.,2
50,Sean przyszedł dzisiaj.,"Sam, Sean i ja bawiliśmy się.","Zaczęli się na mnie wściekać, że jestem taka zła.","Powiedzieli, że nie mogę grać, dopóki nie wyzdrowieję.",Byłem naprawdę zraniony.,Byłem naprawdę zadowolony.,1
51,Sarah chciała wysłać kartkę.,Poszła na pocztę.,Płaciła za znaczki.,Włożyła list do koperty.,Sarah sama dostarczyła list.,List Sarah wkrótce zmierzał do miejsca przeznaczenia.,2
52,Chuck był zmęczony pracą.,Na jakiś czas zamknął swoją pracę.,"Otworzył forum, żeby pogadać z kolegami.",Po tych paskudnych Zoltar uderzeniach potrzebował przerwy.,Chuck postanowił rzucić pracę.,Potem poczuł się zmuszony do powrotu do pracy.,2
53,Bob używał plastikowych toreb na zakupy.,"Wtedy jego przyjaciel powiedział mu, że plastik jest szkodliwy dla środowiska.",Bob postanowił zrezygnować z plastikowych toreb.,Bob zainwestował w kilka ponownie używalnych toreb na zakupy.,Bob używał swoich wielokrotnie używanych toreb na zakupy.,Bob nadal używał plastikowych toreb na zakupy.,1
54,Joe potrzebował zrobić sobie portret do projektu.,Zadzwonił do lokalnych artystów i zapytał o ich ceny.,Jeden z artystów miał rozsądne stawki.,Joe umówił się z tym artystą na portret.,Joe był bardzo zadowolony z wyników.,Artysta namalował kota Joe'ego.,1
55,Ann próbowała rzucić palenie.,"Próbowała kilka razy, ale zawsze nie udawało się.","Potem zaaplikowała plaster nikotynowy, żeby jej pomógł.",I pomogłem jej!,"Ann podwoiła ilość papierosów, które paliła każdego dnia.",Ann udało się rzucić palenie.,2
56,Jen została wysłana do ciotki na lato.,"Nie cierpiała myśli, że będzie mogła spędzić całe lato poza biblioteką.","Zabrała ze sobą kilka książek, ale szybko je przeczytała.","Kiedy przybyła, ciotka zabrała ją do specjalnego pokoju w swoim domu.","Jen widziała, jak jej książki płoną w kominku.","Pokój był pełen półek z książkami, które przyciągały dziewczyny.",2
57,Wczoraj Rob miał czyszczenie zębów.,Zwykle boi się dentystów.,"Ale w biurze jest nowa, słodka pielęgniarka.","Więc był podekscytowany, że może iść.",Rob poczuł się odświeżony po kolonoskopii.,"Rob był załamany, gdy tego dnia nie było ślicznej pielęgniarki.",2
58,Joe uwielbiał jeść ziemię.,"Robił ciastka z błota, kiedy tylko miał okazję.","Jadł ciasto, kiedy poczuł coś bardzo twardego w ustach.",Joe ugryzł się w skałę i wybił sobie ząb.,Joe chciał żuć więcej kamieni.,Joe postanowił nie jeść więcej ziemi.,2
59,Rob nigdy nie był na kolejce górskiej.,"Przyjaciele Roba zaoferowali mu darmowy bilet na ""Six Flags"".","Rob postanowił, że może do nas dołączyć.",Wszyscy poszli i czekali w długiej kolejce.,Rob miał hojnych przyjaciół.,Przyjaciele Roba byli bezmyślni.,1
60,Carly czekała na telefon od Sama.,Obiecał w piątek.,Była już późna sobota i nie słyszała nic.,W końcu postanowiła do niego zadzwonić.,Sam odebrał telefon.,Carly zamówiła coś na wynos przez telefon.,1
61,Amy wróciła ze szkoły w swoje urodziny do pustego domu.,"Była zła, że wszyscy zapomnieli o jej wyjątkowym dniu.",Weszła smutna do salonu.,Nagle jej przyjaciele i rodzina wyskoczyli z kryjówek.,Amy uśmiechnęła się z radości.,Amy wyszła z pokoju i opuściła dom.,1
62,Pan próbował mnie uderzyć bez wyraźnego powodu.,"Byłem wściekły, więc broniłem jej uderzenia.",Ciągle rzucała w mnie pięścią.,"Próbując ją powstrzymać, rzuciłem ją na ziemię.",Pan w końcu się zatrzymał.,Przytuliłem Pana.,1
63,Becky ma kuzyna o imieniu Ashley.,"Becky i Ashley były przyjaciółkami, kiedy były dziećmi.","Ashley zaczęła być głupia, kiedy dorosła.",Poszła do więzienia za kradzież tamponów z sklepu.,Becky straciła z nią kontakt.,Becky jest dumna z Ashley.,1
64,Dziecko Pam i Toma spało lekko.,Ich nierozważny sąsiad często zostawiał psa na zewnątrz szczekającego cały dzień.,"Za każdym razem, gdy Pam uśpiła swoje dziecko, pies zaczął szczekać.","Pam marzyła o uwolnieniu psa, żeby uciekł.",Pewnej nocy Pam wpuściła do domu swoje koty.,Pewnej nocy Pam postanowiła uwolnić psy.,2
65,May została przyjęta na studia w Fredonii.,Wzięła autobus do nowej szkoły.,Zbadała kampus.,"Pokochała wszystko, co widziała.",Odeszła ze szkoły.,Lubiła nawet wszystkich swoich profesorów.,2
66,Mary potrzebowała wyciągnięcia zębów.,"Chciała, żeby dentysta ją uśpił.",Wszystko co mógł zrobić to znieczulać obszar nowocainą.,Mary spojrzała na niego z przerażeniem.,Po zobaczeniu jej twarzy dentysta mógł jej pomóc.,Mary wyszła z dentysty w świetnym nastroju.,1
67,Ford był dumny ze swojej wysokiej średniej.,"Każdego wieczoru pracował nad zadaniami, by je udoskonalić.","Przyjaciele Forda ostrzegali go, że traci zabawę.",Później Ford stał się odnoszącym sukcesy prawnikiem.,"Ford był smutny, że osiągnął tak wiele.",Ford był dumny ze swoich osiągnięć.,2
68,"Moja żona mówi, że brak mi pasji.",Że nie mam wielu hobby i zainteresowań.,"Próbowałem się sprzeczać, ale nie mogłem.","Zrozumiałem, że miała rację.",Postanowiłem się zmienić.,Jestem niezamężna.,1
69,Nina chciała ładny kostium halloweenowy.,Ale nie mogła sobie pozwolić na nic luksusowego.,Szukała pomysłów w domu.,Potem znalazła świetny kostium za darmo.,Nina kupiła zabawkę.,Nina była podekscytowana.,2
70,Veronika lubiła wędrówki w lesie.,"Pewnego dnia, gdy szła szlakiem, znalazła domek na drzewie.",Weszła na drabinę i była zdumiona wszystkimi rzeczami w domu.,Był w pełni wyposażony w meble i koce.,Veronika nie lubiła domku na drzewie.,Veronika postanawia częściej odwiedzać domek na drzewie.,2
71,Był piękny wiosenny dzień na początku marca.,Tracey postanowiła pójść na spacer do lasu za domem.,Usłyszała dzięcioła i zaczęła go szukać w drzewach.,Potknęła się o korzeń i spadła na ścieżkę.,Tracey pobiegła do domu.,Tracey nie zauważyła upadku.,2
72,Bob był bardzo spragniony i chciał napoju gazowanego.,"Niestety, nie miał pieniędzy.","Bob wszedł na stację benzynową i zapytał, czy może dostać napoję gazowaną.","Kasjer zapytał go, czy ma jakieś pieniądze.",Powiedział nie i wyszedł z stacji benzynowej.,Postanowił pobiegać.,1
73,Jim czekał na lotnisku.,Jego żona przyjedzie za godzinę.,Był bardzo znudzony.,Postanowił więc nadrobić zaległości w swojej książce.,Jim widział swoją żonę po godzinie.,Jim odjechał zanim pojawiła się jego żona.,1
74,Joe bardzo chciał iść na Uniwersytet Columbia.,"Pracował ciężko w szkole, był w drużynie piłkarskiej.",Został umieszczony na liście oczekujących.,"Chociaż był rozczarowany, do końca starał się jak najlepiej.",Joe był nadal bardzo dumny ze swojej ciężkiej pracy.,"Joe zdecydował, że nie chce iść na studia.",1
75,"Przyjaciółka Giny, Tami, miała folder, którego nie chciała nikomu pokazać.","Gina chciała, ale nie wiedziała, gdzie ją kupić.",Tami miała nową Lisa Frank Trapper Keeper.,"Gina była zazdrosna, bo też chciała.","Gina sprawdziła na ebay i znalazła taki, na który mogła sobie pozwolić.",Gina kosiła cały ogród i nikt jej nie pomógł.,1
76,Leah miała w domu piękną choinkę.,Pewnego dnia poszła do sklepu.,"Kiedy wróciła, drzewo zostało obalone.",Jej kot wspiął się na niego i go zwrócił!,"Leah zdecydowała, że bardziej lubi drzewo na podłodze niż stojące.",Leah karciła kota.,2
77,Peter używał tego samego krzesła od lat.,Zaczynało się zużywać.,"Postanowił kupić nowe, wygodniejsze krzesło.","Kiedy przybył, Peter był bardzo szczęśliwy.","Peter pomyślał, że może być nawet wygodniejszy niż stary.",Peter pozwolił psu użyć krzesła.,1
78,Rex szykuje się na wieczorną imprezę.,"Zdaje sobie sprawę, że nie przygotował nic dla gości do jedzenia z serem.",Rex wychodzi po bagetkę.,"Robi je na cienkie, równe kawałki, żeby było łatwo jeść.",Rex wyruszył w długą podróż przez ocean.,Każdy lubił ser i chleb.,2
79,Ali zawsze jeździ pociągiem do pracy każdego dnia.,"Pewnego dnia była bardzo chora, ale mimo to poszła do pracy.","Ciężko pracowała cały dzień, a nawet zabrała pracę do domu.",Wsiadła do pociągu i zasnęła.,Była leniwą pracownikiem.,Przegapiła swój przystanek i musiała wrócić do domu autobusem.,2
80,Drużyna piłkarska ciężko pracowała przez cały sezon.,Wygrali wszystkie mecze i awansowali do finału.,Zostały tylko sekundy i gra była remis.,/Przez długą podanie /i zdobycie go.,Tłum wygwizdał na drużynę.,Wszyscy wstali ze swoich miejsc i rozlegle oklaskiwali.,2
81,Mieszkamy w wieżowcu.,"Pewnego dnia był silny wiatr, częściowo z powodu wysokości budynku.","Wiatr tak mocno wiał w gałęzie drzewa, że moja żona nie mogła spać.",Wiatr zniszczył również kabel internetowy.,"Moja żona i ja byliśmy bardzo nieszczęśliwi, że straciliśmy łącze internetowe.",Uwielbialiśmy silny wiatr i brak snu.,1
82,Kate chciała kupić nową klawiaturę do komputera.,Od miesięcy oszczędzała na dobrą klawiaturę.,Kate w końcu zamówiła klawiaturę!,Czekała na jego przybycie przez wiele dni.,Potem odwołała zamówienie.,Potem jej klawiatura przyjechała pocztą.,2
83,Jon ukończył studia i zaczął szukać pracy.,Codziennie starał się o pracę w swojej dziedzinie.,"Trzy tygodnie po rozpoczęciu pracy, dostał telefon.","Zadzwonił do niego i zapytał, czy chciałby przeprowadzić wywiad.",Jon się zgodził.,Jon odrzucił ofertę.,1
84,"Julie uwielbiała czytać wszystko, co się jej wpadło w ręce.",Większość czasu spędzała w bibliotece.,Jej ulubiona biblioteka była obsługiwana przez pannę Watson.,"Panna Watson zobaczyła, że Julie lubi książki i zaoferowała jej pracę.",Julie z radością się zgodziła!,Julie uderzyła przyjaciółkę w oko.,1
85,Rodzina Amy miała jechać do Six Flags.,"Siedziała cierpliwie w samochodzie, czekając na przyjazd.","Kiedy przybyli, usiadła na kolanach i obserwowała park.","Czekała w kolejce godzinę, żeby pojechać na największym roller coasterze.","Amy była bardzo podekscytowana, że będzie w parku.","Amy uważała, że park jest nudny.",1
86,Steve spieszył się na mecz.,Na autostradzie Steve jechał bardzo szybko.,Patrol zatrzymał samochód Steve'a.,Funkcjonariusz wydał Steve'owi mandat za przekroczenie prędkości.,Steve był zadowolony.,Steve był zdenerwowany.,2
87,Moja córka poszła na swoje pierwsze urodziny do przyjaciółki.,"Była taka podekscytowana, że idzie na przyjęcie.",Przez cały tydzień nie mówiła o niczym innym.,Poszła na imprezę i świetnie się bawiła.,Postanowiła już nigdy nie iść na imprezę.,"Kiedy wróciła do domu, natychmiast zasnęła, wyczerpana.",2
88,Bob potrzebował pieniędzy na jedzenie.,"Był smutny, że nie mógł jeść, bo nie miał pieniędzy.",Postanowił napisać książkę o swoim ciężkim życiu.,Ludzie natychmiast pochwalili tę książkę i kupili tysiące egzemplarzy!,Zyski z sprzedaży książek dały Bobowi wystarczająco dużo pieniędzy na jedzenie.,"Publiczna reakcja na książkę oznacza, że Bob nadal jest głodny.",1
89,Właśnie ukończyłem dzisiaj mój pierwszy maraton.,To było jakieś 10 km i ciężko pracowałem.,Trenowałem na to przez trzy miesiące.,To zawsze było na mojej liście rzeczy do zrobienia w życiu.,Nigdy nie byłem szczęśliwszy.,Jestem naprawdę rozczarowana sobą.,1
90,Bobby złożył swoją rolkę owocową w kształt samolotu.,"Zwinął rękę i rzucił samolotem tak mocno, jak tylko mógł.",Była jednak zbyt ciężka i upadła jak cegła.,"Bobby postanowił, że samoloty powinny być zrobione z papieru.",Bobby miał pięć lat.,Bobby miał 35 lat.,1
91,Sam obserwował gwiazdy.,Nagle usiadł w pozycji pionowej.,"Zobaczył migoczącą, poruszającą się gwiazdę!",Pobiegł pokazać to tacie.,"Jego ojciec się śmiał, bo gwiazda była naprawdę odrzutowcem z światłami.","Ojciec Sama był zadowolony, że jego syn interesuje się geologią.",1
92,John i Meg spotykali się od pięciu lat.,John kochał Meg i chciał się z nią ożenić.,Postanowił poprosić ją o rękę po wieczornej randce w kinie.,"Kiedy wyszli z kina, nagle upadł na kolana.",Zaczął krzyczeć na Meg.,Poprosił ją o rękę.,2
93,Piękna kupa bananów wiszących poza zasięgiem.,"Bobby próbował rzucić butem, ale utknął.","Próbował wspiąć się na drzewo, ale upadł.","Następnie wściekle uderzył kopytą, ale była za krótka, żeby sięgnąć.","Bobby był zły, że dostał banany.","Bobby poszedł do szopy po drabinę, żeby zabrać banany.",2
94,Beth wyzdrowiała po chorobie.,W końcu mogła jeść po 4 dniach.,"Chociaż była zdrowa, nie czuła się dobrze.",Postanowiła wziąć piątkowy urlop ze szkoły i poświęcić trochę czasu na wyzdrowienie.,Beth potrzebowała odpoczynku.,Beth grała w piłkę w piątek.,1
95,Rhonda kupiła nowe różowe skarpetki.,Uwielbiała je.,"Kiedy je zdejmowała, mieszały się z inną bielizną.","W dzień prania, prała ubrania bez sortowania.",Rhonda postanowiła zjeść lunch i odpowiedzieć na e-maile.,"Niestety, zostały zniszczone i Rhonda musiała kupić nowe.",2
