,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
22,"Terwyl ek op universiteit was, het ek 'n ouer man ontmoet.",Ek was 22 en hy was 38.,Ons het mekaar goed verstaan en 'n goeie tyd saam gehad.,Ons het die hele tyd saam gebly terwyl ek daar was.,Ek het aangename herinneringe van daardie tyd.,Ek het negatiewe herinneringe van daardie tyd.,1
23,Bob wou in die skoolspeelstuk wees.,Hy het die rol noukeurig bestudeer.,Hy het dikwels sy lyne geoefen.,Op die proefdag het hy 'n goeie werk gedoen.,Bob was baie trots.,Bob was baie skaam.,1
24,Jackie is aangewys as die agtste graad saalmonitor.,Sy word deur die hele klas afgunstig op haar gemaak.,Haar klasmaats het haar werk dikwels in gevaar gestel.,Hulle sou Jackie se hallpas gesteel het.,Die skoolhoof het haar rumoerige klasmaats geskors.,Haar klasmaats is vir hulle gedrag bekroon.,1
25,My pa het pas 'n nuwe motor gekry.,Om dit te vier het ons almal 'n ritjie geneem.,'n Ander motor het 'n stopbord oorskry en in ons gekraak.,Ek het die venster hard genoeg geslaan om dit te breek.,Ek het uitgeklim en ek en my pa was ok.,Ons is albei deur die voertuig platgeslaan.,1
26,My niggie is mal oor die Frozen fliek.,Sy wil altyd hê jy moet dit aantrek.,Sy loop rond in die huis en sing.,Sy hou daarvan om te skree,Sy sing dit oor en oor.,Sy is lief vir sport en haat prinsesse dinge.,1
27,"Alex het op die veld gedribbel, terwyl sy span twee punte agter was.",Hy het na die telbord gekyk en gesien dat daar net 5 sekondes oor is.,Hy het gesukkel om 'n oop man te vind.,Die verdedigers het soos gom aan sy spanmaats vasgehou.,Die klokkie het geklink en sy span het die wedstryd gewen.,Hy het 'n driekuns probeer maak en gemis.,2
28,Ek het in die biblioteek ingekom en gaan sit.,"Toe ek om my kyk, het ek 'n kind opgemerk.",Hy het 'n rukkie na my gekyk.,Ek het gefrustreerd geraak en van my sitplek af opgestaan.,Ek het nie omgegee wat die kind doen nie.,Ek het hom gevra wat sy probleem is.,2
29,Iva en Brant het probeer om 'n kind te kry.,Hulle het ses maande lank sonder sukses probeer.,"Toe hulle by hulle dokter se afspraak was, het hulle moedeloos geword.",Maar toe sien hulle die dokter wat breed glimlag.,"Brant sal sy planne om 'n kind te ontvoer, kanselleer.",Die egpaar sal bly wees om te weet dat hulle 'n baba verwag.,2
30,Catherine was nog altyd gefassineer deur die sport van Curling.,Catherine hou daarvan om die atlete op televisie te kyk.,Eendag het Catherine besluit om 'n oefensessie vir Curling by te woon.,Tydens die oefening het een van die atlete Catherine genooi om te speel.,Toe het Catherine elke dag begin oefen en het sy goed daarmee geword.,Catherine het gedink dat krulwerk vervelig lyk.,1
31,Francis het nog altyd daarna uitgesien om te leer hoe om te bestuur.,Uiteindelik is hy oud genoeg om' n rybewys te kry.,Francis studeer baie hard om 'n lisensie te kry.,Hy slaag maklik sy bestuurderstoets.,Francis is baie trots op sy prestasie.,Francis besluit dat hy eerder met die openbare vervoer wil ry.,1
32,Gister het ek die Nutcracker baie geniet.,Ek was absoluut mal daaroor.,Dit was pragtig terwyl die dansers die verhoog versier het.,Ek was geëerd om die vertoning te sien.,Ek het gesweer om dit nooit weer te sien nie.,Ek wou dit weer sien.,2
33,Ek het om 8:30 die oggend vir my klas opgestaan.,Ek het droog uit die bed opgestaan en 'n stort geneem.,Ek het vinnig ontbyt geëet en na die klas begin stap.,Ná 50 minute se klas het ek terug geloop na my koshuis.,Ek het besluit om weer terug te gaan klas toe.,"Toe ek daar aankom, het ek 'n middagslapie geneem.",2
34,Gary wou Lisa se aandag kry.,Eendag besluit hy om vir Lisa 'n Gedicht te skryf.,Die volgende dag by die skool sien Gary Lisa in die gang.,Gary glimlag vir Lisa en gee haar die gedig.,Gary slaan Lisa hard en loop weg.,Lisa erken dat sy ook verlief is op Gary.,2
35,Carlos wou nog altyd Frankryk besoek.,Hy besluit dat hy eers Frans moet leer praat voordat hy gaan.,Hy skryf in op 'n nagklas en studeer baie hard.,Carlos kan uiteindelik redelik goed Frans praat.,Carlos bespreek 'n vlug na Australië.,Carlos maak die beste van sy Frans op sy reis na Parys.,2
36,Lars wou nog altyd fotografie probeer.,"Sy vriend was 'n uitstekende fotograaf, maar hy het nog nooit probeer.","Eendag het hy 'n eenvoudige, maar hoëgehalte-kamera gekoop.",Vanaf daardie dag het Lars elke dag beelde van die natuur geneem.,Lars het verlief geraak op fotografie.,Lars het fotografie gehaat.,1
37,Ek het 'n televisie by 'n elektroniese winkel gekoop.,Dit is 'n groot plat skerm met 'n hoë-definisie beeldgehalte.,"Die werknemer het my oortuig om 'n waarborg daarvoor te koop, net in geval.",'n Week later het die televisie van my muur af geval en gebreek.,Ek kon dit regmaak met die waarborg.,Die werknemer is later dood aangetref.,1
38,Ryan was in 'n park.,En hy het 'n dogtertjie met 'n ballon gesien.,"Terwyl hy die park verlaat het, het hy dieselfde ballon in 'n boom sien vassteek.",Hy het in die boom geklim om die ballon te gaan haal.,Ryan het toe die ballon doelbewus laat oopgaan.,Ryan het toe die meisie gevind en haar die ballon gegee wat sy verloor het.,2
39,Jen se bestuurder het vir haar gesê sy moet haar CV oplaai.,Sy het besef dat haar CV nie behoorlik geformateer is nie.,Sy het al die inhoud oorgeskakel na die regte sjabloon.,Sy het die CV opgedateer en inligting oor haar jongste werk bygevoeg.,Toe het sy dit na haar bestuurder gestuur.,Jen het dit gehaat om skottelgoed te was.,1
40,Neil het die stad Fez besoek.,Hy het hulle etniese kookkuns geproe.,Toe het hy souvenir-goed gaan koop.,"Fez het ook goeie straatkunstenaars gehad, het hy opgemerk.",Neil het 'n goeie tyd gehad.,Neil en Fez het beste vriende geword.,1
41,Ek moes my hond uitneem.,My buurt vereis 'n leiband.,Ek het deur my huis gesoek na die leiband.,Ek kon dit nie vind nie.,Ek het besluit om my hond na die agterplaas te neem.,Ek het my hond in die huis laat ingaan.,1
42,"Dit was 'n helder, warm dag.",Joe het dus gedink dit sal lekker wees om 'n bietjie te stap.,Hy het besluit om na sy plaaslike koffiewinkel te loop.,Maar halfpad daar het hy moeg begin word.,Hy het dus na die koffiewinkel gehardloop.,Joe is spyt dat hy buite gegaan het.,2
43,Jen het die hele dag op 'n pakkie gewag.,Uiteindelik het sy gesien hoe die UPS-man na die deur toe loop.,Hy het die pakkie afgelewer en sy het dit binnegebring.,Sy het die pakkie met 'n mes oopgemaak.,In die boks was 'n pasgebore baba.,Jen het haar nuwe jas in die pakkie gevind.,2
44,Frank wou nie sy huiswerk doen nie.,Hy wou eerder videospeletjies speel.,Frank se ouers het vir hom gesê om eers sy huiswerk te doen.,Frank het 'n woedeaanval gehad en is gestraf.,Frank het sy videospeletjies vir 'n week verloor.,Frank het 'n nuwe spel gekry.,1
45,Timmy het in die 3-punt kompetisie by sy skool deelgeneem.,Die wenner sal 'n kans kry om 'n universiteitsbeurs van $1000 te wen.,Timmy het die hele naweek geoefen om drie-punte te skiet.,Hy was gereed toe die dag van die kompetisie aangebreek het.,Timmy het die kompetisie gewen.,Timmy het na die rybaan gegaan op die dag van die kompetisie.,1
46,Drake het Vrydag 'n partytjie bygewoon.,Hy het ontdek dat sy beursie uit sy jas gesteel is.,"Drake het onmiddellik die polisie gebel, maar die beursie is nie gevind nie.",Drake het die gasheer van die partytjie oor die kwessie gekonfronteer.,En die gasheer het vir hom gesê dat hy ook nie weet nie.,Drake het vir die gasheer gesê dat hy weer sy partytjies wil bywoon.,1
47,Bob het uitgevind dat sy vragmotor' n plat band het.,Hy het nog nooit voorheen 'n band verander nie.,Hy het die bandspoel en yster uitgetrek.,Hy kon nie die skroewe verwyder nie.,Bob het iemand gebel om sy plat band reg te maak.,Bob het met sy vragmotor na die mark toe gery.,1
48,Jack is moeg daarvoor om e-posse op sy tablet te skryf.,Hy besluit dat hy in 'n skootrekenaar moet belê.,Hy ondersoek verskillende skootrekenaars totdat hy die perfekte een gevind het.,Uiteindelik koop hy dit.,Nou geniet Jack dit om e-posse te beantwoord.,Jack gebruik nou die posdiens in plaas van e-pos.,1
49,Jake se hare het 'n bietjie te lank geword.,Hy het 'n werksonderhoud gehad.,Hy het sy ma gevra om sy hare te sny.,Sy ma het hom 'n mooi professionele kapsel gegee.,Jake het sy hande gewas.,Jake het die werk gekry.,2
50,Sean het vandag by my kom kuier.,"Sam, Sean en ek het speletjies gespeel.",Hulle het kwaad geword oor hoe sleg ek was.,Hulle het gesê ek kan nie meer speel totdat ek beter is nie.,Ek was baie seergemaak.,Ek was baie tevrede.,1
51,Sarah wou 'n kaartjie pos.,Sy het na die poskantoor gegaan.,Sy het vir seëls betaal.,Sy het die brief in 'n koevert gesit.,Sarah het haar brief self afgelewer.,Sarah se brief was binnekort op pad na sy bestemming.,2
52,Chuck was moeg van die werk.,Hy het sy werk vir 'n ruk gesluit.,Hy het die forum geopen om met kollegas te gesels.,Na daardie nare Zoltar treffers het hy hierdie breek nodig gehad.,Chuck het besluit om sy werk te verlaat.,Hy het toe gevoel dat hy weer aan die werk moes gaan.,2
53,Bob het plastieksakke gebruik om inkopies te doen.,Toe het sy vriend vir hom gesê dat plastiek sleg is vir die omgewing.,Bob het besluit om sy plastieksakke te laat vaar.,Bob het in herbruikbare inkopiesakkies belê.,Bob het sy herbruikbare inkopiesakkies gebruik om inkopies te doen.,Bob het voortgegaan om sy plastieksakke vir kruideniersware te gebruik om inkopies te doen.,1
54,Joe moes 'n portret van homself vir 'n projek kry.,Hy het 'n paar plaaslike kunstenaars gebel en hulle pryse gevra.,Een van die kunstenaars het redelike pryse gehad.,Joe het 'n afspraak gemaak met daardie kunstenaar om die portret te doen.,Joe was baie tevrede met die resultate.,Die kunstenaar het 'n Joe se kat geverf.,1
55,Ann het probeer om op te hou rook.,"Sy het verskeie pogings aangewend, maar het altyd misluk.",Toe het sy 'n nikotienplaster gebruik om haar te help.,En help haar om dit te doen!,"Ann het die hoeveelheid sigarette wat sy elke dag gerook het, verdubbel.",Ann kon met sukses ophou rook.,2
56,Jen is vir die somer na haar tante gestuur.,Sy het die gedagte gehaat om die hele somer lank van haar plaaslike biblioteek af weg te wees.,"Sy het 'n paar boeke saamgeneem, maar sy het dit vinnig deurgelees.","Toe sy daar aankom, het haar tante haar in' n spesiale kamer in haar huis ingebring.",Jen het gesien hoe haar boeke in die kaggel brand.,Die kamer was vol rakke met boeke wat meisies aangetrokke was.,2
57,Gister was Rob se tand skoonmaak.,Hy is gewoonlik baie bang vir tandartse.,Maar daar is 'n oulike nuwe verpleegster by die kantoor.,Hy was opgewonde om te gaan.,Rob het verfris gevoel ná sy kolonoskopie.,Rob was teleurgesteld toe die oulike verpleegster nie daardie dag daar was nie.,2
58,Joe het daarvan gehou om grond te eet.,Hy het elke geleentheid gebruik om modderkoek te maak.,Hy het 'n pastei geëet toe hy iets baie hard in sy mond voel.,Joe het op 'n rots gebyt en sy tand uitgekap.,Joe wou nog klippe kou.,Joe het besluit om nie weer vuil te eet nie.,2
59,Rob was nog nooit op 'n berg- en berghelling nie.,Rob se vriende het hom 'n gratis kaartjie na Six Flags aangebied.,Rob het besluit dat hy ook kan aansluit.,Hulle het almal gegaan en in 'n lang tou gewag.,Rob het vrygewige vriende gehad.,Rob se vriende was onbedagsaam.,1
60,Carly het gewag dat Sam haar bel.,Hy het belowe om dit Vrydag te doen.,Dit was nou laat Saterdag en sy het niks gehoor nie.,Uiteindelik het sy besluit om hom te bel.,Sam het die telefoon geantwoord.,Carly het take-out oor die telefoon bestel.,1
61,Amy het op haar verjaardag van die skool af huis toe gekom na 'n leë huis.,Sy was ontsteld omdat almal haar spesiale dag vergeet het.,Sy het hartseer in die sitkamer ingeloop.,Skielik het haar vriende en familie uit hulle skuilplekke uitgekom.,Amy het met blydskap geglimlag.,Amy het uit die kamer geloop en die huis verlaat.,1
62,Pan het my sonder enige rede probeer slaan.,Ek was so kwaad dat ek haar stoot eenvoudig verdedig het.,Sy het voortgegaan om haar vuis na my te gooi.,"In 'n poging om haar te keer, het ek haar op die grond gegooi.",Pan het uiteindelik gestop.,Ek het Pan 'n groot drukkie gegee.,1
63,Becky het 'n neef met die naam Ashley.,Becky en Ashley was vriende toe hulle kinders was.,Ashley het dom begin wees toe sy grootgeword het.,Sy is tronk toe vir diefstal van tampons uit 'n dollarwinkel.,Becky het kontak met haar verloor.,Becky is trots op Ashley.,1
64,Pam en Tom se baba het lig geslaap.,Hulle onbedagsame buurman het dikwels sy hond die hele dag buite gelaat blaf.,"Elke keer as Pam haar baba laat slaap het, het die hond begin blaf.",Pam het gedroom dat sy die hond sou laat los sodat hy weg sou hardloop.,Een aand het Pam haar katte in haar huis laat ingaan.,Op 'n aand het Pam besluit om die honde vry te laat.,2
65,May is aanvaar by 'n kollege in Fredonia.,Sy het die bus na haar nuwe skool geneem.,Sy het die kampus verken.,Sy was lief vir alles wat sy gesien het.,Sy het skool verlaat.,Sy het selfs al haar professore gehou.,2
66,Mary moes tande trek.,Sy wou hê die tandarts moes haar laat slaap.,"Al wat hy kon doen, was om die area met Novocaine te verdraai.",Mary staar hom in afgryse.,"Nadat die tandarts haar gesigsuitdrukking gesien het, kon hy Mary help.",Mary het die tandarts in 'n goeie bui verlaat.,1
67,Ford was trots op sy hoë GPA.,Hy het elke aand aan sy opdragte gewerk om dit te verbeter.,Ford se vriende het hom gewaarsku dat hy die pret misloop.,Later in sy lewe het Ford 'n suksesvolle prokureur geword.,Ford was hartseer dat hy soveel bereik het.,Ford was trots op sy prestasies.,2
68,My vrou sê ek het nie passie nie.,Dat ek nie baie stokperdjies of belangstellings het nie.,"Ek het probeer redeneer, maar kon nie.",Ek het besef dat sy reg was.,Ek het besluit om te verander.,Ek is ongetroud.,1
69,Nina wou 'n mooi Halloween-kostuum hê.,Maar sy kon nie iets spoggerigs bekostig nie.,Sy het deur haar huis gesoek na idees.,Toe het sy 'n wonderlike kostuum gratis gekry.,Nina het 'n speelding gekoop.,Nina was opgewonde.,2
70,Veronika het daarvan gehou om in die bos te stap.,Eendag het sy op 'n pad 'n boomhut gevind.,Sy het die leer geklim en was verbaas oor al die dinge in die huis.,Dit was ten volle toegerus met 'n meubels en komberse.,Veronika het nie baie van die boomhut gehou nie.,Veronika besluit om die boomhut meer gereeld te besoek.,2
71,Dit was 'n pragtige lentedag vroeg in Maart.,Tracey het besluit om 'n wandeling in die bos agter haar huis te gaan maak.,Sy het 'n speeksel gehoor en begin om dit te soek in die bome.,Sy het oor 'n wortel gestruikel en op die pad geval.,Tracey het terug huis toe gehardloop.,Tracey het haar val afgestaan.,2
72,Bob was baie dors en wou 'n koeldrank hê.,Ongelukkig het hy nie geld gehad nie.,Bob het by 'n vulstasie ingestap en gevra of hy 'n koeldrank kon drink.,Die kassier het hom gevra of hy geld het.,Hy het nee gesê en die pomp verlaat.,Hy het besluit om te gaan hardloop.,1
73,Jim het by die lughawe gewag.,Sy vrou sal oor 'n uur daar wees.,Hy was baie verveeld.,Hy het toe besluit om sy boek te voltooi.,Jim het sy vrou ná 'n uur gesien.,Jim het weggery voordat sy vrou opgedaag het.,1
74,Joe wou baie graag aan die Columbia-universiteit studeer.,"Hy het baie hard gewerk op skool, was in die sokkerspan.",Hy is op die waglys geplaas.,"Hoewel hy teleurgesteld was, het hy tot die einde toe sy bes gedoen.",Joe was nog steeds baie trots op sy harde werk.,Joe het besluit dat hy nie na die kollege wou gaan nie.,1
75,Gina se vriendin Tami het 'n map gehad wat sy nie wou hê dat enigiemand anders moes hê nie.,"Gina wou een hê, maar het nie geweet waar om een te koop nie.",Tami het nou 'n nuwe Lisa Frank Trapper Keeper gehad.,Gina was jaloers omdat sy ook een wou hê.,Gina het op eBay gekyk en een gevind wat sy kon bekostig.,Gina het die hele tuin geknip en niemand kon haar help nie.,1
76,Leah het 'n pragtige Kersboom in haar huis gehad.,Eendag het sy na die winkel gegaan.,"Toe sy terugkom, is die boom omgegooi.",Haar kat het daarop geklim en dit afgetrek!,Leah het besluit dat sy die boom op die vloer beter as staan hou.,Leah het haar kat gestraf.,2
77,Peter het jare lank dieselfde stoel gebruik.,Dit het begin verslete raak.,"Hy het besluit om 'n nuwe, gemakliker stoel te koop.","Toe dit daar aangekom het, was Petrus baie bly.",Peter het gedink dat dit selfs gemakliker as die ou een sou wees.,Peter het sy hond die stoel vir homself laat gebruik.,1
78,Rex maak gereed vir 'n partytjie vanaand.,Hy besef dat hy niks vir gaste voorberei het om met kaas te eet nie.,Rex hardloop uit om 'n baguette te kry.,"Hy sny dit in dun, ewe snye sodat dit maklik is om te eet.",Rex het op 'n lang reis oor die oseaan gegaan.,Almal het van die kaas en brood gehou.,2
79,Ali neem elke dag die trein om by die werk te kom.,"Eendag was sy baie siek, maar het nog steeds werk toe gegaan.",Sy het die hele dag hard gewerk en selfs werk huis toe geneem.,Sy het in die trein geklim en aan die slaap geraak.,Sy was 'n lui werknemer.,Sy het haar stop gemis en moes met 'n bus huis toe ry.,2
80,Die sokkerspan het die hele seisoen hard gewerk.,Hulle het elke wedstryd gewen en die kampioenskap gewen.,Daar was net sekondes oor op die klok en die wedstryd was gelyk.,Die quarterback het 'n lang pas gemaak en die ontvanger het aangeteken.,Die skare het die span hardop gejuig.,Die hele gehoor het op hulle sitplekke opgestaan en woedend geapplaudisseer.,2
81,Ons woon in 'n hoë gebou.,"Eendag het die wind sterk gebreek, deels weens die hoogte van die gebou.",Die wind het die takke van die bome so hard geblaas dat my vrou nie kon slaap nie.,Die wind het ook die internetkabel omgegooi.,Ek en my vrou was baie ongelukkig om ons internetverbinding te verloor.,Ons het van die sterk wind en die gebrek aan slaap gehou.,1
82,Kate wou 'n nuwe sleutelbord vir haar rekenaar koop.,Sy het maande lank gespaar om 'n goeie klawerbord te koop.,Kate het uiteindelik aanlyn gegaan en haar klawerbord bestel!,Sy het dae lank opgewonde op die aankoms daarvan gewag.,Toe het sy haar bestelling gekanselleer.,Toe het haar sleutelbord in die pos aangekom.,2
83,Jon het sy universiteitsgraad voltooi en begin werk soek.,Hy het elke dag vir werk in sy veld aansoek gedoen.,"Drie weke nadat hy begin het, het hy 'n oproep gekry.","Die persoon wat gebel het, het gevra of hy belangstel in' n onderhoud.",Jon het ingestem.,Jon het die aanbod verwerp.,1
84,Julie het daarvan gehou om enigiets te lees wat sy in die hande kon kry.,Sy het die meeste van haar tyd in die biblioteek deurgebring.,Haar gunstelingbiblioteek is deur juffrou Watson beman.,Mej. Watson het gesien hoe lief Julie vir boeke is en het haar 'n werk aangebied.,Julie het dit met graagte aanvaar!,Julie het haar vriendin in die oog geslaan.,1
85,Amy se familie was op pad na Six Flags.,Sy het geduldig in die motor gesit en gewag om te arriveer.,"Toe hulle aangekom het, het sy op haar knieë sit en die park ondersoek.",Sy het 'n uur lank in die ry gestaan om op die grootste berg- en berghut te ry.,Amy was baie opgewonde om by die park te wees.,Amy het gedink die park is saai.,1
86,Steve was haastig om na die sokkerwedstryd te gaan.,Op die snelweg het Steve sy motor baie vinnig gery.,Die snelwegpatrollie het Steve se motor gestop.,Die polisieman het vir Steve' n boete opgelê omdat hy te vinnig gery het.,Steve was tevrede.,Steve was ontsteld.,2
87,My dogter het na haar eerste verjaardagpartytjie vir 'n vriendin gegaan.,Sy was so opgewonde om na die partytjie te gaan.,Sy het 'n hele week lank van niks anders gepraat nie.,Sy het na die partytjie gegaan en dit baie geniet.,Sy het besluit om nooit weer na 'n partytjie te gaan nie.,"Toe sy by die huis kom, het sy onmiddellik aan die slaap geraak, uitgeput.",2
88,Bob het geld nodig gehad om kos te koop.,Hy was hartseer omdat hy nie kon eet nie omdat hy nie geld gehad het nie.,Hy het besluit om 'n boek oor sy moeilike lewe te skryf.,Mense het die boek onmiddellik geprys en duisende eksemplare gekoop!,Die wins van die boekverkope het Bob genoeg geld gegee om te eet.,Die openbare reaksie op die boek beteken dat Bob nog steeds honger ly.,1
89,Ek het vandag net my eerste marathon voltooi.,Dit was omtrent ses myl en ek het baie hard gewerk.,Ek het omtrent drie maande lank daarvoor geoefen.,Dit was nog altyd op my lys van dinge om te doen in die lewe,Ek was nog nooit so gelukkig nie.,Ek is baie teleurgesteld in myself.,1
90,Bobby het sy vrugte-rolletjie in die vorm van 'n vliegtuig gevou.,Hy gewond sy arm en gooi roll-up vliegtuig so hard as wat hy kon.,Maar dit was te swaar en het soos 'n baksteen geval.,Bobby het besluit dat vliegtuie van papier gemaak moet word.,Bobby was vyf jaar oud.,Bobby was 35 jaar oud.,1
91,Sam het een aand na die sterre gekyk.,Skielik het hy regop gesit.,"Hy het 'n flikkerende, bewegende ster gesien!",Hy het gehardloop om dit vir sy pa te wys.,Sy pa het gelag omdat die ster eintlik 'n straalvliegtuig met ligte was.,Sam se pa was bly dat sy seun in geologie belangstel.,1
