,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
19,ஒரு சிறுவன் மூன்றாம் வகுப்பு படித்துக் கொண்டிருந்தான்.,அவர் மிகவும் புத்திசாலி ஆனால் வாசிப்பு போராடி.,"அவர் சத்தமாக வாசிக்கும்போது, வகுப்பு தோழர்கள் அவரைப் பார்த்து சிரித்தனர்.",அவர் தினமும் வாசிப்பதை பயிற்சி செய்ய ஆரம்பித்தார்.,சிறுவன் ஒருபோதும் முன்னேற மாட்டான் என்பதை ஏற்றுக்கொண்டான்.,[பக்கம் 3-ன் படம்],2
20,ரோஸியின் வகுப்பு ஒரு சிறிய கட்சி இருந்தது.,அனைவருக்கும் பழ சாலட் செய்ய முடிவு செய்தாள்.,[பக்கம் 3-ன் படம்],விருந்து நடந்த அன்று அவள் ஒரு பெரிய பாத்திரத்தில் பழ சாலட் எடுத்துக்கொண்டாள்.,ரோஸியின் வகுப்பு பழ சாலட் பகிர்ந்து.,ரோஸி வீட்டில் தனது குளிர்சாதன பெட்டியில் பழ சாலட் பாத்திரத்தை வைத்திருந்தார்.,1
21,கெல்லி தனது புதிய தொலைபேசியைப் பெற்றதில் மகிழ்ச்சியடைந்தார்.,அவள் அதை எல்லா இடங்களிலும் எடுத்துச் சென்றாள்.,துரதிருஷ்டவசமாக அவள் அதை உடைத்து.,"ஆனால், அதிர்ஷ்டவசமாக, அவள் அதை சரிசெய்ய முடிந்தது.",கடை அதை சரிசெய்ய ஒரு நியாயமான விலை கொடுத்தார்.,கெல்லி ஒரு புதிய தொலைபேசி வாங்கினார்.,1
22,"கல்லூரியில் படிக்கும்போது, ஒரு வயதானவரை சந்தித்தேன்.","நான் 22 வயதில், அவர் 38 வயதில்.","நாங்கள் நல்ல புரிதலோடு இருந்தோம், நல்ல நேரத்தை ஒன்றாகக் கழித்தோம்.",நான் அங்கு இருந்த போது நாம் ஒன்றாக தங்கியிருந்தேன்.,[பக்கம் 3-ன் படம்],அந்தக் காலத்தைப்பற்றி எனக்கு எதிர்மறை நினைவுகள் இருக்கின்றன.,1
23,பாப் பள்ளி நாடகத்தில் இருக்க விரும்பினார்.,அவர் கவனமாக அந்த பகுதியை படித்தார்.,அவர் அடிக்கடி தனது வரிகளை பயிற்சி செய்தார்.,அவர் ஒரு பெரிய வேலை செய்தார்.,பாப் மிகவும் பெருமை.,பாப் மிகவும் வெட்கப்பட்டார்.,1
24,ஜாக்கி எட்டாம் வகுப்பு ஹால் கண்காணிப்பவர் நியமிக்கப்பட்டுள்ளது.,வகுப்பில் அனைவரும் அவளைப் பார்த்து பொறாமைப்படுகிறார்கள்.,[பக்கம் 3-ன் படம்],அவர்கள் ஜாக்கி ஹால் பாஸ் திருட வேண்டும்.,பள்ளி இயக்குநர் அவளது சத்தமில்லாத வகுப்பு தோழர்களை இடைநீக்கம் செய்தார்.,[பக்கம் 3-ன் படம்],1
25,என் அப்பா ஒரு புதிய கார் கிடைத்தது.,கொண்டாட நாம் அனைவரும் ஒரு டிரைவ் சென்றார்.,மற்றொரு கார் ஒரு நிறுத்து அடையாளத்தை கடந்து எங்களை மோதிவிட்டது.,நான் ஜன்னல் அதை உடைக்க போதுமான வலுவாக அடித்து.,நான் வெளியே ஏறினேன் மற்றும் நான் என் அப்பா சரி.,நாங்கள் இருவரும் வாகனத்தால் நொறுக்கப்பட்டு விட்டோம்.,1
26,என் மருமகள் ஃப்ரோசன் திரைப்படத்தை நேசிக்கிறார்.,அவள் எப்போதும் அதை வைத்து விரும்புகிறார்.,அவள் வீட்டில் சுற்றி பாடுகிறாள்.,அவள் அதை விட்டு செல்ல கத்த விரும்புகிறார்.,அவள் அதை மீண்டும் மீண்டும் பாடுகிறாள்.,அவள் விளையாட்டு நேசிக்கிறார் மற்றும் இளவரசி விஷயங்களை வெறுக்கிறார்.,1
27,"அலெக்ஸ் தனது அணி இரண்டு புள்ளிகள் கீழே, நீதிமன்றம் வரை dribbling இருந்தது.","அவர் ஸ்கோர்போர்டை பார்த்தார், மேலும் 5 வினாடிகள் மட்டுமே மீதமிருந்ததைக் கண்டார்.",ஒரு திறந்த மனிதனைக் கண்டுபிடிக்க முயன்றபோது அவரது மனம் வேகமாக ஓடியது.,பாதுகாவலர்கள் அவரது அணியினருடன் பசைபோல் ஒட்டிக்கொண்டிருந்தனர்.,பம்ப் ஒலித்தது மற்றும் அவரது அணி விளையாட்டை வென்றது.,அவர் ஒரு மூன்று-புள்ளி முயற்சி மற்றும் தவறவிட்டார்.,2
28,நான் நூலகத்திற்குள் வந்து அமர்ந்தேன்.,"நான் சுற்றி பார்த்த போது, நான் ஒரு குழந்தை கவனித்தேன்.",அவர் என்னை ஒரு நேரம் பார்த்துக் கொண்டிருந்தார்.,"நான் விரக்தியடைந்தேன், இருக்கையிலிருந்து எழுந்து நின்றேன்.",நான் அந்த குழந்தை என்ன செய்து கொண்டிருந்தார் கவலைப்படவில்லை.,நான் அவரிடம் என்ன பிரச்சனை என்று கேட்டேன்.,2
29,இவா மற்றும் பிராண்ட் ஒரு குழந்தை கருத்தரிக்க முயற்சி.,ஆறு மாதங்களாக முயற்சித்தும் வெற்றி கிடைக்கவில்லை.,[பக்கம் 3-ன் படம்],"ஆனால், டாக்டர் சிரித்ததை அவர்கள் பார்த்தார்கள்.",Brant ஒரு குழந்தையை கடத்த அவரது திட்டங்களை ரத்து செய்யும்.,தம்பதியினர் தங்கள் வழியில் ஒரு குழந்தை இருப்பதை அறிந்து மகிழ்ச்சியடைவார்கள்.,2
30,கர்லிங் விளையாட்டு எப்பொழுதும் கேத்தரின் ஆர்வத்தை தூண்டியுள்ளது.,தொலைக்காட்சியில் விளையாட்டு வீரர்கள் விளையாடுவதை பார்த்துக் கொண்டே காதலிக்கிறாள் கேத்தரின்.,"ஒரு நாள், கர்லிங் பயிற்சிக்கு செல்ல முடிவு செய்தார்.","பயிற்சியில், விளையாட்டு வீரர்களில் ஒருவர் கேத்ரீனை விளையாட அழைத்தார்.",[பக்கம் 3-ன் படம்],கேத்தரின் கர்லிங் சலிப்பாக இருந்தது என்று நினைத்தார்.,1
31,பிரான்சிஸ் எப்பொழுதும் கார் ஓட்டக் கற்றுக்கொள்ள ஆவலுடன் காத்திருந்தார்.,இறுதியாக அவர் ஓட்டுநர் உரிமம் பெற போதுமான வயதை அடைந்துள்ளார்.,பிரான்சிஸ் ஒரு உரிமம் பெற மிகவும் கடினமாக படிக்கிறார்.,அவர் ஓட்டுநர் தேர்வில் எளிதாக தேர்ச்சி பெற்றார்.,பிரான்சிஸ் தனது சாதனை குறித்து மிகவும் பெருமைப்படுகிறார்.,பிரான்சிஸ் பொது போக்குவரத்தை விரும்புவதாக முடிவு செய்தார்.,1
32,நேற்று நான் நட்ஸ்ரேக்கர் பார்த்து ஒரு பெரிய நேரம் இருந்தது.,நான் அதை மிகவும் நேசித்தேன்.,நடனக் கலைஞர்கள் மேடையை அலங்கரித்தபோது அது அழகாக இருந்தது.,நிகழ்ச்சியைப் பார்த்ததில் பெருமை அடைகிறேன்.,நான் மீண்டும் அதை பார்க்க முடியாது என்று சத்தியம்.,நான் அதை மீண்டும் பார்க்க வேண்டும்.,2
33,நான் காலையில் 8:30 மணிக்கு என் வகுப்பிற்கு எழுந்தேன்.,நான் தூக்கத்துடன் படுக்கையிலிருந்து எழுந்து குளித்தேன்.,நான் விரைவாக காலை உணவை சாப்பிட்டு வகுப்புக்கு நடக்க ஆரம்பித்தேன்.,"50 நிமிட வகுப்பிற்குப் பிறகு, நான் என் விடுதிக்கு நடக்க ஆரம்பித்தேன்.",நான் மீண்டும் வகுப்புக்கு செல்ல முடிவு செய்தேன்.,"நான் அங்கு சென்றதும், நான் ஒரு தூக்கம் எடுத்தேன்.",2
34,கேரி லிசாவின் கவனத்தை ஈர்க்க விரும்பினார்.,ஒரு நாள் அவர் லிசா ஒரு கவிதை எழுத முடிவு.,"அடுத்த நாள் பள்ளியில், கேரி லிசாவை ஹாலில் பார்க்கிறார்.",கேரி லிசாவுக்கு ஒரு பெரிய புன்னகையை கொடுத்து கவிதையை கொடுக்கிறார்.,"கேரி லிசாவை கடுமையாக அடித்துவிட்டு, அங்கிருந்து சென்றுவிட்டார்.",லிசாவும் கேரி மீது ஒரு காதல் கொண்டிருப்பதாக ஒப்புக்கொள்கிறார்.,2
35,கார்லோஸ் எப்பொழுதும் பிரான்ஸ் செல்ல விரும்பினார்.,பிரெஞ்சு மொழியைப் பேச கற்றுக்கொள்ள வேண்டும் என்று அவர் முடிவு செய்கிறார்.,இரவு வகுப்பில் சேர்ந்து கடுமையாகப் படிக்கிறார்.,இறுதியாக கார்லோஸ் பிரெஞ்சு மொழியை நன்றாகப் பேச முடிந்தது.,கார்லோஸ் ஆஸ்திரேலியாவிற்கு ஒரு விமானத்தை முன்பதிவு செய்கிறார்.,பாரிஸ் பயணத்தில் கார்லோஸ் தனது பிரெஞ்சு மொழியைப் பயன்படுத்திக் கொள்கிறார்.,2
36,லார்ஸ் எப்போதும் புகைப்படம் எடுக்க விரும்பினார்.,"அவரது நண்பர் ஒரு சிறந்த புகைப்படக்காரர், ஆனால் அவர் முயற்சித்தது இல்லை.","ஒரு நாள் அவர் ஒரு எளிய, ஆனால் உயர் தரமான, கேமராவை வாங்கினார்.","அன்று முதல், லார்ஸ் ஒவ்வொரு நாளும் இயற்கையின் படங்களை எடுத்தார்.",லார்ஸ் புகைப்படம் எடுத்தல் மீது காதல் கொண்டார்.,லார்ஸ் புகைப்படம் வெறுத்தார்.,1
37,நான் ஒரு எலக்ட்ரானிக்ஸ் கடையில் இருந்து ஒரு தொலைக்காட்சியை வாங்கினேன்.,இது உயர் வரையறை படத் தரம் கொண்ட பெரிய பிளாட்ஸ்கிரீன் ஆகும்.,ஒரு ஊழியர் எனக்கு ஒரு உத்தரவாதத்தை வாங்க வேண்டும் என்று என்னை நம்பவைத்தார்.,ஒரு வாரத்திற்குப் பிறகு தொலைக்காட்சி என் சுவரில் இருந்து விழுந்து உடைந்தது.,நான் உத்தரவாதத்தை அதை சரி செய்ய முடியும்.,பின்னர் அந்த ஊழியர் இறந்து கிடந்தார்.,1
38,ரியான் ஒரு பூங்காவில் இருந்தது.,ஒரு சிறுமி ஒரு பலூனை பிடித்து கொண்டு இருப்பதை அவர் பார்த்தார்.,"பூங்காவை விட்டு வெளியேறும்போது, அதே பலூனை ஒரு மரத்தில் சிக்கியிருப்பதைக் கண்டார்.",அவர் பலூனை மீட்க மரத்தில் ஏறினார்.,பின்னர் ரியான் வேண்டுமென்றே பலூனை வெடித்தார்.,பின்னர் ரியான் அந்த பெண்ணை கண்டுபிடித்து அவள் இழந்த பலூனை கொடுத்தார்.,2
39,ஜென் மேலாளர் அவள் தனது விண்ணப்பத்தை பதிவேற்ற வேண்டும் என்று கூறினார்.,அவள் விண்ணப்பத்தை சரியாக வடிவமைக்கவில்லை என்று உணர்ந்தாள்.,அவள் அனைத்து உள்ளடக்கத்தையும் சரியான டெம்ப்ளேட்டிற்கு மாற்றினாள்.,"தனது சமீபத்திய வேலை பற்றிய தகவல்களை சேர்த்து, தனது விண்ணப்பத்தை புதுப்பித்தாள்.",பின்னர் அவள் அதை தனது மேலாளருக்கு அனுப்பினாள்.,ஜென் பாத்திரங்களை கழுவுவதை வெறுத்தார்.,1
40,நீல் ஃபெஸ் நகரில் சுற்றுப்பயணம் செய்து கொண்டிருந்தார்.,அவர் அவர்களின் இன உணவு வகைகளை ருசித்தார்.,பின்னர் அவர் நினைவு பரிசுகளை வாங்கச் சென்றார்.,ஃபெஸ் நகரில் சிறந்த தெரு கலைஞர்களும் இருந்தனர் என்று அவர் குறிப்பிட்டார்.,நீல் ஒரு பெரிய நேரம் இருந்தது.,"நீலும், ஃபெஸும் சிறந்த நண்பர்களாக ஆனார்கள்.",1
41,நான் என் நாய் வெளியே நடக்க வேண்டும்.,என் அக்கம் ஒரு லேஸ் தேவைப்படுகிறது.,நான் என் வீட்டில் மூலம் பார்த்தேன் தண்டு.,நான் அதை கண்டுபிடிக்க முடியவில்லை.,நான் என் நாய் பின்புறம் முற்றத்தில் எடுக்க முடிவு.,நான் என் நாய் உள்ளே செல்ல அனுமதிக்க.,1
42,"அது ஒரு பிரகாசமான, சூடான நாள்.",எனவே ஜோ அது ஒரு நடைக்கு நன்றாக இருக்கும் என்று நினைத்தேன்.,அவர் தனது உள்ளூர் காபி கடைக்கு நடக்க முடிவு செய்தார்.,"ஆனால் பாதி வழியில், அவர் சோர்வடைய ஆரம்பித்தார்.",எனவே அவர் காபி கடைக்கு ஓடினார்.,ஜோ வெளியே வருந்துகிறார்.,2
43,ஜென் ஒரு தொகுப்பு நாள் முழுவதும் காத்திருந்தேன்.,கடைசியில் அவள் யுபிஎஸ் மனிதன் கதவை நோக்கி நடந்து வருவதை பார்த்தாள்.,அவர் தொகுப்பு வழங்கினார் மற்றும் அவள் உள்ளே கொண்டு.,அவள் ஒரு கத்தியால் அந்த பொட்டலத்தை திறந்தாள்.,பெட்டியில் ஒரு புதிதாகப் பிறந்த குழந்தை இருந்தது.,ஜென் தனது புதிய கோட் தொகுப்பு உள்ளே காணப்படும்.,2
44,ஃபிராங்க் தனது வீட்டுப்பாடத்தை செய்ய விரும்பவில்லை.,அதற்கு பதிலாக வீடியோ கேம் விளையாட விரும்பினார்.,ஃபிராங்கின் பெற்றோர் முதலில் வீட்டுப்பாடத்தை செய்யச் சொன்னார்கள்.,ஃபிராங்க் ஒரு கோபத்தை தூக்கி எறிந்து தண்டிக்கப்பட்டார்.,ஃபிராங்க் ஒரு வாரம் தனது வீடியோ கேம்களை இழந்தார்.,பிராங்க் ஒரு புதிய விளையாட்டு கிடைத்தது.,1
45,டிம்மி தனது பள்ளியில் 3 புள்ளி போட்டியில் போட்டியிட்டார்.,வெற்றியாளர் 1000 டாலர் கல்லூரி உதவித்தொகை பெற வாய்ப்பு உள்ளது.,டிம்மி 3 சுட்டிகள் சுட அனைத்து வார இறுதி பயிற்சி.,போட்டி தொடங்கும் நாள் வந்தபோது அவர் தயாராக இருந்தார்.,டிமி போட்டியில் வென்றார்.,டிம்மி போட்டி நாள் ஓட்டுநர் ரேஞ்சிற்கு சென்றார்.,1
46,டிரேக் வெள்ளிக்கிழமை ஒரு விருந்தில் கலந்து கொண்டார்.,அவர் தனது பாவாடை இருந்து அவரது பணப்பையை திருடப்பட்டது என்று கண்டுபிடித்தார்.,"உடனடியாக டிரேக் போலீஸை அழைத்தார், ஆனால் பணப்பையை கண்டுபிடிக்க முடியவில்லை.",இந்த விவகாரம் குறித்து விருந்து நடத்துனரை ட்ரேக் சந்தித்தார்.,அந்த விருந்தினரும் தனக்கு தெரியாது என்று சொன்னான்.,ட்ரேக் தனது விருந்துகளில் மீண்டும் கலந்து கொள்ள விரும்புவதாக தொகுப்பாளரிடம் கூறினார்.,1
47,பாப் தனது லாரி ஒரு பிட் டயர் இருந்தது கண்டுபிடிக்கப்பட்டது.,அவர் ஒரு டயர் மாற்றியது இல்லை முன்.,அவர் டயர் ஜாக் மற்றும் இரும்பு வெளியே கிடைத்தது.,அவர் போல்ட் நீக்க முடியவில்லை.,பாப் தனது பிளாக் டயரை சரிசெய்ய யாரையாவது அழைத்தார்.,பாப் தனது லாரி கொண்டு சந்தைக்கு சென்றார்.,1
48,ஜாக் தனது டேப்லெட் கணினியில் மின்னஞ்சல் எழுதுவதில் சோர்வாக இருக்கிறார்.,அவர் ஒரு மடிக்கணினி முதலீடு செய்ய வேண்டும் என்று முடிவு.,அவர் பல்வேறு லேப்டாப்புகளை ஆராய்ச்சி செய்து சரியான ஒன்றை கண்டுபிடித்துள்ளார்.,இறுதியாக அவர் அதை வாங்குகிறார்.,இப்போது ஜாக் மின்னஞ்சல்களுக்கு பதில் அளிப்பதை மிகவும் ரசிக்கிறார்.,ஜாக் இப்போது மின்னஞ்சலுக்குப் பதிலாக அஞ்சல் சேவையைப் பயன்படுத்துகிறார்.,1
49,ஜேக்கின் முடி ஒரு பிட் நீண்ட பெறுவது.,அவர் ஒரு வேலை நேர்காணல் வரவிருக்கிறது.,அவர் தனது தாயிடம் தனது தலைமுடியை வெட்டச் சொன்னார்.,அவரது தாயார் அவரை ஒரு அழகான வெட்டு தொழில்முறை தேடும் முடி வெட்டு கொடுத்தார்.,ஜேக் கைகளை கழுவினார்.,ஜேக் வேலை கிடைத்தது.,2
50,சீன் இன்று வந்தது.,"சாம், சீன், மற்றும் நான் விளையாடினேன்.",நான் எவ்வளவு மோசமாக இருந்தேன் என்று அவர்கள் கோபப்பட ஆரம்பித்தனர்.,நான் நன்றாக இருக்கும் வரை நான் இனி விளையாட முடியாது என்று அவர்கள் சொன்னார்கள்.,நான் மிகவும் காயமடைந்தேன்.,நான் மிகவும் மகிழ்ச்சி அடைந்தேன்.,1
