,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
29,Iva in Brant sta poskušala zanositi otroka.,"Šest mesecev so poskušali, vendar brez uspeha.",Ob obisku pri zdravniku sta izrazila razočaranje.,"Toda potem so videli, da se je zdravnik široko nasmehnil.","Brant bo preklical svoje načrte, da ugrabi otroka.","Par bo vesel, da pričakujeta otroka.",2
30,Katarino je vedno zanimalo curling.,Catherine obožuje gledati športnike na televiziji.,"Nekega dne se je Catherine odločila, da bo obiskala trening za curling.","Na treningu je eden od športnikov povabil Catherine, naj igra.",Potem je Catherine začela vsak dan vaditi in postala dobra v tem.,"Catherine je mislila, da je curling dolgočasen.",1
31,"Francis se je vedno veselil, da se bo naučil voziti.",Končno je dovolj star za vozniško.,"Francis se zelo trudi, da bi dobil licenco.",Zlahka je opravil vozniški izpit.,Francis je res ponosen na svoje dosežke.,"Francis se odloči, da bo raje uporabil javni prevoz.",1
32,Včeraj sem se zelo zabaval pri 'Lahkarju'.,Res mi je bilo všeč.,"Ko so plesalci okrasili oder, je bilo čudovito.","Počaščen sem, da sem videl predstavo.","Prisegel sem, da ga ne bom več videl.",Hotel sem jo ponovno videti.,2
33,Zbudila sem se za predavanje ob 8:30 zjutraj.,Zdremljivo sem vstal iz postelje in se stuširal.,Hitro sem zajtrkoval in se odpeljal v razred.,Po 50 minutah pouka sem se začel vračati v svoj dom.,"Odločila sem se, da se vrnem v razred.","Ko sem prišel tja, sem si dal dremež.",2
34,Gary je hotel pritegniti Lisin pogled.,"Nekega dne se je odločil, da Lisi napiše pesem.",Naslednji dan je Gary v šoli videl Liso na hodniku.,Gary se je nasmehnil Lisi in ji dal pesem.,Gary je močno udaril Liso in odšel.,"Lisa priznava, da je tudi ona zaljubljena v Garyja.",2
35,Carlos je vedno želel obiskati Francijo.,"Odloči se, da se bo moral naučiti govoriti francosko, preden gre.",Vpiše se v nočni razred in zelo trdo študiral.,Carlos končno govori dobro francoščino.,Carlos je rezerviral let za Avstralijo.,Carlos je najbolje izkoristil svojo francoščino na potovanju v Pariz.,2
36,Lars je vedno želel poskusiti s fotografijo.,"Njegov prijatelj je bil odličen fotograf, vendar ni nikoli poskusil.","Nekega dne je kupil preprost, vendar zelo kakovosten fotoaparat.",Od tega dne je Lars vsak dan posnel slike narave.,Lars se je zaljubil v fotografijo.,Lars je sovražil fotografijo.,1
37,Kupil sem televizijo v trgovini z elektroniko.,To je velik ploščati zaslon z visoko kakovostno sliko.,"Zaposleni me je prepričal, da kupim garancijo za to, za vsak primer.",Teden dni kasneje je televizor padel z moje stene in se zlomil.,Z garancijo sem ga popravil.,Kasneje so našli mrtvega.,1
38,Ryan je bil v parku.,"Videl je deklico, ki je držala balon.","Ko je zapuščal park, je videl isti balon, ki je bil obtičal na drevesu.","Vstal je na drevo, da bi vzel balon.",Ryan je potem namerno razbil balon.,Ryan je našel dekle in ji dal izgubljen balon.,2
39,"Jenin menedžer ji je rekel, da mora poslati svoj življenjepis.","Ugotovila je, da njen življenjepis ni pravilno oblikovan.",Vse vsebine je prenesla v pravo predlogo.,Dodala je podatke o svoji zadnji službi in posodobila življenjepis.,Potem ga je poslala svojemu direktorju.,Jen je sovražila pomivanje posode.,1
40,Neil je bil na obisku mesta Fez.,Poskusil je njihovo etnično kuhinjo.,Potem je šel po spominke.,"Fez je imel tudi odlične ulične izvajalce, je poudaril.",Neil se je imel super.,Neil in Fez sta postala najboljša prijatelja.,1
41,-Psa sem moral peljati na sprehod.,Moja soseska zahteva povodico.,V hiši sem iskal vrv.,Nisem ga našel.,"Odločila sem se, da vzamem psa na dvorišče.",Pustila sem psa v hišo.,1
42,"Bil je svetel, topel dan.","Joe je mislil, da bi bilo lepo, če bi se sprehodil.","Odločil se je, da bo šel peš do lokalne kavarne.",Toda na pol poti je začel utrujati.,Zato je tekel v kavarno.,"Joe obžaluje, da je šel ven.",2
43,Jen je čakala na paket ves dan.,"Končno je videla, da je UPS-ov človek stopil k vratom.",On je dostavil paket in ona ga je prinesla noter.,Odprla je paket z nožem.,V škatli je bil novorojenček.,Jen je našla nov plašč v paketu.,2
44,Frank ni hotel delati domače naloge.,Namesto tega je hotel igrati video igre.,"Frankov starši so mu rekli, naj najprej opravi domačo nalogo.",Frank je imel izbruh in je bil kaznovan.,Frank je bil teden dni brez video iger.,Frank ima novo igro.,1
45,Timmy je tekmoval v tekmovanju v svoji šoli.,Zmagovalec bo dobil štipendijo za 1000 dolarjev.,Timmy je cel vikend vadil streljanje s tremi točkami.,"Bil je pripravljen, ko je prišel dan tekmovanja.",Timmy je zmagal.,Timmy je šel na dirkališče na dan tekmovanja.,1
46,Drake je bil na zabavi v petek.,"Odkril je, da so mu ukradli denarnico iz plašča.","Drake je takoj poklical policijo, a denarnice niso našli.",Drake se je o tem pogovoril z gostiteljem zabave.,"In gostitelj mu je rekel, da tudi on ne ve.","Drake je gostitelju rekel, da se hoče spet udeležiti zabave.",1
47,"Bob je odkril, da ima njegov tovornjak prazno pnevmatiko.",Nikoli prej ni zamenjal gume.,Izvlekel je roča in železo.,Ni mogel odstraniti vijakov.,"Bob je poklical nekoga, da mu popravi pnevmatiko.",Bob je vozil svoj tovornjak na tržnico.,1
48,Jack je naveličan pisanja e-pošte na tabličnem računalniku.,"Odloči se, da mora vlagati v prenosnik.","Raziskuje različne prenosne računalnike, dokler ne najde popolnega.",Končno je kupil.,Jack zdaj res uživa v odgovarjanju na e-pošto.,Jack zdaj uporablja poštne storitve namesto e-pošte.,1
49,Jake je imel predolge lase.,Prišel je na razgovor za službo.,"Prosil je mamo, da mu ostriže lase.",Njegova mama mu je lepo ostrigla profesionalno frizuro.,Jake si je umil roke.,Jake je dobil službo.,2
50,Sean je prišel danes.,"Sam, Sean in jaz smo se igrali.","Začeli so se jeziti name, ker sem bil tako slab.","Rekli so, da ne smem več igrati, dokler ne bom ozdravela.",Res sem bila prizadeta.,Res sem bil zadovoljen.,1
51,Sarah je hotela poslati čestitko.,Šla je na pošto.,Plačala je znamke.,Pismo je dala v kuverto.,Sarah je sama dostavila pismo.,Sarahino pismo je kmalu prišlo na cilj.,2
52,Chuck je bil utrujen od dela.,Za nekaj časa je zapustil svoje delo.,"Odprl je forum, da bi se pogovarjal s sodelavci.",Po tistih grdih Zoltar udarci je potreboval ta odmor.,"Chuck se je odločil, da bo pustil službo.","Nato se je počutil prisiljenega, da se vrne na delo.",2
53,Bob je kupoval v plastičnih vrečkah.,"Potem mu je prijatelj povedal, da je plastika škodljiva za okolje.","Bob se je odločil, da se ne bo več ukvarjal s plastičnimi vrečkami.",Bob je vložil v nekaj torb za ponovno uporabo.,Bob je uporabljal svoje torbe za nakupovanje.,Bob je še naprej uporabljal plastične vrečke za nakupovanje.,1
54,Joe je hotel narediti portret sebe.,Poklical je nekaj lokalnih umetnikov in vprašal njihove cene.,Eden od umetnikov je imel razumne cene.,Joe je dogovoril sestanek z umetnikom za portret.,Joe je bil zelo zadovoljen z rezultati.,Umetnik je naslikal Joejevo mačko.,1
55,Ann je poskušala prenehati kaditi.,"Večkrat je poskušala, a je vedno spodletelo.",Nato je za pomoč uporabila nikotinski obliž.,In ji pomagal!,"Ann je podvojila količino cigaret, ki jih je kajala vsak dan.",Ann je uspešno prenehala kaditi.,2
56,Jen je bila poleti pri teti.,"Sovražila je misel, da bo celo poletje odsotna od knjižnice.","Vzela je nekaj knjig, a jih je prebrala hitro.","Ko je prišla, jo je teta odpeljala v posebno sobo v svoji hiši.","Jen je videla, da so njene knjige gorele v kaminu.","Soba je bila polna polic z knjigami, ki so bile privlačne dekletom.",2
57,Včeraj je Rob imel čiščenje zob.,Običajno se boji zobozdravnikov.,Ampak v pisarni je nova srčkana sestra.,"Bil je navdušen, da bo šel.",Rob se je po kolonoskopiji počutil osvežen.,"Rob je bil razočaran, ko je bila srčkana sestra ni bil v tem dnevu.",2
58,Joe je rad jedel umazano zemljo.,"Vsakič, ko je imel priložnost, je delal blato.","Jedel je pito, ko je v ustih začutil nekaj zelo trdega.",Joe je ugriznil kamen in si izbil zob.,Joe je hotel žvečiti še več kamnov.,"Joe se je odločil, da ne bo več jedel umazanije.",2
59,Rob še nikoli ni bil na horskem vozilu.,Robovi prijatelji so mu ponudili brezplačno vstopnico za Six Flags.,"Rob se je odločil, da se lahko pridruži.",Vsi so šli in čakali v dolgi vrsti.,Rob je imel radodarne prijatelje.,Robovi prijatelji so bili brezbrižni.,1
60,"Carly je čakala, da jo Sam pokliče.",Obljubil je v petek.,Zdaj je bil pozno v soboto in ni slišala ničesar.,"Končno se je odločila, da ga pokliče.",Sam je odgovoril na klic.,Carly je naročila hrano.,1
61,Amy je prišla iz šole na rojstni dan v prazno hišo.,"Bila je razburjena, ker so vsi pozabili njen poseben dan.",Žalostno je vstopila v dnevno sobo.,Nenadoma so prijatelji in sorodniki skočili iz skrivališč.,Amy se je navdušeno nasmejala.,Amy je zapustila sobo in hišo.,1
62,Pan me je hotel udariti brez očitnega razloga.,"Ko sem bil jezen, sem samo branil njen udarec.",Še naprej me je metala s pestjo.,"V poskusu, da bi jo ustavil, sem jo vrgel na tla.",Pan se je končno ustavil.,Pan sem močno objela.,1
63,Becky ima sestrično Ashley.,"Becky in Ashley sta bila prijatelja, ko sta bila otroka.","Ashley je postala neumna, ko je odrasla.",V zapor je šla zaradi kraje tamponov iz trgovine.,Becky je izgubila stik z njo.,Becky je ponosna na Ashley.,1
64,Pam in Tomova dojenčka sta imela lahek spanec.,"Njihov nepremišljen sosed je pogosto pustil psa zunaj, da je ves dan lajal.","Vsakič, ko je Pam uspavala otroka, je pes začel lajati.","Pam je sanjala, da bo psa izpustila, da bi pobegnil.",Neke noči je Pam pustila svoje mačke v svoj dom.,"Neke noči se je Pam odločila, da bo psom dala ven.",2
65,May je bila sprejeta na kolidž v Fredoniji.,Vzela je avtobus do nove šole.,Raziskovala je kamp.,"Všeč ji je bilo vse, kar je videla.",Odnehala je šolo.,Všeč so ji bili celo vsi njeni profesorji.,2
66,Mariji so morali iztrgati zobe.,"Želela je, da jo zobar uspi.","Vse kar je lahko naredil je bilo, da je omrtvilo območje z novocainom.",Mary ga je strmel v grozo.,"Ko je zobar videl njen izraz, je lahko pomagal Mary.",Mary je odšla od zobozdravnika v odličnem razpoloženju.,1
67,Ford je bil ponosen na svoj visok povprečje.,"Vsak večer je delal na nalogi, da bi ga izboljšal.","Fordovi prijatelji so ga opozorili, da zamuja zabavo.",Kasneje je Ford postal uspešen odvetnik.,"Ford je bil žalosten, da je dosegel toliko.",Ford je bil ponosen na svoje dosežke.,2
68,"Moja žena pravi, da nimam strasti.",Da nimam veliko hobijev ali interesov.,"Poskušal sem se prepirati, a nisem mogel.","Spoznal sem, da ima prav.","Odločila sem se, da se bom spremenila.",Ne poročena sem.,1
69,Nina je hotela lep kostum za noč čarovnic.,Toda ni si mogla privoščiti nič čudovitega.,V hiši je iskala ideje.,Potem je našla odličen kostum zastonj.,Nina je kupila igračko.,Nina je bila navdušena.,2
70,Veronika je rada hodila v gozd.,Nekega dne je bila na poti in našla hišico na drevesu.,"Vstopila je po lestvi in bila presenečena nad vsem, kar je bilo v hiši.",Bila je popolnoma opremljena z pohištvom in odejo.,Veroniki hiša na drevesu ni bila všeč.,"Veronika se odloči, da bo hišico na drevesu obiskala pogosteje.",2
71,Bil je lep pomladanski dan v začetku marca.,"Tracey se je odločila, da gre na sprehod v gozd za hišo.",Slišala je speck in ga iskala na drevesih.,Spodrsnila se je na korenino in padla na pot.,Tracey je pobegnila domov.,Tracey je spregledala pad.,2
72,Bob je bil zelo žejen in je hotel sodo.,Na žalost ni imel denarja.,"Bob je šel na bencinsko postajo in vprašal, če lahko spije sok.","Kasir ga je vprašal, če ima kaj denarja.",Rekel je ne in zapustil bencinsko črpalko.,"Odločil se je, da gre na tek.",1
73,Jim je čakal na letališču.,Njegova žena bo tam čez eno uro.,Zelo mu je bilo dolgčas.,"Potem se je odločil, da bo dokončal knjigo.",Jim je videl svojo ženo po eni uri.,"Jim je odpeljal, preden se je pojavila njegova žena.",1
74,Joe je res želel obiskati Univerzo Columbia.,"V šoli je zelo trdo delal, bil je v nogometni ekipi.",Na čakalno listo je.,"Čeprav je bil razočaran, je vseeno do konca poskušal po najboljših močeh.",Joe je bil še vedno zelo ponosen na svoje trdo delo.,"Joe se je odločil, da noče na kolidž.",1
75,"Gina je imela prijateljico Tami, ki je imela mapo, ki je ni hotela, da jo ima kdo drug.","Gina je želela imeti, pa ni vedela, kje ga lahko kupi.",Tami je dobila novo Lisa Frank Trapper Keeper.,"Gina je bila ljubosumna, ker je tudi ona hotela enega.","Gina je našla na ebayu, ki si jo je lahko privoščila.",Gina je kosila celotno dvorišče in ni imela pomoči od nikogar.,1
76,Leah je imela lepo božično drevo v hiši.,Nekega dne je šla v trgovino.,"Ko se je vrnila, je drevo prevrnilo.",Njena mačka je splezala nanjo in jo povlekla dol!,"Leah je odločila, da ji je bilo bolj všeč drevo na tleh kot stoje.",Leah je kaznovala mačko.,2
77,Peter je uporabljal isti stol leta.,Postajala je izčrpana.,"Odločil se je kupiti nov, udobnejši stol.","Ko je prišel, je bil Peter zelo vesel.","Peter je mislil, da bo morda bolj udobna od stare.","Peter je dovolil svojemu psu, da je sam uporabljal stol.",1
78,Rex se pripravlja na zabavo nocoj.,"Zaveda se, da ni pripravil ničesar za goste, da bi jedli s sirom.",Rex gre po bageto.,"Na redke, enakomerne rezine ga nareže, da ga je lažje jesti.",Rex je šel na dolgo potovanje čez ocean.,Vsi so uživali v sirju in kruhu.,2
79,Ali vedno gre z vlakom na delo.,"Nekega dne je bila zelo bolna, vendar je vseeno šla na delo.",Ves dan je trdo delala in celo vzela delo domov.,Vlak je zaspala.,Bila je lenadela.,Zamudila je postajo in morala je na avtobus.,2
80,Nogometna ekipa je vso sezono trdo delala.,Zmagali so vse tekme in prišli do prvenstva.,Le še nekaj sekund je ostalo na uri in igra je bila izenačena.,Quarterback je dal dolg prehod in sprejemnik je zadel.,Množica je glasno zavijala ekipi.,Vsi so vstali in divje ploskali.,2
81,Živimo v visokem domu.,"Nekega dne je bil močan veter, delno zaradi višine stavbe.","Veter je tako močno pihal na veje, da moja žena ni mogla spati.",Veter je uničil tudi internetni kabel.,"Z ženo sva bila zelo nesrečna, ker sva izgubila internetno povezavo.",Oboževali smo močan veter in pomanjkanje spanja.,1
82,Kate je hotela kupiti novo tipkovnico za svoj računalnik.,"Mesece je varčevala, da si je lahko privoščila dobro tipkovnico.",Kate je končno šla na spletu in naročila svojo tipkovnico!,Na njen prihod je z navdušenjem čakala več dni.,Potem je odpovedala naročilo.,Potem je njena tipkovnica prišla po pošti.,2
83,Jon je diplomiral in začel iskati službo.,Vsak dan je iskal službo na svojem področju.,Tri tedne po začetku je dobil klic.,"Kličnik je vprašal, če bi bil zainteresiran za intervju.",Jon je sprejel.,Jon je zavrnil ponudbo.,1
84,"Julie je rada brala vse, kar je našla.",Večino časa je preživela v knjižnici.,Njena najljubša knjižnica je bila gdč. Watson.,"Gdč. Watson je videla, da Julie ljubi knjige in ji ponudila službo.",Julie je z veseljem sprejela!,Julie je udarila prijateljico v oko.,1
85,Amyjina družina je šla v Six Flags.,"Potrpežljivo je sedela v avtu in čakala, da pride.","Ko so prišli, je sedela na kolenih in opazovala park.","Celo uro je čakala v vrsti, da bi se vozila na največji roller coaster.","Amy je bila zelo navdušena, da je bila v parku.","Amy je mislila, da je park dolgočasen.",1
86,"Steve je imel hitrost, da bi prišel na tekmo.",Na avtocesti je Steve vozil zelo hitro.,Cestna policija je ustavila Steveov avto.,Policist je Steveu napisal kazen za prehitro vožnjo.,Steve je bil zadovoljen.,Steve je bil razburjen.,2
87,Moja hči je šla na prvo rojstnodnevno zabavo za prijatelja.,"Tako je bila navdušena, da bo šla na zabavo.",Cel teden ni govorila o ničemer drugem.,Šla je na zabavo in se zabavala.,"Odločila se je, da ne bo nikoli več šla na zabavo.","Ko je prišla domov, je takoj zaspala, izčrpana.",2
88,Bob je potreboval denar za hrano.,"Žalosten je bil, ker ni mogel jesti, ker ni imel denarja.","Odločil se je, da bo napisal knjigo o svojem težkem življenju.",Ljudje so jo takoj pohvalili in kupili na tisoče izvodov!,Z dobičkom od prodaje knjig je Bob imel dovolj denarja za hrano.,"Odziv javnosti na knjigo pomeni, da je Bob še vedno lačen.",1
89,Danes sem dokončal svoj prvi maraton.,Bilo je približno šest milj in sem se zelo potrudil.,Pripravljal sem se za to približno tri mesece.,To je bilo vedno na mojem seznamu stvari za narediti v življenju.,Še nikoli nisem bila srečnejša.,Res sem razočarana nase.,1
90,Bobby je svoje sadje zložil v obliko letala.,"Zlomil si je roko in vrgel letalo, kolikor je mogel.",Vendar je bil preveč težak in je padel kot opeka.,"Bobby je odločil, da bi morali letala narediti iz papirja.",Bobby je bil star pet let.,Bobby je imel 35 let.,1
91,Sam je neko noč gledal zvezde.,"Nenadoma je sedel, da je vijak pokonci.",Videl je svetlečo zvezdo!,"Zbežal je, da bi jo pokazal očetu.","Njegov oče se je smejal, ker je bila zvezda v resnici letala z lučmi.","Samov oče je bil vesel, da se njegov sin zanima za geologijo.",1
92,John in Meg sta hodila pet let.,John je ljubil Meg in se je hotel poročiti z njo.,"Odločil se je, da jo bo nocoj zaprosil za roko, po zmenku za film.","Ko so odhajali iz kina, je nenadoma padel na kolena.",Začel je kričati nespodobnosti na Meg.,-Prosil jo je za roko.,2
93,"Lepa kupa banan, ki so visele izven dosega.","Bobby je hotel vrniti čevlje, a se je zataknilo.","Poskušal se je povzpeti na drevo, pa je padel.","Nato je besno udaril z kopico, vendar je bila prekratka, da bi jo dosegel.","Bobby je bil jezen, ker je dobil banane.","Bobby je šel v skednjo po lestvico, da bi prinesel banane.",2
94,Beth je okrevala po bolezni.,Po štirih dneh je končno mogla jesti.,"Čeprav je bila boljša, ni bila dobro.","Odločila se je, da bo v petek vzela dopust in si vzame čas za ozdravitev.",Beth se je morala spočiti.,Beth je igrala nogomet v svoj prosti petek.,1
95,Rhonda je kupila nove roza nogavice.,Oboževala jih je.,"Ko jih je slekla, so se zmešali z drugim perilom.","Na dan pranja je perila svoje obleke, ne da bi jih razvrstila.","Rhonda se je odločila, da bo kosila in se odzvala na e-pošto.",Na žalost so bili uničeni in Rhonda je morala kupiti nov par.,2
96,Morje je bilo strašno med nevihto.,"Marcus je sovražil, kako je čoln dvignil in padel.",Zaradi tega mu je bilo slabo v želodcu.,"Zaprl se je v kabino in zaprl oči, vendar ni pomagalo.","Marcus je bil tako navdušen, da je začel plesati.",Marcus je potem bruhal zaradi morske bolezni.,2
97,"Včeraj se je Anna odločila, da si malo odspi.",Usedla se je v stol in zaprla oči.,"Ko je zaspala, ji je na naročje skočil njen kužek.",Bila je zelo presenečena.,"Z očarljivim kužkom se je objela, vesela, da ga vidi.",Maček je bil zelo srčkan.,1
98,Chuck obožuje ta bar pri hiši.,Ves čas gre tja s prijatelji.,"Nekega dne je bil na poti tja in opazil, da je zaprta.",Izgubil je posel.,Chuck je bil razburjen.,"Chuck je bil vesel, da je ta kraj končno zaprt.",1
99,Steve je sedel v kavarni.,"Ko je bil v kavarni, je ponavadi bral knjigo.",Danes pa je pozabil knjigo.,"Ni imel izbire, le da je veliko razmišljal.",Steve je dokončal križanko v rekordnem času.,"Medtem ko je razmišljal, se je Steve spomnil ideje za roman.",2
100,"John je vozil v trgovino, ko je spoznal, da je pozabil denarnico.",Vozniško je imel v denarnici.,Za njim so se začele utripavati policijske luči.,"Po tem, ko je ustavil, je policistu rekel, da je doma pozabil denarnico.",John je nato napadel policista.,Policist je bil razumevajoč.,2
