,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
49,Jakes hår blev lite för långt.,Han hade en jobbintervju på gång.,Han bad sin mor att klippa hans hår.,Hans mamma klippte honom fint och han såg professionell ut.,Jake tvättade händerna.,Jake fick jobbet.,2
50,Sean kom förbi idag.,"Sam, Sean och jag lekte.",De började bli arga på mig för hur dålig jag var.,De sa att jag inte kunde spela längre tills jag blev bättre.,Jag var verkligen sårad.,Jag var verkligen glad.,1
51,Sarah ville skicka ett kort.,Hon gick till postkontoret.,Hon betalade frimärken.,Hon lade brevet i ett kuvert.,Sarah levererade brevet själv.,Sarahs brev var snart på väg till sin destination.,2
52,Chuck var trött efter jobbet.,Han stängde sitt arbete ett tag.,Han öppnade forumet för att chatta med kollegor.,Efter de där otäcka Zoltar-hittarna behövde han en paus.,Chuck bestämde sig för att sluta.,Han kände sig då tvungen att gå tillbaka till arbetet.,2
53,Bob använde plastpåsar för att shoppa.,Sedan sa hans vän att plast är dåligt för miljön.,Bob bestämde sig för att avstå från sina plastpåsar.,Bob investerade i återanvändbara väskor.,Bob använde sina återanvändbara väskor för att shoppa.,Bob fortsatte att använda sina plastpåsar för att handla.,1
54,Joe behövde få ett porträtt av sig själv för ett projekt.,Han ringde några lokala konstnärer och frågade om priserna.,En av konstnärerna hade rimliga priser.,Joe bokade en tid med konstnären för att göra porträttet.,Joe var mycket nöjd med resultatet.,Konstnären målade en Joe's katt.,1
55,Ann försökte sluta röka.,Hon gjorde flera försök men misslyckades alltid.,Sedan sökte hon på nikotinplåster för att få hjälp.,Och hjälpa henne att göra det!,Ann fördubblade antalet cigaretter hon rökte varje dag.,Ann lyckades sluta röka.,2
56,Jen har blivit skickad till sin moster för sommaren.,Hon hatade tanken på att vara borta från sitt lokala bibliotek hela sommaren.,Hon tog med sig några böcker men hon gick igenom dem snabbt.,När hon kom dit tog hennes moster henne med sig till ett speciellt rum i sitt hem.,Jen såg sina böcker brinna i spisen.,Rummet var fullt av hyllor med böcker som tilltalade flickor.,2
57,I går var det Robs tandrengöring.,Han är normalt rädd för tandläkare.,Men det är en söt ny sjuksköterska på kontoret.,Han var så glad att åka.,Rob kände sig frisk efter koloskopien.,Rob blev ledsen när den söta sjuksköterskan inte var där den dagen.,2
58,Joe älskade att äta jord.,Han gjorde lerapaj när han fick chansen.,Han åt en paj när han kände något väldigt hårt i munnen.,Joe hade bitit ner på en sten och slagit ut sin tand.,Joe ville tugga på fler stenar.,Joe bestämde sig för att inte äta jord igen.,2
59,Rob har aldrig varit på en berg-och dalbana.,Robs vänner erbjöd honom en gratis biljett till Six Flags.,Rob bestämde sig för att han också kunde gå med.,De väntade i en lång rad.,Rob hade generösa vänner.,Robs vänner var tanklösa.,1
60,Carly väntade på Sam att ringa henne.,Han lovade att göra det på fredag.,Det var nu sent på lördag och hon hade inte hört något.,Till slut bestämde hon sig för att ringa honom.,Sam svarade på telefonen.,Carly beställde mat via telefon.,1
61,Amy kom hem från skolan på sin födelsedag till ett tomt hus.,Hon var upprörd över att alla hade glömt hennes speciella dag.,Hon gick sorgligt in i vardagsrummet.,Plötsligt kom hennes vänner och familj ut ur sina gömställen.,Amy log med glädje.,Amy gick ut ur rummet och lämnade huset.,1
62,Pan försökte slå mig utan någon uppenbar anledning.,"Jag var arg, men försvarade hennes slag.",Hon fortsatte att kasta med näven på mig.,För att försöka stoppa henne kastade jag henne på marken.,Pan slutade äntligen.,Jag gav Pan en stor kram.,1
63,Becky har en kusin som heter Ashley.,Becky och Ashley var vänner när de var barn.,Ashley blev dum när hon blev stor.,Hon åkte i fängelse för att ha stulit tamponger från en dollarbutik.,Becky förlorade kontakten med henne.,Becky är stolt över Ashley.,1
64,Pam och Toms barn sov lätt.,Deras tanklösa granne lämnade ofta sin hund ute och skällde hela dagen.,"Varje gång Pam fick sitt barn att sova, började hunden skälla.",Pam fantiserade om att släppa hunden så att den skulle springa iväg.,En kväll släppte Pam in sina katter i sitt hem.,En kväll bestämde sig Pam för att släppa ut hundarna.,2
65,May blev antagen på college i Fredonia.,Hon tog bussen till sin nya skola.,Hon utforskade campus.,Hon älskade allt hon såg.,Hon hoppade av skolan.,Hon gillade till och med alla sina professorer.,2
66,Mary behövde ha sina tänder drogs.,Hon ville att tandläkaren skulle söva henne.,Allt han kunde göra var att bedöva området med Novocaine.,Mary stirrade på honom i skräck.,När tandläkaren såg hennes ansiktsuttryck kunde han hjälpa Mary.,Mary lämnade tandläkaren på bra humör.,1
67,Ford var stolt över sitt höga GPA.,Han arbetade varje kväll med uppdrag för att förbättra det.,Ford varnade för att han missade det roliga.,Senare i livet blev Ford en framgångsrik advokat.,Ford var ledsen över att han hade uppnått så mycket.,Ford var stolt över sina prestationer.,2
68,Min fru säger att jag saknar passion.,Att jag inte har många hobbyer eller intressen.,Jag försökte argumentera men kunde inte.,Jag insåg att hon hade rätt.,Jag bestämde mig för att ändra mig.,Jag är ogift.,1
69,Nina ville ha en fin Halloween-kostym.,Men hon hade inte råd med något fint.,Hon letade igenom huset efter idéer.,Sen hittade hon en fin kostym gratis.,Nina köpte en leksak.,Nina var glad.,2
70,Veronika tyckte om att vandra i skogen.,En dag var hon på en stig och hittade ett trädhus.,Hon klättrade upp för stegen och blev förvånad över allt som fanns i huset.,Det var fullt möblerat med möbler och filtar.,Veronika tyckte inte om trädhuset särskilt mycket.,Veronika bestämmer sig för att besöka trädhuset oftare.,2
71,Det var en vacker vårdag i början av mars.,Tracey gick en promenad i skogen bakom sitt hus.,Hon hörde en spett och började leta efter den i träden.,Hon snubblade över en rot och föll på stigen.,Tracey sprang hem.,Tracey tog sig inte av sitt fall.,2
72,Bob var törstig och ville ha en läsk.,Tyvärr hade han inga pengar.,Bob gick in på en bensinstation och frågade om han kunde få en läsk.,Kassan frågade om han hade några pengar.,Han sa nej och lämnade bensinstationen.,Han bestämde sig för att gå och springa.,1
73,Jim väntade på flygplatsen.,Hans fru skulle vara där om en timme.,Han var väldigt uttråkad.,Han bestämde sig för att börja läsa sin bok.,Jim såg sin fru efter en timme.,Jim körde iväg innan hans fru kom.,1
74,Joe ville verkligen gå på Columbia University.,"Han jobbade hårt i skolan, var med i fotbollslaget.",Han sattes på väntelistan.,Trots att han var besviken gjorde han sitt bästa ända till slutet.,Joe var fortfarande mycket stolt över sitt hårda arbete.,Joe bestämde sig för att han inte ville gå på college.,1
75,Ginas vän Tami hade en mapp som hon inte ville att någon annan skulle ha.,Gina ville ha en men visste inte var hon skulle köpa en.,Nu hade Tami en ny Lisa Frank Trapper Keeper.,Gina var svartsjuk eftersom hon också ville ha en.,Gina kollade på eBay och hittade en hon hade råd med.,Gina klippte hela trädgården utan hjälp från någon.,1
76,Leah hade ett vackert julgran i sitt hus.,En dag gick hon till affären.,"När hon kom tillbaka, var trädet omkastat.",Hennes katt hade klättrat upp och dragit ner den!,Leah tyckte bättre om trädet på golvet än att stå.,Leah tuktade sin katt.,2
77,Peter hade använt samma stol i åratal.,Den var på väg att slita ut.,"Han bestämde sig för att köpa en ny, bekvämare stol.",När den kom var Peter mycket glad.,Peter tänkte att den kanske var bekvämare än den gamla.,Peter lät sin hund använda stolen för sig själv.,1
78,Rex gör sig redo för en fest ikväll.,Han inser att han inte har förberett något för gästerna att äta med ost.,Rex springer ut för att hämta en baguette.,Han skär den i tunna jämna skivor för att göra den lätt att äta.,Rex reste över havet.,Alla tyckte om osten och brödet.,2
79,Ali tar alltid tåget för att komma till jobbet varje dag.,"En dag var hon mycket sjuk, men gick ändå till jobbet.",Hon jobbade hårt hela dagen och tog till och med med jobbet hem.,Hon gick på tåget och somnade.,Hon var en lat anställd.,Hon missade sin hållplats och fick ta bussen hem.,2
80,Fotbollslaget hade jobbat hårt hela säsongen.,De hade vunnit alla matcher och kommit till mästerskapet.,Det var bara sekunder kvar på klockan och matchen var oavgjort.,Quarterbacken gjorde en lång passning och mottagaren gjorde mål.,Publiken booade laget högt.,Alla i publiken reste sig upp och applåderade i högljudd takt.,2
81,Vi bor i en höghus.,"En dag var vinden stark, delvis på grund av byggnadens höjd.",Vinden blåste trädgrenar så mycket att min fru inte kunde sova.,Vinden slog också ner internetkabeln.,Min fru och jag var mycket olyckliga över att förlora vår internetuppkoppling.,Vi älskade den starka vinden och sömnbristen.,1
82,Kate ville köpa ett nytt tangentbord till sin dator.,Hon sparade i månader för att ha råd med ett bra tangentbord.,Kate gick äntligen online och beställde sitt tangentbord!,Hon väntade ivrigt i flera dagar på att den skulle komma.,Sen avbokade hon sin beställning.,Sen kom hennes tangentbord i posten.,2
83,Jon tog examen från college och började leta efter ett jobb.,Han sökte jobb inom sitt område varje dag.,Tre veckor efter att han började fick han ett samtal.,Den som ringde frågade om han var intresserad av en intervju.,Jon accepterade.,Jon avvisade erbjudandet.,1
84,Julie älskade att läsa allt hon kunde få tag på.,Hon tillbringade mest tid i biblioteket.,Hennes favoritbibliotek hade miss Watson som personal.,Miss Watson såg Julies kärlek till böcker och erbjöd henne ett jobb.,Julie tog gärna emot!,Julie slog sin vän i ögat.,1
85,Amys familj skulle åka till Six Flags.,Hon satt tålmodigt i bilen och väntade på att få komma fram.,När de kom satt hon på knä och tittade på parken.,Hon stod i kö i en timme för att få åka på den största berg-och dalbanan.,Amy var väldigt glad över att vara i parken.,Amy tyckte att parken var tråkig.,1
86,Steve hade bråttom att komma till fotbollsmatchen.,På motorvägen körde Steve sin bil väldigt fort.,Motorvägspatrullen stoppade Steves bil.,Polisen gav Steve en bötsel för att ha kört för fort.,Steve var nöjd.,Steve var upprörd.,2
87,Min dotter gick på sin första födelsedagsfest för en vän.,Hon var så glad att hon skulle gå på festen.,Hon pratade inte om något annat på en vecka.,Hon gick på festen och hade kul.,Hon bestämde sig för att aldrig gå på fest igen.,"När hon kom hem somnade hon omedelbart, utmattad.",2
88,Bob behövde pengar för att köpa mat.,Han var ledsen över att han inte kunde äta för att han inte hade några pengar.,Han bestämde sig för att skriva en bok om sitt svåra liv.,Människor berömde omedelbart boken och köpte tusentals exemplar!,Vinsten från bokförsäljningen gav Bob tillräckligt med pengar för att äta.,Allmänhetens reaktion på boken innebär att Bob fortfarande är hungrig.,1
89,Jag har just fullgjort mitt första maraton idag.,Det var cirka sex miles och jag arbetade riktigt hårt.,Jag tränade i tre månader.,Det har alltid varit på min lista över saker att göra i livet.,Jag har aldrig varit lyckligare.,Jag är verkligen besviken på mig själv.,1
90,Bobby vikte sin fruktrulle till en flygplan.,Han slog upp armen och kastade upp en rullplan så hårt han kunde.,Men den var alldeles för tung och föll som en tegelsten.,Bobby bestämde att flygplan skulle vara gjorda av papper.,Bobby var fem år gammal.,Bobby var 35 år gammal.,1
91,Sam tittade på stjärnorna en natt.,Plötsligt satt han bult upprätt.,"Han såg en blinkande, rörlig stjärna!",Han sprang för att visa den för sin pappa.,Hans pappa skrattade för stjärnan var verkligen ett jetplan med ljus.,Sams pappa var glad att hans son var intresserad av geologi.,1
92,John och Meg hade dejtat i fem år.,John älskade Meg och ville gifta sig med henne.,"Han bestämde sig för att fria till henne ikväll, efter en filmdejt.",När de gick ut ur biografen föll han plötsligt på knä.,Han började skrika obsceniteter på Meg.,Han friade till henne.,2
93,En vacker bunt bananer som hängde precis utom räckhåll.,"Bobby försökte kasta sin sko, men den fastnade.","Han försökte klättra i trädet, men han föll.","Därefter slog han rasande med en hak, men den var för kort att nå.",Bobby var upprörd över att han fick bananerna.,Bobby gick in i skjulet för att hämta en stege för att få bananerna.,2
94,Beth var sjuk och återhämtade sig.,Hon kunde äntligen äta mat efter 4 dagar.,"Hon mådde bättre, men inte bra.",Hon bestämde sig för att ta fredag ledigt från skolan och ta tid att läka.,Beth behövde vila.,Beth spelade fotboll på sin fredag.,1
95,Rhonda köpte nya rosa strumpor.,Hon älskade dem.,"Men när hon tog av dem, blev de blandade med andra tvätt.",På tvättdagen tvättade hon sina kläder utan att sortera dem.,Rhonda bestämde sig för att äta lunch och svara på mejl.,Tyvärr blev de förstörda och Rhonda var tvungen att köpa ett nytt par.,2
96,Havet var skrämmande under en storm.,Marcus hatade hur båten reste sig och kraschade ner.,Det gjorde honom illamående.,Han kröp ner i sin hytt och stängde ögonen men det hjälpte inte.,Marcus var så glad att han började dansa.,Marcus kräktes av sjösjuka.,2
97,Igår bestämde sig Anna för att ta en tupplur.,Hon satte sig bekvämt i sin stol och slöt ögonen.,"Precis när hon somnade, hoppade hennes dotters valp in i hennes knä!",Hon blev väldigt förvånad.,"Hon kramade den söta valpen, glad att se den.",Kattungen var väldigt söt.,1
98,Chuck älskar den här baren vid sitt hus.,Han går dit hela tiden med vänner.,Han var på väg dit en dag och märkte att det var stängt.,Den hade stängts av.,Chuck var upprörd.,Chuck var glad att stället slutligen stängdes.,1
99,Steve satt i kaféet.,När han var på kaféet brukade han läsa en bok.,Men idag glömde han sin bok.,Han hade inget annat val än att tänka mycket.,Steve avslutade sitt korsord på rekordtid.,Medan han tänkte kom Steve på en idé för en roman.,2
100,John körde till affären när han insåg att han glömt plånboken.,Hans körkort låg i plånboken.,Polismorgen började blinka bakom honom.,Efter att ha stannat sa han till polisen att han glömt plånboken hemma.,John fortsatte sedan med att angripa polisen.,Polisen var förståndig.,2
101,Tom tyckte om pussel när han växte upp.,Han var inte bara utanför rymningsrummet.,Han lugnade andan och förberedde sig mentalt.,Trettio minuter senare lämnade han rymningsrummet på rekordtid.,Han kände stolthet över sin prestation.,Tom var upprörd över att han gjorde dåligt.,1
102,Gina var uttråkad när hon städade sitt rum.,Men det var nödvändigt.,Hon bestämde sig för att slå på radion.,Det var en sång hon aldrig hört förut.,Hon gillade låten.,Gina klädde på sig och gick till jobbet.,1
103,En liten snöstorm kom över en stad.,Skolans tak böjde sig under tyngden.,En vaktmästare klättrade upp för att inspektera.,Taket skakade under den nya vikten.,Taket var helt okej.,- Han var rädd.,2
104,Jag hade födelsedag igår.,Till min förvåning planerade mina vänner en fest för mig.,Jag kunde inte tro det.,Festen var väldigt rolig.,Jag hatade min födelsedag.,Det var den bästa födelsedagsfesten någonsin.,2
105,Min mor kastade ut sin gamla ordbok.,Jag hämtade den från soporna.,Jag satt med den och kände lukten.,Det påminde mig om doften av ett gammalt bibliotek.,Det var äckligt.,Det luktade så gott att jag åt det.,1
106,Våra föräldrar tog oss till Paragon Park 1963.,Vi tog en färja från Rowes Wharf i Boston.,"Vi åkte karusell, piska och larv.",Vi spelade skeeball.,Vi har många fina minnen från den här barndomsresan.,Jag minns inte att jag åkte till Paragon Park.,1
107,Min favoritfilm är Trollkarlen från Oz.,Jag trodde att det var på riktigt när jag var ung.,"När jag såg den, kände jag mig nedsänkt i filmen.",Karaktärerna tog mig med i Ozland.,En dag bestämde jag mig för att köpa filmen.,Jag gillade inte Trollkarlen från Oz.,1
108,Mary Ann gick en promenad på en stig i parken.,Hon passerade människor med barn och djur.,Hon passerade folk som joggade och cyklade.,Hon såg många växter.,Mary Ann fick utslag av en av dem för att det var giftluva.,Mary Ann gjorde färdigt sin sallad och åt den med glädje.,1
